,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BROOKLYN_ACTION,WASHINGTON_SCORE,BROOKLYN_SCORE
120,1,0:16.0,T. Bryant makes 2-pt hook shot from 2 ft (assist by J. Parker),,34,28
121,1,0:03.0,,Personal take foul by C. Randle (drawn by S. Napier),34,28
122,1,0:03.0,W. Johnson enters the game for B. Beal,,34,28
123,1,0:00.0,,S. Napier misses 3-pt jump shot from 23 ft,34,28
124,1,0:00.0,Defensive rebound by J. Parker,,34,28
125,2,11:49.0,T. Bryant misses 3-pt jump shot from 25 ft,,34,28
126,2,11:44.0,,Defensive rebound by D. Carroll,34,28
127,2,11:40.0,,D. Russell misses 3-pt jump shot from 26 ft,34,28
128,2,11:37.0,Defensive rebound by W. Johnson,,34,28
129,2,11:34.0,J. Parker misses 2-pt layup from 2 ft,,34,28
130,2,11:34.0,Offensive rebound by Team,,34,28
131,2,11:29.0,J. Parker misses 2-pt jump shot from 21 ft,,34,28
132,2,11:29.0,,Defensive rebound by E. Davis,34,28
133,2,11:19.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by S. Napier),34,31
134,2,11:04.0,T. Brown misses 3-pt jump shot from 22 ft,,34,31
135,2,11:01.0,,Defensive rebound by E. Davis,34,31
136,2,10:42.0,,Personal foul by C. Randle (drawn by S. Napier),34,31
137,2,10:36.0,,Shooting foul by J. Parker (drawn by E. Davis),34,31
138,2,10:36.0,,E. Davis makes free throw 1 of 2,34,32
139,2,10:36.0,,E. Davis misses free throw 2 of 2,34,32
140,2,10:34.0,Defensive rebound by J. Parker,,34,32
141,2,10:21.0,T. Bryant misses 3-pt jump shot from 25 ft,,34,32
142,2,10:18.0,,Defensive rebound by A. Crabbe,34,32
143,2,10:11.0,,Personal foul by C. Randle (drawn by A. Crabbe),34,32
144,2,10:11.0,T. Satoranský enters the game for C. Randle,,34,32
145,2,10:01.0,,Shooting foul by T. Bryant (drawn by D. Russell),34,32
146,2,10:01.0,,D. Russell makes free throw 1 of 2,34,33
147,2,10:01.0,,D. Russell makes free throw 2 of 2,34,34
148,2,9:45.0,T. Brown makes 2-pt jump shot from 18 ft (assist by T. Satoranský),,36,34
149,2,9:34.0,,D. Russell makes 2-pt jump shot from 13 ft,36,36
150,2,9:23.0,T. Bryant misses 2-pt jump shot from 18 ft,,36,36
151,2,9:20.0,,Defensive rebound by E. Davis,36,36
152,2,9:11.0,,D. Russell misses 2-pt jump shot from 17 ft,36,36
153,2,9:08.0,Defensive rebound by T. Bryant,,36,36
154,2,9:00.0,J. Parker makes 3-pt jump shot from 22 ft (assist by T. Satoranský),,39,36
155,2,8:51.0,,S. Napier makes 2-pt layup at rim,39,38
156,2,8:45.0,Turnover by J. Parker (out of bounds lost ball),,39,38
157,2,8:30.0,,A. Crabbe makes 2-pt layup from 2 ft (assist by D. Russell),39,40
158,2,8:24.0,T. Bryant makes 2-pt layup from 1 ft (assist by T. Satoranský),,41,40
159,2,8:24.0,Shooting foul by S. Napier (drawn by T. Bryant),,41,40
160,2,8:24.0,,T. Graham enters the game for D. Carroll,41,40
161,2,8:24.0,T. Bryant makes free throw 1 of 1,,42,40
162,2,8:10.0,,D. Russell misses 2-pt jump shot from 12 ft,42,40
163,2,8:08.0,,Offensive rebound by E. Davis,42,40
164,2,8:07.0,,E. Davis misses 2-pt dunk from 2 ft,42,40
165,2,8:03.0,,Offensive rebound by D. Russell,42,40
166,2,8:01.0,,T. Graham misses 3-pt jump shot from 24 ft,42,40
167,2,7:59.0,Defensive rebound by J. Parker,,42,40
168,2,7:53.0,J. Parker misses 2-pt jump shot from 7 ft,,42,40
169,2,7:50.0,Offensive rebound by T. Brown,,42,40
170,2,7:44.0,Washington full timeout,,42,40
171,2,7:44.0,T. Ariza enters the game for T. Brown,,42,40
172,2,7:44.0,,J. Harris enters the game for A. Crabbe,42,40
173,2,7:44.0,,C. LeVert enters the game for S. Napier,42,40
174,2,7:42.0,Turnover by T. Ariza (bad pass; steal by E. Davis),,42,40
175,2,7:42.0,,Personal foul by T. Satoranský (drawn by E. Davis),42,40
176,2,7:42.0,,E. Davis makes free throw 1 of 2,42,41
177,2,7:42.0,,E. Davis makes free throw 2 of 2,42,42
178,2,7:34.0,W. Johnson misses 3-pt jump shot from 25 ft,,42,42
179,2,7:31.0,,Defensive rebound by E. Davis,42,42
180,2,7:14.0,,D. Russell makes 2-pt jump shot from 19 ft,42,44
181,2,6:59.0,T. Bryant makes 2-pt layup from 5 ft (assist by J. Parker),,44,44
182,2,6:59.0,Shooting foul by E. Davis (drawn by T. Bryant),,44,44
183,2,6:59.0,B. Beal enters the game for W. Johnson,,44,44
184,2,6:59.0,,J. Allen enters the game for E. Davis,44,44
185,2,6:59.0,T. Bryant makes free throw 1 of 1,,45,44
186,2,6:48.0,,J. Harris misses 2-pt layup from 4 ft,45,44
187,2,6:46.0,,Offensive rebound by J. Harris,45,44
188,2,6:44.0,,D. Russell misses 3-pt jump shot from 26 ft,45,44
189,2,6:41.0,Defensive rebound by T. Bryant,,45,44
190,2,6:31.0,T. Bryant makes 2-pt layup at rim (assist by T. Satoranský),,47,44
191,2,6:31.0,Shooting foul by C. LeVert (drawn by T. Bryant),,47,44
192,2,6:31.0,T. Bryant misses free throw 1 of 1,,47,44
193,2,6:28.0,Offensive rebound by J. Parker,,47,44
194,2,6:20.0,B. Beal makes 2-pt jump shot from 12 ft (assist by T. Satoranský),,49,44
195,2,6:08.0,,J. Harris misses 2-pt layup from 4 ft,49,44
196,2,6:05.0,Defensive rebound by B. Beal,,49,44
197,2,6:01.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by B. Beal),,52,44
198,2,5:34.0,,T. Graham misses 3-pt jump shot from 28 ft,52,44
199,2,5:31.0,Defensive rebound by T. Ariza,,52,44
200,2,5:23.0,Turnover by B. Beal (bad pass; steal by J. Allen),,52,44
201,2,5:18.0,,C. LeVert misses 3-pt jump shot from 26 ft,52,44
202,2,5:15.0,Defensive rebound by J. Parker,,52,44
203,2,5:08.0,T. Ariza misses 3-pt jump shot from 24 ft,,52,44
204,2,5:06.0,Offensive rebound by J. Parker,,52,44
205,2,5:04.0,B. Beal misses 3-pt jump shot from 23 ft,,52,44
206,2,5:04.0,,Defensive rebound by T. Graham,52,44
207,2,4:43.0,,C. LeVert misses 2-pt layup from 4 ft,52,44
208,2,4:41.0,Defensive rebound by J. Parker,,52,44
209,2,4:35.0,J. Parker makes 2-pt dunk from 1 ft (assist by T. Satoranský),,54,44
210,2,4:35.0,,Brooklyn full timeout,54,44
211,2,4:35.0,B. Portis enters the game for T. Bryant,,54,44
212,2,4:35.0,,D. Carroll enters the game for C. LeVert,54,44
213,2,4:22.0,,J. Allen makes 2-pt dunk from 2 ft (assist by D. Russell),54,46
214,2,4:00.0,Shooting foul by J. Allen (drawn by J. Parker),,54,46
215,2,4:00.0,J. Parker makes free throw 1 of 2,,55,46
216,2,4:00.0,J. Parker misses free throw 2 of 2,,55,46
217,2,3:58.0,,Defensive rebound by J. Allen,55,46
218,2,3:43.0,,T. Graham makes 2-pt layup from 2 ft (assist by J. Harris),55,48
219,2,3:27.0,Turnover by B. Beal (bad pass; steal by D. Russell),,55,48
220,2,3:27.0,,Personal foul by B. Beal (drawn by D. Russell),55,48
221,2,3:27.0,,D. Russell makes free throw 1 of 2,55,49
222,2,3:27.0,J. Green enters the game for J. Parker,,55,49
223,2,3:27.0,,A. Crabbe enters the game for T. Graham,55,49
224,2,3:27.0,,D. Russell makes free throw 2 of 2,55,50
225,2,3:10.0,J. Green makes 2-pt layup from 2 ft (assist by T. Ariza),,57,50
226,2,2:52.0,,D. Russell makes 2-pt layup from 4 ft,57,52
227,2,2:35.0,B. Portis makes 2-pt dunk at rim (assist by B. Beal),,59,52
228,2,2:23.0,,D. Russell makes 2-pt jump shot from 17 ft,59,54
229,2,2:05.0,Shooting foul by J. Allen (drawn by J. Green),,59,54
230,2,2:05.0,J. Green makes free throw 1 of 2,,60,54
231,2,2:05.0,J. Green makes free throw 2 of 2,,61,54
232,2,1:55.0,,Def 3 sec tech foul by Team,61,54
233,2,1:55.0,,D. Russell misses technical free throw,61,54
234,2,1:55.0,,Offensive rebound by Team,61,54
235,2,1:44.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),61,56
236,2,1:33.0,B. Portis misses 3-pt jump shot from 26 ft,,61,56
237,2,1:29.0,,Defensive rebound by D. Russell,61,56
238,2,1:28.0,,Offensive foul by D. Russell (drawn by T. Satoranský),61,56
239,2,1:28.0,,Turnover by D. Russell (offensive foul),61,56
240,2,1:14.0,B. Beal makes 2-pt jump shot from 21 ft,,63,56
241,2,1:06.0,,Personal foul by J. Green (drawn by D. Russell),63,56
242,2,1:06.0,,D. Russell makes free throw 1 of 2,63,57
243,2,1:06.0,,D. Russell makes free throw 2 of 2,63,58
244,2,0:50.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by B. Beal),,66,58
245,2,0:42.0,,D. Russell makes 2-pt layup from 1 ft,66,60
246,2,0:37.0,B. Beal misses 3-pt jump shot from 25 ft,,66,60
247,2,0:34.0,Offensive rebound by T. Ariza,,66,60
248,2,0:30.0,J. Green makes 2-pt layup from 1 ft (assist by T. Ariza),,68,60
249,2,0:08.0,,J. Harris misses 3-pt jump shot from 26 ft (block by B. Beal),68,60
250,2,0:04.0,Defensive rebound by T. Ariza,,68,60
251,2,0:00.0,T. Ariza misses 2-pt layup from 3 ft,,68,60
252,2,0:00.0,Offensive rebound by Team,,68,60
253,3,11:50.0,B. Beal makes 2-pt jump shot from 17 ft (assist by B. Portis),,70,60
254,3,11:29.0,,Turnover by C. LeVert (bad pass; steal by B. Beal),70,60
255,3,11:26.0,B. Beal makes 2-pt dunk from 1 ft,,72,60
256,3,11:05.0,,J. Harris misses 3-pt jump shot from 25 ft,72,60
257,3,11:00.0,Defensive rebound by B. Portis,,72,60
258,3,10:48.0,J. Green misses 3-pt jump shot from 23 ft,,72,60
259,3,10:46.0,,Defensive rebound by D. Russell,72,60
260,3,10:34.0,,T. Graham makes 2-pt layup from 1 ft,72,62
261,3,10:17.0,J. Green misses 2-pt layup from 3 ft (block by J. Allen),,72,62
262,3,10:13.0,,Defensive rebound by T. Graham,72,62
263,3,10:05.0,,T. Graham misses 3-pt jump shot from 26 ft,72,62
264,3,9:59.0,Defensive rebound by B. Portis,,72,62
265,3,9:55.0,Personal foul by D. Russell (drawn by T. Satoranský),,72,62
266,3,9:47.0,B. Beal misses 3-pt jump shot from 26 ft,,72,62
267,3,9:42.0,Offensive rebound by T. Ariza,,72,62
268,3,9:40.0,Turnover by B. Beal (step out of bounds),,72,62
269,3,9:30.0,,Turnover by C. LeVert (lost ball; steal by T. Ariza),72,62
270,3,9:29.0,T. Ariza makes 2-pt layup from 2 ft,,74,62
271,3,9:29.0,Shooting foul by C. LeVert (drawn by T. Ariza),,74,62
272,3,9:29.0,T. Ariza makes free throw 1 of 1,,75,62
273,3,9:10.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),75,65
274,3,8:59.0,T. Satoranský misses 3-pt jump shot from 25 ft,,75,65
275,3,8:58.0,,Defensive rebound by Team,75,65
276,3,8:53.0,,Personal foul by B. Portis (drawn by J. Allen),75,65
277,3,8:42.0,,Turnover by J. Harris (bad pass; steal by T. Ariza),75,65
278,3,8:38.0,T. Ariza makes 3-pt jump shot from 26 ft,,78,65
279,3,8:29.0,,Turnover by D. Russell (out of bounds lost ball),78,65
280,3,8:26.0,Shooting foul by J. Harris (drawn by T. Ariza),,78,65
281,3,8:26.0,T. Ariza makes free throw 1 of 3,,79,65
282,3,8:26.0,T. Ariza makes free throw 2 of 3,,80,65
283,3,8:26.0,T. Ariza makes free throw 3 of 3,,81,65
284,3,8:18.0,,D. Russell misses 3-pt jump shot from 26 ft,81,65
285,3,8:13.0,Defensive rebound by J. Green,,81,65
286,3,8:04.0,B. Portis misses 3-pt jump shot from 23 ft,,81,65
287,3,8:01.0,Offensive rebound by T. Ariza,,81,65
288,3,7:55.0,J. Green misses 2-pt hook shot from 5 ft,,81,65
289,3,7:53.0,Offensive rebound by B. Portis,,81,65
290,3,7:53.0,B. Portis makes 2-pt layup from 2 ft,,83,65
291,3,7:53.0,,Brooklyn full timeout,83,65
292,3,7:53.0,,A. Crabbe enters the game for J. Allen,83,65
293,3,7:53.0,,J. Dudley enters the game for T. Graham,83,65
294,3,7:53.0,,R. Hollis-Jefferson enters the game for C. LeVert,83,65
295,3,7:39.0,,J. Harris misses 3-pt jump shot from 23 ft,83,65
296,3,7:35.0,Defensive rebound by B. Portis,,83,65
297,3,7:19.0,B. Beal makes 2-pt layup from 2 ft (assist by T. Satoranský),,85,65
298,3,7:11.0,,Personal foul by T. Ariza (drawn by R. Hollis-Jefferson),85,65
299,3,7:02.0,,J. Dudley misses 3-pt jump shot from 23 ft,85,65
300,3,6:58.0,Defensive rebound by T. Ariza,,85,65
301,3,6:49.0,Turnover by B. Beal (out of bounds lost ball),,85,65
302,3,6:42.0,,Turnover by J. Dudley (bad pass; steal by B. Portis),85,65
303,3,6:28.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Ariza),,85,65
304,3,6:28.0,T. Ariza makes free throw 1 of 2,,86,65
305,3,6:28.0,T. Ariza makes free throw 2 of 2,,87,65
306,3,6:22.0,,Offensive foul by R. Hollis-Jefferson (drawn by T. Ariza),87,65
307,3,6:22.0,,Turnover by R. Hollis-Jefferson (offensive foul),87,65
308,3,6:22.0,,D. Carroll enters the game for J. Harris,87,65
309,3,6:22.0,,S. Napier enters the game for D. Russell,87,65
310,3,6:06.0,Turnover by B. Beal (bad pass),,87,65
311,3,5:55.0,,Turnover by S. Napier (lost ball; steal by J. Green),87,65
312,3,5:55.0,Personal foul by R. Hollis-Jefferson (drawn by J. Green),,87,65
313,3,5:55.0,J. Green makes free throw 1 of 2,,88,65
314,3,5:55.0,J. Green makes free throw 2 of 2,,89,65
315,3,5:35.0,,J. Dudley makes 2-pt jump shot from 7 ft (assist by D. Carroll),89,67
316,3,5:11.0,T. Satoranský misses 2-pt hook shot from 6 ft,,89,67
317,3,5:08.0,,Defensive rebound by R. Hollis-Jefferson,89,67
318,3,5:04.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by B. Beal),89,67
319,3,5:04.0,,Offensive rebound by Team,89,67
320,3,4:57.0,,Shooting foul by J. Green (drawn by D. Carroll),89,67
321,3,4:57.0,,D. Carroll misses free throw 1 of 2,89,67
322,3,4:57.0,,Offensive rebound by Team,89,67
323,3,4:57.0,,D. Carroll makes free throw 2 of 2,89,68
324,3,4:38.0,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Ariza),,92,68
325,3,4:20.0,,S. Napier makes 2-pt layup from 1 ft,92,70
326,3,4:01.0,B. Beal misses 2-pt jump shot from 19 ft,,92,70
327,3,3:58.0,,Defensive rebound by R. Hollis-Jefferson,92,70
328,3,3:54.0,,Shooting foul by J. Green (drawn by R. Hollis-Jefferson),92,70
329,3,3:54.0,,R. Hollis-Jefferson misses free throw 1 of 2,92,70
330,3,3:54.0,,Offensive rebound by Team,92,70
331,3,3:54.0,T. Bryant enters the game for B. Portis,,92,70
332,3,3:54.0,C. Randle enters the game for T. Satoranský,,92,70
333,3,3:54.0,,R. Hollis-Jefferson makes free throw 2 of 2,92,71
334,3,3:35.0,T. Bryant misses 2-pt jump shot from 17 ft,,92,71
335,3,3:31.0,,Defensive rebound by D. Carroll,92,71
336,3,3:24.0,,D. Carroll misses 2-pt layup from 5 ft,92,71
337,3,3:22.0,,Offensive rebound by D. Carroll,92,71
338,3,3:21.0,,D. Carroll misses 2-pt layup from 1 ft,92,71
339,3,3:19.0,Defensive rebound by J. Green,,92,71
340,3,3:11.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by C. Randle),,95,71
341,3,2:59.0,,A. Crabbe misses 3-pt jump shot from 23 ft,95,71
342,3,2:57.0,Defensive rebound by J. Green,,95,71
343,3,2:57.0,Washington full timeout,,95,71
344,3,2:57.0,T. Brown enters the game for T. Ariza,,95,71
345,3,2:39.0,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Brown),,97,71
346,3,2:39.0,Shooting foul by J. Dudley (drawn by T. Bryant),,97,71
347,3,2:39.0,T. Bryant misses free throw 1 of 1,,97,71
348,3,2:37.0,,Defensive rebound by R. Hollis-Jefferson,97,71
349,3,2:31.0,,S. Napier misses 3-pt jump shot from 26 ft,97,71
350,3,2:26.0,Defensive rebound by T. Brown,,97,71
351,3,2:14.0,C. Randle makes 2-pt layup from 2 ft (assist by T. Bryant),,99,71
352,3,2:02.0,,Shooting foul by J. Green (drawn by D. Carroll),99,71
353,3,2:02.0,,D. Carroll makes free throw 1 of 2,99,72
354,3,2:02.0,J. Parker enters the game for J. Green,,99,72
355,3,2:02.0,,D. Carroll misses free throw 2 of 2,99,72
356,3,1:59.0,,Offensive rebound by Team,99,72
357,3,1:50.0,,Shooting foul by T. Brown (drawn by S. Napier),99,72
358,3,1:50.0,,S. Napier makes free throw 1 of 3,99,73
359,3,1:50.0,,S. Napier makes free throw 2 of 3,99,74
360,3,1:50.0,,S. Napier makes free throw 3 of 3,99,75
361,3,1:35.0,T. Brown misses 3-pt jump shot from 24 ft,,99,75
362,3,1:31.0,,Defensive rebound by A. Crabbe,99,75
363,3,1:16.0,,S. Napier misses 2-pt layup from 6 ft,99,75
364,3,1:14.0,Defensive rebound by T. Bryant,,99,75
365,3,1:08.0,B. Beal misses 3-pt jump shot from 25 ft,,99,75
366,3,1:03.0,Offensive rebound by T. Brown,,99,75
367,3,1:03.0,Turnover by T. Brown (lost ball; steal by S. Napier),,99,75
368,3,0:57.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft,99,75
369,3,0:56.0,Defensive rebound by T. Bryant,,99,75
370,3,0:56.0,Personal foul by S. Napier (drawn by T. Bryant),,99,75
371,3,0:56.0,T. Bryant makes free throw 1 of 2,,100,75
372,3,0:56.0,W. Johnson enters the game for B. Beal,,100,75
373,3,0:56.0,T. Bryant makes free throw 2 of 2,,101,75
374,3,0:35.0,,S. Napier misses 3-pt jump shot from 26 ft,101,75
375,3,0:32.0,,Offensive rebound by Team,101,75
376,3,0:24.0,,S. Napier makes 2-pt layup from 2 ft,101,77
377,3,0:01.0,T. Brown misses 2-pt jump shot from 6 ft,,101,77
378,3,0:00.0,,Defensive rebound by Team,101,77
379,3,0:00.0,Loose ball foul by T. Bryant (drawn by R. Hollis-Jefferson),,101,77
380,3,0:00.0,,R. Hollis-Jefferson makes free throw 1 of 2,101,78
381,3,0:00.0,,R. Hollis-Jefferson makes free throw 2 of 2,101,79
382,4,11:43.0,,J. Allen misses 3-pt jump shot from 22 ft,101,79
383,4,11:39.0,Defensive rebound by W. Johnson,,101,79
384,4,11:27.0,C. Randle misses 3-pt jump shot from 23 ft,,101,79
385,4,11:23.0,,Defensive rebound by J. Allen,101,79
386,4,11:12.0,,J. Allen makes 2-pt hook shot from 1 ft (assist by D. Russell),101,81
387,4,10:58.0,J. Parker misses 2-pt hook shot from 5 ft,,101,81
