,QUARTER,TIME_REMAINING,DENVER_ACTION,INDIANA_ACTION,DENVER_SCORE,INDIANA_SCORE
142,2,6:56.0,Defensive rebound by N. Jokić,,29,38
143,2,6:47.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,31,38
144,2,6:40.0,,Indiana full timeout,31,38
145,2,6:40.0,,B. Bogdanović enters the game for T. Evans,31,38
146,2,6:40.0,,C. Joseph enters the game for A. Holiday,31,38
147,2,6:40.0,,W. Matthews enters the game for D. McDermott,31,38
148,2,6:27.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by W. Matthews),31,40
149,2,6:16.0,N. Jokić misses 2-pt hook shot from 6 ft,,31,40
150,2,6:14.0,,Defensive rebound by Team,31,40
151,2,6:06.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Joseph),31,43
152,2,5:50.0,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),,33,43
153,2,5:34.0,,D. Sabonis misses 2-pt dunk from 1 ft (block by M. Plumlee),33,43
154,2,5:31.0,Defensive rebound by M. Plumlee,,33,43
155,2,5:25.0,T. Craig misses 3-pt jump shot from 23 ft,,33,43
156,2,5:25.0,,Defensive rebound by B. Bogdanović,33,43
157,2,5:10.0,,Turnover by D. Sabonis (bad pass; steal by J. Murray),33,43
158,2,5:10.0,W. Barton enters the game for T. Craig,,33,43
159,2,4:50.0,Turnover by M. Plumlee (3 sec),,33,43
160,2,4:50.0,P. Millsap enters the game for M. Plumlee,,33,43
161,2,4:27.0,,C. Joseph misses 2-pt jump shot from 18 ft,33,43
162,2,4:25.0,,Offensive rebound by M. Turner,33,43
163,2,4:21.0,,B. Bogdanović makes 2-pt jump shot from 6 ft (assist by M. Turner),33,45
164,2,4:03.0,J. Murray misses 2-pt jump shot from 13 ft,,33,45
165,2,4:01.0,,Defensive rebound by D. Sabonis,33,45
166,2,3:53.0,,Shooting foul by N. Jokić (drawn by B. Bogdanović),33,45
167,2,3:53.0,,B. Bogdanović makes free throw 1 of 2,33,46
168,2,3:53.0,,T. Young enters the game for D. Sabonis,33,46
169,2,3:53.0,,B. Bogdanović makes free throw 2 of 2,33,47
170,2,3:43.0,G. Harris misses 2-pt jump shot from 10 ft,,33,47
171,2,3:40.0,,Defensive rebound by M. Turner,33,47
172,2,3:32.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,33,49
173,2,3:31.0,Denver full timeout,,33,49
174,2,3:15.0,N. Jokić makes 2-pt hook shot from 2 ft,,35,49
175,2,2:58.0,,Personal foul by P. Millsap (drawn by T. Young),35,49
176,2,2:53.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by T. Young),35,52
177,2,2:35.0,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),,38,52
178,2,2:14.0,,M. Turner misses 2-pt layup from 1 ft (block by N. Jokić),38,52
179,2,2:11.0,,Offensive rebound by M. Turner,38,52
180,2,2:11.0,,M. Turner misses 2-pt layup at rim (block by N. Jokić),38,52
181,2,2:11.0,,Offensive rebound by T. Young,38,52
182,2,2:07.0,,T. Young makes 2-pt layup from 1 ft,38,54
183,2,1:57.0,J. Murray misses 3-pt jump shot from 27 ft,,38,54
184,2,1:54.0,Offensive rebound by N. Jokić,,38,54
185,2,1:50.0,G. Harris makes 2-pt jump shot from 17 ft (assist by N. Jokić),,40,54
186,2,1:36.0,,B. Bogdanović makes 2-pt layup from 1 ft,40,56
187,2,1:21.0,J. Murray makes 2-pt jump shot from 6 ft,,42,56
188,2,1:13.0,,Personal foul by P. Millsap (drawn by M. Turner),42,56
189,2,1:13.0,,M. Turner makes free throw 1 of 2,42,57
190,2,1:13.0,T. Craig enters the game for P. Millsap,,42,57
191,2,1:13.0,,M. Turner makes free throw 2 of 2,42,58
192,2,0:58.0,N. Jokić misses 3-pt jump shot from 26 ft,,42,58
193,2,0:55.0,Offensive rebound by T. Craig,,42,58
194,2,0:55.0,Shooting foul by W. Matthews (drawn by T. Craig),,42,58
195,2,0:55.0,T. Craig makes free throw 1 of 2,,43,58
196,2,0:55.0,T. Craig makes free throw 2 of 2,,44,58
197,2,0:37.0,,Shooting foul by G. Harris (drawn by T. Young),44,58
198,2,0:37.0,,T. Young makes free throw 1 of 2,44,59
199,2,0:37.0,,T. Young makes free throw 2 of 2,44,60
200,2,0:24.0,N. Jokić makes 2-pt layup from 2 ft,,46,60
201,2,0:03.0,,B. Bogdanović misses 3-pt jump shot from 27 ft (block by N. Jokić),46,60
202,2,0:03.0,,Offensive rebound by Team,46,60
203,2,0:03.0,M. Plumlee enters the game for N. Jokić,,46,60
204,2,0:01.0,,W. Matthews makes 2-pt layup from 2 ft (assist by B. Bogdanović),46,62
205,2,0:00.0,J. Murray misses 3-pt jump shot from 49 ft,,46,62
206,2,0:00.0,Offensive rebound by Team,,46,62
207,3,11:49.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,46,62
208,3,11:47.0,,Offensive rebound by M. Turner,46,62
209,3,11:47.0,,M. Turner makes 2-pt layup from 3 ft,46,64
210,3,11:47.0,,Shooting foul by N. Jokić (drawn by M. Turner),46,64
211,3,11:47.0,,M. Turner makes free throw 1 of 1,46,65
212,3,11:31.0,W. Barton makes 3-pt jump shot from 29 ft (assist by N. Jokić),,49,65
213,3,11:16.0,,Personal foul by W. Barton (drawn by B. Bogdanović),49,65
214,3,11:05.0,,T. Young misses 3-pt jump shot from 23 ft,49,65
215,3,11:03.0,Defensive rebound by J. Murray,,49,65
216,3,10:58.0,Turnover by W. Barton (out of bounds lost ball),,49,65
217,3,10:44.0,,M. Turner misses 2-pt dunk from 1 ft (block by G. Harris),49,65
218,3,10:44.0,,Offensive rebound by Team,49,65
219,3,10:40.0,,C. Joseph makes 2-pt jump shot from 14 ft,49,67
220,3,10:20.0,N. Jokić misses 2-pt layup from 2 ft,,49,67
221,3,10:18.0,Offensive rebound by N. Jokić,,49,67
222,3,10:18.0,N. Jokić makes 2-pt layup from 1 ft,,51,67
223,3,10:10.0,,Offensive foul by T. Young (drawn by G. Harris),51,67
224,3,10:10.0,,Turnover by T. Young (offensive foul),51,67
225,3,9:56.0,Shooting foul by M. Turner (drawn by N. Jokić),,51,67
226,3,9:56.0,N. Jokić makes free throw 1 of 2,,52,67
227,3,9:56.0,N. Jokić makes free throw 2 of 2,,53,67
228,3,9:45.0,,C. Joseph misses 2-pt jump shot from 17 ft,53,67
229,3,9:41.0,,Offensive rebound by T. Young,53,67
230,3,9:40.0,,T. Young misses 2-pt layup from 1 ft,53,67
231,3,9:40.0,Defensive rebound by P. Millsap,,53,67
232,3,9:31.0,Shooting foul by T. Young (drawn by P. Millsap),,53,67
233,3,9:31.0,P. Millsap makes free throw 1 of 2,,54,67
234,3,9:31.0,P. Millsap misses free throw 2 of 2,,54,67
235,3,9:31.0,,Defensive rebound by B. Bogdanović,54,67
236,3,9:14.0,,W. Matthews misses 2-pt layup from 2 ft,54,67
237,3,9:11.0,Defensive rebound by N. Jokić,,54,67
238,3,8:54.0,J. Murray misses 2-pt jump shot from 1 ft,,54,67
239,3,8:51.0,Offensive rebound by P. Millsap,,54,67
240,3,8:51.0,P. Millsap misses 2-pt layup from 1 ft,,54,67
241,3,8:50.0,Offensive rebound by W. Barton,,54,67
242,3,8:50.0,W. Barton misses 2-pt layup from 1 ft,,54,67
243,3,8:49.0,Offensive rebound by W. Barton,,54,67
244,3,8:49.0,W. Barton makes 2-pt layup from 1 ft,,56,67
245,3,8:32.0,,B. Bogdanović makes 2-pt jump shot from 16 ft,56,69
246,3,8:15.0,W. Barton misses 3-pt jump shot from 27 ft,,56,69
247,3,8:12.0,,Defensive rebound by B. Bogdanović,56,69
248,3,8:03.0,,M. Turner misses 2-pt layup from 2 ft,56,69
249,3,8:00.0,Defensive rebound by N. Jokić,,56,69
250,3,7:59.0,Turnover by N. Jokić (lost ball; steal by T. Young),,56,69
251,3,7:57.0,,T. Young makes 2-pt dunk at rim,56,71
252,3,7:45.0,P. Millsap misses 3-pt jump shot from 26 ft,,56,71
253,3,7:42.0,,Defensive rebound by B. Bogdanović,56,71
254,3,7:32.0,,M. Turner misses 2-pt jump shot from 21 ft,56,71
255,3,7:29.0,Defensive rebound by G. Harris,,56,71
256,3,7:19.0,W. Barton misses 2-pt jump shot from 3 ft (block by M. Turner),,56,71
257,3,7:16.0,,Defensive rebound by M. Turner,56,71
258,3,7:14.0,,B. Bogdanović makes 2-pt layup at rim (assist by M. Turner),56,73
259,3,7:13.0,Denver full timeout,,56,73
260,3,6:58.0,J. Murray misses 2-pt jump shot from 17 ft,,56,73
261,3,6:56.0,Offensive rebound by P. Millsap,,56,73
262,3,6:55.0,W. Barton makes 3-pt jump shot from 27 ft (assist by P. Millsap),,59,73
263,3,6:28.0,,C. Joseph misses 2-pt jump shot from 7 ft,59,73
264,3,6:25.0,Defensive rebound by P. Millsap,,59,73
265,3,6:20.0,Turnover by J. Murray (lost ball; steal by C. Joseph),,59,73
266,3,6:12.0,,Personal foul by W. Barton (drawn by T. Young),59,73
267,3,6:01.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by W. Matthews),59,76
268,3,5:35.0,W. Barton misses 2-pt jump shot from 8 ft,,59,76
269,3,5:30.0,Offensive rebound by J. Murray,,59,76
270,3,5:20.0,G. Harris makes 3-pt jump shot from 27 ft (assist by N. Jokić),,62,76
271,3,5:04.0,,M. Turner makes 2-pt layup from 1 ft (assist by T. Young),62,78
272,3,4:50.0,P. Millsap misses 2-pt layup from 1 ft,,62,78
273,3,4:46.0,,Defensive rebound by B. Bogdanović,62,78
274,3,4:43.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,62,78
275,3,4:40.0,Defensive rebound by N. Jokić,,62,78
276,3,4:35.0,J. Murray misses 2-pt jump shot from 16 ft,,62,78
277,3,4:31.0,,Defensive rebound by M. Turner,62,78
278,3,4:15.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by T. Young),62,81
279,3,3:55.0,Turnover by W. Barton (lost ball; steal by C. Joseph),,62,81
280,3,3:51.0,,Shooting foul by J. Murray (drawn by B. Bogdanović),62,81
281,3,3:51.0,Denver full timeout,,62,81
282,3,3:51.0,M. Beasley enters the game for W. Barton,,62,81
283,3,3:51.0,M. Morris enters the game for P. Millsap,,62,81
284,3,3:51.0,M. Plumlee enters the game for J. Murray,,62,81
285,3,3:51.0,,T. Evans enters the game for C. Joseph,62,81
286,3,3:51.0,,D. Sabonis enters the game for T. Young,62,81
287,3,3:51.0,,B. Bogdanović makes free throw 1 of 2,62,82
288,3,3:51.0,,B. Bogdanović makes free throw 2 of 2,62,83
289,3,3:38.0,N. Jokić misses 2-pt layup from 2 ft,,62,83
290,3,3:35.0,,Defensive rebound by M. Turner,62,83
291,3,3:31.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Sabonis),62,86
292,3,3:11.0,N. Jokić makes 3-pt jump shot from 28 ft (assist by M. Morris),,65,86
293,3,2:53.0,,W. Matthews misses 3-pt jump shot from 26 ft,65,86
294,3,2:50.0,Defensive rebound by N. Jokić,,65,86
295,3,2:46.0,M. Morris makes 2-pt layup from 2 ft (assist by N. Jokić),,67,86
296,3,2:43.0,,Indiana full timeout,67,86
297,3,2:43.0,J. Murray enters the game for G. Harris,,67,86
298,3,2:43.0,,D. McDermott enters the game for B. Bogdanović,67,86
299,3,2:36.0,,Offensive foul by D. Sabonis (drawn by J. Murray),67,86
300,3,2:36.0,,Turnover by D. Sabonis (offensive foul),67,86
301,3,2:27.0,N. Jokić misses 2-pt layup from 1 ft (block by M. Turner),,67,86
302,3,2:23.0,,Defensive rebound by D. Sabonis,67,86
303,3,2:10.0,,Turnover by T. Evans (bad pass; steal by N. Jokić),67,86
304,3,2:05.0,M. Morris misses 3-pt jump shot from 23 ft,,67,86
305,3,2:02.0,,Defensive rebound by D. Sabonis,67,86
306,3,1:44.0,,T. Evans makes 2-pt layup from 1 ft (assist by D. Sabonis),67,88
307,3,1:32.0,N. Jokić misses 3-pt jump shot from 27 ft,,67,88
308,3,1:29.0,,Defensive rebound by D. Sabonis,67,88
309,3,1:18.0,,D. Sabonis misses 2-pt hook shot from 6 ft,67,88
310,3,1:15.0,Defensive rebound by N. Jokić,,67,88
311,3,0:55.0,Turnover by M. Beasley (bad pass; steal by D. McDermott),,67,88
312,3,0:46.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Evans),67,90
313,3,0:32.0,M. Plumlee misses 2-pt layup from 2 ft,,67,90
314,3,0:30.0,,Defensive rebound by M. Turner,67,90
315,3,0:11.0,,T. Evans makes 2-pt jump shot from 20 ft,67,92
316,3,0:02.0,J. Murray misses 2-pt jump shot from 19 ft,,67,92
317,3,0:02.0,,Defensive rebound by D. McDermott,67,92
318,4,11:50.0,Offensive foul by T. Craig (drawn by T. Evans),,67,92
319,4,11:50.0,Turnover by T. Craig (offensive foul),,67,92
320,4,11:40.0,,D. Sabonis misses 2-pt layup from 3 ft,67,92
321,4,11:38.0,Defensive rebound by J. Hernangómez,,67,92
322,4,11:33.0,T. Craig misses 3-pt jump shot from 26 ft,,67,92
323,4,11:30.0,,Defensive rebound by A. Holiday,67,92
324,4,11:27.0,,T. Evans makes 2-pt layup from 2 ft (assist by A. Holiday),67,94
325,4,11:07.0,Personal foul by D. Sabonis (drawn by M. Plumlee),,67,94
326,4,11:04.0,M. Beasley misses 3-pt jump shot from 31 ft,,67,94
327,4,11:00.0,Offensive rebound by J. Hernangómez,,67,94
328,4,10:55.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Plumlee),,69,94
329,4,10:44.0,,Turnover by T. Evans (bad pass),69,94
330,4,10:35.0,M. Morris makes 2-pt jump shot from 10 ft,,71,94
331,4,10:34.0,,Indiana full timeout,71,94
332,4,10:11.0,,T. Evans misses 2-pt jump shot from 19 ft,71,94
333,4,10:08.0,Defensive rebound by M. Plumlee,,71,94
334,4,10:01.0,M. Beasley misses 2-pt jump shot from 19 ft,,71,94
335,4,9:58.0,,Defensive rebound by T. Young,71,94
336,4,9:48.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by A. Holiday),71,96
337,4,9:33.0,M. Beasley misses 3-pt jump shot from 27 ft,,71,96
338,4,9:29.0,,Defensive rebound by T. Young,71,96
339,4,9:22.0,,A. Holiday makes 2-pt jump shot from 4 ft,71,98
340,4,9:21.0,Denver full timeout,,71,98
341,4,9:21.0,T. Lyles enters the game for M. Beasley,,71,98
342,4,9:21.0,J. Vanderbilt enters the game for M. Plumlee,,71,98
343,4,9:06.0,T. Lyles misses 2-pt jump shot from 11 ft,,71,98
344,4,9:04.0,,Defensive rebound by D. Sabonis,71,98
345,4,8:53.0,,A. Holiday misses 2-pt jump shot from 19 ft,71,98
346,4,8:50.0,Defensive rebound by T. Lyles,,71,98
347,4,8:41.0,J. Hernangómez misses 3-pt jump shot from 29 ft,,71,98
348,4,8:37.0,,Defensive rebound by T. Evans,71,98
349,4,8:33.0,,T. Evans makes 2-pt layup from 1 ft,71,100
350,4,8:20.0,Personal foul by A. Holiday (drawn by M. Morris),,71,100
351,4,8:14.0,M. Morris misses 2-pt jump shot from 11 ft,,71,100
352,4,8:12.0,,Defensive rebound by T. Young,71,100
353,4,8:09.0,,Shooting foul by J. Hernangómez (drawn by A. Holiday),71,100
354,4,8:09.0,,A. Holiday makes free throw 1 of 2,71,101
355,4,8:09.0,,A. Holiday makes free throw 2 of 2,71,102
356,4,7:57.0,T. Lyles misses 2-pt jump shot from 17 ft,,71,102
357,4,7:54.0,,Defensive rebound by D. Sabonis,71,102
358,4,7:36.0,,D. Sabonis misses 2-pt hook shot from 9 ft,71,102
359,4,7:32.0,Defensive rebound by T. Craig,,71,102
360,4,7:21.0,T. Craig makes 3-pt jump shot from 28 ft (assist by T. Lyles),,74,102
361,4,6:58.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by T. Evans),74,104
362,4,6:47.0,Turnover by J. Vanderbilt (traveling),,74,104
363,4,6:36.0,,D. McDermott misses 2-pt layup from 2 ft,74,104
364,4,6:32.0,Defensive rebound by T. Craig,,74,104
365,4,6:25.0,J. Hernangómez misses 3-pt jump shot from 29 ft,,74,104
366,4,6:22.0,,Defensive rebound by D. Sabonis,74,104
367,4,6:17.0,,Indiana full timeout,74,104
368,4,6:17.0,,T. Leaf enters the game for T. Young,74,104
369,4,6:08.0,,D. McDermott makes 2-pt dunk from 1 ft (assist by D. Sabonis),74,106
370,4,5:50.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,74,106
371,4,5:46.0,J. Vanderbilt makes 2-pt layup from 1 ft,,76,106
372,4,5:46.0,Offensive rebound by J. Vanderbilt,,76,106
373,4,5:27.0,,D. Sabonis misses 2-pt hook shot from 5 ft,76,106
374,4,5:24.0,Defensive rebound by T. Craig,,76,106
375,4,5:18.0,T. Craig misses 2-pt jump shot from 2 ft (block by T. Leaf),,76,106
376,4,5:15.0,,Defensive rebound by T. Leaf,76,106
377,4,5:14.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by T. Leaf),76,108
378,4,5:00.0,J. Hernangómez misses 3-pt jump shot from 28 ft,,76,108
379,4,4:55.0,,Defensive rebound by T. Evans,76,108
380,4,4:48.0,,A. Holiday makes 3-pt jump shot from 26 ft,76,111
381,4,4:27.0,M. Morris misses 2-pt jump shot from 19 ft,,76,111
382,4,4:24.0,,Defensive rebound by T. Evans,76,111
