,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
316,3,2:44.0,,Defensive rebound by D. Russell,89,101
317,3,2:38.0,,E. Davis makes 2-pt dunk from 2 ft (assist by D. Russell),89,103
318,3,2:25.0,T. Young misses 2-pt layup from 3 ft,,89,103
319,3,2:24.0,,Defensive rebound by S. Dinwiddie,89,103
320,3,2:23.0,,Personal foul by D. Bembry (drawn by D. Carroll),89,103
321,3,2:23.0,Atlanta full timeout,,89,103
322,3,2:23.0,J. Collins enters the game for V. Carter,,89,103
323,3,2:23.0,K. Huerter enters the game for D. Hamilton,,89,103
324,3,2:23.0,,D. Carroll makes free throw 1 of 2,89,104
325,3,2:23.0,,D. Carroll misses free throw 2 of 2,89,104
326,3,2:20.0,Defensive rebound by D. Dedmon,,89,104
327,3,2:04.0,D. Bembry misses 3-pt jump shot from 24 ft,,89,104
328,3,2:02.0,Offensive rebound by Team,,89,104
329,3,2:02.0,,Loose ball foul by J. Dudley (drawn by D. Dedmon),89,104
330,3,1:53.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by D. Bembry),,92,104
331,3,1:39.0,,Turnover by E. Davis (lost ball; steal by T. Young),92,104
332,3,1:32.0,Turnover by T. Young (bad pass; steal by J. Dudley),,92,104
333,3,1:28.0,,Shooting foul by D. Bembry (drawn by S. Dinwiddie),92,104
334,3,1:28.0,,S. Dinwiddie makes free throw 1 of 2,92,105
335,3,1:28.0,,S. Dinwiddie makes free throw 2 of 2,92,106
336,3,1:04.0,Turnover by J. Collins (lost ball; steal by J. Dudley),,92,106
337,3,0:49.0,,E. Davis makes 2-pt layup from 2 ft (assist by D. Russell),92,108
338,3,0:33.0,,Violation by Team (kicked ball),92,108
339,3,0:27.0,J. Collins makes 2-pt layup from 4 ft,,94,108
340,3,0:14.0,,J. Dudley makes 3-pt jump shot from 27 ft (assist by D. Russell),94,111
341,3,0:04.0,Personal foul by E. Davis (drawn by T. Young),,94,111
342,3,0:01.0,Personal foul by J. Dudley (drawn by T. Young),,94,111
343,3,0:01.0,T. Young makes free throw 1 of 2,,95,111
344,3,0:01.0,T. Young makes free throw 2 of 2,,96,111
345,3,0:00.0,,E. Davis misses 3-pt jump shot from 39 ft,96,111
346,3,0:00.0,,Offensive rebound by Team,96,111
347,4,11:45.0,Turnover by K. Bazemore (lost ball; steal by D. Carroll),,96,111
348,4,11:38.0,,D. Carroll misses 2-pt layup from 5 ft (block by D. Bembry),96,111
349,4,11:36.0,Defensive rebound by D. Bembry,,96,111
350,4,11:28.0,K. Bazemore makes 3-pt jump shot from 22 ft (assist by J. Collins),,99,111
351,4,11:17.0,,Personal foul by K. Huerter (drawn by S. Dinwiddie),99,111
352,4,11:17.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by E. Davis),99,114
353,4,10:53.0,K. Bazemore makes 2-pt layup from 3 ft (assist by J. Collins),,101,114
354,4,10:38.0,,D. Carroll misses 3-pt jump shot from 26 ft,101,114
355,4,10:36.0,Defensive rebound by D. Dedmon,,101,114
356,4,10:30.0,Turnover by J. Collins (lost ball),,101,114
357,4,10:30.0,,R. Kurucs enters the game for S. Dinwiddie,101,114
358,4,10:18.0,,Personal foul by K. Bazemore (drawn by D. Russell),101,114
359,4,10:14.0,,Turnover by E. Davis (lost ball; steal by K. Bazemore),101,114
360,4,10:08.0,J. Collins makes 2-pt layup from 2 ft (assist by K. Bazemore),,103,114
361,4,9:49.0,,R. Kurucs makes 3-pt jump shot from 24 ft (assist by E. Davis),103,117
362,4,9:35.0,Turnover by K. Bazemore (bad pass; steal by J. Dudley),,103,117
363,4,9:31.0,,J. Dudley misses 3-pt jump shot from 23 ft,103,117
364,4,9:26.0,Defensive rebound by D. Dedmon,,103,117
365,4,9:14.0,Turnover by D. Bembry (bad pass; steal by D. Russell),,103,117
366,4,9:09.0,,E. Davis makes 2-pt layup from 1 ft (assist by D. Russell),103,119
367,4,9:09.0,Atlanta full timeout,,103,119
368,4,9:09.0,Technical foul by K. Bazemore,,103,119
369,4,9:09.0,D. Hamilton enters the game for K. Bazemore,,103,119
370,4,9:09.0,J. Lin enters the game for K. Huerter,,103,119
371,4,9:09.0,,D. Russell makes technical free throw,103,120
