,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
391,4,7:15.0,J. McRae makes free throw 1 of 2,,106,105
392,4,7:15.0,J. McRae makes free throw 2 of 2,,107,105
393,4,7:03.0,,T. Daniels misses 2-pt jump shot from 18 ft,107,105
394,4,6:59.0,Defensive rebound by T. Bryant,,107,105
395,4,6:42.0,T. Bryant misses 3-pt jump shot from 25 ft,,107,105
396,4,6:39.0,,Defensive rebound by M. Bridges,107,105
397,4,6:30.0,,J. Crawford misses 3-pt jump shot from 25 ft,107,105
398,4,6:27.0,Defensive rebound by T. Bryant,,107,105
399,4,6:13.0,T. Bryant misses 2-pt layup from 1 ft,,107,105
400,4,6:12.0,Offensive rebound by T. Bryant,,107,105
401,4,6:11.0,T. Bryant misses 2-pt layup from 1 ft,,107,105
402,4,6:10.0,Offensive rebound by T. Bryant,,107,105
403,4,6:09.0,Shooting foul by D. Ayton (drawn by T. Bryant),,107,105
404,4,6:09.0,T. Bryant misses free throw 1 of 2,,107,105
405,4,6:09.0,Offensive rebound by Team,,107,105
406,4,6:09.0,T. Bryant misses free throw 2 of 2,,107,105
407,4,6:08.0,Offensive rebound by J. Parker,,107,105
408,4,6:08.0,Shooting foul by D. Ayton (drawn by J. Parker),,107,105
409,4,6:08.0,J. Parker makes free throw 1 of 2,,108,105
410,4,6:08.0,J. Parker makes free throw 2 of 2,,109,105
411,4,5:55.0,,Personal foul by T. Bryant (drawn by D. Booker),109,105
412,4,5:55.0,,Phoenix full timeout,109,105
413,4,5:55.0,,D. Bender enters the game for D. Ayton,109,105
414,4,5:55.0,,R. Holmes enters the game for T. Daniels,109,105
415,4,5:51.0,,D. Booker misses 3-pt jump shot from 25 ft,109,105
416,4,5:48.0,Defensive rebound by T. Bryant,,109,105
417,4,5:26.0,Turnover by T. Satoranský (bad pass),,109,105
418,4,5:11.0,,D. Booker misses 2-pt jump shot from 13 ft,109,105
419,4,5:10.0,,Offensive rebound by D. Booker,109,105
420,4,5:08.0,,D. Booker makes 2-pt jump shot from 16 ft,109,107
421,4,4:55.0,B. Beal misses 2-pt layup from 1 ft (block by D. Bender),,109,107
422,4,4:55.0,Offensive rebound by Team,,109,107
423,4,4:54.0,B. Beal misses 3-pt jump shot from 22 ft,,109,107
424,4,4:53.0,Offensive rebound by Team,,109,107
425,4,4:52.0,,Loose ball foul by R. Holmes (drawn by T. Satoranský),109,107
426,4,4:52.0,T. Satoranský makes free throw 1 of 2,,110,107
427,4,4:52.0,T. Satoranský makes free throw 2 of 2,,111,107
428,4,4:30.0,,D. Booker misses 2-pt jump shot from 2 ft,111,107
429,4,4:28.0,Defensive rebound by T. Bryant,,111,107
430,4,4:27.0,Shooting foul by D. Bender (drawn by T. Satoranský),,111,107
431,4,4:27.0,T. Satoranský makes free throw 1 of 2,,112,107
432,4,4:27.0,T. Satoranský misses free throw 2 of 2,,112,107
433,4,4:25.0,,Defensive rebound by D. Bender,112,107
434,4,4:18.0,,Offensive foul by D. Booker (drawn by T. Satoranský),112,107
435,4,4:18.0,,Turnover by D. Booker (offensive foul),112,107
436,4,4:05.0,J. Parker misses 3-pt jump shot from 26 ft,,112,107
437,4,4:03.0,,Defensive rebound by D. Bender,112,107
438,4,3:51.0,,J. Crawford makes 2-pt jump shot from 13 ft,112,109
439,4,3:51.0,,Shooting foul by T. Satoranský (drawn by J. Crawford),112,109
440,4,3:51.0,,J. Crawford makes free throw 1 of 1,112,110
441,4,3:35.0,B. Beal makes 2-pt dunk at rim,,114,110
442,4,3:15.0,,D. Booker makes 2-pt jump shot from 10 ft,114,112
443,4,3:15.0,Washington full timeout,,114,112
444,4,3:05.0,Shooting foul by R. Holmes (drawn by J. Parker),,114,112
445,4,3:05.0,J. Parker makes free throw 1 of 2,,115,112
446,4,3:05.0,J. Parker makes free throw 2 of 2,,116,112
447,4,2:52.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by M. Bridges),116,114
448,4,2:25.0,J. Parker misses 2-pt layup at rim,,116,114
449,4,2:24.0,Offensive rebound by J. Parker,,116,114
450,4,2:23.0,J. Parker makes 2-pt layup from 1 ft,,118,114
451,4,2:07.0,,M. Bridges misses 2-pt layup from 2 ft (block by T. Bryant),118,114
452,4,2:06.0,,Offensive rebound by R. Holmes,118,114
453,4,2:05.0,,Personal foul by T. Bryant (drawn by M. Bridges),118,114
454,4,2:05.0,,M. Bridges makes free throw 1 of 2,118,115
455,4,2:05.0,,M. Bridges makes free throw 2 of 2,118,116
456,4,1:46.0,Turnover by B. Beal (lost ball; steal by M. Bridges),,118,116
457,4,1:39.0,,Turnover by D. Booker (lost ball; steal by B. Beal),118,116
458,4,1:36.0,B. Beal misses 3-pt jump shot from 25 ft,,118,116
459,4,1:32.0,,Defensive rebound by J. Crawford,118,116
460,4,1:30.0,,D. Booker makes 2-pt layup from 1 ft (assist by J. Crawford),118,118
461,4,1:08.0,B. Beal misses 2-pt layup from 2 ft,,118,118
462,4,1:06.0,,Defensive rebound by D. Booker,118,118
463,4,1:02.0,,Phoenix full timeout,118,118
464,4,0:48.0,,D. Booker misses 3-pt jump shot from 26 ft,118,118
465,4,0:45.0,Defensive rebound by T. Bryant,,118,118
466,4,0:28.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by B. Beal),,121,118
467,4,0:17.0,,J. Crawford makes 3-pt jump shot from 26 ft,121,121
468,4,0:16.0,Washington full timeout,,121,121
469,4,0:16.0,,D. Melton enters the game for J. Crawford,121,121
470,4,0:02.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,123,121
471,4,0:02.0,Shooting foul by R. Holmes (drawn by T. Bryant),,123,121
472,4,0:02.0,,D. Ayton enters the game for R. Holmes,123,121
473,4,0:02.0,T. Bryant makes free throw 1 of 1,,124,121
474,4,0:02.0,,Phoenix full timeout,124,121
475,4,0:02.0,J. Green enters the game for T. Bryant,,124,121
476,4,0:02.0,,J. Crawford enters the game for M. Bridges,124,121
477,4,0:02.0,,T. Daniels enters the game for D. Melton,124,121
478,4,0:02.0,,T. Daniels misses 3-pt jump shot from 23 ft,124,121
479,4,0:01.0,,Offensive rebound by D. Booker,124,121
