,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:38.0,,D. Favors misses 3-pt jump shot from 23 ft,0,0
1,1,11:35.0,,Offensive rebound by R. Gobert,0,0
2,1,11:30.0,,J. Ingles misses 3-pt jump shot from 24 ft,0,0
3,1,11:28.0,Defensive rebound by D. Šarić,,0,0
4,1,11:10.0,Shooting foul by R. Rubio (drawn by A. Wiggins),,0,0
5,1,11:10.0,A. Wiggins misses free throw 1 of 2,,0,0
6,1,11:10.0,Offensive rebound by Team,,0,0
7,1,11:10.0,A. Wiggins makes free throw 2 of 2,,1,0
8,1,10:59.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Rubio),1,2
9,1,10:44.0,,Violation by Team (kicked ball),1,2
10,1,10:40.0,A. Wiggins misses 2-pt jump shot from 16 ft (block by J. Ingles),,1,2
11,1,10:37.0,,Defensive rebound by R. Gobert,1,2
12,1,10:29.0,,J. Ingles makes 2-pt layup from 1 ft (assist by R. Rubio),1,4
13,1,10:06.0,A. Wiggins makes 2-pt jump shot from 2 ft,,3,4
14,1,9:45.0,,D. Favors makes 2-pt hook shot from 4 ft (assist by J. Ingles),3,6
15,1,9:33.0,D. Šarić misses 3-pt jump shot from 24 ft,,3,6
16,1,9:31.0,,Defensive rebound by J. Ingles,3,6
17,1,9:25.0,,Turnover by J. Ingles (bad pass),3,6
18,1,9:14.0,K. Towns misses 2-pt jump shot from 21 ft,,3,6
19,1,9:10.0,,Defensive rebound by D. Mitchell,3,6
20,1,8:55.0,,Turnover by J. Ingles (palming),3,6
21,1,8:48.0,T. Jones makes 2-pt jump shot from 22 ft,,5,6
22,1,8:33.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),5,9
23,1,8:22.0,T. Jones makes 2-pt jump shot from 19 ft,,7,9
24,1,8:02.0,,D. Mitchell makes 2-pt jump shot from 5 ft (assist by R. Gobert),7,11
25,1,7:47.0,Shooting foul by R. Gobert (drawn by K. Towns),,7,11
26,1,7:47.0,K. Towns misses free throw 1 of 2,,7,11
27,1,7:47.0,Offensive rebound by Team,,7,11
28,1,7:47.0,K. Towns makes free throw 2 of 2,,8,11
29,1,7:36.0,,D. Mitchell misses 3-pt jump shot from 26 ft,8,11
30,1,7:33.0,Defensive rebound by K. Towns,,8,11
31,1,7:22.0,D. Šarić makes 2-pt jump shot from 20 ft (assist by K. Towns),,10,11
32,1,7:08.0,,J. Ingles misses 3-pt jump shot from 23 ft,10,11
33,1,7:01.0,Defensive rebound by K. Towns,,10,11
34,1,6:55.0,J. Okogie misses 3-pt jump shot from 25 ft,,10,11
35,1,6:53.0,,Defensive rebound by Team,10,11
36,1,6:53.0,Loose ball foul by K. Towns (drawn by D. Favors),,10,11
37,1,6:53.0,,Utah full timeout,10,11
38,1,6:53.0,,J. Crowder enters the game for D. Favors,10,11
39,1,6:53.0,,R. O'Neale enters the game for J. Ingles,10,11
40,1,6:30.0,,R. O'Neale misses 3-pt jump shot from 24 ft,10,11
41,1,6:26.0,Defensive rebound by K. Towns,,10,11
42,1,6:14.0,K. Towns makes 3-pt jump shot from 24 ft (assist by T. Jones),,13,11
43,1,6:01.0,,R. Rubio misses 2-pt jump shot from 14 ft,13,11
44,1,5:58.0,Defensive rebound by K. Towns,,13,11
45,1,5:45.0,D. Šarić misses 2-pt hook shot from 7 ft,,13,11
46,1,5:42.0,Offensive rebound by K. Towns,,13,11
47,1,5:42.0,K. Towns makes 2-pt layup at rim,,15,11
48,1,5:36.0,,Shooting foul by T. Jones (drawn by R. Rubio),15,11
49,1,5:36.0,,R. Rubio makes free throw 1 of 2,15,12
50,1,5:36.0,K. Bates-Diop enters the game for A. Wiggins,,15,12
51,1,5:36.0,,R. Rubio misses free throw 2 of 2,15,12
52,1,5:35.0,,Offensive rebound by Team,15,12
53,1,5:35.0,Loose ball foul by K. Towns (drawn by R. Gobert),,15,12
54,1,5:35.0,T. Gibson enters the game for K. Towns,,15,12
55,1,5:35.0,,K. Korver enters the game for R. Rubio,15,12
56,1,5:28.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Mitchell),15,15
57,1,5:06.0,T. Jones misses 3-pt jump shot from 23 ft,,15,15
58,1,5:02.0,,Defensive rebound by D. Mitchell,15,15
59,1,4:57.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Mitchell),15,18
