,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
60,1,4:55.0,Minnesota full timeout,,15,18
61,1,4:42.0,T. Jones makes 2-pt jump shot from 17 ft,,17,18
62,1,4:20.0,,K. Korver makes 3-pt jump shot from 29 ft (assist by D. Mitchell),17,21
63,1,4:05.0,T. Gibson makes 2-pt jump shot from 10 ft (assist by T. Jones),,19,21
64,1,3:51.0,,J. Crowder misses 3-pt jump shot from 25 ft,19,21
65,1,3:48.0,Defensive rebound by J. Okogie,,19,21
66,1,3:41.0,D. Šarić makes 2-pt layup from 2 ft (assist by T. Gibson),,21,21
67,1,3:28.0,,D. Mitchell makes 2-pt jump shot from 4 ft,21,23
68,1,3:12.0,T. Jones makes 2-pt jump shot from 5 ft (assist by T. Gibson),,23,23
69,1,2:58.0,,R. O'Neale makes 2-pt dunk from 2 ft (assist by K. Korver),23,25
70,1,2:44.0,D. Šarić misses 3-pt jump shot from 24 ft,,23,25
71,1,2:40.0,,Defensive rebound by R. Gobert,23,25
72,1,2:32.0,,D. Mitchell makes 2-pt jump shot from 8 ft,23,27
73,1,2:32.0,,Shooting foul by D. Šarić (drawn by D. Mitchell),23,27
74,1,2:32.0,J. Bayless enters the game for T. Jones,,23,27
75,1,2:32.0,C. Reynolds enters the game for J. Okogie,,23,27
76,1,2:32.0,A. Tolliver enters the game for D. Šarić,,23,27
77,1,2:32.0,,D. Favors enters the game for R. Gobert,23,27
78,1,2:32.0,,J. Ingles enters the game for R. O'Neale,23,27
79,1,2:32.0,,D. Mitchell makes free throw 1 of 1,23,28
80,1,2:20.0,C. Reynolds misses 2-pt jump shot from 19 ft,,23,28
81,1,2:13.0,Offensive rebound by T. Gibson,,23,28
82,1,2:07.0,Turnover by K. Bates-Diop (bad pass; steal by J. Ingles),,23,28
83,1,1:59.0,,Personal foul by J. Bayless (drawn by J. Crowder),23,28
84,1,1:59.0,,J. Crowder makes free throw 1 of 2,23,29
85,1,1:59.0,,D. Exum enters the game for D. Mitchell,23,29
86,1,1:59.0,,J. Crowder makes free throw 2 of 2,23,30
87,1,1:42.0,K. Bates-Diop makes 2-pt jump shot from 7 ft,,25,30
88,1,1:27.0,,K. Korver misses 3-pt jump shot from 23 ft,25,30
89,1,1:25.0,,Offensive rebound by D. Favors,25,30
90,1,1:15.0,,J. Ingles makes 2-pt layup from 3 ft,25,32
91,1,0:51.0,T. Gibson misses 2-pt jump shot from 8 ft,,25,32
92,1,0:48.0,,Defensive rebound by D. Favors,25,32
93,1,0:44.0,,Offensive foul by D. Exum (drawn by A. Tolliver),25,32
94,1,0:44.0,,Turnover by D. Exum (offensive foul),25,32
95,1,0:34.0,A. Tolliver misses 3-pt jump shot from 25 ft,,25,32
96,1,0:31.0,,Defensive rebound by D. Favors,25,32
97,1,0:15.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),25,34
98,1,0:02.0,J. Bayless misses 2-pt jump shot from 20 ft,,25,34
99,1,0:00.0,Offensive rebound by Team,,25,34
100,1,0:00.0,,Loose ball foul by K. Korver (drawn by T. Gibson),25,34
101,1,0:00.0,K. Towns enters the game for T. Gibson,,25,34
102,1,0:00.0,Turnover by J. Bayless (bad pass; steal by D. Favors),,25,34
103,2,11:43.0,C. Reynolds makes 2-pt jump shot from 11 ft (assist by T. Gibson),,27,34
104,2,11:32.0,,Turnover by D. Exum (bad pass; steal by C. Reynolds),27,34
105,2,11:28.0,C. Reynolds misses 2-pt layup from 3 ft,,27,34
106,2,11:27.0,,Defensive rebound by J. Crowder,27,34
107,2,11:23.0,,K. Korver misses 3-pt jump shot from 23 ft,27,34
108,2,11:19.0,,Offensive rebound by D. Favors,27,34
109,2,11:18.0,,D. Favors makes 2-pt dunk from 2 ft,27,36
110,2,10:57.0,J. Bayless makes 2-pt jump shot from 12 ft (assist by T. Gibson),,29,36
111,2,10:38.0,,J. Crowder misses 3-pt jump shot from 25 ft,29,36
112,2,10:34.0,Defensive rebound by Team,,29,36
113,2,10:34.0,,R. Neto enters the game for D. Exum,29,36
114,2,10:27.0,C. Reynolds misses 3-pt jump shot from 24 ft,,29,36
115,2,10:24.0,,Defensive rebound by J. Ingles,29,36
116,2,10:10.0,,R. Neto misses 2-pt layup from 3 ft,29,36
117,2,10:08.0,,Offensive rebound by D. Favors,29,36
118,2,10:08.0,,D. Favors makes 2-pt layup from 1 ft,29,38
119,2,9:54.0,T. Gibson misses 2-pt layup from 3 ft (block by D. Favors),,29,38
120,2,9:50.0,Offensive rebound by T. Gibson,,29,38
121,2,9:49.0,T. Gibson makes 2-pt layup from 2 ft,,31,38
122,2,9:43.0,,Personal foul by C. Reynolds (drawn by D. Favors),31,38
123,2,9:43.0,,R. O'Neale enters the game for J. Crowder,31,38
124,2,9:30.0,,K. Korver misses 3-pt jump shot from 26 ft,31,38
125,2,9:27.0,Defensive rebound by K. Bates-Diop,,31,38
126,2,9:19.0,C. Reynolds misses 3-pt jump shot from 23 ft (block by J. Ingles),,31,38
127,2,9:15.0,,Defensive rebound by R. O'Neale,31,38
128,2,9:04.0,,J. Ingles misses 3-pt jump shot from 24 ft,31,38
129,2,8:59.0,Defensive rebound by T. Gibson,,31,38
130,2,8:48.0,T. Gibson misses 2-pt hook shot from 9 ft,,31,38
131,2,8:46.0,,Defensive rebound by D. Favors,31,38
132,2,8:40.0,,R. Neto makes 2-pt layup from 2 ft,31,40
133,2,8:28.0,K. Bates-Diop misses 2-pt jump shot from 17 ft,,31,40
134,2,8:24.0,,Defensive rebound by R. Neto,31,40
135,2,8:14.0,,K. Korver misses 3-pt jump shot from 27 ft,31,40
136,2,8:11.0,Defensive rebound by T. Gibson,,31,40
137,2,8:05.0,Minnesota full timeout,,31,40
138,2,8:05.0,G. Dieng enters the game for K. Bates-Diop,,31,40
139,2,8:05.0,A. Wiggins enters the game for T. Gibson,,31,40
140,2,8:05.0,,R. Gobert enters the game for D. Favors,31,40
141,2,8:05.0,,D. Mitchell enters the game for J. Ingles,31,40
142,2,8:05.0,,G. Niang enters the game for K. Korver,31,40
143,2,7:55.0,A. Wiggins misses 2-pt jump shot from 16 ft,,31,40
144,2,7:53.0,,Defensive rebound by R. Neto,31,40
145,2,7:46.0,,R. Neto misses 2-pt layup from 5 ft,31,40
146,2,7:44.0,,Offensive rebound by R. Gobert,31,40
147,2,7:43.0,,R. Gobert makes 2-pt layup from 3 ft,31,42
148,2,7:35.0,Personal foul by R. Neto (drawn by J. Bayless),,31,42
149,2,7:27.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by J. Bayless),,33,42
150,2,7:15.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),33,45
151,2,6:59.0,J. Bayless misses 2-pt jump shot from 20 ft,,33,45
152,2,6:56.0,,Defensive rebound by R. Gobert,33,45
153,2,6:48.0,,Turnover by R. Gobert (lost ball; steal by J. Bayless),33,45
154,2,6:44.0,A. Tolliver makes 3-pt jump shot from 28 ft (assist by J. Bayless),,36,45
155,2,6:24.0,,D. Mitchell misses 3-pt jump shot from 25 ft,36,45
156,2,6:21.0,Defensive rebound by A. Tolliver,,36,45
157,2,6:12.0,G. Dieng makes 2-pt jump shot from 22 ft,,38,45
158,2,6:01.0,,D. Mitchell makes 2-pt jump shot from 9 ft,38,47
159,2,5:35.0,G. Dieng misses 2-pt jump shot from 21 ft,,38,47
160,2,5:32.0,Offensive rebound by J. Bayless,,38,47
161,2,5:29.0,G. Dieng makes 2-pt layup from 2 ft (assist by J. Bayless),,40,47
162,2,5:14.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by D. Mitchell),40,50
163,2,4:58.0,A. Wiggins misses 2-pt layup from 3 ft,,40,50
164,2,4:56.0,,Defensive rebound by G. Niang,40,50
165,2,4:56.0,,Personal take foul by G. Dieng (drawn by G. Niang),40,50
166,2,4:56.0,T. Jones enters the game for G. Dieng,,40,50
167,2,4:56.0,D. Šarić enters the game for C. Reynolds,,40,50
168,2,4:56.0,K. Towns enters the game for A. Tolliver,,40,50
169,2,4:56.0,,J. Crowder enters the game for R. Neto,40,50
170,2,4:56.0,,J. Ingles enters the game for G. Niang,40,50
171,2,4:56.0,,R. Rubio enters the game for R. O'Neale,40,50
172,2,4:36.0,,D. Mitchell misses 2-pt layup from 2 ft,40,50
173,2,4:36.0,,Offensive rebound by Team,40,50
174,2,4:36.0,Loose ball foul by D. Šarić (drawn by R. Gobert),,40,50
175,2,4:30.0,,Turnover by J. Ingles (bad pass; steal by T. Jones),40,50
176,2,4:16.0,A. Wiggins makes 2-pt layup from 2 ft,,42,50
177,2,3:57.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by R. Rubio),42,53
178,2,3:46.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,45,53
179,2,3:42.0,,Utah full timeout,45,53
180,2,3:28.0,,Shooting foul by D. Šarić (drawn by R. Rubio),45,53
181,2,3:28.0,,R. Rubio makes free throw 1 of 2,45,54
182,2,3:28.0,G. Dieng enters the game for D. Šarić,,45,54
183,2,3:28.0,,R. Rubio makes free throw 2 of 2,45,55
184,2,3:12.0,Personal foul by R. Rubio (drawn by K. Towns),,45,55
185,2,3:08.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Bayless),,47,55
186,2,3:08.0,Shooting foul by R. Gobert (drawn by A. Wiggins),,47,55
187,2,3:08.0,A. Wiggins misses free throw 1 of 1,,47,55
188,2,3:07.0,Offensive rebound by G. Dieng,,47,55
189,2,3:02.0,T. Jones makes 2-pt jump shot from 9 ft (assist by G. Dieng),,49,55
190,2,2:39.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by J. Crowder),49,58
191,2,2:26.0,Turnover by G. Dieng (traveling),,49,58
192,2,2:26.0,,D. Favors enters the game for R. Gobert,49,58
193,2,2:14.0,,J. Ingles misses 3-pt jump shot from 24 ft,49,58
194,2,2:10.0,,Offensive rebound by D. Favors,49,58
195,2,2:06.0,,D. Favors misses 2-pt layup from 4 ft (block by G. Dieng),49,58
196,2,2:03.0,,Offensive rebound by J. Ingles,49,58
197,2,1:58.0,,D. Mitchell misses 3-pt jump shot from 33 ft,49,58
198,2,1:54.0,Defensive rebound by A. Wiggins,,49,58
199,2,1:47.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Towns),,52,58
200,2,1:33.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),52,60
201,2,1:10.0,T. Jones misses 2-pt layup from 4 ft (block by D. Favors),,52,60
202,2,1:10.0,Offensive rebound by Team,,52,60
203,2,1:10.0,,Loose ball foul by J. Crowder (drawn by K. Towns),52,60
204,2,1:05.0,A. Wiggins misses 3-pt jump shot from 26 ft,,52,60
205,2,1:03.0,,Defensive rebound by Team,52,60
206,2,0:43.0,,R. Rubio misses 2-pt jump shot from 10 ft,52,60
207,2,0:40.0,,Offensive rebound by J. Ingles,52,60
208,2,0:38.0,,D. Mitchell misses 3-pt jump shot from 25 ft,52,60
209,2,0:35.0,Defensive rebound by J. Bayless,,52,60
210,2,0:27.0,Turnover by J. Bayless (bad pass; steal by R. Rubio),,52,60
211,2,0:26.0,,Personal take foul by G. Dieng (drawn by D. Mitchell),52,60
212,2,0:26.0,,D. Mitchell makes free throw 1 of 2,52,61
213,2,0:26.0,A. Tolliver enters the game for G. Dieng,,52,61
214,2,0:26.0,,D. Mitchell makes free throw 2 of 2,52,62
215,2,0:06.0,A. Tolliver makes 2-pt layup from 3 ft (assist by T. Jones),,54,62
216,2,0:06.0,Shooting foul by D. Favors (drawn by A. Tolliver),,54,62
217,2,0:06.0,G. Dieng enters the game for K. Towns,,54,62
218,2,0:06.0,A. Tolliver makes free throw 1 of 1,,55,62
219,2,0:01.0,,R. Rubio misses 2-pt layup from 3 ft,55,62
220,2,0:00.0,,Offensive rebound by D. Favors,55,62
221,2,0:00.0,,D. Favors makes 2-pt layup from 1 ft,55,64
222,3,11:49.0,A. Wiggins misses 2-pt jump shot from 9 ft,,55,64
223,3,11:47.0,,Defensive rebound by R. Gobert,55,64
224,3,11:31.0,,D. Favors misses 2-pt jump shot from 16 ft,55,64
225,3,11:29.0,Defensive rebound by A. Wiggins,,55,64
226,3,11:16.0,Personal foul by D. Mitchell (drawn by D. Šarić),,55,64
227,3,11:12.0,K. Towns misses 3-pt jump shot from 25 ft,,55,64
228,3,11:09.0,,Defensive rebound by R. Rubio,55,64
229,3,11:03.0,,Shooting foul by K. Towns (drawn by R. Gobert),55,64
230,3,11:03.0,,R. Gobert misses free throw 1 of 2,55,64
231,3,11:03.0,,Offensive rebound by Team,55,64
232,3,11:03.0,,R. Gobert misses free throw 2 of 2,55,64
233,3,11:02.0,Defensive rebound by A. Wiggins,,55,64
234,3,10:47.0,D. Šarić makes 2-pt jump shot from 18 ft (assist by T. Jones),,57,64
235,3,10:31.0,,R. Rubio misses 3-pt jump shot from 25 ft,57,64
236,3,10:28.0,Defensive rebound by K. Towns,,57,64
237,3,10:20.0,K. Towns makes 2-pt layup from 2 ft (assist by D. Šarić),,59,64
238,3,10:13.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),59,66
239,3,9:53.0,Shooting foul by D. Mitchell (drawn by D. Šarić),,59,66
240,3,9:53.0,D. Šarić makes free throw 1 of 2,,60,66
241,3,9:53.0,D. Šarić makes free throw 2 of 2,,61,66
242,3,9:40.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),61,68
243,3,9:28.0,K. Towns makes 3-pt jump shot from 23 ft (assist by T. Jones),,64,68
244,3,9:12.0,,Shooting foul by T. Jones (drawn by R. Rubio),64,68
245,3,9:12.0,,R. Rubio makes free throw 1 of 2,64,69
246,3,9:12.0,,R. Rubio makes free throw 2 of 2,64,70
247,3,9:02.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,66,70
248,3,8:43.0,,Shooting foul by J. Okogie (drawn by D. Mitchell),66,70
249,3,8:43.0,,D. Mitchell misses free throw 1 of 2,66,70
250,3,8:43.0,,Offensive rebound by Team,66,70
251,3,8:43.0,,D. Mitchell makes free throw 2 of 2,66,71
252,3,8:33.0,K. Towns misses 2-pt jump shot from 23 ft,,66,71
253,3,8:31.0,,Defensive rebound by D. Favors,66,71
254,3,8:23.0,,Turnover by J. Ingles (bad pass; steal by J. Okogie),66,71
255,3,8:18.0,J. Okogie makes 2-pt layup from 2 ft,,68,71
256,3,8:08.0,,R. Rubio misses 2-pt layup from 2 ft,68,71
257,3,8:07.0,Defensive rebound by T. Jones,,68,71
258,3,8:00.0,T. Jones makes 2-pt layup from 2 ft,,70,71
259,3,7:59.0,,Utah full timeout,70,71
260,3,7:59.0,,J. Crowder enters the game for D. Favors,70,71
261,3,7:59.0,,R. O'Neale enters the game for J. Ingles,70,71
262,3,7:46.0,,J. Crowder misses 3-pt jump shot from 24 ft,70,71
263,3,7:43.0,Defensive rebound by T. Jones,,70,71
264,3,7:33.0,A. Wiggins misses 2-pt jump shot from 15 ft,,70,71
265,3,7:30.0,,Defensive rebound by R. Gobert,70,71
266,3,7:23.0,,Shooting foul by J. Okogie (drawn by D. Mitchell),70,71
267,3,7:23.0,,D. Mitchell makes free throw 1 of 2,70,72
268,3,7:23.0,,D. Mitchell misses free throw 2 of 2,70,72
269,3,7:22.0,,Offensive rebound by D. Mitchell,70,72
270,3,7:15.0,,D. Mitchell makes 2-pt layup from 3 ft,70,74
271,3,7:04.0,Personal foul by R. Gobert (drawn by K. Towns),,70,74
272,3,6:50.0,K. Towns misses 2-pt jump shot from 10 ft,,70,74
273,3,6:47.0,,Defensive rebound by R. Rubio,70,74
274,3,6:32.0,,J. Crowder makes 2-pt layup from 1 ft (assist by R. O'Neale),70,76
275,3,6:15.0,A. Wiggins misses 3-pt jump shot from 27 ft,,70,76
276,3,6:11.0,Offensive rebound by K. Towns,,70,76
277,3,6:08.0,A. Wiggins misses 2-pt layup from 6 ft (block by R. Gobert),,70,76
278,3,6:06.0,,Defensive rebound by R. Gobert,70,76
279,3,5:59.0,,D. Mitchell misses 2-pt jump shot from 2 ft,70,76
280,3,5:58.0,,Offensive rebound by R. Gobert,70,76
281,3,5:58.0,,R. Gobert makes 2-pt dunk at rim,70,78
282,3,5:58.0,Minnesota full timeout,,70,78
283,3,5:58.0,K. Bates-Diop enters the game for J. Okogie,,70,78
284,3,5:58.0,,K. Korver enters the game for R. Rubio,70,78
285,3,5:46.0,D. Šarić misses 3-pt jump shot from 23 ft,,70,78
286,3,5:43.0,,Defensive rebound by R. O'Neale,70,78
287,3,5:36.0,,D. Mitchell misses 2-pt layup from 2 ft,70,78
288,3,5:35.0,,Offensive rebound by Team,70,78
289,3,5:33.0,,K. Korver misses 2-pt jump shot from 22 ft,70,78
290,3,5:30.0,Defensive rebound by K. Towns,,70,78
291,3,5:21.0,K. Towns misses 2-pt layup from 3 ft (block by R. Gobert),,70,78
292,3,5:18.0,,Defensive rebound by R. O'Neale,70,78
293,3,5:15.0,,D. Mitchell misses 3-pt jump shot from 24 ft,70,78
294,3,5:12.0,,Offensive rebound by Team,70,78
295,3,4:59.0,,J. Crowder misses 3-pt jump shot from 28 ft,70,78
296,3,4:56.0,Defensive rebound by K. Towns,,70,78
297,3,4:47.0,A. Wiggins misses 2-pt jump shot from 12 ft,,70,78
298,3,4:44.0,,Defensive rebound by R. Gobert,70,78
299,3,4:41.0,,Shooting foul by D. Šarić (drawn by J. Crowder),70,78
300,3,4:41.0,,J. Crowder misses free throw 1 of 2,70,78
301,3,4:41.0,,Offensive rebound by Team,70,78
302,3,4:41.0,T. Gibson enters the game for D. Šarić,,70,78
303,3,4:41.0,,J. Crowder makes free throw 2 of 2,70,79
304,3,4:18.0,T. Gibson misses 2-pt layup from 9 ft,,70,79
305,3,4:18.0,,Defensive rebound by K. Korver,70,79
306,3,4:01.0,,R. Gobert misses 2-pt hook shot from 3 ft,70,79
307,3,3:59.0,Defensive rebound by K. Towns,,70,79
308,3,3:50.0,Shooting foul by R. Gobert (drawn by K. Towns),,70,79
309,3,3:50.0,K. Towns makes free throw 1 of 2,,71,79
310,3,3:50.0,C. Reynolds enters the game for A. Wiggins,,71,79
311,3,3:50.0,,D. Favors enters the game for R. Gobert,71,79
312,3,3:50.0,K. Towns makes free throw 2 of 2,,72,79
313,3,3:37.0,,J. Crowder makes 2-pt dunk from 1 ft (assist by K. Korver),72,81
314,3,3:20.0,K. Towns makes 2-pt jump shot from 6 ft (assist by K. Bates-Diop),,74,81
315,3,3:20.0,Shooting foul by J. Crowder (drawn by K. Towns),,74,81
316,3,3:20.0,K. Towns misses free throw 1 of 1,,74,81
317,3,3:18.0,Offensive rebound by K. Towns,,74,81
318,3,3:17.0,K. Towns makes 2-pt dunk from 1 ft,,76,81
319,3,3:17.0,,J. Ingles enters the game for D. Mitchell,76,81
320,3,3:17.0,,R. Neto enters the game for R. O'Neale,76,81
321,3,2:57.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by J. Ingles),76,83
322,3,2:36.0,Turnover by K. Towns (lost ball; steal by J. Crowder),,76,83
323,3,2:30.0,,K. Korver makes 3-pt jump shot from 30 ft (assist by J. Ingles),76,86
324,3,2:11.0,K. Towns makes 2-pt layup from 2 ft (assist by T. Jones),,78,86
325,3,2:11.0,Shooting foul by J. Crowder (drawn by K. Towns),,78,86
326,3,2:11.0,K. Towns makes free throw 1 of 1,,79,86
327,3,1:51.0,,Personal foul by T. Gibson (drawn by J. Crowder),79,86
328,3,1:51.0,,J. Crowder makes free throw 1 of 2,79,87
329,3,1:51.0,J. Bayless enters the game for T. Jones,,79,87
330,3,1:51.0,A. Tolliver enters the game for K. Towns,,79,87
331,3,1:51.0,,J. Crowder makes free throw 2 of 2,79,88
332,3,1:43.0,K. Bates-Diop misses 3-pt jump shot from 25 ft,,79,88
333,3,1:40.0,,Defensive rebound by D. Favors,79,88
334,3,1:22.0,,D. Favors misses 2-pt hook shot from 5 ft,79,88
335,3,1:19.0,Defensive rebound by K. Bates-Diop,,79,88
336,3,1:12.0,K. Bates-Diop makes 2-pt layup from 2 ft,,81,88
337,3,0:55.0,,Personal foul by A. Tolliver (drawn by J. Crowder),81,88
338,3,0:55.0,,J. Crowder makes free throw 1 of 2,81,89
339,3,0:55.0,,J. Crowder misses free throw 2 of 2,81,89
340,3,0:53.0,Defensive rebound by T. Gibson,,81,89
341,3,0:45.0,Turnover by J. Bayless (bad pass; steal by K. Korver),,81,89
342,3,0:43.0,,J. Ingles makes 2-pt dunk from 1 ft (assist by R. Neto),81,91
343,3,0:23.0,J. Bayless misses 2-pt jump shot from 7 ft (block by R. Neto),,81,91
344,3,0:20.0,,Defensive rebound by J. Crowder,81,91
345,3,0:03.0,,Turnover by J. Ingles (bad pass),81,91
346,3,0:03.0,K. Towns enters the game for T. Gibson,,81,91
347,3,0:03.0,,R. O'Neale enters the game for K. Korver,81,91
348,3,0:00.0,J. Bayless misses 3-pt jump shot from 51 ft,,81,91
349,3,0:00.0,Offensive rebound by Team,,81,91
350,4,11:45.0,,Personal foul by T. Gibson (drawn by R. Neto),81,91
351,4,11:33.0,,K. Korver misses 3-pt jump shot from 25 ft,81,91
352,4,11:27.0,Defensive rebound by A. Tolliver,,81,91
353,4,11:16.0,A. Tolliver misses 2-pt jump shot from 10 ft,,81,91
354,4,11:13.0,,Defensive rebound by K. Korver,81,91
355,4,11:06.0,,Shooting foul by A. Wiggins (drawn by D. Favors),81,91
356,4,11:06.0,,D. Favors misses free throw 1 of 2,81,91
357,4,11:06.0,,Offensive rebound by Team,81,91
358,4,11:06.0,,G. Niang enters the game for J. Crowder,81,91
359,4,11:06.0,,D. Favors makes free throw 2 of 2,81,92
360,4,10:48.0,J. Bayless misses 2-pt jump shot from 16 ft,,81,92
361,4,10:45.0,,Defensive rebound by R. Neto,81,92
362,4,10:28.0,,J. Ingles misses 3-pt jump shot from 25 ft,81,92
363,4,10:23.0,Defensive rebound by K. Bates-Diop,,81,92
364,4,10:08.0,K. Bates-Diop misses 3-pt jump shot from 23 ft,,81,92
365,4,10:05.0,Offensive rebound by Team,,81,92
366,4,10:05.0,,R. O'Neale enters the game for R. Neto,81,92
367,4,10:00.0,J. Bayless makes 2-pt layup from 4 ft (assist by T. Gibson),,83,92
368,4,9:41.0,,K. Korver misses 3-pt jump shot from 24 ft,83,92
369,4,9:38.0,Defensive rebound by A. Tolliver,,83,92
370,4,9:28.0,A. Wiggins misses 2-pt jump shot from 20 ft,,83,92
371,4,9:26.0,,Defensive rebound by J. Ingles,83,92
372,4,9:21.0,,G. Niang makes 2-pt layup from 2 ft (assist by J. Ingles),83,94
373,4,9:19.0,Minnesota full timeout,,83,94
374,4,9:19.0,K. Towns enters the game for T. Gibson,,83,94
375,4,9:12.0,A. Wiggins makes 2-pt layup from 3 ft,,85,94
376,4,8:55.0,,Turnover by J. Ingles (bad pass; steal by J. Bayless),85,94
377,4,8:40.0,J. Bayless makes 2-pt layup from 3 ft (assist by K. Towns),,87,94
378,4,8:40.0,,Violation by Team (def goaltending),87,94
379,4,8:32.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Ingles),87,97
380,4,8:12.0,A. Tolliver misses 3-pt jump shot from 23 ft,,87,97
381,4,8:09.0,,Defensive rebound by D. Favors,87,97
