,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
88,1,2:17.0,,K. Dunn makes 2-pt layup from 4 ft,23,27
89,1,2:17.0,,Shooting foul by K. Koufos (drawn by K. Dunn),23,27
90,1,2:17.0,J. Jackson enters the game for I. Shumpert,,23,27
91,1,2:17.0,,K. Dunn makes free throw 1 of 1,23,28
92,1,1:55.0,Shooting foul by K. Dunn (drawn by B. Bogdanović),,23,28
93,1,1:55.0,B. Bogdanović makes free throw 1 of 2,,24,28
94,1,1:55.0,B. Bogdanović misses free throw 2 of 2,,24,28
95,1,1:54.0,,Defensive rebound by K. Dunn,24,28
96,1,1:54.0,,Personal foul by M. Bagley (drawn by K. Dunn),24,28
97,1,1:54.0,,K. Dunn makes free throw 1 of 2,24,29
98,1,1:54.0,,K. Dunn makes free throw 2 of 2,24,30
99,1,1:44.0,J. Jackson misses 3-pt jump shot from 24 ft,,24,30
100,1,1:40.0,,Defensive rebound by B. Portis,24,30
101,1,1:25.0,,Turnover by J. Parker (bad pass),24,30
102,1,1:09.0,K. Koufos misses 2-pt hook shot from 8 ft,,24,30
103,1,1:06.0,,Defensive rebound by B. Portis,24,30
104,1,1:02.0,,W. Carter makes 2-pt jump shot from 5 ft (assist by K. Dunn),24,32
105,1,1:02.0,,Shooting foul by B. Bogdanović (drawn by W. Carter),24,32
106,1,1:02.0,,W. Carter makes free throw 1 of 1,24,33
107,1,0:55.0,Turnover by F. Mason (out of bounds lost ball),,24,33
108,1,0:40.0,,Turnover by J. Holiday (bad pass; steal by K. Koufos),24,33
109,1,0:35.0,J. Jackson makes 2-pt jump shot from 4 ft,,26,33
110,1,0:18.0,,Turnover by W. Carter (bad pass; steal by J. Jackson),26,33
111,1,0:02.0,F. Mason misses 3-pt jump shot from 25 ft,,26,33
112,1,0:02.0,Offensive rebound by J. Jackson,,26,33
113,1,0:00.0,J. Jackson misses 2-pt jump shot from 16 ft,,26,33
114,1,0:00.0,Offensive rebound by Team,,26,33
115,2,11:45.0,B. Bogdanović makes 2-pt jump shot from 18 ft (assist by F. Mason),,28,33
116,2,11:25.0,,Turnover by R. Lopez (3 sec),28,33
117,2,11:06.0,K. Koufos makes 2-pt hook shot from 10 ft (assist by F. Mason),,30,33
118,2,10:51.0,,R. Lopez misses 2-pt jump shot from 19 ft,30,33
119,2,10:49.0,Defensive rebound by F. Mason,,30,33
120,2,10:45.0,J. Jackson misses 3-pt jump shot from 26 ft,,30,33
121,2,10:42.0,,Defensive rebound by B. Portis,30,33
122,2,10:34.0,,K. Dunn makes 2-pt layup from 2 ft,30,35
123,2,10:13.0,B. Bogdanović misses 2-pt layup from 2 ft,,30,35
124,2,10:11.0,Offensive rebound by B. Bogdanović,,30,35
125,2,10:08.0,M. Bagley makes 2-pt dunk at rim (assist by F. Mason),,32,35
126,2,9:53.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by K. Dunn),32,38
127,2,9:37.0,Personal foul by B. Portis (drawn by M. Bagley),,32,38
128,2,9:25.0,Shooting foul by B. Portis (drawn by M. Bagley),,32,38
129,2,9:25.0,M. Bagley misses free throw 1 of 2,,32,38
130,2,9:25.0,Offensive rebound by Team,,32,38
131,2,9:25.0,M. Bagley makes free throw 2 of 2,,33,38
132,2,9:15.0,,Turnover by K. Dunn (bad pass; steal by B. Bogdanović),33,38
133,2,9:08.0,J. Jackson makes 2-pt jump shot from 6 ft (assist by B. Bogdanović),,35,38
134,2,8:55.0,,B. Portis makes 2-pt layup from 2 ft,35,40
135,2,8:43.0,M. Bagley makes 3-pt jump shot from 25 ft (assist by F. Mason),,38,40
136,2,8:24.0,,S. Harrison misses 3-pt jump shot from 24 ft,38,40
137,2,8:21.0,Defensive rebound by K. Koufos,,38,40
138,2,8:08.0,,Chicago full timeout,38,40
139,2,8:08.0,N. Bjelica enters the game for K. Koufos,,38,40
140,2,8:06.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,38,40
141,2,8:01.0,,Defensive rebound by B. Portis,38,40
142,2,7:47.0,,J. Parker makes 2-pt layup from 3 ft,38,42
143,2,7:29.0,Turnover by N. Bjelica (lost ball; steal by S. Harrison),,38,42
144,2,7:29.0,D. Fox enters the game for F. Mason,,38,42
145,2,7:21.0,,J. Parker makes 2-pt layup from 1 ft,38,44
146,2,7:01.0,M. Bagley misses 2-pt layup from 2 ft (block by R. Lopez),,38,44
147,2,6:58.0,,Defensive rebound by R. Lopez,38,44
148,2,6:52.0,,K. Dunn misses 3-pt jump shot from 23 ft,38,44
149,2,6:49.0,Defensive rebound by M. Bagley,,38,44
150,2,6:25.0,N. Bjelica misses 2-pt jump shot from 6 ft,,38,44
151,2,6:25.0,Offensive rebound by N. Bjelica,,38,44
152,2,6:25.0,Personal foul by J. Parker (drawn by N. Bjelica),,38,44
153,2,6:25.0,I. Shumpert enters the game for J. Jackson,,38,44
154,2,6:25.0,,R. Arcidiacono enters the game for K. Dunn,38,44
155,2,6:25.0,,Z. LaVine enters the game for S. Harrison,38,44
156,2,6:25.0,,L. Markkanen enters the game for B. Portis,38,44
157,2,6:17.0,I. Shumpert misses 3-pt jump shot from 23 ft,,38,44
158,2,6:14.0,,Defensive rebound by J. Parker,38,44
159,2,6:09.0,,Turnover by J. Parker (bad pass),38,44
160,2,5:54.0,B. Bogdanović makes 2-pt jump shot from 10 ft,,40,44
161,2,5:34.0,,R. Lopez makes 2-pt dunk from 1 ft,40,46
162,2,5:25.0,D. Fox misses 2-pt jump shot from 14 ft,,40,46
163,2,5:22.0,,Defensive rebound by J. Parker,40,46
164,2,5:14.0,,J. Parker misses 2-pt jump shot from 7 ft,40,46
165,2,5:12.0,Defensive rebound by D. Fox,,40,46
166,2,5:06.0,Offensive foul by N. Bjelica (drawn by L. Markkanen),,40,46
167,2,5:06.0,Turnover by N. Bjelica (offensive foul),,40,46
168,2,5:06.0,W. Cauley-Stein enters the game for M. Bagley,,40,46
169,2,5:06.0,,J. Holiday enters the game for J. Parker,40,46
170,2,4:50.0,,R. Lopez misses 2-pt hook shot from 7 ft,40,46
171,2,4:47.0,Defensive rebound by W. Cauley-Stein,,40,46
172,2,4:41.0,W. Cauley-Stein misses 2-pt jump shot from 14 ft,,40,46
173,2,4:38.0,,Defensive rebound by L. Markkanen,40,46
174,2,4:29.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by L. Markkanen),40,48
175,2,4:18.0,N. Bjelica misses 3-pt jump shot from 29 ft,,40,48
176,2,4:17.0,,Defensive rebound by R. Arcidiacono,40,48
177,2,3:58.0,,R. Lopez makes 2-pt hook shot from 5 ft,40,50
178,2,3:58.0,Sacramento full timeout,,40,50
179,2,3:58.0,B. Hield enters the game for B. Bogdanović,,40,50
180,2,3:45.0,N. Bjelica makes 2-pt jump shot from 21 ft (assist by W. Cauley-Stein),,42,50
181,2,3:19.0,,L. Markkanen misses 3-pt jump shot from 25 ft,42,50
182,2,3:15.0,,Offensive rebound by R. Arcidiacono,42,50
183,2,3:01.0,,R. Arcidiacono misses 2-pt layup from 3 ft,42,50
184,2,2:59.0,Defensive rebound by W. Cauley-Stein,,42,50
185,2,2:55.0,B. Hield misses 3-pt jump shot from 25 ft,,42,50
186,2,2:51.0,,Defensive rebound by R. Arcidiacono,42,50
187,2,2:48.0,,Offensive foul by R. Lopez (drawn by I. Shumpert),42,50
188,2,2:48.0,,Turnover by R. Lopez (offensive foul),42,50
189,2,2:48.0,,W. Carter enters the game for R. Lopez,42,50
190,2,2:38.0,D. Fox misses 2-pt layup from 4 ft,,42,50
191,2,2:35.0,,Defensive rebound by J. Holiday,42,50
192,2,2:30.0,,W. Carter makes 2-pt dunk from 1 ft (assist by Z. LaVine),42,52
193,2,2:17.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,42,52
194,2,2:17.0,,Defensive rebound by L. Markkanen,42,52
195,2,2:07.0,,Z. LaVine misses 2-pt layup from 3 ft (block by D. Fox),42,52
196,2,2:07.0,,Offensive rebound by Team,42,52
197,2,2:04.0,,J. Holiday makes 2-pt jump shot from 14 ft (assist by R. Arcidiacono),42,54
198,2,1:49.0,D. Fox misses 3-pt jump shot from 25 ft,,42,54
199,2,1:45.0,,Defensive rebound by Z. LaVine,42,54
200,2,1:40.0,,L. Markkanen misses 3-pt jump shot from 26 ft,42,54
201,2,1:38.0,,Offensive rebound by R. Arcidiacono,42,54
202,2,1:30.0,,Personal foul by W. Cauley-Stein (drawn by Z. LaVine),42,54
203,2,1:27.0,,Offensive foul by W. Carter (drawn by I. Shumpert),42,54
204,2,1:27.0,,Turnover by W. Carter (offensive foul),42,54
205,2,1:10.0,B. Hield misses 3-pt jump shot from 27 ft,,42,54
206,2,1:09.0,Offensive rebound by Team,,42,54
207,2,1:07.0,Turnover by I. Shumpert (bad pass; steal by J. Holiday),,42,54
208,2,1:01.0,,W. Carter misses 2-pt layup from 2 ft,42,54
209,2,1:00.0,,Offensive rebound by Z. LaVine,42,54
210,2,1:00.0,,Z. LaVine makes 2-pt dunk at rim,42,56
211,2,0:46.0,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),,45,56
212,2,0:21.0,,W. Carter misses 2-pt layup from 2 ft,45,56
213,2,0:19.0,Defensive rebound by N. Bjelica,,45,56
214,2,0:07.0,Personal take foul by R. Arcidiacono (drawn by D. Fox),,45,56
215,2,0:07.0,,K. Dunn enters the game for R. Arcidiacono,45,56
216,2,0:07.0,,S. Harrison enters the game for J. Holiday,45,56
217,2,0:01.0,Turnover by N. Bjelica (lost ball; steal by L. Markkanen),,45,56
218,2,0:00.0,,L. Markkanen misses 3-pt jump shot from 58 ft,45,56
219,2,0:00.0,,Offensive rebound by Team,45,56
220,3,11:38.0,I. Shumpert misses 2-pt jump shot from 10 ft,,45,56
221,3,11:36.0,,Defensive rebound by L. Markkanen,45,56
222,3,11:18.0,,L. Markkanen misses 3-pt jump shot from 24 ft,45,56
223,3,11:15.0,Defensive rebound by W. Cauley-Stein,,45,56
224,3,11:11.0,Shooting foul by R. Arcidiacono (drawn by D. Fox),,45,56
225,3,11:11.0,D. Fox misses free throw 1 of 2,,45,56
226,3,11:11.0,Offensive rebound by Team,,45,56
227,3,11:11.0,D. Fox makes free throw 2 of 2,,46,56
228,3,10:49.0,,J. Holiday misses 3-pt jump shot from 25 ft,46,56
229,3,10:47.0,Defensive rebound by D. Fox,,46,56
230,3,10:37.0,I. Shumpert misses 2-pt layup from 3 ft,,46,56
231,3,10:35.0,,Defensive rebound by J. Holiday,46,56
232,3,10:20.0,,Turnover by J. Holiday (bad pass; steal by I. Shumpert),46,56
233,3,10:16.0,Turnover by I. Shumpert (bad pass; steal by J. Holiday),,46,56
234,3,10:11.0,,Shooting foul by D. Fox (drawn by Z. LaVine),46,56
235,3,10:11.0,,Z. LaVine makes free throw 1 of 2,46,57
236,3,10:11.0,,Z. LaVine makes free throw 2 of 2,46,58
237,3,9:50.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by B. Hield),,49,58
238,3,9:35.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),49,61
239,3,9:24.0,D. Fox misses 2-pt layup from 4 ft,,49,61
240,3,9:21.0,,Defensive rebound by L. Markkanen,49,61
241,3,9:07.0,,J. Holiday misses 3-pt jump shot from 23 ft,49,61
242,3,9:04.0,Defensive rebound by W. Cauley-Stein,,49,61
243,3,8:57.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by D. Fox),,51,61
244,3,8:38.0,,Turnover by L. Markkanen (lost ball; steal by D. Fox),51,61
245,3,8:36.0,Turnover by D. Fox (lost ball; steal by Z. LaVine),,51,61
246,3,8:20.0,,Z. LaVine makes 2-pt layup from 1 ft,51,63
247,3,8:04.0,Turnover by I. Shumpert (lost ball; steal by W. Carter),,51,63
248,3,7:45.0,,Z. LaVine misses 3-pt jump shot from 23 ft,51,63
249,3,7:41.0,Defensive rebound by W. Cauley-Stein,,51,63
250,3,7:25.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by I. Shumpert),,53,63
251,3,7:06.0,,L. Markkanen misses 3-pt jump shot from 23 ft,53,63
252,3,7:03.0,Defensive rebound by N. Bjelica,,53,63
253,3,6:57.0,N. Bjelica misses 3-pt jump shot from 26 ft,,53,63
254,3,6:55.0,Offensive rebound by N. Bjelica,,53,63
255,3,6:53.0,N. Bjelica makes 2-pt layup from 2 ft,,55,63
256,3,6:53.0,,Chicago full timeout,55,63
257,3,6:53.0,,K. Dunn enters the game for R. Arcidiacono,55,63
258,3,6:35.0,,Turnover by J. Holiday (lost ball; steal by D. Fox),55,63
259,3,6:29.0,I. Shumpert makes 2-pt layup from 1 ft (assist by D. Fox),,57,63
260,3,6:22.0,,L. Markkanen misses 2-pt layup from 2 ft (block by N. Bjelica),57,63
261,3,6:22.0,,Offensive rebound by Team,57,63
262,3,6:22.0,,J. Parker enters the game for L. Markkanen,57,63
263,3,6:14.0,,J. Holiday misses 3-pt jump shot from 25 ft,57,63
264,3,6:10.0,Defensive rebound by W. Cauley-Stein,,57,63
265,3,6:03.0,Turnover by I. Shumpert (bad pass),,57,63
266,3,5:45.0,,Z. LaVine makes 3-pt jump shot from 28 ft (assist by W. Carter),57,66
267,3,5:45.0,M. Bagley enters the game for N. Bjelica,,57,66
268,3,5:25.0,Shooting foul by K. Dunn (drawn by D. Fox),,57,66
269,3,5:25.0,D. Fox makes free throw 1 of 2,,58,66
270,3,5:25.0,D. Fox makes free throw 2 of 2,,59,66
271,3,5:11.0,,Turnover by Z. LaVine (bad pass; steal by D. Fox),59,66
272,3,5:07.0,D. Fox makes 2-pt dunk from 1 ft,,61,66
273,3,4:56.0,,Turnover by J. Parker (lost ball; steal by D. Fox),61,66
274,3,4:49.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by B. Hield),,64,66
275,3,4:48.0,,Chicago full timeout,64,66
276,3,4:48.0,B. Bogdanović enters the game for B. Hield,,64,66
277,3,4:26.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by K. Dunn),64,69
278,3,4:07.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,64,69
279,3,4:02.0,,Defensive rebound by K. Dunn,64,69
280,3,3:51.0,,Z. LaVine misses 2-pt jump shot from 23 ft,64,69
281,3,3:48.0,Defensive rebound by W. Cauley-Stein,,64,69
282,3,3:41.0,D. Fox makes 3-pt jump shot from 25 ft,,67,69
283,3,3:28.0,,W. Carter makes 2-pt layup from 3 ft (assist by K. Dunn),67,71
284,3,3:28.0,,Shooting foul by W. Cauley-Stein (drawn by W. Carter),67,71
285,3,3:28.0,K. Koufos enters the game for W. Cauley-Stein,,67,71
286,3,3:28.0,,W. Carter makes free throw 1 of 1,67,72
287,3,3:13.0,D. Fox makes 3-pt jump shot from 22 ft (assist by I. Shumpert),,70,72
288,3,3:04.0,,K. Dunn makes 2-pt jump shot from 4 ft,70,74
289,3,2:51.0,M. Bagley misses 2-pt layup from 3 ft,,70,74
290,3,2:49.0,,Defensive rebound by W. Carter,70,74
291,3,2:32.0,,Turnover by K. Dunn (bad pass; steal by I. Shumpert),70,74
292,3,2:25.0,D. Fox makes 2-pt jump shot from 6 ft,,72,74
293,3,2:06.0,,J. Parker misses 2-pt jump shot from 19 ft,72,74
294,3,2:04.0,Defensive rebound by K. Koufos,,72,74
295,3,1:58.0,I. Shumpert misses 3-pt jump shot from 25 ft,,72,74
296,3,1:56.0,Offensive rebound by Team,,72,74
297,3,1:56.0,B. Hield enters the game for I. Shumpert,,72,74
298,3,1:56.0,,B. Portis enters the game for W. Carter,72,74
299,3,1:50.0,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,75,74
300,3,1:30.0,,Turnover by Z. LaVine (traveling),75,74
301,3,1:23.0,Personal foul by K. Dunn (drawn by D. Fox),,75,74
302,3,1:08.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,75,74
303,3,1:06.0,,Defensive rebound by Team,75,74
304,3,0:46.0,,Turnover by J. Parker (lost ball; steal by B. Bogdanović),75,74
305,3,0:43.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,78,74
306,3,0:32.0,,B. Portis misses 3-pt jump shot from 25 ft,78,74
307,3,0:32.0,Defensive rebound by B. Hield,,78,74
308,3,0:08.0,D. Fox misses 3-pt jump shot from 27 ft,,78,74
309,3,0:04.0,Offensive rebound by D. Fox,,78,74
310,3,0:00.0,D. Fox makes 3-pt jump shot from 25 ft (assist by B. Hield),,81,74
311,4,11:40.0,,B. Portis misses 2-pt layup from 2 ft (block by K. Koufos),81,74
312,4,11:37.0,Defensive rebound by B. Hield,,81,74
313,4,11:34.0,Turnover by B. Hield (lost ball; steal by S. Harrison),,81,74
314,4,11:33.0,,Personal foul by K. Koufos (drawn by S. Harrison),81,74
315,4,11:21.0,,R. Arcidiacono makes 2-pt layup from 3 ft,81,76
316,4,10:57.0,M. Bagley misses 2-pt layup from 1 ft,,81,76
317,4,10:55.0,,Defensive rebound by C. Hutchison,81,76
318,4,10:46.0,,Turnover by S. Harrison (out of bounds lost ball),81,76
319,4,10:29.0,B. Hield makes 2-pt layup from 1 ft,,83,76
320,4,10:18.0,,B. Portis misses 2-pt jump shot from 22 ft,83,76
321,4,10:13.0,Defensive rebound by D. Fox,,83,76
322,4,10:01.0,D. Fox makes 3-pt jump shot from 27 ft,,86,76
323,4,9:40.0,,S. Harrison makes 2-pt layup from 1 ft (assist by B. Portis),86,78
324,4,9:32.0,D. Fox makes 2-pt layup from 1 ft,,88,78
325,4,9:27.0,,Shooting foul by K. Koufos (drawn by B. Portis),88,78
326,4,9:27.0,Sacramento full timeout,,88,78
327,4,9:27.0,,B. Portis makes free throw 1 of 2,88,79
328,4,9:27.0,,B. Portis makes free throw 2 of 2,88,80
329,4,9:03.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,88,80
330,4,9:03.0,Offensive rebound by Team,,88,80
331,4,9:03.0,Turnover by Team (shot clock),,88,80
332,4,8:47.0,,L. Markkanen makes 2-pt jump shot from 5 ft,88,82
333,4,8:38.0,D. Fox misses 2-pt layup from 3 ft (block by B. Portis),,88,82
334,4,8:36.0,,Defensive rebound by B. Portis,88,82
335,4,8:31.0,,B. Portis misses 2-pt jump shot from 19 ft,88,82
336,4,8:28.0,Defensive rebound by B. Bogdanović,,88,82
337,4,8:21.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),,91,82
338,4,8:02.0,,S. Harrison makes 2-pt layup from 2 ft,91,84
339,4,7:52.0,K. Koufos misses 2-pt hook shot from 9 ft,,91,84
340,4,7:49.0,Offensive rebound by M. Bagley,,91,84
341,4,7:49.0,Shooting foul by L. Markkanen (drawn by M. Bagley),,91,84
342,4,7:49.0,M. Bagley makes free throw 1 of 2,,92,84
343,4,7:49.0,,J. Holiday enters the game for R. Arcidiacono,92,84
344,4,7:49.0,,Z. LaVine enters the game for C. Hutchison,92,84
345,4,7:49.0,M. Bagley makes free throw 2 of 2,,93,84
346,4,7:38.0,,Turnover by Z. LaVine (traveling),93,84
347,4,7:38.0,W. Cauley-Stein enters the game for D. Fox,,93,84
348,4,7:38.0,I. Shumpert enters the game for K. Koufos,,93,84
349,4,7:18.0,B. Hield makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,96,84
350,4,6:59.0,,Turnover by S. Harrison (lost ball; steal by I. Shumpert),96,84
351,4,6:53.0,W. Cauley-Stein misses 2-pt layup from 3 ft,,96,84
352,4,6:50.0,,Defensive rebound by J. Holiday,96,84
353,4,6:42.0,,Turnover by L. Markkanen (palming),96,84
354,4,6:42.0,,W. Carter enters the game for B. Portis,96,84
355,4,6:29.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,96,84
356,4,6:26.0,,Defensive rebound by W. Carter,96,84
357,4,6:20.0,,Z. LaVine misses 2-pt layup from 1 ft,96,84
358,4,6:17.0,Defensive rebound by W. Cauley-Stein,,96,84
359,4,6:09.0,Offensive foul by W. Cauley-Stein (drawn by Z. LaVine),,96,84
360,4,6:09.0,Turnover by W. Cauley-Stein (offensive foul),,96,84
361,4,6:09.0,,Chicago full timeout,96,84
362,4,6:09.0,,R. Arcidiacono enters the game for S. Harrison,96,84
363,4,5:56.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,96,84
364,4,5:51.0,Defensive rebound by B. Bogdanović,,96,84
365,4,5:27.0,B. Bogdanović makes 2-pt jump shot from 3 ft,,98,84
366,4,5:08.0,,Z. LaVine misses 3-pt jump shot from 27 ft,98,84
367,4,5:05.0,Defensive rebound by W. Cauley-Stein,,98,84
368,4,4:52.0,B. Hield misses 3-pt jump shot from 25 ft,,98,84
369,4,4:49.0,,Defensive rebound by W. Carter,98,84
370,4,4:43.0,,L. Markkanen misses 3-pt jump shot from 25 ft,98,84
371,4,4:40.0,Defensive rebound by W. Cauley-Stein,,98,84
372,4,4:21.0,M. Bagley makes 2-pt jump shot from 2 ft (assist by I. Shumpert),,100,84
