,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MIAMI_ACTION,GOLDEN STATE_SCORE,MIAMI_SCORE
0,1,11:40.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),,3,0
1,1,11:26.0,,Personal foul by D. Green (drawn by B. Adebayo),3,0
2,1,11:23.0,,Personal foul by S. Curry (drawn by J. Richardson),3,0
3,1,11:12.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Richardson),3,3
4,1,10:59.0,S. Curry misses 3-pt jump shot from 25 ft,,3,3
5,1,10:57.0,,Defensive rebound by B. Adebayo,3,3
6,1,10:53.0,,Shooting foul by K. Looney (drawn by B. Adebayo),3,3
7,1,10:53.0,,B. Adebayo misses free throw 1 of 2,3,3
8,1,10:53.0,,Offensive rebound by Team,3,3
9,1,10:53.0,,B. Adebayo makes free throw 2 of 2,3,4
10,1,10:33.0,K. Thompson misses 3-pt jump shot from 23 ft,,3,4
11,1,10:30.0,,Defensive rebound by J. Winslow,3,4
12,1,10:17.0,,D. Waiters misses 2-pt layup from 2 ft,3,4
13,1,10:15.0,Defensive rebound by S. Curry,,3,4
14,1,10:13.0,D. Green makes 2-pt layup from 2 ft,,5,4
15,1,9:54.0,,Turnover by D. Waiters (bad pass; steal by K. Looney),5,4
16,1,9:49.0,S. Curry makes 2-pt layup from 2 ft,,7,4
17,1,9:32.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. Winslow),7,7
18,1,9:10.0,Personal foul by D. Waiters (drawn by K. Thompson),,7,7
19,1,9:06.0,K. Thompson misses 3-pt jump shot from 25 ft,,7,7
20,1,9:04.0,,Defensive rebound by K. Olynyk,7,7
21,1,8:58.0,,Personal foul by D. Green (drawn by B. Adebayo),7,7
22,1,8:58.0,J. Jerebko enters the game for D. Green,,7,7
23,1,8:51.0,,D. Waiters misses 3-pt jump shot from 23 ft,7,7
24,1,8:49.0,,Offensive rebound by J. Richardson,7,7
25,1,8:37.0,,B. Adebayo makes 2-pt hook shot from 4 ft (assist by K. Olynyk),7,9
26,1,8:24.0,K. Durant misses 3-pt jump shot from 25 ft,,7,9
27,1,8:22.0,Offensive rebound by K. Looney,,7,9
28,1,8:19.0,S. Curry misses 3-pt jump shot from 23 ft,,7,9
29,1,8:15.0,,Defensive rebound by D. Waiters,7,9
30,1,8:09.0,,Shooting foul by K. Looney (drawn by D. Waiters),7,9
31,1,8:09.0,,D. Waiters misses free throw 1 of 2,7,9
32,1,8:09.0,,Offensive rebound by Team,7,9
33,1,8:09.0,Golden State full timeout,,7,9
34,1,8:09.0,J. Bell enters the game for K. Looney,,7,9
35,1,8:09.0,,D. Waiters makes free throw 2 of 2,7,10
36,1,7:53.0,K. Durant misses 2-pt jump shot from 16 ft,,7,10
37,1,7:51.0,,Defensive rebound by J. Richardson,7,10
38,1,7:33.0,,Personal foul by J. Jerebko (drawn by K. Olynyk),7,10
39,1,7:33.0,,K. Olynyk makes free throw 1 of 2,7,11
40,1,7:33.0,,K. Olynyk makes free throw 2 of 2,7,12
41,1,7:18.0,S. Curry makes 2-pt layup from 2 ft (assist by J. Jerebko),,9,12
42,1,6:59.0,,J. Winslow makes 2-pt dunk from 1 ft (assist by B. Adebayo),9,14
43,1,6:47.0,K. Durant misses 3-pt jump shot from 22 ft,,9,14
44,1,6:44.0,,Defensive rebound by K. Olynyk,9,14
45,1,6:37.0,,D. Waiters misses 3-pt jump shot from 26 ft,9,14
46,1,6:36.0,Defensive rebound by Team,,9,14
47,1,6:25.0,J. Bell misses 2-pt layup from 1 ft (block by B. Adebayo),,9,14
48,1,6:22.0,,Defensive rebound by B. Adebayo,9,14
49,1,6:13.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Richardson),9,16
50,1,6:04.0,Shooting foul by B. Adebayo (drawn by K. Durant),,9,16
51,1,6:04.0,K. Durant makes free throw 1 of 2,,10,16
52,1,6:04.0,,D. Jones enters the game for K. Olynyk,10,16
53,1,6:04.0,,D. Wade enters the game for J. Richardson,10,16
54,1,6:04.0,K. Durant makes free throw 2 of 2,,11,16
55,1,5:39.0,,D. Jones misses 3-pt jump shot from 23 ft,11,16
56,1,5:36.0,Defensive rebound by J. Bell,,11,16
57,1,5:31.0,Turnover by S. Curry (bad pass; steal by D. Wade),,11,16
58,1,5:26.0,,D. Wade makes 2-pt dunk from 1 ft,11,18
59,1,5:13.0,S. Curry makes 3-pt jump shot from 25 ft,,14,18
60,1,5:02.0,,Offensive foul by B. Adebayo (drawn by J. Bell),14,18
61,1,5:02.0,,Turnover by B. Adebayo (offensive foul),14,18
62,1,5:02.0,,K. Olynyk enters the game for B. Adebayo,14,18
63,1,4:49.0,K. Durant misses 3-pt jump shot from 25 ft,,14,18
64,1,4:43.0,,Defensive rebound by J. Winslow,14,18
65,1,4:40.0,,D. Wade makes 3-pt jump shot from 25 ft (assist by J. Winslow),14,21
66,1,4:21.0,S. Curry misses 3-pt jump shot from 23 ft,,14,21
67,1,4:19.0,Offensive rebound by J. Jerebko,,14,21
68,1,4:15.0,J. Jerebko makes 2-pt jump shot from 15 ft,,16,21
69,1,4:01.0,,J. Winslow misses 3-pt jump shot from 25 ft,16,21
70,1,3:58.0,Defensive rebound by K. Durant,,16,21
71,1,3:49.0,J. Jerebko misses 3-pt jump shot from 22 ft,,16,21
72,1,3:46.0,,Defensive rebound by D. Waiters,16,21
73,1,3:36.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by D. Wade),16,23
74,1,3:31.0,Shooting foul by D. Jones (drawn by K. Durant),,16,23
75,1,3:31.0,K. Durant makes free throw 1 of 2,,17,23
76,1,3:31.0,A. McKinnie enters the game for K. Thompson,,17,23
77,1,3:31.0,,G. Dragić enters the game for D. Waiters,17,23
78,1,3:31.0,,J. Richardson enters the game for J. Winslow,17,23
79,1,3:31.0,K. Durant makes free throw 2 of 2,,18,23
80,1,3:17.0,Violation by Team (kicked ball),,18,23
81,1,3:09.0,,D. Wade makes 2-pt jump shot from 9 ft,18,25
82,1,2:59.0,K. Durant misses 2-pt jump shot from 16 ft,,18,25
83,1,2:56.0,,Defensive rebound by D. Wade,18,25
84,1,2:42.0,,Turnover by D. Jones (offensive foul),18,25
85,1,2:42.0,,Offensive foul by D. Jones (drawn by J. Jerebko),18,25
86,1,2:42.0,,Miami full timeout,18,25
87,1,2:27.0,,Violation by Team (kicked ball),18,25
88,1,2:22.0,Turnover by S. Curry (traveling),,18,25
89,1,2:09.0,,Personal foul by A. McKinnie (drawn by J. Richardson),18,25
90,1,2:09.0,,J. Richardson makes free throw 1 of 2,18,26
91,1,2:09.0,A. Iguodala enters the game for S. Curry,,18,26
92,1,2:09.0,,J. Richardson makes free throw 2 of 2,18,27
93,1,1:50.0,Turnover by K. Durant (bad pass),,18,27
94,1,1:39.0,,G. Dragić misses 2-pt layup from 2 ft,18,27
95,1,1:36.0,Defensive rebound by A. Iguodala,,18,27
96,1,1:35.0,Personal foul by D. Wade (drawn by K. Durant),,18,27
97,1,1:27.0,K. Durant makes 2-pt jump shot from 14 ft,,20,27
98,1,1:19.0,Violation by Team (kicked ball),,20,27
99,1,1:14.0,,Personal foul by A. McKinnie (drawn by G. Dragić),20,27
100,1,1:14.0,,G. Dragić makes free throw 1 of 2,20,28
101,1,1:14.0,,J. Winslow enters the game for D. Jones,20,28
102,1,1:14.0,,G. Dragić makes free throw 2 of 2,20,29
103,1,1:07.0,J. Bell makes 2-pt layup from 1 ft (assist by A. Iguodala),,22,29
104,1,1:07.0,Shooting foul by K. Olynyk (drawn by J. Bell),,22,29
105,1,1:07.0,J. Bell misses free throw 1 of 1,,22,29
106,1,1:05.0,,Defensive rebound by K. Olynyk,22,29
107,1,0:50.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by K. Olynyk),22,32
108,1,0:26.0,J. Jerebko misses 2-pt layup from 2 ft,,22,32
109,1,0:26.0,Offensive rebound by Team,,22,32
110,1,0:26.0,Turnover by Team (shot clock),,22,32
111,1,0:03.0,,J. Richardson misses 3-pt jump shot from 25 ft,22,32
112,1,0:02.0,Defensive rebound by J. Bell,,22,32
113,1,0:00.0,J. Bell misses 3-pt jump shot from 50 ft,,22,32
114,1,0:00.0,Offensive rebound by Team,,22,32
115,2,11:40.0,,D. Wade makes 2-pt jump shot from 17 ft,22,34
116,2,11:25.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Livingston),,24,34
117,2,11:03.0,,G. Dragić makes 3-pt jump shot from 26 ft,24,37
118,2,10:47.0,Q. Cook makes 2-pt jump shot from 17 ft (assist by D. Green),,26,37
119,2,10:39.0,,Turnover by D. Wade (bad pass; steal by S. Livingston),26,37
120,2,10:29.0,Turnover by D. Green (bad pass),,26,37
121,2,10:13.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by D. Wade),26,39
122,2,10:02.0,Q. Cook misses 2-pt jump shot from 16 ft,,26,39
123,2,10:00.0,,Defensive rebound by K. Olynyk,26,39
124,2,9:47.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Wade),26,41
125,2,9:42.0,Golden State full timeout,,26,41
126,2,9:27.0,D. Green misses 3-pt jump shot from 25 ft,,26,41
127,2,9:25.0,Offensive rebound by Q. Cook,,26,41
128,2,9:24.0,Q. Cook makes 2-pt layup from 1 ft,,28,41
129,2,9:03.0,,D. Wade misses 3-pt jump shot from 26 ft,28,41
130,2,8:59.0,Defensive rebound by Q. Cook,,28,41
131,2,8:53.0,Q. Cook makes 2-pt layup from 1 ft,,30,41
132,2,8:30.0,,J. Richardson misses 2-pt jump shot from 16 ft,30,41
133,2,8:27.0,Defensive rebound by D. Green,,30,41
134,2,8:18.0,K. Thompson makes 2-pt jump shot from 16 ft,,32,41
135,2,8:18.0,,Miami full timeout,32,41
136,2,8:18.0,,B. Adebayo enters the game for K. Olynyk,32,41
137,2,8:18.0,,D. Jones enters the game for D. Wade,32,41
138,2,8:09.0,Violation by Team (kicked ball),,32,41
139,2,8:00.0,,R. McGruder makes 2-pt jump shot from 4 ft,32,43
140,2,8:00.0,Violation by Team (def goaltending),,32,43
141,2,7:46.0,K. Thompson makes 2-pt layup from 2 ft,,34,43
142,2,7:22.0,,G. Dragić makes 2-pt jump shot from 17 ft,34,45
