,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
28,1,8:41.0,Offensive rebound by Team,,2,10
29,1,8:31.0,E. Okobo misses 2-pt jump shot from 17 ft,,2,10
30,1,8:27.0,,Defensive rebound by R. Rondo,2,10
31,1,8:18.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,2,10
32,1,8:14.0,Defensive rebound by J. Jackson,,2,10
33,1,8:06.0,D. Bender misses 3-pt jump shot from 26 ft,,2,10
34,1,8:03.0,,Defensive rebound by I. Zubac,2,10
35,1,7:49.0,,B. Ingram makes 2-pt jump shot from 8 ft,2,12
36,1,7:32.0,M. Bridges makes 2-pt jump shot from 8 ft,,4,12
37,1,7:17.0,,I. Zubac misses 2-pt hook shot from 4 ft,4,12
38,1,7:15.0,,Offensive rebound by I. Zubac,4,12
39,1,7:13.0,,I. Zubac makes 2-pt layup from 1 ft,4,14
40,1,6:57.0,J. Jackson makes 2-pt layup from 5 ft (assist by D. Booker),,6,14
41,1,6:57.0,Shooting foul by M. Beasley (drawn by J. Jackson),,6,14
42,1,6:57.0,R. Holmes enters the game for D. Bender,,6,14
43,1,6:57.0,J. Jackson makes free throw 1 of 1,,7,14
44,1,6:41.0,,M. Beasley misses 2-pt layup from 4 ft (block by J. Jackson),7,14
45,1,6:40.0,Defensive rebound by M. Bridges,,7,14
46,1,6:40.0,K. Oubre enters the game for J. Jackson,,7,14
47,1,6:28.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by D. Booker),,10,14
48,1,6:25.0,,LA Lakers full timeout,10,14
49,1,6:25.0,,J. Hart enters the game for M. Beasley,10,14
50,1,6:10.0,,Turnover by K. Caldwell-Pope (bad pass; steal by R. Holmes),10,14
51,1,6:00.0,M. Bridges makes 3-pt jump shot from 27 ft (assist by E. Okobo),,13,14
52,1,5:45.0,,R. Rondo misses 2-pt layup from 2 ft (block by E. Okobo),13,14
53,1,5:44.0,,Offensive rebound by I. Zubac,13,14
54,1,5:42.0,,I. Zubac makes 2-pt layup from 1 ft,13,16
55,1,5:28.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),,16,16
56,1,5:02.0,,B. Ingram makes 2-pt layup from 4 ft,16,18
57,1,4:55.0,Personal foul by K. Caldwell-Pope (drawn by R. Holmes),,16,18
58,1,4:43.0,E. Okobo misses 2-pt layup from 6 ft,,16,18
59,1,4:43.0,Offensive rebound by R. Holmes,,16,18
60,1,4:43.0,Shooting foul by R. Rondo (drawn by R. Holmes),,16,18
61,1,4:43.0,R. Holmes makes free throw 1 of 2,,17,18
62,1,4:43.0,R. Holmes makes free throw 2 of 2,,18,18
63,1,4:35.0,,R. Rondo makes 2-pt layup from 5 ft,18,20
64,1,4:35.0,Violation by Team (def goaltending),,18,20
65,1,4:24.0,Turnover by D. Booker (bad pass; steal by K. Caldwell-Pope),,18,20
66,1,4:20.0,,K. Caldwell-Pope makes 2-pt jump shot from 6 ft,18,22
67,1,4:02.0,M. Bridges misses 3-pt jump shot from 25 ft,,18,22
68,1,4:01.0,,Defensive rebound by Team,18,22
69,1,4:01.0,J. Crawford enters the game for E. Okobo,,18,22
70,1,4:01.0,,J. McGee enters the game for I. Zubac,18,22
71,1,3:49.0,,Turnover by J. Hart (traveling),18,22
72,1,3:39.0,D. Booker misses 2-pt layup from 5 ft (block by J. Hart),,18,22
73,1,3:36.0,,Defensive rebound by K. Caldwell-Pope,18,22
74,1,3:34.0,,K. Caldwell-Pope misses 2-pt dunk from 1 ft,18,22
75,1,3:34.0,Defensive rebound by Team,,18,22
76,1,3:15.0,R. Holmes makes 2-pt layup from 2 ft (assist by J. Crawford),,20,22
77,1,3:06.0,,R. Rondo misses 2-pt jump shot from 17 ft,20,22
78,1,3:01.0,Defensive rebound by M. Bridges,,20,22
79,1,2:55.0,D. Booker makes 2-pt jump shot from 7 ft,,22,22
80,1,2:35.0,,Personal foul by K. Oubre (drawn by B. Ingram),22,22
81,1,2:35.0,J. Jackson enters the game for M. Bridges,,22,22
82,1,2:35.0,,L. Stephenson enters the game for K. Caldwell-Pope,22,22
83,1,2:29.0,,Shooting foul by R. Holmes (drawn by B. Ingram),22,22
84,1,2:29.0,,B. Ingram makes free throw 1 of 2,22,23
85,1,2:29.0,,B. Ingram misses free throw 2 of 2,22,23
86,1,2:26.0,Defensive rebound by K. Oubre,,22,23
87,1,2:22.0,Turnover by D. Booker (bad pass),,22,23
88,1,2:07.0,,Offensive foul by J. McGee (drawn by K. Oubre),22,23
89,1,2:07.0,,Turnover by J. McGee (offensive foul),22,23
90,1,1:48.0,K. Oubre misses 2-pt jump shot from 8 ft,,22,23
91,1,1:45.0,,Defensive rebound by J. Hart,22,23
92,1,1:39.0,,L. Stephenson misses 3-pt jump shot from 26 ft,22,23
93,1,1:34.0,,Offensive rebound by J. McGee,22,23
94,1,1:29.0,,B. Ingram makes 2-pt layup from 2 ft (assist by R. Rondo),22,25
95,1,1:20.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by D. Booker),,25,25
96,1,1:06.0,,J. McGee makes 2-pt layup from 1 ft (assist by L. Stephenson),25,27
97,1,1:06.0,,Shooting foul by R. Holmes (drawn by J. McGee),25,27
98,1,1:06.0,D. Bender enters the game for D. Booker,,25,27
99,1,1:06.0,T. Daniels enters the game for R. Holmes,,25,27
100,1,1:06.0,,J. McGee makes free throw 1 of 1,25,28
101,1,0:53.0,J. Crawford misses 2-pt jump shot from 9 ft,,25,28
102,1,0:52.0,,Defensive rebound by L. Stephenson,25,28
103,1,0:46.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by B. Ingram),25,31
104,1,0:30.0,Turnover by J. Jackson (bad pass; steal by L. Stephenson),,25,31
105,1,0:24.0,,J. McGee misses 2-pt layup from 6 ft (block by D. Bender),25,31
106,1,0:23.0,Defensive rebound by K. Oubre,,25,31
107,1,0:23.0,Personal take foul by B. Ingram (drawn by K. Oubre),,25,31
108,1,0:14.0,Personal foul by L. Stephenson (drawn by J. Crawford),,25,31
109,1,0:14.0,J. Crawford makes free throw 1 of 2,,26,31
110,1,0:14.0,J. Crawford makes free throw 2 of 2,,27,31
111,1,0:01.0,,B. Ingram misses 2-pt jump shot from 19 ft,27,31
112,1,0:01.0,,Offensive rebound by Team,27,31
113,2,11:58.0,,Violation by Team (delay of game),27,31
114,2,11:51.0,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Crawford),,29,31
115,2,11:37.0,,J. McGee makes 2-pt layup from 3 ft (assist by M. Beasley),29,33
116,2,11:23.0,K. Oubre misses 2-pt jump shot from 9 ft,,29,33
117,2,11:20.0,Offensive rebound by J. Jackson,,29,33
118,2,11:12.0,T. Daniels misses 3-pt jump shot from 23 ft,,29,33
119,2,11:10.0,,Defensive rebound by M. Beasley,29,33
120,2,10:58.0,,J. Hart misses 3-pt jump shot from 26 ft,29,33
121,2,10:55.0,Defensive rebound by D. Bender,,29,33
122,2,10:52.0,Turnover by J. Crawford (bad pass; steal by S. Mykhailiuk),,29,33
123,2,10:47.0,,L. Stephenson makes 3-pt jump shot from 23 ft (assist by J. Hart),29,36
124,2,10:26.0,J. Crawford makes 2-pt jump shot from 18 ft,,31,36
125,2,10:15.0,,L. Stephenson makes 2-pt layup from 2 ft,31,38
126,2,10:05.0,Offensive foul by T. Daniels (drawn by S. Mykhailiuk),,31,38
127,2,10:05.0,Turnover by T. Daniels (offensive foul),,31,38
128,2,9:50.0,,M. Beasley makes 2-pt layup from 1 ft (assist by J. Hart),31,40
129,2,9:40.0,K. Oubre misses 3-pt jump shot from 28 ft,,31,40
130,2,9:37.0,,Defensive rebound by J. McGee,31,40
131,2,9:28.0,,J. McGee misses 2-pt layup from 2 ft,31,40
132,2,9:26.0,,Offensive rebound by L. Stephenson,31,40
133,2,9:23.0,,M. Beasley misses 2-pt layup from 4 ft (block by K. Oubre),31,40
134,2,9:23.0,,Offensive rebound by Team,31,40
135,2,9:23.0,M. Bridges enters the game for D. Bender,,31,40
136,2,9:23.0,R. Holmes enters the game for K. Oubre,,31,40
137,2,9:20.0,,S. Mykhailiuk misses 2-pt jump shot from 19 ft,31,40
138,2,9:19.0,,Offensive rebound by M. Beasley,31,40
139,2,9:18.0,,Turnover by M. Beasley (bad pass),31,40
140,2,9:07.0,J. Crawford misses 2-pt jump shot from 21 ft,,31,40
141,2,9:01.0,Offensive rebound by M. Bridges,,31,40
142,2,9:01.0,M. Bridges misses 2-pt layup at rim,,31,40
143,2,9:01.0,Offensive rebound by R. Holmes,,31,40
144,2,9:01.0,Personal foul by M. Beasley (drawn by R. Holmes),,31,40
145,2,8:55.0,Personal foul by J. McGee (drawn by R. Holmes),,31,40
146,2,8:50.0,Shooting foul by J. McGee (drawn by J. Jackson),,31,40
147,2,8:50.0,J. Jackson makes free throw 1 of 2,,32,40
148,2,8:50.0,,I. Zubac enters the game for J. McGee,32,40
149,2,8:50.0,J. Jackson makes free throw 2 of 2,,33,40
150,2,8:35.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by L. Stephenson),33,42
151,2,8:21.0,T. Daniels misses 3-pt jump shot from 26 ft,,33,42
152,2,8:20.0,,Defensive rebound by Team,33,42
153,2,8:07.0,,M. Beasley misses 2-pt layup from 8 ft (block by R. Holmes),33,42
154,2,8:04.0,,M. Beasley misses 2-pt jump shot from 5 ft,33,42
155,2,8:04.0,,Offensive rebound by M. Beasley,33,42
156,2,8:02.0,Defensive rebound by J. Jackson,,33,42
157,2,7:57.0,R. Holmes misses 2-pt hook shot from 5 ft (block by M. Beasley),,33,42
158,2,7:54.0,,Defensive rebound by L. Stephenson,33,42
159,2,7:48.0,,Personal foul by R. Holmes (drawn by I. Zubac),33,42
160,2,7:48.0,,LA Lakers full timeout,33,42
161,2,7:48.0,D. Bender enters the game for J. Crawford,,33,42
162,2,7:48.0,D. Booker enters the game for R. Holmes,,33,42
163,2,7:37.0,,M. Beasley makes 2-pt jump shot from 4 ft (assist by L. Stephenson),33,44
164,2,7:24.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by J. Jackson),,36,44
165,2,7:06.0,,Turnover by I. Zubac (lost ball; steal by T. Daniels),36,44
166,2,7:01.0,Offensive foul by J. Jackson (drawn by S. Mykhailiuk),,36,44
167,2,7:01.0,Turnover by J. Jackson (offensive foul),,36,44
168,2,7:01.0,,K. Caldwell-Pope enters the game for M. Beasley,36,44
169,2,7:01.0,,B. Ingram enters the game for J. Hart,36,44
170,2,7:01.0,,R. Rondo enters the game for L. Stephenson,36,44
171,2,6:47.0,,Turnover by K. Caldwell-Pope (bad pass; steal by M. Bridges),36,44
172,2,6:35.0,J. Jackson misses 2-pt layup from 3 ft,,36,44
173,2,6:33.0,,Defensive rebound by I. Zubac,36,44
174,2,6:26.0,,B. Ingram makes 2-pt layup from 1 ft (assist by R. Rondo),36,46
175,2,6:25.0,Phoenix full timeout,,36,46
176,2,6:12.0,J. Jackson misses 2-pt layup from 3 ft,,36,46
177,2,6:10.0,,Defensive rebound by I. Zubac,36,46
178,2,5:55.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft,36,46
179,2,5:52.0,Defensive rebound by J. Jackson,,36,46
180,2,5:42.0,D. Bender misses 3-pt jump shot from 24 ft,,36,46
181,2,5:39.0,,Defensive rebound by B. Ingram,36,46
182,2,5:30.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by B. Ingram),36,48
183,2,5:08.0,Turnover by T. Daniels (bad pass; steal by B. Ingram),,36,48
184,2,5:04.0,,S. Mykhailiuk misses 2-pt layup from 2 ft,36,48
185,2,5:03.0,Defensive rebound by D. Booker,,36,48
186,2,5:03.0,Personal take foul by R. Rondo (drawn by D. Booker),,36,48
187,2,5:03.0,K. Oubre enters the game for J. Jackson,,36,48
188,2,5:03.0,,J. Hart enters the game for S. Mykhailiuk,36,48
189,2,4:50.0,D. Booker misses 2-pt jump shot from 7 ft,,36,48
190,2,4:50.0,Offensive rebound by D. Bender,,36,48
191,2,4:50.0,D. Bender makes 2-pt layup at rim,,38,48
192,2,4:50.0,Shooting foul by J. Hart (drawn by D. Bender),,38,48
193,2,4:50.0,D. Bender makes free throw 1 of 1,,39,48
194,2,4:34.0,,B. Ingram makes 2-pt layup from 1 ft,39,50
195,2,4:16.0,Turnover by K. Oubre (bad pass; steal by K. Caldwell-Pope),,39,50
196,2,4:07.0,,Personal foul by D. Booker (drawn by J. Hart),39,50
197,2,4:07.0,J. Crawford enters the game for D. Bender,,39,50
198,2,4:07.0,E. Terry enters the game for T. Daniels,,39,50
199,2,3:59.0,,Turnover by R. Rondo (bad pass; steal by K. Oubre),39,50
200,2,3:47.0,Turnover by K. Oubre (lost ball; steal by B. Ingram),,39,50
201,2,3:35.0,,I. Zubac makes 2-pt layup from 3 ft (assist by B. Ingram),39,52
202,2,3:27.0,D. Booker makes 2-pt jump shot from 15 ft,,41,52
203,2,3:27.0,Shooting foul by K. Caldwell-Pope (drawn by D. Booker),,41,52
204,2,3:27.0,D. Booker makes free throw 1 of 1,,42,52
205,2,3:12.0,,B. Ingram makes 2-pt jump shot from 14 ft,42,54
206,2,2:49.0,J. Crawford misses 3-pt jump shot from 23 ft,,42,54
207,2,2:45.0,,Defensive rebound by I. Zubac,42,54
208,2,2:38.0,,J. Hart misses 3-pt jump shot from 25 ft,42,54
209,2,2:37.0,,Offensive rebound by Team,42,54
210,2,2:34.0,,J. Hart makes 2-pt dunk from 1 ft (assist by R. Rondo),42,56
211,2,2:20.0,D. Booker misses 2-pt layup from 4 ft,,42,56
212,2,2:20.0,,Defensive rebound by Team,42,56
213,2,2:08.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Rondo),42,58
214,2,2:08.0,,Shooting foul by K. Oubre (drawn by K. Caldwell-Pope),42,58
215,2,2:08.0,,K. Caldwell-Pope makes free throw 1 of 1,42,59
216,2,1:56.0,E. Terry makes 2-pt layup from 2 ft (assist by D. Booker),,44,59
217,2,1:40.0,,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by R. Rondo),44,61
218,2,1:26.0,Shooting foul by B. Ingram (drawn by K. Oubre),,44,61
219,2,1:26.0,K. Oubre makes free throw 1 of 2,,45,61
220,2,1:26.0,K. Oubre makes free throw 2 of 2,,46,61
221,2,1:15.0,,R. Rondo makes 2-pt layup from 1 ft,46,63
222,2,1:09.0,D. Booker makes 2-pt layup from 3 ft,,48,63
223,2,1:09.0,Shooting foul by I. Zubac (drawn by D. Booker),,48,63
224,2,1:09.0,,S. Mykhailiuk enters the game for B. Ingram,48,63
225,2,1:09.0,D. Booker makes free throw 1 of 1,,49,63
226,2,0:48.0,,I. Zubac makes 2-pt hook shot from 3 ft (assist by S. Mykhailiuk),49,65
227,2,0:39.0,Personal foul by I. Zubac (drawn by M. Bridges),,49,65
228,2,0:39.0,M. Bridges makes free throw 1 of 2,,50,65
229,2,0:39.0,,M. Beasley enters the game for I. Zubac,50,65
230,2,0:39.0,M. Bridges makes free throw 2 of 2,,51,65
231,2,0:30.0,,Turnover by M. Beasley (bad pass),51,65
232,2,0:10.0,K. Oubre misses 3-pt jump shot from 25 ft,,51,65
233,2,0:06.0,E. Terry makes 2-pt layup at rim,,53,65
234,2,0:06.0,Offensive rebound by E. Terry,,53,65
235,2,0:01.0,,R. Rondo misses 2-pt layup from 4 ft,53,65
236,2,0:01.0,Defensive rebound by E. Terry,,53,65
237,3,11:47.0,D. Booker misses 2-pt jump shot from 19 ft,,53,65
238,3,11:45.0,,Defensive rebound by Team,53,65
239,3,11:30.0,,I. Zubac makes 2-pt hook shot from 5 ft (assist by M. Beasley),53,67
240,3,11:07.0,J. Jackson misses 3-pt jump shot from 25 ft,,53,67
241,3,11:04.0,Offensive rebound by D. Booker,,53,67
242,3,11:03.0,D. Booker misses 2-pt jump shot from 17 ft,,53,67
243,3,11:03.0,,Defensive rebound by I. Zubac,53,67
244,3,10:59.0,,Turnover by R. Rondo (bad pass),53,67
245,3,10:40.0,Turnover by D. Booker (bad pass),,53,67
246,3,10:26.0,,I. Zubac makes 2-pt layup from 2 ft (assist by B. Ingram),53,69
247,3,10:11.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by E. Okobo),,56,69
248,3,9:50.0,,I. Zubac misses 2-pt layup from 5 ft (block by R. Holmes),56,69
249,3,9:47.0,,Offensive rebound by K. Caldwell-Pope,56,69
250,3,9:47.0,,Shooting foul by M. Bridges (drawn by B. Ingram),56,69
251,3,9:47.0,,B. Ingram makes free throw 1 of 2,56,70
252,3,9:47.0,,B. Ingram misses free throw 2 of 2,56,70
253,3,9:44.0,Defensive rebound by M. Bridges,,56,70
254,3,9:36.0,Personal foul by R. Rondo (drawn by D. Booker),,56,70
255,3,9:31.0,E. Okobo misses 3-pt jump shot from 27 ft,,56,70
256,3,9:23.0,Offensive rebound by J. Jackson,,56,70
257,3,9:23.0,J. Jackson misses 2-pt dunk from 1 ft,,56,70
258,3,9:23.0,Offensive rebound by R. Holmes,,56,70
259,3,9:19.0,R. Holmes makes 2-pt layup from 2 ft,,58,70
260,3,9:02.0,,M. Beasley makes 2-pt jump shot from 4 ft,58,72
261,3,8:57.0,D. Booker makes 2-pt jump shot from 5 ft,,60,72
262,3,8:57.0,Shooting foul by K. Caldwell-Pope (drawn by D. Booker),,60,72
263,3,8:57.0,D. Booker makes free throw 1 of 1,,61,72
264,3,8:43.0,,I. Zubac misses 2-pt layup from 4 ft (block by R. Holmes),61,72
265,3,8:40.0,Defensive rebound by R. Holmes,,61,72
266,3,8:24.0,D. Booker misses 2-pt dunk from 3 ft (block by M. Beasley),,61,72
267,3,8:23.0,,Defensive rebound by K. Caldwell-Pope,61,72
268,3,8:23.0,,Personal take foul by E. Okobo (drawn by K. Caldwell-Pope),61,72
269,3,8:07.0,,M. Beasley misses 2-pt hook shot from 6 ft,61,72
270,3,8:05.0,Defensive rebound by R. Holmes,,61,72
271,3,8:00.0,D. Booker makes 2-pt layup from 1 ft,,63,72
272,3,7:37.0,,M. Beasley misses 2-pt jump shot from 5 ft,63,72
273,3,7:37.0,,Offensive rebound by Team,63,72
274,3,7:37.0,Loose ball foul by E. Okobo (drawn by I. Zubac),,63,72
275,3,7:25.0,,B. Ingram misses 2-pt layup from 2 ft,63,72
276,3,7:22.0,,Offensive rebound by I. Zubac,63,72
277,3,7:22.0,,I. Zubac misses 2-pt layup at rim,63,72
278,3,7:21.0,,Offensive rebound by K. Caldwell-Pope,63,72
279,3,7:11.0,,R. Rondo makes 2-pt jump shot from 6 ft,63,74
280,3,7:00.0,Shooting foul by M. Beasley (drawn by R. Holmes),,63,74
281,3,7:00.0,R. Holmes makes free throw 1 of 2,,64,74
282,3,7:00.0,R. Holmes makes free throw 2 of 2,,65,74
283,3,6:43.0,,B. Ingram makes 3-pt jump shot from 22 ft (assist by R. Rondo),65,77
284,3,6:21.0,J. Jackson makes 2-pt jump shot from 18 ft,,67,77
285,3,6:08.0,,Shooting foul by M. Bridges (drawn by I. Zubac),67,77
286,3,6:08.0,,LA Lakers full timeout,67,77
287,3,6:08.0,,I. Zubac makes free throw 1 of 2,67,78
288,3,6:08.0,,I. Zubac makes free throw 2 of 2,67,79
289,3,5:43.0,E. Okobo makes 2-pt jump shot from 5 ft,,69,79
290,3,5:22.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by M. Beasley),69,82
291,3,5:08.0,Turnover by E. Okobo (lost ball; steal by R. Rondo),,69,82
292,3,4:50.0,,M. Beasley misses 2-pt layup from 3 ft,69,82
293,3,4:47.0,,Offensive rebound by I. Zubac,69,82
294,3,4:47.0,,I. Zubac makes 2-pt layup at rim,69,84
295,3,4:47.0,Phoenix full timeout,,69,84
296,3,4:47.0,J. Crawford enters the game for R. Holmes,,69,84
297,3,4:47.0,K. Oubre enters the game for J. Jackson,,69,84
298,3,4:47.0,E. Terry enters the game for E. Okobo,,69,84
299,3,4:38.0,Personal foul by M. Beasley (drawn by E. Terry),,69,84
300,3,4:25.0,M. Bridges misses 3-pt jump shot from 23 ft,,69,84
301,3,4:21.0,Offensive rebound by K. Oubre,,69,84
302,3,4:14.0,K. Oubre misses 2-pt layup from 6 ft (block by B. Ingram),,69,84
303,3,4:14.0,Offensive rebound by Team,,69,84
304,3,4:12.0,D. Booker makes 2-pt jump shot from 18 ft (assist by K. Oubre),,71,84
305,3,4:04.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Rondo),71,87
306,3,3:54.0,D. Booker makes 2-pt layup from 1 ft,,73,87
307,3,3:34.0,,Turnover by M. Beasley (bad pass),73,87
308,3,3:34.0,,J. McGee enters the game for I. Zubac,73,87
309,3,3:21.0,M. Bridges makes 2-pt layup from 2 ft (assist by J. Crawford),,75,87
310,3,3:21.0,,LA Lakers full timeout,75,87
311,3,3:21.0,,J. Hart enters the game for M. Beasley,75,87
312,3,3:09.0,,Shooting foul by E. Terry (drawn by B. Ingram),75,87
313,3,3:09.0,,B. Ingram misses free throw 1 of 2,75,87
314,3,3:09.0,,Offensive rebound by Team,75,87
315,3,3:09.0,,B. Ingram makes free throw 2 of 2,75,88
316,3,2:57.0,Personal foul by J. McGee (drawn by K. Oubre),,75,88
317,3,2:57.0,K. Oubre makes free throw 1 of 2,,76,88
318,3,2:57.0,K. Oubre makes free throw 2 of 2,,77,88
319,3,2:42.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,77,88
320,3,2:40.0,Defensive rebound by M. Bridges,,77,88
321,3,2:36.0,J. Crawford misses 3-pt jump shot from 27 ft,,77,88
322,3,2:31.0,,Defensive rebound by K. Caldwell-Pope,77,88
323,3,2:25.0,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Crawford),77,88
324,3,2:21.0,Shooting foul by B. Ingram (drawn by E. Terry),,77,88
325,3,2:21.0,E. Terry misses free throw 1 of 2,,77,88
326,3,2:21.0,Offensive rebound by Team,,77,88
327,3,2:21.0,,S. Mykhailiuk enters the game for K. Caldwell-Pope,77,88
328,3,2:21.0,,L. Stephenson enters the game for J. Hart,77,88
329,3,2:21.0,E. Terry makes free throw 2 of 2,,78,88
330,3,2:11.0,,Turnover by R. Rondo (lost ball; steal by J. Crawford),78,88
331,3,2:06.0,E. Terry misses 2-pt layup from 2 ft,,78,88
332,3,2:02.0,,Defensive rebound by B. Ingram,78,88
333,3,1:59.0,,S. Mykhailiuk misses 3-pt jump shot from 27 ft,78,88
334,3,1:52.0,Defensive rebound by M. Bridges,,78,88
335,3,1:46.0,Turnover by M. Bridges (bad pass),,78,88
336,3,1:37.0,,L. Stephenson makes 2-pt layup from 3 ft,78,90
337,3,1:18.0,Personal foul by B. Ingram (drawn by M. Bridges),,78,90
338,3,1:18.0,Offensive rebound by Team,,78,90
339,3,1:18.0,M. Bridges misses free throw 1 of 2,,78,90
340,3,1:18.0,,A. Caruso enters the game for B. Ingram,78,90
341,3,1:18.0,M. Bridges makes free throw 2 of 2,,79,90
342,3,0:57.0,,Turnover by S. Mykhailiuk (lost ball; steal by E. Terry),79,90
343,3,0:48.0,K. Oubre misses 2-pt layup from 6 ft,,79,90
344,3,0:45.0,Offensive rebound by E. Terry,,79,90
345,3,0:44.0,E. Terry misses 2-pt layup from 2 ft,,79,90
346,3,0:43.0,,Defensive rebound by J. McGee,79,90
347,3,0:43.0,,K. Caldwell-Pope enters the game for S. Mykhailiuk,79,90
348,3,0:30.0,,Turnover by J. McGee (bad pass; steal by E. Terry),79,90
349,3,0:26.0,D. Booker makes 2-pt layup from 1 ft (assist by E. Terry),,81,90
350,3,0:04.0,,Personal foul by D. Booker (drawn by J. McGee),81,90
351,3,0:04.0,R. Holmes enters the game for M. Bridges,,81,90
352,3,0:04.0,,J. McGee misses free throw 1 of 2,81,90
353,3,0:04.0,,Offensive rebound by Team,81,90
354,3,0:04.0,D. Bender enters the game for E. Terry,,81,90
355,3,0:04.0,,J. McGee misses free throw 2 of 2,81,90
356,3,0:04.0,Defensive rebound by R. Holmes,,81,90
357,3,0:00.0,D. Booker misses 3-pt jump shot from 34 ft,,81,90
358,3,0:00.0,Offensive rebound by Team,,81,90
359,4,11:46.0,,Personal foul by R. Holmes (drawn by I. Zubac),81,90
360,4,11:33.0,,M. Beasley misses 2-pt hook shot from 6 ft,81,90
361,4,11:32.0,Defensive rebound by R. Holmes,,81,90
362,4,11:27.0,K. Oubre misses 2-pt layup from 4 ft (block by B. Ingram),,81,90
363,4,11:27.0,Offensive rebound by Team,,81,90
364,4,11:25.0,R. Holmes makes 2-pt dunk from 2 ft (assist by K. Oubre),,83,90
365,4,11:25.0,Shooting foul by B. Ingram (drawn by R. Holmes),,83,90
366,4,11:25.0,,LA Lakers full timeout,83,90
367,4,11:25.0,,R. Rondo enters the game for B. Ingram,83,90
368,4,11:25.0,R. Holmes makes free throw 1 of 1,,84,90
369,4,11:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,84,90
370,4,11:05.0,Defensive rebound by J. Jackson,,84,90
371,4,10:50.0,J. Crawford misses 3-pt jump shot from 22 ft,,84,90
372,4,10:47.0,,Defensive rebound by I. Zubac,84,90
373,4,10:30.0,,L. Stephenson makes 3-pt jump shot from 23 ft (assist by M. Beasley),84,93
374,4,10:12.0,D. Booker misses 2-pt jump shot from 3 ft,,84,93
375,4,10:09.0,,Defensive rebound by I. Zubac,84,93
376,4,10:09.0,,Personal take foul by D. Booker (drawn by I. Zubac),84,93
377,4,9:57.0,,L. Stephenson makes 2-pt layup from 4 ft,84,95
378,4,9:44.0,D. Booker makes 2-pt layup from 2 ft (assist by J. Crawford),,86,95
