,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ORLANDO_ACTION,OKLAHOMA CITY_SCORE,ORLANDO_SCORE
34,1,8:51.0,,Defensive rebound by N. Vučević,5,12
35,1,8:43.0,,Turnover by N. Vučević (3 sec),5,12
36,1,8:34.0,Personal foul by A. Gordon (drawn by P. George),,5,12
37,1,8:30.0,N. Noel makes 2-pt dunk from 3 ft (assist by R. Westbrook),,7,12
38,1,8:16.0,,D. Augustin misses 3-pt jump shot from 26 ft,7,12
39,1,8:16.0,Defensive rebound by P. George,,7,12
40,1,8:06.0,P. George makes 2-pt jump shot from 20 ft,,9,12
41,1,7:53.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),9,15
42,1,7:37.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,11,15
43,1,7:25.0,,Turnover by E. Fournier (bad pass),11,15
44,1,7:14.0,Shooting foul by A. Gordon (drawn by P. George),,11,15
45,1,7:14.0,P. George makes free throw 1 of 2,,12,15
46,1,7:14.0,P. George makes free throw 2 of 2,,13,15
47,1,6:54.0,,N. Vučević misses 2-pt hook shot from 9 ft,13,15
48,1,6:54.0,,Offensive rebound by Team,13,15
49,1,6:52.0,,Orlando full timeout,13,15
50,1,6:47.0,,E. Fournier misses 2-pt layup from 2 ft (block by N. Noel),13,15
51,1,6:47.0,Defensive rebound by Team,,13,15
52,1,6:33.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,16,15
53,1,6:23.0,Technical foul by S. Clifford,,16,15
54,1,6:23.0,P. George makes technical free throw,,17,15
55,1,6:16.0,,E. Fournier makes 2-pt layup from 2 ft (assist by J. Isaac),17,17
56,1,6:13.0,Personal foul by E. Fournier (drawn by R. Westbrook),,17,17
57,1,6:13.0,R. Westbrook misses free throw 1 of 2,,17,17
58,1,6:13.0,Offensive rebound by Team,,17,17
59,1,6:13.0,,T. Ross enters the game for A. Gordon,17,17
60,1,6:13.0,R. Westbrook misses free throw 2 of 2,,17,17
61,1,6:10.0,Offensive rebound by P. George,,17,17
62,1,6:03.0,P. George misses 2-pt jump shot from 15 ft,,17,17
63,1,6:00.0,,Defensive rebound by J. Isaac,17,17
64,1,5:53.0,,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),17,19
65,1,5:42.0,R. Westbrook makes 2-pt jump shot from 12 ft,,19,19
66,1,5:30.0,,D. Augustin misses 2-pt layup from 2 ft,19,19
67,1,5:30.0,,Offensive rebound by E. Fournier,19,19
68,1,5:25.0,,N. Vučević misses 3-pt jump shot from 26 ft,19,19
69,1,5:22.0,Defensive rebound by P. George,,19,19
70,1,5:17.0,P. George makes 2-pt jump shot from 6 ft,,21,19
71,1,4:57.0,,J. Isaac misses 3-pt jump shot from 26 ft,21,19
72,1,4:54.0,Defensive rebound by N. Noel,,21,19
73,1,4:49.0,Offensive foul by R. Westbrook (drawn by J. Isaac),,21,19
74,1,4:49.0,Turnover by R. Westbrook (offensive foul),,21,19
75,1,4:49.0,A. Nader enters the game for H. Diallo,,21,19
76,1,4:49.0,D. Schröder enters the game for P. George,,21,19
77,1,4:49.0,,J. Grant enters the game for D. Augustin,21,19
78,1,4:49.0,,J. Simmons enters the game for E. Fournier,21,19
79,1,4:42.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by J. Grant),21,22
80,1,4:28.0,N. Noel misses 2-pt jump shot from 14 ft,,21,22
81,1,4:25.0,,Defensive rebound by T. Ross,21,22
82,1,4:18.0,,N. Vučević makes 2-pt layup from 2 ft (assist by T. Ross),21,24
83,1,4:18.0,Violation by Team (def goaltending),,21,24
84,1,4:05.0,J. Grant misses 2-pt jump shot from 6 ft,,21,24
85,1,4:02.0,,Defensive rebound by J. Grant,21,24
86,1,3:58.0,,T. Ross misses 3-pt jump shot from 26 ft,21,24
87,1,3:56.0,Defensive rebound by Team,,21,24
88,1,3:56.0,P. Patterson enters the game for J. Grant,,21,24
89,1,3:36.0,Personal foul by J. Isaac (drawn by R. Westbrook),,21,24
90,1,3:36.0,R. Westbrook makes free throw 1 of 2,,22,24
91,1,3:36.0,R. Westbrook makes free throw 2 of 2,,23,24
92,1,3:19.0,,T. Ross makes 2-pt jump shot from 14 ft,23,26
93,1,3:07.0,R. Westbrook makes 2-pt layup from 1 ft,,25,26
94,1,2:55.0,,J. Simmons misses 2-pt jump shot from 7 ft,25,26
95,1,2:50.0,Defensive rebound by N. Noel,,25,26
96,1,2:49.0,Personal foul by J. Simmons (drawn by R. Westbrook),,25,26
97,1,2:49.0,Oklahoma City full timeout,,25,26
98,1,2:49.0,J. Grant enters the game for N. Noel,,25,26
99,1,2:49.0,,M. Bamba enters the game for J. Isaac,25,26
100,1,2:49.0,,A. Gordon enters the game for N. Vučević,25,26
101,1,2:49.0,R. Westbrook makes free throw 1 of 2,,26,26
102,1,2:49.0,R. Westbrook makes free throw 2 of 2,,27,26
103,1,2:34.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by A. Gordon),27,28
104,1,2:19.0,A. Nader misses 3-pt jump shot from 26 ft,,27,28
105,1,2:15.0,,Defensive rebound by J. Simmons,27,28
106,1,2:08.0,,A. Gordon misses 2-pt jump shot from 18 ft,27,28
107,1,2:05.0,Defensive rebound by A. Nader,,27,28
108,1,1:57.0,P. Patterson misses 3-pt jump shot from 26 ft,,27,28
109,1,1:54.0,,Defensive rebound by A. Gordon,27,28
110,1,1:46.0,,A. Gordon misses 3-pt jump shot from 26 ft,27,28
111,1,1:43.0,Defensive rebound by D. Schröder,,27,28
112,1,1:33.0,J. Grant makes 2-pt layup from 3 ft (assist by D. Schröder),,29,28
113,1,1:17.0,,Shooting foul by R. Westbrook (drawn by M. Bamba),29,28
114,1,1:17.0,,M. Bamba makes free throw 1 of 2,29,29
115,1,1:17.0,P. George enters the game for R. Westbrook,,29,29
116,1,1:17.0,,M. Bamba makes free throw 2 of 2,29,30
117,1,1:07.0,D. Schröder misses 2-pt jump shot from 19 ft,,29,30
118,1,1:04.0,,Defensive rebound by M. Bamba,29,30
119,1,0:56.0,,J. Simmons misses 2-pt layup from 1 ft,29,30
120,1,0:54.0,,Offensive rebound by M. Bamba,29,30
121,1,0:54.0,,M. Bamba makes 2-pt layup at rim,29,32
122,1,0:47.0,P. George makes 2-pt jump shot from 21 ft,,31,32
123,1,0:31.0,,J. Simmons makes 3-pt jump shot from 26 ft,31,35
124,1,0:11.0,Shooting foul by J. Grant (drawn by D. Schröder),,31,35
125,1,0:11.0,D. Schröder misses free throw 1 of 2,,31,35
126,1,0:11.0,Offensive rebound by Team,,31,35
127,1,0:11.0,D. Schröder makes free throw 2 of 2,,32,35
128,1,0:00.0,,Turnover by J. Grant (bad pass; steal by J. Grant),32,35
129,2,11:49.0,Shooting foul by J. Simmons (drawn by P. George),,32,35
130,2,11:49.0,P. George makes free throw 1 of 2,,33,35
131,2,11:49.0,P. George makes free throw 2 of 2,,34,35
132,2,11:30.0,,A. Gordon misses 3-pt jump shot from 25 ft,34,35
133,2,11:27.0,,Offensive rebound by D. Augustin,34,35
134,2,11:24.0,,T. Ross misses 3-pt jump shot from 26 ft,34,35
135,2,11:21.0,Defensive rebound by P. George,,34,35
136,2,11:16.0,P. George makes 2-pt jump shot from 16 ft,,36,35
137,2,10:47.0,,A. Gordon misses 3-pt jump shot from 23 ft,36,35
138,2,10:38.0,Defensive rebound by P. Patterson,,36,35
139,2,10:38.0,A. Nader misses 2-pt layup from 1 ft,,36,35
140,2,10:38.0,,Defensive rebound by J. Simmons,36,35
141,2,10:30.0,,J. Simmons misses 3-pt jump shot from 26 ft,36,35
142,2,10:27.0,Defensive rebound by J. Grant,,36,35
143,2,10:12.0,D. Schröder makes 2-pt layup from 1 ft,,38,35
144,2,9:53.0,,Shooting foul by J. Grant (drawn by J. Simmons),38,35
145,2,9:53.0,,J. Simmons misses free throw 1 of 2,38,35
146,2,9:53.0,,Offensive rebound by Team,38,35
147,2,9:53.0,,J. Simmons misses free throw 2 of 2,38,35
148,2,9:51.0,Defensive rebound by J. Grant,,38,35
149,2,9:36.0,P. Patterson misses 2-pt jump shot from 10 ft,,38,35
150,2,9:33.0,,Defensive rebound by T. Ross,38,35
151,2,9:19.0,,T. Ross misses 2-pt jump shot from 14 ft,38,35
152,2,9:15.0,Defensive rebound by A. Nader,,38,35
153,2,9:06.0,Personal foul by D. Augustin (drawn by J. Grant),,38,35
154,2,8:57.0,J. Grant makes 2-pt layup from 3 ft (assist by D. Schröder),,40,35
155,2,8:57.0,,Violation by Team (def goaltending),40,35
156,2,8:42.0,,A. Gordon misses 3-pt jump shot from 24 ft,40,35
157,2,8:38.0,,Offensive rebound by M. Bamba,40,35
158,2,8:35.0,,M. Bamba misses 3-pt jump shot from 23 ft,40,35
159,2,8:31.0,Defensive rebound by D. Schröder,,40,35
160,2,8:25.0,P. Patterson misses 3-pt jump shot from 25 ft,,40,35
161,2,8:22.0,,Defensive rebound by T. Ross,40,35
162,2,8:15.0,,M. Bamba makes 3-pt jump shot from 26 ft (assist by J. Simmons),40,38
163,2,7:58.0,P. George makes 2-pt jump shot from 9 ft,,42,38
164,2,7:58.0,Shooting foul by M. Bamba (drawn by P. George),,42,38
165,2,7:58.0,Á. Abrines enters the game for A. Nader,,42,38
166,2,7:58.0,R. Westbrook enters the game for D. Schröder,,42,38
167,2,7:58.0,,E. Fournier enters the game for D. Augustin,42,38
168,2,7:58.0,,J. Grant enters the game for J. Simmons,42,38
169,2,7:58.0,P. George makes free throw 1 of 1,,43,38
170,2,7:43.0,,T. Ross misses 2-pt jump shot from 10 ft,43,38
171,2,7:39.0,,Offensive rebound by T. Ross,43,38
172,2,7:33.0,,M. Bamba misses 2-pt hook shot from 6 ft,43,38
173,2,7:31.0,Defensive rebound by Á. Abrines,,43,38
174,2,7:28.0,J. Grant misses 2-pt dunk from 4 ft,,43,38
175,2,7:25.0,,Defensive rebound by M. Bamba,43,38
176,2,7:20.0,,E. Fournier makes 2-pt layup from 3 ft,43,40
177,2,7:13.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,46,40
178,2,7:10.0,,Orlando full timeout,46,40
179,2,7:10.0,N. Noel enters the game for J. Grant,,46,40
180,2,7:10.0,,J. Isaac enters the game for M. Bamba,46,40
181,2,7:10.0,,N. Vučević enters the game for T. Ross,46,40
182,2,6:53.0,,J. Grant misses 2-pt jump shot from 17 ft,46,40
183,2,6:51.0,Defensive rebound by Team,,46,40
184,2,6:43.0,Á. Abrines misses 3-pt jump shot from 24 ft,,46,40
185,2,6:39.0,,Defensive rebound by J. Isaac,46,40
186,2,6:33.0,,J. Isaac makes 2-pt jump shot from 14 ft (assist by J. Grant),46,42
187,2,6:16.0,P. George misses 3-pt jump shot from 25 ft,,46,42
188,2,6:12.0,,Defensive rebound by N. Vučević,46,42
189,2,5:59.0,,N. Vučević makes 2-pt hook shot from 6 ft,46,44
190,2,5:36.0,P. George makes 2-pt layup from 1 ft,,48,44
191,2,5:24.0,,Shooting foul by Á. Abrines (drawn by N. Vučević),48,44
192,2,5:24.0,,N. Vučević makes free throw 1 of 2,48,45
193,2,5:24.0,,T. Ross enters the game for A. Gordon,48,45
194,2,5:24.0,,N. Vučević makes free throw 2 of 2,48,46
195,2,5:09.0,P. George makes 2-pt jump shot from 9 ft,,50,46
196,2,5:09.0,Shooting foul by J. Isaac (drawn by P. George),,50,46
197,2,5:09.0,J. Grant enters the game for P. Patterson,,50,46
198,2,5:09.0,P. George makes free throw 1 of 1,,51,46
199,2,4:58.0,,N. Vučević misses 2-pt hook shot from 4 ft (block by N. Noel),51,46
200,2,4:56.0,Defensive rebound by R. Westbrook,,51,46
201,2,4:52.0,R. Westbrook makes 2-pt layup from 2 ft,,53,46
202,2,4:37.0,,J. Isaac misses 2-pt jump shot from 17 ft,53,46
203,2,4:34.0,Defensive rebound by R. Westbrook,,53,46
204,2,4:30.0,R. Westbrook makes 2-pt layup from 2 ft,,55,46
205,2,4:23.0,,Orlando full timeout,55,46
206,2,4:23.0,,D. Augustin enters the game for J. Grant,55,46
207,2,4:15.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by N. Vučević),55,49
208,2,3:57.0,J. Grant misses 2-pt hook shot from 6 ft,,55,49
209,2,3:54.0,,Defensive rebound by J. Isaac,55,49
210,2,3:45.0,,N. Vučević makes 2-pt hook shot from 3 ft (assist by D. Augustin),55,51
211,2,3:22.0,P. George misses 2-pt layup from 3 ft,,55,51
212,2,3:20.0,,Defensive rebound by E. Fournier,55,51
213,2,3:14.0,,E. Fournier makes 2-pt jump shot from 5 ft,55,53
214,2,3:02.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,58,53
215,2,2:34.0,,E. Fournier misses 3-pt jump shot from 27 ft,58,53
216,2,2:31.0,Defensive rebound by R. Westbrook,,58,53
217,2,2:27.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),,60,53
218,2,2:15.0,,Turnover by T. Ross (bad pass; steal by P. George),60,53
219,2,2:12.0,P. George misses 2-pt layup from 3 ft,,60,53
220,2,2:12.0,Offensive rebound by Team,,60,53
221,2,2:12.0,,Loose ball foul by E. Fournier (drawn by R. Westbrook),60,53
222,2,2:12.0,R. Westbrook makes free throw 1 of 2,,61,53
223,2,2:12.0,D. Schröder enters the game for Á. Abrines,,61,53
224,2,2:12.0,,A. Gordon enters the game for J. Isaac,61,53
225,2,2:12.0,R. Westbrook makes free throw 2 of 2,,62,53
226,2,1:57.0,,N. Vučević misses 2-pt hook shot from 6 ft (block by N. Noel),62,53
227,2,1:54.0,Defensive rebound by R. Westbrook,,62,53
228,2,1:53.0,R. Westbrook misses 2-pt layup from 4 ft (block by A. Gordon),,62,53
229,2,1:53.0,,Defensive rebound by Team,62,53
230,2,1:36.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),62,56
231,2,1:22.0,P. George makes 2-pt layup from 4 ft,,64,56
232,2,1:05.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by D. Augustin),64,59
233,2,0:45.0,N. Noel misses 2-pt hook shot from 7 ft,,64,59
234,2,0:39.0,Offensive rebound by J. Grant,,64,59
235,2,0:39.0,J. Grant misses 2-pt layup from 1 ft,,64,59
236,2,0:38.0,,Defensive rebound by A. Gordon,64,59
237,2,0:38.0,,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),64,61
238,2,0:25.0,J. Grant makes 3-pt jump shot from 23 ft (assist by P. George),,67,61
239,2,0:05.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),67,63
240,2,0:05.0,,Violation by Team (delay of game),67,63
241,2,0:02.0,R. Westbrook makes 2-pt layup from 2 ft,,69,63
242,2,0:00.0,,Turnover by N. Vučević (bad pass; steal by J. Grant),69,63
243,2,0:00.0,J. Grant misses 3-pt jump shot from 49 ft,,69,63
244,2,0:00.0,Offensive rebound by Team,,69,63
245,3,11:46.0,Turnover by R. Westbrook (bad pass; steal by J. Isaac),,69,63
246,3,11:38.0,,D. Augustin misses 3-pt jump shot from 24 ft,69,63
247,3,11:36.0,Defensive rebound by J. Grant,,69,63
248,3,11:25.0,N. Noel makes 2-pt jump shot from 10 ft (assist by R. Westbrook),,71,63
249,3,11:09.0,,A. Gordon misses 3-pt jump shot from 26 ft,71,63
250,3,11:09.0,Defensive rebound by R. Westbrook,,71,63
251,3,11:03.0,N. Noel makes 2-pt dunk from 1 ft (assist by R. Westbrook),,73,63
252,3,11:02.0,,Orlando full timeout,73,63
253,3,10:50.0,,Turnover by E. Fournier (lost ball; steal by N. Noel),73,63
254,3,10:38.0,Turnover by R. Westbrook (bad pass; steal by N. Vučević),,73,63
255,3,10:19.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by N. Vučević),73,66
256,3,10:00.0,J. Grant makes 3-pt jump shot from 25 ft (assist by P. George),,76,66
257,3,9:39.0,,Turnover by E. Fournier (bad pass; steal by P. George),76,66
258,3,9:28.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),,79,66
259,3,9:10.0,,Personal foul by N. Noel (drawn by E. Fournier),79,66
260,3,9:04.0,,E. Fournier misses 3-pt jump shot from 25 ft,79,66
261,3,9:01.0,Defensive rebound by R. Westbrook,,79,66
262,3,8:57.0,H. Diallo misses 2-pt layup from 1 ft (block by N. Vučević),,79,66
263,3,8:53.0,Offensive rebound by H. Diallo,,79,66
264,3,8:52.0,H. Diallo misses 2-pt layup from 1 ft (block by N. Vučević),,79,66
265,3,8:49.0,Offensive rebound by N. Noel,,79,66
266,3,8:48.0,N. Noel misses 2-pt layup from 2 ft,,79,66
267,3,8:47.0,,Defensive rebound by N. Vučević,79,66
268,3,8:43.0,,Turnover by D. Augustin (bad pass; steal by J. Grant),79,66
269,3,8:23.0,H. Diallo makes 2-pt jump shot from 22 ft (assist by J. Grant),,81,66
270,3,8:05.0,,N. Vučević misses 2-pt layup from 2 ft,81,66
271,3,7:57.0,,Offensive rebound by N. Vučević,81,66
272,3,7:57.0,,N. Vučević makes 2-pt layup from 1 ft,81,68
273,3,7:55.0,P. George misses 3-pt jump shot from 26 ft,,81,68
274,3,7:53.0,,Defensive rebound by N. Vučević,81,68
275,3,7:47.0,,D. Augustin makes 2-pt layup from 3 ft,81,70
276,3,7:32.0,Turnover by R. Westbrook (bad pass; steal by E. Fournier),,81,70
277,3,7:28.0,,A. Gordon misses 2-pt layup from 4 ft (block by R. Westbrook),81,70
278,3,7:22.0,,Offensive rebound by A. Gordon,81,70
279,3,7:21.0,,D. Augustin misses 3-pt jump shot from 26 ft,81,70
280,3,7:21.0,Defensive rebound by R. Westbrook,,81,70
281,3,7:14.0,N. Noel misses 2-pt jump shot from 13 ft,,81,70
282,3,7:12.0,,Defensive rebound by N. Vučević,81,70
283,3,7:00.0,,E. Fournier misses 3-pt jump shot from 25 ft,81,70
284,3,6:57.0,,Offensive rebound by A. Gordon,81,70
285,3,6:53.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by D. Augustin),81,73
286,3,6:53.0,Oklahoma City full timeout,,81,73
287,3,6:43.0,H. Diallo makes 2-pt dunk from 1 ft (assist by R. Westbrook),,83,73
288,3,6:26.0,,J. Isaac makes 2-pt layup from 1 ft (assist by N. Vučević),83,75
289,3,6:06.0,P. George misses 2-pt jump shot from 16 ft,,83,75
290,3,6:04.0,,Defensive rebound by E. Fournier,83,75
291,3,5:54.0,,J. Isaac misses 2-pt jump shot from 19 ft,83,75
292,3,5:53.0,Defensive rebound by J. Grant,,83,75
293,3,5:48.0,P. George misses 2-pt jump shot from 10 ft,,83,75
294,3,5:43.0,,Defensive rebound by N. Vučević,83,75
295,3,5:36.0,,A. Gordon misses 3-pt jump shot from 24 ft,83,75
296,3,5:34.0,,Offensive rebound by N. Vučević,83,75
297,3,5:25.0,,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),83,77
298,3,5:06.0,R. Westbrook misses 2-pt jump shot from 13 ft,,83,77
299,3,5:04.0,,Defensive rebound by J. Isaac,83,77
300,3,4:59.0,,Shooting foul by H. Diallo (drawn by D. Augustin),83,77
301,3,4:59.0,,D. Augustin makes free throw 1 of 3,83,78
302,3,4:59.0,,D. Augustin makes free throw 2 of 3,83,79
303,3,4:59.0,P. Patterson enters the game for P. George,,83,79
304,3,4:59.0,D. Schröder enters the game for N. Noel,,83,79
305,3,4:59.0,,T. Ross enters the game for A. Gordon,83,79
306,3,4:59.0,,D. Augustin makes free throw 3 of 3,83,80
307,3,4:49.0,R. Westbrook misses 2-pt dunk from 2 ft,,83,80
308,3,4:49.0,,Defensive rebound by Team,83,80
309,3,4:49.0,A. Nader enters the game for H. Diallo,,83,80
310,3,4:49.0,,J. Grant enters the game for D. Augustin,83,80
311,3,4:34.0,,E. Fournier makes 2-pt jump shot from 10 ft,83,82
312,3,4:09.0,D. Schröder misses 2-pt layup from 4 ft (block by J. Isaac),,83,82
313,3,4:05.0,,Defensive rebound by J. Isaac,83,82
314,3,3:56.0,,N. Vučević misses 2-pt jump shot from 20 ft,83,82
315,3,3:54.0,Defensive rebound by R. Westbrook,,83,82
316,3,3:49.0,Shooting foul by E. Fournier (drawn by R. Westbrook),,83,82
317,3,3:49.0,R. Westbrook makes free throw 1 of 2,,84,82
318,3,3:49.0,,J. Simmons enters the game for E. Fournier,84,82
319,3,3:49.0,R. Westbrook misses free throw 2 of 2,,84,82
320,3,3:47.0,,Defensive rebound by J. Isaac,84,82
321,3,3:37.0,,Turnover by J. Grant (traveling),84,82
322,3,3:26.0,A. Nader misses 3-pt jump shot from 24 ft,,84,82
323,3,3:23.0,,Defensive rebound by N. Vučević,84,82
324,3,3:19.0,,T. Ross misses 3-pt jump shot from 23 ft,84,82
325,3,3:10.0,,Offensive rebound by J. Isaac,84,82
326,3,3:10.0,,N. Vučević makes 2-pt dunk from 8 ft (assist by J. Simmons),84,84
327,3,2:51.0,R. Westbrook misses 3-pt jump shot from 23 ft,,84,84
328,3,2:48.0,,Defensive rebound by J. Grant,84,84
329,3,2:45.0,,J. Grant makes 2-pt jump shot from 17 ft,84,86
330,3,2:27.0,A. Nader makes 2-pt jump shot from 10 ft (assist by P. Patterson),,86,86
331,3,2:04.0,,J. Isaac misses 3-pt jump shot from 24 ft,86,86
332,3,2:01.0,,Offensive rebound by J. Simmons,86,86
333,3,1:59.0,,J. Isaac makes 3-pt jump shot from 26 ft (assist by J. Simmons),86,89
334,3,1:44.0,P. Patterson misses 3-pt jump shot from 24 ft,,86,89
335,3,1:42.0,,Defensive rebound by J. Grant,86,89
336,3,1:40.0,,J. Grant makes 2-pt layup from 1 ft,86,91
337,3,1:40.0,,Shooting foul by D. Schröder (drawn by J. Grant),86,91
338,3,1:40.0,Oklahoma City full timeout,,86,91
339,3,1:40.0,P. George enters the game for R. Westbrook,,86,91
340,3,1:40.0,,M. Bamba enters the game for J. Isaac,86,91
341,3,1:40.0,,A. Gordon enters the game for N. Vučević,86,91
342,3,1:40.0,,J. Grant makes free throw 1 of 1,86,92
343,3,1:26.0,Shooting foul by M. Bamba (drawn by P. George),,86,92
344,3,1:26.0,P. George misses free throw 1 of 2,,86,92
345,3,1:26.0,Offensive rebound by Team,,86,92
346,3,1:26.0,P. George misses free throw 2 of 2,,86,92
347,3,1:24.0,,Defensive rebound by A. Gordon,86,92
348,3,1:08.0,,Shooting foul by A. Nader (drawn by J. Simmons),86,92
349,3,1:08.0,,J. Simmons makes free throw 1 of 2,86,93
350,3,1:08.0,,J. Simmons makes free throw 2 of 2,86,94
351,3,0:53.0,J. Grant makes 2-pt layup from 1 ft,,88,94
352,3,0:36.0,,T. Ross misses 2-pt jump shot from 18 ft,88,94
353,3,0:34.0,Defensive rebound by P. George,,88,94
354,3,0:20.0,A. Nader makes 3-pt jump shot from 27 ft (assist by D. Schröder),,91,94
355,3,0:04.0,,J. Simmons misses 3-pt jump shot from 24 ft,91,94
356,3,0:01.0,,Offensive rebound by M. Bamba,91,94
357,4,11:43.0,,Turnover by J. Simmons (traveling),91,94
358,4,11:31.0,P. George misses 2-pt layup from 2 ft,,91,94
359,4,11:27.0,,Defensive rebound by M. Bamba,91,94
360,4,11:16.0,,A. Gordon misses 2-pt jump shot from 17 ft,91,94
361,4,11:13.0,,Offensive rebound by D. Augustin,91,94
362,4,11:03.0,,D. Augustin misses 2-pt layup from 2 ft,91,94
363,4,10:58.0,Defensive rebound by P. Patterson,,91,94
364,4,10:57.0,A. Nader misses 2-pt layup from 2 ft,,91,94
365,4,10:54.0,,Defensive rebound by J. Simmons,91,94
366,4,10:47.0,,M. Bamba makes 2-pt dunk from 2 ft (assist by J. Simmons),91,96
367,4,10:29.0,N. Noel makes 2-pt layup from 1 ft (assist by D. Schröder),,93,96
368,4,10:21.0,,Personal foul by N. Noel (drawn by D. Augustin),93,96
369,4,10:21.0,H. Diallo enters the game for A. Nader,,93,96
370,4,10:12.0,,T. Ross misses 3-pt jump shot from 26 ft,93,96
371,4,10:04.0,,Offensive rebound by A. Gordon,93,96
372,4,10:04.0,,A. Gordon makes 2-pt layup from 1 ft,93,98
373,4,9:57.0,D. Schröder makes 2-pt jump shot from 13 ft,,95,98
374,4,9:44.0,,T. Ross misses 2-pt dunk from 3 ft (block by N. Noel),95,98
375,4,9:44.0,,Offensive rebound by Team,95,98
376,4,9:43.0,,A. Gordon misses 2-pt jump shot from 15 ft,95,98
377,4,9:40.0,,Offensive rebound by A. Gordon,95,98
378,4,9:28.0,,T. Ross misses 3-pt jump shot from 27 ft,95,98
379,4,9:23.0,Defensive rebound by N. Noel,,95,98
380,4,9:20.0,D. Schröder makes 2-pt jump shot from 9 ft,,97,98
381,4,9:20.0,Shooting foul by D. Augustin (drawn by D. Schröder),,97,98
382,4,9:20.0,J. Grant enters the game for P. George,,97,98
383,4,9:20.0,R. Westbrook enters the game for P. Patterson,,97,98
384,4,9:20.0,D. Schröder makes free throw 1 of 1,,98,98
385,4,9:05.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),98,101
386,4,8:55.0,D. Schröder makes 3-pt jump shot from 25 ft,,101,101
