,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
386,4,8:13.0,Defensive rebound by E. Davis,,86,72
387,4,7:54.0,J. Dudley misses 2-pt jump shot from 15 ft,,86,72
388,4,7:51.0,,Defensive rebound by D. Ayton,86,72
389,4,7:40.0,,M. Bridges misses 3-pt jump shot from 23 ft,86,72
390,4,7:38.0,Defensive rebound by E. Davis,,86,72
391,4,7:25.0,Personal foul by T. Ariza (drawn by E. Davis),,86,72
392,4,7:25.0,,I. Canaan enters the game for E. Okobo,86,72
393,4,7:20.0,J. Harris misses 3-pt jump shot from 25 ft,,86,72
394,4,7:18.0,,Defensive rebound by D. Booker,86,72
395,4,7:11.0,,D. Booker makes 2-pt jump shot from 19 ft,86,74
396,4,6:47.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,86,74
397,4,6:45.0,,Defensive rebound by T. Ariza,86,74
398,4,6:34.0,,D. Ayton misses 2-pt hook shot from 2 ft,86,74
399,4,6:32.0,Defensive rebound by E. Davis,,86,74
400,4,6:19.0,J. Harris makes 2-pt layup from 1 ft,,88,74
401,4,6:07.0,,Personal foul by S. Dinwiddie (drawn by D. Booker),88,74
402,4,6:07.0,C. LeVert enters the game for J. Harris,,88,74
403,4,6:07.0,D. Russell enters the game for S. Napier,,88,74
404,4,5:58.0,,D. Booker misses 2-pt jump shot from 16 ft,88,74
405,4,5:53.0,,Offensive rebound by D. Booker,88,74
406,4,5:53.0,,D. Booker misses 2-pt layup from 1 ft,88,74
407,4,5:53.0,Defensive rebound by J. Dudley,,88,74
408,4,5:44.0,C. LeVert makes 2-pt layup from 1 ft,,90,74
409,4,5:30.0,,Personal foul by C. LeVert (drawn by D. Booker),90,74
410,4,5:19.0,,Personal foul by J. Dudley (drawn by M. Bridges),90,74
411,4,5:17.0,,Turnover by I. Canaan (bad pass; steal by D. Russell),90,74
412,4,5:16.0,Personal foul by T. Ariza (drawn by C. LeVert),,90,74
413,4,5:01.0,D. Russell misses 3-pt jump shot from 25 ft,,90,74
414,4,4:57.0,Offensive rebound by C. LeVert,,90,74
415,4,4:46.0,C. LeVert misses 3-pt jump shot from 25 ft,,90,74
416,4,4:43.0,,Defensive rebound by D. Ayton,90,74
417,4,4:38.0,,D. Booker misses 3-pt jump shot from 26 ft,90,74
418,4,4:35.0,Defensive rebound by C. LeVert,,90,74
419,4,4:15.0,E. Davis makes 2-pt dunk from 1 ft (assist by D. Russell),,92,74
420,4,3:59.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by I. Canaan),92,77
421,4,3:38.0,D. Russell misses 3-pt jump shot from 26 ft,,92,77
422,4,3:36.0,,Defensive rebound by I. Canaan,92,77
423,4,3:33.0,,Shooting foul by J. Dudley (drawn by I. Canaan),92,77
424,4,3:33.0,,I. Canaan makes free throw 1 of 2,92,78
425,4,3:33.0,J. Allen enters the game for E. Davis,,92,78
426,4,3:33.0,J. Harris enters the game for J. Dudley,,92,78
427,4,3:33.0,,I. Canaan makes free throw 2 of 2,92,79
428,4,3:14.0,Shooting foul by M. Bridges (drawn by C. LeVert),,92,79
429,4,3:14.0,C. LeVert makes free throw 1 of 2,,93,79
430,4,3:14.0,C. LeVert makes free throw 2 of 2,,94,79
431,4,2:59.0,,D. Ayton misses 2-pt hook shot from 1 ft (block by J. Harris),94,79
432,4,2:57.0,,Offensive rebound by D. Ayton,94,79
433,4,2:56.0,,D. Ayton makes 2-pt layup at rim,94,81
434,4,2:38.0,C. LeVert misses 2-pt jump shot from 8 ft,,94,81
435,4,2:37.0,,Defensive rebound by T. Ariza,94,81
436,4,2:26.0,,T. Ariza misses 2-pt layup from 1 ft,94,81
437,4,2:25.0,Defensive rebound by S. Dinwiddie,,94,81
438,4,2:20.0,C. LeVert makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,96,81
439,4,2:04.0,,M. Bridges misses 3-pt jump shot from 23 ft,96,81
440,4,2:00.0,Defensive rebound by D. Russell,,96,81
441,4,1:42.0,D. Russell makes 2-pt layup from 1 ft,,98,81
442,4,1:32.0,,Personal foul by D. Russell (drawn by I. Canaan),98,81
443,4,1:32.0,,R. Holmes enters the game for T. Ariza,98,81
444,4,1:32.0,,E. Okobo enters the game for D. Booker,98,81
445,4,1:32.0,,I. Canaan makes free throw 1 of 2,98,82
446,4,1:32.0,,I. Canaan misses free throw 2 of 2,98,82
447,4,1:30.0,Defensive rebound by S. Dinwiddie,,98,82
448,4,1:11.0,D. Russell makes 2-pt layup from 1 ft,,100,82
449,4,0:57.0,,Turnover by E. Okobo (bad pass; steal by C. LeVert),100,82
450,4,0:55.0,C. LeVert makes 2-pt dunk at rim,,102,82
451,4,0:45.0,,E. Okobo misses 3-pt jump shot from 26 ft,102,82
452,4,0:42.0,Defensive rebound by J. Allen,,102,82
453,4,0:22.0,D. Russell makes 2-pt jump shot from 17 ft,,104,82
