,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
0,1,11:49.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by D. Russell),0,2
1,1,11:32.0,K. Love misses 2-pt jump shot from 12 ft,,0,2
2,1,11:26.0,Offensive rebound by L. Nance,,0,2
3,1,11:25.0,C. Osman makes 3-pt jump shot from 25 ft (assist by L. Nance),,3,2
4,1,11:13.0,,D. Russell misses 2-pt jump shot from 18 ft,3,2
5,1,11:10.0,Defensive rebound by K. Love,,3,2
6,1,11:03.0,Shooting foul by D. Russell (drawn by C. Sexton),,3,2
7,1,11:03.0,C. Sexton misses free throw 1 of 2,,3,2
8,1,11:03.0,Offensive rebound by Team,,3,2
9,1,11:03.0,C. Sexton misses free throw 2 of 2,,3,2
10,1,11:00.0,,Defensive rebound by J. Allen,3,2
11,1,10:45.0,,J. Harris misses 2-pt layup from 1 ft,3,2
12,1,10:42.0,Defensive rebound by L. Nance,,3,2
13,1,10:36.0,K. Love misses 3-pt jump shot from 25 ft,,3,2
14,1,10:33.0,,Defensive rebound by D. Russell,3,2
15,1,10:28.0,,D. Russell makes 2-pt layup from 1 ft,3,4
16,1,10:19.0,B. Knight makes 3-pt jump shot from 25 ft,,6,4
17,1,10:11.0,,Personal foul by B. Knight (drawn by A. Crabbe),6,4
18,1,10:01.0,,J. Harris misses 2-pt layup from 1 ft,6,4
19,1,9:59.0,,Offensive rebound by J. Allen,6,4
20,1,9:53.0,,D. Russell makes 3-pt jump shot from 27 ft,6,7
21,1,9:37.0,Personal foul by A. Crabbe (drawn by B. Knight),,6,7
22,1,9:32.0,C. Sexton misses 2-pt jump shot from 14 ft,,6,7
23,1,9:30.0,,Defensive rebound by J. Allen,6,7
24,1,9:23.0,,A. Crabbe makes 2-pt jump shot from 22 ft (assist by J. Allen),6,9
25,1,9:11.0,L. Nance makes 3-pt jump shot from 26 ft (assist by C. Sexton),,9,9
26,1,8:56.0,,Personal foul by C. Osman (drawn by J. Allen),9,9
27,1,8:48.0,,J. Allen makes 2-pt dunk from 2 ft (assist by J. Harris),9,11
28,1,8:33.0,C. Sexton misses 2-pt jump shot from 14 ft,,9,11
29,1,8:30.0,,Defensive rebound by D. Russell,9,11
30,1,8:26.0,,J. Harris misses 3-pt jump shot from 25 ft,9,11
31,1,8:24.0,Defensive rebound by C. Osman,,9,11
32,1,8:19.0,Turnover by C. Osman (bad pass),,9,11
33,1,8:06.0,,Turnover by D. Russell (bad pass; steal by L. Nance),9,11
34,1,7:52.0,C. Sexton makes 2-pt jump shot from 6 ft,,11,11
35,1,7:39.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Russell),11,14
36,1,7:29.0,Turnover by L. Nance (out of bounds lost ball),,11,14
37,1,7:22.0,,A. Crabbe misses 3-pt jump shot from 25 ft,11,14
38,1,7:19.0,Defensive rebound by K. Love,,11,14
39,1,7:17.0,Turnover by K. Love (bad pass),,11,14
40,1,7:05.0,,D. Russell makes 2-pt jump shot from 12 ft,11,16
41,1,6:55.0,C. Sexton misses 2-pt jump shot from 11 ft,,11,16
42,1,6:51.0,,Defensive rebound by J. Allen,11,16
43,1,6:44.0,,Turnover by D. Russell (bad pass; steal by L. Nance),11,16
44,1,6:40.0,C. Sexton makes 2-pt layup from 1 ft (assist by L. Nance),,13,16
45,1,6:39.0,,Brooklyn full timeout,13,16
46,1,6:39.0,,D. Carroll enters the game for R. Kurucs,13,16
47,1,6:25.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Carroll),13,18
48,1,6:09.0,L. Nance misses 2-pt jump shot from 20 ft,,13,18
49,1,6:04.0,Offensive rebound by K. Love,,13,18
50,1,6:04.0,K. Love misses 2-pt layup from 1 ft,,13,18
51,1,6:03.0,Offensive rebound by K. Love,,13,18
52,1,6:01.0,B. Knight misses 3-pt jump shot from 26 ft,,13,18
53,1,5:59.0,Offensive rebound by C. Sexton,,13,18
54,1,5:45.0,L. Nance makes 2-pt hook shot from 2 ft (assist by C. Osman),,15,18
55,1,5:34.0,,D. Russell misses 3-pt jump shot from 26 ft,15,18
56,1,5:32.0,Defensive rebound by K. Love,,15,18
57,1,5:26.0,B. Knight misses 2-pt jump shot from 13 ft (block by A. Crabbe),,15,18
58,1,5:22.0,,Defensive rebound by D. Russell,15,18
59,1,5:18.0,,J. Allen makes 2-pt dunk from 1 ft (assist by A. Crabbe),15,20
60,1,5:00.0,Turnover by L. Nance (lost ball; steal by D. Russell),,15,20
61,1,4:56.0,,D. Russell makes 2-pt layup from 1 ft,15,22
62,1,4:56.0,Cleveland full timeout,,15,22
63,1,4:56.0,J. Clarkson enters the game for B. Knight,,15,22
64,1,4:56.0,D. Nwaba enters the game for K. Love,,15,22
65,1,4:56.0,,S. Dinwiddie enters the game for A. Crabbe,15,22
66,1,4:51.0,Turnover by C. Osman (lost ball; steal by D. Russell),,15,22
67,1,4:41.0,,J. Allen makes 2-pt layup at rim (assist by D. Russell),15,24
68,1,4:30.0,C. Osman misses 2-pt jump shot from 14 ft,,15,24
69,1,4:29.0,,Defensive rebound by Team,15,24
70,1,4:20.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),15,26
71,1,3:58.0,D. Nwaba misses 3-pt jump shot from 23 ft,,15,26
72,1,3:54.0,,Defensive rebound by S. Dinwiddie,15,26
73,1,3:44.0,,J. Allen misses 2-pt layup from 2 ft,15,26
74,1,3:41.0,Defensive rebound by J. Clarkson,,15,26
75,1,3:33.0,Turnover by J. Clarkson (bad pass; steal by S. Dinwiddie),,15,26
76,1,3:24.0,,D. Russell misses 3-pt jump shot from 24 ft,15,26
77,1,3:20.0,Defensive rebound by C. Osman,,15,26
78,1,3:10.0,Shooting foul by S. Dinwiddie (drawn by C. Sexton),,15,26
79,1,3:10.0,C. Sexton makes free throw 1 of 2,,16,26
80,1,3:10.0,M. Chriss enters the game for L. Nance,,16,26
81,1,3:10.0,,E. Davis enters the game for J. Allen,16,26
82,1,3:10.0,,C. LeVert enters the game for D. Russell,16,26
83,1,3:10.0,C. Sexton makes free throw 2 of 2,,17,26
84,1,2:53.0,,E. Davis misses 2-pt layup from 1 ft (block by C. Sexton),17,26
85,1,2:52.0,Defensive rebound by Team,,17,26
86,1,2:52.0,M. Dellavedova enters the game for C. Sexton,,17,26
87,1,2:52.0,,A. Crabbe enters the game for J. Harris,17,26
88,1,2:36.0,Turnover by M. Chriss (bad pass),,17,26
89,1,2:23.0,,D. Carroll misses 3-pt jump shot from 23 ft,17,26
90,1,2:19.0,Defensive rebound by J. Clarkson,,17,26
91,1,2:14.0,Turnover by J. Clarkson (traveling),,17,26
92,1,2:06.0,,A. Crabbe misses 3-pt jump shot from 25 ft,17,26
93,1,2:03.0,Defensive rebound by M. Chriss,,17,26
94,1,1:50.0,D. Nwaba makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,20,26
95,1,1:36.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by C. LeVert),20,29
96,1,1:11.0,D. Nwaba misses 2-pt jump shot from 7 ft,,20,29
97,1,1:08.0,,Defensive rebound by E. Davis,20,29
98,1,1:00.0,,S. Dinwiddie misses 2-pt layup from 6 ft,20,29
99,1,0:57.0,Defensive rebound by C. Osman,,20,29
100,1,0:50.0,M. Dellavedova misses 2-pt jump shot from 3 ft,,20,29
101,1,0:48.0,,Defensive rebound by E. Davis,20,29
102,1,0:39.0,,C. LeVert misses 3-pt jump shot from 25 ft,20,29
103,1,0:36.0,,Offensive rebound by D. Carroll,20,29
104,1,0:31.0,,S. Dinwiddie makes 2-pt layup from 1 ft,20,31
105,1,0:11.0,J. Clarkson misses 2-pt layup from 3 ft,,20,31
106,1,0:09.0,,Defensive rebound by C. LeVert,20,31
107,1,0:04.0,,Turnover by S. Dinwiddie (traveling),20,31
108,1,0:02.0,Personal take foul by S. Dinwiddie (drawn by J. Clarkson),,20,31
109,1,0:00.0,M. Dellavedova misses 2-pt jump shot from 18 ft,,20,31
110,1,0:00.0,Offensive rebound by Team,,20,31
111,2,11:47.0,J. Clarkson misses 3-pt jump shot from 26 ft,,20,31
112,2,11:43.0,,Defensive rebound by E. Davis,20,31
113,2,11:37.0,,D. Russell makes 2-pt jump shot from 9 ft,20,33
114,2,11:22.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,20,33
115,2,11:19.0,,Defensive rebound by A. Crabbe,20,33
116,2,11:14.0,,Turnover by D. Carroll (bad pass; steal by M. Chriss),20,33
117,2,11:08.0,D. Nwaba makes 2-pt layup from 2 ft (assist by M. Chriss),,22,33
118,2,10:41.0,,D. Russell misses 3-pt jump shot from 24 ft,22,33
119,2,10:38.0,Defensive rebound by J. Clarkson,,22,33
120,2,10:32.0,M. Chriss misses 3-pt jump shot from 25 ft,,22,33
121,2,10:29.0,,Defensive rebound by E. Davis,22,33
122,2,10:25.0,,Shooting foul by M. Chriss (drawn by D. Carroll),22,33
123,2,10:25.0,,D. Carroll makes free throw 1 of 2,22,34
124,2,10:25.0,,D. Carroll makes free throw 2 of 2,22,35
125,2,10:05.0,D. Nwaba misses 2-pt layup from 2 ft,,22,35
126,2,10:02.0,,Defensive rebound by E. Davis,22,35
127,2,9:45.0,,Shooting foul by M. Chriss (drawn by D. Russell),22,35
128,2,9:45.0,,D. Russell makes free throw 1 of 3,22,36
129,2,9:45.0,,D. Russell misses free throw 2 of 3,22,36
130,2,9:45.0,,Offensive rebound by Team,22,36
131,2,9:45.0,,D. Russell makes free throw 3 of 3,22,37
132,2,9:30.0,J. Clarkson makes 2-pt jump shot from 12 ft,,24,37
133,2,9:16.0,,C. LeVert misses 2-pt jump shot from 14 ft,24,37
134,2,9:14.0,Defensive rebound by N. Stauskas,,24,37
135,2,9:06.0,M. Chriss misses 3-pt jump shot from 23 ft,,24,37
136,2,9:03.0,,Defensive rebound by D. Carroll,24,37
137,2,9:01.0,,Turnover by D. Carroll (lost ball; steal by D. Nwaba),24,37
138,2,8:56.0,D. Nwaba makes 2-pt layup from 2 ft,,26,37
139,2,8:48.0,,E. Davis misses 2-pt jump shot from 4 ft,26,37
140,2,8:46.0,Defensive rebound by J. Clarkson,,26,37
141,2,8:39.0,J. Clarkson makes 2-pt jump shot from 7 ft,,28,37
142,2,8:36.0,,Brooklyn full timeout,28,37
143,2,8:36.0,K. Love enters the game for M. Chriss,,28,37
144,2,8:36.0,,S. Dinwiddie enters the game for C. LeVert,28,37
145,2,8:10.0,,E. Davis makes 2-pt dunk from 1 ft (assist by A. Crabbe),28,39
146,2,7:53.0,D. Nwaba makes 3-pt jump shot from 23 ft (assist by K. Love),,31,39
