,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BROOKLYN_ACTION,MILWAUKEE_SCORE,BROOKLYN_SCORE
38,1,8:04.0,,D. Russell misses 2-pt jump shot from 11 ft,13,9
39,1,7:59.0,Defensive rebound by S. Brown,,13,9
40,1,7:56.0,S. Brown makes 2-pt layup from 2 ft,,15,9
41,1,7:36.0,,J. Allen misses 2-pt dunk from 2 ft (block by G. Antetokounmpo),15,9
42,1,7:33.0,Defensive rebound by P. Connaughton,,15,9
43,1,7:16.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,15,9
44,1,7:14.0,,Defensive rebound by J. Harris,15,9
45,1,7:00.0,,Personal foul by E. Bledsoe (drawn by D. Russell),15,9
46,1,7:00.0,G. Hill enters the game for S. Brown,,15,9
47,1,7:00.0,,S. Dinwiddie enters the game for D. Carroll,15,9
48,1,6:52.0,,Turnover by D. Russell (bad pass; steal by D. Wilson),15,9
49,1,6:47.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,17,9
50,1,6:46.0,,Brooklyn full timeout,17,9
51,1,6:29.0,,D. Russell misses 2-pt jump shot from 6 ft,17,9
52,1,6:26.0,Defensive rebound by G. Hill,,17,9
53,1,6:23.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by G. Hill),,19,9
54,1,6:11.0,,D. Russell misses 2-pt jump shot from 8 ft,19,9
55,1,6:07.0,Defensive rebound by E. Bledsoe,,19,9
56,1,6:03.0,E. Bledsoe makes 2-pt layup from 2 ft,,21,9
57,1,6:03.0,,Brooklyn full timeout,21,9
58,1,6:03.0,B. Lopez enters the game for G. Antetokounmpo,,21,9
59,1,5:48.0,,R. Kurucs misses 3-pt jump shot from 26 ft,21,9
60,1,5:46.0,Defensive rebound by E. Bledsoe,,21,9
61,1,5:40.0,P. Connaughton makes 3-pt jump shot from 23 ft (assist by B. Lopez),,24,9
62,1,5:16.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,24,9
63,1,5:12.0,Defensive rebound by D. Wilson,,24,9
64,1,5:02.0,Turnover by E. Bledsoe (bad pass; steal by S. Dinwiddie),,24,9
65,1,4:57.0,,J. Harris misses 3-pt jump shot from 26 ft,24,9
66,1,4:54.0,Defensive rebound by B. Lopez,,24,9
67,1,4:39.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,26,9
68,1,4:31.0,,Personal foul by E. Bledsoe (drawn by J. Allen),26,9
69,1,4:31.0,T. Frazier enters the game for E. Bledsoe,,26,9
70,1,4:31.0,,E. Davis enters the game for J. Allen,26,9
71,1,4:31.0,,J. Dudley enters the game for R. Kurucs,26,9
72,1,4:31.0,,C. LeVert enters the game for D. Russell,26,9
73,1,4:21.0,,E. Davis misses 2-pt layup from 3 ft (block by B. Lopez),26,9
74,1,4:20.0,,Offensive rebound by E. Davis,26,9
75,1,4:15.0,,S. Dinwiddie misses 2-pt jump shot from 19 ft,26,9
76,1,4:12.0,Defensive rebound by D. Wilson,,26,9
77,1,4:07.0,Turnover by B. Lopez (bad pass),,26,9
78,1,3:49.0,,J. Dudley misses 2-pt layup from 4 ft,26,9
79,1,3:45.0,,Offensive rebound by E. Davis,26,9
80,1,3:45.0,,E. Davis makes 2-pt layup at rim,26,11
81,1,3:39.0,P. Connaughton misses 3-pt jump shot from 25 ft,,26,11
82,1,3:37.0,,Defensive rebound by E. Davis,26,11
83,1,3:33.0,,Offensive foul by J. Dudley (drawn by T. Frazier),26,11
84,1,3:33.0,,Turnover by J. Dudley (offensive foul),26,11
85,1,3:33.0,S. Brown enters the game for P. Connaughton,,26,11
86,1,3:33.0,Technical foul by K. Atkinson,,26,11
87,1,3:33.0,G. Hill makes technical free throw,,27,11
88,1,3:20.0,S. Brown makes 2-pt layup from 2 ft,,29,11
89,1,3:05.0,,E. Davis misses 2-pt hook shot from 4 ft,29,11
90,1,3:02.0,Defensive rebound by T. Frazier,,29,11
91,1,2:59.0,S. Brown makes 3-pt jump shot from 27 ft (assist by T. Frazier),,32,11
92,1,2:43.0,,C. LeVert misses 3-pt jump shot from 26 ft,32,11
93,1,2:40.0,Defensive rebound by D. Wilson,,32,11
94,1,2:32.0,T. Frazier misses 3-pt jump shot from 26 ft,,32,11
95,1,2:29.0,,Defensive rebound by E. Davis,32,11
96,1,2:06.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,32,11
97,1,2:03.0,,Offensive rebound by S. Dinwiddie,32,11
98,1,2:02.0,,S. Dinwiddie makes 2-pt layup from 3 ft,32,13
99,1,1:39.0,B. Lopez makes 2-pt jump shot from 8 ft,,34,13
100,1,1:39.0,Shooting foul by E. Davis (drawn by B. Lopez),,34,13
101,1,1:39.0,G. Antetokounmpo enters the game for D. Wilson,,34,13
102,1,1:39.0,,D. Carroll enters the game for J. Harris,34,13
103,1,1:39.0,B. Lopez makes free throw 1 of 1,,35,13
104,1,1:21.0,,C. LeVert makes 3-pt jump shot from 26 ft,35,16
105,1,1:08.0,G. Hill misses 3-pt jump shot from 27 ft,,35,16
106,1,1:06.0,,Defensive rebound by E. Davis,35,16
107,1,0:53.0,,D. Carroll misses 2-pt layup from 4 ft,35,16
108,1,0:51.0,,Offensive rebound by E. Davis,35,16
109,1,0:51.0,,Personal foul by G. Hill (drawn by E. Davis),35,16
110,1,0:51.0,D. Wilson enters the game for B. Lopez,,35,16
111,1,0:50.0,,Offensive foul by S. Dinwiddie (drawn by T. Frazier),35,16
112,1,0:50.0,,Turnover by S. Dinwiddie (offensive foul),35,16
113,1,0:31.0,D. Wilson misses 3-pt jump shot from 23 ft,,35,16
114,1,0:28.0,,Defensive rebound by D. Carroll,35,16
115,1,0:15.0,,C. LeVert makes 2-pt layup from 4 ft,35,18
116,1,0:08.0,Offensive foul by G. Antetokounmpo (drawn by J. Dudley),,35,18
117,1,0:08.0,Turnover by G. Antetokounmpo (offensive foul),,35,18
118,1,0:08.0,B. Colson enters the game for G. Antetokounmpo,,35,18
119,1,0:08.0,,J. Harris enters the game for E. Davis,35,18
120,1,0:05.0,,Shooting foul by B. Colson (drawn by S. Dinwiddie),35,18
121,1,0:05.0,,S. Dinwiddie makes free throw 1 of 2,35,19
122,1,0:05.0,G. Antetokounmpo enters the game for B. Colson,,35,19
123,1,0:05.0,,E. Davis enters the game for J. Harris,35,19
124,1,0:05.0,,S. Dinwiddie makes free throw 2 of 2,35,20
125,2,11:49.0,,Shooting foul by D. Wilson (drawn by C. LeVert),35,20
126,2,11:49.0,,C. LeVert misses free throw 1 of 2,35,20
127,2,11:49.0,,Offensive rebound by Team,35,20
128,2,11:49.0,,C. LeVert makes free throw 2 of 2,35,21
129,2,11:28.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,35,21
130,2,11:26.0,,Defensive rebound by E. Davis,35,21
131,2,11:16.0,,D. Carroll misses 3-pt jump shot from 24 ft,35,21
132,2,11:12.0,,Offensive rebound by D. Russell,35,21
133,2,11:09.0,,C. LeVert misses 3-pt jump shot from 26 ft,35,21
134,2,11:06.0,Defensive rebound by G. Antetokounmpo,,35,21
135,2,10:56.0,G. Antetokounmpo misses 2-pt layup from 5 ft,,35,21
136,2,10:54.0,,Defensive rebound by E. Davis,35,21
137,2,10:47.0,,D. Russell misses 2-pt jump shot from 10 ft,35,21
138,2,10:47.0,Defensive rebound by Team,,35,21
139,2,10:47.0,,Loose ball foul by D. Carroll (drawn by S. Brown),35,21
140,2,10:31.0,T. Frazier misses 2-pt jump shot from 10 ft,,35,21
141,2,10:28.0,,Defensive rebound by E. Davis,35,21
142,2,10:09.0,,D. Carroll misses 3-pt jump shot from 24 ft,35,21
143,2,10:06.0,,Offensive rebound by D. Russell,35,21
144,2,10:06.0,,D. Russell makes 2-pt layup at rim,35,23
145,2,10:06.0,,Shooting foul by T. Frazier (drawn by D. Russell),35,23
146,2,10:06.0,,D. Russell makes free throw 1 of 1,35,24
147,2,9:51.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,35,24
148,2,9:49.0,,Defensive rebound by E. Davis,35,24
149,2,9:40.0,,Turnover by C. LeVert (bad pass; steal by G. Antetokounmpo),35,24
150,2,9:36.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,37,24
151,2,9:28.0,Violation by Team (kicked ball),,37,24
152,2,9:28.0,G. Hill enters the game for T. Frazier,,37,24
153,2,9:22.0,,C. LeVert makes 3-pt jump shot from 26 ft,37,27
154,2,9:16.0,Turnover by E. Bledsoe (dbl dribble),,37,27
155,2,9:04.0,,D. Russell misses 2-pt jump shot from 2 ft,37,27
156,2,9:02.0,Defensive rebound by D. Wilson,,37,27
157,2,8:56.0,S. Brown misses 2-pt layup from 2 ft (block by E. Davis),,37,27
158,2,8:56.0,,Defensive rebound by E. Davis,37,27
159,2,8:49.0,,D. Carroll misses 2-pt jump shot from 3 ft (block by E. Bledsoe),37,27
160,2,8:49.0,,Offensive rebound by Team,37,27
161,2,8:49.0,Technical foul by S. Brown,,37,27
162,2,8:49.0,B. Lopez enters the game for G. Antetokounmpo,,37,27
163,2,8:49.0,,D. Russell makes technical free throw,37,28
164,2,8:43.0,,Turnover by E. Davis (bad pass; steal by G. Hill),37,28
165,2,8:37.0,E. Bledsoe misses 2-pt layup from 2 ft,,37,28
166,2,8:35.0,,Defensive rebound by E. Davis,37,28
167,2,8:31.0,,D. Russell makes 3-pt jump shot from 25 ft,37,31
168,2,8:30.0,Milwaukee full timeout,,37,31
169,2,8:30.0,P. Connaughton enters the game for D. Wilson,,37,31
170,2,8:15.0,B. Lopez misses 3-pt jump shot from 28 ft,,37,31
171,2,8:11.0,Offensive rebound by P. Connaughton,,37,31
172,2,8:05.0,S. Brown misses 3-pt jump shot from 23 ft,,37,31
173,2,8:03.0,,Defensive rebound by D. Russell,37,31
174,2,7:49.0,,C. LeVert misses 2-pt jump shot from 4 ft,37,31
175,2,7:43.0,,Offensive rebound by D. Carroll,37,31
176,2,7:43.0,,D. Carroll makes 2-pt layup at rim,37,33
177,2,7:21.0,Turnover by E. Bledsoe (bad pass; steal by J. Dudley),,37,33
178,2,7:17.0,,Shooting foul by S. Brown (drawn by D. Carroll),37,33
179,2,7:17.0,,D. Carroll makes free throw 1 of 2,37,34
180,2,7:17.0,B. Colson enters the game for E. Bledsoe,,37,34
181,2,7:17.0,,D. Carroll makes free throw 2 of 2,37,35
182,2,7:02.0,G. Hill makes 2-pt layup from 2 ft,,39,35
183,2,6:51.0,,J. Dudley misses 2-pt layup from 4 ft (block by B. Lopez),39,35
184,2,6:50.0,,Offensive rebound by Team,39,35
185,2,6:42.0,,C. LeVert makes 3-pt jump shot from 26 ft,39,38
186,2,6:24.0,G. Hill makes 2-pt jump shot from 13 ft,,41,38
187,2,6:14.0,,Shooting foul by G. Hill (drawn by D. Russell),41,38
188,2,6:14.0,,D. Russell makes free throw 1 of 2,41,39
189,2,6:14.0,,D. Russell makes free throw 2 of 2,41,40
190,2,5:59.0,B. Colson misses 2-pt layup from 5 ft (block by E. Davis),,41,40
191,2,5:57.0,,Defensive rebound by D. Russell,41,40
192,2,5:53.0,,D. Carroll makes 2-pt layup from 1 ft (assist by D. Russell),41,42
193,2,5:53.0,Milwaukee full timeout,,41,42
194,2,5:53.0,E. Bledsoe enters the game for B. Colson,,41,42
195,2,5:33.0,G. Hill makes 2-pt layup from 2 ft (assist by P. Connaughton),,43,42
196,2,5:22.0,,C. LeVert misses 2-pt jump shot from 11 ft,43,42
197,2,5:20.0,,Offensive rebound by C. LeVert,43,42
198,2,5:14.0,,Turnover by C. LeVert (bad pass; steal by E. Bledsoe),43,42
199,2,5:12.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by G. Hill),,45,42
200,2,5:01.0,,D. Russell misses 3-pt jump shot from 26 ft,45,42
201,2,5:00.0,Defensive rebound by P. Connaughton,,45,42
202,2,4:41.0,Shooting foul by D. Russell (drawn by G. Hill),,45,42
203,2,4:41.0,G. Hill makes free throw 1 of 2,,46,42
204,2,4:41.0,G. Antetokounmpo enters the game for S. Brown,,46,42
205,2,4:41.0,,S. Dinwiddie enters the game for J. Dudley,46,42
206,2,4:41.0,,J. Harris enters the game for C. LeVert,46,42
207,2,4:41.0,G. Hill makes free throw 2 of 2,,47,42
208,2,4:26.0,,Personal foul by G. Hill (drawn by E. Davis),47,42
209,2,4:26.0,,E. Davis makes free throw 1 of 2,47,43
210,2,4:26.0,T. Frazier enters the game for G. Hill,,47,43
211,2,4:26.0,,R. Kurucs enters the game for D. Carroll,47,43
212,2,4:26.0,,E. Davis makes free throw 2 of 2,47,44
213,2,4:19.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,49,44
214,2,4:19.0,Shooting foul by E. Davis (drawn by G. Antetokounmpo),,49,44
215,2,4:19.0,,J. Allen enters the game for E. Davis,49,44
216,2,4:19.0,G. Antetokounmpo makes free throw 1 of 1,,50,44
217,2,4:06.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Harris),50,47
218,2,3:55.0,B. Lopez misses 3-pt jump shot from 26 ft,,50,47
219,2,3:53.0,,Defensive rebound by J. Harris,50,47
220,2,3:45.0,,Turnover by S. Dinwiddie (bad pass; steal by E. Bledsoe),50,47
221,2,3:45.0,Personal take foul by D. Russell (drawn by E. Bledsoe),,50,47
222,2,3:33.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,53,47
223,2,3:19.0,,Turnover by D. Russell (lost ball; steal by T. Frazier),53,47
224,2,3:15.0,Shooting foul by J. Allen (drawn by T. Frazier),,53,47
225,2,3:15.0,,Brooklyn full timeout,53,47
226,2,3:15.0,,C. LeVert enters the game for D. Russell,53,47
227,2,3:15.0,T. Frazier makes free throw 1 of 2,,54,47
228,2,3:15.0,T. Frazier misses free throw 2 of 2,,54,47
229,2,3:12.0,,Defensive rebound by J. Allen,54,47
230,2,3:01.0,,Turnover by J. Allen (out of bounds lost ball),54,47
231,2,3:01.0,D. Wilson enters the game for T. Frazier,,54,47
232,2,2:47.0,G. Antetokounmpo misses 2-pt hook shot from 8 ft,,54,47
233,2,2:45.0,,Defensive rebound by R. Kurucs,54,47
234,2,2:41.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,54,47
235,2,2:38.0,Defensive rebound by P. Connaughton,,54,47
236,2,2:31.0,P. Connaughton misses 2-pt jump shot from 18 ft,,54,47
237,2,2:27.0,,Defensive rebound by R. Kurucs,54,47
238,2,2:16.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,54,47
239,2,2:12.0,Defensive rebound by E. Bledsoe,,54,47
240,2,2:10.0,G. Antetokounmpo makes 2-pt jump shot from 4 ft (assist by E. Bledsoe),,56,47
241,2,2:10.0,Shooting foul by J. Harris (drawn by G. Antetokounmpo),,56,47
242,2,2:10.0,S. Brown enters the game for E. Bledsoe,,56,47
243,2,2:10.0,T. Frazier enters the game for B. Lopez,,56,47
244,2,2:10.0,G. Antetokounmpo makes free throw 1 of 1,,57,47
245,2,1:51.0,,R. Kurucs misses 2-pt layup from 4 ft,57,47
246,2,1:51.0,,Offensive rebound by R. Kurucs,57,47
247,2,1:44.0,,R. Kurucs misses 3-pt jump shot from 22 ft,57,47
248,2,1:41.0,,Offensive rebound by C. LeVert,57,47
249,2,1:39.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),57,50
250,2,1:25.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,57,50
251,2,1:23.0,Offensive rebound by G. Antetokounmpo,,57,50
252,2,1:23.0,Shooting foul by J. Harris (drawn by G. Antetokounmpo),,57,50
253,2,1:23.0,G. Antetokounmpo misses free throw 1 of 2,,57,50
254,2,1:23.0,Offensive rebound by Team,,57,50
255,2,1:23.0,,D. Carroll enters the game for S. Dinwiddie,57,50
256,2,1:23.0,G. Antetokounmpo misses free throw 2 of 2,,57,50
257,2,1:21.0,,Defensive rebound by Team,57,50
258,2,1:21.0,Loose ball foul by D. Wilson (drawn by J. Allen),,57,50
259,2,1:21.0,,J. Allen misses free throw 1 of 2,57,50
260,2,1:21.0,,Offensive rebound by Team,57,50
261,2,1:21.0,,J. Allen makes free throw 2 of 2,57,51
262,2,1:11.0,P. Connaughton makes 2-pt layup from 2 ft (assist by T. Frazier),,59,51
263,2,0:53.0,,Shooting foul by D. Wilson (drawn by C. LeVert),59,51
264,2,0:53.0,,C. LeVert makes free throw 1 of 2,59,52
265,2,0:53.0,,C. LeVert misses free throw 2 of 2,59,52
266,2,0:50.0,Defensive rebound by G. Antetokounmpo,,59,52
267,2,0:49.0,Turnover by G. Antetokounmpo (lost ball; steal by R. Kurucs),,59,52
268,2,0:37.0,,Turnover by D. Carroll (bad pass; steal by S. Brown),59,52
269,2,0:31.0,Offensive foul by G. Antetokounmpo (drawn by C. LeVert),,59,52
270,2,0:31.0,Turnover by G. Antetokounmpo (offensive foul),,59,52
271,2,0:31.0,B. Lopez enters the game for G. Antetokounmpo,,59,52
272,2,0:15.0,,Turnover by C. LeVert (lost ball; steal by P. Connaughton),59,52
273,2,0:10.0,Turnover by D. Wilson (out of bounds lost ball),,59,52
274,2,0:10.0,,D. Russell enters the game for J. Allen,59,52
275,2,0:01.0,,Shooting foul by S. Brown (drawn by C. LeVert),59,52
276,2,0:01.0,,J. Allen enters the game for D. Russell,59,52
277,2,0:01.0,,C. LeVert makes free throw 1 of 2,59,53
278,2,0:01.0,,C. LeVert makes free throw 2 of 2,59,54
279,2,0:01.0,S. Brown misses 3-pt jump shot from 48 ft,,59,54
280,2,0:00.0,,Defensive rebound by Team,59,54
281,3,11:39.0,,Turnover by J. Allen (bad pass; steal by E. Bledsoe),59,54
282,3,11:34.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,59,54
283,3,11:27.0,Offensive rebound by G. Antetokounmpo,,59,54
284,3,11:27.0,G. Antetokounmpo misses 2-pt dunk at rim,,59,54
285,3,11:27.0,,Defensive rebound by D. Russell,59,54
286,3,11:23.0,,D. Russell misses 3-pt jump shot from 28 ft,59,54
287,3,11:21.0,Defensive rebound by G. Antetokounmpo,,59,54
288,3,11:16.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,59,54
289,3,11:15.0,Offensive rebound by Team,,59,54
290,3,11:06.0,E. Bledsoe makes 2-pt layup from 2 ft,,61,54
291,3,10:57.0,,D. Russell makes 2-pt jump shot from 6 ft,61,56
292,3,10:52.0,Turnover by S. Brown (bad pass; steal by D. Russell),,61,56
293,3,10:49.0,,D. Carroll makes 3-pt jump shot from 27 ft (assist by D. Russell),61,59
294,3,10:37.0,B. Lopez misses 3-pt jump shot from 25 ft,,61,59
295,3,10:37.0,,Defensive rebound by D. Russell,61,59
296,3,10:33.0,,Personal foul by S. Brown (drawn by D. Carroll),61,59
297,3,10:25.0,,J. Allen makes 2-pt hook shot from 3 ft (assist by J. Harris),61,61
298,3,10:17.0,Shooting foul by J. Allen (drawn by G. Antetokounmpo),,61,61
299,3,10:17.0,G. Antetokounmpo makes free throw 1 of 2,,62,61
300,3,10:17.0,G. Antetokounmpo makes free throw 2 of 2,,63,61
301,3,10:14.0,,Turnover by J. Harris (lost ball; steal by P. Connaughton),63,61
302,3,10:03.0,E. Bledsoe misses 2-pt layup from 1 ft,,63,61
303,3,10:03.0,Offensive rebound by Team,,63,61
304,3,10:03.0,,Loose ball foul by R. Kurucs (drawn by E. Bledsoe),63,61
305,3,10:00.0,S. Brown misses 2-pt layup from 4 ft (block by D. Carroll),,63,61
306,3,9:57.0,,Defensive rebound by D. Carroll,63,61
307,3,9:57.0,,Shooting foul by B. Lopez (drawn by D. Carroll),63,61
308,3,9:57.0,Technical foul by B. Lopez,,63,61
309,3,9:57.0,,D. Russell makes technical free throw,63,62
310,3,9:57.0,,D. Carroll misses free throw 1 of 2,63,62
311,3,9:57.0,,Offensive rebound by Team,63,62
312,3,9:57.0,,D. Carroll makes free throw 2 of 2,63,63
313,3,9:40.0,S. Brown misses 3-pt jump shot from 25 ft,,63,63
314,3,9:38.0,,Defensive rebound by D. Carroll,63,63
315,3,9:33.0,,Turnover by D. Russell (traveling),63,63
316,3,9:28.0,Personal foul by D. Russell (drawn by E. Bledsoe),,63,63
317,3,9:23.0,Turnover by G. Antetokounmpo (dbl dribble),,63,63
318,3,9:13.0,,Turnover by D. Russell (bad pass),63,63
319,3,9:01.0,Shooting foul by R. Kurucs (drawn by G. Antetokounmpo),,63,63
320,3,9:01.0,G. Antetokounmpo makes free throw 1 of 2,,64,63
321,3,9:01.0,G. Antetokounmpo makes free throw 2 of 2,,65,63
322,3,8:42.0,,D. Russell makes 3-pt jump shot from 26 ft,65,66
323,3,8:18.0,S. Brown makes 2-pt layup from 2 ft (assist by E. Bledsoe),,67,66
324,3,8:08.0,,Turnover by R. Kurucs (out of bounds lost ball),67,66
325,3,8:08.0,D. Wilson enters the game for B. Lopez,,67,66
326,3,7:57.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by J. Allen),,67,66
327,3,7:54.0,,Defensive rebound by D. Russell,67,66
328,3,7:53.0,,Turnover by D. Russell (bad pass; steal by P. Connaughton),67,66
329,3,7:47.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,67,66
330,3,7:44.0,,Defensive rebound by D. Russell,67,66
331,3,7:39.0,,R. Kurucs misses 3-pt jump shot from 27 ft,67,66
332,3,7:37.0,Defensive rebound by S. Brown,,67,66
333,3,7:24.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,67,66
334,3,7:20.0,,Defensive rebound by J. Allen,67,66
335,3,7:20.0,G. Hill enters the game for S. Brown,,67,66
336,3,7:20.0,,J. Dudley enters the game for R. Kurucs,67,66
337,3,7:10.0,,Shooting foul by E. Bledsoe (drawn by D. Carroll),67,66
338,3,7:10.0,,D. Carroll makes free throw 1 of 2,67,67
339,3,7:10.0,,D. Carroll makes free throw 2 of 2,67,68
340,3,7:04.0,Milwaukee full timeout,,67,68
341,3,7:04.0,,S. Dinwiddie enters the game for D. Carroll,67,68
342,3,6:55.0,D. Wilson misses 2-pt jump shot from 13 ft,,67,68
343,3,6:53.0,Offensive rebound by G. Antetokounmpo,,67,68
344,3,6:47.0,P. Connaughton misses 3-pt jump shot from 26 ft,,67,68
345,3,6:45.0,,Defensive rebound by J. Allen,67,68
346,3,6:39.0,,D. Russell misses 3-pt jump shot from 26 ft,67,68
347,3,6:37.0,Defensive rebound by P. Connaughton,,67,68
348,3,6:31.0,D. Wilson makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,70,68
349,3,6:08.0,,Shooting foul by G. Antetokounmpo (drawn by J. Allen),70,68
350,3,6:08.0,,J. Allen misses free throw 1 of 2,70,68
351,3,6:08.0,,Offensive rebound by Team,70,68
352,3,6:08.0,B. Lopez enters the game for G. Antetokounmpo,,70,68
353,3,6:08.0,,J. Allen makes free throw 2 of 2,70,69
354,3,5:56.0,B. Lopez misses 2-pt layup from 5 ft (block by J. Allen),,70,69
355,3,5:54.0,,Defensive rebound by J. Harris,70,69
356,3,5:45.0,,J. Harris misses 3-pt jump shot from 27 ft (block by E. Bledsoe),70,69
357,3,5:45.0,,Offensive rebound by Team,70,69
358,3,5:33.0,,J. Dudley makes 2-pt jump shot from 15 ft (assist by J. Harris),70,71
359,3,5:17.0,B. Lopez makes 2-pt hook shot from 11 ft (assist by P. Connaughton),,72,71
360,3,5:12.0,,Shooting foul by P. Connaughton (drawn by S. Dinwiddie),72,71
361,3,5:12.0,Technical foul by E. Bledsoe,,72,71
362,3,5:12.0,,D. Russell makes technical free throw,72,72
363,3,5:12.0,T. Frazier enters the game for E. Bledsoe,,72,72
364,3,5:12.0,,S. Dinwiddie makes free throw 1 of 2,72,73
365,3,5:12.0,,S. Dinwiddie makes free throw 2 of 2,72,74
366,3,5:02.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by D. Wilson),,75,74
367,3,5:00.0,,Brooklyn full timeout,75,74
368,3,4:43.0,,D. Russell makes 2-pt layup from 2 ft (assist by J. Allen),75,76
369,3,4:33.0,Turnover by T. Frazier (bad pass),,75,76
370,3,4:18.0,,D. Russell misses 2-pt jump shot from 14 ft,75,76
371,3,4:16.0,Defensive rebound by D. Wilson,,75,76
372,3,4:10.0,D. Wilson makes 2-pt dunk from 1 ft (assist by T. Frazier),,77,76
373,3,3:58.0,,S. Dinwiddie makes 2-pt jump shot from 7 ft,77,78
374,3,3:44.0,D. Wilson misses 3-pt jump shot from 26 ft,,77,78
375,3,3:44.0,,Defensive rebound by J. Harris,77,78
376,3,3:34.0,,J. Allen makes 2-pt layup from 1 ft (assist by S. Dinwiddie),77,80
377,3,3:22.0,Personal foul by S. Dinwiddie (drawn by G. Hill),,77,80
378,3,3:22.0,G. Hill makes free throw 1 of 2,,78,80
379,3,3:22.0,S. Brown enters the game for P. Connaughton,,78,80
380,3,3:22.0,,E. Davis enters the game for J. Allen,78,80
