,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
384,4,7:54.0,,D. Jordan enters the game for D. Powell,92,92
385,4,7:54.0,,D. Finney-Smith makes free throw 2 of 2,92,93
386,4,7:29.0,S. Johnson misses 2-pt jump shot from 20 ft,,92,93
387,4,7:27.0,,Defensive rebound by D. Finney-Smith,92,93
388,4,7:09.0,,D. Harris misses 2-pt jump shot from 16 ft,92,93
389,4,7:06.0,,Offensive rebound by D. Finney-Smith,92,93
390,4,6:52.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by L. Dončić),92,96
391,4,6:47.0,Offensive foul by B. Griffin (drawn by M. Kleber),,92,96
392,4,6:47.0,Turnover by B. Griffin (offensive foul),,92,96
393,4,6:47.0,R. Jackson enters the game for J. Calderón,,92,96
394,4,6:35.0,,D. Harris misses 3-pt jump shot from 24 ft,92,96
395,4,6:30.0,Defensive rebound by S. Johnson,,92,96
396,4,6:11.0,Personal foul by M. Kleber (drawn by B. Griffin),,92,96
397,4,6:11.0,,H. Barnes enters the game for L. Dončić,92,96
398,4,6:11.0,,D. Smith enters the game for D. Harris,92,96
399,4,5:54.0,Turnover by Team (shot clock),,92,96
400,4,5:37.0,,Personal foul by A. Drummond (drawn by H. Barnes),92,96
401,4,5:30.0,,Turnover by D. Smith (bad pass; steal by A. Drummond),92,96
402,4,5:21.0,Turnover by A. Drummond (lost ball; steal by D. Finney-Smith),,92,96
403,4,5:14.0,,M. Kleber misses 3-pt jump shot from 23 ft,92,96
404,4,5:10.0,Defensive rebound by R. Jackson,,92,96
405,4,5:07.0,Shooting foul by M. Kleber (drawn by A. Drummond),,92,96
406,4,5:07.0,A. Drummond misses free throw 1 of 2,,92,96
407,4,5:07.0,Offensive rebound by Team,,92,96
408,4,5:07.0,,L. Dončić enters the game for M. Kleber,92,96
409,4,5:07.0,A. Drummond makes free throw 2 of 2,,93,96
410,4,4:48.0,,Personal foul by S. Johnson (drawn by L. Dončić),93,96
411,4,4:35.0,,L. Dončić misses 2-pt jump shot from 18 ft,93,96
412,4,4:34.0,,Offensive rebound by Team,93,96
413,4,4:34.0,,Turnover by Team (shot clock),93,96
414,4,4:16.0,B. Griffin misses 2-pt jump shot from 5 ft,,93,96
415,4,4:16.0,Offensive rebound by A. Drummond,,93,96
416,4,4:16.0,A. Drummond makes 2-pt layup from 1 ft,,95,96
417,4,3:57.0,,Shooting foul by R. Bullock (drawn by H. Barnes),95,96
418,4,3:57.0,,H. Barnes misses free throw 1 of 2,95,96
419,4,3:57.0,,Offensive rebound by Team,95,96
420,4,3:57.0,,M. Kleber enters the game for D. Finney-Smith,95,96
421,4,3:57.0,,H. Barnes makes free throw 2 of 2,95,97
422,4,3:44.0,B. Griffin misses 2-pt layup from 5 ft (block by M. Kleber),,95,97
423,4,3:38.0,Offensive rebound by B. Griffin,,95,97
424,4,3:37.0,Turnover by B. Griffin (bad pass; steal by L. Dončić),,95,97
425,4,3:34.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by L. Dončić),95,100
426,4,3:32.0,Detroit full timeout,,95,100
427,4,3:31.0,Personal take foul by H. Barnes (drawn by A. Drummond),,95,100
428,4,3:31.0,A. Drummond makes free throw 1 of 2,,96,100
429,4,3:31.0,,Dallas full timeout,96,100
430,4,3:31.0,A. Drummond makes free throw 2 of 2,,97,100
431,4,3:10.0,,D. Smith misses 3-pt jump shot from 24 ft,97,100
432,4,3:06.0,Defensive rebound by R. Bullock,,97,100
433,4,2:46.0,R. Jackson misses 3-pt jump shot from 25 ft,,97,100
434,4,2:44.0,,Defensive rebound by L. Dončić,97,100
435,4,2:36.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Dončić),97,102
436,4,2:16.0,R. Bullock misses 3-pt jump shot from 25 ft,,97,102
437,4,2:12.0,,Defensive rebound by D. Jordan,97,102
438,4,1:59.0,,Turnover by D. Smith (bad pass; steal by S. Johnson),97,102
439,4,1:43.0,A. Drummond misses 2-pt layup from 3 ft (block by M. Kleber),,97,102
440,4,1:41.0,,Defensive rebound by L. Dončić,97,102
441,4,1:20.0,,L. Dončić makes 2-pt jump shot from 14 ft,97,104
442,4,1:19.0,,Dallas full timeout,97,104
443,4,1:19.0,L. Galloway enters the game for S. Johnson,,97,104
444,4,1:14.0,Personal foul by D. Jordan (drawn by B. Griffin),,97,104
445,4,1:14.0,B. Griffin misses free throw 1 of 2,,97,104
446,4,1:14.0,Offensive rebound by Team,,97,104
447,4,1:14.0,S. Johnson enters the game for L. Galloway,,97,104
448,4,1:14.0,B. Griffin misses free throw 2 of 2,,97,104
449,4,1:11.0,Offensive rebound by A. Drummond,,97,104
450,4,1:11.0,A. Drummond makes 2-pt layup from 1 ft,,99,104
451,4,0:56.0,,Personal foul by S. Johnson (drawn by L. Dončić),99,104
452,4,0:56.0,,L. Dončić makes free throw 1 of 2,99,105
453,4,0:56.0,L. Galloway enters the game for S. Johnson,,99,105
454,4,0:56.0,,D. Finney-Smith enters the game for D. Smith,99,105
455,4,0:56.0,,L. Dončić makes free throw 2 of 2,99,106
456,4,0:43.0,B. Griffin makes 2-pt dunk from 1 ft (assist by R. Bullock),,101,106
457,4,0:23.0,,L. Dončić misses 3-pt jump shot from 26 ft,101,106
458,4,0:19.0,Defensive rebound by L. Galloway,,101,106
459,4,0:04.0,R. Jackson misses 3-pt jump shot from 25 ft,,101,106
460,4,0:01.0,,Defensive rebound by D. Finney-Smith,101,106
