,QUARTER,TIME_REMAINING,TORONTO_ACTION,BROOKLYN_ACTION,TORONTO_SCORE,BROOKLYN_SCORE
0,1,11:45.0,,Turnover by D. Russell (bad pass),0,0
1,1,11:22.0,K. Leonard misses 3-pt jump shot from 26 ft,,0,0
2,1,11:18.0,Offensive rebound by P. Siakam,,0,0
3,1,11:15.0,K. Lowry misses 3-pt jump shot from 25 ft,,0,0
4,1,11:13.0,Offensive rebound by K. Leonard,,0,0
5,1,11:08.0,K. Leonard misses 2-pt layup from 3 ft (block by J. Allen),,0,0
6,1,11:05.0,,Defensive rebound by J. Allen,0,0
7,1,11:00.0,,Turnover by R. Kurucs (bad pass; steal by D. Green),0,0
8,1,10:56.0,K. Leonard makes 2-pt layup from 2 ft (assist by D. Green),,2,0
9,1,10:36.0,,Shooting foul by M. Gasol (drawn by D. Carroll),2,0
10,1,10:36.0,,D. Carroll misses free throw 1 of 2,2,0
11,1,10:36.0,,Offensive rebound by Team,2,0
12,1,10:36.0,,D. Carroll makes free throw 2 of 2,2,1
13,1,10:21.0,P. Siakam misses 2-pt layup from 4 ft,,2,1
14,1,10:18.0,Offensive rebound by K. Lowry,,2,1
15,1,10:16.0,K. Lowry misses 2-pt layup from 2 ft (block by R. Kurucs),,2,1
16,1,10:16.0,,Defensive rebound by J. Harris,2,1
17,1,10:08.0,,J. Allen makes 2-pt layup from 2 ft (assist by J. Harris),2,3
18,1,9:48.0,P. Siakam misses 3-pt jump shot from 24 ft,,2,3
19,1,9:45.0,,Defensive rebound by D. Carroll,2,3
20,1,9:40.0,,D. Russell misses 3-pt jump shot from 24 ft,2,3
21,1,9:36.0,Defensive rebound by M. Gasol,,2,3
22,1,9:30.0,P. Siakam misses 3-pt jump shot from 25 ft,,2,3
23,1,9:27.0,,Defensive rebound by J. Allen,2,3
24,1,9:15.0,,J. Harris misses 3-pt jump shot from 25 ft,2,3
25,1,9:13.0,Defensive rebound by K. Lowry,,2,3
26,1,9:13.0,Personal foul by R. Kurucs (drawn by K. Lowry),,2,3
27,1,8:51.0,P. Siakam misses 3-pt jump shot from 23 ft,,2,3
28,1,8:48.0,,Defensive rebound by D. Carroll,2,3
29,1,8:37.0,,R. Kurucs makes 2-pt dunk at rim (assist by D. Russell),2,5
30,1,8:25.0,K. Leonard misses 2-pt jump shot from 15 ft,,2,5
31,1,8:21.0,,Defensive rebound by D. Russell,2,5
32,1,8:09.0,,R. Kurucs makes 2-pt layup from 2 ft,2,7
33,1,8:04.0,Personal foul by R. Kurucs (drawn by K. Leonard),,2,7
34,1,7:58.0,K. Leonard misses 2-pt jump shot from 18 ft,,2,7
35,1,7:51.0,Offensive rebound by M. Gasol,,2,7
36,1,7:51.0,M. Gasol makes 2-pt layup at rim,,4,7
37,1,7:43.0,,R. Kurucs misses 3-pt jump shot from 26 ft,4,7
38,1,7:40.0,Defensive rebound by M. Gasol,,4,7
39,1,7:37.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by M. Gasol),,6,7
40,1,7:28.0,,D. Russell misses 2-pt jump shot from 14 ft,6,7
41,1,7:24.0,Defensive rebound by D. Green,,6,7
42,1,7:20.0,K. Lowry misses 2-pt layup from 4 ft,,6,7
43,1,7:20.0,Offensive rebound by M. Gasol,,6,7
44,1,7:10.0,M. Gasol misses 2-pt jump shot from 13 ft,,6,7
45,1,7:06.0,,Defensive rebound by D. Carroll,6,7
46,1,7:00.0,,J. Harris makes 2-pt dunk from 1 ft (assist by D. Russell),6,9
47,1,6:53.0,K. Leonard makes 2-pt jump shot from 9 ft,,8,9
48,1,6:53.0,Shooting foul by D. Carroll (drawn by K. Leonard),,8,9
49,1,6:53.0,,Brooklyn full timeout,8,9
50,1,6:53.0,,S. Dinwiddie enters the game for D. Carroll,8,9
51,1,6:53.0,K. Leonard makes free throw 1 of 1,,9,9
52,1,6:38.0,,J. Harris makes 2-pt layup from 1 ft (assist by R. Kurucs),9,11
53,1,6:23.0,Personal foul by S. Dinwiddie (drawn by K. Leonard),,9,11
54,1,6:08.0,K. Lowry misses 3-pt jump shot from 26 ft,,9,11
55,1,6:05.0,,Defensive rebound by J. Harris,9,11
56,1,5:55.0,,D. Russell misses 2-pt jump shot from 11 ft,9,11
57,1,5:51.0,,Offensive rebound by J. Allen,9,11
58,1,5:51.0,,J. Allen makes 2-pt layup from 1 ft,9,13
59,1,5:36.0,P. Siakam misses 2-pt jump shot from 12 ft,,9,13
60,1,5:34.0,,Defensive rebound by J. Allen,9,13
61,1,5:26.0,,D. Russell misses 2-pt jump shot from 12 ft,9,13
62,1,5:22.0,Defensive rebound by M. Gasol,,9,13
63,1,5:12.0,Shooting foul by S. Dinwiddie (drawn by P. Siakam),,9,13
64,1,5:12.0,P. Siakam makes free throw 1 of 2,,10,13
65,1,5:12.0,P. Siakam makes free throw 2 of 2,,11,13
66,1,5:03.0,,D. Russell misses 2-pt jump shot from 16 ft,11,13
67,1,5:03.0,Defensive rebound by K. Leonard,,11,13
68,1,4:55.0,M. Gasol misses 3-pt jump shot from 26 ft,,11,13
69,1,4:48.0,Offensive rebound by K. Lowry,,11,13
70,1,4:38.0,P. Siakam makes 2-pt hook shot from 5 ft (assist by M. Gasol),,13,13
71,1,4:19.0,,Turnover by J. Harris (bad pass; steal by M. Gasol),13,13
