,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
383,4,6:07.0,,Personal foul by F. VanVleet (drawn by T. Ariza),97,79
384,4,6:07.0,K. Leonard enters the game for S. Ibaka,,97,79
385,4,6:07.0,K. Lowry enters the game for N. Powell,,97,79
386,4,6:07.0,J. Valančiūnas enters the game for F. VanVleet,,97,79
387,4,6:07.0,,T. Warren enters the game for R. Anderson,97,79
388,4,5:57.0,,I. Canaan makes 2-pt jump shot from 18 ft,97,81
389,4,5:42.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),,99,81
390,4,5:29.0,,Personal foul by J. Valančiūnas (drawn by D. Ayton),99,81
391,4,5:22.0,,T. Ariza misses 3-pt jump shot from 24 ft,99,81
392,4,5:19.0,Defensive rebound by K. Leonard,,99,81
393,4,5:10.0,K. Leonard misses 2-pt jump shot from 12 ft (block by D. Booker),,99,81
394,4,5:10.0,,Defensive rebound by D. Ayton,99,81
395,4,4:58.0,,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),99,83
396,4,4:40.0,K. Lowry misses 2-pt jump shot from 12 ft (block by D. Ayton),,99,83
397,4,4:40.0,,Defensive rebound by D. Ayton,99,83
398,4,4:31.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by D. Booker),99,86
399,4,4:30.0,Toronto full timeout,,99,86
400,4,4:30.0,D. Green enters the game for C. Miles,,99,86
401,4,4:13.0,J. Valančiūnas makes 2-pt layup from 3 ft (assist by K. Leonard),,101,86
402,4,3:58.0,,T. Ariza misses 3-pt jump shot from 24 ft,101,86
403,4,3:56.0,Defensive rebound by D. Green,,101,86
404,4,3:52.0,K. Leonard misses 2-pt layup from 2 ft,,101,86
405,4,3:47.0,,Defensive rebound by D. Ayton,101,86
406,4,3:32.0,,Shooting foul by J. Valančiūnas (drawn by D. Ayton),101,86
407,4,3:32.0,,D. Ayton misses free throw 1 of 2,101,86
408,4,3:32.0,,Offensive rebound by Team,101,86
409,4,3:32.0,,D. Ayton makes free throw 2 of 2,101,87
410,4,3:17.0,Turnover by K. Lowry (bad pass; steal by D. Booker),,101,87
411,4,3:12.0,,D. Booker misses 3-pt jump shot from 25 ft,101,87
412,4,3:10.0,,Offensive rebound by D. Ayton,101,87
413,4,3:05.0,,I. Canaan misses 3-pt jump shot from 25 ft,101,87
414,4,3:02.0,Defensive rebound by J. Valančiūnas,,101,87
415,4,2:52.0,K. Lowry misses 3-pt jump shot from 24 ft,,101,87
416,4,2:49.0,,Defensive rebound by I. Canaan,101,87
417,4,2:47.0,,T. Warren makes 2-pt dunk at rim (assist by D. Booker),101,89
418,4,2:42.0,Toronto full timeout,,101,89
419,4,2:42.0,P. Siakam enters the game for O. Anunoby,,101,89
420,4,2:42.0,F. VanVleet enters the game for K. Leonard,,101,89
421,4,2:19.0,Turnover by K. Lowry (bad pass),,101,89
422,4,2:09.0,,Shooting foul by P. Siakam (drawn by T. Warren),101,89
423,4,2:09.0,,T. Warren misses free throw 1 of 3,101,89
424,4,2:09.0,,Offensive rebound by Team,101,89
425,4,2:09.0,,T. Warren makes free throw 2 of 3,101,90
426,4,2:09.0,,T. Warren makes free throw 3 of 3,101,91
427,4,1:56.0,K. Lowry makes 2-pt jump shot from 12 ft,,103,91
428,4,1:37.0,,T. Warren misses 2-pt jump shot from 1 ft,103,91
429,4,1:35.0,Defensive rebound by P. Siakam,,103,91
430,4,1:35.0,Personal foul by I. Canaan (drawn by P. Siakam),,103,91
431,4,1:26.0,J. Valančiūnas makes 2-pt layup at rim (assist by F. VanVleet),,105,91
432,4,1:16.0,,Personal foul by J. Valančiūnas (drawn by D. Ayton),105,91
433,4,1:16.0,,D. Ayton misses free throw 1 of 2,105,91
434,4,1:16.0,,Offensive rebound by Team,105,91
435,4,1:16.0,,D. Ayton misses free throw 2 of 2,105,91
436,4,1:16.0,,Offensive rebound by T. Ariza,105,91
437,4,1:10.0,,T. Warren misses 2-pt dunk from 2 ft (block by J. Valančiūnas),105,91
438,4,1:07.0,Defensive rebound by P. Siakam,,105,91
439,4,1:05.0,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),,107,91
440,4,0:56.0,,D. Booker misses 2-pt jump shot from 5 ft,107,91
441,4,0:56.0,,Offensive rebound by D. Ayton,107,91
442,4,0:55.0,,Personal foul by J. Valančiūnas (drawn by D. Ayton),107,91
443,4,0:55.0,G. Monroe enters the game for J. Valančiūnas,,107,91
444,4,0:55.0,,M. Bridges enters the game for T. Ariza,107,91
445,4,0:55.0,,D. Ayton makes free throw 1 of 2,107,92
446,4,0:55.0,,D. Ayton makes free throw 2 of 2,107,93
447,4,0:41.0,Turnover by G. Monroe (traveling),,107,93
448,4,0:30.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by I. Canaan),107,96
449,4,0:15.0,Turnover by F. VanVleet (lost ball; steal by M. Bridges),,107,96
450,4,0:12.0,,M. Bridges makes 2-pt dunk at rim,107,98
