,QUARTER,TIME_REMAINING,ATLANTA_ACTION,UTAH_ACTION,ATLANTA_SCORE,UTAH_SCORE
70,1,4:06.0,Defensive rebound by Team,,26,25
71,1,3:47.0,O. Spellman makes 2-pt jump shot from 8 ft,,28,25
72,1,3:34.0,,Turnover by D. Mitchell (bad pass; steal by J. Lin),28,25
73,1,3:33.0,Personal foul by R. O'Neale (drawn by J. Lin),,28,25
74,1,3:33.0,J. Lin makes free throw 1 of 2,,29,25
75,1,3:33.0,J. Lin makes free throw 2 of 2,,30,25
76,1,3:22.0,,K. Korver misses 3-pt jump shot from 28 ft,30,25
77,1,3:19.0,Defensive rebound by J. Lin,,30,25
78,1,3:09.0,O. Spellman misses 2-pt jump shot from 5 ft (block by D. Favors),,30,25
79,1,3:09.0,Offensive rebound by Team,,30,25
80,1,3:01.0,Personal foul by D. Mitchell (drawn by K. Bazemore),,30,25
81,1,3:01.0,K. Bazemore makes free throw 1 of 2,,31,25
82,1,3:01.0,K. Bazemore makes free throw 2 of 2,,32,25
83,1,2:51.0,,K. Korver misses 3-pt jump shot from 25 ft,32,25
84,1,2:48.0,,Offensive rebound by Team,32,25
85,1,2:48.0,Atlanta full timeout,,32,25
86,1,2:44.0,,D. Mitchell makes 2-pt layup from 4 ft (assist by R. O'Neale),32,27
87,1,2:29.0,O. Spellman misses 3-pt jump shot from 23 ft,,32,27
88,1,2:26.0,,Defensive rebound by K. Korver,32,27
89,1,2:23.0,,J. Crowder misses 3-pt jump shot from 27 ft,32,27
90,1,2:17.0,,Offensive rebound by D. Favors,32,27
91,1,2:17.0,,D. Favors makes 2-pt layup from 1 ft,32,29
92,1,2:00.0,T. Prince makes 2-pt layup from 2 ft,,34,29
93,1,1:48.0,,Offensive foul by R. O'Neale (drawn by T. Prince),34,29
94,1,1:48.0,,Turnover by R. O'Neale (offensive foul),34,29
95,1,1:48.0,A. Len enters the game for J. Lin,,34,29
96,1,1:48.0,T. Young enters the game for O. Spellman,,34,29
97,1,1:48.0,,J. Ingles enters the game for D. Favors,34,29
98,1,1:48.0,,R. Rubio enters the game for D. Mitchell,34,29
99,1,1:48.0,,E. Udoh enters the game for R. O'Neale,34,29
100,1,1:34.0,Turnover by T. Young (out of bounds lost ball),,34,29
101,1,1:24.0,,J. Crowder makes 2-pt dunk from 2 ft (assist by J. Ingles),34,31
102,1,1:07.0,T. Prince misses 3-pt jump shot from 26 ft,,34,31
103,1,1:05.0,,Defensive rebound by J. Crowder,34,31
104,1,0:53.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Ingles),34,34
105,1,0:43.0,V. Carter misses 3-pt jump shot from 26 ft,,34,34
106,1,0:41.0,,Defensive rebound by K. Korver,34,34
107,1,0:21.0,,Turnover by R. Rubio (lost ball; steal by V. Carter),34,34
108,1,0:16.0,K. Bazemore misses 2-pt layup from 3 ft,,34,34
109,1,0:13.0,,Defensive rebound by K. Korver,34,34
110,1,0:03.0,,Personal take foul by K. Bazemore (drawn by J. Ingles),34,34
111,1,0:03.0,D. Bembry enters the game for V. Carter,,34,34
112,1,0:03.0,K. Huerter enters the game for A. Len,,34,34
113,1,0:01.0,,Shooting foul by K. Bazemore (drawn by J. Ingles),34,34
114,1,0:01.0,,J. Ingles makes free throw 1 of 2,34,35
115,1,0:01.0,,J. Ingles makes free throw 2 of 2,34,36
116,1,0:00.0,K. Bazemore misses 3-pt jump shot from 49 ft,,34,36
117,1,0:00.0,Offensive rebound by Team,,34,36
118,2,11:47.0,A. Len misses 3-pt jump shot from 25 ft,,34,36
119,2,11:44.0,Offensive rebound by A. Len,,34,36
120,2,11:39.0,J. Collins misses 2-pt jump shot from 8 ft,,34,36
121,2,11:39.0,Offensive rebound by Team,,34,36
122,2,11:36.0,J. Collins makes 2-pt layup from 6 ft (assist by K. Huerter),,36,36
123,2,11:23.0,,Turnover by K. Korver (bad pass; steal by A. Len),36,36
124,2,11:21.0,K. Huerter makes 3-pt jump shot from 26 ft,,39,36
125,2,11:00.0,,R. Rubio misses 3-pt jump shot from 26 ft,39,36
126,2,10:57.0,Defensive rebound by A. Len,,39,36
127,2,10:54.0,Offensive foul by J. Collins (drawn by J. Crowder),,39,36
128,2,10:54.0,Turnover by J. Collins (offensive foul),,39,36
129,2,10:44.0,,J. Ingles makes 2-pt layup from 5 ft (assist by R. Gobert),39,38
130,2,10:32.0,A. Len misses 3-pt jump shot from 25 ft,,39,38
131,2,10:30.0,,Defensive rebound by K. Korver,39,38
132,2,10:21.0,,K. Korver makes 2-pt layup from 2 ft (assist by R. Rubio),39,40
133,2,10:11.0,T. Young misses 2-pt jump shot from 14 ft,,39,40
134,2,10:07.0,,Defensive rebound by K. Korver,39,40
135,2,10:00.0,,Turnover by J. Ingles (bad pass; steal by J. Collins),39,40
136,2,9:51.0,K. Huerter misses 3-pt jump shot from 26 ft,,39,40
137,2,9:48.0,,Defensive rebound by J. Crowder,39,40
138,2,9:44.0,,R. Rubio misses 3-pt jump shot from 26 ft,39,40
139,2,9:41.0,Defensive rebound by Team,,39,40
140,2,9:41.0,D. Dedmon enters the game for A. Len,,39,40
141,2,9:29.0,J. Collins makes 2-pt layup from 3 ft (assist by K. Huerter),,41,40
142,2,9:28.0,,Utah full timeout,41,40
143,2,9:28.0,,G. Allen enters the game for K. Korver,41,40
144,2,9:11.0,,J. Crowder misses 3-pt jump shot from 25 ft,41,40
145,2,9:07.0,Defensive rebound by D. Bembry,,41,40
146,2,8:50.0,J. Collins misses 2-pt layup from 3 ft,,41,40
147,2,8:48.0,,Defensive rebound by R. Gobert,41,40
148,2,8:38.0,,G. Allen misses 3-pt jump shot from 23 ft,41,40
149,2,8:34.0,Defensive rebound by D. Dedmon,,41,40
150,2,8:28.0,K. Huerter makes 3-pt jump shot from 24 ft (assist by T. Young),,44,40
151,2,8:04.0,,Turnover by J. Ingles (bad pass; steal by D. Bembry),44,40
152,2,7:57.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by D. Bembry),,47,40
153,2,7:36.0,,G. Allen misses 3-pt jump shot from 26 ft,47,40
154,2,7:34.0,Defensive rebound by D. Bembry,,47,40
155,2,7:28.0,D. Bembry misses 2-pt jump shot from 13 ft,,47,40
156,2,7:25.0,,Defensive rebound by R. Gobert,47,40
157,2,7:05.0,,J. Ingles misses 3-pt jump shot from 24 ft,47,40
158,2,7:02.0,Defensive rebound by D. Bembry,,47,40
159,2,6:52.0,J. Collins misses 3-pt jump shot from 25 ft,,47,40
160,2,6:49.0,Offensive rebound by Team,,47,40
161,2,6:49.0,O. Spellman enters the game for J. Collins,,47,40
162,2,6:49.0,,K. Korver enters the game for J. Crowder,47,40
163,2,6:49.0,,D. Mitchell enters the game for J. Ingles,47,40
164,2,6:49.0,,G. Niang enters the game for R. Rubio,47,40
165,2,6:43.0,D. Dedmon misses 3-pt jump shot from 25 ft,,47,40
166,2,6:38.0,,Defensive rebound by G. Niang,47,40
167,2,6:29.0,,D. Mitchell misses 2-pt layup from 4 ft,47,40
168,2,6:27.0,,Offensive rebound by R. Gobert,47,40
169,2,6:27.0,,Shooting foul by D. Dedmon (drawn by R. Gobert),47,40
170,2,6:27.0,,R. Gobert makes free throw 1 of 2,47,41
171,2,6:27.0,T. Prince enters the game for D. Bembry,,47,41
172,2,6:27.0,,R. Gobert makes free throw 2 of 2,47,42
173,2,6:13.0,D. Dedmon makes 2-pt layup from 3 ft (assist by T. Young),,49,42
174,2,6:13.0,V. Carter enters the game for D. Dedmon,,49,42
175,2,5:50.0,,D. Mitchell misses 2-pt jump shot from 8 ft (block by O. Spellman),49,42
176,2,5:48.0,Defensive rebound by T. Young,,49,42
177,2,5:46.0,T. Young misses 2-pt layup from 4 ft (block by G. Allen),,49,42
178,2,5:46.0,Offensive rebound by Team,,49,42
179,2,5:32.0,T. Prince makes 2-pt dunk from 2 ft,,51,42
180,2,5:15.0,,D. Mitchell misses 2-pt layup from 4 ft,51,42
181,2,5:14.0,Defensive rebound by T. Young,,51,42
182,2,5:00.0,T. Young misses 3-pt jump shot from 30 ft,,51,42
183,2,4:57.0,,Defensive rebound by G. Niang,51,42
184,2,4:50.0,,G. Niang misses 3-pt jump shot from 25 ft,51,42
185,2,4:46.0,Defensive rebound by K. Huerter,,51,42
186,2,4:40.0,K. Huerter makes 2-pt jump shot from 19 ft,,53,42
187,2,4:25.0,,Personal foul by T. Prince (drawn by D. Mitchell),53,42
188,2,4:25.0,K. Bazemore enters the game for K. Huerter,,53,42
189,2,4:25.0,J. Lin enters the game for T. Young,,53,42
190,2,4:25.0,,D. Favors enters the game for R. Gobert,53,42
191,2,4:18.0,,G. Niang makes 3-pt jump shot from 22 ft (assist by D. Favors),53,45
192,2,4:03.0,J. Lin makes 2-pt layup from 2 ft (assist by K. Bazemore),,55,45
193,2,4:03.0,,Violation by Team (def goaltending),55,45
194,2,3:46.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by K. Korver),55,48
195,2,3:33.0,Personal foul by D. Mitchell (drawn by J. Lin),,55,48
196,2,3:24.0,T. Prince makes 3-pt jump shot from 25 ft,,58,48
197,2,3:11.0,,D. Mitchell misses 2-pt layup from 2 ft,58,48
198,2,3:08.0,,Offensive rebound by D. Favors,58,48
199,2,3:08.0,,D. Favors makes 2-pt layup from 1 ft,58,50
200,2,3:06.0,,Violation by Team (delay of game),58,50
201,2,2:58.0,O. Spellman misses 3-pt jump shot from 24 ft,,58,50
202,2,2:54.0,,Defensive rebound by K. Korver,58,50
203,2,2:48.0,,Personal foul by T. Prince (drawn by G. Allen),58,50
204,2,2:48.0,Atlanta full timeout,,58,50
205,2,2:48.0,J. Collins enters the game for O. Spellman,,58,50
206,2,2:48.0,,J. Crowder enters the game for G. Allen,58,50
207,2,2:48.0,,J. Ingles enters the game for K. Korver,58,50
208,2,2:48.0,,R. Rubio enters the game for G. Niang,58,50
209,2,2:35.0,,D. Favors makes 2-pt hook shot from 3 ft,58,52
210,2,2:12.0,K. Bazemore misses 2-pt jump shot from 14 ft,,58,52
211,2,2:08.0,,Defensive rebound by J. Crowder,58,52
212,2,1:47.0,,D. Mitchell misses 3-pt jump shot from 23 ft,58,52
213,2,1:42.0,,Offensive rebound by J. Crowder,58,52
214,2,1:42.0,,J. Crowder misses 2-pt layup from 1 ft,58,52
215,2,1:41.0,Defensive rebound by K. Bazemore,,58,52
216,2,1:37.0,K. Bazemore makes 2-pt layup from 3 ft,,60,52
217,2,1:22.0,,Personal foul by J. Collins (drawn by D. Favors),60,52
218,2,1:22.0,D. Bembry enters the game for J. Collins,,60,52
219,2,1:22.0,D. Dedmon enters the game for T. Prince,,60,52
220,2,1:15.0,,R. Rubio misses 3-pt jump shot from 23 ft,60,52
221,2,1:12.0,Defensive rebound by D. Bembry,,60,52
222,2,0:57.0,J. Lin misses 2-pt jump shot from 13 ft,,60,52
223,2,0:54.0,Offensive rebound by D. Bembry,,60,52
224,2,0:50.0,Offensive foul by K. Bazemore (drawn by D. Mitchell),,60,52
225,2,0:50.0,Turnover by K. Bazemore (offensive foul),,60,52
226,2,0:50.0,Technical foul by K. Bazemore,,60,52
227,2,0:50.0,,R. Rubio makes technical free throw,60,53
228,2,0:50.0,K. Huerter enters the game for K. Bazemore,,60,53
229,2,0:50.0,T. Young enters the game for J. Lin,,60,53
230,2,0:40.0,,D. Mitchell makes 2-pt layup from 3 ft (assist by D. Favors),60,55
231,2,0:32.0,T. Young misses 2-pt jump shot from 16 ft,,60,55
232,2,0:30.0,,Defensive rebound by J. Ingles,60,55
233,2,0:09.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Rubio),60,58
234,2,0:03.0,Personal foul by J. Ingles (drawn by D. Bembry),,60,58
235,2,0:00.0,D. Dedmon misses 3-pt jump shot from 29 ft,,60,58
236,2,0:00.0,Offensive rebound by Team,,60,58
237,3,11:42.0,Turnover by D. Bembry (bad pass; steal by D. Favors),,60,58
238,3,11:34.0,,D. Mitchell makes 2-pt jump shot from 7 ft,60,60
239,3,11:13.0,J. Collins misses 2-pt jump shot from 3 ft (block by D. Favors),,60,60
240,3,11:10.0,,Defensive rebound by R. Rubio,60,60
241,3,11:10.0,,Personal foul by D. Bembry (drawn by R. Rubio),60,60
242,3,10:52.0,,R. Rubio makes 2-pt jump shot from 19 ft (assist by D. Mitchell),60,62
243,3,10:33.0,J. Collins misses 2-pt jump shot from 10 ft,,60,62
244,3,10:31.0,,Defensive rebound by R. Gobert,60,62
245,3,10:25.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),60,64
246,3,10:25.0,,Shooting foul by D. Dedmon (drawn by R. Gobert),60,64
247,3,10:25.0,,R. Gobert misses free throw 1 of 1,60,64
248,3,10:24.0,Defensive rebound by J. Collins,,60,64
249,3,10:11.0,K. Huerter misses 2-pt layup from 4 ft (block by R. Gobert),,60,64
250,3,10:09.0,,Defensive rebound by J. Ingles,60,64
251,3,10:03.0,,Turnover by D. Mitchell (bad pass; steal by D. Dedmon),60,64
252,3,9:59.0,Shooting foul by D. Mitchell (drawn by D. Dedmon),,60,64
253,3,9:59.0,D. Dedmon makes free throw 1 of 2,,61,64
254,3,9:59.0,D. Dedmon makes free throw 2 of 2,,62,64
255,3,9:44.0,,Turnover by R. Gobert (lost ball; steal by T. Young),62,64
256,3,9:38.0,T. Young misses 2-pt layup from 2 ft,,62,64
257,3,9:37.0,Offensive rebound by D. Dedmon,,62,64
258,3,9:37.0,D. Dedmon misses 2-pt dunk from 1 ft,,62,64
259,3,9:37.0,,Defensive rebound by Team,62,64
260,3,9:37.0,Loose ball foul by J. Collins (drawn by D. Favors),,62,64
261,3,9:37.0,O. Spellman enters the game for J. Collins,,62,64
262,3,9:27.0,,D. Favors misses 3-pt jump shot from 22 ft,62,64
263,3,9:23.0,Defensive rebound by D. Bembry,,62,64
264,3,9:12.0,O. Spellman makes 3-pt jump shot from 23 ft (assist by D. Bembry),,65,64
265,3,9:09.0,Violation by Team (delay of game),,65,64
266,3,8:55.0,,D. Mitchell misses 2-pt jump shot from 15 ft,65,64
267,3,8:53.0,,Offensive rebound by D. Favors,65,64
268,3,8:53.0,,Shooting foul by D. Dedmon (drawn by D. Favors),65,64
269,3,8:53.0,,D. Favors makes free throw 1 of 2,65,65
270,3,8:53.0,,D. Favors makes free throw 2 of 2,65,66
271,3,8:38.0,D. Bembry misses 3-pt jump shot from 26 ft,,65,66
272,3,8:35.0,,Defensive rebound by Team,65,66
273,3,8:35.0,Loose ball foul by O. Spellman (drawn by R. Gobert),,65,66
274,3,8:35.0,,R. Gobert makes free throw 1 of 2,65,67
275,3,8:35.0,,R. Gobert misses free throw 2 of 2,65,67
276,3,8:33.0,Defensive rebound by D. Dedmon,,65,67
277,3,8:17.0,T. Young misses 3-pt jump shot from 31 ft,,65,67
278,3,8:14.0,Offensive rebound by D. Dedmon,,65,67
279,3,8:08.0,O. Spellman misses 3-pt jump shot from 26 ft,,65,67
280,3,8:04.0,,Defensive rebound by D. Mitchell,65,67
281,3,7:54.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Mitchell),65,70
282,3,7:32.0,D. Bembry misses 2-pt layup from 3 ft,,65,70
283,3,7:30.0,,Defensive rebound by R. Gobert,65,70
284,3,7:13.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),65,72
285,3,7:09.0,Atlanta full timeout,,65,72
286,3,7:09.0,K. Bazemore enters the game for D. Bembry,,65,72
287,3,7:09.0,V. Carter enters the game for D. Dedmon,,65,72
288,3,7:09.0,A. Len enters the game for K. Huerter,,65,72
289,3,7:09.0,J. Lin enters the game for O. Spellman,,65,72
290,3,7:09.0,T. Prince enters the game for T. Young,,65,72
291,3,6:56.0,T. Prince misses 2-pt jump shot from 6 ft,,65,72
292,3,6:51.0,Offensive rebound by T. Prince,,65,72
293,3,6:51.0,T. Prince misses 2-pt layup from 1 ft,,65,72
294,3,6:49.0,Offensive rebound by A. Len,,65,72
295,3,6:49.0,A. Len misses 2-pt layup from 1 ft,,65,72
296,3,6:49.0,,Defensive rebound by R. Gobert,65,72
297,3,6:42.0,,D. Mitchell misses 2-pt layup from 3 ft (block by A. Len),65,72
298,3,6:37.0,Defensive rebound by A. Len,,65,72
299,3,6:30.0,J. Lin misses 3-pt jump shot from 25 ft,,65,72
300,3,6:25.0,,Defensive rebound by J. Ingles,65,72
301,3,6:08.0,,Shooting foul by T. Prince (drawn by R. Gobert),65,72
302,3,6:08.0,,R. Gobert makes free throw 1 of 2,65,73
303,3,6:08.0,,J. Crowder enters the game for D. Favors,65,73
304,3,6:08.0,,K. Korver enters the game for J. Ingles,65,73
305,3,6:08.0,,R. Gobert makes free throw 2 of 2,65,74
306,3,5:56.0,Shooting foul by K. Korver (drawn by T. Prince),,65,74
307,3,5:56.0,T. Prince makes free throw 1 of 2,,66,74
308,3,5:56.0,T. Prince makes free throw 2 of 2,,67,74
309,3,5:46.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),67,76
310,3,5:18.0,K. Bazemore misses 3-pt jump shot from 24 ft,,67,76
311,3,5:15.0,,Defensive rebound by R. Gobert,67,76
312,3,5:10.0,,Turnover by J. Crowder (bad pass; steal by K. Bazemore),67,76
313,3,5:06.0,K. Bazemore makes 2-pt layup from 2 ft,,69,76
314,3,4:46.0,,R. Rubio misses 2-pt jump shot from 11 ft,69,76
315,3,4:43.0,Defensive rebound by T. Prince,,69,76
316,3,4:38.0,Turnover by T. Prince (traveling),,69,76
317,3,4:38.0,,R. O'Neale enters the game for R. Rubio,69,76
318,3,4:28.0,,D. Mitchell makes 2-pt layup from 4 ft,69,78
319,3,4:13.0,A. Len misses 2-pt jump shot from 6 ft (block by R. Gobert),,69,78
320,3,4:10.0,,Defensive rebound by R. Gobert,69,78
321,3,4:07.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Mitchell),69,81
322,3,4:05.0,Atlanta full timeout,,69,81
323,3,4:05.0,D. Dedmon enters the game for V. Carter,,69,81
324,3,4:05.0,K. Huerter enters the game for A. Len,,69,81
325,3,4:05.0,O. Spellman enters the game for J. Lin,,69,81
326,3,4:05.0,T. Young enters the game for T. Prince,,69,81
327,3,3:59.0,K. Bazemore misses 3-pt jump shot from 25 ft,,69,81
328,3,3:55.0,,Defensive rebound by R. Gobert,69,81
329,3,3:41.0,,Turnover by R. Gobert (lost ball; steal by O. Spellman),69,81
330,3,3:33.0,T. Young makes 2-pt jump shot from 13 ft,,71,81
331,3,3:21.0,,D. Mitchell makes 2-pt jump shot from 10 ft,71,83
332,3,3:01.0,D. Dedmon makes 2-pt jump shot from 5 ft,,73,83
333,3,2:44.0,,D. Mitchell misses 2-pt layup from 5 ft,73,83
334,3,2:42.0,,Offensive rebound by Team,73,83
335,3,2:42.0,,R. Rubio enters the game for D. Mitchell,73,83
336,3,2:37.0,,K. Korver makes 2-pt jump shot from 20 ft,73,85
337,3,2:26.0,T. Young misses 3-pt jump shot from 25 ft,,73,85
338,3,2:24.0,,Defensive rebound by R. Gobert,73,85
339,3,2:19.0,,Offensive foul by R. Rubio (drawn by T. Young),73,85
340,3,2:19.0,,Turnover by R. Rubio (offensive foul),73,85
341,3,2:19.0,,D. Favors enters the game for R. Gobert,73,85
342,3,2:10.0,T. Young makes 3-pt jump shot from 28 ft (assist by D. Dedmon),,76,85
343,3,2:08.0,,Utah full timeout,76,85
344,3,2:01.0,,Personal foul by K. Bazemore (drawn by R. Rubio),76,85
345,3,2:01.0,,R. Rubio makes free throw 1 of 2,76,86
346,3,2:01.0,D. Bembry enters the game for K. Bazemore,,76,86
347,3,2:01.0,,R. Rubio makes free throw 2 of 2,76,87
348,3,1:40.0,T. Young misses 2-pt jump shot from 3 ft,,76,87
349,3,1:40.0,Offensive rebound by Team,,76,87
350,3,1:38.0,D. Bembry makes 2-pt dunk from 2 ft (assist by K. Huerter),,78,87
351,3,1:21.0,,D. Favors misses 2-pt jump shot from 4 ft,78,87
352,3,1:18.0,,Offensive rebound by D. Favors,78,87
353,3,1:18.0,,D. Favors makes 2-pt dunk at rim,78,89
354,3,1:06.0,K. Huerter makes 3-pt jump shot from 33 ft (assist by T. Young),,81,89
355,3,1:04.0,Loose ball foul by O. Spellman (drawn by R. Rubio),,81,89
356,3,1:04.0,,R. Rubio makes free throw 1 of 2,81,90
357,3,1:04.0,,J. Ingles enters the game for R. O'Neale,81,90
358,3,1:04.0,,R. Rubio misses free throw 2 of 2,81,90
359,3,1:02.0,Defensive rebound by D. Dedmon,,81,90
360,3,0:52.0,O. Spellman makes 2-pt dunk from 1 ft (assist by K. Huerter),,83,90
361,3,0:37.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by R. Rubio),83,93
362,3,0:30.0,Shooting foul by R. Rubio (drawn by T. Young),,83,93
363,3,0:30.0,T. Young misses free throw 1 of 2,,83,93
364,3,0:30.0,Offensive rebound by Team,,83,93
365,3,0:30.0,T. Young makes free throw 2 of 2,,84,93
366,3,0:14.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by J. Ingles),84,96
367,3,0:04.0,O. Spellman misses 2-pt layup from 3 ft (block by J. Ingles),,84,96
368,3,0:03.0,Offensive rebound by Team,,84,96
369,3,0:02.0,T. Young makes 3-pt jump shot from 23 ft (assist by K. Huerter),,87,96
370,3,0:01.0,,Turnover by D. Favors (bad pass; steal by D. Dedmon),87,96
371,3,0:01.0,T. Young misses 3-pt jump shot from 49 ft,,87,96
372,3,0:00.0,Offensive rebound by Team,,87,96
373,4,11:47.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Favors),87,99
374,4,11:30.0,J. Collins makes 2-pt layup from 2 ft (assist by K. Huerter),,89,99
375,4,11:20.0,,Personal foul by T. Young (drawn by D. Favors),89,99
376,4,11:12.0,,J. Ingles misses 3-pt jump shot from 25 ft,89,99
377,4,11:09.0,,Offensive rebound by D. Favors,89,99
378,4,11:08.0,,K. Korver misses 3-pt jump shot from 26 ft,89,99
379,4,11:06.0,Defensive rebound by D. Dedmon,,89,99
380,4,11:00.0,D. Dedmon makes 3-pt jump shot from 28 ft (assist by T. Young),,92,99
381,4,10:43.0,,Shooting foul by T. Young (drawn by R. Rubio),92,99
382,4,10:43.0,,R. Rubio makes free throw 1 of 2,92,100
383,4,10:43.0,,R. Rubio makes free throw 2 of 2,92,101
384,4,10:31.0,Personal foul by R. Rubio (drawn by J. Collins),,92,101
385,4,10:29.0,J. Collins misses 3-pt jump shot from 25 ft,,92,101
386,4,10:27.0,,Defensive rebound by J. Crowder,92,101
