,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
62,1,3:50.0,,B. Adebayo enters the game for J. Johnson,21,22
63,1,3:50.0,,T. Johnson enters the game for R. McGruder,21,22
64,1,3:50.0,,K. Olynyk enters the game for H. Whiteside,21,22
65,1,3:50.0,L. Nance makes free throw 2 of 2,,22,22
66,1,3:38.0,,K. Olynyk misses 3-pt jump shot from 26 ft,22,22
67,1,3:33.0,Defensive rebound by J. Clarkson,,22,22
68,1,3:29.0,Turnover by A. Burks (lost ball; steal by T. Johnson),,22,22
69,1,3:21.0,,B. Adebayo makes 2-pt dunk from 4 ft (assist by T. Johnson),22,24
70,1,2:58.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Nance),,25,24
71,1,2:36.0,,D. Wade misses 2-pt layup from 4 ft,25,24
72,1,2:33.0,,Offensive rebound by J. Winslow,25,24
73,1,2:32.0,,J. Winslow misses 2-pt layup from 9 ft (block by L. Nance),25,24
74,1,2:32.0,Defensive rebound by L. Nance,,25,24
75,1,2:28.0,Cleveland full timeout,,25,24
76,1,2:28.0,J. Blossomgame enters the game for A. Burks,,25,24
77,1,2:28.0,J. Jones enters the game for C. Osman,,25,24
78,1,2:28.0,,J. Richardson enters the game for J. Winslow,25,24
79,1,2:12.0,J. Clarkson misses 2-pt jump shot from 7 ft,,25,24
80,1,2:12.0,,Defensive rebound by Team,25,24
81,1,2:12.0,Loose ball foul by L. Nance (drawn by K. Olynyk),,25,24
82,1,2:04.0,,Personal foul by J. Clarkson (drawn by J. Richardson),25,24
83,1,1:53.0,,J. Richardson misses 3-pt jump shot from 27 ft,25,24
84,1,1:48.0,Defensive rebound by J. Jones,,25,24
85,1,1:40.0,M. Dellavedova misses 2-pt jump shot from 9 ft (block by T. Johnson),,25,24
86,1,1:36.0,,Defensive rebound by D. Wade,25,24
87,1,1:34.0,,D. Wade misses 3-pt jump shot from 27 ft,25,24
88,1,1:28.0,Defensive rebound by J. Blossomgame,,25,24
89,1,1:25.0,Turnover by M. Dellavedova (bad pass),,25,24
90,1,1:08.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),25,27
91,1,0:53.0,L. Nance makes 2-pt layup from 4 ft (assist by M. Dellavedova),,27,27
92,1,0:53.0,Shooting foul by T. Johnson (drawn by L. Nance),,27,27
93,1,0:53.0,L. Nance makes free throw 1 of 1,,28,27
94,1,0:38.0,,B. Adebayo makes 2-pt jump shot from 16 ft (assist by J. Richardson),28,29
95,1,0:32.0,J. Clarkson makes 2-pt jump shot from 3 ft (assist by M. Dellavedova),,30,29
96,1,0:18.0,,T. Johnson misses 3-pt jump shot from 26 ft,30,29
97,1,0:14.0,Defensive rebound by J. Clarkson,,30,29
98,2,11:43.0,L. Nance misses 2-pt hook shot from 10 ft,,30,29
99,2,11:39.0,,Defensive rebound by K. Olynyk,30,29
100,2,11:25.0,,D. Wade makes 2-pt layup from 5 ft (assist by J. Richardson),30,31
101,2,11:08.0,J. Jones misses 3-pt jump shot from 27 ft,,30,31
102,2,11:03.0,,Defensive rebound by D. Wade,30,31
103,2,10:48.0,,K. Olynyk misses 3-pt jump shot from 26 ft,30,31
104,2,10:44.0,Defensive rebound by J. Blossomgame,,30,31
105,2,10:39.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,30,31
106,2,10:36.0,Offensive rebound by J. Clarkson,,30,31
107,2,10:30.0,Turnover by L. Nance (bad pass; steal by J. Richardson),,30,31
108,2,10:18.0,,D. Wade misses 2-pt jump shot from 8 ft,30,31
109,2,10:13.0,Defensive rebound by L. Nance,,30,31
110,2,10:08.0,L. Nance makes 2-pt dunk from 3 ft (assist by J. Clarkson),,32,31
111,2,9:46.0,,J. Richardson misses 2-pt layup from 4 ft,32,31
112,2,9:44.0,Defensive rebound by J. Blossomgame,,32,31
113,2,9:41.0,Turnover by J. Clarkson (bad pass; steal by T. Johnson),,32,31
114,2,9:31.0,,Personal foul by J. Jones (drawn by K. Olynyk),32,31
115,2,9:19.0,,J. Richardson misses 2-pt jump shot from 20 ft,32,31
116,2,9:16.0,Defensive rebound by J. Blossomgame,,32,31
117,2,9:03.0,J. Jones misses 2-pt layup from 4 ft,,32,31
118,2,9:02.0,Offensive rebound by J. Jones,,32,31
119,2,9:00.0,J. Jones makes 2-pt layup from 5 ft,,34,31
120,2,8:45.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),34,34
121,2,8:30.0,Shooting foul by D. Wade (drawn by J. Clarkson),,34,34
122,2,8:30.0,J. Clarkson makes free throw 1 of 2,,35,34
123,2,8:30.0,,D. Jones enters the game for K. Olynyk,35,34
124,2,8:30.0,J. Clarkson makes free throw 2 of 2,,36,34
125,2,8:13.0,,T. Johnson misses 2-pt jump shot from 9 ft,36,34
126,2,8:10.0,Defensive rebound by L. Nance,,36,34
127,2,8:04.0,J. Blossomgame makes 3-pt jump shot from 26 ft (assist by L. Nance),,39,34
128,2,8:02.0,,Miami full timeout,39,34
129,2,7:52.0,,D. Wade makes 2-pt jump shot from 14 ft,39,36
130,2,7:40.0,Turnover by M. Dellavedova (bad pass; steal by D. Wade),,39,36
131,2,7:37.0,,T. Johnson misses 2-pt dunk from 3 ft (block by J. Blossomgame),39,36
132,2,7:36.0,,Offensive rebound by B. Adebayo,39,36
133,2,7:36.0,,Shooting foul by M. Dellavedova (drawn by B. Adebayo),39,36
134,2,7:36.0,,B. Adebayo makes free throw 1 of 2,39,37
135,2,7:36.0,,B. Adebayo makes free throw 2 of 2,39,38
136,2,7:36.0,C. Sexton enters the game for M. Dellavedova,,39,38
137,2,7:36.0,,R. McGruder enters the game for J. Richardson,39,38
138,2,7:36.0,,J. Winslow enters the game for D. Wade,39,38
139,2,7:25.0,Personal foul by B. Adebayo (drawn by L. Nance),,39,38
140,2,7:16.0,J. Clarkson misses 3-pt jump shot from 23 ft,,39,38
141,2,7:13.0,,Defensive rebound by T. Johnson,39,38
142,2,7:07.0,,T. Johnson misses 3-pt jump shot from 26 ft,39,38
143,2,7:04.0,Defensive rebound by J. Blossomgame,,39,38
144,2,6:58.0,Turnover by C. Sexton (traveling),,39,38
145,2,6:43.0,,J. Winslow makes 2-pt jump shot from 18 ft (assist by D. Jones),39,40
146,2,6:37.0,Personal foul by D. Jones (drawn by J. Clarkson),,39,40
147,2,6:37.0,A. Burks enters the game for J. Blossomgame,,39,40
148,2,6:37.0,C. Osman enters the game for J. Clarkson,,39,40
149,2,6:28.0,C. Sexton misses 2-pt jump shot from 7 ft,,39,40
150,2,6:24.0,,Defensive rebound by D. Jones,39,40
151,2,6:07.0,,R. McGruder misses 2-pt jump shot from 18 ft,39,40
152,2,6:06.0,,Offensive rebound by B. Adebayo,39,40
153,2,6:06.0,,Personal foul by A. Burks (drawn by B. Adebayo),39,40
154,2,6:06.0,,H. Whiteside enters the game for B. Adebayo,39,40
155,2,5:58.0,,D. Jones makes 2-pt dunk from 7 ft (assist by T. Johnson),39,42
156,2,5:57.0,Cleveland full timeout,,39,42
157,2,5:57.0,C. Frye enters the game for L. Nance,,39,42
158,2,5:37.0,C. Osman misses 3-pt jump shot from 26 ft,,39,42
159,2,5:36.0,Offensive rebound by J. Jones,,39,42
160,2,5:35.0,Shooting foul by H. Whiteside (drawn by J. Jones),,39,42
161,2,5:35.0,J. Jones makes free throw 1 of 2,,40,42
162,2,5:35.0,,B. Adebayo enters the game for H. Whiteside,40,42
163,2,5:35.0,J. Jones makes free throw 2 of 2,,41,42
164,2,5:21.0,,B. Adebayo makes 2-pt layup from 4 ft (assist by J. Winslow),41,44
165,2,5:03.0,A. Burks makes 2-pt layup from 3 ft,,43,44
166,2,4:48.0,,J. Winslow makes 2-pt jump shot from 7 ft,43,46
167,2,4:41.0,J. Jones misses 2-pt jump shot from 9 ft,,43,46
168,2,4:41.0,,Defensive rebound by J. Winslow,43,46
169,2,4:40.0,,Turnover by J. Winslow (bad pass; steal by J. Jones),43,46
170,2,4:26.0,C. Sexton misses 2-pt jump shot from 15 ft,,43,46
171,2,4:23.0,,Defensive rebound by T. Johnson,43,46
172,2,4:14.0,,B. Adebayo makes 2-pt dunk from 4 ft (assist by J. Winslow),43,48
173,2,3:59.0,Shooting foul by D. Jones (drawn by A. Burks),,43,48
174,2,3:59.0,A. Burks makes free throw 1 of 2,,44,48
175,2,3:59.0,J. Clarkson enters the game for C. Frye,,44,48
176,2,3:59.0,L. Nance enters the game for J. Jones,,44,48
177,2,3:59.0,A. Burks makes free throw 2 of 2,,45,48
178,2,3:38.0,,J. Winslow makes 2-pt layup from 4 ft,45,50
179,2,3:17.0,J. Clarkson makes 2-pt layup from 4 ft (assist by L. Nance),,47,50
180,2,3:03.0,,J. Winslow misses 3-pt jump shot from 26 ft,47,50
181,2,3:02.0,,Offensive rebound by Team,47,50
182,2,3:01.0,Loose ball foul by L. Nance (drawn by D. Jones),,47,50
183,2,3:01.0,,J. Richardson enters the game for T. Johnson,47,50
184,2,2:57.0,,R. McGruder misses 3-pt jump shot from 25 ft,47,50
185,2,2:53.0,Defensive rebound by C. Osman,,47,50
186,2,2:38.0,Turnover by A. Burks (bad pass),,47,50
187,2,2:24.0,,J. Richardson misses 3-pt jump shot from 26 ft,47,50
188,2,2:20.0,,Offensive rebound by B. Adebayo,47,50
189,2,2:11.0,,J. Winslow makes 2-pt layup from 3 ft (assist by R. McGruder),47,52
190,2,1:54.0,Turnover by J. Clarkson (bad pass; steal by J. Winslow),,47,52
191,2,1:49.0,,B. Adebayo makes 2-pt dunk from 4 ft (assist by J. Winslow),47,54
192,2,1:36.0,,Violation by Team (kicked ball),47,54
193,2,1:27.0,Shooting foul by R. McGruder (drawn by C. Sexton),,47,54
194,2,1:27.0,C. Sexton makes free throw 1 of 2,,48,54
195,2,1:27.0,,D. Wade enters the game for R. McGruder,48,54
196,2,1:27.0,C. Sexton misses free throw 2 of 2,,48,54
197,2,1:24.0,,Defensive rebound by D. Jones,48,54
198,2,1:10.0,,J. Winslow misses 3-pt jump shot from 23 ft,48,54
199,2,1:06.0,Defensive rebound by J. Clarkson,,48,54
200,2,0:57.0,A. Burks makes 2-pt layup from 4 ft (assist by J. Clarkson),,50,54
201,2,0:35.0,,J. Richardson misses 3-pt jump shot from 26 ft,50,54
202,2,0:32.0,Defensive rebound by C. Sexton,,50,54
203,2,0:32.0,Personal foul by J. Winslow (drawn by C. Sexton),,50,54
204,2,0:32.0,C. Sexton makes free throw 1 of 2,,51,54
205,2,0:32.0,J. Jones enters the game for L. Nance,,51,54
206,2,0:32.0,,T. Johnson enters the game for D. Jones,51,54
207,2,0:32.0,C. Sexton makes free throw 2 of 2,,52,54
208,2,0:12.0,,J. Richardson makes 2-pt jump shot from 20 ft,52,56
209,2,0:01.0,C. Sexton misses 3-pt jump shot from 25 ft,,52,56
210,2,0:00.0,Offensive rebound by Team,,52,56
211,3,11:39.0,C. Frye misses 3-pt jump shot from 25 ft,,52,56
212,3,11:36.0,,Defensive rebound by J. Winslow,52,56
213,3,11:26.0,,R. McGruder misses 3-pt jump shot from 25 ft,52,56
214,3,11:24.0,Defensive rebound by C. Frye,,52,56
215,3,11:13.0,C. Osman misses 2-pt hook shot from 9 ft,,52,56
216,3,11:08.0,Offensive rebound by J. Blossomgame,,52,56
217,3,11:05.0,C. Sexton misses 2-pt jump shot from 22 ft,,52,56
218,3,11:02.0,,Defensive rebound by J. Winslow,52,56
219,3,11:01.0,,J. Winslow makes 2-pt layup from 3 ft,52,58
220,3,11:01.0,,Shooting foul by C. Osman (drawn by J. Winslow),52,58
221,3,11:01.0,,J. Winslow misses free throw 1 of 1,52,58
222,3,10:59.0,Defensive rebound by C. Frye,,52,58
223,3,10:47.0,A. Burks makes 2-pt layup from 2 ft,,54,58
224,3,10:27.0,,J. Richardson makes 2-pt layup from 4 ft,54,60
225,3,10:04.0,A. Burks makes 2-pt layup from 4 ft,,56,60
226,3,9:57.0,,R. McGruder misses 3-pt jump shot from 24 ft,56,60
227,3,9:57.0,Defensive rebound by J. Blossomgame,,56,60
228,3,9:50.0,J. Blossomgame misses 2-pt layup from 6 ft (block by D. Jones),,56,60
229,3,9:49.0,,Defensive rebound by R. McGruder,56,60
230,3,9:45.0,,Shooting foul by C. Frye (drawn by J. Winslow),56,60
231,3,9:45.0,,J. Winslow makes free throw 1 of 2,56,61
232,3,9:45.0,,J. Winslow makes free throw 2 of 2,56,62
233,3,9:26.0,Personal foul by H. Whiteside (drawn by C. Osman),,56,62
234,3,9:19.0,J. Blossomgame misses 3-pt jump shot from 22 ft,,56,62
235,3,9:16.0,,Defensive rebound by R. McGruder,56,62
236,3,9:09.0,,R. McGruder makes 3-pt jump shot from 27 ft (assist by J. Winslow),56,65
237,3,8:56.0,C. Sexton misses 3-pt jump shot from 23 ft,,56,65
238,3,8:54.0,,Defensive rebound by J. Winslow,56,65
239,3,8:49.0,,H. Whiteside makes 2-pt dunk from 4 ft (assist by J. Winslow),56,67
240,3,8:49.0,Cleveland full timeout,,56,67
241,3,8:26.0,J. Blossomgame misses 2-pt layup from 5 ft (block by J. Richardson),,56,67
242,3,8:22.0,,Defensive rebound by J. Winslow,56,67
243,3,8:18.0,,Shooting foul by C. Frye (drawn by H. Whiteside),56,67
244,3,8:18.0,,H. Whiteside misses free throw 1 of 2,56,67
245,3,8:18.0,,Offensive rebound by Team,56,67
246,3,8:18.0,,H. Whiteside makes free throw 2 of 2,56,68
247,3,8:00.0,C. Osman misses 2-pt jump shot from 18 ft,,56,68
248,3,7:55.0,,Defensive rebound by J. Winslow,56,68
249,3,7:49.0,,H. Whiteside misses 2-pt layup from 3 ft,56,68
250,3,7:46.0,Defensive rebound by C. Frye,,56,68
251,3,7:40.0,C. Osman makes 3-pt jump shot from 27 ft (assist by A. Burks),,59,68
252,3,7:17.0,,J. Winslow misses 2-pt layup from 3 ft,59,68
253,3,7:15.0,Defensive rebound by A. Burks,,59,68
254,3,7:07.0,C. Frye misses 3-pt jump shot from 26 ft,,59,68
255,3,7:04.0,,Defensive rebound by H. Whiteside,59,68
256,3,7:00.0,,Personal foul by C. Osman (drawn by J. Richardson),59,68
257,3,6:52.0,,J. Richardson misses 2-pt jump shot from 11 ft,59,68
258,3,6:49.0,Defensive rebound by C. Osman,,59,68
259,3,6:38.0,C. Osman misses 3-pt jump shot from 25 ft,,59,68
260,3,6:35.0,Offensive rebound by J. Blossomgame,,59,68
261,3,6:28.0,C. Osman makes 3-pt jump shot from 26 ft (assist by A. Burks),,62,68
262,3,6:14.0,,Personal foul by A. Burks (drawn by H. Whiteside),62,68
263,3,6:14.0,,H. Whiteside makes free throw 1 of 2,62,69
264,3,6:14.0,L. Nance enters the game for C. Frye,,62,69
265,3,6:14.0,,D. Wade enters the game for J. Richardson,62,69
266,3,6:14.0,,H. Whiteside misses free throw 2 of 2,62,69
267,3,6:13.0,Defensive rebound by C. Osman,,62,69
268,3,5:57.0,C. Osman makes 2-pt jump shot from 9 ft (assist by C. Sexton),,64,69
269,3,5:34.0,,D. Wade makes 2-pt jump shot from 5 ft,64,71
270,3,5:23.0,Personal foul by R. McGruder (drawn by L. Nance),,64,71
271,3,5:10.0,C. Osman misses 3-pt jump shot from 23 ft,,64,71
272,3,5:09.0,Offensive rebound by Team,,64,71
273,3,5:09.0,Turnover by Team (shot clock),,64,71
274,3,5:09.0,M. Dellavedova enters the game for C. Sexton,,64,71
275,3,4:59.0,,D. Wade misses 2-pt jump shot from 8 ft,64,71
276,3,4:58.0,,Offensive rebound by D. Wade,64,71
277,3,4:56.0,,D. Wade makes 2-pt layup at rim,64,73
278,3,4:43.0,L. Nance misses 2-pt hook shot from 4 ft,,64,73
279,3,4:43.0,,Defensive rebound by D. Wade,64,73
280,3,4:35.0,,J. Winslow misses 2-pt hook shot from 6 ft,64,73
281,3,4:35.0,,Offensive rebound by H. Whiteside,64,73
282,3,4:28.0,,H. Whiteside makes 2-pt layup from 3 ft,64,75
283,3,4:20.0,A. Burks misses 2-pt layup from 3 ft (block by H. Whiteside),,64,75
284,3,4:19.0,,Defensive rebound by D. Wade,64,75
285,3,4:19.0,J. Clarkson enters the game for J. Blossomgame,,64,75
286,3,4:03.0,,R. McGruder makes 2-pt jump shot from 14 ft,64,77
287,3,3:47.0,Turnover by C. Osman (traveling),,64,77
288,3,3:47.0,J. Jones enters the game for C. Osman,,64,77
289,3,3:34.0,,H. Whiteside misses 2-pt hook shot from 5 ft,64,77
290,3,3:32.0,Defensive rebound by A. Burks,,64,77
291,3,3:13.0,J. Jones misses 3-pt jump shot from 23 ft,,64,77
292,3,3:12.0,,Defensive rebound by H. Whiteside,64,77
293,3,2:58.0,,J. Winslow misses 2-pt jump shot from 14 ft,64,77
294,3,2:56.0,Defensive rebound by A. Burks,,64,77
295,3,2:50.0,Offensive foul by L. Nance (drawn by D. Jones),,64,77
296,3,2:50.0,Turnover by L. Nance (offensive foul),,64,77
297,3,2:50.0,J. Blossomgame enters the game for A. Burks,,64,77
298,3,2:50.0,,B. Adebayo enters the game for R. McGruder,64,77
299,3,2:50.0,,T. Johnson enters the game for H. Whiteside,64,77
300,3,2:38.0,,Turnover by T. Johnson (bad pass; steal by J. Blossomgame),64,77
301,3,2:32.0,J. Blossomgame misses 2-pt hook shot from 6 ft,,64,77
302,3,2:31.0,Offensive rebound by L. Nance,,64,77
303,3,2:29.0,Shooting foul by D. Jones (drawn by L. Nance),,64,77
304,3,2:29.0,L. Nance makes free throw 1 of 2,,65,77
305,3,2:29.0,,K. Olynyk enters the game for D. Jones,65,77
306,3,2:29.0,L. Nance makes free throw 2 of 2,,66,77
307,3,2:17.0,,J. Winslow makes 2-pt layup from 2 ft,66,79
308,3,1:57.0,J. Clarkson misses 3-pt jump shot from 25 ft,,66,79
309,3,1:54.0,,Defensive rebound by B. Adebayo,66,79
310,3,1:43.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by K. Olynyk),66,82
311,3,1:17.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. Nance),,69,82
312,3,0:52.0,,T. Johnson misses 3-pt jump shot from 26 ft,69,82
313,3,0:49.0,Defensive rebound by J. Clarkson,,69,82
314,3,0:45.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,69,82
315,3,0:41.0,,Defensive rebound by T. Johnson,69,82
316,3,0:34.0,,Turnover by K. Olynyk (bad pass; steal by L. Nance),69,82
317,3,0:19.0,L. Nance misses 2-pt hook shot from 7 ft,,69,82
318,3,0:18.0,Offensive rebound by J. Jones,,69,82
319,3,0:14.0,J. Jones misses 2-pt layup from 1 ft,,69,82
320,3,0:13.0,,Defensive rebound by J. Winslow,69,82
321,3,0:05.0,,D. Wade misses 3-pt jump shot from 26 ft,69,82
322,3,0:03.0,Defensive rebound by Team,,69,82
323,3,0:00.0,L. Nance misses 2-pt jump shot from 21 ft,,69,82
324,3,0:00.0,Offensive rebound by Team,,69,82
325,4,11:44.0,,B. Adebayo makes 2-pt layup from 3 ft (assist by D. Wade),69,84
326,4,11:22.0,J. Blossomgame makes 2-pt jump shot from 21 ft (assist by M. Dellavedova),,71,84
327,4,11:02.0,,T. Johnson misses 3-pt jump shot from 26 ft,71,84
328,4,11:01.0,,Offensive rebound by K. Olynyk,71,84
329,4,10:57.0,,K. Olynyk misses 2-pt layup at rim,71,84
330,4,10:56.0,Defensive rebound by L. Nance,,71,84
331,4,10:47.0,Shooting foul by B. Adebayo (drawn by L. Nance),,71,84
332,4,10:47.0,L. Nance misses free throw 1 of 2,,71,84
333,4,10:47.0,Offensive rebound by Team,,71,84
334,4,10:47.0,L. Nance makes free throw 2 of 2,,72,84
335,4,10:31.0,,Turnover by D. Wade (bad pass; steal by J. Blossomgame),72,84
336,4,10:26.0,J. Blossomgame misses 3-pt jump shot from 26 ft,,72,84
337,4,10:22.0,,Defensive rebound by T. Johnson,72,84
338,4,10:10.0,,J. Richardson misses 2-pt layup from 3 ft,72,84
339,4,10:09.0,Defensive rebound by Team,,72,84
340,4,9:52.0,Turnover by L. Nance (bad pass; steal by D. Wade),,72,84
341,4,9:41.0,,B. Adebayo makes 2-pt hook shot from 4 ft (assist by J. Richardson),72,86
342,4,9:30.0,L. Nance misses 3-pt jump shot from 26 ft,,72,86
343,4,9:30.0,,Defensive rebound by D. Wade,72,86
344,4,9:18.0,,Turnover by B. Adebayo (offensive foul),72,86
345,4,9:18.0,,Offensive foul by B. Adebayo (drawn by J. Blossomgame),72,86
346,4,9:18.0,Cleveland full timeout,,72,86
347,4,8:57.0,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,75,86
348,4,8:38.0,,D. Wade makes 2-pt layup from 3 ft (assist by B. Adebayo),75,88
349,4,8:21.0,Turnover by J. Jones (bad pass; steal by J. Richardson),,75,88
350,4,8:18.0,,Shooting foul by J. Jones (drawn by J. Richardson),75,88
351,4,8:18.0,,J. Richardson makes free throw 1 of 2,75,89
352,4,8:18.0,A. Burks enters the game for J. Blossomgame,,75,89
353,4,8:18.0,C. Osman enters the game for J. Jones,,75,89
354,4,8:18.0,,J. Richardson misses free throw 2 of 2,75,89
355,4,8:14.0,Defensive rebound by L. Nance,,75,89
356,4,7:59.0,C. Osman misses 2-pt jump shot from 9 ft,,75,89
357,4,7:58.0,,Defensive rebound by B. Adebayo,75,89
358,4,7:55.0,,Shooting foul by A. Burks (drawn by J. Richardson),75,89
359,4,7:55.0,,J. Richardson makes free throw 1 of 2,75,90
360,4,7:55.0,,J. Richardson makes free throw 2 of 2,75,91
361,4,7:42.0,J. Clarkson misses 3-pt jump shot from 23 ft,,75,91
362,4,7:41.0,Offensive rebound by A. Burks,,75,91
363,4,7:40.0,A. Burks misses 2-pt layup from 2 ft,,75,91
364,4,7:39.0,Offensive rebound by L. Nance,,75,91
365,4,7:37.0,L. Nance makes 2-pt layup from 2 ft,,77,91
366,4,7:37.0,Violation by Team (delay of game),,77,91
367,4,7:23.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by D. Wade),77,93
368,4,7:08.0,J. Clarkson makes 3-pt jump shot from 26 ft,,80,93
369,4,6:48.0,,T. Johnson makes 2-pt jump shot from 13 ft (assist by B. Adebayo),80,95
370,4,6:30.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,83,95
371,4,6:15.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by D. Wade),83,97
372,4,6:15.0,C. Sexton enters the game for M. Dellavedova,,83,97
373,4,6:15.0,,J. Winslow enters the game for D. Wade,83,97
374,4,5:51.0,A. Burks misses 2-pt jump shot from 12 ft,,83,97
375,4,5:45.0,,Defensive rebound by B. Adebayo,83,97
376,4,5:37.0,,T. Johnson misses 2-pt jump shot from 7 ft,83,97
377,4,5:35.0,Defensive rebound by A. Burks,,83,97
378,4,5:31.0,C. Osman makes 2-pt layup from 4 ft (assist by A. Burks),,85,97
379,4,5:31.0,,R. McGruder enters the game for T. Johnson,85,97
380,4,5:19.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by J. Winslow),85,100
381,4,5:00.0,A. Burks misses 2-pt layup from 3 ft,,85,100
