,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
386,4,10:16.0,A. Wiggins misses 2-pt layup from 2 ft,,81,83
387,4,10:14.0,,Defensive rebound by N. Batum,81,83
388,4,10:01.0,,M. Monk makes 2-pt layup from 7 ft,81,85
389,4,9:44.0,G. Dieng makes 2-pt jump shot from 13 ft,,83,85
390,4,9:37.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by D. Graham),83,88
391,4,9:17.0,Turnover by G. Dieng (bad pass),,83,88
392,4,9:17.0,C. Reynolds enters the game for K. Bates-Diop,,83,88
393,4,9:17.0,,F. Kaminsky enters the game for W. Hernangómez,83,88
394,4,9:08.0,,J. Lamb makes 2-pt jump shot from 17 ft (assist by F. Kaminsky),83,90
395,4,9:06.0,Minnesota full timeout,,83,90
396,4,8:53.0,Offensive foul by A. Wiggins (drawn by D. Graham),,83,90
397,4,8:53.0,Turnover by A. Wiggins (offensive foul),,83,90
398,4,8:34.0,,D. Graham misses 3-pt jump shot from 25 ft,83,90
399,4,8:31.0,Defensive rebound by J. Bayless,,83,90
400,4,8:26.0,Turnover by A. Wiggins (bad pass),,83,90
401,4,8:08.0,,Shooting foul by A. Wiggins (drawn by F. Kaminsky),83,90
402,4,8:08.0,,F. Kaminsky makes free throw 1 of 2,83,91
403,4,8:08.0,T. Jones enters the game for J. Bayless,,83,91
404,4,8:08.0,J. Okogie enters the game for G. Dieng,,83,91
405,4,8:08.0,K. Towns enters the game for A. Wiggins,,83,91
406,4,8:08.0,,F. Kaminsky makes free throw 2 of 2,83,92
407,4,7:55.0,K. Towns makes 2-pt layup from 3 ft (assist by A. Tolliver),,85,92
408,4,7:55.0,Shooting foul by M. Monk (drawn by K. Towns),,85,92
409,4,7:55.0,K. Towns makes free throw 1 of 1,,86,92
410,4,7:55.0,,K. Walker enters the game for D. Graham,86,92
411,4,7:33.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,86,92
412,4,7:24.0,,Offensive rebound by J. Lamb,86,92
413,4,7:24.0,,J. Lamb misses 2-pt layup at rim,86,92
414,4,7:21.0,,Offensive rebound by J. Lamb,86,92
415,4,7:21.0,,J. Lamb makes 2-pt layup at rim,86,94
416,4,7:15.0,Personal foul by N. Batum (drawn by K. Towns),,86,94
417,4,7:15.0,,M. Bridges enters the game for J. Lamb,86,94
418,4,7:06.0,K. Towns misses 2-pt layup from 6 ft (block by F. Kaminsky),,86,94
419,4,7:02.0,,Defensive rebound by M. Monk,86,94
420,4,7:02.0,,K. Walker makes 2-pt layup from 1 ft,86,96
421,4,7:02.0,,Shooting foul by T. Jones (drawn by K. Walker),86,96
422,4,7:02.0,,K. Walker misses free throw 1 of 1,86,96
423,4,7:00.0,Defensive rebound by K. Towns,,86,96
424,4,6:50.0,Turnover by T. Jones (bad pass; steal by M. Bridges),,86,96
425,4,6:50.0,D. Šarić enters the game for A. Tolliver,,86,96
426,4,6:43.0,,K. Walker misses 3-pt jump shot from 25 ft,86,96
427,4,6:39.0,Defensive rebound by C. Reynolds,,86,96
428,4,6:28.0,D. Šarić makes 2-pt layup from 2 ft (assist by K. Towns),,88,96
429,4,6:06.0,,N. Batum misses 3-pt jump shot from 26 ft,88,96
430,4,6:02.0,Defensive rebound by C. Reynolds,,88,96
431,4,6:01.0,J. Okogie makes 2-pt layup from 2 ft (assist by C. Reynolds),,90,96
432,4,6:01.0,,Violation by Team (def goaltending),90,96
433,4,6:01.0,,Charlotte full timeout,90,96
434,4,6:01.0,A. Wiggins enters the game for C. Reynolds,,90,96
435,4,6:01.0,,W. Hernangómez enters the game for F. Kaminsky,90,96
436,4,6:01.0,,M. Williams enters the game for M. Monk,90,96
437,4,5:40.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by K. Walker),90,98
438,4,5:28.0,Shooting foul by W. Hernangómez (drawn by A. Wiggins),,90,98
439,4,5:28.0,A. Wiggins misses free throw 1 of 2,,90,98
440,4,5:28.0,Offensive rebound by Team,,90,98
441,4,5:28.0,A. Wiggins makes free throw 2 of 2,,91,98
442,4,5:16.0,,K. Walker makes 2-pt layup from 1 ft (assist by W. Hernangómez),91,100
443,4,4:59.0,J. Okogie misses 3-pt jump shot from 23 ft,,91,100
444,4,4:55.0,,Defensive rebound by W. Hernangómez,91,100
445,4,4:47.0,,N. Batum makes 2-pt dunk from 1 ft,91,102
446,4,4:47.0,Minnesota full timeout,,91,102
447,4,4:37.0,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),,93,102
448,4,4:23.0,,Turnover by K. Walker (lost ball; steal by K. Towns),93,102
449,4,4:18.0,T. Jones misses 2-pt layup from 2 ft (block by M. Williams),,93,102
450,4,4:14.0,Offensive rebound by D. Šarić,,93,102
451,4,4:12.0,K. Towns misses 3-pt jump shot from 26 ft,,93,102
452,4,4:10.0,,Defensive rebound by M. Bridges,93,102
453,4,4:06.0,,N. Batum misses 3-pt jump shot from 23 ft,93,102
454,4,4:03.0,Defensive rebound by K. Towns,,93,102
455,4,3:47.0,K. Towns misses 2-pt layup from 4 ft (block by N. Batum),,93,102
456,4,3:43.0,,Defensive rebound by N. Batum,93,102
457,4,3:38.0,,Offensive foul by N. Batum (drawn by J. Okogie),93,102
458,4,3:38.0,,Turnover by N. Batum (offensive foul),93,102
459,4,3:26.0,J. Okogie makes 2-pt dunk from 1 ft (assist by T. Jones),,95,102
460,4,3:26.0,,Charlotte full timeout,95,102
461,4,3:14.0,,K. Walker misses 2-pt layup from 2 ft (block by K. Towns),95,102
462,4,3:06.0,,Offensive rebound by K. Walker,95,102
463,4,3:06.0,,K. Walker makes 2-pt layup at rim,95,104
464,4,2:55.0,K. Towns misses 2-pt layup from 4 ft,,95,104
465,4,2:55.0,Offensive rebound by D. Šarić,,95,104
466,4,2:55.0,Shooting foul by M. Williams (drawn by D. Šarić),,95,104
467,4,2:55.0,D. Šarić misses free throw 1 of 2,,95,104
468,4,2:55.0,Offensive rebound by Team,,95,104
469,4,2:55.0,,J. Lamb enters the game for M. Bridges,95,104
470,4,2:55.0,D. Šarić makes free throw 2 of 2,,96,104
471,4,2:42.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),96,107
472,4,2:40.0,Minnesota full timeout,,96,107
473,4,2:29.0,T. Jones makes 2-pt jump shot from 4 ft,,98,107
474,4,2:15.0,,K. Walker makes 2-pt layup from 2 ft,98,109
475,4,2:07.0,T. Jones makes 2-pt jump shot from 21 ft,,100,109
476,4,1:42.0,,J. Lamb makes 2-pt jump shot from 10 ft,100,111
477,4,1:29.0,Shooting foul by K. Walker (drawn by K. Towns),,100,111
478,4,1:29.0,K. Towns misses free throw 1 of 2,,100,111
479,4,1:29.0,Offensive rebound by Team,,100,111
480,4,1:29.0,K. Towns makes free throw 2 of 2,,101,111
481,4,1:12.0,,Turnover by W. Hernangómez (traveling),101,111
482,4,1:06.0,T. Jones makes 2-pt layup from 3 ft,,103,111
483,4,0:50.0,,J. Lamb misses 2-pt layup from 2 ft (block by J. Okogie),103,111
484,4,0:50.0,,Offensive rebound by Team,103,111
485,4,0:45.0,,J. Lamb misses 2-pt jump shot from 12 ft,103,111
486,4,0:41.0,Defensive rebound by D. Šarić,,103,111
487,4,0:35.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Jones),,106,111
488,4,0:29.0,,Charlotte full timeout,106,111
489,4,0:29.0,,Charlotte full timeout,106,111
490,4,0:29.0,K. Bates-Diop enters the game for D. Šarić,,106,111
491,4,0:29.0,G. Dieng enters the game for K. Towns,,106,111
492,4,0:29.0,,M. Bridges enters the game for W. Hernangómez,106,111
493,4,0:20.0,,Personal foul by K. Bates-Diop (drawn by M. Williams),106,111
494,4,0:19.0,,Personal take foul by T. Jones (drawn by K. Walker),106,111
495,4,0:19.0,,K. Walker makes free throw 1 of 2,106,112
496,4,0:19.0,D. Šarić enters the game for K. Bates-Diop,,106,112
497,4,0:19.0,K. Towns enters the game for G. Dieng,,106,112
498,4,0:19.0,,K. Walker makes free throw 2 of 2,106,113
499,4,0:14.0,A. Wiggins misses 3-pt jump shot from 29 ft,,106,113
500,4,0:09.0,,Defensive rebound by M. Bridges,106,113
