,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
0,1,11:36.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by W. Barton),0,2
1,1,11:14.0,E. Freedom makes 2-pt layup from 1 ft (assist by M. Harkless),,2,2
2,1,10:59.0,,N. Jokić misses 2-pt hook shot from 5 ft,2,2
3,1,10:56.0,Defensive rebound by A. Aminu,,2,2
4,1,10:48.0,Shooting foul by P. Millsap (drawn by A. Aminu),,2,2
5,1,10:48.0,A. Aminu makes free throw 1 of 2,,3,2
6,1,10:48.0,A. Aminu makes free throw 2 of 2,,4,2
7,1,10:29.0,,G. Harris misses 2-pt jump shot from 6 ft,4,2
8,1,10:26.0,Defensive rebound by A. Aminu,,4,2
9,1,10:17.0,Turnover by E. Freedom (lost ball; steal by G. Harris),,4,2
10,1,10:11.0,,W. Barton misses 3-pt jump shot from 23 ft,4,2
11,1,10:08.0,Defensive rebound by E. Freedom,,4,2
12,1,9:54.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),,6,2
13,1,9:37.0,,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),6,4
14,1,9:15.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by M. Harkless),,9,4
15,1,8:55.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),9,6
16,1,8:33.0,R. Hood makes 2-pt jump shot from 13 ft (assist by A. Aminu),,11,6
17,1,8:20.0,,J. Murray makes 2-pt jump shot from 6 ft (assist by N. Jokić),11,8
18,1,8:06.0,D. Lillard misses 2-pt jump shot from 9 ft,,11,8
19,1,8:04.0,,Defensive rebound by N. Jokić,11,8
20,1,7:55.0,,J. Murray misses 2-pt jump shot from 14 ft,11,8
21,1,7:51.0,Defensive rebound by R. Hood,,11,8
22,1,7:43.0,M. Harkless makes 3-pt jump shot from 25 ft,,14,8
23,1,7:21.0,,W. Barton misses 3-pt jump shot from 25 ft,14,8
24,1,7:19.0,Defensive rebound by A. Aminu,,14,8
25,1,7:07.0,D. Lillard misses 2-pt layup from 2 ft,,14,8
26,1,7:06.0,Offensive rebound by E. Freedom,,14,8
27,1,7:06.0,E. Freedom misses 2-pt layup from 1 ft,,14,8
28,1,7:05.0,Offensive rebound by E. Freedom,,14,8
29,1,7:04.0,E. Freedom misses 2-pt layup from 1 ft,,14,8
30,1,7:02.0,,Defensive rebound by P. Millsap,14,8
31,1,6:50.0,,N. Jokić misses 3-pt jump shot from 25 ft,14,8
32,1,6:48.0,Defensive rebound by M. Harkless,,14,8
33,1,6:35.0,E. Freedom makes 2-pt hook shot from 5 ft,,16,8
34,1,6:35.0,,Denver full timeout,16,8
35,1,6:23.0,,G. Harris misses 2-pt jump shot from 9 ft,16,8
36,1,6:19.0,Defensive rebound by D. Lillard,,16,8
37,1,6:09.0,M. Harkless makes 2-pt layup from 1 ft (assist by A. Aminu),,18,8
38,1,5:57.0,,W. Barton makes 2-pt jump shot from 6 ft (assist by N. Jokić),18,10
39,1,5:57.0,,Shooting foul by M. Harkless (drawn by W. Barton),18,10
40,1,5:57.0,,M. Morris enters the game for P. Millsap,18,10
41,1,5:57.0,,M. Plumlee enters the game for J. Murray,18,10
42,1,5:57.0,,W. Barton misses free throw 1 of 1,18,10
43,1,5:55.0,Defensive rebound by A. Aminu,,18,10
44,1,5:34.0,R. Hood misses 3-pt jump shot from 25 ft,,18,10
45,1,5:32.0,,Defensive rebound by G. Harris,18,10
46,1,5:13.0,,G. Harris misses 3-pt jump shot from 23 ft,18,10
47,1,5:09.0,Defensive rebound by D. Lillard,,18,10
48,1,4:54.0,A. Aminu misses 2-pt hook shot from 4 ft,,18,10
49,1,4:52.0,,Defensive rebound by W. Barton,18,10
50,1,4:48.0,,W. Barton makes 2-pt layup at rim,18,12
51,1,4:27.0,A. Aminu misses 3-pt jump shot from 24 ft,,18,12
52,1,4:23.0,Offensive rebound by M. Harkless,,18,12
53,1,4:20.0,Turnover by M. Harkless (bad pass; steal by M. Morris),,18,12
54,1,4:02.0,,W. Barton misses 3-pt jump shot from 25 ft,18,12
55,1,3:56.0,Defensive rebound by M. Harkless,,18,12
56,1,3:45.0,E. Freedom makes 2-pt layup from 2 ft,,20,12
57,1,3:29.0,,M. Morris makes 2-pt layup from 2 ft (assist by N. Jokić),20,14
58,1,3:08.0,A. Aminu misses 2-pt jump shot from 3 ft,,20,14
59,1,3:06.0,,Defensive rebound by N. Jokić,20,14
60,1,3:05.0,,Offensive foul by G. Harris (drawn by D. Lillard),20,14
61,1,3:05.0,,Turnover by G. Harris (offensive foul),20,14
62,1,3:05.0,Portland full timeout,,20,14
63,1,3:05.0,Z. Collins enters the game for A. Aminu,,20,14
64,1,3:05.0,E. Turner enters the game for M. Harkless,,20,14
65,1,3:05.0,,T. Craig enters the game for G. Harris,20,14
66,1,2:45.0,R. Hood makes 2-pt jump shot from 5 ft,,22,14
67,1,2:32.0,,N. Jokić misses 2-pt jump shot from 19 ft,22,14
68,1,2:30.0,Defensive rebound by Team,,22,14
69,1,2:11.0,R. Hood makes 2-pt jump shot from 18 ft,,24,14
70,1,1:48.0,,Personal foul by Z. Collins (drawn by M. Plumlee),24,14
71,1,1:48.0,J. Layman enters the game for E. Freedom,,24,14
72,1,1:48.0,,P. Millsap enters the game for W. Barton,24,14
73,1,1:48.0,,J. Murray enters the game for N. Jokić,24,14
74,1,1:43.0,,J. Murray misses 2-pt jump shot from 5 ft,24,14
75,1,1:41.0,,Offensive rebound by T. Craig,24,14
76,1,1:40.0,,Shooting foul by E. Turner (drawn by T. Craig),24,14
77,1,1:40.0,,T. Craig makes free throw 1 of 2,24,15
78,1,1:40.0,,T. Craig makes free throw 2 of 2,24,16
79,1,1:29.0,R. Hood makes 2-pt jump shot from 21 ft,,26,16
80,1,1:14.0,,P. Millsap makes 2-pt layup from 5 ft (assist by M. Morris),26,18
81,1,0:57.0,J. Layman makes 3-pt jump shot from 25 ft (assist by E. Turner),,29,18
82,1,0:39.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Morris),29,20
83,1,0:33.0,D. Lillard misses 3-pt jump shot from 26 ft,,29,20
84,1,0:31.0,,Defensive rebound by M. Plumlee,29,20
85,1,0:25.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by M. Plumlee),29,22
86,1,0:14.0,Personal take foul by M. Morris (drawn by D. Lillard),,29,22
87,1,0:14.0,A. Simons enters the game for Z. Collins,,29,22
88,1,0:14.0,,M. Beasley enters the game for M. Morris,29,22
89,1,0:01.0,A. Simons misses 3-pt jump shot from 25 ft,,29,22
90,1,0:00.0,Offensive rebound by Team,,29,22
91,2,11:39.0,Turnover by Z. Collins (traveling),,29,22
92,2,11:26.0,,J. Murray makes 2-pt layup from 2 ft (assist by M. Plumlee),29,24
93,2,11:09.0,E. Turner misses 2-pt jump shot from 18 ft,,29,24
94,2,11:06.0,,Defensive rebound by M. Plumlee,29,24
95,2,10:57.0,,Shooting foul by M. Leonard (drawn by P. Millsap),29,24
96,2,10:57.0,,P. Millsap makes free throw 1 of 3,29,25
97,2,10:57.0,,P. Millsap makes free throw 2 of 3,29,26
98,2,10:57.0,,P. Millsap makes free throw 3 of 3,29,27
99,2,10:48.0,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),,31,27
100,2,10:35.0,,Shooting foul by M. Leonard (drawn by P. Millsap),31,27
101,2,10:35.0,,P. Millsap makes free throw 1 of 2,31,28
102,2,10:35.0,,P. Millsap misses free throw 2 of 2,31,28
103,2,10:32.0,Defensive rebound by Z. Collins,,31,28
104,2,10:24.0,Turnover by E. Turner (bad pass; steal by P. Millsap),,31,28
105,2,10:21.0,,Offensive foul by M. Plumlee (drawn by J. Layman),31,28
106,2,10:21.0,,Turnover by M. Plumlee (offensive foul),31,28
107,2,10:01.0,Z. Collins misses 2-pt layup from 2 ft (block by M. Plumlee),,31,28
108,2,10:00.0,,Defensive rebound by Team,31,28
109,2,9:46.0,,M. Beasley misses 2-pt jump shot from 19 ft,31,28
110,2,9:41.0,Defensive rebound by J. Layman,,31,28
111,2,9:37.0,A. Simons misses 2-pt jump shot from 13 ft,,31,28
112,2,9:35.0,Offensive rebound by Z. Collins,,31,28
113,2,9:33.0,Z. Collins misses 2-pt hook shot from 1 ft,,31,28
114,2,9:30.0,,Defensive rebound by P. Millsap,31,28
115,2,9:26.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by J. Murray),31,31
116,2,9:25.0,Portland full timeout,,31,31
117,2,9:12.0,Turnover by A. Simons (lost ball; steal by M. Plumlee),,31,31
118,2,9:08.0,,M. Plumlee misses 2-pt layup from 3 ft,31,31
119,2,9:03.0,,Offensive rebound by T. Craig,31,31
120,2,9:00.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by T. Craig),31,34
121,2,8:41.0,E. Turner makes 2-pt layup from 2 ft,,33,34
122,2,8:32.0,,J. Murray misses 2-pt jump shot from 7 ft,33,34
123,2,8:31.0,,Offensive rebound by J. Murray,33,34
124,2,8:20.0,,P. Millsap makes 2-pt jump shot from 15 ft,33,36
125,2,7:57.0,E. Turner makes 3-pt jump shot from 24 ft (assist by Z. Collins),,36,36
126,2,7:35.0,,M. Beasley misses 2-pt jump shot from 7 ft,36,36
127,2,7:32.0,Defensive rebound by Z. Collins,,36,36
128,2,7:28.0,Turnover by E. Turner (lost ball; steal by M. Beasley),,36,36
129,2,7:28.0,,Personal foul by E. Turner (drawn by M. Beasley),36,36
130,2,7:28.0,M. Harkless enters the game for M. Leonard,,36,36
131,2,7:28.0,E. Freedom enters the game for A. Simons,,36,36
132,2,7:18.0,,P. Millsap makes 2-pt hook shot from 5 ft,36,38
133,2,6:57.0,J. Layman makes 3-pt jump shot from 26 ft (assist by E. Freedom),,39,38
134,2,6:42.0,,Shooting foul by E. Freedom (drawn by P. Millsap),39,38
135,2,6:42.0,,P. Millsap makes free throw 1 of 2,39,39
136,2,6:42.0,A. Aminu enters the game for Z. Collins,,39,39
137,2,6:42.0,,G. Harris enters the game for M. Beasley,39,39
138,2,6:42.0,,P. Millsap makes free throw 2 of 2,39,40
139,2,6:36.0,Shooting foul by T. Craig (drawn by E. Turner),,39,40
140,2,6:36.0,E. Turner misses free throw 1 of 2,,39,40
141,2,6:36.0,Offensive rebound by Team,,39,40
142,2,6:36.0,,N. Jokić enters the game for P. Millsap,39,40
143,2,6:36.0,E. Turner misses free throw 2 of 2,,39,40
144,2,6:34.0,,Defensive rebound by N. Jokić,39,40
