,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
30,1,7:30.0,,Turnover by J. Okafor (step out of bounds),17,16
31,1,7:21.0,L. James makes 2-pt jump shot from 6 ft,,19,16
32,1,7:11.0,,J. Okafor makes 2-pt layup from 2 ft (assist by J. Randle),19,18
33,1,7:04.0,Offensive foul by B. Ingram (drawn by J. Randle),,19,18
34,1,7:04.0,Turnover by B. Ingram (offensive foul),,19,18
35,1,7:04.0,R. Rondo enters the game for B. Ingram,,19,18
36,1,6:54.0,,J. Randle makes 2-pt layup from 1 ft (assist by E. Payton),19,20
37,1,6:40.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),,21,20
38,1,6:30.0,,K. Williams misses 3-pt jump shot from 24 ft,21,20
39,1,6:27.0,Defensive rebound by J. McGee,,21,20
40,1,6:20.0,L. James makes 2-pt layup from 1 ft (assist by K. Kuzma),,23,20
41,1,6:00.0,,J. Okafor misses 2-pt jump shot from 8 ft,23,20
42,1,5:57.0,Defensive rebound by R. Rondo,,23,20
43,1,5:53.0,Turnover by K. Kuzma (lost ball; steal by J. Holiday),,23,20
44,1,5:49.0,,Shooting foul by J. McGee (drawn by J. Okafor),23,20
45,1,5:49.0,,J. Okafor makes free throw 1 of 2,23,21
46,1,5:49.0,K. Caldwell-Pope enters the game for L. James,,23,21
47,1,5:49.0,T. Chandler enters the game for J. McGee,,23,21
48,1,5:49.0,,F. Jackson enters the game for E. Payton,23,21
49,1,5:49.0,,J. Okafor makes free throw 2 of 2,23,22
50,1,5:39.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),,25,22
51,1,5:23.0,,F. Jackson misses 2-pt layup from 2 ft,25,22
52,1,5:23.0,Defensive rebound by K. Kuzma,,25,22
53,1,5:04.0,R. Rondo makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,28,22
54,1,4:48.0,,J. Holiday makes 2-pt layup from 1 ft,28,24
55,1,4:36.0,Turnover by K. Caldwell-Pope (bad pass; steal by K. Williams),,28,24
56,1,4:32.0,,Personal take foul by K. Kuzma (drawn by J. Randle),28,24
57,1,4:32.0,,C. Diallo enters the game for J. Okafor,28,24
58,1,4:23.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by J. Holiday),28,27
59,1,4:09.0,Shooting foul by F. Jackson (drawn by K. Caldwell-Pope),,28,27
60,1,4:09.0,K. Caldwell-Pope makes free throw 1 of 3,,29,27
61,1,4:09.0,K. Caldwell-Pope makes free throw 2 of 3,,30,27
62,1,4:09.0,L. Stephenson enters the game for R. Bullock,,30,27
63,1,4:09.0,K. Caldwell-Pope makes free throw 3 of 3,,31,27
64,1,3:56.0,,C. Diallo makes 2-pt hook shot from 4 ft (assist by J. Holiday),31,29
65,1,3:45.0,Turnover by R. Rondo (bad pass; steal by K. Williams),,31,29
66,1,3:40.0,,Turnover by C. Diallo (bad pass; steal by R. Rondo),31,29
67,1,3:31.0,R. Rondo misses 3-pt jump shot from 24 ft,,31,29
68,1,3:30.0,,Defensive rebound by C. Diallo,31,29
69,1,3:22.0,,C. Diallo makes 2-pt layup from 1 ft (assist by J. Randle),31,31
70,1,2:57.0,L. Stephenson misses 3-pt jump shot from 26 ft,,31,31
71,1,2:56.0,,Defensive rebound by F. Jackson,31,31
72,1,2:56.0,,New Orleans full timeout,31,31
73,1,2:56.0,J. Hart enters the game for K. Kuzma,,31,31
74,1,2:56.0,,I. Clark enters the game for J. Holiday,31,31
75,1,2:56.0,,E. Payton enters the game for K. Williams,31,31
76,1,2:45.0,,Turnover by C. Diallo (lost ball; steal by T. Chandler),31,31
77,1,2:39.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,31,31
78,1,2:35.0,,Defensive rebound by F. Jackson,31,31
79,1,2:34.0,,Personal foul by K. Caldwell-Pope (drawn by F. Jackson),31,31
80,1,2:20.0,,J. Randle makes 2-pt layup from 5 ft,31,33
81,1,2:05.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by T. Chandler),,33,33
82,1,1:49.0,,C. Diallo makes 2-pt jump shot from 13 ft (assist by E. Payton),33,35
83,1,1:35.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,33,35
84,1,1:33.0,,Defensive rebound by C. Diallo,33,35
85,1,1:26.0,,J. Randle misses 3-pt jump shot from 25 ft,33,35
86,1,1:22.0,Defensive rebound by J. Hart,,33,35
87,1,1:18.0,R. Rondo makes 2-pt layup from 1 ft,,35,35
88,1,1:05.0,,Personal foul by L. Stephenson (drawn by C. Diallo),35,35
89,1,1:05.0,L. James enters the game for T. Chandler,,35,35
90,1,1:05.0,,S. Johnson enters the game for J. Randle,35,35
91,1,1:05.0,,C. Diallo makes free throw 1 of 2,35,36
92,1,1:05.0,,C. Diallo makes free throw 2 of 2,35,37
93,1,0:52.0,L. James misses 2-pt layup from 3 ft (block by E. Payton),,35,37
94,1,0:52.0,Offensive rebound by Team,,35,37
95,1,0:44.0,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,,35,37
96,1,0:42.0,,Defensive rebound by C. Diallo,35,37
97,1,0:32.0,,E. Payton makes 2-pt layup from 2 ft (assist by I. Clark),35,39
98,1,0:19.0,L. James misses 2-pt jump shot from 9 ft,,35,39
99,1,0:15.0,,Defensive rebound by C. Diallo,35,39
100,1,0:00.0,,I. Clark makes 3-pt jump shot from 23 ft (assist by E. Payton),35,42
101,2,11:44.0,,I. Clark misses 3-pt jump shot from 27 ft,35,42
102,2,11:41.0,Defensive rebound by R. Rondo,,35,42
103,2,11:39.0,Shooting foul by I. Clark (drawn by B. Ingram),,35,42
104,2,11:39.0,B. Ingram misses free throw 1 of 2,,35,42
105,2,11:39.0,Offensive rebound by Team,,35,42
106,2,11:39.0,B. Ingram makes free throw 2 of 2,,36,42
107,2,11:30.0,,I. Clark misses 2-pt layup from 3 ft,36,42
108,2,11:27.0,Defensive rebound by J. Hart,,36,42
109,2,11:24.0,B. Ingram misses 2-pt layup from 4 ft,,36,42
110,2,11:24.0,,Defensive rebound by Team,36,42
111,2,11:15.0,,E. Payton makes 2-pt layup from 2 ft,36,44
112,2,10:58.0,Turnover by B. Ingram (offensive foul),,36,44
113,2,10:58.0,Offensive foul by B. Ingram (drawn by I. Clark),,36,44
114,2,10:58.0,K. Kuzma enters the game for B. Ingram,,36,44
115,2,10:49.0,,C. Diallo makes 2-pt jump shot from 10 ft (assist by E. Payton),36,46
116,2,10:34.0,K. Kuzma makes 2-pt dunk from 2 ft (assist by R. Rondo),,38,46
117,2,10:27.0,,E. Payton makes 2-pt layup from 2 ft,38,48
118,2,10:19.0,K. Kuzma misses 3-pt jump shot from 24 ft,,38,48
119,2,10:19.0,,Defensive rebound by I. Clark,38,48
120,2,10:13.0,,E. Payton misses 3-pt jump shot from 25 ft,38,48
121,2,10:10.0,Defensive rebound by J. Hart,,38,48
122,2,9:52.0,L. James makes 2-pt layup from 3 ft,,40,48
123,2,9:41.0,,F. Jackson misses 3-pt jump shot from 26 ft,40,48
124,2,9:38.0,,Offensive rebound by C. Diallo,40,48
125,2,9:37.0,,C. Diallo makes 2-pt layup from 2 ft,40,50
126,2,9:29.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Rondo),,42,50
127,2,9:10.0,,S. Johnson makes 2-pt jump shot from 18 ft (assist by E. Payton),42,52
128,2,9:01.0,K. Kuzma misses 3-pt jump shot from 25 ft,,42,52
129,2,8:56.0,,Defensive rebound by E. Payton,42,52
130,2,8:53.0,,Turnover by E. Payton (bad pass; steal by K. Caldwell-Pope),42,52
131,2,8:51.0,Turnover by J. Hart (traveling),,42,52
132,2,8:51.0,R. Bullock enters the game for K. Caldwell-Pope,,42,52
133,2,8:51.0,,J. Randle enters the game for C. Diallo,42,52
134,2,8:28.0,,S. Johnson misses 3-pt jump shot from 24 ft,42,52
135,2,8:23.0,Defensive rebound by K. Kuzma,,42,52
136,2,8:18.0,L. James makes 2-pt layup at rim (assist by K. Kuzma),,44,52
137,2,8:03.0,,J. Randle makes 2-pt layup from 3 ft,44,54
138,2,7:49.0,J. Hart misses 3-pt jump shot from 23 ft,,44,54
139,2,7:49.0,,Defensive rebound by F. Jackson,44,54
140,2,7:35.0,,Personal foul by R. Bullock (drawn by I. Clark),44,54
141,2,7:35.0,,K. Williams enters the game for F. Jackson,44,54
142,2,7:29.0,,S. Johnson misses 2-pt layup from 2 ft,44,54
143,2,7:26.0,Defensive rebound by R. Bullock,,44,54
144,2,7:25.0,Turnover by L. James (bad pass; steal by E. Payton),,44,54
145,2,7:23.0,,E. Payton misses 2-pt layup from 2 ft (block by R. Bullock),44,54
146,2,7:21.0,,Offensive rebound by E. Payton,44,54
147,2,7:21.0,,J. Holiday enters the game for E. Payton,44,54
148,2,7:17.0,,Turnover by S. Johnson (lost ball; steal by L. James),44,54
149,2,7:04.0,L. James misses 3-pt jump shot from 26 ft,,44,54
150,2,6:59.0,Offensive rebound by K. Kuzma,,44,54
151,2,6:59.0,K. Kuzma makes 2-pt layup at rim,,46,54
152,2,6:53.0,,I. Clark misses 3-pt jump shot from 26 ft,46,54
153,2,6:50.0,Defensive rebound by J. Hart,,46,54
154,2,6:35.0,J. Hart makes 2-pt dunk at rim (assist by L. James),,48,54
155,2,6:24.0,,J. Holiday misses 3-pt jump shot from 26 ft,48,54
156,2,6:21.0,Defensive rebound by L. James,,48,54
157,2,6:17.0,L. James makes 2-pt layup from 2 ft,,50,54
158,2,6:11.0,,New Orleans full timeout,50,54
159,2,5:57.0,,K. Williams makes 3-pt jump shot from 26 ft (assist by J. Randle),50,57
160,2,5:34.0,K. Kuzma makes 2-pt jump shot from 17 ft (assist by R. Bullock),,52,57
161,2,5:21.0,,I. Clark misses 3-pt jump shot from 23 ft,52,57
162,2,5:19.0,Defensive rebound by K. Kuzma,,52,57
163,2,5:07.0,Turnover by L. James (bad pass; steal by I. Clark),,52,57
164,2,4:57.0,,J. Randle misses 2-pt layup from 3 ft,52,57
165,2,4:54.0,Defensive rebound by L. James,,52,57
166,2,4:50.0,K. Kuzma misses 3-pt jump shot from 25 ft,,52,57
167,2,4:46.0,Offensive rebound by K. Kuzma,,52,57
168,2,4:46.0,Personal foul by K. Williams (drawn by K. Kuzma),,52,57
169,2,4:42.0,J. Hart misses 3-pt jump shot from 24 ft,,52,57
170,2,4:39.0,,Defensive rebound by S. Johnson,52,57
171,2,4:23.0,,K. Williams misses 2-pt layup from 2 ft,52,57
172,2,4:22.0,,Offensive rebound by K. Williams,52,57
173,2,4:22.0,,Turnover by K. Williams (out of bounds lost ball),52,57
174,2,4:11.0,L. James makes 2-pt dunk from 1 ft (assist by R. Rondo),,54,57
175,2,3:58.0,,I. Clark makes 2-pt jump shot from 8 ft (assist by J. Holiday),54,59
176,2,3:37.0,R. Bullock misses 2-pt layup from 2 ft,,54,59
177,2,3:37.0,,Defensive rebound by J. Holiday,54,59
178,2,3:28.0,,K. Williams makes 3-pt jump shot from 25 ft (assist by S. Johnson),54,62
179,2,3:25.0,LA Lakers full timeout,,54,62
180,2,3:25.0,,E. Payton enters the game for S. Johnson,54,62
181,2,3:20.0,Personal foul by I. Clark (drawn by R. Bullock),,54,62
182,2,3:05.0,Shooting foul by K. Williams (drawn by K. Kuzma),,54,62
183,2,3:05.0,K. Kuzma misses free throw 1 of 2,,54,62
184,2,3:05.0,Offensive rebound by Team,,54,62
185,2,3:05.0,K. Kuzma makes free throw 2 of 2,,55,62
186,2,2:47.0,,J. Randle makes 2-pt layup from 3 ft,55,64
187,2,2:37.0,R. Bullock misses 3-pt jump shot from 23 ft,,55,64
188,2,2:35.0,,Defensive rebound by E. Payton,55,64
189,2,2:24.0,,J. Randle makes 2-pt layup from 2 ft (assist by K. Williams),55,66
190,2,2:08.0,Turnover by R. Rondo (bad pass; steal by J. Holiday),,55,66
191,2,1:58.0,,K. Williams misses 3-pt jump shot from 25 ft,55,66
192,2,1:54.0,Defensive rebound by R. Rondo,,55,66
193,2,1:41.0,L. James misses 3-pt jump shot from 24 ft,,55,66
194,2,1:38.0,,Defensive rebound by K. Williams,55,66
195,2,1:32.0,,Turnover by E. Payton (out of bounds lost ball),55,66
196,2,1:32.0,M. Wagner enters the game for K. Kuzma,,55,66
197,2,1:32.0,,F. Jackson enters the game for I. Clark,55,66
198,2,1:21.0,M. Wagner makes 2-pt layup from 1 ft (assist by L. James),,57,66
199,2,1:08.0,,F. Jackson makes 3-pt jump shot from 27 ft,57,69
200,2,0:46.0,Turnover by L. James (lost ball; steal by E. Payton),,57,69
201,2,0:45.0,,Personal foul by J. Hart (drawn by E. Payton),57,69
202,2,0:38.0,,J. Randle misses 2-pt jump shot from 10 ft,57,69
203,2,0:37.0,Defensive rebound by R. Bullock,,57,69
204,2,0:27.0,Personal foul by J. Randle (drawn by L. James),,57,69
205,2,0:27.0,Offensive rebound by Team,,57,69
206,2,0:27.0,L. James misses free throw 1 of 2,,57,69
207,2,0:27.0,L. James misses free throw 2 of 2,,57,69
208,2,0:25.0,,Defensive rebound by E. Payton,57,69
209,2,0:08.0,,K. Williams misses 3-pt jump shot from 25 ft,57,69
210,2,0:03.0,,Offensive rebound by Team,57,69
211,2,0:02.0,,J. Randle misses 3-pt jump shot from 23 ft,57,69
212,2,0:01.0,,Offensive rebound by Team,57,69
213,2,0:01.0,,F. Jackson misses 2-pt layup from 1 ft,57,69
214,2,0:01.0,,Offensive rebound by F. Jackson,57,69
215,3,11:50.0,,Personal foul by R. Bullock (drawn by J. Holiday),57,69
216,3,11:41.0,,Turnover by J. Randle (out of bounds lost ball),57,69
217,3,11:30.0,Offensive foul by J. McGee (drawn by E. Payton),,57,69
218,3,11:30.0,Turnover by J. McGee (offensive foul),,57,69
219,3,11:17.0,,J. Holiday misses 2-pt jump shot from 10 ft,57,69
220,3,11:13.0,Defensive rebound by J. McGee,,57,69
221,3,11:03.0,Turnover by R. Bullock (out of bounds lost ball),,57,69
222,3,10:52.0,,J. Holiday misses 3-pt jump shot from 25 ft,57,69
223,3,10:49.0,Defensive rebound by L. James,,57,69
224,3,10:46.0,Shooting foul by J. Randle (drawn by B. Ingram),,57,69
225,3,10:46.0,B. Ingram makes free throw 1 of 2,,58,69
226,3,10:46.0,B. Ingram makes free throw 2 of 2,,59,69
227,3,10:37.0,,J. Holiday misses 2-pt layup from 2 ft (block by J. McGee),59,69
228,3,10:34.0,Defensive rebound by B. Ingram,,59,69
229,3,10:30.0,Turnover by B. Ingram (out of bounds lost ball),,59,69
230,3,10:20.0,,E. Payton misses 2-pt layup from 1 ft,59,69
231,3,10:16.0,,Offensive rebound by J. Okafor,59,69
232,3,10:15.0,,J. Okafor misses 2-pt layup from 2 ft,59,69
233,3,10:15.0,Defensive rebound by L. James,,59,69
234,3,10:06.0,R. Bullock misses 3-pt jump shot from 27 ft,,59,69
235,3,10:05.0,,Defensive rebound by Team,59,69
236,3,9:53.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by J. Holiday),59,72
237,3,9:36.0,K. Kuzma misses 2-pt jump shot from 19 ft,,59,72
238,3,9:33.0,,Defensive rebound by J. Okafor,59,72
239,3,9:21.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by K. Williams),59,75
240,3,9:13.0,Personal foul by E. Payton (drawn by B. Ingram),,59,75
241,3,9:04.0,R. Bullock misses 2-pt jump shot from 13 ft,,59,75
242,3,9:02.0,,Defensive rebound by K. Williams,59,75
243,3,8:55.0,,J. Holiday misses 2-pt jump shot from 10 ft,59,75
244,3,8:55.0,Defensive rebound by Team,,59,75
245,3,8:55.0,,Loose ball foul by J. Okafor (drawn by J. McGee),59,75
246,3,8:43.0,B. Ingram misses 2-pt jump shot from 9 ft,,59,75
247,3,8:41.0,,Defensive rebound by K. Williams,59,75
248,3,8:31.0,,Turnover by J. Holiday (bad pass; steal by L. James),59,75
249,3,8:29.0,Shooting foul by K. Williams (drawn by R. Bullock),,59,75
250,3,8:29.0,R. Bullock makes free throw 1 of 2,,60,75
251,3,8:29.0,R. Bullock misses free throw 2 of 2,,60,75
252,3,8:27.0,,Defensive rebound by E. Payton,60,75
253,3,8:22.0,,J. Holiday makes 2-pt layup from 1 ft (assist by E. Payton),60,77
254,3,8:07.0,Shooting foul by J. Holiday (drawn by J. McGee),,60,77
255,3,8:07.0,J. McGee makes free throw 1 of 2,,61,77
256,3,8:07.0,J. McGee makes free throw 2 of 2,,62,77
257,3,7:58.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Randle),62,80
258,3,7:45.0,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),,64,80
259,3,7:19.0,,J. Holiday misses 2-pt layup from 1 ft,64,80
260,3,7:17.0,Defensive rebound by B. Ingram,,64,80
261,3,7:12.0,B. Ingram makes 2-pt jump shot from 9 ft,,66,80
262,3,7:08.0,,Turnover by J. Randle (lost ball; steal by L. James),66,80
263,3,6:57.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by R. Bullock),,69,80
264,3,6:38.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by K. Williams),69,83
265,3,6:23.0,L. James makes 3-pt jump shot from 30 ft (assist by K. Kuzma),,72,83
266,3,6:11.0,,J. Okafor makes 2-pt layup from 2 ft (assist by J. Holiday),72,85
267,3,6:08.0,LA Lakers full timeout,,72,85
268,3,6:08.0,J. Hart enters the game for R. Bullock,,72,85
269,3,6:08.0,,C. Diallo enters the game for J. Okafor,72,85
270,3,6:08.0,,F. Jackson enters the game for E. Payton,72,85
271,3,6:00.0,B. Ingram misses 2-pt dunk from 4 ft (block by C. Diallo),,72,85
272,3,5:56.0,,Defensive rebound by K. Williams,72,85
273,3,5:51.0,,Personal foul by K. Kuzma (drawn by C. Diallo),72,85
274,3,5:46.0,,Shooting foul by J. Hart (drawn by J. Holiday),72,85
275,3,5:46.0,,J. Holiday makes free throw 1 of 3,72,86
276,3,5:46.0,,J. Holiday makes free throw 2 of 3,72,87
277,3,5:46.0,,J. Holiday misses free throw 3 of 3,72,87
278,3,5:43.0,Defensive rebound by L. James,,72,87
279,3,5:39.0,Turnover by J. McGee (lost ball; steal by C. Diallo),,72,87
280,3,5:35.0,,Turnover by C. Diallo (step out of bounds),72,87
281,3,5:25.0,L. James makes 3-pt jump shot from 26 ft,,75,87
282,3,5:14.0,,J. Randle misses 3-pt jump shot from 25 ft,75,87
283,3,5:12.0,,Offensive rebound by Team,75,87
284,3,5:03.0,,J. Holiday makes 2-pt jump shot from 11 ft,75,89
285,3,4:54.0,Personal foul by F. Jackson (drawn by L. James),,75,89
286,3,4:54.0,M. Wagner enters the game for J. McGee,,75,89
287,3,4:54.0,L. James makes free throw 1 of 2,,76,89
288,3,4:54.0,L. James misses free throw 2 of 2,,76,89
289,3,4:51.0,,Defensive rebound by C. Diallo,76,89
290,3,4:42.0,,F. Jackson misses 3-pt jump shot from 23 ft,76,89
291,3,4:38.0,Defensive rebound by K. Kuzma,,76,89
292,3,4:27.0,B. Ingram misses 2-pt jump shot from 19 ft,,76,89
293,3,4:27.0,,Defensive rebound by Team,76,89
294,3,4:27.0,Loose ball foul by M. Wagner (drawn by C. Diallo),,76,89
295,3,4:27.0,K. Caldwell-Pope enters the game for B. Ingram,,76,89
296,3,4:20.0,,J. Holiday misses 3-pt jump shot from 25 ft,76,89
297,3,4:17.0,Defensive rebound by L. James,,76,89
298,3,4:09.0,M. Wagner misses 3-pt jump shot from 26 ft,,76,89
299,3,4:04.0,,Defensive rebound by J. Holiday,76,89
300,3,3:57.0,,F. Jackson misses 2-pt layup from 3 ft,76,89
301,3,3:54.0,Defensive rebound by M. Wagner,,76,89
302,3,3:53.0,Turnover by L. James (bad pass),,76,89
303,3,3:44.0,,K. Williams misses 3-pt jump shot from 26 ft,76,89
304,3,3:39.0,,Offensive rebound by C. Diallo,76,89
305,3,3:38.0,,J. Randle misses 3-pt jump shot from 25 ft,76,89
306,3,3:35.0,Defensive rebound by K. Kuzma,,76,89
307,3,3:25.0,K. Kuzma misses 2-pt layup from 2 ft,,76,89
308,3,3:21.0,Offensive rebound by M. Wagner,,76,89
309,3,3:20.0,L. James makes 3-pt jump shot from 27 ft (assist by M. Wagner),,79,89
310,3,3:19.0,,New Orleans full timeout,79,89
311,3,3:19.0,B. Ingram enters the game for K. Kuzma,,79,89
312,3,3:19.0,,E. Payton enters the game for J. Holiday,79,89
313,3,3:04.0,,J. Randle misses 2-pt layup from 3 ft (block by L. James),79,89
314,3,3:01.0,Defensive rebound by J. Hart,,79,89
315,3,2:55.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,79,89
316,3,2:55.0,,Defensive rebound by F. Jackson,79,89
317,3,2:43.0,,C. Diallo makes 2-pt layup from 3 ft (assist by E. Payton),79,91
318,3,2:23.0,L. James misses 3-pt jump shot from 26 ft,,79,91
319,3,2:21.0,,Defensive rebound by K. Williams,79,91
320,3,2:11.0,,F. Jackson misses 3-pt jump shot from 26 ft,79,91
321,3,2:10.0,,Offensive rebound by Team,79,91
322,3,2:10.0,Loose ball foul by J. Hart (drawn by J. Randle),,79,91
323,3,2:10.0,,J. Randle misses free throw 1 of 2,79,91
324,3,2:10.0,,Offensive rebound by Team,79,91
325,3,2:10.0,,S. Johnson enters the game for K. Williams,79,91
326,3,2:10.0,,J. Randle makes free throw 2 of 2,79,92
327,3,1:56.0,B. Ingram makes 2-pt layup from 2 ft,,81,92
328,3,1:46.0,,F. Jackson makes 2-pt jump shot from 5 ft (assist by E. Payton),81,94
329,3,1:24.0,M. Wagner makes 2-pt layup from 3 ft (assist by B. Ingram),,83,94
330,3,1:07.0,,Turnover by J. Randle (lost ball; steal by M. Wagner),83,94
331,3,1:04.0,Turnover by M. Wagner (lost ball; steal by J. Randle),,83,94
332,3,1:00.0,,C. Diallo makes 2-pt jump shot from 8 ft,83,96
333,3,0:45.0,M. Wagner misses 3-pt jump shot from 24 ft,,83,96
334,3,0:45.0,Offensive rebound by J. Hart,,83,96
335,3,0:41.0,B. Ingram misses 2-pt layup from 2 ft (block by C. Diallo),,83,96
336,3,0:38.0,,Defensive rebound by J. Randle,83,96
337,3,0:34.0,,Shooting foul by J. Hart (drawn by J. Randle),83,96
338,3,0:34.0,,Offensive rebound by Team,83,96
339,3,0:34.0,,J. Randle misses free throw 1 of 2,83,96
340,3,0:34.0,,J. Randle makes free throw 2 of 2,83,97
341,3,0:34.0,,I. Clark enters the game for J. Randle,83,97
342,3,0:26.0,L. James misses 2-pt jump shot from 9 ft,,83,97
343,3,0:23.0,Offensive rebound by B. Ingram,,83,97
344,3,0:15.0,Personal foul by E. Payton (drawn by B. Ingram),,83,97
345,3,0:15.0,,J. Holiday enters the game for C. Diallo,83,97
346,3,0:15.0,B. Ingram misses free throw 1 of 2,,83,97
347,3,0:15.0,Offensive rebound by Team,,83,97
348,3,0:15.0,K. Kuzma enters the game for M. Wagner,,83,97
349,3,0:15.0,B. Ingram makes free throw 2 of 2,,84,97
350,3,0:00.0,,J. Holiday makes 3-pt jump shot from 24 ft,84,100
351,4,11:47.0,R. Rondo misses 3-pt jump shot from 23 ft,,84,100
352,4,11:43.0,,Defensive rebound by S. Johnson,84,100
353,4,11:34.0,,S. Johnson misses 3-pt jump shot from 26 ft,84,100
354,4,11:30.0,Defensive rebound by L. Stephenson,,84,100
355,4,11:13.0,B. Ingram misses 2-pt jump shot from 11 ft,,84,100
356,4,11:11.0,Offensive rebound by B. Ingram,,84,100
357,4,11:09.0,B. Ingram misses 2-pt layup from 10 ft,,84,100
358,4,11:07.0,,Defensive rebound by C. Diallo,84,100
359,4,11:04.0,,E. Payton misses 2-pt layup from 3 ft,84,100
360,4,11:01.0,Defensive rebound by L. Stephenson,,84,100
361,4,10:59.0,B. Ingram makes 2-pt layup from 5 ft (assist by L. Stephenson),,86,100
362,4,10:59.0,Shooting foul by C. Diallo (drawn by B. Ingram),,86,100
363,4,10:59.0,B. Ingram makes free throw 1 of 1,,87,100
364,4,10:44.0,,I. Clark misses 2-pt jump shot from 6 ft,87,100
365,4,10:42.0,,Offensive rebound by S. Johnson,87,100
366,4,10:41.0,,I. Clark makes 2-pt layup from 2 ft (assist by S. Johnson),87,102
367,4,10:25.0,Turnover by R. Rondo (bad pass; steal by I. Clark),,87,102
368,4,10:20.0,,I. Clark makes 2-pt layup at rim,87,104
369,4,10:05.0,L. Stephenson makes 2-pt layup from 2 ft (assist by B. Ingram),,89,104
370,4,9:53.0,,E. Payton misses 3-pt jump shot from 26 ft,89,104
371,4,9:50.0,Defensive rebound by L. Stephenson,,89,104
372,4,9:32.0,B. Ingram makes 2-pt layup from 5 ft,,91,104
373,4,9:32.0,Shooting foul by C. Diallo (drawn by B. Ingram),,91,104
374,4,9:32.0,B. Ingram misses free throw 1 of 1,,91,104
375,4,9:30.0,,Defensive rebound by C. Diallo,91,104
376,4,9:20.0,,I. Clark makes 2-pt jump shot from 15 ft,91,106
377,4,9:01.0,Turnover by B. Ingram (lost ball; steal by S. Johnson),,91,106
378,4,8:56.0,,C. Diallo makes 2-pt dunk from 1 ft (assist by S. Johnson),91,108
379,4,8:54.0,LA Lakers full timeout,,91,108
380,4,8:54.0,R. Bullock enters the game for J. Hart,,91,108
