,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
27,1,9:15.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Conley),,6,7
28,1,8:57.0,,K. Huerter makes 3-pt jump shot from 24 ft (assist by T. Prince),6,10
29,1,8:42.0,Personal foul by T. Prince (drawn by J. Valančiūnas),,6,10
30,1,8:35.0,M. Conley misses 3-pt jump shot from 25 ft,,6,10
31,1,8:33.0,,Defensive rebound by J. Collins,6,10
32,1,8:25.0,,D. Dedmon misses 3-pt jump shot from 25 ft,6,10
33,1,8:23.0,Defensive rebound by Team,,6,10
34,1,8:08.0,Turnover by J. Valančiūnas (bad pass; steal by T. Young),,6,10
35,1,8:04.0,,K. Huerter makes 3-pt jump shot from 27 ft (assist by T. Young),6,13
36,1,7:44.0,J. Holiday misses 3-pt jump shot from 23 ft,,6,13
37,1,7:43.0,,Defensive rebound by Team,6,13
38,1,7:43.0,Loose ball foul by J. Valančiūnas (drawn by D. Dedmon),,6,13
39,1,7:29.0,,T. Prince misses 2-pt jump shot from 16 ft,6,13
40,1,7:27.0,,Offensive rebound by D. Dedmon,6,13
41,1,7:23.0,,Turnover by D. Dedmon (bad pass; steal by J. Holiday),6,13
42,1,7:18.0,A. Bradley misses 3-pt jump shot from 24 ft,,6,13
43,1,7:15.0,,Defensive rebound by T. Prince,6,13
44,1,7:05.0,,J. Collins misses 2-pt layup from 1 ft,6,13
45,1,7:01.0,,Offensive rebound by J. Collins,6,13
46,1,7:01.0,,J. Collins makes 2-pt layup from 1 ft,6,15
47,1,6:38.0,J. Valančiūnas makes 2-pt layup from 3 ft (assist by I. Rabb),,8,15
48,1,6:24.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Dedmon),8,17
49,1,6:15.0,A. Bradley misses 3-pt jump shot from 25 ft,,8,17
50,1,6:12.0,Offensive rebound by I. Rabb,,8,17
51,1,6:07.0,J. Valančiūnas misses 2-pt hook shot from 9 ft,,8,17
52,1,6:04.0,,Defensive rebound by K. Huerter,8,17
53,1,6:01.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),8,19
54,1,5:53.0,Memphis full timeout,,8,19
55,1,5:53.0,C. Miles enters the game for I. Rabb,,8,19
56,1,5:53.0,J. Noah enters the game for J. Valančiūnas,,8,19
57,1,5:53.0,,K. Bazemore enters the game for J. Collins,8,19
58,1,5:53.0,,V. Carter enters the game for D. Dedmon,8,19
59,1,5:53.0,,A. Len enters the game for K. Huerter,8,19
60,1,5:41.0,J. Holiday misses 3-pt jump shot from 23 ft,,8,19
61,1,5:35.0,Offensive rebound by J. Holiday,,8,19
62,1,5:26.0,J. Noah makes 2-pt layup from 1 ft (assist by M. Conley),,10,19
63,1,5:26.0,Shooting foul by A. Len (drawn by J. Noah),,10,19
64,1,5:26.0,D. Wright enters the game for M. Conley,,10,19
65,1,5:26.0,J. Noah makes free throw 1 of 1,,11,19
66,1,5:12.0,,K. Bazemore misses 3-pt jump shot from 24 ft,11,19
67,1,5:09.0,Defensive rebound by J. Noah,,11,19
68,1,5:01.0,C. Miles makes 2-pt jump shot from 21 ft (assist by J. Noah),,13,19
69,1,4:47.0,,T. Young makes 3-pt jump shot from 26 ft,13,22
70,1,4:35.0,Personal foul by K. Bazemore (drawn by D. Wright),,13,22
71,1,4:35.0,,D. Bembry enters the game for T. Prince,13,22
72,1,4:28.0,J. Holiday misses 3-pt jump shot from 25 ft,,13,22
73,1,4:25.0,,Defensive rebound by K. Bazemore,13,22
74,1,4:21.0,,T. Young misses 2-pt layup from 4 ft (block by J. Noah),13,22
75,1,4:17.0,,Offensive rebound by Team,13,22
76,1,4:15.0,,K. Bazemore misses 3-pt jump shot from 23 ft,13,22
77,1,4:09.0,Defensive rebound by J. Noah,,13,22
78,1,4:04.0,Turnover by J. Holiday (bad pass; steal by D. Bembry),,13,22
79,1,4:00.0,,D. Bembry makes 2-pt dunk from 1 ft,13,24
80,1,3:46.0,C. Miles makes 3-pt jump shot from 23 ft (assist by D. Wright),,16,24
81,1,3:33.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),16,26
82,1,3:22.0,D. Wright makes 2-pt layup from 1 ft,,18,26
83,1,3:14.0,,Personal foul by A. Bradley (drawn by T. Young),18,26
84,1,3:14.0,B. Caboclo enters the game for A. Bradley,,18,26
85,1,3:14.0,C. Parsons enters the game for J. Holiday,,18,26
86,1,3:14.0,,J. Adams enters the game for T. Young,18,26
87,1,3:03.0,,A. Len misses 2-pt layup from 1 ft,18,26
88,1,2:56.0,Defensive rebound by J. Noah,,18,26
89,1,2:55.0,C. Miles misses 3-pt jump shot from 26 ft,,18,26
90,1,2:53.0,Offensive rebound by C. Parsons,,18,26
91,1,2:50.0,C. Miles makes 3-pt jump shot from 25 ft (assist by J. Noah),,21,26
92,1,2:50.0,,Atlanta full timeout,21,26
93,1,2:32.0,,V. Carter makes 2-pt jump shot from 14 ft,21,28
94,1,2:13.0,J. Noah misses 2-pt jump shot from 22 ft,,21,28
95,1,2:11.0,,Defensive rebound by V. Carter,21,28
96,1,2:05.0,,Turnover by D. Bembry (traveling),21,28
97,1,1:40.0,B. Caboclo misses 3-pt jump shot from 23 ft,,21,28
98,1,1:38.0,Offensive rebound by Team,,21,28
99,1,1:30.0,J. Noah makes 2-pt layup from 2 ft,,23,28
100,1,1:23.0,,A. Len makes 2-pt layup from 1 ft (assist by K. Bazemore),23,30
101,1,1:09.0,D. Wright makes 2-pt layup from 1 ft (assist by J. Noah),,25,30
102,1,0:51.0,,A. Len misses 3-pt jump shot from 26 ft,25,30
103,1,0:48.0,Defensive rebound by D. Wright,,25,30
104,1,0:41.0,B. Caboclo makes 3-pt jump shot from 22 ft (assist by D. Wright),,28,30
105,1,0:20.0,,V. Carter misses 3-pt jump shot from 25 ft,28,30
106,1,0:16.0,Defensive rebound by B. Caboclo,,28,30
107,1,0:14.0,Offensive foul by B. Caboclo (drawn by V. Carter),,28,30
108,1,0:14.0,Turnover by B. Caboclo (offensive foul),,28,30
109,1,0:14.0,A. Bradley enters the game for C. Miles,,28,30
110,1,0:14.0,J. Holiday enters the game for C. Parsons,,28,30
111,1,0:03.0,,A. Len makes 3-pt jump shot from 23 ft (assist by J. Adams),28,33
112,1,0:00.0,D. Wright misses 3-pt jump shot from 46 ft,,28,33
113,1,0:00.0,Offensive rebound by Team,,28,33
114,2,11:42.0,,J. Adams misses 3-pt jump shot from 25 ft,28,33
115,2,11:38.0,Defensive rebound by J. Noah,,28,33
116,2,11:27.0,C. Parsons misses 2-pt jump shot from 22 ft,,28,33
117,2,11:24.0,,Defensive rebound by K. Huerter,28,33
118,2,11:16.0,,A. Len makes 3-pt jump shot from 23 ft (assist by K. Huerter),28,36
119,2,11:00.0,Shooting foul by J. Adams (drawn by D. Wright),,28,36
120,2,11:00.0,D. Wright misses free throw 1 of 2,,28,36
121,2,11:00.0,Offensive rebound by Team,,28,36
122,2,11:00.0,I. Rabb enters the game for B. Caboclo,,28,36
123,2,11:00.0,D. Wright makes free throw 2 of 2,,29,36
124,2,10:47.0,,K. Huerter misses 2-pt jump shot from 12 ft,29,36
125,2,10:45.0,,Offensive rebound by A. Len,29,36
126,2,10:43.0,,A. Len misses 2-pt hook shot from 11 ft,29,36
127,2,10:39.0,Defensive rebound by J. Noah,,29,36
128,2,10:33.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Wright),,32,36
129,2,10:25.0,,Shooting foul by J. Noah (drawn by A. Len),32,36
130,2,10:25.0,,A. Len misses free throw 1 of 2,32,36
131,2,10:25.0,,Offensive rebound by Team,32,36
132,2,10:25.0,,A. Len misses free throw 2 of 2,32,36
133,2,10:21.0,Defensive rebound by J. Noah,,32,36
134,2,10:14.0,C. Miles misses 3-pt jump shot from 25 ft,,32,36
135,2,10:09.0,,Defensive rebound by J. Adams,32,36
136,2,9:58.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by K. Huerter),32,39
137,2,9:44.0,D. Wright misses 2-pt layup from 1 ft (block by J. Collins),,32,39
138,2,9:42.0,,Defensive rebound by D. Bembry,32,39
139,2,9:38.0,,J. Collins makes 2-pt layup from 1 ft (assist by D. Bembry),32,41
140,2,9:17.0,C. Miles makes 3-pt jump shot from 25 ft (assist by J. Noah),,35,41
141,2,8:58.0,,J. Collins makes 2-pt layup from 1 ft (assist by J. Adams),35,43
142,2,8:46.0,J. Noah misses 2-pt dunk from 1 ft (block by J. Collins),,35,43
143,2,8:42.0,,Defensive rebound by K. Huerter,35,43
144,2,8:38.0,,A. Len makes 2-pt layup from 1 ft (assist by D. Bembry),35,45
145,2,8:14.0,J. Noah makes 2-pt jump shot from 18 ft,,37,45
146,2,8:01.0,,J. Adams misses 3-pt jump shot from 25 ft,37,45
147,2,8:00.0,,Offensive rebound by Team,37,45
148,2,8:00.0,M. Conley enters the game for J. Noah,,37,45
149,2,8:00.0,J. Holiday enters the game for C. Parsons,,37,45
150,2,8:00.0,J. Valančiūnas enters the game for D. Wright,,37,45
151,2,8:00.0,,D. Dedmon enters the game for J. Adams,37,45
152,2,8:00.0,,T. Prince enters the game for D. Bembry,37,45
153,2,8:00.0,,T. Young enters the game for A. Len,37,45
154,2,7:47.0,,T. Prince misses 3-pt jump shot from 23 ft,37,45
155,2,7:43.0,Defensive rebound by C. Miles,,37,45
156,2,7:30.0,Personal foul by J. Collins (drawn by I. Rabb),,37,45
157,2,7:23.0,M. Conley makes 2-pt jump shot from 6 ft,,39,45
158,2,7:23.0,Shooting foul by K. Huerter (drawn by M. Conley),,39,45
159,2,7:23.0,M. Conley makes free throw 1 of 1,,40,45
160,2,7:07.0,,J. Collins misses 2-pt layup from 5 ft,40,45
161,2,7:04.0,,Offensive rebound by J. Collins,40,45
162,2,7:04.0,,J. Collins misses 2-pt layup from 1 ft,40,45
163,2,7:04.0,,Offensive rebound by J. Collins,40,45
164,2,7:04.0,,Shooting foul by I. Rabb (drawn by J. Collins),40,45
165,2,7:04.0,,J. Collins makes free throw 1 of 2,40,46
166,2,7:04.0,,J. Collins makes free throw 2 of 2,40,47
167,2,6:56.0,C. Miles makes 3-pt jump shot from 24 ft (assist by M. Conley),,43,47
168,2,6:34.0,,T. Prince makes 2-pt jump shot from 15 ft,43,49
169,2,6:13.0,I. Rabb misses 2-pt jump shot from 5 ft,,43,49
170,2,6:10.0,,Defensive rebound by J. Collins,43,49
171,2,6:07.0,,D. Dedmon misses 2-pt layup from 1 ft (block by J. Holiday),43,49
172,2,6:07.0,,Offensive rebound by Team,43,49
173,2,6:07.0,,Atlanta full timeout,43,49
174,2,6:07.0,A. Bradley enters the game for C. Miles,,43,49
175,2,5:53.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by T. Prince),43,52
176,2,5:33.0,J. Holiday misses 3-pt jump shot from 23 ft,,43,52
177,2,5:32.0,,Defensive rebound by T. Young,43,52
178,2,5:28.0,,T. Young makes 3-pt jump shot from 33 ft,43,55
179,2,5:08.0,Personal foul by K. Huerter (drawn by A. Bradley),,43,55
180,2,5:02.0,Personal foul by T. Prince (drawn by M. Conley),,43,55
181,2,5:02.0,M. Conley makes free throw 1 of 2,,44,55
182,2,5:02.0,M. Conley makes free throw 2 of 2,,45,55
183,2,4:50.0,,T. Young misses 3-pt jump shot from 29 ft,45,55
184,2,4:47.0,Defensive rebound by J. Holiday,,45,55
185,2,4:37.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by D. Dedmon),,45,55
186,2,4:37.0,Offensive rebound by Team,,45,55
187,2,4:26.0,A. Bradley makes 2-pt jump shot from 22 ft,,47,55
188,2,4:26.0,Shooting foul by D. Dedmon (drawn by A. Bradley),,47,55
189,2,4:26.0,J. Noah enters the game for I. Rabb,,47,55
190,2,4:26.0,A. Bradley makes free throw 1 of 1,,48,55
191,2,4:14.0,,J. Collins misses 3-pt jump shot from 26 ft,48,55
192,2,4:10.0,,Offensive rebound by D. Dedmon,48,55
193,2,4:09.0,,J. Collins makes 2-pt layup from 1 ft (assist by D. Dedmon),48,57
194,2,3:57.0,M. Conley misses 2-pt layup from 1 ft,,48,57
195,2,3:54.0,Offensive rebound by Team,,48,57
196,2,3:54.0,,K. Bazemore enters the game for J. Collins,48,57
197,2,3:54.0,,V. Carter enters the game for K. Huerter,48,57
198,2,3:45.0,A. Bradley misses 2-pt layup from 2 ft,,48,57
199,2,3:42.0,Offensive rebound by J. Noah,,48,57
200,2,3:42.0,J. Noah makes 2-pt dunk at rim,,50,57
201,2,3:28.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by T. Prince),50,60
202,2,3:13.0,Shooting foul by D. Dedmon (drawn by J. Valančiūnas),,50,60
203,2,3:13.0,J. Valančiūnas makes free throw 1 of 2,,51,60
204,2,3:13.0,D. Wright enters the game for J. Holiday,,51,60
205,2,3:13.0,,A. Len enters the game for D. Dedmon,51,60
206,2,3:13.0,J. Valančiūnas makes free throw 2 of 2,,52,60
207,2,2:58.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Young),52,63
208,2,2:47.0,M. Conley makes 2-pt jump shot from 13 ft,,54,63
209,2,2:47.0,Shooting foul by V. Carter (drawn by M. Conley),,54,63
210,2,2:47.0,Memphis full timeout,,54,63
211,2,2:47.0,C. Miles enters the game for J. Valančiūnas,,54,63
212,2,2:47.0,M. Conley makes free throw 1 of 1,,55,63
213,2,2:32.0,,V. Carter misses 2-pt jump shot from 20 ft,55,63
214,2,2:25.0,Defensive rebound by M. Conley,,55,63
215,2,2:19.0,C. Miles makes 3-pt jump shot from 22 ft (assist by M. Conley),,58,63
216,2,2:02.0,,V. Carter misses 2-pt layup from 1 ft,58,63
217,2,1:57.0,,Offensive rebound by A. Len,58,63
218,2,1:57.0,,A. Len makes 2-pt layup from 1 ft,58,65
219,2,1:49.0,M. Conley misses 2-pt jump shot from 12 ft,,58,65
220,2,1:46.0,Offensive rebound by M. Conley,,58,65
221,2,1:44.0,A. Bradley misses 3-pt jump shot from 22 ft,,58,65
222,2,1:41.0,,Defensive rebound by T. Prince,58,65
223,2,1:33.0,,T. Prince makes 2-pt jump shot from 16 ft (assist by A. Len),58,67
224,2,1:15.0,D. Wright misses 2-pt jump shot from 12 ft (block by A. Len),,58,67
225,2,1:11.0,,Defensive rebound by A. Len,58,67
226,2,1:10.0,,T. Young makes 2-pt layup from 1 ft (assist by A. Len),58,69
227,2,0:55.0,M. Conley makes 2-pt layup from 1 ft,,60,69
228,2,0:47.0,,Personal foul by A. Bradley (drawn by T. Young),60,69
229,2,0:47.0,J. Holiday enters the game for D. Wright,,60,69
230,2,0:43.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by A. Len),60,72
231,2,0:34.0,M. Conley misses 3-pt jump shot from 26 ft,,60,72
232,2,0:34.0,,Defensive rebound by K. Bazemore,60,72
233,2,0:11.0,,K. Bazemore misses 3-pt jump shot from 25 ft,60,72
234,2,0:07.0,Defensive rebound by J. Holiday,,60,72
235,2,0:03.0,Turnover by M. Conley (traveling),,60,72
236,2,0:00.0,,T. Prince misses 3-pt jump shot from 25 ft,60,72
237,2,0:00.0,,Offensive rebound by Team,60,72
238,3,11:40.0,,D. Dedmon makes 2-pt hook shot from 9 ft (assist by K. Huerter),60,74
239,3,11:18.0,Turnover by J. Valančiūnas (3 sec),,60,74
240,3,11:07.0,Violation by Team (kicked ball),,60,74
241,3,10:57.0,,D. Dedmon misses 2-pt jump shot from 8 ft,60,74
242,3,10:57.0,,Offensive rebound by Team,60,74
243,3,10:57.0,Loose ball foul by J. Holiday (drawn by J. Collins),,60,74
244,3,10:41.0,,J. Collins misses 2-pt layup from 9 ft (block by J. Valančiūnas),60,74
245,3,10:39.0,Defensive rebound by M. Conley,,60,74
246,3,10:22.0,Turnover by J. Valančiūnas (lost ball; steal by J. Collins),,60,74
247,3,10:18.0,,T. Young makes 3-pt jump shot from 29 ft,60,77
248,3,9:52.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by I. Rabb),,62,77
249,3,9:35.0,,T. Prince makes 3-pt jump shot from 25 ft,62,80
250,3,9:33.0,Memphis full timeout,,62,80
251,3,9:33.0,T. Dorsey enters the game for J. Holiday,,62,80
252,3,9:33.0,C. Miles enters the game for I. Rabb,,62,80
253,3,9:33.0,J. Noah enters the game for J. Valančiūnas,,62,80
254,3,9:22.0,A. Bradley misses 2-pt jump shot from 21 ft,,62,80
255,3,9:19.0,,Defensive rebound by J. Collins,62,80
256,3,9:07.0,,T. Young makes 2-pt layup from 1 ft,62,82
257,3,9:07.0,,Shooting foul by M. Conley (drawn by T. Young),62,82
258,3,9:07.0,D. Wright enters the game for A. Bradley,,62,82
259,3,9:07.0,,T. Young makes free throw 1 of 1,62,83
260,3,8:53.0,T. Dorsey makes 2-pt jump shot from 20 ft (assist by M. Conley),,64,83
261,3,8:36.0,,J. Collins misses 2-pt hook shot from 4 ft (block by T. Dorsey),64,83
262,3,8:36.0,,Offensive rebound by Team,64,83
263,3,8:31.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),64,85
264,3,8:14.0,D. Wright misses 3-pt jump shot from 26 ft,,64,85
265,3,8:11.0,,Defensive rebound by D. Dedmon,64,85
266,3,8:07.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),64,87
267,3,7:55.0,M. Conley makes 2-pt layup from 1 ft,,66,87
268,3,7:55.0,Shooting foul by D. Dedmon (drawn by M. Conley),,66,87
269,3,7:55.0,M. Conley makes free throw 1 of 1,,67,87
270,3,7:42.0,,Offensive foul by K. Huerter (drawn by M. Conley),67,87
271,3,7:42.0,,Turnover by K. Huerter (offensive foul),67,87
272,3,7:34.0,C. Miles misses 3-pt jump shot from 26 ft,,67,87
273,3,7:31.0,Offensive rebound by T. Dorsey,,67,87
274,3,7:29.0,M. Conley makes 3-pt jump shot from 25 ft (assist by D. Wright),,70,87
275,3,7:13.0,,T. Young misses 2-pt jump shot from 22 ft,70,87
276,3,7:12.0,,Offensive rebound by J. Collins,70,87
277,3,7:12.0,,J. Collins makes 2-pt layup at rim,70,89
278,3,7:12.0,,Shooting foul by D. Wright (drawn by J. Collins),70,89
279,3,7:12.0,,J. Adams enters the game for D. Dedmon,70,89
280,3,7:12.0,,K. Bazemore enters the game for K. Huerter,70,89
281,3,7:12.0,,A. Len enters the game for T. Young,70,89
282,3,7:12.0,,J. Collins makes free throw 1 of 1,70,90
283,3,7:09.0,Personal foul by K. Bazemore (drawn by D. Wright),,70,90
284,3,7:04.0,M. Conley misses 3-pt jump shot from 25 ft,,70,90
285,3,7:00.0,,Defensive rebound by J. Collins,70,90
286,3,6:46.0,,A. Len misses 3-pt jump shot from 23 ft,70,90
287,3,6:43.0,,Offensive rebound by J. Collins,70,90
288,3,6:42.0,,Turnover by J. Collins (bad pass; steal by D. Wright),70,90
289,3,6:35.0,J. Noah makes 2-pt dunk from 1 ft (assist by D. Wright),,72,90
290,3,6:35.0,,Atlanta full timeout,72,90
291,3,6:35.0,,V. Carter enters the game for J. Collins,72,90
292,3,6:23.0,,T. Prince misses 2-pt jump shot from 11 ft,72,90
293,3,6:20.0,Defensive rebound by J. Noah,,72,90
294,3,6:20.0,Personal foul by J. Adams (drawn by J. Noah),,72,90
295,3,6:10.0,T. Dorsey misses 2-pt jump shot from 17 ft,,72,90
296,3,6:07.0,,Defensive rebound by A. Len,72,90
297,3,5:56.0,,K. Bazemore misses 3-pt jump shot from 23 ft,72,90
298,3,5:53.0,Defensive rebound by C. Miles,,72,90
299,3,5:49.0,Shooting foul by T. Prince (drawn by C. Miles),,72,90
300,3,5:49.0,C. Miles misses free throw 1 of 2,,72,90
301,3,5:49.0,Offensive rebound by Team,,72,90
302,3,5:49.0,C. Miles makes free throw 2 of 2,,73,90
303,3,5:32.0,,Turnover by K. Bazemore (bad pass; steal by D. Wright),73,90
304,3,5:32.0,Personal foul by A. Len (drawn by C. Miles),,73,90
305,3,5:32.0,C. Miles makes free throw 1 of 2,,74,90
306,3,5:32.0,,D. Bembry enters the game for T. Prince,74,90
307,3,5:32.0,C. Miles makes free throw 2 of 2,,75,90
308,3,5:14.0,,V. Carter makes 2-pt jump shot from 11 ft (assist by J. Adams),75,92
309,3,5:03.0,Turnover by D. Wright (out of bounds lost ball),,75,92
310,3,4:52.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Bembry),75,95
311,3,4:36.0,Turnover by C. Miles (bad pass; steal by D. Bembry),,75,95
312,3,4:32.0,,A. Len makes 2-pt dunk from 1 ft (assist by D. Bembry),75,97
313,3,4:17.0,M. Conley makes 2-pt jump shot from 11 ft,,77,97
314,3,4:17.0,Shooting foul by D. Bembry (drawn by M. Conley),,77,97
315,3,4:17.0,M. Conley makes free throw 1 of 1,,78,97
316,3,4:05.0,,K. Bazemore misses 2-pt jump shot from 12 ft (block by D. Wright),78,97
317,3,4:00.0,Defensive rebound by M. Conley,,78,97
318,3,3:56.0,C. Miles makes 3-pt jump shot from 25 ft (assist by M. Conley),,81,97
319,3,3:54.0,,Atlanta full timeout,81,97
320,3,3:54.0,C. Parsons enters the game for M. Conley,,81,97
321,3,3:42.0,,J. Adams misses 3-pt jump shot from 23 ft,81,97
322,3,3:38.0,,Offensive rebound by J. Adams,81,97
323,3,3:37.0,,Turnover by J. Adams (bad pass; steal by T. Dorsey),81,97
324,3,3:26.0,T. Dorsey misses 3-pt jump shot from 25 ft,,81,97
325,3,3:22.0,,Defensive rebound by A. Len,81,97
326,3,3:20.0,,Personal foul by C. Parsons (drawn by A. Len),81,97
327,3,3:15.0,,J. Adams makes 3-pt jump shot from 25 ft (assist by A. Len),81,100
328,3,2:50.0,C. Miles makes 3-pt jump shot from 27 ft (assist by D. Wright),,84,100
329,3,2:36.0,,D. Bembry misses 3-pt jump shot from 24 ft,84,100
330,3,2:33.0,,Offensive rebound by A. Len,84,100
331,3,2:32.0,,V. Carter misses 3-pt jump shot from 27 ft,84,100
332,3,2:30.0,Defensive rebound by Team,,84,100
333,3,2:11.0,Shooting foul by A. Len (drawn by J. Noah),,84,100
334,3,2:11.0,J. Noah misses free throw 1 of 2,,84,100
335,3,2:11.0,Offensive rebound by Team,,84,100
336,3,2:11.0,,K. Huerter enters the game for K. Bazemore,84,100
337,3,2:11.0,J. Noah makes free throw 2 of 2,,85,100
338,3,1:58.0,,Personal foul by J. Noah (drawn by A. Len),85,100
339,3,1:58.0,,A. Len makes free throw 1 of 2,85,101
340,3,1:58.0,,A. Len makes free throw 2 of 2,85,102
341,3,1:45.0,C. Parsons misses 2-pt jump shot from 20 ft,,85,102
342,3,1:41.0,,Defensive rebound by D. Bembry,85,102
343,3,1:28.0,,Turnover by J. Adams (lost ball; steal by J. Noah),85,102
344,3,1:21.0,C. Parsons makes 2-pt layup at rim (assist by J. Noah),,87,102
345,3,1:03.0,,J. Adams makes 3-pt jump shot from 26 ft (assist by K. Huerter),87,105
346,3,0:53.0,D. Wright misses 2-pt layup from 3 ft (block by K. Huerter),,87,105
347,3,0:49.0,,Defensive rebound by A. Len,87,105
348,3,0:46.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by J. Adams),87,108
349,3,0:34.0,C. Miles misses 2-pt layup from 1 ft (block by D. Bembry),,87,108
350,3,0:30.0,,Defensive rebound by D. Bembry,87,108
351,3,0:23.0,,A. Len makes 2-pt dunk from 1 ft (assist by V. Carter),87,110
352,3,0:02.0,T. Dorsey makes 3-pt jump shot from 23 ft (assist by C. Parsons),,90,110
353,3,0:00.0,,K. Huerter misses 3-pt jump shot from 46 ft,90,110
354,3,0:00.0,,Offensive rebound by Team,90,110
355,4,11:40.0,D. Wright misses 3-pt jump shot from 25 ft,,90,110
356,4,11:37.0,,Defensive rebound by J. Collins,90,110
357,4,11:33.0,,Turnover by J. Adams (bad pass),90,110
358,4,11:17.0,Turnover by C. Miles (bad pass; steal by D. Dedmon),,90,110
359,4,11:12.0,,Turnover by D. Bembry (bad pass; steal by C. Parsons),90,110
360,4,11:07.0,D. Wright makes 2-pt layup from 1 ft (assist by C. Parsons),,92,110
361,4,10:55.0,,D. Dedmon misses 3-pt jump shot from 24 ft,92,110
362,4,10:51.0,Defensive rebound by T. Dorsey,,92,110
363,4,10:42.0,J. Valančiūnas misses 2-pt hook shot from 8 ft,,92,110
364,4,10:40.0,,Defensive rebound by J. Collins,92,110
365,4,10:34.0,,J. Collins makes 2-pt dunk from 1 ft (assist by J. Adams),92,112
366,4,10:07.0,J. Valančiūnas misses 2-pt jump shot from 18 ft,,92,112
367,4,10:04.0,,Defensive rebound by D. Bembry,92,112
368,4,9:49.0,,J. Collins makes 2-pt hook shot from 7 ft,92,114
369,4,9:31.0,Personal foul by D. Dedmon (drawn by J. Valančiūnas),,92,114
370,4,9:31.0,M. Conley enters the game for C. Miles,,92,114
371,4,9:31.0,I. Rabb enters the game for D. Wright,,92,114
372,4,9:31.0,,T. Prince enters the game for J. Adams,92,114
373,4,9:31.0,,T. Young enters the game for D. Bembry,92,114
374,4,9:22.0,Turnover by I. Rabb (lost ball; steal by D. Dedmon),,92,114
375,4,9:15.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),92,116
376,4,9:04.0,T. Dorsey misses 3-pt jump shot from 26 ft,,92,116
377,4,9:03.0,,Defensive rebound by Team,92,116
378,4,9:03.0,Loose ball foul by J. Valančiūnas (drawn by D. Dedmon),,92,116
379,4,8:57.0,,T. Young misses 3-pt jump shot from 34 ft,92,116
380,4,8:54.0,,Offensive rebound by D. Dedmon,92,116
381,4,8:52.0,,D. Dedmon misses 2-pt layup from 1 ft,92,116
382,4,8:52.0,Defensive rebound by Team,,92,116
