,QUARTER,TIME_REMAINING,DENVER_ACTION,CHICAGO_ACTION,DENVER_SCORE,CHICAGO_SCORE
81,1,3:29.0,,R. Arcidiacono enters the game for C. Payne,18,15
82,1,3:11.0,M. Beasley misses 2-pt jump shot from 8 ft,,18,15
83,1,3:07.0,Offensive rebound by T. Lyles,,18,15
84,1,3:05.0,T. Lyles makes 2-pt jump shot from 19 ft,,20,15
85,1,2:39.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by W. Carter),20,17
86,1,2:22.0,M. Morris misses 2-pt jump shot from 23 ft,,20,17
87,1,2:20.0,,Defensive rebound by C. Hutchison,20,17
88,1,2:11.0,,Z. LaVine misses 2-pt layup from 2 ft,20,17
89,1,2:09.0,Defensive rebound by T. Lyles,,20,17
90,1,2:04.0,G. Harris misses 2-pt layup from 2 ft,,20,17
91,1,2:00.0,,Defensive rebound by R. Arcidiacono,20,17
92,1,1:57.0,,J. Holiday misses 3-pt jump shot from 25 ft,20,17
93,1,1:57.0,Defensive rebound by M. Plumlee,,20,17
94,1,1:54.0,Personal foul by J. Holiday (drawn by M. Morris),,20,17
95,1,1:54.0,M. Morris makes free throw 1 of 2,,21,17
96,1,1:54.0,J. Murray enters the game for G. Harris,,21,17
97,1,1:54.0,,A. Blakeney enters the game for W. Carter,21,17
98,1,1:54.0,,C. Felício enters the game for Z. LaVine,21,17
99,1,1:54.0,M. Morris makes free throw 2 of 2,,22,17
100,1,1:42.0,,C. Hutchison makes 3-pt jump shot from 25 ft (assist by J. Holiday),22,20
101,1,1:29.0,J. Murray makes 2-pt dunk at rim (assist by M. Plumlee),,24,20
102,1,1:18.0,,Turnover by R. Arcidiacono (lost ball; steal by T. Lyles),24,20
103,1,1:14.0,M. Morris makes 2-pt layup from 1 ft (assist by T. Lyles),,26,20
104,1,1:00.0,,A. Blakeney makes 3-pt jump shot from 22 ft (assist by R. Arcidiacono),26,23
105,1,0:49.0,M. Plumlee makes 2-pt jump shot from 18 ft,,28,23
106,1,0:33.0,,J. Holiday misses 3-pt jump shot from 25 ft,28,23
107,1,0:28.0,,Offensive rebound by C. Hutchison,28,23
108,1,0:23.0,,Shooting foul by M. Morris (drawn by A. Blakeney),28,23
109,1,0:23.0,,A. Blakeney misses free throw 1 of 2,28,23
110,1,0:23.0,,Offensive rebound by Team,28,23
111,1,0:23.0,,A. Blakeney makes free throw 2 of 2,28,24
112,1,0:01.0,T. Lyles misses 2-pt layup from 2 ft,,28,24
113,1,0:01.0,,Defensive rebound by C. Hutchison,28,24
114,2,11:38.0,,C. Hutchison misses 3-pt jump shot from 23 ft,28,24
115,2,11:34.0,Defensive rebound by M. Morris,,28,24
116,2,11:14.0,Turnover by T. Lyles (traveling),,28,24
117,2,11:01.0,,J. Parker misses 3-pt jump shot from 23 ft,28,24
118,2,10:56.0,Defensive rebound by J. Murray,,28,24
119,2,10:51.0,M. Plumlee makes 2-pt layup from 3 ft,,30,24
120,2,10:51.0,Shooting foul by C. Felício (drawn by M. Plumlee),,30,24
121,2,10:51.0,M. Plumlee misses free throw 1 of 1,,30,24
122,2,10:48.0,,Defensive rebound by J. Parker,30,24
123,2,10:43.0,,C. Hutchison misses 2-pt dunk from 2 ft,30,24
124,2,10:40.0,Defensive rebound by J. Murray,,30,24
125,2,10:38.0,J. Murray misses 3-pt jump shot from 25 ft,,30,24
126,2,10:35.0,,Defensive rebound by C. Felício,30,24
127,2,10:28.0,,C. Felício misses 2-pt layup from 2 ft (block by M. Plumlee),30,24
128,2,10:25.0,,Offensive rebound by C. Felício,30,24
129,2,10:25.0,,Turnover by C. Hutchison (traveling),30,24
130,2,10:13.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by M. Morris),,33,24
131,2,9:59.0,,Personal foul by M. Beasley (drawn by C. Hutchison),33,24
132,2,9:44.0,,A. Blakeney misses 2-pt jump shot from 13 ft,33,24
133,2,9:41.0,Defensive rebound by T. Lyles,,33,24
134,2,9:39.0,M. Beasley misses 2-pt layup from 4 ft (block by C. Hutchison),,33,24
135,2,9:39.0,,Defensive rebound by Team,33,24
136,2,9:25.0,,A. Blakeney makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),33,27
137,2,9:24.0,Denver full timeout,,33,27
138,2,9:15.0,Offensive foul by T. Lyles (drawn by C. Hutchison),,33,27
139,2,9:15.0,Turnover by T. Lyles (offensive foul),,33,27
140,2,8:53.0,,A. Blakeney makes 3-pt jump shot from 25 ft,33,30
141,2,8:30.0,J. Murray makes 2-pt jump shot from 6 ft,,35,30
142,2,8:05.0,,C. Hutchison misses 3-pt jump shot from 25 ft,35,30
143,2,8:00.0,Defensive rebound by M. Beasley,,35,30
144,2,7:56.0,M. Morris misses 2-pt jump shot from 14 ft,,35,30
145,2,7:53.0,Offensive rebound by T. Lyles,,35,30
146,2,7:45.0,M. Morris misses 2-pt jump shot from 16 ft,,35,30
147,2,7:41.0,,Defensive rebound by C. Hutchison,35,30
148,2,7:21.0,,J. Parker misses 2-pt jump shot from 12 ft,35,30
149,2,7:18.0,Defensive rebound by J. Murray,,35,30
150,2,7:12.0,J. Murray misses 3-pt jump shot from 25 ft,,35,30
151,2,7:10.0,,Defensive rebound by A. Blakeney,35,30
152,2,6:55.0,,R. Arcidiacono makes 3-pt jump shot from 24 ft (assist by C. Hutchison),35,33
153,2,6:35.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by T. Lyles),,37,33
154,2,6:16.0,,Turnover by A. Blakeney (lost ball; steal by M. Plumlee),37,33
155,2,6:13.0,M. Beasley makes 2-pt dunk from 1 ft,,39,33
156,2,6:13.0,,Chicago full timeout,39,33
157,2,6:13.0,G. Harris enters the game for T. Lyles,,39,33
158,2,6:13.0,N. Jokić enters the game for J. Murray,,39,33
159,2,6:13.0,P. Millsap enters the game for M. Plumlee,,39,33
160,2,6:13.0,,W. Carter enters the game for R. Arcidiacono,39,33
161,2,6:13.0,,J. Holiday enters the game for A. Blakeney,39,33
162,2,6:13.0,,Z. LaVine enters the game for C. Felício,39,33
163,2,6:13.0,,C. Payne enters the game for C. Hutchison,39,33
164,2,5:59.0,,C. Payne misses 3-pt jump shot from 22 ft,39,33
165,2,5:56.0,Defensive rebound by G. Harris,,39,33
166,2,5:42.0,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),,41,33
167,2,5:42.0,T. Craig enters the game for M. Beasley,,41,33
168,2,5:42.0,,C. Hutchison enters the game for J. Parker,41,33
169,2,5:20.0,,C. Hutchison makes 2-pt layup from 3 ft (assist by W. Carter),41,35
170,2,4:59.0,N. Jokić makes 2-pt layup from 1 ft (assist by P. Millsap),,43,35
171,2,4:41.0,,Turnover by C. Payne (bad pass; steal by G. Harris),43,35
172,2,4:38.0,Turnover by G. Harris (out of bounds lost ball),,43,35
173,2,4:22.0,,Shooting foul by N. Jokić (drawn by W. Carter),43,35
174,2,4:22.0,,W. Carter makes free throw 1 of 2,43,36
175,2,4:22.0,J. Murray enters the game for M. Morris,,43,36
176,2,4:22.0,,W. Carter makes free throw 2 of 2,43,37
177,2,4:04.0,Offensive foul by G. Harris (drawn by C. Hutchison),,43,37
178,2,4:04.0,Turnover by G. Harris (offensive foul),,43,37
179,2,3:52.0,,Shooting foul by T. Craig (drawn by Z. LaVine),43,37
180,2,3:52.0,,Z. LaVine makes free throw 1 of 2,43,38
181,2,3:52.0,,Z. LaVine makes free throw 2 of 2,43,39
182,2,3:29.0,Personal foul by C. Hutchison (drawn by P. Millsap),,43,39
183,2,3:19.0,Turnover by N. Jokić (bad pass; steal by W. Carter),,43,39
184,2,3:13.0,,Personal foul by J. Murray (drawn by W. Carter),43,39
185,2,3:02.0,,Offensive foul by W. Carter (drawn by N. Jokić),43,39
186,2,3:02.0,,Turnover by W. Carter (offensive foul),43,39
187,2,2:40.0,N. Jokić misses 2-pt layup from 2 ft,,43,39
188,2,2:35.0,Offensive rebound by T. Craig,,43,39
189,2,2:35.0,T. Craig makes 2-pt layup from 1 ft,,45,39
190,2,2:31.0,,Z. LaVine misses 2-pt layup from 3 ft,45,39
191,2,2:26.0,Defensive rebound by G. Harris,,45,39
192,2,2:24.0,G. Harris makes 2-pt layup from 1 ft,,47,39
193,2,2:06.0,,Z. LaVine misses 2-pt jump shot from 12 ft,47,39
194,2,2:03.0,Defensive rebound by N. Jokić,,47,39
195,2,1:52.0,N. Jokić misses 2-pt layup from 2 ft,,47,39
196,2,1:50.0,,Defensive rebound by C. Hutchison,47,39
197,2,1:44.0,,C. Hutchison makes 2-pt layup from 2 ft (assist by Z. LaVine),47,41
198,2,1:32.0,G. Harris makes 2-pt jump shot from 15 ft (assist by N. Jokić),,49,41
199,2,1:22.0,,Personal foul by N. Jokić (drawn by W. Carter),49,41
200,2,1:22.0,,W. Carter misses free throw 1 of 2,49,41
201,2,1:22.0,,Offensive rebound by Team,49,41
202,2,1:22.0,M. Beasley enters the game for T. Craig,,49,41
203,2,1:22.0,M. Plumlee enters the game for N. Jokić,,49,41
204,2,1:22.0,,R. Arcidiacono enters the game for C. Hutchison,49,41
205,2,1:22.0,,W. Carter makes free throw 2 of 2,49,42
206,2,1:07.0,Turnover by P. Millsap (lost ball; steal by W. Carter),,49,42
207,2,1:01.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by Z. LaVine),49,45
208,2,0:51.0,Personal foul by Z. LaVine (drawn by P. Millsap),,49,45
209,2,0:51.0,,C. Felício enters the game for W. Carter,49,45
210,2,0:47.0,Turnover by M. Beasley (bad pass; steal by Z. LaVine),,49,45
211,2,0:47.0,,Z. LaVine makes 2-pt dunk from 1 ft,49,47
212,2,0:28.0,G. Harris makes 2-pt dunk from 1 ft,,51,47
213,2,0:28.0,Technical foul by G. Harris,,51,47
214,2,0:28.0,,Z. LaVine makes technical free throw,51,48
215,2,0:03.0,,C. Payne misses 3-pt jump shot from 26 ft,51,48
216,2,0:01.0,Defensive rebound by M. Plumlee,,51,48
217,2,0:00.0,G. Harris misses 3-pt jump shot from 47 ft,,51,48
218,2,0:00.0,Offensive rebound by Team,,51,48
219,3,11:38.0,,W. Carter misses 2-pt jump shot from 7 ft,51,48
220,3,11:37.0,Defensive rebound by N. Jokić,,51,48
221,3,11:21.0,P. Millsap makes 3-pt jump shot from 23 ft (assist by N. Jokić),,54,48
222,3,10:56.0,,C. Payne misses 2-pt layup from 1 ft,54,48
223,3,10:52.0,Defensive rebound by P. Millsap,,54,48
224,3,10:40.0,J. Murray misses 2-pt jump shot from 16 ft (block by W. Carter),,54,48
225,3,10:35.0,,Defensive rebound by J. Parker,54,48
226,3,10:29.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by W. Carter),54,51
227,3,10:07.0,Turnover by N. Jokić (traveling),,54,51
228,3,9:48.0,,Z. LaVine misses 2-pt layup from 4 ft,54,51
229,3,9:48.0,,Offensive rebound by W. Carter,54,51
230,3,9:37.0,,Z. LaVine makes 3-pt jump shot from 23 ft,54,54
231,3,9:08.0,T. Craig misses 2-pt layup from 2 ft,,54,54
232,3,9:05.0,,Defensive rebound by Z. LaVine,54,54
233,3,8:59.0,,J. Parker makes 2-pt dunk from 1 ft (assist by C. Payne),54,56
234,3,8:58.0,Denver full timeout,,54,56
235,3,8:44.0,J. Murray makes 2-pt jump shot from 19 ft (assist by N. Jokić),,56,56
236,3,8:25.0,,W. Carter makes 3-pt jump shot from 23 ft (assist by Z. LaVine),56,59
237,3,8:05.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,58,59
238,3,7:44.0,,W. Carter makes 2-pt dunk from 1 ft (assist by C. Payne),58,61
239,3,7:28.0,P. Millsap makes 2-pt jump shot from 4 ft,,60,61
240,3,7:28.0,Shooting foul by J. Parker (drawn by P. Millsap),,60,61
241,3,7:28.0,P. Millsap makes free throw 1 of 1,,61,61
242,3,7:12.0,,Turnover by C. Payne (bad pass; steal by N. Jokić),61,61
243,3,7:08.0,T. Craig makes 2-pt layup from 2 ft,,63,61
244,3,6:55.0,,Turnover by C. Payne (bad pass; steal by N. Jokić),63,61
245,3,6:54.0,Shooting foul by Z. LaVine (drawn by J. Murray),,63,61
246,3,6:54.0,J. Murray makes free throw 1 of 2,,64,61
247,3,6:54.0,,R. Arcidiacono enters the game for C. Payne,64,61
248,3,6:54.0,J. Murray makes free throw 2 of 2,,65,61
249,3,6:40.0,,W. Carter misses 2-pt layup from 2 ft (block by N. Jokić),65,61
250,3,6:36.0,Defensive rebound by G. Harris,,65,61
251,3,6:31.0,G. Harris misses 2-pt jump shot from 13 ft (block by Z. LaVine),,65,61
252,3,6:28.0,Offensive rebound by N. Jokić,,65,61
253,3,6:26.0,N. Jokić misses 2-pt jump shot from 3 ft,,65,61
254,3,6:23.0,Offensive rebound by N. Jokić,,65,61
255,3,6:22.0,Turnover by N. Jokić (lost ball; steal by R. Arcidiacono),,65,61
256,3,6:22.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by J. Holiday),65,63
257,3,6:22.0,,Shooting foul by G. Harris (drawn by Z. LaVine),65,63
258,3,6:22.0,,Z. LaVine makes free throw 1 of 1,65,64
259,3,6:03.0,T. Craig misses 3-pt jump shot from 23 ft,,65,64
260,3,5:58.0,Offensive rebound by J. Murray,,65,64
261,3,5:56.0,Turnover by J. Murray (lost ball; steal by R. Arcidiacono),,65,64
262,3,5:50.0,,Z. LaVine misses 2-pt layup from 1 ft,65,64
263,3,5:48.0,Defensive rebound by J. Murray,,65,64
264,3,5:44.0,G. Harris misses 2-pt jump shot from 12 ft,,65,64
265,3,5:43.0,Offensive rebound by Team,,65,64
266,3,5:43.0,,Loose ball foul by R. Arcidiacono (drawn by T. Craig),65,64
267,3,5:43.0,M. Morris enters the game for J. Murray,,65,64
268,3,5:36.0,Personal foul by W. Carter (drawn by N. Jokić),,65,64
269,3,5:31.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by G. Harris),,68,64
270,3,5:14.0,,Z. LaVine misses 2-pt layup from 4 ft (block by P. Millsap),68,64
271,3,5:14.0,,Offensive rebound by Team,68,64
272,3,5:11.0,,J. Parker misses 3-pt jump shot from 24 ft,68,64
273,3,5:08.0,Defensive rebound by T. Craig,,68,64
274,3,4:57.0,N. Jokić misses 3-pt jump shot from 26 ft,,68,64
275,3,4:50.0,Offensive rebound by G. Harris,,68,64
276,3,4:47.0,Personal foul by R. Arcidiacono (drawn by T. Craig),,68,64
277,3,4:47.0,T. Craig misses free throw 1 of 2,,68,64
278,3,4:47.0,Offensive rebound by Team,,68,64
279,3,4:47.0,T. Lyles enters the game for P. Millsap,,68,64
280,3,4:47.0,T. Craig makes free throw 2 of 2,,69,64
281,3,4:30.0,,J. Parker misses 2-pt layup from 2 ft (block by T. Lyles),69,64
282,3,4:29.0,Defensive rebound by Team,,69,64
283,3,4:19.0,N. Jokić misses 3-pt jump shot from 25 ft,,69,64
284,3,4:16.0,,Defensive rebound by J. Parker,69,64
285,3,4:08.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by W. Carter),69,67
286,3,3:56.0,Turnover by G. Harris (bad pass; steal by W. Carter),,69,67
287,3,3:52.0,,Z. LaVine makes 2-pt dunk at rim (assist by R. Arcidiacono),69,69
288,3,3:35.0,Turnover by N. Jokić (lost ball; steal by R. Arcidiacono),,69,69
289,3,3:31.0,,Z. LaVine makes 2-pt layup at rim (assist by R. Arcidiacono),69,71
290,3,3:31.0,Denver full timeout,,69,71
291,3,3:31.0,J. Murray enters the game for G. Harris,,69,71
292,3,3:31.0,M. Plumlee enters the game for N. Jokić,,69,71
293,3,3:31.0,,C. Felício enters the game for W. Carter,69,71
294,3,3:20.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),,71,71
295,3,3:03.0,,Turnover by Z. LaVine (bad pass; steal by T. Craig),71,71
296,3,3:03.0,Personal foul by J. Parker (drawn by T. Craig),,71,71
297,3,3:03.0,T. Craig makes free throw 1 of 2,,72,71
298,3,3:03.0,,C. Hutchison enters the game for J. Parker,72,71
299,3,3:03.0,T. Craig makes free throw 2 of 2,,73,71
300,3,2:51.0,,C. Felício misses 2-pt layup from 3 ft,73,71
301,3,2:50.0,,Offensive rebound by C. Felício,73,71
302,3,2:50.0,,Shooting foul by T. Lyles (drawn by C. Felício),73,71
303,3,2:50.0,,C. Felício makes free throw 1 of 2,73,72
304,3,2:50.0,,A. Blakeney enters the game for Z. LaVine,73,72
305,3,2:50.0,,C. Felício makes free throw 2 of 2,73,73
306,3,2:34.0,Personal foul by R. Arcidiacono (drawn by M. Plumlee),,73,73
307,3,2:34.0,M. Plumlee misses free throw 1 of 2,,73,73
308,3,2:34.0,Offensive rebound by Team,,73,73
309,3,2:34.0,M. Beasley enters the game for T. Craig,,73,73
310,3,2:34.0,M. Plumlee misses free throw 2 of 2,,73,73
311,3,2:32.0,,Defensive rebound by A. Blakeney,73,73
312,3,2:18.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by R. Arcidiacono),73,76
313,3,2:08.0,Personal foul by C. Felício (drawn by M. Plumlee),,73,76
314,3,2:08.0,M. Plumlee makes free throw 1 of 2,,74,76
315,3,2:08.0,M. Plumlee misses free throw 2 of 2,,74,76
316,3,2:07.0,Offensive rebound by Team,,74,76
317,3,2:01.0,J. Murray makes 2-pt layup from 2 ft,,76,76
318,3,1:48.0,,J. Holiday misses 3-pt jump shot from 26 ft,76,76
319,3,1:44.0,Defensive rebound by M. Beasley,,76,76
320,3,1:31.0,T. Lyles makes 2-pt hook shot from 3 ft,,78,76
321,3,1:31.0,Shooting foul by J. Holiday (drawn by T. Lyles),,78,76
322,3,1:31.0,T. Lyles misses free throw 1 of 1,,78,76
323,3,1:31.0,,Defensive rebound by J. Holiday,78,76
324,3,1:11.0,,A. Blakeney misses 2-pt jump shot from 18 ft,78,76
325,3,1:09.0,Defensive rebound by T. Lyles,,78,76
326,3,0:52.0,T. Lyles makes 2-pt dunk from 1 ft (assist by J. Murray),,80,76
327,3,0:31.0,,J. Holiday misses 3-pt jump shot from 25 ft,80,76
328,3,0:28.0,Defensive rebound by M. Beasley,,80,76
329,3,0:07.0,J. Murray misses 3-pt jump shot from 25 ft,,80,76
330,3,0:03.0,,Defensive rebound by C. Felício,80,76
331,3,0:00.0,,A. Blakeney makes 2-pt dunk from 1 ft,80,78
332,3,0:00.0,T. Lyles misses 3-pt jump shot from 77 ft,,80,78
333,3,0:00.0,Offensive rebound by Team,,80,78
334,4,11:46.0,T. Lyles misses 2-pt layup from 3 ft,,80,78
335,4,11:46.0,,Defensive rebound by Team,80,78
336,4,11:28.0,,A. Blakeney makes 3-pt jump shot from 26 ft,80,81
337,4,11:06.0,M. Plumlee makes 2-pt layup from 2 ft (assist by T. Lyles),,82,81
338,4,10:58.0,,J. Parker makes 2-pt layup from 1 ft,82,83
339,4,10:58.0,Violation by Team (def goaltending),,82,83
340,4,10:58.0,,Shooting foul by M. Morris (drawn by J. Parker),82,83
341,4,10:58.0,,J. Parker misses free throw 1 of 1,82,83
342,4,10:46.0,Defensive rebound by T. Lyles,,82,83
343,4,10:36.0,M. Beasley makes 2-pt dunk from 1 ft (assist by J. Murray),,84,83
344,4,10:29.0,,Turnover by C. Felício (lost ball; steal by M. Beasley),84,83
345,4,10:29.0,Personal foul by C. Felício (drawn by M. Plumlee),,84,83
346,4,10:08.0,M. Morris misses 3-pt jump shot from 23 ft,,84,83
347,4,10:05.0,Offensive rebound by T. Lyles,,84,83
348,4,10:02.0,M. Beasley misses 3-pt jump shot from 25 ft,,84,83
349,4,9:58.0,,Defensive rebound by Team,84,83
350,4,9:58.0,Loose ball foul by M. Plumlee (drawn by C. Felício),,84,83
351,4,9:58.0,Technical foul by M. Plumlee,,84,83
352,4,9:58.0,,A. Blakeney misses technical free throw,84,83
353,4,9:58.0,,Offensive rebound by Team,84,83
354,4,9:35.0,,A. Blakeney misses 2-pt jump shot from 10 ft,84,83
355,4,9:33.0,Defensive rebound by M. Plumlee,,84,83
356,4,9:23.0,T. Lyles misses 3-pt jump shot from 25 ft,,84,83
357,4,9:21.0,,Defensive rebound by A. Blakeney,84,83
358,4,9:06.0,,A. Blakeney misses 2-pt jump shot from 18 ft,84,83
359,4,9:04.0,Defensive rebound by T. Lyles,,84,83
360,4,8:54.0,M. Morris misses 2-pt layup from 2 ft,,84,83
361,4,8:51.0,Offensive rebound by M. Plumlee,,84,83
362,4,8:51.0,M. Plumlee makes 2-pt layup at rim,,86,83
363,4,8:51.0,,Chicago full timeout,86,83
364,4,8:51.0,,W. Carter enters the game for A. Blakeney,86,83
365,4,8:51.0,,Z. LaVine enters the game for C. Felício,86,83
366,4,8:31.0,,W. Carter misses 3-pt jump shot from 23 ft,86,83
367,4,8:27.0,,Offensive rebound by C. Hutchison,86,83
368,4,8:18.0,,W. Carter makes 2-pt layup from 1 ft (assist by R. Arcidiacono),86,85
369,4,8:06.0,Personal foul by C. Hutchison (drawn by M. Plumlee),,86,85
370,4,8:06.0,G. Harris enters the game for J. Murray,,86,85
371,4,7:53.0,T. Lyles misses 2-pt jump shot from 5 ft (block by W. Carter),,86,85
372,4,7:50.0,Offensive rebound by M. Morris,,86,85
373,4,7:49.0,G. Harris misses 3-pt jump shot from 27 ft,,86,85
374,4,7:47.0,Offensive rebound by M. Beasley,,86,85
375,4,7:38.0,G. Harris misses 2-pt layup from 2 ft,,86,85
376,4,7:35.0,,Defensive rebound by J. Parker,86,85
377,4,7:21.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,86,85
378,4,7:19.0,Defensive rebound by T. Lyles,,86,85
379,4,7:14.0,Offensive foul by M. Plumlee (drawn by W. Carter),,86,85
380,4,7:14.0,Turnover by M. Plumlee (offensive foul),,86,85
381,4,6:56.0,,W. Carter makes 2-pt layup from 4 ft (assist by Z. LaVine),86,87
382,4,6:43.0,G. Harris misses 3-pt jump shot from 25 ft,,86,87
383,4,6:43.0,,Defensive rebound by J. Parker,86,87
384,4,6:33.0,,Z. LaVine misses 3-pt jump shot from 26 ft,86,87
385,4,6:30.0,Defensive rebound by T. Lyles,,86,87
