,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DENVER_ACTION,NEW ORLEANS_SCORE,DENVER_SCORE
169,2,4:23.0,Defensive rebound by N. Mirotić,,36,38
170,2,4:07.0,N. Mirotić misses 2-pt jump shot from 16 ft,,36,38
171,2,4:04.0,,Defensive rebound by P. Millsap,36,38
172,2,3:53.0,,Personal foul by J. Holiday (drawn by G. Harris),36,38
173,2,3:53.0,,J. Murray enters the game for M. Morris,36,38
174,2,3:47.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by P. Millsap),36,41
175,2,3:32.0,J. Holiday misses 2-pt layup from 3 ft (block by G. Harris),,36,41
176,2,3:31.0,,Defensive rebound by N. Jokić,36,41
177,2,3:27.0,,M. Beasley misses 3-pt jump shot from 23 ft,36,41
178,2,3:25.0,,Offensive rebound by Team,36,41
179,2,3:25.0,Loose ball foul by F. Jackson (drawn by N. Jokić),,36,41
180,2,3:25.0,,N. Jokić makes free throw 1 of 2,36,42
181,2,3:25.0,E. Moore enters the game for F. Jackson,,36,42
182,2,3:25.0,,N. Jokić makes free throw 2 of 2,36,43
183,2,3:06.0,Shooting foul by P. Millsap (drawn by J. Randle),,36,43
184,2,3:06.0,J. Randle makes free throw 1 of 2,,37,43
185,2,3:06.0,J. Randle makes free throw 2 of 2,,38,43
186,2,2:52.0,,Turnover by M. Beasley (bad pass),38,43
187,2,2:52.0,New Orleans full timeout,,38,43
188,2,2:43.0,Offensive foul by E. Moore (drawn by N. Jokić),,38,43
189,2,2:43.0,Turnover by E. Moore (offensive foul),,38,43
190,2,2:29.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by N. Jokić),38,46
191,2,2:16.0,J. Randle makes 2-pt layup from 2 ft (assist by E. Moore),,40,46
192,2,2:16.0,Shooting foul by M. Beasley (drawn by J. Randle),,40,46
193,2,2:16.0,J. Randle misses free throw 1 of 1,,40,46
194,2,2:16.0,,Defensive rebound by N. Jokić,40,46
195,2,2:01.0,,G. Harris makes 2-pt dunk from 1 ft (assist by N. Jokić),40,48
196,2,1:50.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by S. Hill),,43,48
197,2,1:40.0,Violation by Team (kicked ball),,43,48
198,2,1:40.0,T. Frazier enters the game for J. Holiday,,43,48
199,2,1:32.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by G. Harris),43,51
200,2,1:18.0,N. Mirotić misses 3-pt jump shot from 24 ft,,43,51
201,2,1:13.0,,Defensive rebound by G. Harris,43,51
202,2,0:59.0,,J. Murray makes 2-pt jump shot from 6 ft (assist by G. Harris),43,53
203,2,0:46.0,S. Hill misses 2-pt jump shot from 12 ft,,43,53
204,2,0:44.0,,Defensive rebound by N. Jokić,43,53
205,2,0:35.0,,G. Harris misses 2-pt layup from 2 ft,43,53
206,2,0:35.0,,Offensive rebound by N. Jokić,43,53
207,2,0:35.0,,N. Jokić makes 2-pt layup from 1 ft,43,55
208,2,0:20.0,J. Randle makes 2-pt dunk at rim (assist by N. Mirotić),,45,55
209,2,0:01.0,,J. Murray makes 2-pt layup from 2 ft,45,57
210,2,0:01.0,,Shooting foul by S. Hill (drawn by J. Murray),45,57
211,2,0:01.0,,T. Lyles enters the game for N. Jokić,45,57
212,2,0:01.0,,M. Plumlee enters the game for P. Millsap,45,57
213,2,0:01.0,,J. Murray makes free throw 1 of 1,45,58
214,3,11:48.0,,T. Craig misses 3-pt jump shot from 22 ft,45,58
215,3,11:43.0,Defensive rebound by J. Okafor,,45,58
216,3,11:27.0,S. Hill misses 3-pt jump shot from 23 ft,,45,58
217,3,11:23.0,,Defensive rebound by N. Jokić,45,58
218,3,11:19.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by N. Jokić),45,60
219,3,11:07.0,N. Mirotić misses 3-pt jump shot from 25 ft,,45,60
220,3,11:04.0,,Defensive rebound by N. Jokić,45,60
221,3,10:49.0,,Turnover by P. Millsap (lost ball; steal by N. Mirotić),45,60
222,3,10:34.0,J. Holiday misses 2-pt layup from 7 ft (block by N. Jokić),,45,60
223,3,10:34.0,Offensive rebound by Team,,45,60
224,3,10:32.0,E. Moore makes 2-pt jump shot from 16 ft (assist by J. Holiday),,47,60
225,3,10:15.0,,T. Craig misses 3-pt jump shot from 24 ft,47,60
226,3,10:13.0,Defensive rebound by N. Mirotić,,47,60
227,3,10:07.0,J. Okafor makes 2-pt layup from 2 ft (assist by J. Holiday),,49,60
228,3,10:07.0,Shooting foul by G. Harris (drawn by J. Okafor),,49,60
229,3,10:07.0,,Denver full timeout,49,60
230,3,10:07.0,,M. Beasley enters the game for T. Craig,49,60
231,3,10:07.0,J. Okafor makes free throw 1 of 1,,50,60
232,3,9:50.0,,P. Millsap misses 3-pt jump shot from 24 ft,50,60
233,3,9:47.0,Defensive rebound by J. Holiday,,50,60
234,3,9:27.0,E. Moore misses 3-pt jump shot from 23 ft,,50,60
235,3,9:25.0,,Defensive rebound by P. Millsap,50,60
236,3,9:13.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by N. Jokić),50,63
237,3,8:56.0,J. Okafor misses 2-pt dunk from 2 ft (block by P. Millsap),,50,63
238,3,8:56.0,Offensive rebound by Team,,50,63
239,3,8:54.0,Personal foul by G. Harris (drawn by J. Okafor),,50,63
240,3,8:47.0,Turnover by J. Holiday (bad pass),,50,63
241,3,8:35.0,,N. Jokić misses 2-pt jump shot from 4 ft,50,63
242,3,8:32.0,,Offensive rebound by G. Harris,50,63
243,3,8:32.0,,P. Millsap misses 2-pt layup at rim,50,63
244,3,8:32.0,,Offensive rebound by P. Millsap,50,63
245,3,8:28.0,Violation by Team (kicked ball),,50,63
246,3,8:28.0,C. Diallo enters the game for J. Okafor,,50,63
247,3,8:24.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by G. Harris),50,65
248,3,8:15.0,Turnover by J. Holiday (bad pass; steal by J. Murray),,50,65
249,3,8:11.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by J. Murray),50,67
250,3,8:11.0,New Orleans full timeout,,50,67
251,3,7:59.0,C. Diallo makes 2-pt dunk at rim (assist by J. Holiday),,52,67
252,3,7:43.0,,J. Murray misses 2-pt layup from 2 ft,52,67
253,3,7:42.0,Defensive rebound by J. Holiday,,52,67
254,3,7:37.0,N. Mirotić misses 2-pt layup from 1 ft (block by N. Jokić),,52,67
255,3,7:29.0,Offensive rebound by C. Diallo,,52,67
256,3,7:29.0,C. Diallo makes 2-pt layup from 1 ft,,54,67
257,3,7:16.0,,M. Beasley misses 3-pt jump shot from 26 ft,54,67
258,3,7:13.0,Defensive rebound by J. Holiday,,54,67
259,3,7:03.0,J. Holiday misses 2-pt jump shot from 8 ft,,54,67
260,3,7:01.0,,Defensive rebound by N. Jokić,54,67
261,3,6:49.0,Violation by Team (kicked ball),,54,67
262,3,6:49.0,F. Jackson enters the game for S. Hill,,54,67
263,3,6:36.0,,J. Murray misses 3-pt jump shot from 25 ft (block by N. Mirotić),54,67
264,3,6:33.0,Defensive rebound by C. Diallo,,54,67
265,3,6:22.0,F. Jackson makes 2-pt layup from 4 ft,,56,67
266,3,6:04.0,,J. Murray makes 2-pt jump shot from 17 ft,56,69
267,3,5:53.0,N. Mirotić misses 3-pt jump shot from 26 ft,,56,69
268,3,5:49.0,,Defensive rebound by G. Harris,56,69
269,3,5:48.0,,Personal foul by J. Holiday (drawn by G. Harris),56,69
270,3,5:48.0,J. Randle enters the game for N. Mirotić,,56,69
271,3,5:48.0,,M. Morris enters the game for J. Murray,56,69
272,3,5:41.0,,Shooting foul by E. Moore (drawn by G. Harris),56,69
273,3,5:41.0,,G. Harris makes free throw 1 of 2,56,70
274,3,5:41.0,,G. Harris makes free throw 2 of 2,56,71
275,3,5:25.0,F. Jackson misses 2-pt jump shot from 10 ft,,56,71
276,3,5:18.0,,Defensive rebound by P. Millsap,56,71
277,3,5:11.0,,M. Beasley misses 3-pt jump shot from 26 ft,56,71
278,3,5:09.0,Defensive rebound by F. Jackson,,56,71
279,3,5:00.0,J. Randle misses 2-pt layup from 4 ft,,56,71
280,3,4:55.0,Offensive rebound by J. Randle,,56,71
281,3,4:55.0,J. Randle misses 2-pt layup from 1 ft,,56,71
282,3,4:55.0,,Defensive rebound by M. Beasley,56,71
283,3,4:51.0,,G. Harris makes 3-pt jump shot from 29 ft,56,74
284,3,4:36.0,C. Diallo makes 2-pt jump shot from 16 ft (assist by J. Holiday),,58,74
285,3,4:24.0,,M. Morris misses 2-pt layup from 2 ft (block by J. Randle),58,74
286,3,4:17.0,,Offensive rebound by P. Millsap,58,74
287,3,4:17.0,,P. Millsap makes 2-pt dunk at rim,58,76
288,3,4:14.0,F. Jackson makes 3-pt jump shot from 25 ft (assist by J. Holiday),,61,76
289,3,4:00.0,,N. Jokić misses 2-pt jump shot from 12 ft,61,76
290,3,3:58.0,,Offensive rebound by P. Millsap,61,76
291,3,3:56.0,,P. Millsap misses 2-pt layup from 2 ft,61,76
292,3,3:56.0,Defensive rebound by J. Randle,,61,76
293,3,3:47.0,J. Randle makes 2-pt layup from 5 ft,,63,76
294,3,3:35.0,,N. Jokić misses 3-pt jump shot from 26 ft,63,76
295,3,3:32.0,Defensive rebound by J. Holiday,,63,76
296,3,3:29.0,Shooting foul by N. Jokić (drawn by J. Randle),,63,76
297,3,3:29.0,J. Randle makes free throw 1 of 2,,64,76
298,3,3:29.0,T. Frazier enters the game for E. Moore,,64,76
299,3,3:29.0,,T. Lyles enters the game for N. Jokić,64,76
300,3,3:29.0,,M. Plumlee enters the game for P. Millsap,64,76
301,3,3:29.0,J. Randle makes free throw 2 of 2,,65,76
302,3,3:11.0,,T. Lyles misses 3-pt jump shot from 24 ft,65,76
303,3,3:08.0,Defensive rebound by C. Diallo,,65,76
304,3,2:56.0,Offensive foul by C. Diallo (drawn by M. Beasley),,65,76
305,3,2:56.0,Turnover by C. Diallo (offensive foul),,65,76
306,3,2:45.0,,Turnover by M. Morris (bad pass; steal by T. Frazier),65,76
307,3,2:33.0,J. Randle makes 2-pt layup from 2 ft (assist by T. Frazier),,67,76
308,3,2:14.0,,Shooting foul by C. Diallo (drawn by G. Harris),67,76
309,3,2:14.0,,G. Harris makes free throw 1 of 2,67,77
310,3,2:14.0,,J. Murray enters the game for M. Beasley,67,77
311,3,2:14.0,,G. Harris makes free throw 2 of 2,67,78
312,3,2:10.0,Shooting foul by G. Harris (drawn by C. Diallo),,67,78
313,3,2:10.0,C. Diallo makes free throw 1 of 2,,68,78
314,3,2:10.0,E. Moore enters the game for J. Holiday,,68,78
315,3,2:10.0,,M. Beasley enters the game for G. Harris,68,78
316,3,2:10.0,C. Diallo makes free throw 2 of 2,,69,78
317,3,1:58.0,,M. Morris makes 2-pt jump shot from 6 ft,69,80
318,3,1:43.0,T. Frazier makes 3-pt jump shot from 23 ft (assist by E. Moore),,72,80
319,3,1:23.0,,T. Lyles makes 2-pt jump shot from 6 ft (assist by M. Beasley),72,82
320,3,1:09.0,J. Randle misses 2-pt layup from 3 ft,,72,82
321,3,1:05.0,Offensive rebound by C. Diallo,,72,82
322,3,1:04.0,J. Randle makes 2-pt layup from 1 ft (assist by C. Diallo),,74,82
323,3,0:45.0,,T. Lyles misses 2-pt layup from 4 ft,74,82
324,3,0:43.0,Defensive rebound by J. Randle,,74,82
325,3,0:41.0,Turnover by E. Moore (lost ball; steal by J. Murray),,74,82
326,3,0:38.0,,T. Lyles makes 2-pt dunk at rim (assist by J. Murray),74,84
327,3,0:19.0,Personal foul by M. Morris (drawn by J. Randle),,74,84
328,3,0:19.0,J. Randle makes free throw 1 of 2,,75,84
329,3,0:19.0,J. Randle makes free throw 2 of 2,,76,84
330,3,0:06.0,,Personal foul by T. Frazier (drawn by M. Morris),76,84
331,3,0:02.0,,T. Lyles misses 3-pt jump shot from 25 ft,76,84
332,3,0:02.0,Defensive rebound by C. Diallo,,76,84
333,4,11:45.0,F. Jackson misses 2-pt jump shot from 18 ft,,76,84
334,4,11:41.0,,Defensive rebound by T. Lyles,76,84
335,4,11:27.0,,J. Murray misses 2-pt jump shot from 18 ft,76,84
336,4,11:24.0,Defensive rebound by N. Mirotić,,76,84
337,4,11:22.0,Turnover by N. Mirotić (lost ball; steal by M. Plumlee),,76,84
338,4,11:19.0,,M. Plumlee misses 2-pt hook shot from 3 ft,76,84
339,4,11:18.0,Defensive rebound by N. Mirotić,,76,84
340,4,11:09.0,Shooting foul by T. Lyles (drawn by N. Mirotić),,76,84
341,4,11:09.0,N. Mirotić misses free throw 1 of 2,,76,84
342,4,11:09.0,Offensive rebound by Team,,76,84
343,4,11:09.0,N. Mirotić misses free throw 2 of 2,,76,84
344,4,11:08.0,,Defensive rebound by M. Beasley,76,84
345,4,10:48.0,,Turnover by M. Plumlee (bad pass; steal by C. Diallo),76,84
346,4,10:45.0,Turnover by C. Diallo (bad pass; steal by T. Lyles),,76,84
347,4,10:44.0,,T. Lyles misses 2-pt layup from 2 ft,76,84
348,4,10:43.0,,Offensive rebound by J. Murray,76,84
349,4,10:42.0,,J. Murray makes 2-pt layup from 4 ft,76,86
350,4,10:27.0,N. Mirotić makes 2-pt jump shot from 17 ft (assist by T. Frazier),,78,86
351,4,10:13.0,,M. Morris misses 2-pt layup from 4 ft (block by C. Diallo),78,86
352,4,10:11.0,Defensive rebound by N. Mirotić,,78,86
353,4,10:08.0,Offensive foul by E. Moore (drawn by M. Beasley),,78,86
354,4,10:08.0,Turnover by E. Moore (offensive foul),,78,86
355,4,9:43.0,,Turnover by M. Plumlee (off goaltending),78,86
356,4,9:27.0,E. Moore makes 3-pt jump shot from 25 ft (assist by N. Mirotić),,81,86
357,4,9:14.0,,M. Beasley makes 2-pt hook shot from 5 ft,81,88
358,4,8:58.0,E. Moore makes 3-pt jump shot from 23 ft (assist by C. Diallo),,84,88
359,4,8:58.0,,G. Harris enters the game for J. Murray,84,88
360,4,8:30.0,,G. Harris makes 2-pt jump shot from 21 ft (assist by M. Morris),84,90
361,4,8:16.0,Shooting foul by T. Lyles (drawn by E. Moore),,84,90
362,4,8:16.0,E. Moore makes free throw 1 of 2,,85,90
363,4,8:16.0,J. Holiday enters the game for F. Jackson,,85,90
364,4,8:16.0,E. Moore misses free throw 2 of 2,,85,90
365,4,8:14.0,,Defensive rebound by M. Beasley,85,90
366,4,7:59.0,,Personal foul by C. Diallo (drawn by M. Plumlee),85,90
367,4,7:50.0,,T. Lyles makes 2-pt layup from 4 ft (assist by G. Harris),85,92
368,4,7:31.0,C. Diallo misses 2-pt jump shot from 14 ft,,85,92
369,4,7:27.0,,Defensive rebound by M. Beasley,85,92
370,4,7:05.0,,G. Harris misses 2-pt jump shot from 18 ft,85,92
371,4,7:03.0,Defensive rebound by T. Frazier,,85,92
372,4,6:58.0,J. Holiday misses 3-pt jump shot from 24 ft,,85,92
373,4,6:55.0,,Defensive rebound by G. Harris,85,92
374,4,6:50.0,,G. Harris makes 2-pt layup from 3 ft,85,94
375,4,6:49.0,New Orleans full timeout,,85,94
376,4,6:49.0,F. Jackson enters the game for C. Diallo,,85,94
377,4,6:49.0,J. Randle enters the game for E. Moore,,85,94
378,4,6:49.0,,N. Jokić enters the game for T. Lyles,85,94
379,4,6:49.0,,P. Millsap enters the game for M. Morris,85,94
380,4,6:49.0,,J. Murray enters the game for M. Plumlee,85,94
381,4,6:37.0,T. Frazier makes 2-pt layup from 2 ft,,87,94
382,4,6:18.0,,G. Harris misses 2-pt layup from 2 ft,87,94
383,4,6:16.0,Defensive rebound by N. Mirotić,,87,94
