,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ORLANDO_ACTION,NEW ORLEANS_SCORE,ORLANDO_SCORE
40,1,7:30.0,J. Randle misses 2-pt layup from 1 ft,,2,12
41,1,7:27.0,,Defensive rebound by J. Isaac,2,12
42,1,7:16.0,,Shooting foul by J. Randle (drawn by N. Vučević),2,12
43,1,7:16.0,,N. Vučević makes free throw 1 of 2,2,13
44,1,7:16.0,,N. Vučević makes free throw 2 of 2,2,14
45,1,7:05.0,E. Payton makes 2-pt layup from 2 ft (assist by F. Jackson),,4,14
46,1,6:49.0,,Turnover by E. Fournier (bad pass; steal by K. Williams),4,14
47,1,6:43.0,K. Williams makes 3-pt jump shot from 25 ft (assist by J. Randle),,7,14
48,1,6:26.0,,Turnover by N. Vučević (bad pass),7,14
49,1,6:10.0,J. Okafor misses 2-pt layup from 2 ft,,7,14
50,1,6:08.0,,Defensive rebound by N. Vučević,7,14
51,1,5:56.0,,N. Vučević makes 2-pt hook shot from 6 ft,7,16
52,1,5:44.0,Shooting foul by N. Vučević (drawn by J. Okafor),,7,16
53,1,5:44.0,J. Okafor misses free throw 1 of 2,,7,16
54,1,5:44.0,Offensive rebound by Team,,7,16
55,1,5:44.0,,W. Iwundu enters the game for A. Gordon,7,16
56,1,5:44.0,J. Okafor makes free throw 2 of 2,,8,16
57,1,5:31.0,,E. Fournier makes 2-pt jump shot from 12 ft (assist by N. Vučević),8,18
58,1,5:16.0,J. Okafor makes 2-pt layup from 2 ft (assist by E. Payton),,10,18
59,1,5:03.0,,N. Vučević misses 3-pt jump shot from 26 ft,10,18
60,1,5:00.0,Defensive rebound by F. Jackson,,10,18
61,1,4:53.0,J. Randle misses 2-pt jump shot from 6 ft (block by J. Isaac),,10,18
62,1,4:48.0,Offensive rebound by J. Randle,,10,18
63,1,4:46.0,Turnover by J. Randle (bad pass; steal by D. Augustin),,10,18
64,1,4:41.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),10,21
65,1,4:34.0,Offensive foul by J. Randle (drawn by J. Isaac),,10,21
66,1,4:34.0,Turnover by J. Randle (offensive foul),,10,21
67,1,4:34.0,Violation by Team (delay of game),,10,21
68,1,4:34.0,C. Diallo enters the game for J. Okafor,,10,21
69,1,4:34.0,,T. Ross enters the game for E. Fournier,10,21
70,1,4:22.0,,Turnover by T. Ross (bad pass; steal by C. Diallo),10,21
71,1,4:07.0,F. Jackson misses 2-pt jump shot from 13 ft,,10,21
72,1,4:03.0,,Defensive rebound by N. Vučević,10,21
73,1,3:52.0,,N. Vučević misses 2-pt layup from 6 ft,10,21
74,1,3:51.0,,Offensive rebound by N. Vučević,10,21
75,1,3:50.0,,N. Vučević misses 2-pt layup at rim,10,21
76,1,3:49.0,,Offensive rebound by N. Vučević,10,21
77,1,3:48.0,,N. Vučević misses 2-pt layup at rim,10,21
78,1,3:48.0,,Offensive rebound by N. Vučević,10,21
79,1,3:48.0,,N. Vučević misses 2-pt layup from 2 ft,10,21
80,1,3:48.0,,Offensive rebound by N. Vučević,10,21
81,1,3:48.0,,Shooting foul by E. Payton (drawn by N. Vučević),10,21
82,1,3:48.0,,N. Vučević makes free throw 1 of 2,10,22
83,1,3:48.0,D. Miller enters the game for F. Jackson,,10,22
84,1,3:48.0,,M. Carter-Williams enters the game for D. Augustin,10,22
85,1,3:48.0,,N. Vučević makes free throw 2 of 2,10,23
86,1,3:34.0,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Randle),,13,23
87,1,3:17.0,,M. Carter-Williams makes 2-pt layup from 8 ft,13,25
88,1,3:03.0,Shooting foul by J. Isaac (drawn by J. Randle),,13,25
89,1,3:03.0,J. Randle makes free throw 1 of 2,,14,25
90,1,3:03.0,,A. Gordon enters the game for J. Isaac,14,25
91,1,3:03.0,J. Randle makes free throw 2 of 2,,15,25
92,1,2:48.0,,Turnover by N. Vučević (lost ball; steal by E. Payton),15,25
93,1,2:44.0,Turnover by J. Randle (lost ball; steal by W. Iwundu),,15,25
94,1,2:41.0,,W. Iwundu misses 2-pt layup from 1 ft,15,25
95,1,2:40.0,,Offensive rebound by A. Gordon,15,25
96,1,2:40.0,,Shooting foul by D. Miller (drawn by A. Gordon),15,25
97,1,2:40.0,,Orlando full timeout,15,25
98,1,2:40.0,S. Johnson enters the game for J. Randle,,15,25
99,1,2:40.0,,K. Birch enters the game for N. Vučević,15,25
100,1,2:40.0,,A. Gordon makes free throw 1 of 2,15,26
101,1,2:40.0,,A. Gordon makes free throw 2 of 2,15,27
102,1,2:24.0,D. Miller misses 2-pt jump shot from 15 ft,,15,27
103,1,2:22.0,Offensive rebound by C. Diallo,,15,27
104,1,2:13.0,E. Payton misses 3-pt jump shot from 26 ft,,15,27
105,1,2:08.0,,Defensive rebound by A. Gordon,15,27
106,1,2:01.0,,W. Iwundu misses 2-pt jump shot from 16 ft,15,27
107,1,1:57.0,Defensive rebound by C. Diallo,,15,27
108,1,1:43.0,S. Johnson makes 2-pt jump shot from 8 ft,,17,27
109,1,1:26.0,,T. Ross makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),17,29
110,1,1:00.0,K. Williams makes 2-pt jump shot from 20 ft (assist by S. Johnson),,19,29
111,1,0:49.0,,W. Iwundu makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),19,31
112,1,0:40.0,E. Payton makes 3-pt jump shot from 26 ft (assist by K. Williams),,22,31
113,1,0:29.0,,K. Birch makes 2-pt hook shot from 6 ft (assist by A. Gordon),22,33
114,1,0:18.0,C. Diallo makes 2-pt layup from 3 ft (assist by D. Miller),,24,33
115,1,0:18.0,Shooting foul by W. Iwundu (drawn by C. Diallo),,24,33
116,1,0:18.0,C. Diallo makes free throw 1 of 1,,25,33
117,1,0:03.0,,T. Ross makes 3-pt jump shot from 27 ft,25,36
118,1,0:03.0,,Shooting foul by D. Miller (drawn by T. Ross),25,36
119,1,0:03.0,,T. Ross misses free throw 1 of 1,25,36
120,1,0:01.0,,Offensive rebound by K. Birch,25,36
121,1,0:00.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Birch),25,39
122,1,0:00.0,S. Johnson misses 3-pt jump shot from 58 ft,,25,39
123,1,0:00.0,Offensive rebound by Team,,25,39
124,2,11:45.0,,E. Fournier makes 2-pt jump shot from 23 ft (assist by K. Birch),25,41
125,2,11:26.0,D. Miller misses 3-pt jump shot from 25 ft,,25,41
126,2,11:26.0,,Defensive rebound by M. Carter-Williams,25,41
127,2,11:18.0,,T. Ross misses 3-pt jump shot from 27 ft,25,41
128,2,11:15.0,Defensive rebound by F. Jackson,,25,41
129,2,11:00.0,I. Clark makes 2-pt jump shot from 20 ft (assist by D. Miller),,27,41
130,2,10:43.0,,M. Carter-Williams makes 2-pt jump shot from 12 ft,27,43
131,2,10:28.0,Offensive foul by J. Randle (drawn by K. Birch),,27,43
132,2,10:28.0,Turnover by J. Randle (offensive foul),,27,43
133,2,10:28.0,J. Okafor enters the game for J. Randle,,27,43
134,2,10:15.0,,Turnover by E. Fournier (traveling),27,43
135,2,9:57.0,I. Clark misses 3-pt jump shot from 26 ft,,27,43
136,2,9:54.0,,Defensive rebound by M. Carter-Williams,27,43
137,2,9:44.0,,Turnover by M. Carter-Williams (bad pass),27,43
138,2,9:30.0,S. Johnson misses 2-pt jump shot from 6 ft (block by K. Birch),,27,43
139,2,9:30.0,Offensive rebound by Team,,27,43
140,2,9:23.0,Personal foul by T. Ross (drawn by F. Jackson),,27,43
141,2,9:19.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by D. Miller),,30,43
142,2,9:07.0,,T. Ross misses 3-pt jump shot from 26 ft,30,43
143,2,9:05.0,Defensive rebound by J. Okafor,,30,43
144,2,8:58.0,F. Jackson makes 2-pt layup from 2 ft (assist by I. Clark),,32,43
145,2,8:58.0,,Violation by Team (def goaltending),32,43
146,2,8:48.0,,E. Fournier makes 3-pt jump shot from 26 ft,32,46
147,2,8:48.0,,Shooting foul by F. Jackson (drawn by E. Fournier),32,46
148,2,8:48.0,,E. Fournier makes free throw 1 of 1,32,47
149,2,8:33.0,Personal foul by E. Fournier (drawn by J. Okafor),,32,47
150,2,8:19.0,F. Jackson misses 2-pt jump shot from 20 ft,,32,47
151,2,8:16.0,,Defensive rebound by K. Birch,32,47
152,2,8:15.0,,Turnover by M. Carter-Williams (bad pass),32,47
153,2,8:10.0,D. Miller misses 3-pt jump shot from 29 ft,,32,47
154,2,8:06.0,,Defensive rebound by K. Birch,32,47
155,2,8:02.0,,E. Fournier misses 3-pt jump shot from 27 ft,32,47
156,2,7:59.0,,Offensive rebound by K. Birch,32,47
157,2,7:57.0,,Turnover by K. Birch (bad pass; steal by S. Johnson),32,47
158,2,7:55.0,Personal foul by M. Carter-Williams (drawn by S. Johnson),,32,47
159,2,7:55.0,,D. Augustin enters the game for M. Carter-Williams,32,47
160,2,7:55.0,,J. Isaac enters the game for E. Fournier,32,47
161,2,7:55.0,,W. Iwundu enters the game for A. Gordon,32,47
162,2,7:39.0,D. Miller makes 2-pt layup from 4 ft,,34,47
163,2,7:23.0,,T. Ross misses 2-pt layup from 1 ft,34,47
164,2,7:20.0,,Offensive rebound by K. Birch,34,47
165,2,7:20.0,,K. Birch misses 2-pt layup at rim,34,47
166,2,7:19.0,Defensive rebound by S. Johnson,,34,47
167,2,7:14.0,D. Miller misses 3-pt jump shot from 27 ft,,34,47
168,2,7:11.0,,Defensive rebound by J. Isaac,34,47
169,2,7:04.0,,Shooting foul by I. Clark (drawn by D. Augustin),34,47
170,2,7:04.0,,D. Augustin makes free throw 1 of 2,34,48
171,2,7:04.0,,N. Vučević enters the game for K. Birch,34,48
172,2,7:04.0,,D. Augustin makes free throw 2 of 2,34,49
173,2,6:49.0,Turnover by J. Okafor (3 sec),,34,49
174,2,6:49.0,,Orlando full timeout,34,49
175,2,6:41.0,,Turnover by W. Iwundu (bad pass; steal by S. Johnson),34,49
176,2,6:37.0,S. Johnson makes 2-pt layup from 2 ft,,36,49
177,2,6:26.0,,Turnover by W. Iwundu (bad pass),36,49
178,2,6:24.0,,Loose ball foul by D. Augustin (drawn by I. Clark),36,49
179,2,6:16.0,S. Johnson misses 2-pt jump shot from 4 ft (block by J. Isaac),,36,49
180,2,6:16.0,Offensive rebound by Team,,36,49
181,2,6:04.0,J. Okafor misses 2-pt layup from 6 ft,,36,49
182,2,6:01.0,Offensive rebound by S. Johnson,,36,49
183,2,5:52.0,S. Johnson misses 3-pt jump shot from 23 ft,,36,49
184,2,5:48.0,,Defensive rebound by N. Vučević,36,49
185,2,5:37.0,,W. Iwundu misses 2-pt layup from 1 ft (block by J. Okafor),36,49
186,2,5:33.0,,Offensive rebound by W. Iwundu,36,49
187,2,5:32.0,,W. Iwundu makes 2-pt layup from 1 ft,36,51
188,2,5:18.0,Turnover by S. Johnson (bad pass; steal by W. Iwundu),,36,51
189,2,5:09.0,,J. Isaac misses 2-pt jump shot from 8 ft,36,51
190,2,5:06.0,Defensive rebound by D. Miller,,36,51
191,2,5:04.0,I. Clark makes 3-pt jump shot from 26 ft (assist by D. Miller),,39,51
192,2,4:56.0,,Orlando full timeout,39,51
193,2,4:56.0,K. Williams enters the game for D. Miller,,39,51
194,2,4:56.0,,A. Gordon enters the game for T. Ross,39,51
195,2,4:47.0,,J. Isaac makes 2-pt layup from 3 ft (assist by N. Vučević),39,53
196,2,4:24.0,I. Clark misses 2-pt jump shot from 10 ft,,39,53
197,2,4:22.0,,Defensive rebound by D. Augustin,39,53
198,2,4:08.0,,J. Isaac makes 2-pt layup from 2 ft (assist by D. Augustin),39,55
199,2,3:55.0,F. Jackson misses 2-pt jump shot from 18 ft,,39,55
200,2,3:52.0,,Defensive rebound by N. Vučević,39,55
201,2,3:43.0,,A. Gordon misses 2-pt jump shot from 3 ft,39,55
202,2,3:38.0,,Offensive rebound by J. Isaac,39,55
203,2,3:38.0,,J. Isaac makes 2-pt layup at rim,39,57
204,2,3:27.0,I. Clark misses 3-pt jump shot from 27 ft,,39,57
205,2,3:24.0,,Defensive rebound by J. Isaac,39,57
206,2,3:17.0,,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),39,59
207,2,3:10.0,New Orleans full timeout,,39,59
208,2,3:10.0,C. Diallo enters the game for F. Jackson,,39,59
209,2,3:10.0,E. Payton enters the game for J. Okafor,,39,59
210,2,3:10.0,,E. Fournier enters the game for W. Iwundu,39,59
211,2,2:55.0,K. Williams misses 2-pt layup from 3 ft (block by N. Vučević),,39,59
212,2,2:54.0,Offensive rebound by C. Diallo,,39,59
213,2,2:51.0,C. Diallo makes 2-pt hook shot from 1 ft,,41,59
214,2,2:37.0,,J. Isaac misses 3-pt jump shot from 25 ft,41,59
215,2,2:35.0,,Offensive rebound by D. Augustin,41,59
216,2,2:27.0,,A. Gordon misses 3-pt jump shot from 26 ft,41,59
217,2,2:23.0,Defensive rebound by K. Williams,,41,59
218,2,2:17.0,I. Clark makes 2-pt jump shot from 11 ft,,43,59
219,2,2:03.0,,D. Augustin makes 2-pt layup from 1 ft,43,61
220,2,1:49.0,C. Diallo misses 2-pt jump shot from 23 ft,,43,61
221,2,1:46.0,,Defensive rebound by E. Fournier,43,61
222,2,1:31.0,,N. Vučević makes 2-pt hook shot from 2 ft (assist by A. Gordon),43,63
223,2,1:21.0,C. Diallo misses 2-pt jump shot from 9 ft,,43,63
224,2,1:17.0,,Defensive rebound by N. Vučević,43,63
225,2,1:08.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Fournier),43,66
226,2,0:41.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by E. Payton),,46,66
227,2,0:33.0,,D. Augustin makes 2-pt layup at rim,46,68
228,2,0:22.0,Turnover by K. Williams (lost ball; steal by A. Gordon),,46,68
229,2,0:03.0,,J. Isaac misses 3-pt jump shot from 23 ft,46,68
230,2,0:03.0,,Offensive rebound by A. Gordon,46,68
231,2,0:00.0,,A. Gordon misses 2-pt dunk at rim,46,68
232,2,0:00.0,Defensive rebound by C. Diallo,,46,68
233,3,11:49.0,,A. Gordon misses 3-pt jump shot from 27 ft,46,68
234,3,11:45.0,Defensive rebound by J. Okafor,,46,68
235,3,11:31.0,J. Randle makes 2-pt layup from 4 ft (assist by F. Jackson),,48,68
236,3,11:31.0,Shooting foul by A. Gordon (drawn by J. Randle),,48,68
237,3,11:31.0,J. Randle misses free throw 1 of 1,,48,68
238,3,11:28.0,,Defensive rebound by N. Vučević,48,68
239,3,11:18.0,,N. Vučević makes 2-pt layup from 3 ft (assist by A. Gordon),48,70
240,3,10:59.0,F. Jackson misses 2-pt jump shot from 8 ft,,48,70
241,3,10:56.0,,Defensive rebound by J. Isaac,48,70
242,3,10:44.0,,D. Augustin misses 2-pt layup from 2 ft,48,70
243,3,10:41.0,Defensive rebound by J. Okafor,,48,70
244,3,10:37.0,J. Randle misses 3-pt jump shot from 25 ft,,48,70
245,3,10:35.0,,Defensive rebound by Team,48,70
246,3,10:35.0,Loose ball foul by E. Payton (drawn by N. Vučević),,48,70
247,3,10:27.0,,N. Vučević misses 2-pt layup from 2 ft (block by J. Okafor),48,70
248,3,10:24.0,Defensive rebound by J. Okafor,,48,70
249,3,10:17.0,J. Okafor makes 2-pt layup from 2 ft (assist by F. Jackson),,50,70
250,3,10:01.0,,A. Gordon misses 2-pt hook shot from 9 ft,50,70
251,3,9:58.0,Defensive rebound by J. Okafor,,50,70
252,3,9:45.0,F. Jackson makes 2-pt layup from 2 ft (assist by J. Okafor),,52,70
253,3,9:31.0,,N. Vučević misses 3-pt jump shot from 26 ft,52,70
254,3,9:31.0,Defensive rebound by K. Williams,,52,70
255,3,9:16.0,J. Okafor misses 2-pt layup from 3 ft,,52,70
256,3,9:13.0,,Defensive rebound by E. Fournier,52,70
257,3,9:08.0,,Turnover by E. Fournier (bad pass; steal by J. Okafor),52,70
258,3,8:49.0,Turnover by J. Randle (out of bounds lost ball),,52,70
259,3,8:36.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by D. Augustin),52,73
260,3,8:11.0,J. Okafor makes 2-pt jump shot from 3 ft,,54,73
261,3,7:55.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by J. Isaac),54,76
262,3,7:41.0,F. Jackson makes 3-pt jump shot from 23 ft (assist by J. Okafor),,57,76
263,3,7:25.0,,N. Vučević misses 2-pt layup from 2 ft,57,76
264,3,7:21.0,Defensive rebound by K. Williams,,57,76
265,3,7:11.0,J. Okafor makes 2-pt jump shot from 8 ft,,59,76
266,3,7:10.0,,Orlando full timeout,59,76
267,3,6:57.0,,Turnover by D. Augustin (bad pass; steal by K. Williams),59,76
268,3,6:56.0,F. Jackson misses 3-pt jump shot from 22 ft,,59,76
269,3,6:54.0,,Defensive rebound by D. Augustin,59,76
270,3,6:38.0,,Turnover by N. Vučević (bad pass; steal by K. Williams),59,76
271,3,6:25.0,F. Jackson misses 2-pt layup from 5 ft,,59,76
272,3,6:23.0,Offensive rebound by E. Payton,,59,76
273,3,6:23.0,E. Payton makes 2-pt layup at rim,,61,76
274,3,6:05.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),61,79
275,3,5:51.0,J. Okafor misses 2-pt jump shot from 16 ft (block by N. Vučević),,61,79
276,3,5:51.0,,Defensive rebound by N. Vučević,61,79
277,3,5:42.0,,A. Gordon makes 2-pt layup from 1 ft (assist by J. Isaac),61,81
278,3,5:40.0,New Orleans full timeout,,61,81
279,3,5:40.0,C. Diallo enters the game for J. Okafor,,61,81
280,3,5:40.0,,W. Iwundu enters the game for J. Isaac,61,81
281,3,5:30.0,J. Randle misses 2-pt jump shot from 11 ft,,61,81
282,3,5:26.0,Offensive rebound by K. Williams,,61,81
283,3,5:24.0,K. Williams misses 2-pt jump shot from 10 ft,,61,81
284,3,5:24.0,,Defensive rebound by A. Gordon,61,81
285,3,5:17.0,,A. Gordon makes 2-pt layup from 1 ft,61,83
286,3,5:03.0,E. Payton misses 3-pt jump shot from 26 ft,,61,83
287,3,5:00.0,Offensive rebound by E. Payton,,61,83
288,3,4:51.0,C. Diallo misses 2-pt jump shot from 9 ft,,61,83
289,3,4:49.0,,Defensive rebound by N. Vučević,61,83
290,3,4:39.0,,E. Fournier makes 2-pt jump shot from 22 ft (assist by D. Augustin),61,85
291,3,4:30.0,K. Williams misses 2-pt layup from 2 ft (block by N. Vučević),,61,85
292,3,4:27.0,,Defensive rebound by E. Fournier,61,85
293,3,4:25.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Fournier),61,88
294,3,4:08.0,Turnover by E. Payton (bad pass; steal by E. Fournier),,61,88
295,3,4:03.0,,A. Gordon misses 3-pt jump shot from 24 ft,61,88
296,3,4:00.0,Defensive rebound by J. Randle,,61,88
297,3,3:56.0,New Orleans full timeout,,61,88
298,3,3:56.0,I. Clark enters the game for F. Jackson,,61,88
299,3,3:56.0,D. Miller enters the game for K. Williams,,61,88
300,3,3:56.0,,M. Carter-Williams enters the game for D. Augustin,61,88
301,3,3:56.0,,T. Ross enters the game for E. Fournier,61,88
302,3,3:44.0,C. Diallo misses 2-pt jump shot from 9 ft,,61,88
303,3,3:42.0,,Defensive rebound by T. Ross,61,88
304,3,3:20.0,,A. Gordon misses 2-pt jump shot from 8 ft,61,88
305,3,3:17.0,,Offensive rebound by M. Carter-Williams,61,88
306,3,3:11.0,,T. Ross makes 3-pt jump shot from 29 ft (assist by N. Vučević),61,91
307,3,2:42.0,J. Randle misses 2-pt jump shot from 11 ft,,61,91
308,3,2:41.0,Offensive rebound by Team,,61,91
309,3,2:41.0,D. Bertāns enters the game for E. Payton,,61,91
310,3,2:41.0,,K. Birch enters the game for N. Vučević,61,91
311,3,2:29.0,J. Randle misses 2-pt jump shot from 8 ft (block by A. Gordon),,61,91
312,3,2:25.0,,Defensive rebound by A. Gordon,61,91
313,3,2:13.0,,T. Ross misses 3-pt jump shot from 27 ft,61,91
314,3,2:06.0,Defensive rebound by I. Clark,,61,91
315,3,1:59.0,Shooting foul by K. Birch (drawn by J. Randle),,61,91
316,3,1:59.0,J. Randle makes free throw 1 of 2,,62,91
317,3,1:59.0,J. Randle makes free throw 2 of 2,,63,91
318,3,1:41.0,,T. Ross makes 3-pt jump shot from 26 ft,63,94
319,3,1:16.0,Turnover by J. Randle (lost ball; steal by A. Gordon),,63,94
320,3,1:09.0,,A. Gordon makes 2-pt jump shot from 2 ft,63,96
321,3,0:56.0,Turnover by D. Miller (bad pass; steal by W. Iwundu),,63,96
322,3,0:55.0,,Personal take foul by I. Clark (drawn by W. Iwundu),63,96
323,3,0:55.0,S. Johnson enters the game for J. Randle,,63,96
324,3,0:53.0,,T. Ross misses 3-pt jump shot from 25 ft,63,96
325,3,0:49.0,Defensive rebound by C. Diallo,,63,96
326,3,0:42.0,I. Clark makes 2-pt jump shot from 3 ft,,65,96
327,3,0:31.0,,K. Birch makes 2-pt layup from 2 ft (assist by A. Gordon),65,98
328,3,0:24.0,D. Miller makes 2-pt layup from 5 ft (assist by S. Johnson),,67,98
329,3,0:04.0,,T. Ross misses 3-pt jump shot from 27 ft,67,98
330,3,0:01.0,Defensive rebound by Team,,67,98
331,3,0:00.0,S. Johnson misses 3-pt jump shot from 59 ft,,67,98
332,3,0:00.0,Offensive rebound by Team,,67,98
333,4,11:53.0,D. Miller misses 3-pt jump shot from 26 ft,,67,98
334,4,11:50.0,,Defensive rebound by E. Fournier,67,98
335,4,11:48.0,,Personal foul by D. Miller (drawn by E. Fournier),67,98
336,4,11:41.0,,J. Isaac misses 3-pt jump shot from 25 ft,67,98
337,4,11:38.0,Defensive rebound by C. Diallo,,67,98
338,4,11:27.0,S. Johnson misses 2-pt layup from 4 ft (block by J. Isaac),,67,98
339,4,11:18.0,,Defensive rebound by T. Ross,67,98
340,4,11:17.0,,E. Fournier misses 3-pt jump shot from 26 ft,67,98
341,4,11:14.0,Defensive rebound by C. Diallo,,67,98
342,4,11:07.0,D. Miller misses 3-pt jump shot from 26 ft,,67,98
343,4,11:00.0,Offensive rebound by I. Clark,,67,98
344,4,10:58.0,D. Bertāns misses 3-pt jump shot from 25 ft (block by M. Carter-Williams),,67,98
345,4,10:58.0,,Defensive rebound by T. Ross,67,98
346,4,10:47.0,,J. Isaac makes 2-pt jump shot from 12 ft (assist by E. Fournier),67,100
347,4,10:30.0,I. Clark misses 3-pt jump shot from 29 ft,,67,100
348,4,10:27.0,Offensive rebound by C. Diallo,,67,100
349,4,10:24.0,I. Clark makes 2-pt jump shot from 15 ft (assist by C. Diallo),,69,100
350,4,10:08.0,,Shooting foul by C. Diallo (drawn by K. Birch),69,100
351,4,10:08.0,,K. Birch makes free throw 1 of 2,69,101
352,4,10:08.0,,K. Birch misses free throw 2 of 2,69,101
353,4,10:06.0,Defensive rebound by C. Diallo,,69,101
354,4,9:50.0,D. Bertāns misses 3-pt jump shot from 25 ft,,69,101
355,4,9:48.0,,Defensive rebound by J. Isaac,69,101
356,4,9:41.0,,J. Isaac misses 2-pt jump shot from 15 ft,69,101
357,4,9:38.0,Defensive rebound by C. Diallo,,69,101
358,4,9:30.0,S. Johnson misses 3-pt jump shot from 28 ft,,69,101
359,4,9:27.0,,Defensive rebound by M. Carter-Williams,69,101
360,4,9:19.0,,Personal foul by D. Miller (drawn by J. Isaac),69,101
361,4,9:15.0,,E. Fournier makes 2-pt jump shot from 8 ft (assist by J. Isaac),69,103
362,4,8:58.0,D. Miller misses 3-pt jump shot from 28 ft,,69,103
363,4,8:56.0,,Defensive rebound by J. Isaac,69,103
364,4,8:44.0,,E. Fournier misses 2-pt jump shot from 12 ft,69,103
365,4,8:42.0,,Offensive rebound by E. Fournier,69,103
366,4,8:41.0,,E. Fournier misses 2-pt jump shot from 8 ft,69,103
367,4,8:39.0,Defensive rebound by C. Diallo,,69,103
368,4,8:37.0,I. Clark makes 3-pt jump shot from 26 ft,,72,103
369,4,8:21.0,,E. Fournier makes 2-pt layup from 3 ft (assist by K. Birch),72,105
370,4,7:59.0,C. Diallo makes 2-pt jump shot from 7 ft (assist by I. Clark),,74,105
371,4,7:43.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,74,105
372,4,7:43.0,Defensive rebound by D. Miller,,74,105
373,4,7:34.0,I. Clark misses 2-pt jump shot from 9 ft,,74,105
374,4,7:34.0,,Defensive rebound by M. Carter-Williams,74,105
375,4,7:29.0,,Personal take foul by I. Clark (drawn by M. Carter-Williams),74,105
376,4,7:29.0,J. Okafor enters the game for C. Diallo,,74,105
377,4,7:26.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by J. Isaac),74,108
378,4,7:11.0,D. Bertāns misses 3-pt jump shot from 25 ft,,74,108
379,4,7:08.0,,Defensive rebound by J. Isaac,74,108
380,4,7:03.0,,J. Isaac misses 2-pt jump shot from 19 ft,74,108
