,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
32,1,8:27.0,Defensive rebound by K. Love,,6,5
33,1,8:13.0,C. Osman misses 2-pt layup from 3 ft,,6,5
34,1,8:10.0,Offensive rebound by T. Thompson,,6,5
35,1,8:10.0,T. Thompson misses 2-pt layup at rim,,6,5
36,1,8:09.0,Offensive rebound by C. Osman,,6,5
37,1,8:08.0,Turnover by C. Osman (lost ball; steal by D. Green),,6,5
38,1,8:03.0,,K. Leonard makes 2-pt layup from 1 ft (assist by K. Lowry),6,7
39,1,7:52.0,Turnover by G. Hill (out of bounds lost ball),,6,7
40,1,7:44.0,,P. Siakam makes 2-pt hook shot from 4 ft (assist by K. Lowry),6,9
41,1,7:26.0,Shooting foul by P. Siakam (drawn by K. Love),,6,9
42,1,7:26.0,K. Love makes free throw 1 of 2,,7,9
43,1,7:26.0,K. Korver enters the game for R. Hood,,7,9
44,1,7:26.0,A. Žižić enters the game for T. Thompson,,7,9
45,1,7:26.0,,O. Anunoby enters the game for P. Siakam,7,9
46,1,7:26.0,K. Love misses free throw 2 of 2,,7,9
47,1,7:24.0,,Defensive rebound by J. Valančiūnas,7,9
48,1,7:16.0,,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by K. Lowry),7,11
49,1,6:51.0,C. Osman makes 3-pt jump shot from 25 ft (assist by K. Love),,10,11
50,1,6:35.0,,Turnover by O. Anunoby (traveling),10,11
51,1,6:35.0,,Toronto full timeout,10,11
52,1,6:25.0,Turnover by K. Love (lost ball; steal by O. Anunoby),,10,11
53,1,6:20.0,,O. Anunoby makes 2-pt dunk from 2 ft,10,13
54,1,6:02.0,G. Hill makes 2-pt jump shot from 21 ft (assist by A. Žižić),,12,13
55,1,5:39.0,,Turnover by K. Leonard (bad pass; steal by C. Osman),12,13
56,1,5:33.0,C. Osman makes 2-pt layup at rim,,14,13
57,1,5:19.0,,K. Lowry makes 3-pt jump shot from 28 ft (assist by K. Leonard),14,16
58,1,5:03.0,K. Love makes 2-pt hook shot from 2 ft,,16,16
59,1,5:03.0,Shooting foul by O. Anunoby (drawn by K. Love),,16,16
60,1,5:03.0,,S. Ibaka enters the game for D. Green,16,16
61,1,5:03.0,,F. VanVleet enters the game for J. Valančiūnas,16,16
62,1,5:03.0,K. Love makes free throw 1 of 1,,17,16
63,1,4:54.0,,Personal foul by A. Žižić (drawn by K. Leonard),17,16
64,1,4:54.0,T. Thompson enters the game for A. Žižić,,17,16
65,1,4:44.0,,K. Leonard makes 2-pt jump shot from 4 ft (assist by F. VanVleet),17,18
66,1,4:34.0,C. Osman makes 2-pt layup from 1 ft,,19,18
67,1,4:16.0,,S. Ibaka misses 2-pt jump shot from 13 ft,19,18
68,1,4:13.0,Defensive rebound by K. Love,,19,18
69,1,4:04.0,Turnover by T. Thompson (traveling),,19,18
70,1,3:49.0,,Personal foul by G. Hill (drawn by S. Ibaka),19,18
71,1,3:49.0,R. Hood enters the game for G. Hill,,19,18
72,1,3:49.0,C. Sexton enters the game for C. Osman,,19,18
73,1,3:36.0,,F. VanVleet makes 2-pt layup from 1 ft,19,20
74,1,3:23.0,K. Love misses 3-pt jump shot from 23 ft,,19,20
75,1,3:19.0,Offensive rebound by C. Sexton,,19,20
76,1,3:19.0,Shooting foul by K. Leonard (drawn by C. Sexton),,19,20
77,1,3:19.0,C. Sexton makes free throw 1 of 2,,20,20
78,1,3:19.0,C. Sexton makes free throw 2 of 2,,21,20
79,1,3:07.0,,K. Lowry misses 3-pt jump shot from 28 ft,21,20
80,1,3:03.0,Defensive rebound by T. Thompson,,21,20
81,1,2:58.0,R. Hood misses 2-pt jump shot from 11 ft,,21,20
82,1,2:55.0,Offensive rebound by T. Thompson,,21,20
83,1,2:51.0,C. Sexton misses 3-pt jump shot from 25 ft,,21,20
84,1,2:48.0,,Defensive rebound by S. Ibaka,21,20
85,1,2:42.0,,F. VanVleet misses 3-pt jump shot from 28 ft,21,20
86,1,2:40.0,,Offensive rebound by Team,21,20
87,1,2:40.0,Loose ball foul by C. Sexton (drawn by O. Anunoby),,21,20
88,1,2:40.0,Cleveland full timeout,,21,20
89,1,2:40.0,J. Clarkson enters the game for K. Korver,,21,20
90,1,2:40.0,S. Dekker enters the game for K. Love,,21,20
91,1,2:40.0,,N. Powell enters the game for K. Lowry,21,20
92,1,2:26.0,,K. Leonard misses 3-pt jump shot from 24 ft,21,20
93,1,2:25.0,Defensive rebound by Team,,21,20
94,1,2:12.0,T. Thompson misses 2-pt hook shot from 4 ft (block by S. Ibaka),,21,20
95,1,2:12.0,Offensive rebound by Team,,21,20
96,1,2:00.0,R. Hood makes 2-pt jump shot from 16 ft,,23,20
97,1,1:37.0,,F. VanVleet makes 2-pt layup from 1 ft,23,22
98,1,1:18.0,J. Clarkson misses 2-pt jump shot from 15 ft,,23,22
99,1,1:14.0,,Defensive rebound by K. Leonard,23,22
100,1,1:08.0,,K. Leonard makes 2-pt jump shot from 16 ft,23,24
101,1,1:03.0,Turnover by C. Sexton (out of bounds lost ball),,23,24
102,1,1:03.0,,C. Miles enters the game for K. Leonard,23,24
103,1,1:01.0,,Personal foul by R. Hood (drawn by C. Miles),23,24
104,1,1:01.0,,C. Miles misses free throw 1 of 2,23,24
105,1,1:01.0,,Offensive rebound by Team,23,24
106,1,1:01.0,C. Osman enters the game for R. Hood,,23,24
107,1,1:01.0,,C. Miles misses free throw 2 of 2,23,24
108,1,0:58.0,Defensive rebound by C. Osman,,23,24
109,1,0:51.0,Personal foul by N. Powell (drawn by C. Sexton),,23,24
110,1,0:51.0,C. Sexton makes free throw 1 of 2,,24,24
111,1,0:51.0,,D. Green enters the game for O. Anunoby,24,24
112,1,0:51.0,C. Sexton makes free throw 2 of 2,,25,24
113,1,0:31.0,,N. Powell makes 2-pt dunk from 1 ft (assist by F. VanVleet),25,26
114,1,0:11.0,C. Sexton misses 2-pt jump shot from 14 ft,,25,26
115,1,0:09.0,,Defensive rebound by D. Green,25,26
116,1,0:04.0,,D. Green makes 2-pt layup from 1 ft (assist by F. VanVleet),25,28
117,1,0:00.0,C. Osman misses 2-pt layup from 10 ft,,25,28
118,1,0:00.0,,Defensive rebound by C. Miles,25,28
119,2,11:35.0,,F. VanVleet misses 3-pt jump shot from 30 ft,25,28
120,2,11:32.0,,Offensive rebound by D. Green,25,28
121,2,11:26.0,,S. Ibaka misses 2-pt dunk from 1 ft,25,28
122,2,11:25.0,Defensive rebound by T. Thompson,,25,28
123,2,11:24.0,Shooting foul by C. Miles (drawn by S. Dekker),,25,28
124,2,11:24.0,S. Dekker makes free throw 1 of 2,,26,28
125,2,11:24.0,S. Dekker misses free throw 2 of 2,,26,28
126,2,11:22.0,,Defensive rebound by S. Ibaka,26,28
127,2,11:13.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by F. VanVleet),26,31
128,2,10:54.0,J. Clarkson misses 2-pt jump shot from 19 ft,,26,31
129,2,10:53.0,Offensive rebound by Team,,26,31
130,2,10:53.0,,Loose ball foul by C. Miles (drawn by T. Thompson),26,31
131,2,10:46.0,J. Clarkson makes 2-pt jump shot from 9 ft,,28,31
132,2,10:31.0,,C. Miles misses 3-pt jump shot from 25 ft,28,31
133,2,10:30.0,Defensive rebound by Team,,28,31
134,2,10:30.0,,Loose ball foul by S. Ibaka (drawn by C. Sexton),28,31
135,2,10:23.0,C. Sexton misses 2-pt layup from 3 ft,,28,31
136,2,10:23.0,,Defensive rebound by Team,28,31
137,2,10:05.0,,S. Ibaka misses 2-pt hook shot from 10 ft,28,31
138,2,10:05.0,,Offensive rebound by Team,28,31
139,2,9:59.0,,Personal foul by C. Sexton (drawn by F. VanVleet),28,31
140,2,9:49.0,,N. Powell makes 3-pt jump shot from 24 ft,28,34
141,2,9:29.0,Personal foul by N. Powell (drawn by J. Clarkson),,28,34
142,2,9:29.0,G. Hill enters the game for S. Dekker,,28,34
143,2,9:29.0,K. Love enters the game for C. Sexton,,28,34
144,2,9:29.0,,P. Siakam enters the game for C. Miles,28,34
145,2,9:24.0,K. Love misses 2-pt jump shot from 13 ft,,28,34
146,2,9:21.0,,Defensive rebound by D. Green,28,34
147,2,9:16.0,,D. Green misses 3-pt jump shot from 26 ft,28,34
148,2,9:13.0,,Offensive rebound by S. Ibaka,28,34
149,2,9:01.0,,F. VanVleet misses 2-pt layup from 3 ft,28,34
150,2,8:56.0,Defensive rebound by J. Clarkson,,28,34
151,2,8:53.0,J. Clarkson makes 2-pt layup from 1 ft,,30,34
152,2,8:43.0,,Personal foul by J. Clarkson (drawn by F. VanVleet),30,34
153,2,8:43.0,,K. Lowry enters the game for N. Powell,30,34
154,2,8:32.0,,F. VanVleet misses 2-pt layup from 2 ft,30,34
155,2,8:32.0,Defensive rebound by T. Thompson,,30,34
156,2,8:31.0,Personal foul by F. VanVleet (drawn by T. Thompson),,30,34
157,2,8:31.0,T. Thompson misses free throw 1 of 2,,30,34
158,2,8:31.0,Offensive rebound by Team,,30,34
159,2,8:31.0,T. Thompson makes free throw 2 of 2,,31,34
160,2,8:06.0,,D. Green misses 2-pt jump shot from 8 ft,31,34
161,2,8:03.0,Defensive rebound by T. Thompson,,31,34
162,2,7:56.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by G. Hill),,34,34
163,2,7:48.0,,Personal foul by G. Hill (drawn by S. Ibaka),34,34
164,2,7:32.0,,P. Siakam makes 2-pt layup from 3 ft,34,36
165,2,7:32.0,,K. Leonard enters the game for S. Ibaka,34,36
166,2,7:32.0,,J. Valančiūnas enters the game for F. VanVleet,34,36
167,2,7:12.0,Personal foul by D. Green (drawn by K. Love),,34,36
168,2,7:12.0,K. Love makes free throw 1 of 2,,35,36
169,2,7:12.0,K. Love makes free throw 2 of 2,,36,36
170,2,7:05.0,,Personal foul by C. Osman (drawn by K. Leonard),36,36
171,2,6:57.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by K. Leonard),36,39
172,2,6:48.0,C. Osman misses 2-pt jump shot from 16 ft,,36,39
173,2,6:44.0,,Defensive rebound by J. Valančiūnas,36,39
174,2,6:40.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Lowry),36,42
175,2,6:39.0,Cleveland full timeout,,36,42
176,2,6:25.0,G. Hill makes 3-pt jump shot from 25 ft (assist by C. Osman),,39,42
177,2,6:09.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by J. Valančiūnas),39,44
178,2,5:46.0,K. Love misses 2-pt layup from 2 ft,,39,44
179,2,5:43.0,Offensive rebound by K. Love,,39,44
180,2,5:43.0,K. Love misses 2-pt layup at rim,,39,44
181,2,5:43.0,,Defensive rebound by K. Leonard,39,44
182,2,5:38.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),39,46
183,2,5:17.0,T. Thompson makes 2-pt hook shot from 8 ft (assist by G. Hill),,41,46
184,2,4:55.0,,K. Leonard misses 2-pt jump shot from 14 ft,41,46
185,2,4:52.0,Defensive rebound by J. Clarkson,,41,46
186,2,4:46.0,J. Clarkson misses 3-pt jump shot from 25 ft,,41,46
187,2,4:43.0,Offensive rebound by C. Osman,,41,46
188,2,4:43.0,S. Dekker enters the game for J. Clarkson,,41,46
189,2,4:43.0,R. Hood enters the game for K. Love,,41,46
190,2,4:34.0,G. Hill misses 2-pt jump shot from 13 ft,,41,46
191,2,4:30.0,,Defensive rebound by K. Lowry,41,46
192,2,4:19.0,,J. Valančiūnas misses 3-pt jump shot from 27 ft,41,46
193,2,4:13.0,,Offensive rebound by K. Leonard,41,46
194,2,4:13.0,,K. Leonard makes 2-pt layup from 1 ft,41,48
195,2,4:05.0,Turnover by S. Dekker (traveling),,41,48
196,2,4:05.0,,O. Anunoby enters the game for D. Green,41,48
197,2,4:05.0,,F. VanVleet enters the game for P. Siakam,41,48
198,2,3:54.0,,Shooting foul by T. Thompson (drawn by K. Leonard),41,48
199,2,3:54.0,,K. Leonard makes free throw 1 of 2,41,49
200,2,3:54.0,C. Sexton enters the game for C. Osman,,41,49
201,2,3:54.0,,K. Leonard makes free throw 2 of 2,41,50
202,2,3:47.0,Turnover by T. Thompson (out of bounds lost ball),,41,50
203,2,3:29.0,,O. Anunoby makes 2-pt dunk at rim (assist by J. Valančiūnas),41,52
204,2,3:15.0,R. Hood misses 2-pt jump shot from 11 ft,,41,52
205,2,3:12.0,Offensive rebound by T. Thompson,,41,52
206,2,3:00.0,R. Hood misses 2-pt jump shot from 14 ft,,41,52
207,2,2:56.0,,Defensive rebound by J. Valančiūnas,41,52
208,2,2:42.0,,K. Leonard makes 2-pt jump shot from 16 ft,41,54
209,2,2:21.0,Personal foul by F. VanVleet (drawn by G. Hill),,41,54
210,2,2:21.0,,Toronto full timeout,41,54
211,2,2:21.0,K. Love enters the game for T. Thompson,,41,54
212,2,2:21.0,,S. Ibaka enters the game for J. Valančiūnas,41,54
213,2,2:21.0,G. Hill makes free throw 1 of 2,,42,54
214,2,2:21.0,G. Hill misses free throw 2 of 2,,42,54
215,2,2:20.0,Offensive rebound by Team,,42,54
216,2,2:20.0,,Loose ball foul by K. Leonard (drawn by R. Hood),42,54
217,2,2:20.0,R. Hood makes free throw 1 of 2,,43,54
218,2,2:20.0,R. Hood makes free throw 2 of 2,,44,54
219,2,2:06.0,,F. VanVleet misses 3-pt jump shot from 28 ft,44,54
220,2,2:04.0,,Offensive rebound by S. Ibaka,44,54
221,2,2:02.0,,S. Ibaka misses 2-pt hook shot from 8 ft,44,54
222,2,2:02.0,Defensive rebound by Team,,44,54
223,2,2:02.0,,Loose ball foul by S. Ibaka (drawn by K. Love),44,54
224,2,2:02.0,K. Love makes free throw 1 of 2,,45,54
225,2,2:02.0,K. Love misses free throw 2 of 2,,45,54
226,2,2:00.0,,Defensive rebound by K. Leonard,45,54
227,2,1:50.0,,K. Leonard misses 2-pt layup from 2 ft,45,54
228,2,1:47.0,Defensive rebound by C. Sexton,,45,54
229,2,1:46.0,Offensive foul by C. Sexton (drawn by K. Lowry),,45,54
230,2,1:46.0,Turnover by C. Sexton (offensive foul),,45,54
231,2,1:46.0,C. Osman enters the game for C. Sexton,,45,54
232,2,1:46.0,,D. Green enters the game for F. VanVleet,45,54
233,2,1:32.0,,Turnover by S. Ibaka (bad pass; steal by S. Dekker),45,54
234,2,1:28.0,S. Dekker makes 2-pt dunk at rim,,47,54
235,2,1:18.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Ibaka),47,57
236,2,0:59.0,S. Dekker misses 3-pt jump shot from 25 ft,,47,57
237,2,0:58.0,,Defensive rebound by K. Leonard,47,57
238,2,0:58.0,,Personal foul by S. Dekker (drawn by S. Ibaka),47,57
239,2,0:58.0,,S. Ibaka makes free throw 1 of 2,47,58
240,2,0:58.0,J. Clarkson enters the game for G. Hill,,47,58
241,2,0:58.0,D. Nwaba enters the game for R. Hood,,47,58
242,2,0:58.0,,S. Ibaka misses free throw 2 of 2,47,58
243,2,0:56.0,Defensive rebound by S. Dekker,,47,58
244,2,0:41.0,K. Love misses 2-pt layup from 2 ft,,47,58
245,2,0:38.0,,Defensive rebound by K. Leonard,47,58
246,2,0:35.0,,Turnover by K. Leonard (bad pass),47,58
247,2,0:15.0,J. Clarkson misses 3-pt jump shot from 26 ft,,47,58
248,2,0:12.0,,Defensive rebound by D. Green,47,58
249,2,0:00.0,,K. Lowry makes 2-pt layup from 2 ft,47,60
250,3,11:47.0,,D. Green makes 3-pt jump shot from 27 ft (assist by P. Siakam),47,63
251,3,11:30.0,G. Hill makes 3-pt jump shot from 27 ft (assist by C. Osman),,50,63
252,3,11:21.0,,K. Leonard misses 3-pt jump shot from 25 ft,50,63
253,3,11:19.0,Defensive rebound by K. Love,,50,63
254,3,11:13.0,G. Hill misses 2-pt jump shot from 17 ft,,50,63
255,3,11:10.0,Offensive rebound by C. Osman,,50,63
256,3,11:07.0,C. Osman makes 3-pt jump shot from 23 ft (assist by G. Hill),,53,63
257,3,10:47.0,,K. Leonard makes 2-pt dunk at rim,53,65
258,3,10:32.0,Personal foul by D. Green (drawn by R. Hood),,53,65
259,3,10:21.0,R. Hood misses 3-pt jump shot from 27 ft,,53,65
260,3,10:16.0,,Defensive rebound by J. Valančiūnas,53,65
261,3,10:09.0,,K. Lowry makes 3-pt jump shot from 26 ft,53,68
262,3,10:07.0,Cleveland full timeout,,53,68
263,3,9:56.0,Turnover by C. Osman (traveling),,53,68
264,3,9:44.0,,Turnover by K. Lowry (bad pass),53,68
265,3,9:33.0,G. Hill misses 3-pt jump shot from 26 ft,,53,68
266,3,9:27.0,Offensive rebound by T. Thompson,,53,68
267,3,9:27.0,T. Thompson misses 2-pt layup from 1 ft,,53,68
268,3,9:26.0,,Defensive rebound by P. Siakam,53,68
269,3,9:20.0,,K. Leonard makes 2-pt jump shot from 14 ft,53,70
270,3,8:59.0,R. Hood misses 2-pt layup from 4 ft (block by D. Green),,53,70
271,3,8:59.0,Offensive rebound by Team,,53,70
272,3,8:54.0,R. Hood misses 2-pt jump shot from 16 ft,,53,70
273,3,8:50.0,Offensive rebound by T. Thompson,,53,70
274,3,8:48.0,Turnover by T. Thompson (lost ball; steal by D. Green),,53,70
275,3,8:33.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),53,73
276,3,8:16.0,C. Osman makes 2-pt jump shot from 15 ft,,55,73
277,3,8:09.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),55,75
278,3,7:55.0,K. Love makes 3-pt jump shot from 26 ft (assist by G. Hill),,58,75
279,3,7:46.0,,P. Siakam misses 2-pt layup from 2 ft,58,75
280,3,7:44.0,Defensive rebound by C. Osman,,58,75
281,3,7:42.0,Shooting foul by J. Valančiūnas (drawn by C. Osman),,58,75
282,3,7:42.0,C. Osman makes free throw 1 of 2,,59,75
283,3,7:42.0,A. Žižić enters the game for T. Thompson,,59,75
284,3,7:42.0,C. Osman misses free throw 2 of 2,,59,75
285,3,7:40.0,,Defensive rebound by J. Valančiūnas,59,75
286,3,7:17.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft,59,77
287,3,6:59.0,A. Žižić makes 2-pt jump shot from 9 ft (assist by G. Hill),,61,77
288,3,6:50.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,61,77
289,3,6:46.0,Defensive rebound by C. Osman,,61,77
290,3,6:41.0,G. Hill makes 2-pt layup from 2 ft (assist by C. Osman),,63,77
291,3,6:19.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),63,79
292,3,5:58.0,G. Hill misses 2-pt layup from 2 ft,,63,79
293,3,5:56.0,,Defensive rebound by P. Siakam,63,79
294,3,5:50.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by P. Siakam),63,82
295,3,5:49.0,Cleveland full timeout,,63,82
296,3,5:49.0,K. Korver enters the game for C. Osman,,63,82
297,3,5:31.0,K. Love misses 2-pt hook shot from 5 ft,,63,82
298,3,5:28.0,,Defensive rebound by J. Valančiūnas,63,82
299,3,5:14.0,,P. Siakam misses 2-pt layup from 3 ft,63,82
300,3,5:11.0,,Offensive rebound by J. Valančiūnas,63,82
301,3,5:11.0,,J. Valančiūnas misses 2-pt layup at rim,63,82
302,3,5:10.0,Defensive rebound by R. Hood,,63,82
303,3,5:07.0,R. Hood makes 2-pt layup from 2 ft,,65,82
304,3,4:55.0,,Personal foul by A. Žižić (drawn by J. Valančiūnas),65,82
305,3,4:55.0,,O. Anunoby enters the game for P. Siakam,65,82
306,3,4:55.0,,S. Ibaka enters the game for J. Valančiūnas,65,82
307,3,4:49.0,,K. Leonard makes 2-pt jump shot from 16 ft,65,84
308,3,4:33.0,R. Hood makes 2-pt layup from 6 ft (assist by A. Žižić),,67,84
309,3,4:25.0,,K. Lowry makes 3-pt jump shot from 26 ft,67,87
310,3,4:07.0,A. Žižić makes 2-pt layup from 2 ft (assist by G. Hill),,69,87
311,3,4:00.0,,Personal foul by K. Korver (drawn by K. Lowry),69,87
312,3,4:00.0,C. Sexton enters the game for G. Hill,,69,87
313,3,3:53.0,,K. Leonard misses 2-pt jump shot from 14 ft,69,87
314,3,3:49.0,Defensive rebound by C. Sexton,,69,87
315,3,3:33.0,K. Love makes 2-pt hook shot from 4 ft,,71,87
316,3,3:29.0,,Personal foul by R. Hood (drawn by K. Leonard),71,87
317,3,3:29.0,,F. VanVleet enters the game for D. Green,71,87
318,3,3:19.0,,K. Leonard misses 2-pt jump shot from 9 ft,71,87
319,3,3:19.0,Defensive rebound by Team,,71,87
320,3,3:19.0,,Loose ball foul by S. Ibaka (drawn by R. Hood),71,87
321,3,3:03.0,K. Korver makes 3-pt jump shot from 23 ft (assist by K. Love),,74,87
322,3,2:53.0,,O. Anunoby misses 3-pt jump shot from 23 ft,74,87
323,3,2:50.0,Defensive rebound by A. Žižić,,74,87
324,3,2:36.0,Turnover by K. Love (bad pass),,74,87
325,3,2:21.0,,F. VanVleet misses 2-pt jump shot from 21 ft,74,87
326,3,2:18.0,Defensive rebound by K. Love,,74,87
327,3,2:18.0,Turnover by K. Love (lost ball),,74,87
328,3,2:18.0,Loose ball foul by K. Love (drawn by O. Anunoby),,74,87
329,3,2:18.0,J. Clarkson enters the game for R. Hood,,74,87
330,3,2:18.0,S. Dekker enters the game for K. Love,,74,87
331,3,2:18.0,,C. Miles enters the game for K. Leonard,74,87
332,3,2:18.0,,N. Powell enters the game for K. Lowry,74,87
333,3,2:12.0,,F. VanVleet misses 2-pt jump shot from 14 ft,74,87
334,3,2:09.0,,Offensive rebound by S. Ibaka,74,87
335,3,2:08.0,,S. Ibaka misses 2-pt hook shot from 3 ft,74,87
336,3,2:08.0,Defensive rebound by A. Žižić,,74,87
337,3,2:00.0,Turnover by C. Sexton (lost ball; steal by S. Ibaka),,74,87
338,3,2:00.0,,Personal foul by C. Sexton (drawn by S. Ibaka),74,87
339,3,2:00.0,,S. Ibaka makes free throw 1 of 2,74,88
340,3,2:00.0,,S. Ibaka misses free throw 2 of 2,74,88
341,3,1:57.0,Defensive rebound by S. Dekker,,74,88
342,3,1:49.0,Turnover by C. Sexton (bad pass; steal by S. Ibaka),,74,88
343,3,1:43.0,,Turnover by S. Ibaka (step out of bounds),74,88
344,3,1:25.0,C. Sexton misses 2-pt layup from 2 ft (block by S. Ibaka),,74,88
345,3,1:23.0,,Defensive rebound by F. VanVleet,74,88
346,3,1:17.0,,F. VanVleet makes 2-pt layup from 2 ft,74,90
347,3,1:08.0,Personal foul by N. Powell (drawn by J. Clarkson),,74,90
348,3,1:04.0,J. Clarkson misses 2-pt jump shot from 13 ft,,74,90
349,3,1:02.0,,Defensive rebound by Team,74,90
350,3,0:48.0,,S. Ibaka misses 3-pt jump shot from 26 ft,74,90
351,3,0:46.0,Defensive rebound by S. Dekker,,74,90
352,3,0:31.0,Shooting foul by C. Miles (drawn by S. Dekker),,74,90
353,3,0:31.0,S. Dekker misses free throw 1 of 2,,74,90
354,3,0:31.0,Offensive rebound by Team,,74,90
355,3,0:31.0,S. Dekker makes free throw 2 of 2,,75,90
356,3,0:18.0,,Turnover by F. VanVleet (bad pass),75,90
357,3,0:01.0,J. Clarkson misses 2-pt layup from 4 ft,,75,90
358,3,0:01.0,Offensive rebound by Team,,75,90
359,4,11:46.0,K. Korver misses 3-pt jump shot from 27 ft,,75,90
360,4,11:43.0,Offensive rebound by S. Dekker,,75,90
361,4,11:30.0,J. Clarkson makes 2-pt layup from 2 ft,,77,90
362,4,11:10.0,,S. Ibaka misses 3-pt jump shot from 25 ft,77,90
363,4,11:07.0,Defensive rebound by J. Clarkson,,77,90
364,4,11:02.0,J. Clarkson makes 2-pt jump shot from 18 ft,,79,90
365,4,10:51.0,,C. Miles misses 3-pt jump shot from 26 ft,79,90
366,4,10:47.0,Defensive rebound by A. Žižić,,79,90
367,4,10:39.0,J. Clarkson makes 2-pt jump shot from 9 ft,,81,90
368,4,10:38.0,,Toronto full timeout,81,90
369,4,10:15.0,,F. VanVleet makes 3-pt jump shot from 24 ft,81,93
370,4,10:03.0,Personal foul by F. VanVleet (drawn by C. Sexton),,81,93
371,4,10:03.0,,K. Leonard enters the game for O. Anunoby,81,93
372,4,10:00.0,Personal foul by N. Powell (drawn by A. Žižić),,81,93
373,4,9:54.0,J. Clarkson misses 2-pt jump shot from 18 ft,,81,93
374,4,9:51.0,,Defensive rebound by F. VanVleet,81,93
375,4,9:48.0,,F. VanVleet makes 2-pt layup from 5 ft,81,95
376,4,9:48.0,,Shooting foul by J. Clarkson (drawn by F. VanVleet),81,95
377,4,9:48.0,,F. VanVleet misses free throw 1 of 1,81,95
378,4,9:48.0,Defensive rebound by S. Dekker,,81,95
379,4,9:30.0,J. Clarkson makes 2-pt jump shot from 14 ft,,83,95
380,4,9:16.0,,F. VanVleet makes 2-pt layup from 3 ft,83,97
381,4,8:59.0,C. Sexton makes 2-pt hook shot from 5 ft,,85,97
382,4,8:42.0,,N. Powell misses 3-pt jump shot from 27 ft,85,97
383,4,8:41.0,Defensive rebound by S. Dekker,,85,97
384,4,8:34.0,C. Sexton makes 2-pt jump shot from 16 ft,,87,97
385,4,8:34.0,Shooting foul by F. VanVleet (drawn by C. Sexton),,87,97
386,4,8:34.0,K. Love enters the game for S. Dekker,,87,97
387,4,8:34.0,C. Osman enters the game for K. Korver,,87,97
