,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
54,1,6:12.0,E. Fournier misses free throw 1 of 2,,16,17
55,1,6:12.0,Offensive rebound by Team,,16,17
56,1,6:12.0,J. Simmons enters the game for A. Gordon,,16,17
57,1,6:12.0,E. Fournier misses free throw 2 of 2,,16,17
58,1,6:10.0,,Defensive rebound by J. Allen,16,17
59,1,6:02.0,,Offensive foul by R. Kurucs (drawn by D. Augustin),16,17
60,1,6:02.0,,Turnover by R. Kurucs (offensive foul),16,17
61,1,6:02.0,,D. Carroll enters the game for R. Kurucs,16,17
62,1,6:02.0,,S. Dinwiddie enters the game for D. Russell,16,17
63,1,5:49.0,E. Fournier misses 2-pt jump shot from 18 ft,,16,17
64,1,5:47.0,,Defensive rebound by J. Allen,16,17
65,1,5:37.0,,T. Graham makes 2-pt jump shot from 13 ft (assist by S. Dinwiddie),16,19
66,1,5:22.0,J. Isaac misses 3-pt jump shot from 23 ft,,16,19
67,1,5:19.0,,Defensive rebound by J. Allen,16,19
68,1,5:06.0,,J. Allen misses 2-pt layup from 1 ft (block by J. Isaac),16,19
69,1,5:01.0,,Offensive rebound by T. Graham,16,19
70,1,4:57.0,,Turnover by Team (shot clock),16,19
71,1,4:57.0,I. Briscoe enters the game for D. Augustin,,16,19
72,1,4:44.0,J. Isaac misses 3-pt jump shot from 23 ft,,16,19
73,1,4:41.0,,Defensive rebound by T. Graham,16,19
74,1,4:18.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,16,19
75,1,4:16.0,,Offensive rebound by J. Allen,16,19
76,1,4:12.0,,J. Harris misses 2-pt layup from 1 ft (block by N. Vučević),16,19
77,1,4:09.0,Defensive rebound by N. Vučević,,16,19
78,1,4:04.0,Turnover by J. Simmons (bad pass; steal by S. Dinwiddie),,16,19
79,1,4:00.0,,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),16,21
80,1,4:00.0,Orlando full timeout,,16,21
81,1,4:00.0,J. Grant enters the game for I. Briscoe,,16,21
82,1,4:00.0,T. Ross enters the game for E. Fournier,,16,21
83,1,4:00.0,,E. Davis enters the game for J. Allen,16,21
84,1,4:00.0,,R. Hollis-Jefferson enters the game for T. Graham,16,21
85,1,3:40.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by J. Grant),,18,21
86,1,3:21.0,,D. Carroll misses 2-pt jump shot from 12 ft,18,21
87,1,3:19.0,Defensive rebound by N. Vučević,,18,21
88,1,3:11.0,J. Isaac makes 2-pt layup from 6 ft (assist by N. Vučević),,20,21
89,1,2:56.0,,E. Davis misses 2-pt dunk from 2 ft (block by J. Isaac),20,21
90,1,2:54.0,Defensive rebound by J. Simmons,,20,21
91,1,2:49.0,Shooting foul by J. Harris (drawn by J. Simmons),,20,21
92,1,2:49.0,J. Simmons misses free throw 1 of 2,,20,21
93,1,2:49.0,Offensive rebound by Team,,20,21
94,1,2:49.0,M. Bamba enters the game for N. Vučević,,20,21
95,1,2:49.0,,D. Russell enters the game for J. Harris,20,21
96,1,2:49.0,J. Simmons makes free throw 2 of 2,,21,21
97,1,2:31.0,,D. Russell misses 2-pt layup from 2 ft,21,21
98,1,2:29.0,Defensive rebound by J. Isaac,,21,21
99,1,2:19.0,J. Grant misses 3-pt jump shot from 25 ft,,21,21
100,1,2:15.0,,Defensive rebound by E. Davis,21,21
101,1,2:08.0,,D. Russell makes 2-pt jump shot from 13 ft,21,23
102,1,1:56.0,T. Ross misses 3-pt jump shot from 25 ft,,21,23
103,1,1:53.0,,Defensive rebound by E. Davis,21,23
104,1,1:46.0,,D. Carroll misses 3-pt jump shot from 25 ft,21,23
105,1,1:44.0,Defensive rebound by J. Grant,,21,23
106,1,1:38.0,J. Simmons makes 2-pt layup from 2 ft,,23,23
107,1,1:24.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Russell),23,25
108,1,1:05.0,T. Ross makes 2-pt jump shot from 10 ft,,25,25
109,1,0:57.0,,Personal foul by J. Grant (drawn by D. Russell),25,25
110,1,0:57.0,A. Gordon enters the game for J. Isaac,,25,25
111,1,0:49.0,,Shooting foul by T. Ross (drawn by D. Carroll),25,25
112,1,0:49.0,,D. Carroll makes free throw 1 of 2,25,26
113,1,0:49.0,,D. Carroll misses free throw 2 of 2,25,26
114,1,0:47.0,Defensive rebound by A. Gordon,,25,26
115,1,0:30.0,J. Grant misses 2-pt jump shot from 19 ft,,25,26
116,1,0:25.0,,Defensive rebound by R. Hollis-Jefferson,25,26
117,1,0:08.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,25,26
118,1,0:03.0,Defensive rebound by A. Gordon,,25,26
119,2,11:40.0,A. Gordon misses 2-pt jump shot from 14 ft,,25,26
120,2,11:34.0,,Defensive rebound by D. Russell,25,26
121,2,11:28.0,,R. Kurucs makes 2-pt layup from 1 ft,25,28
122,2,11:11.0,T. Ross misses 3-pt jump shot from 24 ft,,25,28
123,2,11:11.0,,Defensive rebound by D. Carroll,25,28
124,2,11:02.0,,D. Carroll makes 3-pt jump shot from 24 ft,25,31
125,2,10:41.0,Shooting foul by S. Napier (drawn by J. Grant),,25,31
126,2,10:41.0,J. Grant misses free throw 1 of 2,,25,31
127,2,10:41.0,Offensive rebound by Team,,25,31
128,2,10:41.0,J. Grant makes free throw 2 of 2,,26,31
129,2,10:33.0,,D. Russell makes 3-pt jump shot from 27 ft,26,34
130,2,10:16.0,M. Bamba misses 3-pt jump shot from 23 ft,,26,34
131,2,10:13.0,,Defensive rebound by D. Russell,26,34
132,2,10:08.0,,Offensive foul by E. Davis (drawn by J. Grant),26,34
133,2,10:08.0,,Turnover by E. Davis (offensive foul),26,34
134,2,9:49.0,T. Ross makes 2-pt jump shot from 18 ft (assist by A. Gordon),,28,34
135,2,9:46.0,,D. Russell misses 3-pt jump shot from 25 ft,28,34
136,2,9:35.0,Defensive rebound by M. Bamba,,28,34
137,2,9:31.0,T. Ross misses 3-pt jump shot from 23 ft,,28,34
138,2,9:28.0,,Defensive rebound by R. Kurucs,28,34
139,2,9:23.0,,R. Kurucs makes 2-pt layup from 1 ft,28,36
140,2,9:09.0,Personal foul by R. Kurucs (drawn by A. Gordon),,28,36
141,2,9:09.0,,S. Dinwiddie enters the game for D. Carroll,28,36
142,2,8:57.0,A. Gordon makes 2-pt layup from 3 ft,,30,36
143,2,8:47.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by D. Russell),30,38
144,2,8:28.0,M. Bamba misses 2-pt layup from 1 ft (block by E. Davis),,30,38
145,2,8:25.0,,Defensive rebound by E. Davis,30,38
146,2,8:23.0,,Offensive foul by E. Davis (drawn by T. Ross),30,38
147,2,8:23.0,,Turnover by E. Davis (offensive foul),30,38
148,2,8:23.0,,T. Graham enters the game for R. Kurucs,30,38
149,2,8:09.0,T. Ross misses 3-pt jump shot from 26 ft,,30,38
150,2,8:05.0,Offensive rebound by A. Gordon,,30,38
151,2,7:54.0,M. Bamba makes 2-pt dunk from 1 ft (assist by J. Grant),,32,38
152,2,7:35.0,,S. Dinwiddie makes 2-pt jump shot from 2 ft,32,40
153,2,7:35.0,J. Simmons enters the game for E. Fournier,,32,40
154,2,7:15.0,A. Gordon misses 2-pt jump shot from 21 ft,,32,40
155,2,7:12.0,,Defensive rebound by D. Russell,32,40
156,2,7:07.0,,S. Dinwiddie makes 2-pt dunk from 1 ft,32,42
157,2,6:57.0,Orlando full timeout,,32,42
158,2,6:57.0,D. Augustin enters the game for M. Bamba,,32,42
159,2,6:57.0,J. Isaac enters the game for A. Gordon,,32,42
160,2,6:57.0,N. Vučević enters the game for J. Grant,,32,42
161,2,6:46.0,Turnover by T. Ross (bad pass; steal by E. Davis),,32,42
162,2,6:33.0,,D. Russell misses 3-pt jump shot from 25 ft,32,42
163,2,6:28.0,Defensive rebound by N. Vučević,,32,42
164,2,6:18.0,J. Simmons makes 2-pt layup from 1 ft (assist by D. Augustin),,34,42
165,2,6:04.0,,S. Napier makes 2-pt jump shot from 20 ft,34,44
166,2,5:45.0,N. Vučević misses 2-pt jump shot from 12 ft,,34,44
167,2,5:42.0,,Defensive rebound by S. Napier,34,44
168,2,5:35.0,,T. Graham misses 3-pt jump shot from 25 ft,34,44
169,2,5:33.0,,Offensive rebound by E. Davis,34,44
170,2,5:24.0,,T. Graham misses 2-pt layup from 2 ft (block by N. Vučević),34,44
171,2,5:20.0,Defensive rebound by N. Vučević,,34,44
172,2,5:09.0,N. Vučević makes 2-pt hook shot from 5 ft,,36,44
173,2,4:46.0,,D. Russell misses 2-pt jump shot from 14 ft,36,44
174,2,4:44.0,Defensive rebound by T. Ross,,36,44
175,2,4:38.0,Shooting foul by E. Davis (drawn by J. Simmons),,36,44
176,2,4:38.0,,Brooklyn full timeout,36,44
177,2,4:38.0,E. Fournier enters the game for T. Ross,,36,44
178,2,4:38.0,,J. Allen enters the game for E. Davis,36,44
179,2,4:38.0,,J. Harris enters the game for D. Russell,36,44
180,2,4:38.0,J. Simmons makes free throw 1 of 2,,37,44
181,2,4:38.0,J. Simmons makes free throw 2 of 2,,38,44
182,2,4:18.0,,S. Napier misses 2-pt jump shot from 14 ft,38,44
183,2,4:14.0,Defensive rebound by J. Isaac,,38,44
184,2,4:00.0,Shooting foul by J. Harris (drawn by J. Simmons),,38,44
185,2,4:00.0,J. Simmons misses free throw 1 of 2,,38,44
186,2,4:00.0,Offensive rebound by Team,,38,44
187,2,4:00.0,,D. Carroll enters the game for S. Napier,38,44
188,2,4:00.0,J. Simmons makes free throw 2 of 2,,39,44
189,2,3:39.0,,Shooting foul by J. Simmons (drawn by J. Harris),39,44
190,2,3:39.0,,J. Harris makes free throw 1 of 2,39,45
191,2,3:39.0,,J. Harris makes free throw 2 of 2,39,46
192,2,3:26.0,N. Vučević makes 2-pt layup from 3 ft,,41,46
193,2,3:15.0,,Turnover by T. Graham (bad pass; steal by J. Isaac),41,46
194,2,3:06.0,Shooting foul by D. Carroll (drawn by D. Augustin),,41,46
195,2,3:06.0,D. Augustin makes free throw 1 of 3,,42,46
196,2,3:06.0,D. Augustin makes free throw 2 of 3,,43,46
197,2,3:06.0,D. Augustin makes free throw 3 of 3,,44,46
198,2,2:58.0,,Turnover by T. Graham (traveling),44,46
199,2,2:44.0,E. Fournier makes 2-pt jump shot from 12 ft (assist by J. Isaac),,46,46
200,2,2:37.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by J. Harris),46,48
201,2,2:37.0,,Shooting foul by N. Vučević (drawn by S. Dinwiddie),46,48
202,2,2:37.0,,S. Dinwiddie makes free throw 1 of 1,46,49
203,2,2:23.0,Shooting foul by T. Graham (drawn by J. Isaac),,46,49
204,2,2:23.0,J. Isaac makes free throw 1 of 2,,47,49
205,2,2:23.0,J. Isaac makes free throw 2 of 2,,48,49
206,2,2:09.0,,T. Graham misses 3-pt jump shot from 24 ft,48,49
207,2,2:04.0,,Offensive rebound by S. Dinwiddie,48,49
208,2,2:02.0,,S. Dinwiddie makes 2-pt jump shot from 7 ft,48,51
209,2,1:42.0,E. Fournier misses 3-pt jump shot from 25 ft,,48,51
210,2,1:41.0,Offensive rebound by N. Vučević,,48,51
211,2,1:41.0,Personal foul by D. Carroll (drawn by N. Vučević),,48,51
212,2,1:41.0,N. Vučević makes free throw 1 of 2,,49,51
213,2,1:41.0,N. Vučević makes free throw 2 of 2,,50,51
214,2,1:31.0,,S. Dinwiddie makes 2-pt layup from 3 ft,50,53
215,2,1:31.0,,Shooting foul by E. Fournier (drawn by S. Dinwiddie),50,53
216,2,1:31.0,,S. Dinwiddie makes free throw 1 of 1,50,54
217,2,1:15.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by N. Vučević),,53,54
218,2,1:06.0,,D. Carroll misses 3-pt jump shot from 23 ft,53,54
219,2,1:02.0,Defensive rebound by J. Isaac,,53,54
220,2,0:59.0,D. Augustin misses 3-pt jump shot from 25 ft,,53,54
221,2,0:56.0,,Defensive rebound by T. Graham,53,54
222,2,0:49.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,53,54
223,2,0:45.0,,Offensive rebound by D. Carroll,53,54
224,2,0:44.0,,J. Harris misses 3-pt jump shot from 25 ft,53,54
225,2,0:41.0,Defensive rebound by Team,,53,54
226,2,0:41.0,T. Ross enters the game for E. Fournier,,53,54
227,2,0:34.0,D. Augustin misses 2-pt jump shot from 12 ft,,53,54
228,2,0:32.0,,Defensive rebound by Team,53,54
229,2,0:15.0,,Shooting foul by N. Vučević (drawn by S. Dinwiddie),53,54
230,2,0:15.0,,S. Dinwiddie makes free throw 1 of 2,53,55
231,2,0:15.0,,S. Dinwiddie makes free throw 2 of 2,53,56
232,2,0:02.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by D. Augustin),,56,56
233,2,0:00.0,,S. Dinwiddie misses 3-pt jump shot from 35 ft,56,56
234,2,0:00.0,,Offensive rebound by Team,56,56
235,3,11:38.0,D. Augustin misses 2-pt jump shot from 6 ft,,56,56
236,3,11:35.0,,Defensive rebound by T. Graham,56,56
237,3,11:33.0,,Turnover by R. Kurucs (step out of bounds),56,56
238,3,11:16.0,N. Vučević misses 2-pt jump shot from 7 ft,,56,56
239,3,11:15.0,,Defensive rebound by Team,56,56
240,3,11:15.0,Loose ball foul by A. Gordon (drawn by T. Graham),,56,56
241,3,11:04.0,,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),56,58
242,3,10:57.0,Shooting foul by R. Kurucs (drawn by D. Augustin),,56,58
243,3,10:57.0,D. Augustin makes free throw 1 of 2,,57,58
244,3,10:57.0,D. Augustin makes free throw 2 of 2,,58,58
245,3,10:46.0,,D. Russell makes 2-pt jump shot from 9 ft,58,60
246,3,10:30.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by D. Augustin),,61,60
247,3,10:18.0,,R. Kurucs makes 2-pt jump shot from 6 ft (assist by D. Russell),61,62
248,3,9:59.0,Personal take foul by D. Russell (drawn by N. Vučević),,61,62
249,3,9:59.0,,D. Carroll enters the game for R. Kurucs,61,62
250,3,9:51.0,A. Gordon makes 2-pt layup from 4 ft,,63,62
251,3,9:31.0,,J. Allen makes 2-pt layup from 2 ft (assist by J. Harris),63,64
252,3,9:21.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,66,64
253,3,9:07.0,,J. Harris makes 2-pt jump shot from 9 ft (assist by D. Russell),66,66
254,3,8:42.0,D. Augustin misses 3-pt jump shot from 25 ft,,66,66
255,3,8:39.0,,Defensive rebound by D. Carroll,66,66
256,3,8:31.0,,J. Harris misses 3-pt jump shot from 25 ft,66,66
257,3,8:30.0,,Offensive rebound by Team,66,66
258,3,8:22.0,,D. Russell makes 2-pt jump shot from 14 ft,66,68
259,3,8:20.0,Orlando full timeout,,66,68
260,3,8:19.0,Turnover by D. Augustin (lost ball; steal by D. Russell),,66,68
261,3,8:17.0,,D. Russell makes 2-pt layup from 2 ft,66,70
262,3,8:09.0,Personal foul by T. Graham (drawn by E. Fournier),,66,70
263,3,7:55.0,E. Fournier makes 2-pt layup from 3 ft,,68,70
264,3,7:40.0,,J. Allen misses 3-pt jump shot from 23 ft,68,70
265,3,7:40.0,,Offensive rebound by J. Harris,68,70
266,3,7:34.0,,D. Carroll misses 3-pt jump shot from 25 ft,68,70
267,3,7:32.0,,Offensive rebound by J. Allen,68,70
268,3,7:31.0,,Shooting foul by J. Isaac (drawn by D. Carroll),68,70
269,3,7:31.0,,D. Carroll makes free throw 1 of 2,68,71
270,3,7:31.0,,D. Carroll makes free throw 2 of 2,68,72
271,3,7:19.0,D. Augustin misses 3-pt jump shot from 26 ft,,68,72
272,3,7:16.0,Offensive rebound by A. Gordon,,68,72
273,3,7:13.0,J. Isaac misses 2-pt jump shot from 19 ft,,68,72
274,3,7:11.0,,Defensive rebound by T. Graham,68,72
275,3,6:57.0,,D. Carroll makes 2-pt jump shot from 12 ft (assist by D. Russell),68,74
276,3,6:41.0,Shooting foul by D. Russell (drawn by D. Augustin),,68,74
277,3,6:41.0,D. Augustin makes free throw 1 of 2,,69,74
278,3,6:41.0,D. Augustin makes free throw 2 of 2,,70,74
279,3,6:19.0,,D. Russell misses 2-pt jump shot from 15 ft,70,74
280,3,6:16.0,Defensive rebound by N. Vučević,,70,74
281,3,6:02.0,J. Isaac misses 3-pt jump shot from 25 ft,,70,74
282,3,5:58.0,,Defensive rebound by D. Russell,70,74
283,3,5:56.0,Violation by Team (kicked ball),,70,74
284,3,5:56.0,J. Simmons enters the game for A. Gordon,,70,74
285,3,5:56.0,,S. Dinwiddie enters the game for D. Russell,70,74
286,3,5:48.0,,Turnover by D. Carroll (lost ball; steal by D. Augustin),70,74
287,3,5:43.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by N. Vučević),,73,74
288,3,5:42.0,,Brooklyn full timeout,73,74
289,3,5:27.0,,Turnover by J. Harris (bad pass; steal by N. Vučević),73,74
290,3,5:16.0,J. Simmons makes 3-pt jump shot from 26 ft (assist by N. Vučević),,76,74
291,3,5:03.0,,Shooting foul by E. Fournier (drawn by S. Dinwiddie),76,74
292,3,5:03.0,,S. Dinwiddie makes free throw 1 of 2,76,75
293,3,5:03.0,,R. Hollis-Jefferson enters the game for T. Graham,76,75
294,3,5:03.0,,S. Dinwiddie makes free throw 2 of 2,76,76
295,3,4:49.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by D. Augustin),,78,76
296,3,4:36.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by J. Isaac),78,76
297,3,4:36.0,Defensive rebound by Team,,78,76
298,3,4:36.0,J. Grant enters the game for D. Augustin,,78,76
299,3,4:24.0,E. Fournier misses 2-pt jump shot from 20 ft,,78,76
300,3,4:24.0,,Defensive rebound by J. Harris,78,76
301,3,4:13.0,,D. Carroll misses 3-pt jump shot from 26 ft,78,76
302,3,4:10.0,Defensive rebound by N. Vučević,,78,76
303,3,4:00.0,N. Vučević misses 3-pt jump shot from 26 ft,,78,76
304,3,3:56.0,,Defensive rebound by J. Allen,78,76
305,3,3:49.0,,S. Dinwiddie makes 2-pt jump shot from 8 ft,78,78
306,3,3:28.0,Turnover by N. Vučević (bad pass; steal by R. Hollis-Jefferson),,78,78
307,3,3:24.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,78,78
308,3,3:21.0,,Offensive rebound by J. Allen,78,78
309,3,3:18.0,,J. Allen misses 2-pt hook shot from 9 ft,78,78
310,3,3:15.0,Defensive rebound by J. Simmons,,78,78
311,3,3:12.0,E. Fournier misses 3-pt jump shot from 25 ft,,78,78
312,3,3:11.0,,Defensive rebound by Team,78,78
313,3,3:11.0,T. Ross enters the game for E. Fournier,,78,78
314,3,3:11.0,,E. Davis enters the game for J. Allen,78,78
315,3,3:11.0,,Brooklyn full timeout,78,78
316,3,3:11.0,,R. Kurucs enters the game for R. Hollis-Jefferson,78,78
317,3,2:57.0,,E. Davis misses 2-pt hook shot from 8 ft,78,78
318,3,2:54.0,Defensive rebound by N. Vučević,,78,78
319,3,2:46.0,N. Vučević misses 3-pt jump shot from 25 ft,,78,78
320,3,2:43.0,,Defensive rebound by J. Harris,78,78
321,3,2:39.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,78,78
322,3,2:35.0,Defensive rebound by J. Grant,,78,78
323,3,2:29.0,J. Grant misses 3-pt jump shot from 25 ft,,78,78
324,3,2:29.0,,Defensive rebound by Team,78,78
325,3,2:29.0,M. Bamba enters the game for N. Vučević,,78,78
326,3,2:10.0,,D. Carroll makes 2-pt layup from 2 ft (assist by S. Dinwiddie),78,80
327,3,1:49.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by J. Simmons),,81,80
328,3,1:37.0,,Shooting foul by M. Bamba (drawn by D. Carroll),81,80
329,3,1:37.0,,D. Carroll misses free throw 1 of 2,81,80
330,3,1:37.0,,Offensive rebound by Team,81,80
331,3,1:37.0,A. Gordon enters the game for J. Isaac,,81,80
332,3,1:37.0,,D. Russell enters the game for J. Harris,81,80
333,3,1:37.0,,D. Carroll makes free throw 2 of 2,81,81
334,3,1:13.0,A. Gordon makes 2-pt dunk from 2 ft (assist by J. Simmons),,83,81
335,3,1:02.0,,R. Kurucs misses 2-pt layup from 3 ft (block by J. Grant),83,81
336,3,1:00.0,,Offensive rebound by R. Kurucs,83,81
337,3,0:58.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by D. Carroll),83,84
338,3,0:42.0,J. Simmons misses 2-pt jump shot from 12 ft,,83,84
339,3,0:38.0,Offensive rebound by M. Bamba,,83,84
340,3,0:38.0,Turnover by M. Bamba (lost ball; steal by R. Kurucs),,83,84
341,3,0:29.0,,D. Russell makes 3-pt jump shot from 25 ft,83,87
342,3,0:09.0,J. Grant makes 3-pt jump shot from 26 ft (assist by J. Simmons),,86,87
343,3,0:02.0,,S. Dinwiddie makes 2-pt layup from 1 ft,86,89
344,3,0:01.0,T. Ross misses 3-pt jump shot from 76 ft,,86,89
345,3,0:01.0,Offensive rebound by Team,,86,89
346,4,11:44.0,,D. Carroll misses 2-pt layup from 10 ft,86,89
347,4,11:39.0,,Offensive rebound by E. Davis,86,89
348,4,11:38.0,,E. Davis misses 2-pt layup from 2 ft (block by M. Bamba),86,89
349,4,11:35.0,Defensive rebound by M. Bamba,,86,89
350,4,11:33.0,Turnover by J. Grant (bad pass),,86,89
351,4,11:26.0,,D. Russell misses 3-pt jump shot from 25 ft,86,89
352,4,11:22.0,Defensive rebound by M. Bamba,,86,89
353,4,11:16.0,J. Simmons makes 2-pt jump shot from 18 ft,,88,89
354,4,10:54.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,88,89
355,4,10:51.0,Defensive rebound by M. Bamba,,88,89
356,4,10:44.0,Shooting foul by E. Davis (drawn by M. Bamba),,88,89
357,4,10:44.0,M. Bamba makes free throw 1 of 2,,89,89
358,4,10:44.0,M. Bamba makes free throw 2 of 2,,90,89
359,4,10:30.0,,Personal foul by J. Simmons (drawn by S. Dinwiddie),90,89
360,4,10:21.0,,D. Russell misses 2-pt jump shot from 9 ft (block by M. Bamba),90,89
361,4,10:18.0,Defensive rebound by J. Grant,,90,89
362,4,10:09.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by J. Grant),,93,89
363,4,9:49.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by E. Davis),93,91
364,4,9:33.0,Personal foul by S. Dinwiddie (drawn by T. Ross),,93,91
365,4,9:33.0,,S. Napier enters the game for S. Dinwiddie,93,91
366,4,9:32.0,Turnover by A. Gordon (bad pass),,93,91
367,4,9:31.0,Loose ball foul by A. Gordon (drawn by S. Napier),,93,91
368,4,9:18.0,,D. Russell makes 2-pt jump shot from 14 ft,93,93
369,4,9:02.0,T. Ross makes 3-pt jump shot from 25 ft,,96,93
370,4,8:51.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. Russell),96,96
371,4,8:35.0,Shooting foul by E. Davis (drawn by J. Grant),,96,96
372,4,8:35.0,J. Grant makes free throw 1 of 2,,97,96
373,4,8:35.0,J. Grant makes free throw 2 of 2,,98,96
374,4,8:22.0,,R. Kurucs makes 2-pt layup from 4 ft,98,98
375,4,8:04.0,T. Ross misses 3-pt jump shot from 26 ft,,98,98
376,4,8:00.0,Offensive rebound by M. Bamba,,98,98
377,4,7:58.0,J. Grant misses 3-pt jump shot from 25 ft,,98,98
378,4,7:55.0,,Defensive rebound by D. Russell,98,98
379,4,7:50.0,,D. Russell misses 3-pt jump shot from 25 ft,98,98
380,4,7:44.0,Defensive rebound by J. Grant,,98,98
381,4,7:39.0,T. Ross misses 2-pt jump shot from 11 ft (block by S. Napier),,98,98
382,4,7:39.0,,Defensive rebound by Team,98,98
