,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
369,4,9:16.0,,N. Mirotić misses 3-pt jump shot from 23 ft,113,115
370,4,9:12.0,Defensive rebound by T. Jones,,113,115
371,4,8:51.0,A. Wiggins misses 2-pt jump shot from 19 ft,,113,115
372,4,8:49.0,,Defensive rebound by G. Antetokounmpo,113,115
373,4,8:42.0,,E. İlyasova makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),113,118
374,4,8:21.0,L. Deng misses 3-pt jump shot from 23 ft,,113,118
375,4,8:17.0,,Defensive rebound by G. Antetokounmpo,113,118
376,4,8:13.0,,Shooting foul by K. Bates-Diop (drawn by G. Antetokounmpo),113,118
377,4,8:13.0,,G. Antetokounmpo makes free throw 1 of 2,113,119
378,4,8:13.0,T. Gibson enters the game for K. Bates-Diop,,113,119
379,4,8:13.0,D. Šarić enters the game for A. Tolliver,,113,119
380,4,8:13.0,,B. Lopez enters the game for E. İlyasova,113,119
381,4,8:13.0,,K. Middleton enters the game for N. Mirotić,113,119
382,4,8:13.0,,G. Antetokounmpo makes free throw 2 of 2,113,120
383,4,7:52.0,T. Gibson makes 2-pt jump shot from 9 ft (assist by L. Deng),,115,120
384,4,7:30.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,115,120
385,4,7:28.0,,Offensive rebound by G. Antetokounmpo,115,120
386,4,7:26.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,115,122
387,4,7:07.0,T. Jones misses 2-pt layup from 4 ft (block by B. Lopez),,115,122
388,4,7:04.0,,Defensive rebound by B. Lopez,115,122
389,4,6:48.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,115,122
390,4,6:45.0,Defensive rebound by D. Šarić,,115,122
391,4,6:38.0,A. Wiggins misses 2-pt layup from 2 ft (block by B. Lopez),,115,122
392,4,6:36.0,,Defensive rebound by G. Antetokounmpo,115,122
393,4,6:25.0,Violation by Team (kicked ball),,115,122
394,4,6:25.0,,Milwaukee full timeout,115,122
395,4,6:25.0,K. Bates-Diop enters the game for L. Deng,,115,122
396,4,6:25.0,J. Teague enters the game for T. Jones,,115,122
397,4,6:14.0,,K. Middleton makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),115,125
398,4,5:56.0,D. Šarić misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,115,125
399,4,5:56.0,Offensive rebound by Team,,115,125
400,4,5:56.0,,N. Mirotić enters the game for P. Connaughton,115,125
401,4,5:47.0,J. Teague misses 3-pt jump shot from 27 ft,,115,125
402,4,5:44.0,,Defensive rebound by N. Mirotić,115,125
403,4,5:33.0,,E. Bledsoe misses 2-pt jump shot from 10 ft,115,125
404,4,5:31.0,Defensive rebound by A. Wiggins,,115,125
405,4,5:22.0,A. Wiggins misses 2-pt layup from 7 ft (block by N. Mirotić),,115,125
406,4,5:16.0,Offensive rebound by A. Wiggins,,115,125
407,4,5:16.0,T. Gibson misses 2-pt layup from 2 ft,,115,125
408,4,5:16.0,Offensive rebound by Team,,115,125
409,4,5:16.0,,M. Brogdon enters the game for E. Bledsoe,115,125
410,4,5:02.0,Turnover by J. Teague (bad pass; steal by G. Antetokounmpo),,115,125
411,4,4:58.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),115,127
412,4,4:58.0,Minnesota full timeout,,115,127
413,4,4:58.0,L. Deng enters the game for K. Bates-Diop,,115,127
414,4,4:37.0,Turnover by L. Deng (bad pass; steal by B. Lopez),,115,127
415,4,4:35.0,,Shooting foul by A. Wiggins (drawn by K. Middleton),115,127
416,4,4:35.0,,K. Middleton makes free throw 1 of 2,115,128
417,4,4:35.0,D. Rose enters the game for T. Gibson,,115,128
418,4,4:35.0,A. Tolliver enters the game for J. Teague,,115,128
419,4,4:35.0,,P. Connaughton enters the game for G. Antetokounmpo,115,128
420,4,4:35.0,,K. Middleton makes free throw 2 of 2,115,129
421,4,4:27.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by D. Rose),,118,129
422,4,4:08.0,,M. Brogdon misses 2-pt jump shot from 19 ft,118,129
423,4,4:05.0,Defensive rebound by A. Wiggins,,118,129
424,4,4:02.0,A. Wiggins misses 3-pt jump shot from 28 ft,,118,129
425,4,3:58.0,,Defensive rebound by K. Middleton,118,129
426,4,3:45.0,,N. Mirotić misses 2-pt jump shot from 10 ft,118,129
427,4,3:42.0,Defensive rebound by A. Tolliver,,118,129
428,4,3:33.0,D. Rose makes 2-pt jump shot from 18 ft,,120,129
429,4,3:32.0,,Milwaukee full timeout,120,129
430,4,3:32.0,T. Jones enters the game for L. Deng,,120,129
431,4,3:32.0,,G. Antetokounmpo enters the game for P. Connaughton,120,129
432,4,3:32.0,,E. Bledsoe enters the game for N. Mirotić,120,129
433,4,3:08.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft,120,132
434,4,2:54.0,T. Jones makes 2-pt layup from 2 ft (assist by D. Rose),,122,132
435,4,2:37.0,,K. Middleton makes 2-pt jump shot from 12 ft,122,134
436,4,2:27.0,Personal foul by B. Lopez (drawn by A. Wiggins),,122,134
437,4,2:21.0,D. Rose misses 3-pt jump shot from 26 ft,,122,134
438,4,2:20.0,Offensive rebound by Team,,122,134
439,4,2:18.0,D. Šarić misses 3-pt jump shot from 26 ft,,122,134
440,4,2:13.0,,Defensive rebound by E. Bledsoe,122,134
441,4,2:09.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by E. Bledsoe),122,136
442,4,2:09.0,,Technical foul by B. Lopez,122,136
443,4,2:09.0,T. Jones misses technical free throw,,122,136
444,4,2:09.0,Offensive rebound by Team,,122,136
445,4,2:09.0,,P. Connaughton enters the game for E. Bledsoe,122,136
446,4,1:55.0,T. Jones misses 2-pt jump shot from 12 ft,,122,136
447,4,1:53.0,,Defensive rebound by M. Brogdon,122,136
448,4,1:36.0,,Turnover by B. Lopez (traveling),122,136
449,4,1:36.0,,S. Brown enters the game for G. Antetokounmpo,122,136
450,4,1:36.0,,E. İlyasova enters the game for B. Lopez,122,136
451,4,1:25.0,Shooting foul by E. İlyasova (drawn by D. Rose),,122,136
452,4,1:25.0,D. Rose makes free throw 1 of 2,,123,136
453,4,1:25.0,,T. Snell enters the game for K. Middleton,123,136
454,4,1:25.0,D. Rose makes free throw 2 of 2,,124,136
455,4,1:13.0,,Shooting foul by T. Jones (drawn by M. Brogdon),124,136
456,4,1:13.0,,M. Brogdon makes free throw 1 of 2,124,137
457,4,1:13.0,K. Bates-Diop enters the game for D. Rose,,124,137
458,4,1:13.0,J. Okogie enters the game for A. Wiggins,,124,137
459,4,1:13.0,,M. Brogdon makes free throw 2 of 2,124,138
460,4,1:02.0,D. Šarić misses 2-pt layup from 2 ft,,124,138
461,4,0:59.0,,Defensive rebound by S. Brown,124,138
462,4,0:45.0,,E. İlyasova misses 2-pt layup from 1 ft,124,138
463,4,0:42.0,Defensive rebound by K. Bates-Diop,,124,138
464,4,0:35.0,J. Okogie misses 2-pt jump shot from 14 ft,,124,138
465,4,0:32.0,Offensive rebound by K. Bates-Diop,,124,138
466,4,0:28.0,T. Jones misses 2-pt layup from 1 ft,,124,138
467,4,0:26.0,Offensive rebound by D. Šarić,,124,138
468,4,0:26.0,D. Šarić makes 2-pt layup from 1 ft,,126,138
469,4,0:05.0,,S. Brown makes 2-pt layup from 1 ft,126,140
470,4,0:00.0,J. Okogie makes 2-pt layup from 1 ft,,128,140
