,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
387,4,7:15.0,,Shooting foul by W. Carter (drawn by K. Towns),81,90
388,4,7:15.0,,K. Towns makes free throw 1 of 2,81,91
389,4,7:15.0,J. Parker enters the game for Z. LaVine,,81,91
390,4,7:15.0,,K. Towns makes free throw 2 of 2,81,92
391,4,7:00.0,A. Blakeney misses 2-pt jump shot from 18 ft (block by D. Rose),,81,92
392,4,6:56.0,,Defensive rebound by R. Covington,81,92
393,4,6:49.0,,R. Covington misses 2-pt jump shot from 6 ft,81,92
394,4,6:49.0,,Offensive rebound by Team,81,92
395,4,6:49.0,Loose ball foul by J. Parker (drawn by K. Towns),,81,92
396,4,6:41.0,,K. Towns makes 2-pt jump shot from 18 ft (assist by D. Rose),81,94
397,4,6:36.0,Chicago full timeout,,81,94
398,4,6:36.0,Z. LaVine enters the game for A. Blakeney,,81,94
399,4,6:34.0,Turnover by R. Arcidiacono (bad pass),,81,94
400,4,6:17.0,,Shooting foul by W. Carter (drawn by K. Towns),81,94
401,4,6:17.0,,K. Towns makes free throw 1 of 2,81,95
402,4,6:17.0,,K. Towns makes free throw 2 of 2,81,96
403,4,6:05.0,Shooting foul by R. Covington (drawn by Z. LaVine),,81,96
404,4,6:05.0,Z. LaVine misses free throw 1 of 2,,81,96
405,4,6:05.0,Offensive rebound by Team,,81,96
406,4,6:05.0,Z. LaVine makes free throw 2 of 2,,82,96
407,4,5:46.0,,D. Šarić misses 3-pt jump shot from 25 ft,82,96
408,4,5:42.0,Defensive rebound by J. Holiday,,82,96
409,4,5:36.0,Z. LaVine misses 2-pt layup from 2 ft (block by R. Covington),,82,96
410,4,5:32.0,,Defensive rebound by T. Jones,82,96
411,4,5:29.0,,D. Rose misses 2-pt jump shot from 20 ft,82,96
412,4,5:27.0,,Offensive rebound by K. Towns,82,96
413,4,5:26.0,,K. Towns makes 2-pt jump shot from 7 ft,82,98
414,4,5:04.0,J. Holiday misses 2-pt layup from 2 ft,,82,98
415,4,5:04.0,Offensive rebound by Z. LaVine,,82,98
416,4,5:01.0,Z. LaVine makes 2-pt layup at rim,,84,98
417,4,4:44.0,,Shooting foul by J. Parker (drawn by K. Towns),84,98
418,4,4:44.0,,K. Towns makes free throw 1 of 2,84,99
419,4,4:44.0,,K. Towns misses free throw 2 of 2,84,99
420,4,4:41.0,,Offensive rebound by D. Šarić,84,99
421,4,4:38.0,,Shooting foul by J. Holiday (drawn by R. Covington),84,99
422,4,4:38.0,,R. Covington makes free throw 1 of 2,84,100
423,4,4:38.0,,R. Covington makes free throw 2 of 2,84,101
424,4,4:18.0,J. Parker misses 2-pt layup from 4 ft,,84,101
425,4,4:16.0,,Defensive rebound by K. Towns,84,101
426,4,3:58.0,,R. Covington misses 3-pt jump shot from 27 ft,84,101
427,4,3:55.0,,Offensive rebound by K. Towns,84,101
428,4,3:53.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by K. Towns),84,104
429,4,3:46.0,,Violation by Team (kicked ball),84,104
430,4,3:46.0,Turnover by (5 sec),,84,104
431,4,3:37.0,,Shooting foul by R. Arcidiacono (drawn by T. Jones),84,104
432,4,3:37.0,,T. Jones misses free throw 1 of 2,84,104
433,4,3:37.0,,Offensive rebound by Team,84,104
434,4,3:37.0,,T. Jones makes free throw 2 of 2,84,105
435,4,3:28.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,87,105
436,4,3:05.0,,R. Covington misses 3-pt jump shot from 25 ft,87,105
437,4,3:00.0,Defensive rebound by J. Parker,,87,105
438,4,2:58.0,Shooting foul by R. Covington (drawn by J. Parker),,87,105
439,4,2:58.0,J. Parker makes free throw 1 of 2,,88,105
440,4,2:58.0,J. Parker misses free throw 2 of 2,,88,105
441,4,2:56.0,,Defensive rebound by K. Towns,88,105
442,4,2:34.0,,Turnover by Team (shot clock),88,105
443,4,2:27.0,Shooting foul by D. Šarić (drawn by Z. LaVine),,88,105
444,4,2:27.0,Z. LaVine makes free throw 1 of 2,,89,105
445,4,2:27.0,Z. LaVine makes free throw 2 of 2,,90,105
446,4,2:07.0,,D. Rose makes 2-pt layup from 2 ft (assist by K. Towns),90,107
447,4,2:03.0,Shooting foul by T. Jones (drawn by Z. LaVine),,90,107
448,4,2:03.0,Z. LaVine misses free throw 1 of 2,,90,107
449,4,2:03.0,Offensive rebound by Team,,90,107
450,4,2:03.0,Z. LaVine makes free throw 2 of 2,,91,107
451,4,1:47.0,,Turnover by R. Covington (traveling),91,107
452,4,1:42.0,Offensive foul by W. Carter (drawn by R. Covington),,91,107
453,4,1:42.0,Turnover by W. Carter (offensive foul),,91,107
454,4,1:30.0,,Offensive foul by K. Towns (drawn by W. Carter),91,107
455,4,1:30.0,,Turnover by K. Towns (offensive foul),91,107
456,4,1:24.0,J. Holiday misses 3-pt jump shot from 26 ft,,91,107
457,4,1:22.0,,Defensive rebound by D. Šarić,91,107
458,4,1:06.0,,D. Šarić misses 3-pt jump shot from 26 ft,91,107
459,4,1:02.0,,Offensive rebound by D. Šarić,91,107
460,4,1:01.0,,D. Šarić misses 3-pt jump shot from 25 ft,91,107
461,4,1:00.0,Defensive rebound by W. Carter,,91,107
462,4,1:00.0,,Loose ball foul by R. Covington (drawn by W. Carter),91,107
463,4,1:00.0,,J. Okogie enters the game for R. Covington,91,107
464,4,1:00.0,W. Carter makes free throw 1 of 2,,92,107
465,4,1:00.0,A. Blakeney enters the game for R. Arcidiacono,,92,107
466,4,1:00.0,C. Felício enters the game for J. Holiday,,92,107
467,4,1:00.0,S. Harrison enters the game for Z. LaVine,,92,107
468,4,1:00.0,C. Payne enters the game for J. Parker,,92,107
469,4,1:00.0,W. Carter makes free throw 2 of 2,,93,107
470,4,0:41.0,,D. Šarić makes 2-pt dunk from 2 ft (assist by K. Towns),93,109
471,4,0:32.0,Personal foul by K. Towns (drawn by A. Blakeney),,93,109
472,4,0:32.0,,G. Dieng enters the game for K. Towns,93,109
473,4,0:32.0,A. Blakeney misses free throw 1 of 2,,93,109
474,4,0:32.0,Offensive rebound by Team,,93,109
475,4,0:32.0,A. Blakeney misses free throw 2 of 2,,93,109
476,4,0:31.0,,Defensive rebound by D. Šarić,93,109
477,4,0:10.0,,D. Šarić makes 2-pt layup from 3 ft (assist by D. Rose),93,111
478,4,0:06.0,A. Blakeney makes 3-pt jump shot from 24 ft,,96,111
