,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
44,1,6:43.0,,R. Covington misses 3-pt jump shot from 25 ft,10,8
45,1,6:39.0,Defensive rebound by J. Parker,,10,8
46,1,6:31.0,Turnover by J. Parker (bad pass),,10,8
47,1,6:31.0,,Minnesota full timeout,10,8
48,1,6:20.0,,J. Teague misses 2-pt jump shot from 12 ft,10,8
49,1,6:16.0,,Offensive rebound by J. Teague,10,8
50,1,6:06.0,,J. Teague makes 2-pt layup from 7 ft,10,10
51,1,5:47.0,Z. LaVine makes 2-pt layup from 2 ft (assist by J. Holiday),,12,10
52,1,5:35.0,,J. Teague makes 3-pt jump shot from 24 ft,12,13
53,1,5:12.0,Z. LaVine misses 2-pt jump shot from 20 ft,,12,13
54,1,5:11.0,,Defensive rebound by Team,12,13
55,1,5:11.0,,D. Rose enters the game for R. Covington,12,13
56,1,5:11.0,,D. Šarić enters the game for T. Gibson,12,13
57,1,5:05.0,,Personal foul by R. Arcidiacono (drawn by J. Teague),12,13
58,1,5:05.0,A. Blakeney enters the game for J. Parker,,12,13
59,1,4:52.0,,Turnover by D. Šarić (bad pass; steal by W. Carter),12,13
60,1,4:45.0,W. Carter misses 2-pt jump shot from 20 ft,,12,13
61,1,4:44.0,,Defensive rebound by K. Towns,12,13
62,1,4:26.0,,K. Towns misses 2-pt jump shot from 5 ft,12,13
63,1,4:23.0,,Offensive rebound by D. Šarić,12,13
64,1,4:23.0,,D. Šarić makes 2-pt layup from 1 ft,12,15
65,1,4:12.0,Shooting foul by D. Šarić (drawn by Z. LaVine),,12,15
66,1,4:12.0,Z. LaVine makes free throw 1 of 2,,13,15
67,1,4:12.0,Z. LaVine makes free throw 2 of 2,,14,15
68,1,4:03.0,,D. Rose makes 3-pt jump shot from 23 ft (assist by J. Teague),14,18
69,1,3:49.0,Def 3 sec tech foul by Team,,14,18
70,1,3:49.0,Z. LaVine makes technical free throw,,15,18
71,1,3:46.0,J. Holiday misses 3-pt jump shot from 26 ft,,15,18
72,1,3:40.0,,Defensive rebound by A. Wiggins,15,18
73,1,3:34.0,,A. Wiggins misses 2-pt jump shot from 8 ft,15,18
74,1,3:34.0,,Offensive rebound by D. Šarić,15,18
75,1,3:27.0,,D. Šarić misses 3-pt jump shot from 23 ft,15,18
76,1,3:25.0,,Offensive rebound by K. Towns,15,18
77,1,3:25.0,,K. Towns makes 2-pt dunk from 1 ft,15,20
78,1,3:24.0,Chicago full timeout,,15,20
79,1,3:05.0,W. Carter misses 2-pt dunk from 1 ft,,15,20
80,1,3:04.0,,Defensive rebound by K. Towns,15,20
81,1,2:57.0,,A. Wiggins misses 3-pt jump shot from 27 ft,15,20
82,1,2:55.0,,Offensive rebound by Team,15,20
83,1,2:55.0,R. Lopez enters the game for W. Carter,,15,20
84,1,2:50.0,,K. Towns misses 3-pt jump shot from 26 ft,15,20
85,1,2:46.0,,Offensive rebound by D. Šarić,15,20
86,1,2:44.0,,D. Rose misses 3-pt jump shot from 26 ft,15,20
87,1,2:40.0,Defensive rebound by Z. LaVine,,15,20
88,1,2:35.0,A. Blakeney misses 3-pt jump shot from 23 ft,,15,20
89,1,2:33.0,,Defensive rebound by D. Rose,15,20
90,1,2:21.0,,Offensive foul by J. Teague (drawn by R. Arcidiacono),15,20
91,1,2:21.0,,Turnover by J. Teague (offensive foul),15,20
92,1,2:21.0,,G. Dieng enters the game for J. Teague,15,20
93,1,2:21.0,,T. Jones enters the game for K. Towns,15,20
94,1,2:09.0,Z. LaVine makes 2-pt layup from 1 ft,,17,20
95,1,1:52.0,,A. Wiggins misses 2-pt layup from 3 ft (block by R. Lopez),17,20
96,1,1:51.0,,Offensive rebound by Team,17,20
97,1,1:46.0,,A. Wiggins misses 2-pt jump shot from 14 ft,17,20
98,1,1:44.0,Defensive rebound by R. Lopez,,17,20
99,1,1:38.0,A. Blakeney makes 3-pt jump shot from 22 ft (assist by Z. LaVine),,20,20
100,1,1:25.0,,Turnover by D. Rose (step out of bounds),20,20
101,1,1:25.0,S. Harrison enters the game for R. Arcidiacono,,20,20
102,1,1:18.0,Personal foul by D. Šarić (drawn by J. Holiday),,20,20
103,1,1:07.0,J. Holiday misses 3-pt jump shot from 23 ft,,20,20
104,1,1:05.0,Offensive rebound by R. Lopez,,20,20
105,1,1:02.0,A. Blakeney misses 2-pt jump shot from 10 ft,,20,20
106,1,0:59.0,,Defensive rebound by G. Dieng,20,20
107,1,0:42.0,,D. Rose misses 3-pt jump shot from 25 ft,20,20
108,1,0:40.0,Defensive rebound by Z. LaVine,,20,20
109,1,0:34.0,Z. LaVine makes 2-pt layup from 1 ft,,22,20
110,1,0:13.0,,D. Šarić misses 2-pt jump shot from 17 ft,22,20
111,1,0:10.0,Defensive rebound by J. Holiday,,22,20
112,1,0:00.0,Z. LaVine misses 3-pt jump shot from 27 ft,,22,20
113,1,0:00.0,Offensive rebound by Team,,22,20
114,2,11:46.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by D. Rose),22,22
115,2,11:31.0,R. Lopez misses 2-pt hook shot from 7 ft,,22,22
116,2,11:30.0,Offensive rebound by Team,,22,22
117,2,11:23.0,J. Parker misses 3-pt jump shot from 25 ft,,22,22
118,2,11:19.0,,Defensive rebound by T. Jones,22,22
119,2,11:15.0,,R. Covington misses 3-pt jump shot from 26 ft,22,22
120,2,11:14.0,,Offensive rebound by D. Šarić,22,22
121,2,11:14.0,,Shooting foul by A. Blakeney (drawn by D. Šarić),22,22
122,2,11:14.0,,D. Šarić makes free throw 1 of 2,22,23
123,2,11:14.0,,D. Šarić makes free throw 2 of 2,22,24
124,2,10:52.0,Turnover by J. Parker (lost ball; steal by D. Šarić),,22,24
125,2,10:46.0,,Shooting foul by C. Payne (drawn by T. Jones),22,24
126,2,10:46.0,,T. Jones makes free throw 1 of 2,22,25
127,2,10:46.0,,T. Jones makes free throw 2 of 2,22,26
128,2,10:34.0,Personal foul by R. Covington (drawn by R. Lopez),,22,26
129,2,10:26.0,C. Payne misses 3-pt jump shot from 25 ft,,22,26
130,2,10:23.0,,Defensive rebound by D. Rose,22,26
131,2,10:11.0,,D. Šarić makes 2-pt dunk from 1 ft (assist by G. Dieng),22,28
132,2,10:11.0,Chicago full timeout,,22,28
133,2,10:11.0,J. Holiday enters the game for A. Blakeney,,22,28
134,2,10:01.0,J. Parker makes 2-pt layup from 6 ft (assist by S. Harrison),,24,28
135,2,9:46.0,,R. Covington misses 2-pt layup from 1 ft,24,28
136,2,9:44.0,Defensive rebound by J. Holiday,,24,28
137,2,9:36.0,Turnover by R. Lopez (lost ball; steal by R. Covington),,24,28
138,2,9:28.0,,R. Covington misses 3-pt jump shot from 24 ft,24,28
139,2,9:25.0,Defensive rebound by J. Holiday,,24,28
140,2,9:18.0,J. Parker makes 2-pt jump shot from 11 ft (assist by J. Holiday),,26,28
141,2,9:03.0,,D. Rose makes 2-pt layup from 1 ft,26,30
142,2,9:03.0,,Shooting foul by R. Lopez (drawn by D. Rose),26,30
143,2,9:03.0,,D. Rose makes free throw 1 of 1,26,31
144,2,8:47.0,R. Lopez makes 3-pt jump shot from 25 ft (assist by S. Harrison),,29,31
145,2,8:26.0,,T. Jones misses 2-pt jump shot from 22 ft,29,31
146,2,8:24.0,Defensive rebound by J. Holiday,,29,31
147,2,8:17.0,S. Harrison misses 2-pt jump shot from 5 ft (block by R. Covington),,29,31
148,2,8:14.0,,Defensive rebound by T. Jones,29,31
149,2,8:12.0,,D. Rose misses 2-pt layup from 1 ft (block by J. Holiday),29,31
150,2,8:12.0,,Offensive rebound by D. Šarić,29,31
151,2,8:10.0,,D. Šarić makes 2-pt layup from 1 ft,29,33
152,2,8:01.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by C. Payne),,32,33
153,2,7:46.0,,Turnover by D. Šarić (lost ball; steal by R. Lopez),32,33
154,2,7:43.0,Shooting foul by R. Covington (drawn by J. Parker),,32,33
155,2,7:43.0,J. Parker misses free throw 1 of 2,,32,33
156,2,7:43.0,Offensive rebound by Team,,32,33
157,2,7:43.0,W. Carter enters the game for R. Lopez,,32,33
158,2,7:43.0,,T. Gibson enters the game for G. Dieng,32,33
159,2,7:43.0,,J. Teague enters the game for T. Jones,32,33
160,2,7:43.0,,K. Towns enters the game for D. Šarić,32,33
161,2,7:43.0,J. Parker makes free throw 2 of 2,,33,33
162,2,7:31.0,,K. Towns makes 2-pt dunk from 1 ft,33,35
163,2,7:15.0,J. Parker misses 2-pt layup from 2 ft,,33,35
164,2,7:15.0,,Defensive rebound by K. Towns,33,35
165,2,7:08.0,,Turnover by T. Gibson (traveling),33,35
166,2,6:49.0,J. Holiday misses 2-pt layup from 5 ft,,33,35
167,2,6:46.0,,Defensive rebound by K. Towns,33,35
168,2,6:41.0,,K. Towns misses 2-pt layup from 5 ft,33,35
169,2,6:39.0,,Offensive rebound by K. Towns,33,35
170,2,6:37.0,,K. Towns makes 2-pt hook shot at rim,33,37
171,2,6:26.0,W. Carter misses 3-pt jump shot from 25 ft,,33,37
172,2,6:23.0,,Defensive rebound by Team,33,37
173,2,6:23.0,R. Arcidiacono enters the game for S. Harrison,,33,37
174,2,6:23.0,Z. LaVine enters the game for C. Payne,,33,37
175,2,6:14.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by D. Rose),33,39
176,2,6:04.0,Z. LaVine misses 2-pt layup from 4 ft,,33,39
177,2,6:04.0,Offensive rebound by W. Carter,,33,39
178,2,6:04.0,W. Carter makes 2-pt layup from 3 ft,,35,39
179,2,6:04.0,Shooting foul by D. Rose (drawn by W. Carter),,35,39
180,2,6:04.0,W. Carter makes free throw 1 of 1,,36,39
181,2,5:55.0,,R. Covington misses 2-pt jump shot from 22 ft,36,39
182,2,5:53.0,Defensive rebound by Z. LaVine,,36,39
183,2,5:41.0,J. Holiday misses 3-pt jump shot from 23 ft,,36,39
184,2,5:38.0,,Defensive rebound by T. Gibson,36,39
185,2,5:33.0,,D. Rose makes 2-pt jump shot from 21 ft,36,41
186,2,5:18.0,Turnover by W. Carter (lost ball; steal by T. Gibson),,36,41
187,2,5:11.0,,R. Covington misses 3-pt jump shot from 23 ft,36,41
188,2,5:07.0,,Offensive rebound by K. Towns,36,41
189,2,4:55.0,,K. Towns misses 2-pt hook shot from 13 ft,36,41
190,2,4:52.0,Defensive rebound by W. Carter,,36,41
191,2,4:50.0,Turnover by R. Arcidiacono (bad pass; steal by R. Covington),,36,41
192,2,4:40.0,,R. Covington misses 3-pt jump shot from 26 ft,36,41
193,2,4:35.0,Defensive rebound by J. Holiday,,36,41
194,2,4:32.0,Z. LaVine makes 2-pt dunk from 2 ft (assist by J. Parker),,38,41
195,2,4:31.0,,Minnesota full timeout,38,41
196,2,4:31.0,,A. Wiggins enters the game for D. Rose,38,41
197,2,4:16.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by K. Towns),38,44
198,2,4:01.0,J. Parker makes 2-pt jump shot from 11 ft (assist by R. Arcidiacono),,40,44
199,2,3:49.0,,J. Teague makes 2-pt jump shot from 9 ft,40,46
200,2,3:28.0,J. Holiday misses 3-pt jump shot from 23 ft,,40,46
201,2,3:26.0,,Defensive rebound by J. Teague,40,46
202,2,3:13.0,,Turnover by J. Teague (bad pass; steal by J. Holiday),40,46
203,2,3:08.0,Z. LaVine makes 2-pt dunk from 2 ft (assist by J. Holiday),,42,46
204,2,3:06.0,,J. Teague misses 3-pt jump shot from 25 ft,42,46
205,2,2:55.0,Defensive rebound by J. Holiday,,42,46
206,2,2:44.0,Z. LaVine makes 2-pt jump shot from 14 ft,,44,46
207,2,2:27.0,,R. Covington misses 3-pt jump shot from 28 ft,44,46
208,2,2:23.0,Defensive rebound by J. Holiday,,44,46
209,2,2:18.0,Shooting foul by T. Gibson (drawn by Z. LaVine),,44,46
210,2,2:18.0,Z. LaVine makes free throw 1 of 2,,45,46
211,2,2:18.0,A. Blakeney enters the game for J. Holiday,,45,46
212,2,2:18.0,Z. LaVine makes free throw 2 of 2,,46,46
213,2,2:10.0,,A. Wiggins misses 3-pt jump shot from 24 ft,46,46
214,2,2:06.0,Defensive rebound by W. Carter,,46,46
215,2,1:58.0,J. Parker makes 2-pt layup from 3 ft,,48,46
216,2,1:42.0,,Shooting foul by W. Carter (drawn by K. Towns),48,46
217,2,1:42.0,,K. Towns misses free throw 1 of 2,48,46
218,2,1:42.0,,Offensive rebound by Team,48,46
219,2,1:42.0,,K. Towns makes free throw 2 of 2,48,47
220,2,1:24.0,W. Carter misses 2-pt layup from 2 ft,,48,47
221,2,1:22.0,,Defensive rebound by K. Towns,48,47
222,2,1:13.0,,T. Gibson misses 2-pt jump shot from 15 ft,48,47
223,2,1:11.0,Defensive rebound by Z. LaVine,,48,47
224,2,1:00.0,W. Carter makes 2-pt layup from 2 ft (assist by J. Parker),,50,47
225,2,0:48.0,,R. Covington misses 2-pt layup from 2 ft,50,47
226,2,0:46.0,,Offensive rebound by Team,50,47
227,2,0:46.0,,D. Rose enters the game for R. Covington,50,47
228,2,0:31.0,,K. Towns makes 2-pt jump shot from 12 ft (assist by A. Wiggins),50,49
229,2,0:15.0,Turnover by Z. LaVine (back court),,50,49
230,2,0:00.0,,A. Wiggins misses 2-pt jump shot from 11 ft,50,49
231,2,0:00.0,Defensive rebound by J. Parker,,50,49
232,3,11:48.0,,A. Wiggins misses 2-pt jump shot from 23 ft,50,49
233,3,11:46.0,Defensive rebound by J. Parker,,50,49
234,3,11:23.0,Turnover by Team (shot clock),,50,49
235,3,11:10.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),50,51
236,3,10:59.0,Z. LaVine misses 2-pt layup from 2 ft,,50,51
237,3,10:57.0,,Defensive rebound by K. Towns,50,51
238,3,10:52.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by R. Covington),50,54
239,3,10:35.0,Z. LaVine misses 3-pt jump shot from 26 ft,,50,54
240,3,10:31.0,,Defensive rebound by J. Teague,50,54
241,3,10:25.0,,J. Teague misses 3-pt jump shot from 25 ft,50,54
242,3,10:23.0,Defensive rebound by Z. LaVine,,50,54
243,3,10:17.0,J. Parker makes 3-pt jump shot from 22 ft (assist by Z. LaVine),,53,54
244,3,9:52.0,,R. Covington makes 2-pt layup from 2 ft (assist by K. Towns),53,56
245,3,9:42.0,Turnover by Z. LaVine (bad pass; steal by R. Covington),,53,56
246,3,9:32.0,,Turnover by A. Wiggins (traveling),53,56
247,3,9:20.0,R. Arcidiacono misses 3-pt jump shot from 24 ft,,53,56
248,3,9:18.0,Offensive rebound by W. Carter,,53,56
249,3,9:18.0,Shooting foul by R. Covington (drawn by W. Carter),,53,56
250,3,9:18.0,W. Carter makes free throw 1 of 2,,54,56
251,3,9:18.0,W. Carter makes free throw 2 of 2,,55,56
252,3,9:02.0,,K. Towns makes 2-pt jump shot from 4 ft (assist by T. Gibson),55,58
253,3,8:53.0,J. Parker misses 2-pt jump shot from 20 ft,,55,58
254,3,8:51.0,,Defensive rebound by R. Covington,55,58
255,3,8:45.0,,R. Covington misses 2-pt layup from 3 ft,55,58
256,3,8:41.0,,Offensive rebound by R. Covington,55,58
257,3,8:41.0,,R. Covington misses 2-pt layup at rim,55,58
258,3,8:40.0,Defensive rebound by J. Parker,,55,58
259,3,8:37.0,Z. LaVine makes 2-pt layup at rim (assist by J. Parker),,57,58
260,3,8:24.0,,T. Gibson makes 2-pt layup from 3 ft (assist by J. Teague),57,60
261,3,8:13.0,J. Parker makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,60,60
262,3,7:57.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),60,63
263,3,7:33.0,Z. LaVine misses 2-pt jump shot from 21 ft,,60,63
264,3,7:33.0,,Defensive rebound by K. Towns,60,63
265,3,7:24.0,,J. Teague makes 2-pt jump shot from 8 ft,60,65
266,3,7:24.0,,Shooting foul by R. Arcidiacono (drawn by J. Teague),60,65
267,3,7:24.0,,J. Teague makes free throw 1 of 1,60,66
268,3,7:16.0,J. Parker makes 2-pt jump shot from 13 ft (assist by R. Arcidiacono),,62,66
269,3,7:02.0,,K. Towns makes 2-pt dunk from 2 ft,62,68
270,3,6:48.0,J. Holiday makes 2-pt jump shot from 17 ft (assist by W. Carter),,64,68
271,3,6:41.0,,Personal foul by J. Parker (drawn by T. Gibson),64,68
272,3,6:41.0,,Minnesota full timeout,64,68
273,3,6:41.0,R. Lopez enters the game for W. Carter,,64,68
274,3,6:25.0,,T. Gibson misses 2-pt jump shot from 16 ft,64,68
275,3,6:22.0,,Offensive rebound by K. Towns,64,68
276,3,6:18.0,,R. Covington misses 3-pt jump shot from 22 ft,64,68
277,3,6:15.0,,Offensive rebound by K. Towns,64,68
278,3,6:13.0,,Turnover by K. Towns (bad pass; steal by J. Parker),64,68
279,3,6:07.0,J. Parker makes 3-pt jump shot from 23 ft (assist by J. Holiday),,67,68
280,3,5:53.0,,K. Towns misses 3-pt jump shot from 25 ft,67,68
281,3,5:49.0,Defensive rebound by R. Arcidiacono,,67,68
282,3,5:42.0,J. Parker misses 3-pt jump shot from 25 ft,,67,68
283,3,5:42.0,,Defensive rebound by Team,67,68
284,3,5:42.0,,D. Rose enters the game for R. Covington,67,68
285,3,5:26.0,,Turnover by K. Towns (bad pass; steal by R. Arcidiacono),67,68
286,3,5:19.0,J. Holiday misses 3-pt jump shot from 24 ft,,67,68
287,3,5:15.0,,Defensive rebound by K. Towns,67,68
288,3,5:01.0,,Personal foul by R. Lopez (drawn by K. Towns),67,68
289,3,5:01.0,A. Blakeney enters the game for J. Parker,,67,68
290,3,4:58.0,,D. Rose makes 2-pt layup from 3 ft,67,70
291,3,4:58.0,,Shooting foul by R. Lopez (drawn by D. Rose),67,70
292,3,4:58.0,,D. Rose makes free throw 1 of 1,67,71
293,3,4:38.0,A. Blakeney misses 3-pt jump shot from 23 ft,,67,71
294,3,4:35.0,,Defensive rebound by K. Towns,67,71
295,3,4:26.0,,K. Towns misses 3-pt jump shot from 25 ft,67,71
296,3,4:23.0,Defensive rebound by A. Blakeney,,67,71
297,3,4:17.0,Shooting foul by K. Towns (drawn by A. Blakeney),,67,71
298,3,4:17.0,A. Blakeney makes free throw 1 of 2,,68,71
299,3,4:17.0,A. Blakeney makes free throw 2 of 2,,69,71
300,3,4:06.0,,D. Rose makes 2-pt jump shot from 15 ft,69,73
301,3,3:49.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,69,73
302,3,3:48.0,Offensive rebound by Team,,69,73
303,3,3:48.0,,Loose ball foul by K. Towns (drawn by R. Lopez),69,73
304,3,3:48.0,S. Harrison enters the game for R. Arcidiacono,,69,73
305,3,3:42.0,Z. LaVine makes 2-pt layup from 1 ft,,71,73
306,3,3:42.0,Shooting foul by J. Teague (drawn by Z. LaVine),,71,73
307,3,3:42.0,Z. LaVine makes free throw 1 of 1,,72,73
308,3,3:26.0,,K. Towns makes 2-pt dunk from 2 ft (assist by J. Teague),72,75
309,3,3:08.0,Shooting foul by T. Gibson (drawn by S. Harrison),,72,75
310,3,3:08.0,S. Harrison misses free throw 1 of 2,,72,75
311,3,3:08.0,Offensive rebound by Team,,72,75
312,3,3:08.0,,D. Šarić enters the game for T. Gibson,72,75
313,3,3:08.0,S. Harrison misses free throw 2 of 2,,72,75
314,3,3:05.0,,Defensive rebound by K. Towns,72,75
315,3,2:51.0,,A. Wiggins misses 3-pt jump shot from 25 ft,72,75
316,3,2:48.0,,Offensive rebound by D. Šarić,72,75
317,3,2:48.0,,D. Šarić makes 2-pt layup from 2 ft,72,77
318,3,2:48.0,Chicago full timeout,,72,77
319,3,2:48.0,J. Parker enters the game for Z. LaVine,,72,77
320,3,2:38.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by S. Harrison),,75,77
321,3,2:20.0,,D. Rose makes 2-pt layup from 3 ft,75,79
322,3,2:08.0,J. Parker misses 2-pt jump shot from 14 ft,,75,79
323,3,2:04.0,,Defensive rebound by D. Šarić,75,79
324,3,1:53.0,,D. Šarić misses 2-pt layup from 2 ft,75,79
325,3,1:51.0,Defensive rebound by J. Holiday,,75,79
326,3,1:46.0,J. Parker makes 2-pt layup from 1 ft (assist by J. Holiday),,77,79
327,3,1:28.0,,D. Rose makes 3-pt jump shot from 24 ft (assist by K. Towns),77,82
328,3,1:02.0,J. Holiday misses 2-pt jump shot from 10 ft,,77,82
329,3,1:02.0,Offensive rebound by Team,,77,82
330,3,1:02.0,,Loose ball foul by K. Towns (drawn by R. Lopez),77,82
331,3,1:02.0,R. Lopez makes free throw 1 of 2,,78,82
332,3,1:02.0,,G. Dieng enters the game for J. Teague,78,82
333,3,1:02.0,,T. Jones enters the game for K. Towns,78,82
334,3,1:02.0,R. Lopez makes free throw 2 of 2,,79,82
335,3,0:47.0,,A. Wiggins misses 2-pt jump shot from 19 ft,79,82
336,3,0:43.0,,Offensive rebound by D. Šarić,79,82
337,3,0:41.0,,Turnover by D. Šarić (bad pass; steal by S. Harrison),79,82
338,3,0:30.0,J. Parker misses 2-pt jump shot from 14 ft,,79,82
339,3,0:26.0,,Defensive rebound by T. Jones,79,82
340,3,0:04.0,,T. Jones makes 2-pt jump shot from 13 ft,79,84
341,3,0:00.0,A. Blakeney misses 2-pt jump shot from 10 ft,,79,84
342,3,0:00.0,Offensive rebound by Team,,79,84
343,4,11:50.0,Turnover by R. Lopez (bad pass; steal by T. Jones),,79,84
344,4,11:44.0,,D. Šarić makes 2-pt dunk from 1 ft (assist by T. Jones),79,86
345,4,11:19.0,S. Harrison misses 2-pt layup from 2 ft (block by R. Covington),,79,86
346,4,11:17.0,,Defensive rebound by D. Šarić,79,86
347,4,11:09.0,,G. Dieng misses 2-pt jump shot from 16 ft,79,86
348,4,11:05.0,Defensive rebound by S. Harrison,,79,86
349,4,11:02.0,Personal foul by G. Dieng (drawn by R. Lopez),,79,86
350,4,10:53.0,R. Lopez makes 2-pt layup from 2 ft (assist by J. Parker),,81,86
351,4,10:29.0,,G. Dieng misses 2-pt layup from 3 ft (block by R. Lopez),81,86
352,4,10:29.0,,Offensive rebound by Team,81,86
353,4,10:27.0,,G. Dieng misses 3-pt jump shot from 25 ft,81,86
354,4,10:27.0,Defensive rebound by Z. LaVine,,81,86
355,4,10:10.0,S. Harrison misses 2-pt layup from 3 ft (block by G. Dieng),,81,86
356,4,10:08.0,,Defensive rebound by T. Jones,81,86
357,4,9:55.0,,G. Dieng misses 2-pt jump shot from 20 ft,81,86
358,4,9:55.0,Defensive rebound by A. Blakeney,,81,86
359,4,9:38.0,Turnover by J. Parker (bad pass; steal by T. Jones),,81,86
360,4,9:32.0,,D. Rose makes 2-pt layup from 2 ft (assist by T. Jones),81,88
361,4,9:32.0,Chicago full timeout,,81,88
362,4,9:32.0,R. Arcidiacono enters the game for A. Blakeney,,81,88
363,4,9:32.0,W. Carter enters the game for S. Harrison,,81,88
364,4,9:32.0,J. Holiday enters the game for R. Lopez,,81,88
365,4,9:32.0,,K. Towns enters the game for G. Dieng,81,88
366,4,9:21.0,W. Carter misses 2-pt jump shot from 14 ft,,81,88
367,4,9:18.0,,Defensive rebound by K. Towns,81,88
368,4,9:05.0,,D. Šarić misses 2-pt layup from 4 ft,81,88
369,4,9:02.0,Defensive rebound by W. Carter,,81,88
370,4,8:47.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,81,88
371,4,8:45.0,,Defensive rebound by T. Jones,81,88
372,4,8:28.0,,K. Towns misses 3-pt jump shot from 22 ft,81,88
373,4,8:27.0,Defensive rebound by Team,,81,88
374,4,8:27.0,,Loose ball foul by D. Šarić (drawn by J. Parker),81,88
375,4,8:27.0,A. Blakeney enters the game for J. Parker,,81,88
376,4,8:16.0,Z. LaVine misses 3-pt jump shot from 25 ft,,81,88
377,4,8:16.0,,Defensive rebound by Team,81,88
378,4,8:08.0,,Shooting foul by W. Carter (drawn by K. Towns),81,88
379,4,8:08.0,,K. Towns makes free throw 1 of 2,81,89
380,4,8:08.0,,K. Towns makes free throw 2 of 2,81,90
381,4,7:55.0,J. Holiday misses 3-pt jump shot from 25 ft,,81,90
382,4,7:53.0,,Defensive rebound by R. Covington,81,90
383,4,7:36.0,,K. Towns misses 2-pt hook shot from 8 ft,81,90
384,4,7:34.0,Defensive rebound by W. Carter,,81,90
385,4,7:27.0,W. Carter misses 3-pt jump shot from 25 ft,,81,90
386,4,7:24.0,,Defensive rebound by D. Šarić,81,90
