,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
37,1,6:50.0,,D. Dotson misses 3-pt jump shot from 28 ft,10,16
38,1,6:48.0,,Offensive rebound by M. Robinson,10,16
39,1,6:46.0,,M. Robinson misses 2-pt layup from 2 ft,10,16
40,1,6:45.0,Defensive rebound by K. Thompson,,10,16
41,1,6:38.0,K. Thompson makes 2-pt jump shot from 18 ft,,12,16
42,1,6:18.0,,Turnover by D. Dotson (bad pass),12,16
43,1,6:18.0,,New York full timeout,12,16
44,1,6:06.0,Turnover by K. Thompson (out of bounds lost ball),,12,16
45,1,5:50.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,12,16
46,1,5:48.0,Defensive rebound by K. Durant,,12,16
47,1,5:39.0,Turnover by K. Durant (lost ball; steal by N. Vonleh),,12,16
48,1,5:35.0,,Offensive foul by N. Vonleh (drawn by S. Curry),12,16
49,1,5:35.0,,Turnover by N. Vonleh (offensive foul),12,16
50,1,5:35.0,K. Looney enters the game for D. Green,,12,16
51,1,5:25.0,S. Curry makes 3-pt jump shot from 25 ft,,15,16
52,1,5:10.0,,Turnover by M. Robinson (out of bounds lost ball),15,16
53,1,5:10.0,J. Bell enters the game for D. Jones,,15,16
54,1,5:10.0,,E. Freedom enters the game for N. Vonleh,15,16
55,1,4:56.0,S. Curry makes 3-pt jump shot from 22 ft (assist by K. Looney),,18,16
56,1,4:41.0,,Personal foul by S. Curry (drawn by F. Ntilikina),18,16
57,1,4:41.0,A. Iguodala enters the game for K. Thompson,,18,16
58,1,4:41.0,,M. Hezonja enters the game for M. Robinson,18,16
59,1,4:33.0,,T. Hardaway misses 3-pt jump shot from 28 ft,18,16
60,1,4:31.0,,Offensive rebound by D. Dotson,18,16
61,1,4:28.0,,D. Dotson misses 2-pt layup from 2 ft,18,16
62,1,4:26.0,Defensive rebound by J. Bell,,18,16
63,1,4:20.0,S. Curry makes 2-pt layup at rim,,20,16
64,1,4:00.0,,M. Hezonja misses 2-pt layup from 2 ft,20,16
65,1,3:58.0,,Offensive rebound by E. Freedom,20,16
66,1,3:55.0,,E. Freedom misses 2-pt jump shot from 10 ft,20,16
67,1,3:53.0,Defensive rebound by K. Durant,,20,16
68,1,3:49.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,23,16
69,1,3:26.0,,D. Dotson misses 2-pt layup from 1 ft (block by A. Iguodala),23,16
70,1,3:24.0,Defensive rebound by S. Curry,,23,16
71,1,3:19.0,S. Curry misses 3-pt jump shot from 30 ft,,23,16
72,1,3:17.0,,Defensive rebound by F. Ntilikina,23,16
73,1,2:57.0,,M. Hezonja misses 3-pt jump shot from 23 ft,23,16
74,1,2:55.0,Defensive rebound by A. Iguodala,,23,16
75,1,2:44.0,S. Curry misses 2-pt jump shot from 21 ft,,23,16
76,1,2:41.0,,Defensive rebound by M. Hezonja,23,16
77,1,2:33.0,,M. Hezonja makes 2-pt layup from 2 ft,23,18
78,1,2:28.0,Golden State full timeout,,23,18
79,1,2:28.0,,Technical foul by D. Cousins,23,18
80,1,2:28.0,S. Livingston enters the game for K. Durant,,23,18
81,1,2:28.0,,T. Burke enters the game for D. Dotson,23,18
82,1,2:28.0,,L. Thomas enters the game for F. Ntilikina,23,18
83,1,2:28.0,,T. Hardaway makes technical free throw,23,19
84,1,2:18.0,A. Iguodala misses 2-pt jump shot from 16 ft,,23,19
85,1,2:16.0,,Defensive rebound by E. Freedom,23,19
86,1,2:06.0,,Turnover by T. Burke (bad pass; steal by J. Bell),23,19
87,1,2:02.0,S. Curry misses 3-pt jump shot from 25 ft,,23,19
88,1,2:00.0,,Defensive rebound by M. Hezonja,23,19
89,1,1:39.0,,T. Hardaway misses 3-pt jump shot from 27 ft,23,19
90,1,1:37.0,Defensive rebound by J. Bell,,23,19
91,1,1:26.0,Shooting foul by E. Freedom (drawn by K. Looney),,23,19
92,1,1:26.0,,A. Trier enters the game for T. Hardaway,23,19
93,1,1:26.0,K. Looney makes free throw 1 of 2,,24,19
94,1,1:26.0,K. Looney makes free throw 2 of 2,,25,19
95,1,1:10.0,,L. Thomas makes 2-pt jump shot from 21 ft (assist by T. Burke),25,21
96,1,0:47.0,Turnover by J. Bell (3 sec),,25,21
97,1,0:29.0,,E. Freedom misses 2-pt jump shot from 7 ft,25,21
98,1,0:29.0,,Offensive rebound by E. Freedom,25,21
99,1,0:29.0,,E. Freedom makes 2-pt layup from 1 ft,25,23
100,1,0:06.0,S. Livingston misses 2-pt jump shot from 17 ft,,25,23
101,1,0:04.0,,Defensive rebound by E. Freedom,25,23
102,1,0:00.0,,T. Burke makes 2-pt layup from 1 ft,25,25
103,2,11:42.0,K. Thompson misses 2-pt jump shot from 11 ft,,25,25
104,2,11:40.0,,Defensive rebound by T. Burke,25,25
105,2,11:27.0,,M. Hezonja makes 2-pt layup from 5 ft (assist by E. Freedom),25,27
106,2,11:18.0,K. Thompson misses 2-pt jump shot from 7 ft,,25,27
107,2,11:16.0,,Defensive rebound by E. Freedom,25,27
108,2,11:13.0,,Personal foul by J. Jerebko (drawn by E. Freedom),25,27
109,2,11:00.0,,Turnover by E. Freedom (bad pass; steal by S. Livingston),25,27
110,2,10:56.0,K. Thompson makes 2-pt dunk from 1 ft (assist by S. Livingston),,27,27
111,2,10:36.0,,A. Trier misses 2-pt layup from 1 ft,27,27
112,2,10:35.0,,Offensive rebound by Team,27,27
113,2,10:35.0,Loose ball foul by J. Jerebko (drawn by E. Freedom),,27,27
114,2,10:26.0,,M. Hezonja misses 3-pt jump shot from 23 ft,27,27
115,2,10:24.0,Defensive rebound by S. Livingston,,27,27
116,2,10:11.0,K. Thompson misses 3-pt jump shot from 23 ft,,27,27
117,2,10:09.0,,Defensive rebound by L. Thomas,27,27
118,2,9:54.0,,E. Freedom makes 2-pt dunk at rim (assist by M. Hezonja),27,29
119,2,9:36.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,29,29
120,2,9:19.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Freedom),29,31
121,2,9:11.0,Personal foul by T. Burke (drawn by S. Livingston),,29,31
122,2,9:04.0,K. Thompson misses 2-pt jump shot from 20 ft,,29,31
123,2,9:02.0,,Defensive rebound by E. Freedom,29,31
124,2,8:50.0,,L. Thomas misses 3-pt jump shot from 24 ft,29,31
125,2,8:48.0,Defensive rebound by J. Jerebko,,29,31
126,2,8:42.0,J. Jerebko misses 3-pt jump shot from 26 ft,,29,31
127,2,8:40.0,,Defensive rebound by M. Hezonja,29,31
128,2,8:32.0,,Turnover by M. Hezonja (lost ball; steal by D. Green),29,31
129,2,8:28.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,31,31
130,2,8:05.0,,E. Freedom misses 2-pt hook shot from 5 ft,31,31
131,2,8:03.0,Defensive rebound by K. Thompson,,31,31
132,2,7:56.0,D. Green makes 2-pt jump shot from 17 ft (assist by K. Thompson),,33,31
133,2,7:49.0,,New York full timeout,33,31
134,2,7:49.0,K. Durant enters the game for A. Iguodala,,33,31
135,2,7:36.0,,A. Trier misses 2-pt layup from 3 ft,33,31
136,2,7:35.0,Defensive rebound by K. Thompson,,33,31
137,2,7:24.0,K. Thompson makes 2-pt layup from 2 ft,,35,31
138,2,7:09.0,,E. Freedom makes 2-pt dunk from 2 ft,35,33
139,2,6:51.0,D. Green makes 3-pt jump shot from 25 ft,,38,33
140,2,6:38.0,,T. Burke misses 2-pt layup from 10 ft,38,33
141,2,6:36.0,Defensive rebound by J. Jerebko,,38,33
142,2,6:25.0,J. Jerebko makes 2-pt jump shot from 14 ft (assist by K. Thompson),,40,33
143,2,6:03.0,,T. Burke misses 3-pt jump shot from 26 ft,40,33
144,2,6:01.0,Defensive rebound by J. Jerebko,,40,33
145,2,5:56.0,Turnover by K. Durant (palming),,40,33
146,2,5:56.0,S. Curry enters the game for K. Thompson,,40,33
147,2,5:56.0,,T. Hardaway enters the game for T. Burke,40,33
148,2,5:56.0,,F. Ntilikina enters the game for A. Trier,40,33
149,2,5:44.0,,Turnover by F. Ntilikina (traveling),40,33
150,2,5:44.0,D. Jones enters the game for D. Green,,40,33
151,2,5:44.0,,N. Vonleh enters the game for M. Hezonja,40,33
152,2,5:38.0,Personal foul by L. Thomas (drawn by K. Durant),,40,33
153,2,5:38.0,,D. Dotson enters the game for L. Thomas,40,33
154,2,5:34.0,Personal foul by F. Ntilikina (drawn by S. Curry),,40,33
155,2,5:34.0,A. Iguodala enters the game for S. Livingston,,40,33
156,2,5:28.0,J. Jerebko misses 2-pt jump shot from 20 ft,,40,33
157,2,5:26.0,,Defensive rebound by E. Freedom,40,33
158,2,5:07.0,,D. Dotson misses 3-pt jump shot from 26 ft,40,33
159,2,5:05.0,,Offensive rebound by E. Freedom,40,33
160,2,5:00.0,,Turnover by E. Freedom (bad pass),40,33
161,2,5:00.0,,M. Robinson enters the game for E. Freedom,40,33
162,2,4:56.0,K. Durant makes 2-pt jump shot from 2 ft,,42,33
163,2,4:56.0,Shooting foul by M. Robinson (drawn by K. Durant),,42,33
164,2,4:56.0,K. Durant makes free throw 1 of 1,,43,33
165,2,4:39.0,,Personal foul by J. Jerebko (drawn by T. Hardaway),43,33
166,2,4:39.0,D. Green enters the game for J. Jerebko,,43,33
167,2,4:32.0,,F. Ntilikina makes 3-pt jump shot from 23 ft (assist by T. Hardaway),43,36
168,2,4:22.0,K. Durant makes 3-pt jump shot from 27 ft,,46,36
169,2,4:10.0,,D. Dotson misses 3-pt jump shot from 22 ft,46,36
170,2,4:08.0,Defensive rebound by A. Iguodala,,46,36
171,2,4:04.0,S. Curry misses 3-pt jump shot from 29 ft,,46,36
172,2,4:02.0,Offensive rebound by K. Durant,,46,36
173,2,3:59.0,D. Green misses 3-pt jump shot from 26 ft,,46,36
174,2,3:57.0,,Defensive rebound by D. Dotson,46,36
175,2,3:44.0,,T. Hardaway misses 3-pt jump shot from 28 ft,46,36
176,2,3:43.0,Defensive rebound by Team,,46,36
177,2,3:43.0,K. Thompson enters the game for D. Jones,,46,36
178,2,3:38.0,K. Thompson misses 2-pt jump shot from 17 ft,,46,36
179,2,3:36.0,,Defensive rebound by Team,46,36
180,2,3:21.0,,D. Dotson misses 3-pt jump shot from 25 ft,46,36
181,2,3:19.0,Defensive rebound by K. Durant,,46,36
182,2,3:14.0,K. Durant makes 2-pt layup from 4 ft,,48,36
183,2,3:07.0,,New York full timeout,48,36
184,2,3:07.0,,Technical foul by M. Robinson,48,36
185,2,3:07.0,S. Curry makes technical free throw,,49,36
186,2,3:01.0,,Personal foul by K. Thompson (drawn by T. Hardaway),49,36
187,2,2:49.0,,F. Ntilikina makes 2-pt jump shot from 11 ft,49,38
188,2,2:31.0,S. Curry misses 2-pt layup from 4 ft (block by N. Vonleh),,49,38
189,2,2:29.0,,Defensive rebound by D. Dotson,49,38
190,2,2:25.0,,T. Hardaway misses 2-pt layup from 4 ft (block by D. Green),49,38
191,2,2:24.0,,Offensive rebound by Team,49,38
192,2,2:20.0,,Shooting foul by S. Curry (drawn by F. Ntilikina),49,38
193,2,2:20.0,,F. Ntilikina makes free throw 1 of 2,49,39
194,2,2:20.0,,F. Ntilikina makes free throw 2 of 2,49,40
195,2,1:59.0,K. Durant makes 2-pt jump shot from 20 ft,,51,40
196,2,1:45.0,,Shooting foul by A. Iguodala (drawn by N. Vonleh),51,40
197,2,1:45.0,,N. Vonleh makes free throw 1 of 2,51,41
198,2,1:45.0,,N. Vonleh makes free throw 2 of 2,51,42
199,2,1:26.0,K. Durant misses 2-pt jump shot from 11 ft,,51,42
200,2,1:24.0,,Defensive rebound by N. Vonleh,51,42
201,2,1:19.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by T. Hardaway),51,45
202,2,1:07.0,Turnover by D. Green (bad pass; steal by M. Robinson),,51,45
203,2,1:02.0,,T. Hardaway misses 3-pt jump shot from 25 ft,51,45
204,2,1:00.0,Defensive rebound by Team,,51,45
205,2,1:00.0,,Loose ball foul by N. Vonleh (drawn by D. Green),51,45
206,2,1:00.0,,L. Thomas enters the game for N. Vonleh,51,45
207,2,1:00.0,D. Green makes free throw 1 of 2,,52,45
208,2,1:00.0,D. Green makes free throw 2 of 2,,53,45
209,2,0:52.0,,F. Ntilikina makes 3-pt jump shot from 25 ft,53,48
210,2,0:35.0,K. Thompson misses 2-pt layup from 1 ft,,53,48
211,2,0:33.0,,Defensive rebound by T. Hardaway,53,48
212,2,0:29.0,,T. Hardaway makes 3-pt jump shot from 24 ft,53,51
213,2,0:09.0,K. Thompson misses 3-pt jump shot from 25 ft,,53,51
214,2,0:07.0,,Defensive rebound by D. Dotson,53,51
215,2,0:02.0,,T. Hardaway makes 2-pt layup from 2 ft,53,53
216,3,11:43.0,Turnover by D. Green (bad pass; steal by M. Robinson),,53,53
217,3,11:22.0,,F. Ntilikina makes 2-pt jump shot from 11 ft,53,55
218,3,11:03.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Jones),,55,55
219,3,10:54.0,,Shooting foul by K. Thompson (drawn by T. Hardaway),55,55
220,3,10:54.0,,T. Hardaway makes free throw 1 of 2,55,56
221,3,10:54.0,,T. Hardaway misses free throw 2 of 2,55,56
222,3,10:52.0,Defensive rebound by D. Green,,55,56
223,3,10:44.0,Personal foul by T. Hardaway (drawn by K. Durant),,55,56
224,3,10:38.0,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),,58,56
225,3,10:18.0,,T. Hardaway makes 2-pt jump shot from 15 ft,58,58
226,3,10:04.0,D. Green makes 2-pt layup at rim,,60,58
227,3,9:53.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),60,61
228,3,9:41.0,Turnover by S. Curry (bad pass; steal by D. Dotson),,60,61
229,3,9:37.0,,D. Dotson makes 2-pt jump shot from 23 ft,60,63
230,3,9:11.0,K. Durant misses 2-pt jump shot from 11 ft,,60,63
231,3,9:09.0,,Defensive rebound by M. Robinson,60,63
232,3,9:02.0,,F. Ntilikina misses 3-pt jump shot from 23 ft,60,63
233,3,9:01.0,,Offensive rebound by M. Robinson,60,63
234,3,9:00.0,,Shooting foul by D. Green (drawn by M. Robinson),60,63
235,3,9:00.0,,M. Robinson misses free throw 1 of 2,60,63
236,3,9:00.0,,Offensive rebound by Team,60,63
237,3,9:00.0,,M. Robinson makes free throw 2 of 2,60,64
238,3,8:51.0,S. Curry makes 2-pt layup from 2 ft,,62,64
239,3,8:46.0,,Personal foul by D. Green (drawn by D. Dotson),62,64
240,3,8:41.0,,T. Hardaway misses 2-pt jump shot from 19 ft,62,64
241,3,8:39.0,,Offensive rebound by M. Robinson,62,64
242,3,8:37.0,,M. Robinson makes 2-pt layup from 1 ft,62,66
243,3,8:32.0,Turnover by D. Green (bad pass),,62,66
244,3,8:19.0,,Turnover by F. Ntilikina (bad pass; steal by D. Jones),62,66
245,3,8:18.0,Personal foul by N. Vonleh (drawn by D. Jones),,62,66
246,3,8:10.0,D. Green makes 2-pt layup from 1 ft,,64,66
247,3,8:10.0,,Violation by Team (def goaltending),64,66
248,3,7:47.0,,F. Ntilikina makes 2-pt layup from 1 ft (assist by N. Vonleh),64,68
249,3,7:31.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,67,68
250,3,7:20.0,,T. Hardaway makes 2-pt layup from 1 ft,67,70
251,3,7:05.0,Turnover by S. Curry (lost ball; steal by F. Ntilikina),,67,70
252,3,7:03.0,,T. Hardaway makes 2-pt dunk from 1 ft,67,72
253,3,7:03.0,Golden State full timeout,,67,72
254,3,7:03.0,K. Looney enters the game for D. Green,,67,72
255,3,7:03.0,,T. Burke enters the game for F. Ntilikina,67,72
256,3,6:43.0,Turnover by K. Durant (bad pass),,67,72
257,3,6:43.0,J. Bell enters the game for D. Jones,,67,72
258,3,6:27.0,,T. Hardaway misses 2-pt jump shot from 19 ft,67,72
259,3,6:25.0,Defensive rebound by K. Durant,,67,72
260,3,6:17.0,Turnover by K. Thompson (bad pass; steal by N. Vonleh),,67,72
261,3,6:05.0,,M. Robinson makes 2-pt dunk at rim (assist by N. Vonleh),67,74
262,3,5:51.0,S. Curry misses 2-pt layup from 1 ft,,67,74
263,3,5:49.0,,Defensive rebound by T. Hardaway,67,74
264,3,5:25.0,,N. Vonleh misses 2-pt layup from 2 ft,67,74
265,3,5:23.0,Defensive rebound by K. Looney,,67,74
266,3,5:14.0,K. Thompson misses 2-pt jump shot from 21 ft,,67,74
267,3,5:12.0,,Defensive rebound by N. Vonleh,67,74
268,3,4:53.0,,Turnover by Team (shot clock),67,74
269,3,4:53.0,,E. Freedom enters the game for N. Vonleh,67,74
270,3,4:31.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),,69,74
271,3,4:06.0,,T. Burke misses 3-pt jump shot from 24 ft,69,74
272,3,4:05.0,,Offensive rebound by E. Freedom,69,74
273,3,4:04.0,,E. Freedom makes 2-pt layup from 2 ft,69,76
274,3,3:50.0,K. Durant misses 2-pt layup from 6 ft,,69,76
275,3,3:48.0,,Defensive rebound by M. Robinson,69,76
276,3,3:37.0,,T. Burke misses 3-pt jump shot from 26 ft,69,76
277,3,3:36.0,,Offensive rebound by D. Dotson,69,76
278,3,3:25.0,,E. Freedom misses 2-pt hook shot from 3 ft,69,76
279,3,3:22.0,Defensive rebound by S. Curry,,69,76
280,3,3:14.0,S. Curry misses 3-pt jump shot from 26 ft,,69,76
281,3,3:12.0,,Defensive rebound by T. Burke,69,76
282,3,3:09.0,,D. Dotson makes 2-pt layup from 1 ft (assist by T. Burke),69,78
283,3,3:09.0,Golden State full timeout,,69,78
284,3,3:09.0,A. Iguodala enters the game for J. Bell,,69,78
285,3,3:09.0,J. Jerebko enters the game for K. Durant,,69,78
286,3,3:09.0,A. McKinnie enters the game for K. Thompson,,69,78
287,3,3:09.0,,M. Hezonja enters the game for D. Dotson,69,78
288,3,3:09.0,,L. Thomas enters the game for M. Robinson,69,78
289,3,2:55.0,S. Curry makes 2-pt jump shot from 19 ft (assist by K. Looney),,71,78
290,3,2:40.0,,T. Hardaway misses 3-pt jump shot from 28 ft,71,78
291,3,2:38.0,Defensive rebound by S. Curry,,71,78
292,3,2:35.0,Turnover by K. Looney (step out of bounds),,71,78
293,3,2:11.0,,Turnover by L. Thomas (lost ball; steal by S. Curry),71,78
294,3,2:04.0,S. Curry misses 3-pt jump shot from 27 ft,,71,78
295,3,2:02.0,Offensive rebound by A. McKinnie,,71,78
296,3,1:59.0,A. McKinnie misses 2-pt layup from 2 ft,,71,78
297,3,1:57.0,,Defensive rebound by E. Freedom,71,78
298,3,1:51.0,,T. Hardaway makes 3-pt jump shot from 29 ft,71,81
299,3,1:37.0,K. Looney makes 2-pt layup from 1 ft (assist by A. Iguodala),,73,81
300,3,1:37.0,Shooting foul by E. Freedom (drawn by K. Looney),,73,81
301,3,1:37.0,K. Looney makes free throw 1 of 1,,74,81
302,3,1:25.0,,Personal foul by K. Looney (drawn by E. Freedom),74,81
303,3,1:20.0,,M. Hezonja misses 3-pt jump shot from 25 ft,74,81
304,3,1:18.0,Defensive rebound by J. Jerebko,,74,81
305,3,1:08.0,J. Jerebko misses 2-pt layup from 2 ft,,74,81
306,3,1:07.0,Offensive rebound by K. Looney,,74,81
307,3,1:07.0,K. Looney makes 2-pt layup from 1 ft,,76,81
308,3,0:51.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by L. Thomas),76,84
309,3,0:45.0,J. Jerebko makes 3-pt jump shot from 27 ft (assist by S. Curry),,79,84
310,3,0:33.0,,L. Thomas misses 2-pt jump shot from 21 ft,79,84
311,3,0:28.0,Defensive rebound by A. Iguodala,,79,84
312,3,0:24.0,Shooting foul by T. Hardaway (drawn by S. Curry),,79,84
313,3,0:24.0,J. Bell enters the game for J. Jerebko,,79,84
314,3,0:24.0,,A. Trier enters the game for E. Freedom,79,84
315,3,0:24.0,S. Curry makes free throw 1 of 2,,80,84
316,3,0:24.0,S. Curry makes free throw 2 of 2,,81,84
317,3,0:00.0,,T. Burke misses 3-pt jump shot from 27 ft,81,84
318,3,0:00.0,,Offensive rebound by Team,81,84
319,4,11:40.0,,T. Burke makes 3-pt jump shot from 27 ft (assist by M. Hezonja),81,87
320,4,11:26.0,Personal foul by L. Thomas (drawn by K. Durant),,81,87
321,4,11:20.0,K. Durant makes 3-pt jump shot from 26 ft,,84,87
322,4,10:58.0,,M. Hezonja misses 3-pt jump shot from 25 ft,84,87
323,4,10:56.0,Defensive rebound by J. Jerebko,,84,87
324,4,10:49.0,K. Durant misses 3-pt jump shot from 26 ft,,84,87
325,4,10:47.0,,Defensive rebound by E. Freedom,84,87
326,4,10:41.0,,Shooting foul by J. Jerebko (drawn by T. Burke),84,87
327,4,10:41.0,,T. Burke misses free throw 1 of 2,84,87
328,4,10:41.0,,Offensive rebound by Team,84,87
329,4,10:41.0,,T. Burke makes free throw 2 of 2,84,88
330,4,10:28.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,86,88
331,4,10:19.0,,T. Burke makes 2-pt layup from 4 ft,86,90
332,4,10:19.0,,Shooting foul by A. Iguodala (drawn by T. Burke),86,90
333,4,10:19.0,,T. Burke makes free throw 1 of 1,86,91
334,4,9:55.0,K. Thompson misses 2-pt jump shot from 19 ft,,86,91
335,4,9:53.0,,Defensive rebound by E. Freedom,86,91
336,4,9:48.0,,M. Hezonja misses 2-pt layup from 1 ft (block by A. Iguodala),86,91
337,4,9:47.0,,Offensive rebound by Team,86,91
338,4,9:39.0,,Turnover by A. Trier (bad pass; steal by K. Thompson),86,91
339,4,9:28.0,K. Thompson misses 3-pt jump shot from 26 ft,,86,91
340,4,9:26.0,,Defensive rebound by E. Freedom,86,91
341,4,9:17.0,,E. Freedom misses 2-pt jump shot from 16 ft,86,91
342,4,9:15.0,Defensive rebound by J. Jerebko,,86,91
343,4,9:09.0,K. Durant makes 2-pt layup from 4 ft,,88,91
344,4,9:09.0,Shooting foul by E. Freedom (drawn by K. Durant),,88,91
345,4,9:09.0,K. Durant makes free throw 1 of 1,,89,91
346,4,8:59.0,,Offensive foul by E. Freedom (drawn by K. Thompson),89,91
347,4,8:59.0,,Turnover by E. Freedom (offensive foul),89,91
348,4,8:41.0,D. Green makes 2-pt layup from 1 ft (assist by K. Durant),,91,91
349,4,8:24.0,,T. Burke misses 2-pt jump shot from 21 ft,91,91
350,4,8:22.0,Defensive rebound by D. Green,,91,91
351,4,8:15.0,K. Durant makes 2-pt layup from 3 ft,,93,91
352,4,8:15.0,,New York full timeout,93,91
353,4,8:15.0,,T. Hardaway enters the game for M. Hezonja,93,91
354,4,8:15.0,,M. Robinson enters the game for E. Freedom,93,91
355,4,8:04.0,,Turnover by T. Burke (bad pass; steal by D. Green),93,91
356,4,8:03.0,Turnover by D. Green (bad pass),,93,91
357,4,7:46.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by T. Hardaway),93,94
358,4,7:27.0,K. Durant makes 2-pt jump shot from 10 ft,,95,94
359,4,7:15.0,,L. Thomas misses 3-pt jump shot from 26 ft,95,94
360,4,7:13.0,Defensive rebound by K. Thompson,,95,94
361,4,7:03.0,K. Durant makes 3-pt jump shot from 26 ft,,98,94
362,4,6:43.0,,A. Trier makes 2-pt jump shot from 14 ft,98,96
363,4,6:31.0,K. Durant misses 3-pt jump shot from 26 ft,,98,96
364,4,6:30.0,Offensive rebound by D. Green,,98,96
365,4,6:30.0,D. Green makes 2-pt layup from 1 ft,,100,96
366,4,6:05.0,,T. Burke misses 2-pt jump shot from 13 ft,100,96
367,4,6:03.0,Defensive rebound by K. Durant,,100,96
368,4,5:57.0,K. Durant makes 2-pt layup from 1 ft,,102,96
369,4,5:38.0,,Turnover by T. Hardaway (bad pass; steal by D. Green),102,96
370,4,5:32.0,K. Thompson makes 2-pt layup at rim (assist by A. Iguodala),,104,96
371,4,5:32.0,,New York full timeout,104,96
372,4,5:32.0,S. Curry enters the game for A. Iguodala,,104,96
373,4,5:32.0,K. Looney enters the game for J. Jerebko,,104,96
374,4,5:32.0,A. McKinnie enters the game for K. Thompson,,104,96
375,4,5:32.0,,D. Dotson enters the game for T. Burke,104,96
376,4,5:32.0,,F. Ntilikina enters the game for L. Thomas,104,96
377,4,5:32.0,,N. Vonleh enters the game for A. Trier,104,96
378,4,5:20.0,,T. Hardaway misses 3-pt jump shot from 26 ft,104,96
379,4,5:18.0,Defensive rebound by K. Durant,,104,96
380,4,4:56.0,K. Durant makes 2-pt jump shot from 20 ft,,106,96
381,4,4:48.0,,Offensive foul by T. Hardaway (drawn by A. McKinnie),106,96
382,4,4:48.0,,Turnover by T. Hardaway (offensive foul),106,96
383,4,4:34.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),,109,96
384,4,4:14.0,,N. Vonleh misses 2-pt jump shot from 10 ft,109,96
