,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
0,1,11:41.0,,P. Beverley makes 2-pt jump shot from 4 ft (assist by T. Harris),0,2
1,1,11:24.0,D. Green misses 3-pt jump shot from 26 ft,,0,2
2,1,11:20.0,,Defensive rebound by D. Gallinari,0,2
3,1,11:15.0,,T. Harris misses 2-pt jump shot from 15 ft,0,2
4,1,11:11.0,,Offensive rebound by M. Gortat,0,2
5,1,11:08.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by M. Gortat),0,5
6,1,10:44.0,K. Durant makes 2-pt layup from 1 ft,,2,5
7,1,10:32.0,,Turnover by S. Gilgeous-Alexander (lost ball; steal by Q. Cook),2,5
8,1,10:26.0,Q. Cook misses 2-pt jump shot from 11 ft,,2,5
9,1,10:23.0,,Defensive rebound by P. Beverley,2,5
10,1,10:18.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by P. Beverley),2,8
11,1,10:01.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by Q. Cook),,4,8
12,1,9:46.0,,T. Harris misses 2-pt hook shot from 7 ft,4,8
13,1,9:46.0,Defensive rebound by Team,,4,8
14,1,9:46.0,,Loose ball foul by M. Gortat (drawn by D. Green),4,8
15,1,9:32.0,Turnover by K. Thompson (bad pass; steal by P. Beverley),,4,8
16,1,9:21.0,,M. Gortat makes 2-pt jump shot from 11 ft (assist by P. Beverley),4,10
17,1,8:56.0,K. Thompson makes 2-pt jump shot from 16 ft,,6,10
18,1,8:43.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,6,10
19,1,8:41.0,Defensive rebound by D. Green,,6,10
20,1,8:36.0,D. Green makes 2-pt layup from 3 ft,,8,10
21,1,8:24.0,,Shooting foul by D. Jones (drawn by M. Gortat),8,10
22,1,8:24.0,,M. Gortat makes free throw 1 of 2,8,11
23,1,8:24.0,,M. Gortat makes free throw 2 of 2,8,12
24,1,8:11.0,K. Durant makes 2-pt jump shot from 17 ft,,10,12
25,1,7:51.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft (assist by P. Beverley),10,14
26,1,7:31.0,K. Durant makes 2-pt jump shot from 17 ft,,12,14
27,1,7:11.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),12,17
28,1,6:51.0,K. Thompson misses 2-pt jump shot from 17 ft,,12,17
29,1,6:49.0,,Defensive rebound by M. Gortat,12,17
30,1,6:40.0,,T. Harris misses 2-pt layup from 1 ft,12,17
31,1,6:37.0,Defensive rebound by D. Green,,12,17
32,1,6:33.0,Q. Cook misses 3-pt jump shot from 24 ft,,12,17
33,1,6:29.0,,Defensive rebound by D. Gallinari,12,17
34,1,6:14.0,,Shooting foul by K. Durant (drawn by M. Gortat),12,17
35,1,6:14.0,,LA Clippers full timeout,12,17
36,1,6:14.0,,M. Gortat makes free throw 1 of 2,12,18
37,1,6:14.0,,M. Gortat makes free throw 2 of 2,12,19
38,1,5:57.0,K. Durant makes 2-pt jump shot from 15 ft,,14,19
39,1,5:29.0,,D. Gallinari misses 3-pt jump shot from 28 ft,14,19
40,1,5:27.0,,Offensive rebound by P. Beverley,14,19
41,1,5:24.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by P. Beverley),14,21
42,1,5:05.0,Q. Cook makes 2-pt jump shot from 18 ft (assist by D. Jones),,16,21
43,1,4:48.0,,T. Harris misses 2-pt jump shot from 4 ft,16,21
44,1,4:48.0,,Offensive rebound by Team,16,21
45,1,4:48.0,J. Jerebko enters the game for D. Green,,16,21
46,1,4:48.0,K. Looney enters the game for D. Jones,,16,21
47,1,4:48.0,,L. Williams enters the game for P. Beverley,16,21
48,1,4:40.0,,Shooting foul by K. Thompson (drawn by D. Gallinari),16,21
49,1,4:40.0,,D. Gallinari makes free throw 1 of 2,16,22
50,1,4:40.0,,D. Gallinari misses free throw 2 of 2,16,22
51,1,4:37.0,Defensive rebound by K. Thompson,,16,22
52,1,4:24.0,K. Looney makes 2-pt jump shot from 16 ft (assist by K. Durant),,18,22
53,1,4:08.0,,M. Gortat makes 2-pt hook shot from 7 ft (assist by D. Gallinari),18,24
54,1,3:57.0,Q. Cook makes 2-pt jump shot from 22 ft (assist by K. Durant),,20,24
55,1,3:37.0,,Shooting foul by K. Looney (drawn by D. Gallinari),20,24
56,1,3:37.0,,D. Gallinari makes free throw 1 of 2,20,25
57,1,3:37.0,A. Iguodala enters the game for K. Thompson,,20,25
58,1,3:37.0,,M. Harrell enters the game for M. Gortat,20,25
59,1,3:37.0,,D. Gallinari makes free throw 2 of 2,20,26
60,1,3:22.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by Q. Cook),,23,26
61,1,3:11.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),23,28
62,1,2:50.0,J. Jerebko makes 3-pt jump shot from 22 ft (assist by Q. Cook),,26,28
63,1,2:34.0,,T. Harris misses 3-pt jump shot from 23 ft,26,28
64,1,2:32.0,Defensive rebound by K. Durant,,26,28
65,1,2:29.0,Shooting foul by D. Gallinari (drawn by K. Durant),,26,28
66,1,2:29.0,Golden State full timeout,,26,28
67,1,2:29.0,,M. Scott enters the game for D. Gallinari,26,28
68,1,2:29.0,K. Durant makes free throw 1 of 2,,27,28
69,1,2:29.0,K. Durant makes free throw 2 of 2,,28,28
70,1,2:12.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by T. Harris),28,30
71,1,1:55.0,Q. Cook misses 2-pt jump shot from 7 ft,,28,30
72,1,1:53.0,,Defensive rebound by M. Harrell,28,30
73,1,1:51.0,,Shooting foul by K. Durant (drawn by T. Harris),28,30
74,1,1:51.0,,T. Harris makes free throw 1 of 2,28,31
75,1,1:51.0,S. Livingston enters the game for Q. Cook,,28,31
76,1,1:51.0,,T. Wallace enters the game for S. Gilgeous-Alexander,28,31
77,1,1:51.0,,T. Harris misses free throw 2 of 2,28,31
78,1,1:48.0,Defensive rebound by K. Durant,,28,31
