,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
150,2,7:16.0,,D. Sabonis makes 2-pt jump shot from 5 ft (assist by T. Evans),33,36
151,2,6:59.0,L. Shamet misses 2-pt jump shot from 10 ft,,33,36
152,2,6:56.0,,Defensive rebound by B. Bogdanović,33,36
153,2,6:45.0,,T. Evans misses 3-pt jump shot from 27 ft,33,36
154,2,6:44.0,Defensive rebound by Team,,33,36
155,2,6:44.0,,V. Oladipo enters the game for B. Bogdanović,33,36
156,2,6:44.0,,T. Young enters the game for D. McDermott,33,36
157,2,6:35.0,W. Chandler misses 3-pt jump shot from 26 ft,,33,36
158,2,6:31.0,,Defensive rebound by C. Joseph,33,36
159,2,6:28.0,,V. Oladipo misses 3-pt jump shot from 26 ft,33,36
160,2,6:25.0,Defensive rebound by W. Chandler,,33,36
161,2,6:19.0,L. Shamet makes 3-pt jump shot from 24 ft (assist by B. Simmons),,36,36
162,2,5:54.0,,V. Oladipo makes 2-pt layup at rim,36,38
163,2,5:34.0,D. Šarić misses 3-pt jump shot from 28 ft,,36,38
164,2,5:32.0,,Defensive rebound by V. Oladipo,36,38
165,2,5:27.0,,Personal foul by L. Shamet (drawn by C. Joseph),36,38
166,2,5:27.0,,M. Turner enters the game for D. Sabonis,36,38
167,2,5:24.0,,Shooting foul by L. Shamet (drawn by V. Oladipo),36,38
168,2,5:24.0,,V. Oladipo misses free throw 1 of 2,36,38
169,2,5:24.0,,Offensive rebound by Team,36,38
170,2,5:24.0,,V. Oladipo makes free throw 2 of 2,36,39
171,2,5:10.0,B. Simmons misses 2-pt dunk from 1 ft (block by V. Oladipo),,36,39
172,2,5:07.0,,Defensive rebound by Team,36,39
173,2,5:07.0,J. Embiid enters the game for M. Fultz,,36,39
174,2,4:51.0,,C. Joseph misses 3-pt jump shot from 27 ft,36,39
175,2,4:48.0,Defensive rebound by W. Chandler,,36,39
176,2,4:36.0,D. Šarić misses 3-pt jump shot from 27 ft,,36,39
177,2,4:33.0,,Defensive rebound by M. Turner,36,39
178,2,4:21.0,,V. Oladipo misses 2-pt layup from 1 ft,36,39
179,2,4:18.0,Defensive rebound by D. Šarić,,36,39
180,2,4:14.0,Turnover by B. Simmons (bad pass; steal by T. Young),,36,39
181,2,4:10.0,,M. Turner makes 2-pt dunk at rim (assist by T. Evans),36,41
182,2,3:54.0,Personal foul by C. Joseph (drawn by L. Shamet),,36,41
183,2,3:54.0,R. Covington enters the game for W. Chandler,,36,41
184,2,3:54.0,J. Redick enters the game for L. Shamet,,36,41
185,2,3:54.0,,B. Bogdanović enters the game for T. Evans,36,41
186,2,3:54.0,,D. Collison enters the game for C. Joseph,36,41
187,2,3:52.0,D. Šarić misses 2-pt layup at rim (block by M. Turner),,36,41
188,2,3:49.0,,Defensive rebound by V. Oladipo,36,41
189,2,3:45.0,,V. Oladipo misses 3-pt jump shot from 26 ft,36,41
190,2,3:41.0,Defensive rebound by B. Simmons,,36,41
191,2,3:35.0,J. Embiid makes 3-pt jump shot from 23 ft (assist by J. Redick),,39,41
192,2,3:20.0,,T. Young misses 3-pt jump shot from 27 ft,39,41
193,2,3:15.0,Defensive rebound by R. Covington,,39,41
194,2,3:08.0,Personal foul by D. Collison (drawn by J. Redick),,39,41
195,2,2:59.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,41,41
196,2,2:45.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,41,41
197,2,2:42.0,Defensive rebound by B. Simmons,,41,41
198,2,2:40.0,Personal foul by T. Young (drawn by B. Simmons),,41,41
199,2,2:40.0,,Indiana full timeout,41,41
200,2,2:35.0,J. Redick misses 3-pt jump shot from 26 ft,,41,41
201,2,2:33.0,,Defensive rebound by T. Young,41,41
202,2,2:08.0,,T. Young misses 3-pt jump shot from 23 ft,41,41
203,2,2:08.0,,Offensive rebound by Team,41,41
204,2,2:08.0,,Turnover by Team (shot clock),41,41
205,2,1:59.0,Personal foul by V. Oladipo (drawn by J. Redick),,41,41
206,2,1:59.0,J. Redick makes free throw 1 of 2,,42,41
207,2,1:59.0,J. Redick makes free throw 2 of 2,,43,41
208,2,1:42.0,,Personal foul by R. Covington (drawn by T. Young),43,41
209,2,1:42.0,L. Shamet enters the game for J. Redick,,43,41
210,2,1:35.0,,V. Oladipo makes 2-pt layup from 1 ft,43,43
211,2,1:23.0,Turnover by J. Embiid (lost ball; steal by D. Collison),,43,43
212,2,1:21.0,,V. Oladipo makes 2-pt dunk from 1 ft,43,45
213,2,1:06.0,Shooting foul by M. Turner (drawn by D. Šarić),,43,45
214,2,1:06.0,D. Šarić makes free throw 1 of 2,,44,45
215,2,1:06.0,D. Šarić makes free throw 2 of 2,,45,45
216,2,0:59.0,,Personal foul by B. Simmons (drawn by M. Turner),45,45
217,2,0:59.0,,M. Turner misses free throw 1 of 2,45,45
218,2,0:59.0,,Offensive rebound by Team,45,45
219,2,0:59.0,,C. Joseph enters the game for D. Collison,45,45
220,2,0:59.0,,M. Turner makes free throw 2 of 2,45,46
221,2,0:47.0,D. Šarić makes 2-pt jump shot from 19 ft (assist by L. Shamet),,47,46
222,2,0:39.0,,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),47,48
223,2,0:33.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by B. Simmons),,50,48
224,2,0:08.0,,V. Oladipo makes 2-pt jump shot from 13 ft,50,50
225,2,0:03.0,L. Shamet misses 3-pt jump shot from 26 ft,,50,50
226,2,0:00.0,,Defensive rebound by M. Turner,50,50
227,3,11:51.0,Turnover by J. Embiid (bad pass),,50,50
228,3,11:35.0,,M. Turner misses 2-pt layup from 1 ft (block by B. Simmons),50,50
229,3,11:33.0,Defensive rebound by J. Embiid,,50,50
230,3,11:29.0,B. Simmons misses 2-pt layup from 1 ft (block by M. Turner),,50,50
231,3,11:26.0,,Defensive rebound by B. Bogdanović,50,50
232,3,11:23.0,,D. Collison misses 2-pt layup at rim (block by J. Embiid),50,50
233,3,11:21.0,Defensive rebound by R. Covington,,50,50
234,3,11:16.0,R. Covington misses 3-pt jump shot from 28 ft,,50,50
235,3,11:15.0,,Defensive rebound by Team,50,50
236,3,11:02.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,50,50
237,3,10:58.0,Defensive rebound by R. Covington,,50,50
238,3,10:51.0,J. Embiid misses 3-pt jump shot from 27 ft,,50,50
239,3,10:48.0,,Defensive rebound by V. Oladipo,50,50
240,3,10:44.0,,Personal foul by R. Covington (drawn by M. Turner),50,50
241,3,10:39.0,,Personal foul by R. Covington (drawn by M. Turner),50,50
242,3,10:33.0,,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),50,52
243,3,10:13.0,B. Simmons makes 2-pt layup from 3 ft (assist by J. Redick),,52,52
244,3,10:01.0,,Turnover by V. Oladipo (lost ball; steal by R. Covington),52,52
245,3,9:41.0,J. Embiid misses 3-pt jump shot from 28 ft,,52,52
246,3,9:38.0,,Defensive rebound by D. Collison,52,52
247,3,9:21.0,,M. Turner misses 2-pt jump shot from 18 ft,52,52
248,3,9:19.0,Defensive rebound by B. Simmons,,52,52
249,3,9:14.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by B. Simmons),,55,52
250,3,8:48.0,,V. Oladipo misses 2-pt jump shot from 7 ft,55,52
251,3,8:45.0,,Offensive rebound by T. Young,55,52
252,3,8:43.0,,T. Young makes 2-pt layup at rim,55,54
253,3,8:21.0,Turnover by J. Redick (bad pass; steal by T. Young),,55,54
254,3,8:16.0,,V. Oladipo misses 3-pt jump shot from 28 ft,55,54
255,3,8:12.0,Defensive rebound by D. Šarić,,55,54
256,3,8:06.0,Personal foul by M. Turner (drawn by J. Embiid),,55,54
257,3,8:06.0,M. Fultz enters the game for J. Embiid,,55,54
258,3,8:06.0,L. Shamet enters the game for J. Redick,,55,54
259,3,8:01.0,Personal foul by B. Bogdanović (drawn by B. Simmons),,55,54
260,3,8:01.0,,D. Sabonis enters the game for M. Turner,55,54
261,3,8:01.0,Away from play foul by D. Collison (drawn by L. Shamet),,55,54
262,3,8:01.0,L. Shamet makes free throw 1 of 1,,56,54
263,3,7:50.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by B. Simmons),,59,54
264,3,7:32.0,,Personal foul by M. Fultz (drawn by V. Oladipo),59,54
265,3,7:22.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),59,56
266,3,7:08.0,Shooting foul by T. Young (drawn by B. Simmons),,59,56
267,3,7:08.0,B. Simmons makes free throw 1 of 2,,60,56
268,3,7:08.0,B. Simmons makes free throw 2 of 2,,61,56
269,3,6:54.0,,D. Sabonis misses 2-pt jump shot from 4 ft,61,56
270,3,6:51.0,Defensive rebound by D. Šarić,,61,56
271,3,6:43.0,R. Covington misses 3-pt jump shot from 27 ft,,61,56
272,3,6:41.0,,Defensive rebound by Team,61,56
273,3,6:41.0,,Indiana full timeout,61,56
274,3,6:18.0,,V. Oladipo misses 3-pt jump shot from 27 ft,61,56
275,3,6:17.0,,Offensive rebound by D. Sabonis,61,56
276,3,6:09.0,,Turnover by T. Young (lost ball; steal by L. Shamet),61,56
277,3,6:04.0,Turnover by L. Shamet (traveling),,61,56
278,3,6:04.0,W. Chandler enters the game for R. Covington,,61,56
279,3,5:54.0,,Shooting foul by L. Shamet (drawn by B. Bogdanović),61,56
280,3,5:54.0,,B. Bogdanović makes free throw 1 of 2,61,57
281,3,5:54.0,,B. Bogdanović makes free throw 2 of 2,61,58
282,3,5:42.0,D. Šarić misses 2-pt layup from 1 ft,,61,58
283,3,5:40.0,,Defensive rebound by D. Sabonis,61,58
284,3,5:31.0,,V. Oladipo makes 2-pt jump shot from 7 ft,61,60
285,3,5:09.0,M. Fultz makes 2-pt jump shot from 13 ft,,63,60
286,3,4:51.0,,D. Sabonis misses 2-pt hook shot from 6 ft,63,60
287,3,4:49.0,Defensive rebound by B. Simmons,,63,60
288,3,4:35.0,L. Shamet makes 2-pt dunk from 2 ft (assist by B. Simmons),,65,60
289,3,4:24.0,,V. Oladipo makes 2-pt layup from 1 ft,65,62
290,3,4:24.0,,Shooting foul by W. Chandler (drawn by V. Oladipo),65,62
291,3,4:24.0,J. Embiid enters the game for B. Simmons,,65,62
292,3,4:24.0,,C. Joseph enters the game for B. Bogdanović,65,62
293,3,4:24.0,,M. Turner enters the game for T. Young,65,62
294,3,4:24.0,,V. Oladipo makes free throw 1 of 1,65,63
295,3,4:01.0,J. Embiid misses 2-pt layup at rim,,65,63
296,3,3:58.0,,Defensive rebound by D. Sabonis,65,63
297,3,3:47.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by D. Collison),65,66
298,3,3:44.0,Philadelphia full timeout,,65,66
299,3,3:25.0,J. Embiid misses 2-pt jump shot from 9 ft,,65,66
300,3,3:22.0,Offensive rebound by W. Chandler,,65,66
301,3,3:16.0,M. Fultz makes 2-pt dunk from 1 ft,,67,66
302,3,2:49.0,,V. Oladipo misses 3-pt jump shot from 28 ft (block by J. Embiid),67,66
303,3,2:49.0,,Offensive rebound by Team,67,66
304,3,2:49.0,,Turnover by Team (shot clock),67,66
305,3,2:49.0,R. Covington enters the game for D. Šarić,,67,66
306,3,2:49.0,J. Redick enters the game for L. Shamet,,67,66
307,3,2:49.0,,T. Evans enters the game for D. Collison,67,66
308,3,2:41.0,R. Covington makes 3-pt jump shot from 27 ft (assist by M. Fultz),,70,66
309,3,2:27.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),70,68
310,3,2:14.0,Personal foul by C. Joseph (drawn by J. Redick),,70,68
311,3,2:14.0,,B. Bogdanović enters the game for V. Oladipo,70,68
312,3,2:14.0,,D. McDermott enters the game for M. Turner,70,68
313,3,2:14.0,J. Redick makes free throw 1 of 2,,71,68
314,3,2:14.0,J. Redick makes free throw 2 of 2,,72,68
315,3,2:00.0,,C. Joseph makes 2-pt jump shot from 16 ft (assist by D. Sabonis),72,70
316,3,1:47.0,J. Redick misses 3-pt jump shot from 25 ft,,72,70
317,3,1:43.0,Offensive rebound by M. Fultz,,72,70
318,3,1:42.0,Turnover by R. Covington (step out of bounds),,72,70
319,3,1:31.0,,Turnover by D. Sabonis (bad pass),72,70
320,3,1:14.0,R. Covington makes 2-pt layup from 2 ft (assist by J. Redick),,74,70
321,3,1:14.0,Shooting foul by T. Evans (drawn by R. Covington),,74,70
322,3,1:14.0,R. Covington makes free throw 1 of 1,,75,70
323,3,1:06.0,,D. McDermott misses 3-pt jump shot from 27 ft,75,70
324,3,1:03.0,Defensive rebound by J. Embiid,,75,70
325,3,0:54.0,R. Covington makes 3-pt jump shot from 28 ft (assist by J. Redick),,78,70
326,3,0:41.0,,B. Bogdanović misses 2-pt layup from 2 ft,78,70
327,3,0:38.0,Defensive rebound by J. Embiid,,78,70
328,3,0:35.0,R. Covington misses 3-pt jump shot from 26 ft,,78,70
329,3,0:32.0,Offensive rebound by J. Embiid,,78,70
330,3,0:30.0,J. Redick misses 3-pt jump shot from 27 ft,,78,70
331,3,0:28.0,Offensive rebound by W. Chandler,,78,70
332,3,0:27.0,J. Redick misses 3-pt jump shot from 27 ft,,78,70
333,3,0:24.0,,Defensive rebound by B. Bogdanović,78,70
334,3,0:21.0,,Personal take foul by M. Fultz (drawn by T. Evans),78,70
335,3,0:21.0,,T. Evans misses free throw 1 of 2,78,70
336,3,0:21.0,,Offensive rebound by Team,78,70
337,3,0:21.0,,T. Evans makes free throw 2 of 2,78,71
338,3,0:04.0,J. Redick misses 3-pt jump shot from 25 ft,,78,71
339,3,0:01.0,,Defensive rebound by B. Bogdanović,78,71
340,4,11:47.0,,T. Evans misses 3-pt jump shot from 25 ft,78,71
341,4,11:44.0,,Offensive rebound by D. McDermott,78,71
342,4,11:34.0,,T. Evans misses 2-pt layup from 3 ft,78,71
343,4,11:32.0,Defensive rebound by L. Shamet,,78,71
344,4,11:30.0,Shooting foul by D. McDermott (drawn by J. Embiid),,78,71
345,4,11:30.0,J. Embiid makes free throw 1 of 2,,79,71
346,4,11:30.0,J. Embiid makes free throw 2 of 2,,80,71
347,4,11:21.0,,C. Joseph makes 2-pt jump shot from 15 ft,80,73
348,4,11:05.0,R. Covington makes 2-pt dunk at rim (assist by M. Fultz),,82,73
349,4,10:43.0,,Turnover by C. Joseph (lost ball; steal by R. Covington),82,73
350,4,10:39.0,M. Fultz misses 2-pt dunk from 1 ft,,82,73
351,4,10:36.0,Offensive rebound by J. Redick,,82,73
352,4,10:29.0,J. Embiid makes 2-pt hook shot from 1 ft,,84,73
353,4,10:29.0,,Indiana full timeout,84,73
354,4,10:29.0,,V. Oladipo enters the game for D. McDermott,84,73
355,4,10:13.0,,B. Bogdanović makes 2-pt jump shot from 8 ft,84,75
356,4,9:47.0,L. Shamet misses 3-pt jump shot from 29 ft,,84,75
357,4,9:42.0,,Defensive rebound by D. Sabonis,84,75
358,4,9:38.0,,Turnover by T. Evans (bad pass; steal by M. Fultz),84,75
359,4,9:35.0,J. Embiid makes 2-pt dunk from 1 ft (assist by M. Fultz),,86,75
360,4,9:15.0,,D. Sabonis misses 3-pt jump shot from 27 ft,86,75
361,4,9:14.0,Defensive rebound by Team,,86,75
362,4,9:14.0,D. Šarić enters the game for R. Covington,,86,75
363,4,9:14.0,B. Simmons enters the game for M. Fultz,,86,75
364,4,9:14.0,Violation by Team (delay of game),,86,75
365,4,8:58.0,J. Embiid misses 2-pt jump shot from 5 ft (block by V. Oladipo),,86,75
366,4,8:56.0,,Defensive rebound by V. Oladipo,86,75
367,4,8:54.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by L. Shamet),86,75
368,4,8:54.0,,Offensive rebound by Team,86,75
369,4,8:54.0,A. Johnson enters the game for J. Embiid,,86,75
370,4,8:54.0,,M. Turner enters the game for B. Bogdanović,86,75
371,4,8:39.0,,M. Turner misses 2-pt jump shot from 5 ft,86,75
372,4,8:36.0,Defensive rebound by B. Simmons,,86,75
373,4,8:31.0,J. Redick misses 3-pt jump shot from 27 ft,,86,75
374,4,8:28.0,,Defensive rebound by C. Joseph,86,75
375,4,8:24.0,,T. Evans misses 2-pt layup from 1 ft,86,75
376,4,8:20.0,Defensive rebound by A. Johnson,,86,75
377,4,8:12.0,L. Shamet makes 3-pt jump shot from 24 ft (assist by D. Šarić),,89,75
378,4,7:54.0,,V. Oladipo misses 3-pt jump shot from 27 ft,89,75
379,4,7:52.0,Defensive rebound by Team,,89,75
380,4,7:32.0,D. Šarić makes 3-pt jump shot from 28 ft (assist by J. Redick),,92,75
381,4,7:31.0,,Indiana full timeout,92,75
382,4,7:31.0,,B. Bogdanović enters the game for T. Evans,92,75
383,4,7:31.0,,T. Young enters the game for D. Sabonis,92,75
384,4,7:12.0,,Shooting foul by A. Johnson (drawn by M. Turner),92,75
385,4,7:12.0,,M. Turner makes free throw 1 of 2,92,76
