,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
384,4,3:39.0,,M. Belinelli makes 2-pt jump shot from 16 ft (assist by L. Aldridge),88,97
385,4,3:38.0,Detroit full timeout,,88,97
386,4,3:25.0,B. Griffin misses 2-pt layup from 3 ft,,88,97
387,4,3:20.0,Offensive rebound by A. Drummond,,88,97
388,4,3:20.0,A. Drummond misses 2-pt layup from 1 ft,,88,97
389,4,3:19.0,,Defensive rebound by D. DeRozan,88,97
390,4,3:09.0,,L. Aldridge makes 2-pt jump shot from 15 ft,88,99
391,4,2:53.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by B. Griffin),,91,99
392,4,2:32.0,,L. Aldridge misses 2-pt jump shot from 15 ft,91,99
393,4,2:32.0,Defensive rebound by B. Griffin,,91,99
394,4,2:21.0,A. Drummond misses 2-pt dunk from 1 ft (block by J. Poeltl),,91,99
395,4,2:21.0,Offensive rebound by Team,,91,99
396,4,2:12.0,W. Ellington makes 2-pt layup from 1 ft (assist by L. Kennard),,93,99
397,4,1:51.0,,D. White makes 2-pt jump shot from 16 ft,93,101
398,4,1:40.0,R. Jackson misses 3-pt jump shot from 25 ft,,93,101
399,4,1:37.0,,Defensive rebound by D. White,93,101
400,4,1:24.0,,L. Aldridge makes 2-pt layup from 8 ft (assist by D. White),93,103
401,4,1:24.0,Detroit full timeout,,93,103
402,4,1:09.0,A. Drummond misses 2-pt jump shot from 9 ft,,93,103
403,4,1:07.0,,Defensive rebound by D. DeRozan,93,103
404,4,0:50.0,,D. White makes 2-pt jump shot from 8 ft (assist by L. Aldridge),93,105
405,4,0:30.0,R. Jackson misses 3-pt jump shot from 27 ft,,93,105
406,4,0:27.0,,Defensive rebound by J. Poeltl,93,105
407,4,0:04.0,,Turnover by Team (shot clock),93,105
408,4,0:01.0,L. Kennard misses 3-pt jump shot from 25 ft,,93,105
409,4,0:01.0,,Defensive rebound by L. Aldridge,93,105
