,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,HOUSTON_ACTION,PHILADELPHIA_SCORE,HOUSTON_SCORE
391,4,5:18.0,,Turnover by P. Tucker (step out of bounds),81,97
392,4,5:10.0,J. Butler misses 2-pt layup from 3 ft,,81,97
393,4,5:08.0,Offensive rebound by J. Butler,,81,97
394,4,5:04.0,Turnover by J. Butler (bad pass; steal by J. Harden),,81,97
395,4,4:49.0,,J. Harden makes 2-pt dunk from 2 ft (assist by E. Gordon),81,99
396,4,4:49.0,Philadelphia full timeout,,81,99
397,4,4:49.0,J. Bolden enters the game for J. Butler,,81,99
398,4,4:49.0,T. McConnell enters the game for T. Harris,,81,99
399,4,4:49.0,J. Patton enters the game for M. Scott,,81,99
400,4,4:49.0,J. Simmons enters the game for B. Simmons,,81,99
401,4,4:30.0,J. Simmons misses 2-pt jump shot from 13 ft,,81,99
402,4,4:27.0,,Defensive rebound by J. Harden,81,99
403,4,4:10.0,,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),81,101
404,4,3:51.0,T. McConnell misses 2-pt jump shot from 11 ft,,81,101
405,4,3:49.0,Offensive rebound by J. Bolden,,81,101
406,4,3:48.0,Turnover by J. Bolden (bad pass),,81,101
407,4,3:48.0,,G. Clark enters the game for C. Capela,81,101
408,4,3:48.0,,G. Green enters the game for E. Gordon,81,101
409,4,3:48.0,,T. Jones enters the game for J. Harden,81,101
410,4,3:48.0,,I. Shumpert enters the game for P. Tucker,81,101
411,4,3:36.0,,I. Shumpert misses 3-pt jump shot from 27 ft,81,101
412,4,3:34.0,Defensive rebound by J. Patton,,81,101
413,4,3:28.0,J. Patton makes 2-pt dunk from 2 ft (assist by T. McConnell),,83,101
414,4,3:07.0,,T. Jones misses 3-pt jump shot from 25 ft,83,101
415,4,3:05.0,,Offensive rebound by G. Clark,83,101
416,4,3:02.0,,G. Green makes 2-pt dunk from 2 ft (assist by G. Clark),83,103
417,4,2:48.0,J. Patton makes 2-pt layup from 1 ft (assist by J. Simmons),,85,103
418,4,2:39.0,,Turnover by G. Green (lost ball; steal by J. Patton),85,103
419,4,2:31.0,T. McConnell misses 2-pt layup from 1 ft,,85,103
420,4,2:27.0,Offensive rebound by J. Bolden,,85,103
421,4,2:26.0,Shooting foul by G. Clark (drawn by J. Ennis),,85,103
422,4,2:26.0,J. Ennis makes free throw 1 of 2,,86,103
423,4,2:26.0,J. Ennis makes free throw 2 of 2,,87,103
424,4,2:13.0,,T. Jones makes 2-pt layup from 1 ft (assist by A. Rivers),87,105
425,4,2:13.0,,Shooting foul by J. Patton (drawn by T. Jones),87,105
426,4,2:13.0,,T. Jones misses free throw 1 of 1,87,105
427,4,2:13.0,Defensive rebound by J. Bolden,,87,105
428,4,2:03.0,J. Simmons misses 2-pt jump shot from 7 ft,,87,105
429,4,2:01.0,,Defensive rebound by T. Jones,87,105
430,4,1:57.0,,Shooting foul by J. Patton (drawn by G. Green),87,105
431,4,1:57.0,,G. Green makes free throw 1 of 2,87,106
432,4,1:57.0,,G. Green makes free throw 2 of 2,87,107
433,4,1:46.0,J. Ennis misses 3-pt jump shot from 23 ft,,87,107
434,4,1:42.0,,Defensive rebound by T. Jones,87,107
435,4,1:35.0,,Turnover by A. Rivers (lost ball; steal by J. Patton),87,107
436,4,1:35.0,Personal foul by A. Rivers (drawn by J. Bolden),,87,107
437,4,1:35.0,J. Bolden makes free throw 1 of 2,,88,107
438,4,1:35.0,J. Bolden misses free throw 2 of 2,,88,107
439,4,1:35.0,,Defensive rebound by I. Shumpert,88,107
440,4,1:24.0,,Turnover by T. Jones (bad pass),88,107
441,4,1:13.0,J. Patton misses 2-pt jump shot from 11 ft,,88,107
442,4,1:12.0,Offensive rebound by J. Ennis,,88,107
443,4,1:12.0,Shooting foul by I. Shumpert (drawn by J. Ennis),,88,107
444,4,1:12.0,J. Ennis makes free throw 1 of 2,,89,107
445,4,1:12.0,J. Ennis makes free throw 2 of 2,,90,107
446,4,0:52.0,,A. Rivers misses 3-pt jump shot from 25 ft,90,107
447,4,0:50.0,Defensive rebound by J. Ennis,,90,107
448,4,0:41.0,Shooting foul by T. Jones (drawn by J. Simmons),,90,107
449,4,0:41.0,J. Simmons makes free throw 1 of 2,,91,107
450,4,0:41.0,J. Simmons misses free throw 2 of 2,,91,107
451,4,0:41.0,,Defensive rebound by T. Jones,91,107
452,4,0:29.0,,T. Jones misses 3-pt jump shot from 26 ft,91,107
453,4,0:26.0,Defensive rebound by J. Ennis,,91,107
454,4,0:17.0,J. Bolden misses 3-pt jump shot from 26 ft,,91,107
455,4,0:15.0,,Defensive rebound by T. Jones,91,107
