,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,HOUSTON_ACTION,PHILADELPHIA_SCORE,HOUSTON_SCORE
56,1,4:59.0,,Defensive rebound by C. Capela,13,22
57,1,4:56.0,,Turnover by J. Harden (bad pass; steal by J. Bolden),13,22
58,1,4:53.0,Turnover by J. Bolden (bad pass; steal by P. Tucker),,13,22
59,1,4:40.0,,J. Harden makes 2-pt layup from 1 ft,13,24
60,1,4:18.0,J. Butler misses 2-pt jump shot from 15 ft,,13,24
61,1,4:15.0,,Defensive rebound by P. Tucker,13,24
62,1,4:05.0,,J. Harden misses 3-pt jump shot from 26 ft,13,24
63,1,4:03.0,Defensive rebound by B. Simmons,,13,24
64,1,4:00.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Simmons),,15,24
65,1,3:46.0,,E. Gordon misses 3-pt jump shot from 25 ft,15,24
66,1,3:44.0,Defensive rebound by J. Bolden,,15,24
67,1,3:33.0,J. Butler makes 2-pt layup from 2 ft (assist by J. Bolden),,17,24
68,1,3:32.0,,Houston full timeout,17,24
69,1,3:32.0,J. Ennis enters the game for J. Butler,,17,24
70,1,3:32.0,M. Scott enters the game for J. Redick,,17,24
71,1,3:32.0,,G. Green enters the game for C. Capela,17,24
72,1,3:32.0,,N. Hilário enters the game for E. Gordon,17,24
73,1,3:24.0,,Shooting foul by J. Bolden (drawn by J. Harden),17,24
74,1,3:24.0,,J. Harden makes free throw 1 of 2,17,25
75,1,3:24.0,,J. Harden misses free throw 2 of 2,17,25
76,1,3:24.0,Defensive rebound by T. Harris,,17,25
77,1,3:01.0,T. Harris misses 3-pt jump shot from 26 ft,,17,25
78,1,2:58.0,,Defensive rebound by J. Harden,17,25
79,1,2:52.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),17,27
80,1,2:44.0,Turnover by B. Simmons (bad pass; steal by P. Tucker),,17,27
81,1,2:40.0,,Shooting foul by B. Simmons (drawn by J. Harden),17,27
82,1,2:40.0,,J. Harden makes free throw 1 of 2,17,28
83,1,2:40.0,T. McConnell enters the game for B. Simmons,,17,28
84,1,2:40.0,,I. Shumpert enters the game for P. Tucker,17,28
85,1,2:40.0,,J. Harden makes free throw 2 of 2,17,29
86,1,2:26.0,T. Harris misses 2-pt layup from 3 ft,,17,29
87,1,2:24.0,Offensive rebound by J. Bolden,,17,29
88,1,2:19.0,T. Harris makes 2-pt jump shot from 16 ft (assist by J. Bolden),,19,29
89,1,1:56.0,,Shooting foul by J. Ennis (drawn by J. Harden),19,29
90,1,1:56.0,,J. Harden makes free throw 1 of 2,19,30
91,1,1:56.0,,J. Harden makes free throw 2 of 2,19,31
92,1,1:41.0,T. Harris misses 2-pt jump shot from 10 ft,,19,31
93,1,1:39.0,,Defensive rebound by A. Rivers,19,31
94,1,1:30.0,,G. Green makes 3-pt jump shot from 25 ft,19,34
95,1,1:17.0,M. Scott misses 3-pt jump shot from 26 ft,,19,34
96,1,1:16.0,Offensive rebound by T. Harris,,19,34
97,1,1:14.0,T. Harris misses 2-pt layup from 3 ft,,19,34
98,1,1:12.0,,Defensive rebound by N. Hilário,19,34
99,1,0:53.0,,J. Harden misses 3-pt jump shot from 26 ft,19,34
100,1,0:50.0,Defensive rebound by J. Ennis,,19,34
101,1,0:42.0,T. McConnell makes 2-pt jump shot from 5 ft,,21,34
102,1,0:26.0,,J. Harden makes 3-pt jump shot from 23 ft,21,37
103,1,0:08.0,Turnover by T. McConnell (lost ball; steal by A. Rivers),,21,37
104,1,0:04.0,,A. Rivers misses 2-pt layup from 1 ft,21,37
105,1,0:02.0,Defensive rebound by T. Harris,,21,37
106,2,11:39.0,M. Scott misses 2-pt jump shot from 19 ft,,21,37
107,2,11:37.0,,Defensive rebound by C. Paul,21,37
108,2,11:30.0,,C. Paul misses 2-pt jump shot from 11 ft,21,37
109,2,11:29.0,Defensive rebound by J. Redick,,21,37
110,2,11:19.0,T. McConnell misses 2-pt jump shot from 16 ft,,21,37
111,2,11:17.0,Offensive rebound by J. Butler,,21,37
112,2,11:17.0,Shooting foul by I. Shumpert (drawn by J. Butler),,21,37
113,2,11:17.0,J. Butler misses free throw 1 of 2,,21,37
114,2,11:17.0,Offensive rebound by Team,,21,37
115,2,11:17.0,J. Butler makes free throw 2 of 2,,22,37
116,2,11:01.0,,G. Green misses 3-pt jump shot from 23 ft,22,37
117,2,11:00.0,Defensive rebound by M. Scott,,22,37
118,2,10:48.0,J. Redick misses 3-pt jump shot from 26 ft,,22,37
119,2,10:47.0,,Defensive rebound by C. Paul,22,37
120,2,10:42.0,,A. Rivers makes 2-pt layup from 2 ft (assist by C. Paul),22,39
121,2,10:30.0,M. Scott misses 3-pt jump shot from 24 ft,,22,39
122,2,10:26.0,Offensive rebound by J. Butler,,22,39
123,2,10:20.0,Turnover by J. Butler (out of bounds lost ball),,22,39
124,2,9:58.0,,C. Paul makes 2-pt jump shot from 6 ft,22,41
125,2,9:40.0,T. McConnell misses 2-pt jump shot from 13 ft,,22,41
126,2,9:36.0,,Defensive rebound by N. Hilário,22,41
127,2,9:32.0,,Turnover by I. Shumpert (bad pass),22,41
128,2,9:32.0,T. Harris enters the game for M. Scott,,22,41
129,2,9:14.0,J. Redick misses 3-pt jump shot from 26 ft,,22,41
130,2,9:12.0,,Defensive rebound by G. Green,22,41
131,2,8:59.0,,C. Paul misses 3-pt jump shot from 24 ft,22,41
132,2,8:56.0,,Offensive rebound by N. Hilário,22,41
133,2,8:55.0,,I. Shumpert misses 3-pt jump shot from 25 ft,22,41
134,2,8:52.0,Defensive rebound by T. McConnell,,22,41
135,2,8:48.0,T. McConnell makes 2-pt jump shot from 14 ft,,24,41
136,2,8:31.0,,A. Rivers misses 2-pt layup from 3 ft,24,41
137,2,8:29.0,Defensive rebound by T. Harris,,24,41
138,2,8:24.0,T. McConnell misses 2-pt jump shot from 10 ft,,24,41
139,2,8:21.0,,Defensive rebound by I. Shumpert,24,41
140,2,8:18.0,,A. Rivers misses 3-pt jump shot from 24 ft,24,41
141,2,8:15.0,Defensive rebound by J. Butler,,24,41
142,2,8:06.0,J. Butler makes 2-pt jump shot from 19 ft,,26,41
143,2,8:01.0,,Personal foul by J. Patton (drawn by A. Rivers),26,41
144,2,8:01.0,J. Ennis enters the game for T. McConnell,,26,41
145,2,8:01.0,B. Simmons enters the game for J. Redick,,26,41
146,2,8:01.0,,C. Capela enters the game for N. Hilário,26,41
147,2,8:01.0,,E. Gordon enters the game for A. Rivers,26,41
148,2,7:47.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),26,44
149,2,7:45.0,Philadelphia full timeout,,26,44
150,2,7:19.0,T. Harris makes 2-pt jump shot from 12 ft,,28,44
151,2,6:54.0,,G. Green misses 3-pt jump shot from 25 ft,28,44
152,2,6:52.0,Defensive rebound by J. Ennis,,28,44
153,2,6:46.0,B. Simmons misses 2-pt jump shot from 7 ft,,28,44
154,2,6:42.0,Offensive rebound by J. Butler,,28,44
155,2,6:42.0,J. Butler misses 2-pt layup at rim,,28,44
156,2,6:41.0,Offensive rebound by J. Ennis,,28,44
157,2,6:37.0,T. Harris misses 3-pt jump shot from 25 ft,,28,44
158,2,6:35.0,,Defensive rebound by C. Capela,28,44
159,2,6:30.0,,G. Green makes 2-pt layup from 2 ft (assist by C. Paul),28,46
160,2,6:20.0,J. Ennis misses 2-pt jump shot from 13 ft,,28,46
161,2,6:20.0,Offensive rebound by Team,,28,46
162,2,6:20.0,A. Johnson enters the game for J. Butler,,28,46
163,2,6:20.0,M. Scott enters the game for J. Patton,,28,46
164,2,6:20.0,,J. Harden enters the game for I. Shumpert,28,46
165,2,6:11.0,Turnover by J. Ennis (bad pass; steal by C. Capela),,28,46
166,2,6:10.0,,C. Capela makes 2-pt layup from 1 ft,28,48
167,2,6:10.0,,Shooting foul by J. Ennis (drawn by C. Capela),28,48
168,2,6:10.0,,C. Capela makes free throw 1 of 1,28,49
169,2,5:59.0,T. Harris makes 3-pt jump shot from 27 ft (assist by B. Simmons),,31,49
170,2,5:42.0,,J. Harden makes 2-pt layup from 6 ft,31,51
171,2,5:25.0,J. Ennis misses 2-pt jump shot from 9 ft,,31,51
172,2,5:23.0,Offensive rebound by B. Simmons,,31,51
173,2,5:21.0,B. Simmons makes 2-pt layup from 2 ft,,33,51
174,2,4:57.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),33,53
175,2,4:52.0,Personal foul by J. Harden (drawn by B. Simmons),,33,53
176,2,4:33.0,J. Ennis misses 3-pt jump shot from 23 ft,,33,53
177,2,4:30.0,,Defensive rebound by J. Harden,33,53
178,2,4:24.0,,J. Harden misses 2-pt layup from 2 ft,33,53
179,2,4:21.0,Defensive rebound by M. Scott,,33,53
180,2,4:14.0,M. Scott misses 3-pt jump shot from 25 ft,,33,53
181,2,4:11.0,Offensive rebound by A. Johnson,,33,53
182,2,4:09.0,M. Scott misses 3-pt jump shot from 25 ft,,33,53
183,2,4:08.0,,Defensive rebound by Team,33,53
184,2,4:08.0,,Houston full timeout,33,53
185,2,4:08.0,J. Butler enters the game for J. Ennis,,33,53
186,2,4:08.0,J. Redick enters the game for T. Harris,,33,53
187,2,4:08.0,,P. Tucker enters the game for J. Harden,33,53
188,2,3:59.0,,E. Gordon misses 3-pt jump shot from 26 ft,33,53
189,2,3:56.0,Defensive rebound by A. Johnson,,33,53
190,2,3:44.0,B. Simmons makes 2-pt jump shot from 15 ft,,35,53
191,2,3:24.0,,C. Paul misses 3-pt jump shot from 23 ft,35,53
192,2,3:21.0,,Offensive rebound by G. Green,35,53
193,2,3:18.0,,G. Green makes 2-pt jump shot from 7 ft,35,55
194,2,2:54.0,Turnover by B. Simmons (lost ball; steal by C. Paul),,35,55
195,2,2:49.0,,Personal foul by B. Simmons (drawn by C. Paul),35,55
196,2,2:49.0,,J. Harden enters the game for G. Green,35,55
197,2,2:33.0,,C. Paul makes 2-pt jump shot from 17 ft,35,57
198,2,2:31.0,Philadelphia full timeout,,35,57
199,2,2:08.0,A. Johnson misses 2-pt layup from 2 ft,,35,57
200,2,2:03.0,Offensive rebound by M. Scott,,35,57
201,2,2:03.0,M. Scott makes 2-pt layup at rim,,37,57
202,2,1:50.0,,Turnover by C. Capela (bad pass; steal by J. Redick),37,57
203,2,1:45.0,J. Redick misses 3-pt jump shot from 26 ft,,37,57
204,2,1:43.0,Offensive rebound by A. Johnson,,37,57
205,2,1:43.0,A. Johnson misses 2-pt layup from 1 ft,,37,57
206,2,1:43.0,Offensive rebound by J. Butler,,37,57
207,2,1:39.0,J. Butler makes 2-pt layup from 6 ft,,39,57
208,2,1:20.0,,J. Harden misses 3-pt jump shot from 25 ft,39,57
209,2,1:17.0,,Offensive rebound by P. Tucker,39,57
210,2,1:07.0,,E. Gordon misses 3-pt jump shot from 24 ft,39,57
211,2,1:03.0,Defensive rebound by J. Redick,,39,57
212,2,0:50.0,J. Redick misses 3-pt jump shot from 26 ft,,39,57
213,2,0:48.0,Offensive rebound by J. Butler,,39,57
214,2,0:46.0,J. Redick misses 3-pt jump shot from 26 ft,,39,57
215,2,0:44.0,,Defensive rebound by E. Gordon,39,57
216,2,0:39.0,,Turnover by J. Harden (lost ball; steal by B. Simmons),39,57
217,2,0:33.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Butler),,42,57
218,2,0:27.0,,C. Capela misses 2-pt layup from 2 ft,42,57
219,2,0:24.0,Defensive rebound by B. Simmons,,42,57
220,2,0:22.0,J. Butler makes 2-pt layup from 3 ft (assist by B. Simmons),,44,57
221,2,0:01.0,,J. Harden makes 2-pt layup from 1 ft,44,59
222,2,0:00.0,A. Johnson misses 3-pt jump shot from 65 ft,,44,59
223,2,0:00.0,Offensive rebound by Team,,44,59
224,3,11:54.0,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Simmons),,47,59
225,3,11:35.0,,J. Harden makes 2-pt jump shot from 10 ft,47,61
226,3,11:24.0,Turnover by B. Simmons (bad pass; steal by J. Harden),,47,61
227,3,11:14.0,,J. Harden makes 2-pt jump shot from 8 ft,47,63
228,3,10:55.0,T. Harris makes 2-pt layup from 2 ft (assist by B. Simmons),,49,63
229,3,10:32.0,,J. Harden misses 3-pt jump shot from 27 ft,49,63
230,3,10:30.0,Defensive rebound by T. Harris,,49,63
231,3,10:23.0,Turnover by A. Johnson (bad pass; steal by C. Paul),,49,63
232,3,10:21.0,,Personal foul by B. Simmons (drawn by C. Paul),49,63
233,3,10:05.0,,P. Tucker misses 3-pt jump shot from 27 ft,49,63
234,3,10:03.0,Defensive rebound by B. Simmons,,49,63
235,3,9:57.0,A. Johnson makes 2-pt layup from 3 ft (assist by B. Simmons),,51,63
236,3,9:38.0,,C. Capela makes 2-pt layup from 4 ft (assist by J. Harden),51,65
237,3,9:12.0,J. Redick misses 2-pt jump shot from 21 ft,,51,65
238,3,9:10.0,,Defensive rebound by J. Harden,51,65
239,3,9:04.0,,Turnover by J. Harden (bad pass; steal by J. Redick),51,65
240,3,9:02.0,Personal foul by C. Paul (drawn by T. Harris),,51,65
241,3,8:56.0,Personal foul by J. Harden (drawn by T. Harris),,51,65
242,3,8:51.0,B. Simmons makes 2-pt dunk from 1 ft,,53,65
243,3,8:36.0,,C. Capela misses 2-pt layup from 7 ft,53,65
244,3,8:34.0,Defensive rebound by T. Harris,,53,65
245,3,8:31.0,Turnover by B. Simmons (bad pass; steal by C. Capela),,53,65
246,3,8:24.0,,P. Tucker misses 3-pt jump shot from 23 ft,53,65
247,3,8:21.0,Defensive rebound by J. Redick,,53,65
248,3,8:15.0,B. Simmons misses 2-pt layup from 4 ft,,53,65
249,3,8:14.0,Offensive rebound by A. Johnson,,53,65
250,3,8:14.0,A. Johnson misses 2-pt layup from 1 ft,,53,65
251,3,8:14.0,,Defensive rebound by Team,53,65
252,3,8:14.0,Loose ball foul by A. Johnson (drawn by P. Tucker),,53,65
253,3,8:03.0,,Turnover by E. Gordon (step out of bounds),53,65
254,3,7:46.0,J. Butler misses 3-pt jump shot from 23 ft,,53,65
255,3,7:44.0,,Defensive rebound by C. Capela,53,65
256,3,7:32.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by C. Paul),53,68
257,3,7:12.0,A. Johnson misses 3-pt jump shot from 23 ft,,53,68
258,3,7:08.0,,Defensive rebound by J. Harden,53,68
259,3,6:57.0,,J. Harden makes 3-pt jump shot from 25 ft,53,71
260,3,6:56.0,Philadelphia full timeout,,53,71
261,3,6:56.0,J. Bolden enters the game for J. Butler,,53,71
262,3,6:56.0,T. McConnell enters the game for A. Johnson,,53,71
263,3,6:56.0,M. Scott enters the game for J. Redick,,53,71
264,3,6:56.0,,A. Rivers enters the game for C. Paul,53,71
265,3,6:34.0,B. Simmons misses 2-pt jump shot from 19 ft,,53,71
266,3,6:33.0,,Defensive rebound by P. Tucker,53,71
267,3,6:12.0,,J. Harden misses 2-pt jump shot from 18 ft,53,71
268,3,6:10.0,Defensive rebound by J. Bolden,,53,71
269,3,6:00.0,T. McConnell makes 2-pt jump shot from 16 ft (assist by B. Simmons),,55,71
270,3,5:34.0,,A. Rivers makes 2-pt layup from 3 ft,55,73
271,3,5:20.0,B. Simmons misses 2-pt layup from 3 ft,,55,73
272,3,5:18.0,,Defensive rebound by C. Capela,55,73
273,3,5:10.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),55,76
274,3,5:09.0,Philadelphia full timeout,,55,76
275,3,4:50.0,T. Harris makes 2-pt jump shot from 13 ft (assist by B. Simmons),,57,76
276,3,4:32.0,,A. Rivers makes 2-pt layup from 2 ft (assist by E. Gordon),57,78
277,3,4:13.0,T. McConnell makes 2-pt layup from 2 ft (assist by J. Bolden),,59,78
278,3,3:47.0,,E. Gordon makes 3-pt jump shot from 26 ft,59,81
279,3,3:37.0,B. Simmons makes 2-pt dunk from 2 ft,,61,81
280,3,3:16.0,,A. Rivers makes 2-pt layup from 2 ft,61,83
281,3,3:09.0,Turnover by B. Simmons (bad pass; steal by C. Capela),,61,83
282,3,3:02.0,,C. Capela misses 2-pt layup from 1 ft,61,83
283,3,3:01.0,,Offensive rebound by C. Capela,61,83
284,3,3:01.0,,Personal foul by M. Scott (drawn by C. Capela),61,83
285,3,3:01.0,J. Butler enters the game for T. Harris,,61,83
286,3,3:01.0,J. Redick enters the game for B. Simmons,,61,83
287,3,3:01.0,,G. Green enters the game for E. Gordon,61,83
288,3,2:50.0,,Turnover by J. Harden (out of bounds lost ball),61,83
289,3,2:31.0,Shooting foul by A. Rivers (drawn by M. Scott),,61,83
290,3,2:31.0,M. Scott makes free throw 1 of 2,,62,83
291,3,2:31.0,,N. Hilário enters the game for C. Capela,62,83
292,3,2:31.0,M. Scott misses free throw 2 of 2,,62,83
293,3,2:31.0,,Defensive rebound by J. Harden,62,83
294,3,2:16.0,,J. Harden misses 3-pt jump shot from 26 ft,62,83
295,3,2:14.0,Defensive rebound by M. Scott,,62,83
296,3,2:02.0,J. Butler misses 2-pt jump shot from 12 ft,,62,83
297,3,1:59.0,,Defensive rebound by N. Hilário,62,83
298,3,1:56.0,,J. Harden makes 2-pt layup from 1 ft,62,85
299,3,1:45.0,Shooting foul by A. Rivers (drawn by T. McConnell),,62,85
300,3,1:45.0,T. McConnell makes free throw 1 of 2,,63,85
301,3,1:45.0,,C. Paul enters the game for J. Harden,63,85
302,3,1:45.0,,I. Shumpert enters the game for P. Tucker,63,85
303,3,1:45.0,T. McConnell makes free throw 2 of 2,,64,85
304,3,1:32.0,,A. Rivers misses 2-pt layup from 3 ft (block by J. Butler),64,85
305,3,1:28.0,Defensive rebound by M. Scott,,64,85
306,3,1:20.0,M. Scott misses 3-pt jump shot from 25 ft,,64,85
307,3,1:17.0,,Defensive rebound by I. Shumpert,64,85
308,3,1:13.0,,I. Shumpert misses 2-pt layup from 3 ft (block by J. Butler),64,85
309,3,1:13.0,,Offensive rebound by Team,64,85
310,3,1:09.0,,Turnover by I. Shumpert (bad pass; steal by T. McConnell),64,85
311,3,1:09.0,Personal foul by C. Paul (drawn by T. McConnell),,64,85
312,3,1:09.0,T. McConnell misses free throw 1 of 2,,64,85
313,3,1:09.0,Offensive rebound by Team,,64,85
314,3,1:09.0,T. McConnell makes free throw 2 of 2,,65,85
315,3,0:54.0,,N. Hilário misses 2-pt jump shot from 18 ft,65,85
316,3,0:51.0,Defensive rebound by T. McConnell,,65,85
317,3,0:45.0,J. Redick misses 3-pt jump shot from 23 ft,,65,85
318,3,0:37.0,,Defensive rebound by N. Hilário,65,85
319,3,0:32.0,,C. Paul misses 2-pt jump shot from 6 ft,65,85
320,3,0:31.0,,Offensive rebound by N. Hilário,65,85
321,3,0:31.0,,N. Hilário makes 2-pt layup from 2 ft,65,87
322,3,0:18.0,J. Bolden misses 3-pt jump shot from 26 ft,,65,87
323,3,0:15.0,,Defensive rebound by C. Paul,65,87
324,3,0:03.0,,Personal foul by M. Scott (drawn by C. Paul),65,87
325,3,0:00.0,,C. Paul misses 3-pt jump shot from 27 ft,65,87
326,3,0:00.0,,Offensive rebound by Team,65,87
327,4,11:48.0,,G. Green misses 3-pt jump shot from 26 ft,65,87
328,4,11:45.0,Defensive rebound by T. Harris,,65,87
329,4,11:34.0,J. Butler makes 2-pt layup from 1 ft,,67,87
330,4,11:12.0,,G. Clark makes 3-pt jump shot from 26 ft (assist by C. Paul),67,90
331,4,10:50.0,J. Butler misses 2-pt jump shot from 17 ft,,67,90
332,4,10:50.0,,Defensive rebound by Team,67,90
333,4,10:35.0,,Turnover by C. Paul (bad pass),67,90
334,4,10:23.0,J. Redick misses 3-pt jump shot from 26 ft,,67,90
335,4,10:20.0,Offensive rebound by B. Simmons,,67,90
336,4,10:19.0,Turnover by B. Simmons (lost ball; steal by G. Green),,67,90
337,4,10:15.0,,Turnover by C. Paul (bad pass),67,90
338,4,10:04.0,Personal foul by A. Rivers (drawn by B. Simmons),,67,90
339,4,9:55.0,Personal foul by I. Shumpert (drawn by J. Butler),,67,90
340,4,9:47.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Butler),,69,90
341,4,9:47.0,Shooting foul by A. Rivers (drawn by B. Simmons),,69,90
342,4,9:47.0,,P. Tucker enters the game for A. Rivers,69,90
343,4,9:47.0,B. Simmons makes free throw 1 of 1,,70,90
344,4,9:41.0,,Turnover by C. Paul (bad pass),70,90
345,4,9:32.0,Turnover by J. Butler (lost ball; steal by P. Tucker),,70,90
346,4,9:15.0,,G. Green makes 3-pt jump shot from 26 ft (assist by C. Paul),70,93
347,4,9:00.0,T. McConnell makes 2-pt jump shot from 12 ft,,72,93
348,4,8:44.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by P. Tucker),72,96
349,4,8:44.0,Philadelphia full timeout,,72,96
350,4,8:44.0,M. Scott enters the game for J. Redick,,72,96
351,4,8:44.0,,J. Harden enters the game for G. Clark,72,96
352,4,8:25.0,T. McConnell misses 2-pt layup from 5 ft,,72,96
353,4,8:24.0,Offensive rebound by J. Butler,,72,96
354,4,8:23.0,J. Butler makes 2-pt layup from 1 ft,,74,96
355,4,8:23.0,Shooting foul by I. Shumpert (drawn by J. Butler),,74,96
356,4,8:23.0,J. Butler makes free throw 1 of 1,,75,96
357,4,7:57.0,,G. Green misses 3-pt jump shot from 25 ft,75,96
358,4,7:57.0,Defensive rebound by Team,,75,96
359,4,7:41.0,Turnover by T. McConnell (traveling),,75,96
360,4,7:41.0,,A. Rivers enters the game for I. Shumpert,75,96
361,4,7:25.0,,G. Green misses 3-pt jump shot from 26 ft,75,96
362,4,7:22.0,Defensive rebound by T. McConnell,,75,96
363,4,7:12.0,Shooting foul by G. Green (drawn by M. Scott),,75,96
364,4,7:12.0,M. Scott makes free throw 1 of 2,,76,96
365,4,7:12.0,,C. Capela enters the game for G. Green,76,96
366,4,7:12.0,,E. Gordon enters the game for C. Paul,76,96
367,4,7:12.0,M. Scott makes free throw 2 of 2,,77,96
368,4,7:03.0,,Personal foul by M. Scott (drawn by C. Capela),77,96
369,4,6:55.0,,Shooting foul by T. Harris (drawn by C. Capela),77,96
370,4,6:55.0,,C. Capela misses free throw 1 of 2,77,96
371,4,6:55.0,,Offensive rebound by Team,77,96
372,4,6:55.0,,C. Capela misses free throw 2 of 2,77,96
373,4,6:55.0,Defensive rebound by B. Simmons,,77,96
374,4,6:43.0,J. Butler misses 2-pt jump shot from 17 ft,,77,96
375,4,6:41.0,,Defensive rebound by J. Harden,77,96
376,4,6:28.0,,E. Gordon misses 3-pt jump shot from 27 ft,77,96
377,4,6:26.0,Defensive rebound by M. Scott,,77,96
378,4,6:14.0,B. Simmons misses 2-pt jump shot from 7 ft,,77,96
379,4,6:14.0,Offensive rebound by B. Simmons,,77,96
380,4,6:14.0,Shooting foul by J. Harden (drawn by B. Simmons),,77,96
381,4,6:14.0,B. Simmons makes free throw 1 of 2,,78,96
382,4,6:14.0,J. Ennis enters the game for T. McConnell,,78,96
383,4,6:14.0,B. Simmons makes free throw 2 of 2,,79,96
384,4,6:01.0,,Shooting foul by B. Simmons (drawn by C. Capela),79,96
385,4,6:01.0,,C. Capela makes free throw 1 of 2,79,97
386,4,6:01.0,,C. Capela misses free throw 2 of 2,79,97
387,4,6:01.0,Defensive rebound by B. Simmons,,79,97
388,4,5:39.0,J. Butler misses 2-pt jump shot from 13 ft,,79,97
389,4,5:35.0,Offensive rebound by J. Ennis,,79,97
390,4,5:35.0,J. Ennis makes 2-pt layup from 1 ft,,81,97
