,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
0,1,11:36.0,,J. Teague makes 3-pt jump shot from 26 ft (assist by A. Wiggins),0,3
1,1,11:12.0,J. Holiday misses 2-pt layup from 1 ft,,0,3
2,1,11:10.0,,Defensive rebound by K. Towns,0,3
3,1,11:02.0,Violation by Team (kicked ball),,0,3
4,1,10:55.0,,A. Wiggins misses 3-pt jump shot from 25 ft,0,3
5,1,10:53.0,Defensive rebound by A. Davis,,0,3
6,1,10:43.0,E. Moore makes 2-pt jump shot from 8 ft (assist by A. Davis),,2,3
7,1,10:26.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),2,6
8,1,10:08.0,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),,5,6
9,1,9:57.0,,J. Teague makes 2-pt layup from 2 ft,5,8
10,1,9:48.0,Personal foul by K. Towns (drawn by A. Davis),,5,8
11,1,9:41.0,E. Moore misses 2-pt jump shot from 20 ft,,5,8
12,1,9:37.0,,Defensive rebound by K. Towns,5,8
13,1,9:29.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),5,10
14,1,9:15.0,E. Moore misses 2-pt jump shot from 8 ft,,5,10
15,1,9:12.0,,Defensive rebound by K. Towns,5,10
16,1,9:08.0,,J. Teague misses 3-pt jump shot from 25 ft,5,10
17,1,9:05.0,Defensive rebound by N. Mirotić,,5,10
18,1,8:56.0,N. Mirotić misses 3-pt jump shot from 26 ft,,5,10
19,1,8:53.0,,Defensive rebound by K. Towns,5,10
20,1,8:43.0,,A. Wiggins misses 3-pt jump shot from 24 ft,5,10
21,1,8:41.0,Defensive rebound by Team,,5,10
22,1,8:32.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,7,10
23,1,8:23.0,,Personal foul by A. Davis (drawn by K. Towns),7,10
24,1,8:16.0,,K. Towns misses 2-pt jump shot from 18 ft,7,10
25,1,8:14.0,Defensive rebound by N. Mirotić,,7,10
26,1,8:07.0,A. Davis makes 2-pt dunk at rim (assist by W. Johnson),,9,10
27,1,7:53.0,,T. Gibson makes 2-pt dunk from 2 ft (assist by J. Teague),9,12
28,1,7:47.0,Personal foul by R. Covington (drawn by J. Holiday),,9,12
29,1,7:41.0,A. Davis makes 2-pt jump shot from 8 ft,,11,12
30,1,7:25.0,Violation by Team (kicked ball),,11,12
31,1,7:15.0,,A. Wiggins misses 2-pt jump shot from 19 ft,11,12
32,1,7:12.0,Defensive rebound by E. Moore,,11,12
33,1,7:08.0,Turnover by J. Holiday (bad pass),,11,12
34,1,6:52.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by J. Teague),11,14
35,1,6:40.0,J. Holiday misses 2-pt jump shot from 10 ft,,11,14
36,1,6:37.0,,Defensive rebound by K. Towns,11,14
37,1,6:32.0,,Turnover by A. Wiggins (lost ball; steal by E. Moore),11,14
38,1,6:20.0,N. Mirotić makes 2-pt jump shot from 20 ft (assist by W. Johnson),,13,14
39,1,5:56.0,,J. Teague makes 2-pt jump shot from 13 ft,13,16
40,1,5:47.0,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Holiday),,15,16
41,1,5:38.0,,R. Covington misses 3-pt jump shot from 26 ft,15,16
42,1,5:36.0,,Offensive rebound by A. Wiggins,15,16
43,1,5:34.0,,A. Wiggins misses 2-pt layup from 1 ft,15,16
44,1,5:32.0,Defensive rebound by W. Johnson,,15,16
45,1,5:27.0,E. Moore misses 2-pt layup from 1 ft,,15,16
46,1,5:24.0,,Defensive rebound by K. Towns,15,16
47,1,5:20.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),15,19
48,1,5:11.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by E. Moore),,18,19
49,1,4:58.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),18,22
50,1,4:48.0,A. Davis misses 2-pt jump shot from 8 ft,,18,22
51,1,4:46.0,,Defensive rebound by R. Covington,18,22
52,1,4:39.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),18,24
53,1,4:34.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,20,24
54,1,4:19.0,,K. Towns makes 2-pt jump shot from 10 ft (assist by R. Covington),20,26
55,1,4:15.0,New Orleans full timeout,,20,26
56,1,4:15.0,D. Miller enters the game for W. Johnson,,20,26
57,1,4:15.0,J. Randle enters the game for N. Mirotić,,20,26
58,1,4:15.0,,D. Šarić enters the game for T. Gibson,20,26
59,1,4:02.0,J. Randle misses 2-pt jump shot from 7 ft,,20,26
60,1,3:59.0,,Defensive rebound by K. Towns,20,26
61,1,3:54.0,,A. Wiggins misses 2-pt jump shot from 7 ft,20,26
62,1,3:52.0,Defensive rebound by A. Davis,,20,26
63,1,3:52.0,,J. Okogie enters the game for R. Covington,20,26
64,1,3:37.0,E. Moore makes 3-pt jump shot from 24 ft (assist by J. Holiday),,23,26
65,1,3:13.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by D. Šarić),23,29
66,1,3:00.0,A. Davis misses 2-pt layup at rim,,23,29
67,1,2:57.0,,Defensive rebound by D. Šarić,23,29
68,1,2:44.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by J. Teague),23,32
69,1,2:32.0,Personal foul by J. Okogie (drawn by A. Davis),,23,32
70,1,2:32.0,,Minnesota full timeout,23,32
71,1,2:32.0,I. Clark enters the game for E. Moore,,23,32
72,1,2:21.0,I. Clark misses 3-pt jump shot from 29 ft,,23,32
73,1,2:18.0,,Defensive rebound by K. Towns,23,32
74,1,2:11.0,,Shooting foul by J. Randle (drawn by K. Towns),23,32
75,1,2:11.0,,K. Towns makes free throw 1 of 2,23,33
76,1,2:11.0,,K. Towns makes free throw 2 of 2,23,34
77,1,1:57.0,J. Holiday misses 3-pt jump shot from 26 ft,,23,34
78,1,1:55.0,,Defensive rebound by D. Šarić,23,34
79,1,1:44.0,,J. Okogie misses 2-pt jump shot from 19 ft,23,34
80,1,1:43.0,,Offensive rebound by D. Šarić,23,34
81,1,1:43.0,T. Frazier enters the game for J. Holiday,,23,34
82,1,1:26.0,,D. Šarić misses 2-pt jump shot from 16 ft,23,34
83,1,1:23.0,Defensive rebound by J. Randle,,23,34
84,1,1:12.0,A. Davis misses 2-pt layup from 7 ft,,23,34
85,1,1:11.0,Offensive rebound by J. Randle,,23,34
86,1,1:10.0,J. Randle makes 2-pt layup from 2 ft,,25,34
87,1,0:59.0,,Turnover by J. Teague (lost ball; steal by T. Frazier),25,34
88,1,0:59.0,,T. Jones enters the game for J. Teague,25,34
89,1,0:45.0,Turnover by J. Randle (traveling),,25,34
90,1,0:37.0,,K. Towns makes 2-pt layup from 2 ft (assist by A. Wiggins),25,36
91,1,0:30.0,A. Davis makes 3-pt jump shot from 25 ft (assist by T. Frazier),,28,36
92,1,0:09.0,,A. Wiggins misses 2-pt jump shot from 19 ft,28,36
93,1,0:06.0,,Offensive rebound by K. Towns,28,36
94,1,0:03.0,,D. Šarić makes 2-pt layup from 1 ft (assist by J. Okogie),28,38
95,1,0:02.0,Turnover by J. Randle (bad pass; steal by J. Okogie),,28,38
96,1,0:00.0,,J. Okogie misses 3-pt jump shot from 24 ft,28,38
97,1,0:00.0,,Offensive rebound by Team,28,38
98,2,11:41.0,I. Clark misses 3-pt jump shot from 25 ft (block by R. Covington),,28,38
99,2,11:36.0,Offensive rebound by C. Diallo,,28,38
100,2,11:35.0,C. Diallo misses 2-pt layup from 2 ft,,28,38
101,2,11:33.0,,Defensive rebound by G. Dieng,28,38
