,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
120,2,11:49.0,Personal foul by D. Nowitzki (drawn by M. Gortat),,29,26
121,2,11:43.0,J. Motley misses 2-pt jump shot from 11 ft,,29,26
122,2,11:40.0,,Defensive rebound by D. Harris,29,26
123,2,11:30.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by L. Dončić),29,29
124,2,11:18.0,Shooting foul by M. Kleber (drawn by S. Thornwell),,29,29
125,2,11:18.0,S. Thornwell misses free throw 1 of 2,,29,29
126,2,11:18.0,Offensive rebound by Team,,29,29
127,2,11:18.0,S. Thornwell makes free throw 2 of 2,,30,29
128,2,11:02.0,,L. Dončić misses 3-pt jump shot from 25 ft,30,29
129,2,11:01.0,Defensive rebound by Team,,30,29
130,2,11:01.0,M. Scott enters the game for M. Gortat,,30,29
131,2,10:41.0,M. Scott misses 3-pt jump shot from 25 ft,,30,29
132,2,10:38.0,,Defensive rebound by M. Kleber,30,29
133,2,10:29.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by D. Harris),30,31
134,2,10:17.0,M. Scott makes 2-pt jump shot from 15 ft (assist by L. Williams),,32,31
135,2,9:52.0,,D. Harris misses 3-pt jump shot from 28 ft,32,31
136,2,9:51.0,,Offensive rebound by Team,32,31
137,2,9:48.0,,D. Harris makes 2-pt layup from 1 ft (assist by L. Dončić),32,33
138,2,9:28.0,J. Motley makes 2-pt dunk at rim (assist by L. Williams),,34,33
139,2,9:05.0,,Shooting foul by M. Scott (drawn by D. Finney-Smith),34,33
140,2,9:05.0,,D. Finney-Smith makes free throw 1 of 2,34,34
141,2,9:05.0,A. Bradley enters the game for S. Thornwell,,34,34
142,2,9:05.0,,D. Finney-Smith makes free throw 2 of 2,34,35
143,2,8:54.0,J. Motley makes 2-pt layup from 3 ft (assist by L. Williams),,36,35
144,2,8:47.0,,D. Harris misses 3-pt jump shot from 25 ft,36,35
145,2,8:42.0,Defensive rebound by M. Scott,,36,35
146,2,8:34.0,Turnover by L. Williams (lost ball; steal by D. Harris),,36,35
147,2,8:30.0,,D. Harris makes 2-pt layup from 1 ft (assist by M. Kleber),36,37
148,2,8:22.0,T. Wallace misses 2-pt jump shot from 17 ft,,36,37
149,2,8:22.0,,Defensive rebound by M. Kleber,36,37
150,2,8:07.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,36,37
151,2,8:05.0,,Offensive rebound by D. Finney-Smith,36,37
152,2,8:04.0,,Turnover by D. Finney-Smith (off goaltending),36,37
153,2,7:53.0,M. Scott misses 3-pt jump shot from 25 ft,,36,37
154,2,7:50.0,Offensive rebound by L. Williams,,36,37
155,2,7:48.0,L. Williams makes 2-pt jump shot from 4 ft,,38,37
156,2,7:38.0,,Personal foul by M. Scott (drawn by M. Kleber),38,37
157,2,7:38.0,P. Beverley enters the game for T. Wallace,,38,37
158,2,7:38.0,S. Gilgeous-Alexander enters the game for L. Williams,,38,37
159,2,7:31.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by L. Dončić),38,40
160,2,7:15.0,Loose ball foul by J. Motley (drawn by D. Finney-Smith),,38,40
161,2,7:15.0,Turnover by J. Motley (turnover),,38,40
162,2,7:15.0,T. Harris enters the game for M. Scott,,38,40
163,2,7:06.0,,L. Dončić misses 3-pt jump shot from 25 ft,38,40
164,2,7:05.0,Defensive rebound by Team,,38,40
165,2,7:05.0,,Loose ball foul by D. Finney-Smith (drawn by A. Bradley),38,40
166,2,7:05.0,M. Harrell enters the game for J. Motley,,38,40
167,2,7:05.0,,D. Jordan enters the game for D. Finney-Smith,38,40
168,2,7:05.0,,W. Matthews enters the game for D. Nowitzki,38,40
169,2,6:55.0,S. Gilgeous-Alexander makes 2-pt jump shot from 19 ft (assist by M. Harrell),,40,40
170,2,6:53.0,,Dallas full timeout,40,40
171,2,6:53.0,,J. Brunson enters the game for D. Harris,40,40
172,2,6:31.0,,M. Kleber misses 3-pt jump shot from 23 ft,40,40
173,2,6:30.0,,Offensive rebound by M. Kleber,40,40
174,2,6:25.0,,Personal foul by S. Gilgeous-Alexander (drawn by D. Jordan),40,40
175,2,6:25.0,,D. Smith enters the game for L. Dončić,40,40
176,2,6:20.0,,W. Matthews makes 2-pt jump shot from 10 ft (assist by D. Smith),40,42
177,2,6:06.0,M. Harrell makes 2-pt jump shot from 6 ft,,42,42
178,2,5:59.0,,Personal foul by P. Beverley (drawn by W. Matthews),42,42
179,2,5:59.0,,W. Matthews misses free throw 1 of 2,42,42
180,2,5:59.0,,Offensive rebound by Team,42,42
181,2,5:59.0,,W. Matthews misses free throw 2 of 2,42,42
182,2,5:56.0,Defensive rebound by T. Harris,,42,42
183,2,5:45.0,T. Harris misses 2-pt jump shot from 16 ft,,42,42
184,2,5:42.0,Offensive rebound by P. Beverley,,42,42
185,2,5:41.0,Shooting foul by M. Kleber (drawn by M. Harrell),,42,42
186,2,5:41.0,M. Harrell misses free throw 1 of 2,,42,42
187,2,5:41.0,Offensive rebound by Team,,42,42
188,2,5:41.0,,H. Barnes enters the game for M. Kleber,42,42
189,2,5:41.0,M. Harrell makes free throw 2 of 2,,43,42
190,2,5:22.0,,Shooting foul by T. Harris (drawn by D. Smith),43,42
191,2,5:22.0,,D. Smith makes free throw 1 of 2,43,43
192,2,5:22.0,,D. Smith makes free throw 2 of 2,43,44
193,2,5:11.0,S. Gilgeous-Alexander makes 2-pt layup at rim,,45,44
194,2,4:57.0,,H. Barnes makes 2-pt layup from 3 ft,45,46
195,2,4:57.0,,Shooting foul by T. Harris (drawn by H. Barnes),45,46
196,2,4:57.0,,H. Barnes makes free throw 1 of 1,45,47
197,2,4:43.0,P. Beverley misses 3-pt jump shot from 25 ft,,45,47
198,2,4:38.0,Offensive rebound by P. Beverley,,45,47
199,2,4:31.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,,47,47
200,2,4:12.0,,D. Smith misses 3-pt jump shot from 25 ft,47,47
201,2,4:09.0,Defensive rebound by P. Beverley,,47,47
202,2,3:55.0,M. Harrell misses 2-pt hook shot from 5 ft,,47,47
203,2,3:53.0,,Defensive rebound by D. Smith,47,47
204,2,3:48.0,,Turnover by D. Smith (bad pass; steal by P. Beverley),47,47
205,2,3:43.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by T. Harris),,50,47
206,2,3:15.0,,H. Barnes makes 2-pt jump shot from 6 ft,50,49
207,2,3:10.0,LA Clippers full timeout,,50,49
208,2,3:10.0,M. Scott enters the game for T. Harris,,50,49
209,2,3:10.0,,L. Dončić enters the game for J. Brunson,50,49
210,2,2:54.0,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,,50,49
211,2,2:53.0,,Defensive rebound by Team,50,49
212,2,2:45.0,,Personal foul by M. Scott (drawn by H. Barnes),50,49
213,2,2:45.0,,H. Barnes makes free throw 1 of 2,50,50
214,2,2:45.0,J. Motley enters the game for S. Gilgeous-Alexander,,50,50
215,2,2:45.0,L. Williams enters the game for M. Harrell,,50,50
216,2,2:45.0,,H. Barnes makes free throw 2 of 2,50,51
217,2,2:27.0,M. Scott misses 3-pt jump shot from 25 ft,,50,51
218,2,2:27.0,,Defensive rebound by Team,50,51
219,2,2:27.0,M. Harrell enters the game for M. Scott,,50,51
220,2,2:14.0,,L. Dončić makes 2-pt jump shot from 6 ft,50,53
221,2,1:59.0,P. Beverley makes 2-pt jump shot from 10 ft (assist by A. Bradley),,52,53
222,2,1:48.0,,Personal foul by P. Beverley (drawn by L. Dončić),52,53
223,2,1:48.0,,L. Dončić misses free throw 1 of 2,52,53
224,2,1:48.0,,Offensive rebound by Team,52,53
225,2,1:48.0,,L. Dončić makes free throw 2 of 2,52,54
226,2,1:41.0,Shooting foul by D. Jordan (drawn by L. Williams),,52,54
227,2,1:41.0,L. Williams makes free throw 1 of 2,,53,54
228,2,1:41.0,L. Williams makes free throw 2 of 2,,54,54
229,2,1:30.0,,W. Matthews makes 2-pt jump shot from 6 ft,54,56
230,2,1:22.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,56,56
231,2,1:05.0,,L. Dončić misses 2-pt jump shot from 13 ft,56,56
232,2,1:01.0,Defensive rebound by P. Beverley,,56,56
233,2,0:55.0,J. Motley misses 2-pt jump shot from 6 ft,,56,56
234,2,0:53.0,,Defensive rebound by D. Smith,56,56
235,2,0:46.0,,W. Matthews misses 3-pt jump shot from 25 ft,56,56
236,2,0:43.0,,Offensive rebound by D. Jordan,56,56
237,2,0:31.0,,D. Smith makes 2-pt jump shot from 24 ft,56,58
238,2,0:09.0,L. Williams misses 3-pt jump shot from 27 ft,,56,58
239,2,0:04.0,,Defensive rebound by D. Jordan,56,58
240,2,0:00.0,,L. Dončić misses 3-pt jump shot from 31 ft,56,58
241,2,0:00.0,,Offensive rebound by Team,56,58
242,3,11:50.0,Turnover by M. Harrell (bad pass; steal by D. Jordan),,56,58
243,3,11:35.0,,H. Barnes misses 2-pt jump shot from 5 ft (block by M. Harrell),56,58
244,3,11:32.0,Defensive rebound by A. Bradley,,56,58
245,3,11:25.0,A. Bradley makes 2-pt jump shot from 18 ft,,58,58
246,3,11:05.0,,L. Dončić makes 2-pt jump shot from 20 ft,58,60
247,3,10:44.0,S. Gilgeous-Alexander misses 2-pt jump shot from 8 ft,,58,60
248,3,10:42.0,,Defensive rebound by D. Jordan,58,60
249,3,10:37.0,,L. Dončić misses 3-pt jump shot from 27 ft,58,60
250,3,10:36.0,Defensive rebound by Team,,58,60
251,3,10:22.0,T. Harris misses 2-pt jump shot from 9 ft,,58,60
252,3,10:19.0,,Defensive rebound by D. Jordan,58,60
253,3,10:11.0,,D. Smith makes 2-pt layup from 5 ft,58,62
254,3,9:55.0,A. Bradley misses 3-pt jump shot from 25 ft,,58,62
255,3,9:51.0,,Defensive rebound by D. Jordan,58,62
256,3,9:33.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Jordan),58,65
257,3,9:32.0,LA Clippers full timeout,,58,65
258,3,9:14.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by T. Harris),,61,65
259,3,8:57.0,,L. Dončić misses 3-pt jump shot from 25 ft,61,65
260,3,8:57.0,Defensive rebound by Team,,61,65
261,3,8:57.0,,Loose ball foul by D. Jordan (drawn by M. Harrell),61,65
262,3,8:42.0,Turnover by A. Bradley (bad pass; steal by L. Dončić),,61,65
263,3,8:38.0,,L. Dončić misses 2-pt layup from 1 ft,61,65
264,3,8:38.0,,Offensive rebound by Team,61,65
265,3,8:29.0,,Turnover by D. Smith (out of bounds lost ball),61,65
266,3,8:16.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by T. Harris),,64,65
267,3,7:51.0,,D. Jordan misses 2-pt jump shot from 5 ft (block by T. Harris),64,65
268,3,7:48.0,,Offensive rebound by D. Jordan,64,65
269,3,7:46.0,,D. Smith makes 2-pt jump shot from 15 ft (assist by D. Jordan),64,67
270,3,7:36.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,64,67
271,3,7:35.0,Offensive rebound by M. Harrell,,64,67
272,3,7:35.0,M. Harrell misses 2-pt layup from 1 ft,,64,67
273,3,7:33.0,,Defensive rebound by D. Jordan,64,67
274,3,7:33.0,L. Williams enters the game for S. Gilgeous-Alexander,,64,67
275,3,7:18.0,,Shooting foul by M. Harrell (drawn by L. Dončić),64,67
276,3,7:18.0,,L. Dončić misses free throw 1 of 2,64,67
277,3,7:18.0,,Offensive rebound by Team,64,67
278,3,7:18.0,,L. Dončić makes free throw 2 of 2,64,68
279,3,7:04.0,P. Beverley makes 2-pt layup from 1 ft,,66,68
280,3,6:50.0,Loose ball foul by M. Harrell (drawn by W. Matthews),,66,68
281,3,6:37.0,,D. Smith misses 2-pt jump shot from 19 ft,66,68
282,3,6:34.0,Defensive rebound by T. Harris,,66,68
283,3,6:24.0,A. Bradley misses 3-pt jump shot from 25 ft,,66,68
284,3,6:22.0,,Defensive rebound by D. Jordan,66,68
285,3,6:19.0,,H. Barnes misses 3-pt jump shot from 25 ft,66,68
286,3,6:18.0,,Offensive rebound by Team,66,68
287,3,6:18.0,Loose ball foul by M. Harrell (drawn by D. Jordan),,66,68
288,3,6:18.0,M. Gortat enters the game for M. Harrell,,66,68
289,3,6:06.0,,W. Matthews misses 3-pt jump shot from 25 ft,66,68
290,3,6:03.0,Defensive rebound by M. Gortat,,66,68
291,3,5:52.0,L. Williams misses 3-pt jump shot from 27 ft,,66,68
292,3,5:49.0,,Defensive rebound by W. Matthews,66,68
293,3,5:39.0,,Personal foul by P. Beverley (drawn by H. Barnes),66,68
294,3,5:27.0,,H. Barnes misses 2-pt jump shot from 5 ft,66,68
295,3,5:25.0,Defensive rebound by A. Bradley,,66,68
296,3,5:14.0,P. Beverley misses 3-pt jump shot from 23 ft,,66,68
297,3,5:12.0,,Defensive rebound by D. Smith,66,68
298,3,5:05.0,,D. Smith misses 2-pt layup from 1 ft,66,68
299,3,5:04.0,Defensive rebound by P. Beverley,,66,68
300,3,4:59.0,P. Beverley misses 3-pt jump shot from 25 ft,,66,68
301,3,4:57.0,Offensive rebound by A. Bradley,,66,68
302,3,4:55.0,A. Bradley misses 2-pt layup from 1 ft,,66,68
303,3,4:53.0,,Defensive rebound by D. Smith,66,68
304,3,4:52.0,,Personal foul by L. Williams (drawn by L. Dončić),66,68
305,3,4:52.0,,L. Dončić makes free throw 1 of 2,66,69
306,3,4:52.0,,L. Dončić makes free throw 2 of 2,66,70
307,3,4:40.0,L. Williams misses 3-pt jump shot from 26 ft,,66,70
308,3,4:37.0,,Defensive rebound by D. Jordan,66,70
309,3,4:30.0,,L. Dončić makes 2-pt layup from 1 ft,66,72
310,3,4:12.0,P. Beverley misses 3-pt jump shot from 25 ft,,66,72
311,3,4:09.0,,Defensive rebound by L. Dončić,66,72
312,3,4:06.0,,Offensive foul by L. Dončić (drawn by P. Beverley),66,72
313,3,4:06.0,,Turnover by L. Dončić (offensive foul),66,72
314,3,4:06.0,,D. Harris enters the game for L. Dončić,66,72
315,3,3:47.0,Shooting foul by D. Smith (drawn by P. Beverley),,66,72
316,3,3:47.0,P. Beverley makes free throw 1 of 2,,67,72
317,3,3:47.0,,Dallas full timeout,67,72
318,3,3:47.0,,M. Kleber enters the game for H. Barnes,67,72
319,3,3:47.0,,D. Nowitzki enters the game for D. Jordan,67,72
320,3,3:47.0,P. Beverley misses free throw 2 of 2,,67,72
321,3,3:44.0,Offensive rebound by M. Gortat,,67,72
322,3,3:42.0,T. Harris misses 3-pt jump shot from 25 ft,,67,72
323,3,3:38.0,Offensive rebound by P. Beverley,,67,72
324,3,3:34.0,A. Bradley misses 3-pt jump shot from 25 ft,,67,72
325,3,3:30.0,,Defensive rebound by M. Kleber,67,72
326,3,3:16.0,,D. Smith misses 2-pt jump shot from 8 ft,67,72
327,3,3:15.0,,Offensive rebound by M. Kleber,67,72
328,3,3:08.0,,Offensive foul by D. Smith (drawn by P. Beverley),67,72
329,3,3:08.0,,Turnover by D. Smith (offensive foul),67,72
330,3,3:08.0,S. Gilgeous-Alexander enters the game for P. Beverley,,67,72
331,3,3:08.0,J. Robinson enters the game for L. Williams,,67,72
332,3,2:43.0,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,,67,72
333,3,2:40.0,Offensive rebound by A. Bradley,,67,72
334,3,2:32.0,J. Robinson misses 3-pt jump shot from 23 ft,,67,72
335,3,2:29.0,,Defensive rebound by D. Harris,67,72
336,3,2:15.0,,W. Matthews misses 2-pt jump shot from 18 ft,67,72
337,3,2:13.0,Defensive rebound by J. Robinson,,67,72
338,3,2:08.0,Shooting foul by D. Nowitzki (drawn by T. Harris),,67,72
339,3,2:08.0,T. Harris makes free throw 1 of 2,,68,72
340,3,2:08.0,L. Williams enters the game for A. Bradley,,68,72
341,3,2:08.0,,D. Finney-Smith enters the game for W. Matthews,68,72
342,3,2:08.0,T. Harris makes free throw 2 of 2,,69,72
343,3,2:00.0,,Personal foul by J. Robinson (drawn by D. Harris),69,72
344,3,2:00.0,,D. Harris makes free throw 1 of 2,69,73
345,3,2:00.0,J. Motley enters the game for M. Gortat,,69,73
346,3,2:00.0,,D. Harris misses free throw 2 of 2,69,73
347,3,1:57.0,Defensive rebound by T. Harris,,69,73
348,3,1:50.0,Personal foul by D. Finney-Smith (drawn by L. Williams),,69,73
349,3,1:43.0,Shooting foul by D. Harris (drawn by T. Harris),,69,73
350,3,1:43.0,T. Harris makes free throw 1 of 2,,70,73
351,3,1:43.0,T. Harris makes free throw 2 of 2,,71,73
352,3,1:30.0,,Turnover by M. Kleber (off goaltending),71,73
353,3,1:22.0,L. Williams misses 2-pt jump shot from 12 ft,,71,73
354,3,1:20.0,Offensive rebound by J. Motley,,71,73
355,3,1:20.0,Shooting foul by D. Nowitzki (drawn by J. Motley),,71,73
356,3,1:20.0,J. Motley makes free throw 1 of 2,,72,73
357,3,1:20.0,,L. Dončić enters the game for D. Smith,72,73
358,3,1:20.0,J. Motley makes free throw 2 of 2,,73,73
359,3,1:05.0,,D. Nowitzki makes 3-pt jump shot from 22 ft (assist by L. Dončić),73,76
360,3,0:50.0,L. Williams misses 3-pt jump shot from 25 ft,,73,76
361,3,0:47.0,,Defensive rebound by D. Harris,73,76
362,3,0:41.0,,D. Harris makes 2-pt layup from 1 ft,73,78
363,3,0:30.0,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,,73,78
364,3,0:28.0,,Defensive rebound by L. Dončić,73,78
365,3,0:08.0,,Offensive foul by M. Kleber (drawn by J. Robinson),73,78
366,3,0:08.0,,Turnover by M. Kleber (offensive foul),73,78
367,3,0:08.0,A. Bradley enters the game for J. Motley,,73,78
368,3,0:08.0,,D. Powell enters the game for D. Nowitzki,73,78
369,3,0:01.0,Offensive foul by L. Williams (drawn by D. Harris),,73,78
370,3,0:01.0,Turnover by L. Williams (offensive foul),,73,78
371,3,0:00.0,,D. Harris misses 3-pt jump shot from 47 ft,73,78
372,3,0:00.0,,Offensive rebound by Team,73,78
373,4,11:47.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,73,78
374,4,11:42.0,Defensive rebound by J. Robinson,,73,78
375,4,11:34.0,T. Wallace misses 2-pt jump shot from 12 ft,,73,78
376,4,11:32.0,Offensive rebound by J. Motley,,73,78
377,4,11:31.0,J. Motley misses 2-pt layup from 2 ft,,73,78
378,4,11:29.0,Offensive rebound by T. Wallace,,73,78
379,4,11:27.0,T. Wallace makes 2-pt layup from 1 ft,,75,78
380,4,11:13.0,,L. Dončić misses 3-pt jump shot from 27 ft,75,78
381,4,11:12.0,Defensive rebound by Team,,75,78
382,4,11:03.0,T. Wallace misses 2-pt jump shot from 6 ft (block by D. Nowitzki),,75,78
383,4,11:03.0,Offensive rebound by Team,,75,78
384,4,10:56.0,A. Bradley misses 2-pt jump shot from 20 ft,,75,78
