,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
118,2,10:47.0,,Turnover by K. Lowry (bad pass; steal by T. McConnell),29,23
119,2,10:41.0,J. Redick makes 2-pt layup from 1 ft (assist by T. McConnell),,31,23
120,2,10:18.0,,K. Lowry misses 3-pt jump shot from 30 ft,31,23
121,2,10:14.0,,Offensive rebound by O. Anunoby,31,23
122,2,10:14.0,,O. Anunoby misses 2-pt layup from 1 ft,31,23
123,2,10:13.0,,Offensive rebound by O. Anunoby,31,23
124,2,10:13.0,,O. Anunoby misses 2-pt layup from 1 ft,31,23
125,2,10:13.0,,Offensive rebound by O. Anunoby,31,23
126,2,10:12.0,,O. Anunoby misses 2-pt layup from 1 ft,31,23
127,2,10:11.0,Defensive rebound by J. Embiid,,31,23
128,2,10:05.0,Turnover by T. McConnell (bad pass; steal by O. Anunoby),,31,23
129,2,10:00.0,,O. Anunoby makes 2-pt layup from 2 ft,31,25
130,2,9:40.0,Turnover by J. Redick (bad pass; steal by G. Monroe),,31,25
131,2,9:38.0,,G. Monroe makes 2-pt layup from 2 ft,31,27
132,2,9:38.0,Violation by Team (def goaltending),,31,27
133,2,9:38.0,,Shooting foul by T. McConnell (drawn by G. Monroe),31,27
134,2,9:38.0,,F. VanVleet enters the game for D. Wright,31,27
135,2,9:38.0,,G. Monroe misses free throw 1 of 1,31,27
136,2,9:38.0,Defensive rebound by J. Embiid,,31,27
137,2,9:20.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Embiid),,33,27
138,2,8:57.0,,F. VanVleet misses 2-pt layup from 5 ft,33,27
139,2,8:54.0,,Offensive rebound by G. Monroe,33,27
140,2,8:54.0,,G. Monroe misses 2-pt layup from 1 ft,33,27
141,2,8:53.0,,Offensive rebound by G. Monroe,33,27
142,2,8:52.0,,G. Monroe makes 2-pt hook shot from 2 ft,33,29
143,2,8:48.0,Offensive foul by T. McConnell (drawn by F. VanVleet),,33,29
144,2,8:48.0,Turnover by T. McConnell (offensive foul),,33,29
145,2,8:48.0,L. Shamet enters the game for J. Redick,,33,29
146,2,8:35.0,,C. Miles misses 2-pt jump shot from 18 ft,33,29
147,2,8:35.0,Defensive rebound by W. Chandler,,33,29
148,2,8:18.0,Turnover by J. Butler (lost ball; steal by F. VanVleet),,33,29
149,2,8:18.0,B. Simmons enters the game for T. McConnell,,33,29
150,2,8:18.0,,K. Leonard enters the game for C. Miles,33,29
151,2,8:01.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by F. VanVleet),33,32
152,2,7:48.0,J. Embiid misses 3-pt jump shot from 25 ft,,33,32
153,2,7:42.0,,Defensive rebound by G. Monroe,33,32
154,2,7:38.0,,Shooting foul by W. Chandler (drawn by K. Lowry),33,32
155,2,7:38.0,,K. Lowry makes free throw 1 of 2,33,33
156,2,7:38.0,M. Muscala enters the game for J. Embiid,,33,33
157,2,7:38.0,,K. Lowry makes free throw 2 of 2,33,34
158,2,7:25.0,Shooting foul by F. VanVleet (drawn by L. Shamet),,33,34
159,2,7:25.0,L. Shamet makes free throw 1 of 3,,34,34
160,2,7:25.0,L. Shamet misses free throw 2 of 3,,34,34
161,2,7:25.0,Offensive rebound by Team,,34,34
162,2,7:25.0,L. Shamet makes free throw 3 of 3,,35,34
163,2,7:06.0,,G. Monroe misses 2-pt layup from 2 ft,35,34
164,2,7:05.0,Defensive rebound by M. Muscala,,35,34
165,2,6:57.0,Shooting foul by O. Anunoby (drawn by J. Butler),,35,34
166,2,6:57.0,,Toronto full timeout,35,34
167,2,6:57.0,,S. Ibaka enters the game for G. Monroe,35,34
168,2,6:57.0,J. Butler makes free throw 1 of 2,,36,34
169,2,6:57.0,J. Butler makes free throw 2 of 2,,37,34
170,2,6:48.0,,Toronto full timeout,37,34
171,2,6:36.0,,K. Leonard misses 2-pt jump shot from 17 ft,37,34
172,2,6:34.0,Defensive rebound by J. Butler,,37,34
173,2,6:34.0,,D. Green enters the game for O. Anunoby,37,34
174,2,6:34.0,,P. Siakam enters the game for F. VanVleet,37,34
175,2,6:11.0,Turnover by B. Simmons (bad pass; steal by K. Leonard),,37,34
176,2,6:08.0,,Personal foul by W. Chandler (drawn by S. Ibaka),37,34
177,2,6:01.0,,K. Leonard misses 2-pt layup from 2 ft,37,34
178,2,5:58.0,,Offensive rebound by S. Ibaka,37,34
179,2,5:58.0,,S. Ibaka makes 2-pt layup from 1 ft,37,36
180,2,5:51.0,L. Shamet misses 3-pt jump shot from 25 ft,,37,36
181,2,5:47.0,,Defensive rebound by S. Ibaka,37,36
182,2,5:41.0,,S. Ibaka misses 2-pt layup from 3 ft,37,36
183,2,5:38.0,Defensive rebound by J. Butler,,37,36
184,2,5:34.0,B. Simmons makes 2-pt dunk from 1 ft (assist by W. Chandler),,39,36
185,2,5:20.0,,K. Lowry misses 3-pt jump shot from 23 ft,39,36
186,2,5:17.0,Defensive rebound by W. Chandler,,39,36
187,2,5:11.0,J. Butler misses 2-pt jump shot from 6 ft,,39,36
188,2,5:09.0,,Defensive rebound by S. Ibaka,39,36
189,2,4:59.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Lowry),39,38
190,2,4:46.0,J. Butler makes 2-pt hook shot from 4 ft,,41,38
191,2,4:46.0,Shooting foul by P. Siakam (drawn by J. Butler),,41,38
192,2,4:46.0,J. Butler makes free throw 1 of 1,,42,38
193,2,4:29.0,,D. Green misses 2-pt layup from 1 ft,42,38
194,2,4:26.0,,Offensive rebound by D. Green,42,38
195,2,4:26.0,,D. Green makes 2-pt layup from 1 ft,42,40
196,2,4:19.0,W. Chandler misses 3-pt jump shot from 27 ft,,42,40
197,2,4:18.0,Offensive rebound by J. Butler,,42,40
198,2,4:17.0,J. Butler misses 2-pt layup from 1 ft (block by K. Leonard),,42,40
199,2,4:17.0,Offensive rebound by Team,,42,40
200,2,4:17.0,Away from play foul by P. Siakam (drawn by J. Butler),,42,40
201,2,4:17.0,J. Butler makes free throw 1 of 1,,43,40
202,2,4:17.0,J. Embiid enters the game for W. Chandler,,43,40
203,2,4:17.0,,O. Anunoby enters the game for P. Siakam,43,40
204,2,4:14.0,J. Embiid misses 2-pt jump shot from 24 ft,,43,40
205,2,4:12.0,Offensive rebound by B. Simmons,,43,40
206,2,4:09.0,J. Butler makes 3-pt jump shot from 25 ft (assist by B. Simmons),,46,40
207,2,3:51.0,,Shooting foul by M. Muscala (drawn by S. Ibaka),46,40
208,2,3:51.0,,S. Ibaka makes free throw 1 of 2,46,41
209,2,3:51.0,,S. Ibaka makes free throw 2 of 2,46,42
210,2,3:43.0,Offensive foul by B. Simmons (drawn by O. Anunoby),,46,42
211,2,3:43.0,Turnover by B. Simmons (offensive foul),,46,42
212,2,3:28.0,,O. Anunoby misses 3-pt jump shot from 23 ft,46,42
213,2,3:25.0,Defensive rebound by B. Simmons,,46,42
214,2,3:13.0,L. Shamet misses 3-pt jump shot from 27 ft,,46,42
215,2,3:09.0,,Defensive rebound by K. Leonard,46,42
216,2,3:05.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by O. Anunoby),46,44
217,2,3:03.0,Philadelphia full timeout,,46,44
218,2,3:03.0,F. Korkmaz enters the game for J. Butler,,46,44
219,2,3:03.0,J. Redick enters the game for L. Shamet,,46,44
220,2,2:52.0,B. Simmons misses 2-pt layup from 1 ft,,46,44
221,2,2:50.0,,Defensive rebound by K. Leonard,46,44
222,2,2:47.0,,K. Leonard makes 2-pt dunk from 1 ft,46,46
223,2,2:32.0,Turnover by J. Redick (bad pass; steal by K. Leonard),,46,46
224,2,2:28.0,,O. Anunoby makes 2-pt dunk from 2 ft (assist by K. Lowry),46,48
225,2,2:10.0,F. Korkmaz misses 3-pt jump shot from 23 ft,,46,48
226,2,2:07.0,,Defensive rebound by K. Lowry,46,48
227,2,2:04.0,,Turnover by K. Lowry (bad pass),46,48
228,2,1:54.0,Turnover by B. Simmons (offensive foul),,46,48
229,2,1:54.0,Offensive foul by B. Simmons (drawn by K. Lowry),,46,48
230,2,1:54.0,T. McConnell enters the game for B. Simmons,,46,48
231,2,1:40.0,,K. Leonard makes 2-pt jump shot from 7 ft,46,50
232,2,1:21.0,J. Embiid misses 2-pt layup from 1 ft,,46,50
233,2,1:18.0,,Defensive rebound by D. Green,46,50
234,2,1:15.0,,O. Anunoby misses 3-pt jump shot from 26 ft,46,50
235,2,1:12.0,Defensive rebound by T. McConnell,,46,50
236,2,1:12.0,J. Butler enters the game for F. Korkmaz,,46,50
237,2,1:06.0,Turnover by T. McConnell (lost ball; steal by K. Lowry),,46,50
238,2,1:03.0,,D. Green misses 3-pt jump shot from 25 ft,46,50
239,2,1:03.0,,Offensive rebound by O. Anunoby,46,50
240,2,0:59.0,,D. Green misses 3-pt jump shot from 23 ft,46,50
241,2,0:57.0,Defensive rebound by J. Butler,,46,50
242,2,0:52.0,M. Muscala misses 3-pt jump shot from 24 ft,,46,50
243,2,0:49.0,,Defensive rebound by S. Ibaka,46,50
244,2,0:43.0,,D. Green misses 2-pt layup from 4 ft (block by M. Muscala),46,50
245,2,0:40.0,,Offensive rebound by D. Green,46,50
246,2,0:37.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by D. Green),46,53
247,2,0:29.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by J. Redick),,49,53
248,2,0:08.0,,K. Leonard misses 2-pt jump shot from 13 ft,49,53
249,2,0:06.0,Defensive rebound by Team,,49,53
250,2,0:00.0,Turnover by T. McConnell (lost ball; steal by K. Lowry),,49,53
251,3,11:39.0,,Turnover by K. Leonard (bad pass; steal by B. Simmons),49,53
252,3,11:35.0,Turnover by J. Redick (bad pass; steal by K. Leonard),,49,53
253,3,11:32.0,,Shooting foul by J. Redick (drawn by S. Ibaka),49,53
254,3,11:32.0,,S. Ibaka makes free throw 1 of 2,49,54
255,3,11:32.0,,S. Ibaka makes free throw 2 of 2,49,55
256,3,11:16.0,J. Embiid makes 2-pt layup from 1 ft,,51,55
257,3,11:05.0,,S. Ibaka misses 3-pt jump shot from 26 ft,51,55
258,3,11:02.0,Defensive rebound by J. Embiid,,51,55
259,3,10:53.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),,54,55
260,3,10:39.0,,K. Leonard misses 2-pt jump shot from 13 ft,54,55
261,3,10:37.0,Defensive rebound by B. Simmons,,54,55
262,3,10:31.0,Turnover by B. Simmons (bad pass; steal by P. Siakam),,54,55
263,3,10:25.0,,D. Green misses 3-pt jump shot from 26 ft,54,55
264,3,10:23.0,,Offensive rebound by P. Siakam,54,55
265,3,10:21.0,,S. Ibaka makes 2-pt jump shot from 7 ft (assist by P. Siakam),54,57
266,3,9:57.0,J. Embiid misses 2-pt jump shot from 13 ft,,54,57
267,3,9:56.0,,Defensive rebound by S. Ibaka,54,57
268,3,9:47.0,,K. Leonard misses 2-pt layup from 1 ft (block by J. Embiid),54,57
269,3,9:45.0,,Offensive rebound by K. Leonard,54,57
270,3,9:44.0,,K. Leonard makes 2-pt hook shot from 1 ft,54,59
271,3,9:34.0,J. Butler misses 2-pt hook shot from 11 ft (block by K. Lowry),,54,59
272,3,9:32.0,Offensive rebound by J. Butler,,54,59
273,3,9:31.0,J. Butler makes 2-pt jump shot from 11 ft,,56,59
274,3,9:13.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by D. Green),56,61
275,3,9:02.0,J. Redick misses 3-pt jump shot from 26 ft,,56,61
276,3,9:00.0,,Defensive rebound by K. Lowry,56,61
277,3,8:55.0,,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),56,63
278,3,8:55.0,Philadelphia full timeout,,56,63
279,3,8:34.0,J. Embiid misses 2-pt jump shot from 17 ft,,56,63
280,3,8:33.0,Offensive rebound by W. Chandler,,56,63
281,3,8:28.0,J. Redick makes 2-pt jump shot from 19 ft (assist by B. Simmons),,58,63
282,3,8:00.0,,K. Lowry misses 3-pt jump shot from 27 ft,58,63
283,3,7:57.0,Defensive rebound by B. Simmons,,58,63
284,3,7:49.0,W. Chandler misses 2-pt jump shot from 12 ft,,58,63
285,3,7:46.0,Offensive rebound by W. Chandler,,58,63
286,3,7:46.0,W. Chandler misses 2-pt layup from 1 ft,,58,63
287,3,7:44.0,Offensive rebound by W. Chandler,,58,63
288,3,7:43.0,J. Embiid misses 3-pt jump shot from 26 ft,,58,63
289,3,7:39.0,,Defensive rebound by K. Lowry,58,63
290,3,7:26.0,,D. Green makes 3-pt jump shot from 23 ft (assist by P. Siakam),58,66
291,3,7:12.0,J. Butler makes 3-pt jump shot from 26 ft,,61,66
292,3,6:55.0,,K. Leonard misses 2-pt jump shot from 10 ft,61,66
293,3,6:50.0,,Offensive rebound by P. Siakam,61,66
294,3,6:47.0,,K. Lowry makes 2-pt layup from 2 ft (assist by S. Ibaka),61,68
295,3,6:47.0,Philadelphia full timeout,,61,68
296,3,6:47.0,T. McConnell enters the game for W. Chandler,,61,68
297,3,6:47.0,M. Muscala enters the game for J. Embiid,,61,68
298,3,6:47.0,L. Shamet enters the game for J. Redick,,61,68
299,3,6:40.0,Personal foul by P. Siakam (drawn by J. Butler),,61,68
300,3,6:30.0,J. Butler makes 2-pt jump shot from 20 ft,,63,68
301,3,6:06.0,,S. Ibaka misses 2-pt jump shot from 18 ft,63,68
302,3,6:04.0,Defensive rebound by M. Muscala,,63,68
303,3,5:54.0,J. Butler misses 3-pt jump shot from 25 ft,,63,68
304,3,5:51.0,,Defensive rebound by P. Siakam,63,68
305,3,5:46.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Siakam),63,71
306,3,5:32.0,L. Shamet makes 2-pt layup from 1 ft (assist by B. Simmons),,65,71
307,3,5:16.0,,P. Siakam misses 2-pt layup from 2 ft,65,71
308,3,5:13.0,Defensive rebound by M. Muscala,,65,71
309,3,5:10.0,T. McConnell makes 2-pt layup from 1 ft (assist by B. Simmons),,67,71
310,3,4:56.0,,Turnover by K. Lowry (bad pass; steal by T. McConnell),67,71
311,3,4:51.0,J. Butler misses 2-pt layup from 5 ft,,67,71
312,3,4:48.0,,Defensive rebound by S. Ibaka,67,71
313,3,4:36.0,,K. Leonard misses 3-pt jump shot from 23 ft,67,71
314,3,4:31.0,Defensive rebound by M. Muscala,,67,71
315,3,4:21.0,J. Butler makes 2-pt jump shot from 3 ft (assist by B. Simmons),,69,71
316,3,4:21.0,,Toronto full timeout,69,71
317,3,4:21.0,,O. Anunoby enters the game for K. Lowry,69,71
318,3,4:21.0,,F. VanVleet enters the game for P. Siakam,69,71
319,3,4:01.0,,K. Leonard makes 2-pt layup from 1 ft (assist by S. Ibaka),69,73
320,3,3:46.0,J. Butler makes 2-pt layup from 2 ft (assist by B. Simmons),,71,73
321,3,3:26.0,,K. Leonard misses 2-pt jump shot from 14 ft,71,73
322,3,3:23.0,Defensive rebound by B. Simmons,,71,73
323,3,3:14.0,Shooting foul by S. Ibaka (drawn by M. Muscala),,71,73
324,3,3:14.0,M. Muscala makes free throw 1 of 3,,72,73
325,3,3:14.0,M. Muscala makes free throw 2 of 3,,73,73
326,3,3:14.0,M. Muscala makes free throw 3 of 3,,74,73
327,3,3:00.0,,F. VanVleet misses 3-pt jump shot from 25 ft,74,73
328,3,2:57.0,Defensive rebound by T. McConnell,,74,73
329,3,2:48.0,J. Butler misses 2-pt jump shot from 21 ft,,74,73
330,3,2:44.0,,Defensive rebound by K. Leonard,74,73
331,3,2:30.0,,Personal foul by T. McConnell (drawn by K. Leonard),74,73
332,3,2:30.0,J. Redick enters the game for L. Shamet,,74,73
333,3,2:30.0,,J. Valančiūnas enters the game for S. Ibaka,74,73
334,3,2:22.0,,K. Leonard misses 2-pt jump shot from 20 ft,74,73
335,3,2:19.0,Defensive rebound by J. Redick,,74,73
336,3,2:11.0,J. Butler misses 3-pt jump shot from 24 ft,,74,73
337,3,2:09.0,,Defensive rebound by J. Valančiūnas,74,73
338,3,2:02.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by O. Anunoby),74,76
339,3,1:59.0,Technical foul by J. Butler,,74,76
340,3,1:59.0,,K. Leonard makes technical free throw,74,77
341,3,1:59.0,J. Embiid enters the game for M. Muscala,,74,77
342,3,1:59.0,,D. Wright enters the game for D. Green,74,77
343,3,1:44.0,J. Butler misses 2-pt layup from 1 ft,,74,77
344,3,1:42.0,,Defensive rebound by J. Valančiūnas,74,77
345,3,1:21.0,,F. VanVleet misses 2-pt jump shot from 1 ft,74,77
346,3,1:19.0,Defensive rebound by J. Embiid,,74,77
347,3,1:10.0,J. Embiid misses 2-pt layup from 2 ft,,74,77
348,3,1:09.0,,Defensive rebound by J. Valančiūnas,74,77
349,3,1:04.0,,F. VanVleet misses 2-pt layup from 1 ft (block by J. Butler),74,77
350,3,1:01.0,Defensive rebound by J. Butler,,74,77
351,3,0:57.0,J. Butler misses 3-pt jump shot from 25 ft,,74,77
352,3,0:54.0,,Defensive rebound by K. Leonard,74,77
353,3,0:49.0,,Shooting foul by J. Redick (drawn by K. Leonard),74,77
354,3,0:49.0,,K. Leonard makes free throw 1 of 2,74,78
355,3,0:49.0,,K. Leonard misses free throw 2 of 2,74,78
356,3,0:48.0,Defensive rebound by J. Embiid,,74,78
357,3,0:29.0,Turnover by J. Butler (bad pass; steal by K. Leonard),,74,78
358,3,0:25.0,,Turnover by K. Leonard (bad pass; steal by T. McConnell),74,78
359,3,0:05.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),,77,78
360,3,0:00.0,,K. Leonard misses 2-pt jump shot from 18 ft,77,78
361,3,0:00.0,,Offensive rebound by Team,77,78
362,4,11:39.0,J. Embiid makes 2-pt dunk from 2 ft,,79,78
363,4,11:18.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,79,80
364,4,11:18.0,,Shooting foul by J. Embiid (drawn by J. Valančiūnas),79,80
365,4,11:18.0,,J. Valančiūnas makes free throw 1 of 1,79,81
366,4,11:05.0,T. McConnell makes 2-pt hook shot from 2 ft,,81,81
367,4,10:54.0,,J. Valančiūnas misses 2-pt hook shot from 2 ft (block by J. Embiid),81,81
368,4,10:54.0,,Offensive rebound by Team,81,81
369,4,10:54.0,,C. Miles enters the game for O. Anunoby,81,81
370,4,10:45.0,,F. VanVleet makes 3-pt jump shot from 27 ft (assist by D. Wright),81,84
371,4,10:31.0,J. Redick misses 3-pt jump shot from 27 ft,,81,84
372,4,10:29.0,,Defensive rebound by F. VanVleet,81,84
373,4,10:26.0,,P. Siakam misses 2-pt layup from 2 ft (block by J. Redick),81,84
374,4,10:22.0,,Offensive rebound by Team,81,84
375,4,10:17.0,,Personal foul by J. Redick (drawn by P. Siakam),81,84
376,4,10:08.0,,D. Wright misses 2-pt layup from 3 ft,81,84
377,4,10:01.0,,Offensive rebound by J. Valančiūnas,81,84
378,4,9:59.0,,J. Valančiūnas makes 2-pt layup at rim,81,86
379,4,9:49.0,Turnover by J. Embiid (bad pass),,81,86
380,4,9:40.0,,Personal foul by W. Chandler (drawn by J. Valančiūnas),81,86
