,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
34,1,6:46.0,L. Markkanen misses 3-pt jump shot from 23 ft,,11,11
35,1,6:43.0,,Defensive rebound by D. Fox,11,11
36,1,6:39.0,,D. Fox misses 2-pt layup from 7 ft (block by L. Markkanen),11,11
37,1,6:36.0,,Offensive rebound by B. Hield,11,11
38,1,6:36.0,,Turnover by B. Hield (bad pass; steal by Z. LaVine),11,11
39,1,6:30.0,Shooting foul by N. Bjelica (drawn by L. Markkanen),,11,11
40,1,6:30.0,,Sacramento full timeout,11,11
41,1,6:30.0,,B. Bogdanović enters the game for B. Hield,11,11
42,1,6:30.0,L. Markkanen makes free throw 1 of 2,,12,11
43,1,6:30.0,L. Markkanen makes free throw 2 of 2,,13,11
44,1,6:18.0,,D. Fox misses 2-pt layup from 7 ft,13,11
45,1,6:16.0,Defensive rebound by R. Lopez,,13,11
46,1,6:12.0,Z. LaVine makes 2-pt layup from 5 ft,,15,11
47,1,5:49.0,,W. Cauley-Stein misses 2-pt hook shot from 6 ft (block by R. Lopez),15,11
48,1,5:46.0,,Offensive rebound by H. Barnes,15,11
49,1,5:46.0,,Turnover by Team (shot clock),15,11
50,1,5:46.0,,H. Giles enters the game for W. Cauley-Stein,15,11
51,1,5:30.0,Z. LaVine misses 3-pt jump shot from 29 ft,,15,11
52,1,5:28.0,,Defensive rebound by D. Fox,15,11
53,1,5:17.0,,N. Bjelica makes 2-pt hook shot from 6 ft (assist by H. Giles),15,13
54,1,4:51.0,Turnover by Z. LaVine (bad pass; steal by D. Fox),,15,13
55,1,4:45.0,,H. Barnes misses 2-pt layup from 7 ft,15,13
56,1,4:42.0,Defensive rebound by R. Lopez,,15,13
57,1,4:30.0,O. Porter misses 2-pt jump shot from 20 ft,,15,13
58,1,4:27.0,,Defensive rebound by H. Giles,15,13
59,1,4:26.0,,D. Fox makes 2-pt dunk from 9 ft,15,15
60,1,4:21.0,Chicago full timeout,,15,15
61,1,4:21.0,R. Arcidiacono enters the game for K. Dunn,,15,15
62,1,4:21.0,W. Selden enters the game for L. Markkanen,,15,15
63,1,4:21.0,,M. Bagley enters the game for N. Bjelica,15,15
64,1,4:06.0,Z. LaVine misses 2-pt layup from 6 ft (block by H. Giles),,15,15
65,1,4:03.0,,Defensive rebound by M. Bagley,15,15
66,1,3:50.0,,Turnover by H. Barnes (traveling),15,15
67,1,3:34.0,O. Porter makes 2-pt hook shot from 8 ft (assist by Z. LaVine),,17,15
68,1,3:19.0,,H. Giles misses 2-pt hook shot from 7 ft,17,15
69,1,3:18.0,,Offensive rebound by B. Bogdanović,17,15
70,1,3:12.0,,H. Giles misses 2-pt jump shot from 12 ft,17,15
71,1,3:10.0,Defensive rebound by W. Selden,,17,15
72,1,2:57.0,Z. LaVine misses 2-pt jump shot from 8 ft,,17,15
73,1,2:55.0,,Defensive rebound by B. Bogdanović,17,15
74,1,2:41.0,,M. Bagley makes 2-pt jump shot from 15 ft,17,17
75,1,2:26.0,O. Porter misses 3-pt jump shot from 27 ft,,17,17
76,1,2:24.0,Offensive rebound by Z. LaVine,,17,17
77,1,2:14.0,R. Lopez misses 2-pt hook shot from 5 ft (block by M. Bagley),,17,17
78,1,2:11.0,,Defensive rebound by M. Bagley,17,17
79,1,2:08.0,,M. Bagley makes 2-pt layup from 5 ft,17,19
80,1,1:46.0,W. Selden makes 3-pt jump shot from 27 ft (assist by O. Porter),,20,19
81,1,1:28.0,Violation by Team (kicked ball),,20,19
82,1,1:28.0,T. Luwawu-Cabarrot enters the game for O. Porter,,20,19
83,1,1:28.0,,C. Brewer enters the game for H. Barnes,20,19
84,1,1:28.0,,B. Hield enters the game for D. Fox,20,19
85,1,1:18.0,,B. Hield misses 2-pt jump shot from 15 ft,20,19
86,1,1:16.0,,Offensive rebound by M. Bagley,20,19
87,1,1:12.0,,H. Giles makes 2-pt dunk from 4 ft,20,21
88,1,0:50.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 19 ft,,20,21
89,1,0:49.0,Offensive rebound by Team,,20,21
90,1,0:49.0,Personal foul by H. Giles (drawn by R. Lopez),,20,21
91,1,0:44.0,Turnover by R. Arcidiacono (bad pass; steal by H. Giles),,20,21
92,1,0:44.0,,Personal foul by R. Arcidiacono (drawn by H. Giles),20,21
93,1,0:44.0,L. Markkanen enters the game for R. Lopez,,20,21
94,1,0:30.0,,Turnover by H. Giles (3 sec),20,21
95,1,0:06.0,L. Markkanen makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,23,21
96,1,0:00.0,,B. Bogdanović makes 3-pt jump shot from 26 ft,23,24
97,2,11:41.0,,C. Brewer misses 3-pt jump shot from 22 ft,23,24
98,2,11:39.0,Defensive rebound by R. Arcidiacono,,23,24
99,2,11:23.0,W. Selden misses 3-pt jump shot from 26 ft,,23,24
100,2,11:21.0,,Defensive rebound by B. Bogdanović,23,24
101,2,11:09.0,,M. Bagley misses 3-pt jump shot from 27 ft,23,24
102,2,11:07.0,Defensive rebound by S. Harrison,,23,24
103,2,11:00.0,Turnover by S. Harrison (bad pass; steal by B. Bogdanović),,23,24
104,2,10:55.0,,B. Bogdanović misses 2-pt layup from 4 ft (block by W. Selden),23,24
105,2,10:52.0,Defensive rebound by S. Harrison,,23,24
106,2,10:39.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,23,24
107,2,10:37.0,,Defensive rebound by H. Giles,23,24
108,2,10:28.0,,H. Giles makes 2-pt layup from 4 ft (assist by B. Hield),23,26
109,2,10:07.0,L. Markkanen misses 3-pt jump shot from 26 ft,,23,26
110,2,10:06.0,,Defensive rebound by B. Bogdanović,23,26
111,2,9:52.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Hield),23,26
112,2,9:52.0,,B. Hield makes free throw 1 of 2,23,27
113,2,9:52.0,C. Felício enters the game for L. Markkanen,,23,27
114,2,9:52.0,O. Porter enters the game for W. Selden,,23,27
115,2,9:52.0,,W. Cauley-Stein enters the game for H. Giles,23,27
116,2,9:52.0,,B. Hield makes free throw 2 of 2,23,28
117,2,9:37.0,S. Harrison makes 2-pt layup from 7 ft,,25,28
118,2,9:23.0,,B. Hield makes 2-pt jump shot from 13 ft (assist by B. Bogdanović),25,30
119,2,9:06.0,Turnover by S. Harrison (bad pass; steal by W. Cauley-Stein),,25,30
120,2,8:48.0,,M. Bagley misses 3-pt jump shot from 30 ft,25,30
121,2,8:46.0,Defensive rebound by S. Harrison,,25,30
122,2,8:36.0,R. Arcidiacono makes 2-pt jump shot from 13 ft (assist by S. Harrison),,27,30
123,2,8:23.0,,Personal foul by O. Porter (drawn by M. Bagley),27,30
124,2,8:11.0,,B. Hield makes 3-pt jump shot from 27 ft (assist by W. Cauley-Stein),27,33
125,2,7:52.0,O. Porter misses 3-pt jump shot from 26 ft,,27,33
126,2,7:50.0,,Defensive rebound by B. Bogdanović,27,33
127,2,7:42.0,,B. Hield misses 3-pt jump shot from 28 ft,27,33
128,2,7:40.0,Defensive rebound by C. Felício,,27,33
129,2,7:30.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,27,33
130,2,7:29.0,,Defensive rebound by W. Cauley-Stein,27,33
131,2,7:14.0,,M. Bagley makes 2-pt jump shot from 6 ft,27,35
132,2,7:14.0,,Shooting foul by C. Felício (drawn by M. Bagley),27,35
133,2,7:14.0,K. Dunn enters the game for R. Arcidiacono,,27,35
134,2,7:14.0,,M. Bagley makes free throw 1 of 1,27,36
135,2,7:05.0,Personal foul by M. Bagley (drawn by C. Felício),,27,36
136,2,7:05.0,Z. LaVine enters the game for T. Luwawu-Cabarrot,,27,36
137,2,7:05.0,,H. Barnes enters the game for M. Bagley,27,36
138,2,6:55.0,Turnover by C. Felício (3 sec),,27,36
139,2,6:55.0,,Sacramento full timeout,27,36
140,2,6:34.0,,B. Hield makes 3-pt jump shot from 27 ft (assist by H. Barnes),27,39
141,2,6:13.0,O. Porter misses 2-pt jump shot from 13 ft,,27,39
142,2,6:11.0,Offensive rebound by C. Felício,,27,39
143,2,6:11.0,R. Lopez enters the game for C. Felício,,27,39
144,2,6:11.0,L. Markkanen enters the game for O. Porter,,27,39
145,2,6:07.0,Turnover by K. Dunn (bad pass; steal by B. Bogdanović),,27,39
146,2,5:59.0,,Shooting foul by R. Lopez (drawn by W. Cauley-Stein),27,39
147,2,5:59.0,,W. Cauley-Stein misses free throw 1 of 2,27,39
148,2,5:59.0,,Offensive rebound by Team,27,39
149,2,5:59.0,R. Arcidiacono enters the game for S. Harrison,,27,39
150,2,5:59.0,,W. Cauley-Stein makes free throw 2 of 2,27,40
151,2,5:45.0,Turnover by Z. LaVine (bad pass),,27,40
152,2,5:30.0,,H. Barnes misses 3-pt jump shot from 25 ft,27,40
153,2,5:27.0,,Offensive rebound by W. Cauley-Stein,27,40
154,2,5:25.0,,B. Bogdanović makes 2-pt layup from 4 ft (assist by W. Cauley-Stein),27,42
155,2,5:12.0,K. Dunn misses 2-pt layup from 7 ft (block by B. Hield),,27,42
156,2,5:12.0,,Defensive rebound by B. Hield,27,42
157,2,5:10.0,,H. Barnes makes 2-pt dunk from 4 ft (assist by C. Brewer),27,44
158,2,5:10.0,Chicago full timeout,,27,44
159,2,5:00.0,K. Dunn makes 2-pt jump shot from 14 ft (assist by L. Markkanen),,29,44
160,2,4:40.0,,H. Barnes makes 2-pt layup from 6 ft,29,46
161,2,4:25.0,Shooting foul by B. Hield (drawn by R. Lopez),,29,46
162,2,4:25.0,R. Lopez makes free throw 1 of 2,,30,46
163,2,4:25.0,,D. Fox enters the game for B. Hield,30,46
164,2,4:25.0,R. Lopez misses free throw 2 of 2,,30,46
165,2,4:19.0,,Defensive rebound by W. Cauley-Stein,30,46
166,2,4:12.0,,W. Cauley-Stein misses 2-pt hook shot from 5 ft (block by R. Lopez),30,46
167,2,4:08.0,,Offensive rebound by W. Cauley-Stein,30,46
168,2,4:04.0,,B. Bogdanović misses 2-pt layup from 6 ft,30,46
169,2,4:01.0,Defensive rebound by L. Markkanen,,30,46
170,2,3:49.0,K. Dunn misses 3-pt jump shot from 26 ft,,30,46
171,2,3:47.0,,Defensive rebound by W. Cauley-Stein,30,46
172,2,3:47.0,,N. Bjelica enters the game for C. Brewer,30,46
173,2,3:31.0,,N. Bjelica misses 2-pt jump shot from 18 ft,30,46
174,2,3:29.0,Defensive rebound by K. Dunn,,30,46
175,2,3:28.0,L. Markkanen makes 2-pt dunk from 6 ft (assist by K. Dunn),,32,46
176,2,3:17.0,,Turnover by W. Cauley-Stein (bad pass),32,46
177,2,3:00.0,L. Markkanen misses 3-pt jump shot from 27 ft,,32,46
178,2,2:58.0,,Defensive rebound by W. Cauley-Stein,32,46
179,2,2:56.0,,Turnover by W. Cauley-Stein (lost ball; steal by Z. LaVine),32,46
180,2,2:51.0,Z. LaVine misses 2-pt layup from 9 ft,,32,46
181,2,2:48.0,,Defensive rebound by D. Fox,32,46
182,2,2:42.0,,N. Bjelica misses 3-pt jump shot from 24 ft,32,46
183,2,2:36.0,,Offensive rebound by H. Barnes,32,46
184,2,2:36.0,,H. Barnes makes 2-pt layup from 4 ft,32,48
185,2,2:23.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by L. Markkanen),,35,48
186,2,2:23.0,,Sacramento full timeout,35,48
187,2,2:23.0,,H. Giles enters the game for B. Bogdanović,35,48
188,2,2:23.0,,B. Hield enters the game for W. Cauley-Stein,35,48
189,2,2:11.0,,B. Hield misses 2-pt jump shot from 17 ft,35,48
190,2,2:09.0,Defensive rebound by R. Arcidiacono,,35,48
191,2,1:59.0,Z. LaVine misses 2-pt layup from 9 ft (block by H. Giles),,35,48
192,2,1:59.0,,Defensive rebound by Team,35,48
193,2,1:58.0,,Personal foul by Z. LaVine (drawn by D. Fox),35,48
194,2,1:58.0,,D. Fox misses free throw 1 of 2,35,48
195,2,1:58.0,,Offensive rebound by Team,35,48
196,2,1:58.0,,D. Fox makes free throw 2 of 2,35,49
197,2,1:58.0,O. Porter enters the game for K. Dunn,,35,49
198,2,1:40.0,Z. LaVine makes 2-pt layup from 3 ft,,37,49
199,2,1:40.0,Shooting foul by N. Bjelica (drawn by Z. LaVine),,37,49
200,2,1:40.0,Z. LaVine makes free throw 1 of 1,,38,49
201,2,1:26.0,,H. Giles misses 2-pt hook shot from 10 ft,38,49
202,2,1:26.0,,Offensive rebound by Team,38,49
203,2,1:26.0,,Personal foul by L. Markkanen (drawn by N. Bjelica),38,49
204,2,1:26.0,,N. Bjelica misses free throw 1 of 2,38,49
205,2,1:26.0,,Offensive rebound by Team,38,49
206,2,1:26.0,,N. Bjelica makes free throw 2 of 2,38,50
207,2,1:12.0,Z. LaVine misses 2-pt layup from 10 ft,,38,50
208,2,1:10.0,Offensive rebound by R. Arcidiacono,,38,50
209,2,1:10.0,Offensive foul by R. Arcidiacono (drawn by D. Fox),,38,50
210,2,1:10.0,Turnover by R. Arcidiacono (offensive foul),,38,50
211,2,1:10.0,K. Dunn enters the game for R. Arcidiacono,,38,50
212,2,1:00.0,,H. Barnes misses 3-pt jump shot from 22 ft,38,50
213,2,0:57.0,,Offensive rebound by Team,38,50
214,2,0:52.0,,H. Giles makes 2-pt layup from 3 ft,38,52
215,2,0:38.0,R. Lopez misses 2-pt layup from 6 ft (block by H. Giles),,38,52
216,2,0:35.0,,Defensive rebound by N. Bjelica,38,52
217,2,0:33.0,,D. Fox misses 2-pt layup from 3 ft,38,52
218,2,0:33.0,,Offensive rebound by H. Giles,38,52
219,2,0:33.0,,H. Giles makes 2-pt layup from 1 ft,38,54
220,2,0:14.0,R. Lopez makes 2-pt dunk from 4 ft,,40,54
221,2,0:01.0,,D. Fox makes 2-pt jump shot from 18 ft,40,56
222,2,0:01.0,,Technical foul by H. Giles,40,56
223,2,0:01.0,Technical foul by R. Lopez,,40,56
224,3,11:42.0,,H. Barnes makes 2-pt dunk from 5 ft (assist by W. Cauley-Stein),40,58
225,3,11:25.0,O. Porter makes 2-pt jump shot from 10 ft (assist by K. Dunn),,42,58
226,3,11:25.0,Shooting foul by B. Hield (drawn by O. Porter),,42,58
227,3,11:25.0,O. Porter makes free throw 1 of 1,,43,58
228,3,11:08.0,,Personal foul by O. Porter (drawn by H. Barnes),43,58
229,3,10:55.0,,W. Cauley-Stein makes 2-pt layup from 3 ft,43,60
230,3,10:39.0,K. Dunn misses 2-pt jump shot from 7 ft,,43,60
231,3,10:39.0,Offensive rebound by R. Lopez,,43,60
232,3,10:39.0,R. Lopez misses 2-pt layup from 2 ft,,43,60
233,3,10:39.0,,Defensive rebound by N. Bjelica,43,60
234,3,10:26.0,,N. Bjelica misses 2-pt layup from 6 ft,43,60
235,3,10:21.0,,Offensive rebound by N. Bjelica,43,60
236,3,10:21.0,,N. Bjelica misses 2-pt layup at rim,43,60
237,3,10:21.0,Defensive rebound by R. Lopez,,43,60
238,3,10:09.0,K. Dunn makes 2-pt jump shot from 3 ft,,45,60
239,3,10:04.0,,Shooting foul by Z. LaVine (drawn by D. Fox),45,60
240,3,10:04.0,,D. Fox makes free throw 1 of 2,45,61
241,3,10:04.0,,D. Fox makes free throw 2 of 2,45,62
242,3,9:52.0,K. Dunn misses 3-pt jump shot from 27 ft,,45,62
243,3,9:50.0,,Defensive rebound by B. Hield,45,62
244,3,9:42.0,,D. Fox makes 3-pt jump shot from 27 ft (assist by B. Hield),45,65
245,3,9:33.0,Personal foul by D. Fox (drawn by R. Lopez),,45,65
246,3,9:22.0,Turnover by O. Porter (bad pass),,45,65
247,3,9:07.0,,B. Hield makes 2-pt hook shot from 12 ft,45,67
248,3,9:07.0,Chicago full timeout,,45,67
249,3,8:57.0,Z. LaVine misses 2-pt layup from 6 ft,,45,67
250,3,8:57.0,Offensive rebound by Team,,45,67
251,3,8:51.0,L. Markkanen misses 2-pt jump shot from 21 ft,,45,67
252,3,8:51.0,,Defensive rebound by D. Fox,45,67
253,3,8:35.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by D. Fox),45,69
254,3,8:28.0,Personal foul by N. Bjelica (drawn by L. Markkanen),,45,69
255,3,8:18.0,Z. LaVine misses 2-pt jump shot from 10 ft,,45,69
256,3,8:16.0,,Defensive rebound by N. Bjelica,45,69
257,3,8:13.0,,Turnover by D. Fox (bad pass),45,69
258,3,8:03.0,L. Markkanen makes 2-pt dunk from 4 ft (assist by K. Dunn),,47,69
259,3,7:59.0,,B. Hield misses 2-pt layup from 6 ft (block by Z. LaVine),47,69
260,3,7:59.0,,Offensive rebound by Team,47,69
261,3,7:52.0,,H. Barnes makes 2-pt layup from 4 ft (assist by W. Cauley-Stein),47,71
262,3,7:40.0,Turnover by K. Dunn (bad pass; steal by B. Hield),,47,71
263,3,7:35.0,,W. Cauley-Stein makes 2-pt dunk from 3 ft (assist by N. Bjelica),47,73
264,3,7:20.0,Shooting foul by W. Cauley-Stein (drawn by R. Lopez),,47,73
265,3,7:20.0,R. Lopez makes free throw 1 of 2,,48,73
266,3,7:20.0,R. Lopez makes free throw 2 of 2,,49,73
267,3,7:05.0,,N. Bjelica makes 2-pt layup from 6 ft (assist by B. Hield),49,75
268,3,6:52.0,K. Dunn misses 2-pt layup from 9 ft,,49,75
269,3,6:51.0,,Defensive rebound by Team,49,75
270,3,6:32.0,,B. Hield misses 2-pt jump shot from 4 ft,49,75
271,3,6:29.0,Defensive rebound by L. Markkanen,,49,75
272,3,6:28.0,Turnover by L. Markkanen (lost ball; steal by B. Hield),,49,75
273,3,6:25.0,,B. Hield makes 2-pt layup from 2 ft,49,77
274,3,6:10.0,Z. LaVine makes 2-pt layup from 7 ft,,51,77
275,3,6:07.0,,Personal foul by Z. LaVine (drawn by D. Fox),51,77
276,3,6:07.0,R. Arcidiacono enters the game for K. Dunn,,51,77
277,3,6:00.0,,D. Fox misses 2-pt jump shot from 9 ft,51,77
278,3,5:58.0,Defensive rebound by O. Porter,,51,77
279,3,5:49.0,Personal foul by D. Fox (drawn by Z. LaVine),,51,77
280,3,5:49.0,Z. LaVine makes free throw 1 of 2,,52,77
281,3,5:49.0,W. Selden enters the game for L. Markkanen,,52,77
282,3,5:49.0,,H. Giles enters the game for W. Cauley-Stein,52,77
283,3,5:49.0,Z. LaVine misses free throw 2 of 2,,52,77
284,3,5:49.0,,Defensive rebound by N. Bjelica,52,77
285,3,5:35.0,,H. Giles makes 2-pt jump shot from 17 ft (assist by D. Fox),52,79
286,3,5:17.0,O. Porter makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,55,79
287,3,4:59.0,,H. Giles misses 2-pt jump shot from 21 ft,55,79
288,3,4:57.0,Defensive rebound by O. Porter,,55,79
289,3,4:52.0,Z. LaVine makes 2-pt layup from 3 ft,,57,79
290,3,4:52.0,,Sacramento full timeout,57,79
291,3,4:52.0,,M. Bagley enters the game for N. Bjelica,57,79
292,3,4:40.0,,Turnover by D. Fox (bad pass; steal by Z. LaVine),57,79
293,3,4:22.0,Turnover by O. Porter (lost ball; steal by D. Fox),,57,79
294,3,4:18.0,,H. Barnes makes 2-pt dunk from 6 ft (assist by D. Fox),57,81
295,3,4:00.0,Z. LaVine misses 2-pt jump shot from 17 ft,,57,81
296,3,4:00.0,Offensive rebound by Team,,57,81
297,3,4:00.0,Personal foul by H. Giles (drawn by R. Lopez),,57,81
298,3,4:00.0,R. Lopez makes free throw 1 of 2,,58,81
299,3,4:00.0,T. Luwawu-Cabarrot enters the game for O. Porter,,58,81
300,3,4:00.0,,B. Bogdanović enters the game for B. Hield,58,81
301,3,4:00.0,R. Lopez misses free throw 2 of 2,,58,81
302,3,3:53.0,,Defensive rebound by H. Giles,58,81
303,3,3:38.0,,M. Bagley makes 2-pt hook shot from 7 ft,58,83
304,3,3:32.0,Z. LaVine misses 2-pt layup from 6 ft (block by D. Fox),,58,83
305,3,3:32.0,Offensive rebound by Team,,58,83
306,3,3:19.0,Z. LaVine makes 3-pt jump shot from 28 ft,,61,83
307,3,3:11.0,,D. Fox makes 3-pt jump shot from 27 ft,61,86
308,3,2:49.0,Z. LaVine misses 2-pt jump shot from 14 ft,,61,86
309,3,2:46.0,Offensive rebound by R. Lopez,,61,86
310,3,2:46.0,R. Lopez misses 2-pt layup from 1 ft,,61,86
311,3,2:46.0,,Defensive rebound by H. Giles,61,86
312,3,2:38.0,,H. Giles makes 2-pt dunk from 5 ft (assist by M. Bagley),61,88
313,3,2:24.0,R. Lopez makes 2-pt hook shot from 6 ft,,63,88
314,3,2:14.0,,D. Fox misses 3-pt jump shot from 26 ft,63,88
315,3,2:11.0,Defensive rebound by Z. LaVine,,63,88
316,3,2:06.0,W. Selden misses 3-pt jump shot from 28 ft,,63,88
317,3,2:01.0,,Defensive rebound by M. Bagley,63,88
318,3,1:54.0,,M. Bagley makes 2-pt jump shot from 11 ft,63,90
319,3,1:54.0,,Shooting foul by W. Selden (drawn by M. Bagley),63,90
320,3,1:54.0,C. Felício enters the game for Z. LaVine,,63,90
321,3,1:54.0,S. Harrison enters the game for R. Lopez,,63,90
322,3,1:54.0,,C. Brewer enters the game for D. Fox,63,90
323,3,1:54.0,,M. Bagley makes free throw 1 of 1,63,91
324,3,1:43.0,R. Arcidiacono misses 2-pt jump shot from 13 ft,,63,91
325,3,1:39.0,Offensive rebound by R. Arcidiacono,,63,91
326,3,1:32.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 28 ft (assist by S. Harrison),,66,91
327,3,1:18.0,,H. Giles misses 2-pt dunk from 7 ft,66,91
328,3,1:12.0,,Offensive rebound by M. Bagley,66,91
329,3,1:11.0,,M. Bagley makes 2-pt layup from 2 ft,66,93
330,3,0:57.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 28 ft,,66,93
331,3,0:57.0,,Defensive rebound by Team,66,93
332,3,0:47.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by H. Giles),66,95
333,3,0:47.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by H. Barnes),66,95
334,3,0:47.0,,H. Barnes makes free throw 1 of 1,66,96
335,3,0:39.0,R. Arcidiacono makes 3-pt jump shot from 27 ft,,69,96
336,3,0:31.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,69,99
337,3,0:08.0,R. Arcidiacono makes 2-pt jump shot from 7 ft (assist by W. Selden),,71,99
338,3,0:02.0,,C. Brewer misses 3-pt jump shot from 28 ft,71,99
339,3,0:02.0,Defensive rebound by R. Arcidiacono,,71,99
340,4,11:48.0,Personal foul by B. Bogdanović (drawn by T. Luwawu-Cabarrot),,71,99
341,4,11:39.0,S. Harrison makes 2-pt layup from 3 ft,,73,99
342,4,11:26.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,73,99
343,4,11:24.0,,Offensive rebound by M. Bagley,73,99
344,4,11:24.0,,M. Bagley misses 2-pt layup at rim (block by C. Felício),73,99
345,4,11:24.0,,Offensive rebound by M. Bagley,73,99
346,4,11:24.0,,M. Bagley makes 2-pt jump shot from 3 ft,73,101
347,4,11:24.0,,Shooting foul by W. Selden (drawn by M. Bagley),73,101
348,4,11:24.0,,M. Bagley makes free throw 1 of 1,73,102
349,4,11:09.0,Turnover by A. Blakeney (lost ball; steal by C. Brewer),,73,102
350,4,11:08.0,,Shooting foul by S. Harrison (drawn by C. Brewer),73,102
351,4,11:08.0,,C. Brewer makes free throw 1 of 2,73,103
352,4,11:08.0,,C. Brewer makes free throw 2 of 2,73,104
353,4,10:53.0,Shooting foul by H. Giles (drawn by W. Selden),,73,104
354,4,10:53.0,W. Selden makes free throw 1 of 2,,74,104
355,4,10:53.0,W. Selden makes free throw 2 of 2,,75,104
356,4,10:36.0,,M. Bagley makes 2-pt jump shot from 8 ft (assist by B. Bogdanović),75,106
357,4,10:25.0,W. Selden misses 2-pt jump shot from 6 ft,,75,106
358,4,10:25.0,Offensive rebound by Team,,75,106
359,4,10:25.0,Personal foul by H. Giles (drawn by C. Felício),,75,106
360,4,10:14.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 16 ft,,75,106
361,4,10:12.0,,Defensive rebound by B. Bogdanović,75,106
362,4,10:04.0,,Y. Ferrell makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),75,108
363,4,9:46.0,A. Blakeney misses 2-pt jump shot from 19 ft,,75,108
364,4,9:43.0,,Defensive rebound by M. Bagley,75,108
365,4,9:38.0,,M. Bagley misses 2-pt layup from 5 ft,75,108
366,4,9:36.0,Defensive rebound by C. Felício,,75,108
367,4,9:34.0,Turnover by W. Selden (lost ball; steal by Y. Ferrell),,75,108
368,4,9:31.0,,H. Giles makes 2-pt hook shot from 11 ft (assist by C. Brewer),75,110
369,4,9:31.0,Chicago full timeout,,75,110
370,4,9:31.0,,A. Burks enters the game for B. Bogdanović,75,110
371,4,9:18.0,C. Felício misses 2-pt layup from 6 ft,,75,110
372,4,9:16.0,,Defensive rebound by H. Giles,75,110
373,4,9:00.0,,H. Giles makes 2-pt hook shot from 6 ft (assist by C. Brewer),75,112
374,4,8:49.0,S. Harrison makes 2-pt layup from 3 ft,,77,112
