,QUARTER,TIME_REMAINING,INDIANA_ACTION,BROOKLYN_ACTION,INDIANA_SCORE,BROOKLYN_SCORE
0,1,11:41.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Russell),0,3
1,1,11:19.0,T. Young makes 2-pt layup from 3 ft (assist by B. Bogdanović),,2,3
2,1,11:08.0,,R. Kurucs makes 2-pt layup from 3 ft (assist by D. Russell),2,5
3,1,10:53.0,M. Turner misses 2-pt dunk from 2 ft (block by J. Allen),,2,5
4,1,10:51.0,Offensive rebound by V. Oladipo,,2,5
5,1,10:49.0,T. Young makes 2-pt layup from 3 ft (assist by V. Oladipo),,4,5
6,1,10:39.0,,J. Allen makes 2-pt layup from 4 ft (assist by D. Russell),4,7
7,1,10:17.0,T. Young misses 2-pt hook shot from 8 ft,,4,7
8,1,10:13.0,,Defensive rebound by D. Russell,4,7
9,1,10:01.0,,Turnover by D. Russell (bad pass; steal by V. Oladipo),4,7
10,1,9:49.0,T. Young makes 2-pt jump shot from 16 ft,,6,7
11,1,9:27.0,,R. Kurucs misses 2-pt layup from 5 ft (block by M. Turner),6,7
12,1,9:25.0,Defensive rebound by M. Turner,,6,7
13,1,9:14.0,D. Collison makes 2-pt jump shot from 21 ft,,8,7
14,1,8:59.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by D. Russell),8,9
15,1,8:46.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,10,9
16,1,8:36.0,,J. Harris misses 3-pt jump shot from 23 ft,10,9
17,1,8:34.0,Defensive rebound by Team,,10,9
18,1,8:17.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,13,9
19,1,8:03.0,,Turnover by J. Harris (bad pass; steal by D. Collison),13,9
20,1,7:55.0,M. Turner makes 2-pt hook shot from 4 ft (assist by T. Young),,15,9
21,1,7:55.0,,Brooklyn full timeout,15,9
22,1,7:38.0,,Shooting foul by T. Young (drawn by R. Hollis-Jefferson),15,9
23,1,7:38.0,,R. Hollis-Jefferson makes free throw 1 of 2,15,10
24,1,7:38.0,,R. Hollis-Jefferson makes free throw 2 of 2,15,11
25,1,7:22.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,18,11
26,1,7:11.0,,R. Kurucs misses 3-pt jump shot from 25 ft,18,11
27,1,7:08.0,Defensive rebound by M. Turner,,18,11
28,1,6:51.0,T. Young misses 2-pt jump shot from 5 ft,,18,11
29,1,6:46.0,Offensive rebound by T. Young,,18,11
30,1,6:46.0,T. Young makes 2-pt layup at rim,,20,11
31,1,6:34.0,,J. Allen makes 2-pt dunk from 2 ft (assist by J. Harris),20,13
32,1,6:17.0,B. Bogdanović misses 2-pt layup from 4 ft,,20,13
33,1,6:14.0,,Defensive rebound by J. Allen,20,13
34,1,6:05.0,,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,20,13
35,1,6:02.0,Defensive rebound by D. Collison,,20,13
36,1,5:55.0,M. Turner makes 3-pt jump shot from 27 ft,,23,13
37,1,5:41.0,,D. Russell misses 3-pt jump shot from 25 ft,23,13
38,1,5:37.0,Defensive rebound by V. Oladipo,,23,13
39,1,5:31.0,Shooting foul by D. Russell (drawn by T. Young),,23,13
40,1,5:31.0,,Brooklyn full timeout,23,13
41,1,5:31.0,,S. Dinwiddie enters the game for D. Russell,23,13
42,1,5:31.0,T. Young makes free throw 1 of 2,,24,13
43,1,5:31.0,T. Young makes free throw 2 of 2,,25,13
44,1,5:12.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,25,13
45,1,5:10.0,Defensive rebound by V. Oladipo,,25,13
46,1,5:03.0,T. Young misses 2-pt layup from 4 ft (block by R. Kurucs),,25,13
47,1,5:01.0,,Defensive rebound by J. Harris,25,13
48,1,4:55.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by S. Dinwiddie),25,15
49,1,4:33.0,B. Bogdanović makes 2-pt jump shot from 12 ft,,27,15
50,1,4:09.0,,Turnover by S. Dinwiddie (bad pass; steal by T. Young),27,15
51,1,3:54.0,M. Turner misses 2-pt jump shot from 12 ft,,27,15
52,1,3:50.0,,Defensive rebound by R. Hollis-Jefferson,27,15
53,1,3:32.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by S. Dinwiddie),27,17
54,1,3:25.0,Indiana full timeout,,27,17
55,1,3:25.0,C. Joseph enters the game for B. Bogdanović,,27,17
56,1,3:25.0,D. Sabonis enters the game for T. Young,,27,17
57,1,3:25.0,,D. Carroll enters the game for J. Allen,27,17
58,1,3:25.0,,E. Davis enters the game for R. Hollis-Jefferson,27,17
59,1,3:25.0,,J. Dudley enters the game for R. Kurucs,27,17
60,1,3:14.0,D. Sabonis makes 2-pt hook shot from 5 ft (assist by V. Oladipo),,29,17
61,1,3:03.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),29,20
62,1,2:41.0,D. Sabonis makes 2-pt jump shot from 14 ft (assist by C. Joseph),,31,20
63,1,2:30.0,,Turnover by S. Dinwiddie (bad pass; steal by D. Sabonis),31,20
64,1,2:26.0,V. Oladipo misses 3-pt jump shot from 25 ft,,31,20
65,1,2:21.0,Offensive rebound by M. Turner,,31,20
66,1,2:21.0,M. Turner makes 2-pt dunk at rim,,33,20
67,1,2:10.0,,Personal foul by D. Collison (drawn by S. Dinwiddie),33,20
68,1,2:10.0,A. Holiday enters the game for D. Collison,,33,20
69,1,2:10.0,D. McDermott enters the game for V. Oladipo,,33,20
70,1,2:10.0,,D. Russell enters the game for J. Harris,33,20
71,1,1:59.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,33,20
72,1,1:55.0,Defensive rebound by M. Turner,,33,20
73,1,1:42.0,A. Holiday misses 2-pt jump shot from 13 ft,,33,20
74,1,1:38.0,,Defensive rebound by D. Carroll,33,20
75,1,1:19.0,,Turnover by E. Davis (lost ball; steal by M. Turner),33,20
76,1,1:09.0,D. McDermott makes 2-pt layup from 4 ft (assist by M. Turner),,35,20
77,1,0:58.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Dudley),35,23
78,1,0:51.0,C. Joseph misses 2-pt jump shot from 15 ft,,35,23
79,1,0:47.0,,Defensive rebound by E. Davis,35,23
80,1,0:43.0,,Turnover by D. Russell (bad pass; steal by D. Sabonis),35,23
81,1,0:36.0,D. Sabonis makes 2-pt layup from 3 ft (assist by M. Turner),,37,23
82,1,0:28.0,,Shooting foul by D. McDermott (drawn by D. Carroll),37,23
83,1,0:28.0,,D. Carroll misses free throw 1 of 2,37,23
84,1,0:28.0,,Offensive rebound by Team,37,23
85,1,0:28.0,B. Bogdanović enters the game for M. Turner,,37,23
86,1,0:28.0,,R. Kurucs enters the game for D. Russell,37,23
87,1,0:28.0,,D. Carroll makes free throw 2 of 2,37,24
88,1,0:08.0,Turnover by A. Holiday (bad pass; steal by J. Dudley),,37,24
89,1,0:02.0,,D. Carroll misses 3-pt jump shot from 23 ft,37,24
90,1,0:02.0,,Offensive rebound by E. Davis,37,24
91,1,0:00.0,,Shooting foul by A. Holiday (drawn by S. Dinwiddie),37,24
