,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
391,4,11:47.0,D. Exum misses 2-pt jump shot from 9 ft,,84,86
392,4,11:42.0,Offensive rebound by R. Gobert,,84,86
393,4,11:42.0,R. Gobert misses 2-pt layup at rim,,84,86
394,4,11:41.0,Offensive rebound by R. Gobert,,84,86
395,4,11:33.0,J. Crowder misses 3-pt jump shot from 25 ft,,84,86
396,4,11:29.0,,Defensive rebound by W. Chandler,84,86
397,4,11:12.0,,J. Embiid misses 2-pt jump shot from 13 ft,84,86
398,4,11:10.0,Defensive rebound by J. Crowder,,84,86
399,4,11:03.0,D. Mitchell makes 2-pt jump shot from 12 ft,,86,86
400,4,11:03.0,Shooting foul by W. Chandler (drawn by D. Mitchell),,86,86
401,4,11:03.0,T. Sefolosha enters the game for J. Crowder,,86,86
402,4,11:03.0,D. Mitchell makes free throw 1 of 1,,87,86
403,4,10:49.0,,J. Embiid makes 2-pt jump shot from 5 ft,87,88
404,4,10:22.0,D. Mitchell misses 2-pt jump shot from 10 ft,,87,88
405,4,10:19.0,,Defensive rebound by J. Embiid,87,88
406,4,10:07.0,,J. Embiid misses 2-pt dunk from 2 ft,87,88
407,4,10:04.0,Defensive rebound by T. Sefolosha,,87,88
408,4,9:57.0,D. Mitchell makes 2-pt jump shot from 9 ft,,89,88
409,4,9:32.0,,J. Embiid misses 2-pt hook shot from 4 ft (block by R. Gobert),89,88
410,4,9:30.0,Defensive rebound by T. Sefolosha,,89,88
411,4,9:29.0,R. O'Neale makes 2-pt layup from 2 ft (assist by T. Sefolosha),,91,88
412,4,9:10.0,,J. Redick misses 3-pt jump shot from 25 ft,91,88
413,4,9:10.0,Defensive rebound by Team,,91,88
414,4,8:46.0,Turnover by R. Gobert (lost ball; steal by J. Redick),,91,88
415,4,8:44.0,,Turnover by W. Chandler (out of bounds lost ball),91,88
416,4,8:44.0,,J. Butler enters the game for W. Chandler,91,88
417,4,8:44.0,,M. Muscala enters the game for M. Fultz,91,88
418,4,8:44.0,,B. Simmons enters the game for F. Korkmaz,91,88
419,4,8:35.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Exum),,93,88
420,4,8:35.0,,Philadelphia full timeout,93,88
421,4,8:35.0,J. Ingles enters the game for D. Mitchell,,93,88
422,4,8:24.0,,J. Embiid makes 2-pt jump shot from 17 ft (assist by J. Butler),93,90
423,4,8:06.0,R. Gobert makes 2-pt dunk from 3 ft (assist by D. Exum),,95,90
424,4,7:48.0,,M. Muscala misses 3-pt jump shot from 25 ft,95,90
425,4,7:43.0,Defensive rebound by T. Sefolosha,,95,90
426,4,7:32.0,Turnover by T. Sefolosha (out of bounds lost ball),,95,90
427,4,7:32.0,,L. Shamet enters the game for J. Redick,95,90
428,4,7:25.0,,Shooting foul by R. O'Neale (drawn by J. Butler),95,90
429,4,7:25.0,,J. Butler misses free throw 1 of 2,95,90
430,4,7:25.0,,Offensive rebound by Team,95,90
431,4,7:25.0,R. Rubio enters the game for R. O'Neale,,95,90
432,4,7:25.0,,J. Butler makes free throw 2 of 2,95,91
433,4,7:07.0,R. Gobert misses 2-pt layup from 7 ft,,95,91
434,4,7:03.0,,Defensive rebound by J. Butler,95,91
435,4,7:00.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by B. Simmons),95,94
436,4,6:59.0,Utah full timeout,,95,94
437,4,6:59.0,J. Crowder enters the game for T. Sefolosha,,95,94
438,4,6:44.0,J. Ingles misses 2-pt layup from 3 ft,,95,94
439,4,6:39.0,Offensive rebound by R. Gobert,,95,94
440,4,6:39.0,R. Gobert misses 2-pt layup at rim,,95,94
441,4,6:39.0,,Defensive rebound by B. Simmons,95,94
442,4,6:29.0,,M. Muscala misses 3-pt jump shot from 26 ft,95,94
443,4,6:26.0,Defensive rebound by R. Gobert,,95,94
444,4,6:03.0,D. Exum misses 2-pt layup from 3 ft,,95,94
445,4,6:02.0,,Defensive rebound by M. Muscala,95,94
446,4,5:48.0,,J. Embiid makes 2-pt hook shot from 5 ft,95,96
447,4,5:48.0,,Shooting foul by J. Crowder (drawn by J. Embiid),95,96
448,4,5:48.0,D. Mitchell enters the game for D. Exum,,95,96
449,4,5:48.0,,J. Redick enters the game for L. Shamet,95,96
450,4,5:48.0,,J. Embiid misses free throw 1 of 1,95,96
451,4,5:48.0,,Offensive rebound by M. Muscala,95,96
452,4,5:45.0,,M. Muscala misses 2-pt layup from 1 ft,95,96
453,4,5:43.0,Defensive rebound by R. Rubio,,95,96
454,4,5:41.0,Turnover by R. Rubio (lost ball; steal by J. Embiid),,95,96
455,4,5:36.0,,J. Butler makes 2-pt dunk from 1 ft (assist by J. Redick),95,98
456,4,5:35.0,Utah full timeout,,95,98
457,4,5:19.0,D. Mitchell makes 2-pt jump shot from 13 ft,,97,98
458,4,4:53.0,,J. Embiid misses 3-pt jump shot from 27 ft,97,98
459,4,4:47.0,Defensive rebound by J. Ingles,,97,98
460,4,4:30.0,D. Mitchell makes 3-pt jump shot from 26 ft,,100,98
461,4,4:30.0,,Philadelphia full timeout,100,98
462,4,4:30.0,,W. Chandler enters the game for M. Muscala,100,98
463,4,4:18.0,,J. Redick misses 2-pt jump shot from 17 ft,100,98
464,4,4:16.0,,Offensive rebound by Team,100,98
465,4,4:16.0,Loose ball foul by R. Gobert (drawn by J. Embiid),,100,98
466,4,4:06.0,,J. Butler misses 2-pt jump shot from 19 ft,100,98
467,4,4:01.0,Defensive rebound by J. Crowder,,100,98
468,4,3:50.0,Shooting foul by J. Butler (drawn by D. Mitchell),,100,98
469,4,3:50.0,D. Mitchell misses free throw 1 of 2,,100,98
470,4,3:50.0,Offensive rebound by Team,,100,98
471,4,3:50.0,D. Mitchell makes free throw 2 of 2,,101,98
472,4,3:35.0,,B. Simmons makes 2-pt hook shot from 8 ft,101,100
473,4,3:08.0,R. Rubio makes 2-pt jump shot from 14 ft (assist by J. Ingles),,103,100
474,4,2:52.0,,J. Embiid makes 3-pt jump shot from 23 ft (assist by J. Butler),103,103
475,4,2:31.0,D. Mitchell makes 2-pt jump shot from 12 ft,,105,103
476,4,2:12.0,,Shooting foul by R. Rubio (drawn by J. Embiid),105,103
477,4,2:12.0,,J. Embiid makes free throw 1 of 2,105,104
478,4,2:12.0,,J. Embiid makes free throw 2 of 2,105,105
479,4,2:00.0,D. Mitchell misses 3-pt jump shot from 26 ft,,105,105
480,4,1:56.0,,Defensive rebound by J. Embiid,105,105
481,4,1:41.0,,Turnover by B. Simmons (bad pass; steal by R. Rubio),105,105
482,4,1:37.0,R. Rubio misses 2-pt layup from 2 ft,,105,105
483,4,1:37.0,Offensive rebound by J. Crowder,,105,105
484,4,1:37.0,J. Crowder makes 2-pt layup at rim,,107,105
485,4,1:27.0,,Personal foul by R. Rubio (drawn by J. Redick),107,105
486,4,1:27.0,,J. Redick makes free throw 1 of 2,107,106
487,4,1:27.0,,J. Redick makes free throw 2 of 2,107,107
488,4,1:15.0,D. Mitchell misses 2-pt jump shot from 13 ft,,107,107
489,4,1:14.0,,Defensive rebound by W. Chandler,107,107
490,4,0:58.0,,B. Simmons makes 2-pt layup from 2 ft,107,109
491,4,0:58.0,,Shooting foul by D. Mitchell (drawn by B. Simmons),107,109
492,4,0:58.0,,B. Simmons misses free throw 1 of 1,107,109
493,4,0:58.0,Defensive rebound by D. Mitchell,,107,109
494,4,0:42.0,J. Ingles misses 3-pt jump shot from 26 ft,,107,109
495,4,0:40.0,,Defensive rebound by Team,107,109
496,4,0:19.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),107,111
497,4,0:19.0,Utah full timeout,,107,111
498,4,0:16.0,Offensive foul by R. Gobert (drawn by J. Butler),,107,111
499,4,0:16.0,Turnover by R. Gobert (offensive foul),,107,111
500,4,0:16.0,,Philadelphia full timeout,107,111
501,4,0:16.0,D. Exum enters the game for R. Gobert,,107,111
502,4,0:12.0,,Personal take foul by R. Rubio (drawn by J. Embiid),107,111
503,4,0:12.0,,J. Embiid makes free throw 1 of 2,107,112
504,4,0:12.0,R. Gobert enters the game for D. Exum,,107,112
505,4,0:12.0,,J. Embiid makes free throw 2 of 2,107,113
506,4,0:08.0,D. Mitchell misses 3-pt jump shot from 27 ft,,107,113
507,4,0:04.0,,Defensive rebound by J. Redick,107,113
