,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,J. Brunson misses 2-pt jump shot from 6 ft,,0,0
1,1,11:43.0,,Defensive rebound by S. Curry,0,0
2,1,11:39.0,,K. Thompson misses 3-pt jump shot from 25 ft,0,0
3,1,11:36.0,Defensive rebound by H. Barnes,,0,0
4,1,11:23.0,Turnover by L. Dončić (bad pass; steal by K. Thompson),,0,0
5,1,11:19.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),0,2
6,1,10:55.0,H. Barnes misses 2-pt jump shot from 9 ft,,0,2
7,1,10:54.0,,Defensive rebound by K. Durant,0,2
8,1,10:46.0,,S. Curry misses 3-pt jump shot from 27 ft,0,2
9,1,10:44.0,Defensive rebound by D. Jordan,,0,2
10,1,10:28.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by W. Matthews),,3,2
11,1,10:08.0,,S. Curry misses 3-pt jump shot from 28 ft,3,2
12,1,10:06.0,Defensive rebound by D. Jordan,,3,2
13,1,9:46.0,J. Brunson misses 2-pt jump shot from 12 ft (block by D. Green),,3,2
14,1,9:45.0,,Defensive rebound by D. Green,3,2
15,1,9:32.0,,K. Looney misses 2-pt layup from 2 ft (block by D. Jordan),3,2
16,1,9:30.0,,Offensive rebound by K. Durant,3,2
17,1,9:26.0,,S. Curry misses 3-pt jump shot from 31 ft,3,2
18,1,9:24.0,Defensive rebound by L. Dončić,,3,2
19,1,9:20.0,L. Dončić makes 3-pt jump shot from 29 ft,,6,2
20,1,9:03.0,,D. Green makes 3-pt jump shot from 26 ft,6,5
21,1,8:38.0,Shooting foul by S. Curry (drawn by D. Jordan),,6,5
22,1,8:38.0,D. Jordan makes free throw 1 of 2,,7,5
23,1,8:38.0,D. Jordan makes free throw 2 of 2,,8,5
24,1,8:29.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by D. Green),8,7
25,1,8:15.0,L. Dončić misses 2-pt layup from 5 ft (block by K. Thompson),,8,7
26,1,8:14.0,Offensive rebound by Team,,8,7
27,1,8:10.0,Turnover by L. Dončić (bad pass),,8,7
28,1,7:54.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by S. Curry),8,9
29,1,7:33.0,H. Barnes makes 2-pt jump shot from 17 ft,,10,9
30,1,7:23.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),10,12
31,1,7:11.0,Turnover by J. Brunson (bad pass),,10,12
32,1,6:58.0,,D. Green misses 2-pt jump shot from 10 ft,10,12
33,1,6:57.0,,Offensive rebound by K. Looney,10,12
34,1,6:52.0,,K. Looney misses 2-pt layup from 1 ft,10,12
35,1,6:52.0,,Offensive rebound by K. Looney,10,12
36,1,6:52.0,,Turnover by D. Green (3 sec),10,12
37,1,6:52.0,,Golden State full timeout,10,12
38,1,6:38.0,H. Barnes misses 3-pt jump shot from 26 ft,,10,12
39,1,6:36.0,,Defensive rebound by D. Green,10,12
40,1,6:29.0,,Turnover by D. Green (bad pass; steal by J. Brunson),10,12
41,1,6:24.0,J. Brunson misses 2-pt layup from 5 ft,,10,12
42,1,6:22.0,Offensive rebound by H. Barnes,,10,12
43,1,6:13.0,H. Barnes makes 2-pt layup at rim,,12,12
44,1,6:02.0,,K. Thompson misses 3-pt jump shot from 25 ft,12,12
45,1,6:00.0,Defensive rebound by D. Jordan,,12,12
46,1,5:57.0,Turnover by W. Matthews (bad pass; steal by K. Looney),,12,12
47,1,5:54.0,,K. Durant makes 2-pt layup from 2 ft,12,14
48,1,5:54.0,,Shooting foul by L. Dončić (drawn by K. Durant),12,14
49,1,5:54.0,,K. Durant makes free throw 1 of 1,12,15
50,1,5:40.0,J. Brunson makes 2-pt jump shot from 12 ft (assist by D. Jordan),,14,15
51,1,5:27.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by S. Curry),14,17
52,1,5:09.0,J. Brunson misses 3-pt jump shot from 27 ft,,14,17
53,1,5:07.0,,Defensive rebound by S. Curry,14,17
54,1,4:58.0,,K. Thompson misses 3-pt jump shot from 26 ft,14,17
55,1,4:56.0,Defensive rebound by D. Jordan,,14,17
56,1,4:53.0,L. Dončić makes 2-pt layup from 3 ft (assist by D. Jordan),,16,17
57,1,4:53.0,Shooting foul by K. Looney (drawn by L. Dončić),,16,17
58,1,4:53.0,,J. Jerebko enters the game for K. Looney,16,17
59,1,4:53.0,L. Dončić makes free throw 1 of 1,,17,17
60,1,4:44.0,,Personal foul by W. Matthews (drawn by D. Green),17,17
61,1,4:40.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Thompson),17,20
62,1,4:23.0,Shooting foul by S. Curry (drawn by H. Barnes),,17,20
63,1,4:23.0,H. Barnes makes free throw 1 of 2,,18,20
64,1,4:23.0,J. Barea enters the game for J. Brunson,,18,20
65,1,4:23.0,,S. Livingston enters the game for S. Curry,18,20
66,1,4:23.0,H. Barnes makes free throw 2 of 2,,19,20
67,1,4:13.0,,D. Green misses 3-pt jump shot from 27 ft,19,20
68,1,4:11.0,Defensive rebound by W. Matthews,,19,20
69,1,3:52.0,L. Dončić makes 3-pt jump shot from 28 ft,,22,20
70,1,3:39.0,,D. Green makes 2-pt layup from 6 ft (assist by K. Durant),22,22
71,1,3:24.0,L. Dončić makes 2-pt dunk from 1 ft (assist by D. Jordan),,24,22
72,1,3:15.0,,Turnover by K. Durant (out of bounds lost ball),24,22
73,1,3:15.0,,J. Bell enters the game for D. Green,24,22
74,1,3:15.0,,A. Iguodala enters the game for K. Thompson,24,22
75,1,3:10.0,L. Dončić misses 3-pt jump shot from 26 ft,,24,22
76,1,3:08.0,,Defensive rebound by J. Jerebko,24,22
77,1,3:00.0,,Turnover by K. Durant (lost ball; steal by H. Barnes),24,22
78,1,2:47.0,H. Barnes makes 2-pt layup from 2 ft,,26,22
79,1,2:28.0,,K. Durant misses 2-pt layup from 1 ft (block by H. Barnes),26,22
80,1,2:27.0,Defensive rebound by D. Jordan,,26,22
81,1,2:20.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by J. Barea),,29,22
82,1,2:05.0,,A. Iguodala misses 3-pt jump shot from 23 ft,29,22
83,1,2:03.0,,Offensive rebound by J. Bell,29,22
84,1,1:59.0,,J. Bell misses 2-pt layup from 2 ft,29,22
85,1,1:58.0,Defensive rebound by D. Jordan,,29,22
86,1,1:50.0,W. Matthews misses 3-pt jump shot from 26 ft,,29,22
87,1,1:48.0,,Defensive rebound by K. Durant,29,22
88,1,1:39.0,,S. Livingston misses 2-pt jump shot from 15 ft,29,22
89,1,1:38.0,Defensive rebound by L. Dončić,,29,22
90,1,1:28.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,31,22
91,1,1:16.0,,J. Bell misses 2-pt jump shot from 17 ft,31,22
92,1,1:15.0,Defensive rebound by D. Jordan,,31,22
93,1,0:53.0,L. Dončić misses 3-pt jump shot from 29 ft,,31,22
94,1,0:51.0,,Defensive rebound by K. Durant,31,22
95,1,0:46.0,,K. Durant makes 3-pt jump shot from 27 ft,31,25
96,1,0:45.0,Dallas full timeout,,31,25
97,1,0:45.0,D. Finney-Smith enters the game for H. Barnes,,31,25
98,1,0:45.0,D. Harris enters the game for L. Dončić,,31,25
99,1,0:45.0,M. Kleber enters the game for D. Jordan,,31,25
100,1,0:45.0,D. Nowitzki enters the game for W. Matthews,,31,25
101,1,0:35.0,J. Barea misses 2-pt layup from 4 ft,,31,25
102,1,0:33.0,,Defensive rebound by K. Durant,31,25
103,1,0:21.0,,S. Livingston misses 2-pt jump shot from 11 ft,31,25
104,1,0:20.0,,Offensive rebound by J. Jerebko,31,25
105,1,0:18.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by J. Jerebko),31,28
106,1,0:02.0,J. Barea misses 3-pt jump shot from 28 ft,,31,28
107,1,0:00.0,Offensive rebound by Team,,31,28
108,2,11:46.0,,J. Jerebko makes 2-pt jump shot from 18 ft (assist by D. Green),31,30
109,2,11:33.0,D. Finney-Smith makes 2-pt layup from 4 ft (assist by J. Barea),,33,30
110,2,11:25.0,,J. Jerebko misses 3-pt jump shot from 24 ft,33,30
111,2,11:23.0,Defensive rebound by D. Harris,,33,30
112,2,11:15.0,J. Barea makes 3-pt jump shot from 26 ft,,36,30
113,2,10:57.0,,A. Iguodala misses 3-pt jump shot from 23 ft,36,30
114,2,10:55.0,,Offensive rebound by A. Iguodala,36,30
115,2,10:52.0,,S. Livingston misses 2-pt layup from 3 ft,36,30
116,2,10:51.0,,Offensive rebound by S. Livingston,36,30
117,2,10:41.0,,S. Livingston makes 2-pt layup from 2 ft,36,32
118,2,10:32.0,M. Kleber makes 2-pt dunk from 2 ft (assist by J. Barea),,38,32
119,2,10:23.0,,J. Jerebko makes 3-pt jump shot from 27 ft (assist by S. Curry),38,35
120,2,10:00.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by J. Barea),,40,35
121,2,9:48.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by J. Jerebko),40,38
122,2,9:22.0,Personal foul by A. Iguodala (drawn by D. Finney-Smith),,40,38
123,2,9:19.0,J. Barea misses 3-pt jump shot from 26 ft,,40,38
124,2,9:16.0,Offensive rebound by D. Finney-Smith,,40,38
125,2,9:14.0,M. Kleber misses 3-pt jump shot from 30 ft,,40,38
126,2,9:12.0,,Defensive rebound by S. Livingston,40,38
127,2,9:07.0,,S. Curry misses 3-pt jump shot from 31 ft,40,38
128,2,9:05.0,Defensive rebound by J. Barea,,40,38
129,2,8:51.0,D. Nowitzki makes 2-pt jump shot from 10 ft,,42,38
130,2,8:51.0,Shooting foul by S. Livingston (drawn by D. Nowitzki),,42,38
131,2,8:51.0,D. Nowitzki makes free throw 1 of 1,,43,38
132,2,8:41.0,,Turnover by S. Curry (bad pass),43,38
133,2,8:30.0,Personal foul by S. Livingston (drawn by D. Finney-Smith),,43,38
134,2,8:25.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,43,38
135,2,8:23.0,,Defensive rebound by D. Green,43,38
136,2,8:07.0,,A. Iguodala misses 3-pt jump shot from 26 ft,43,38
137,2,8:05.0,,Offensive rebound by S. Curry,43,38
138,2,7:53.0,,D. Green misses 2-pt jump shot from 13 ft,43,38
139,2,7:52.0,Defensive rebound by D. Finney-Smith,,43,38
140,2,7:45.0,D. Harris misses 3-pt jump shot from 24 ft,,43,38
141,2,7:43.0,,Defensive rebound by A. Iguodala,43,38
142,2,7:35.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by A. Iguodala),43,40
143,2,7:33.0,Dallas full timeout,,43,40
144,2,7:33.0,,K. Looney enters the game for A. Iguodala,43,40
145,2,7:33.0,,A. McKinnie enters the game for J. Jerebko,43,40
146,2,7:33.0,,K. Thompson enters the game for S. Livingston,43,40
147,2,7:24.0,M. Kleber makes 2-pt dunk at rim (assist by J. Barea),,45,40
148,2,7:07.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),45,42
149,2,6:45.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,47,42
150,2,6:30.0,,S. Curry misses 2-pt layup from 3 ft,47,42
151,2,6:29.0,Defensive rebound by J. Barea,,47,42
152,2,6:12.0,Shooting foul by A. McKinnie (drawn by D. Finney-Smith),,47,42
153,2,6:12.0,D. Finney-Smith makes free throw 1 of 2,,48,42
154,2,6:12.0,H. Barnes enters the game for M. Kleber,,48,42
155,2,6:12.0,D. Jordan enters the game for D. Nowitzki,,48,42
156,2,6:12.0,,K. Durant enters the game for D. Green,48,42
157,2,6:12.0,D. Finney-Smith makes free throw 2 of 2,,49,42
158,2,6:03.0,,Shooting foul by D. Finney-Smith (drawn by A. McKinnie),49,42
159,2,6:03.0,,A. McKinnie makes free throw 1 of 2,49,43
160,2,6:03.0,L. Dončić enters the game for J. Barea,,49,43
161,2,6:03.0,W. Matthews enters the game for D. Harris,,49,43
162,2,6:03.0,,A. McKinnie makes free throw 2 of 2,49,44
163,2,5:44.0,H. Barnes misses 2-pt jump shot from 13 ft,,49,44
164,2,5:43.0,,Defensive rebound by K. Thompson,49,44
165,2,5:30.0,,K. Durant makes 2-pt jump shot from 21 ft,49,46
166,2,5:16.0,W. Matthews makes 2-pt layup from 1 ft (assist by L. Dončić),,51,46
167,2,5:05.0,,S. Curry misses 2-pt jump shot from 18 ft,51,46
168,2,5:03.0,,Offensive rebound by K. Looney,51,46
169,2,4:53.0,,K. Durant misses 2-pt jump shot from 19 ft,51,46
170,2,4:52.0,Defensive rebound by D. Jordan,,51,46
171,2,4:42.0,L. Dončić misses 2-pt jump shot from 14 ft,,51,46
172,2,4:41.0,,Defensive rebound by K. Thompson,51,46
173,2,4:33.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Thompson),51,49
174,2,4:10.0,W. Matthews misses 2-pt layup from 4 ft,,51,49
175,2,4:09.0,Offensive rebound by D. Jordan,,51,49
176,2,4:04.0,D. Jordan makes 2-pt layup at rim,,53,49
177,2,4:00.0,,K. Durant misses 3-pt jump shot from 27 ft,53,49
178,2,3:58.0,Defensive rebound by D. Jordan,,53,49
179,2,3:50.0,H. Barnes misses 3-pt jump shot from 26 ft,,53,49
180,2,3:48.0,,Defensive rebound by S. Curry,53,49
181,2,3:43.0,,K. Thompson misses 2-pt jump shot from 7 ft (block by L. Dončić),53,49
182,2,3:41.0,Defensive rebound by H. Barnes,,53,49
183,2,3:34.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,53,49
184,2,3:32.0,Offensive rebound by Team,,53,49
185,2,3:32.0,,Loose ball foul by A. McKinnie (drawn by D. Jordan),53,49
186,2,3:32.0,,Technical foul by K. Thompson,53,49
187,2,3:32.0,H. Barnes makes technical free throw,,54,49
188,2,3:32.0,D. Jordan misses free throw 1 of 2,,54,49
189,2,3:32.0,Offensive rebound by Team,,54,49
190,2,3:32.0,,Golden State full timeout,54,49
191,2,3:32.0,,D. Green enters the game for K. Looney,54,49
192,2,3:32.0,,A. Iguodala enters the game for A. McKinnie,54,49
193,2,3:32.0,D. Jordan misses free throw 2 of 2,,54,49
194,2,3:31.0,,Defensive rebound by K. Durant,54,49
195,2,3:17.0,,D. Green makes 2-pt layup from 3 ft (assist by K. Durant),54,51
196,2,2:59.0,D. Jordan misses 2-pt jump shot from 9 ft,,54,51
197,2,2:58.0,,Defensive rebound by D. Green,54,51
198,2,2:58.0,Technical foul by D. Jordan,,54,51
199,2,2:58.0,,S. Curry misses technical free throw,54,51
200,2,2:58.0,,Offensive rebound by Team,54,51
201,2,2:58.0,J. Brunson enters the game for D. Finney-Smith,,54,51
202,2,2:48.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),54,54
203,2,2:25.0,H. Barnes misses 3-pt jump shot from 23 ft,,54,54
204,2,2:23.0,,Defensive rebound by D. Green,54,54
205,2,2:17.0,,S. Curry misses 3-pt jump shot from 23 ft,54,54
206,2,2:15.0,Defensive rebound by D. Jordan,,54,54
207,2,2:00.0,W. Matthews makes 2-pt jump shot from 13 ft,,56,54
208,2,1:53.0,,K. Durant makes 2-pt dunk from 1 ft (assist by S. Curry),56,56
209,2,1:37.0,J. Brunson makes 2-pt layup from 2 ft (assist by W. Matthews),,58,56
210,2,1:27.0,,D. Green makes 2-pt dunk from 2 ft (assist by K. Durant),58,58
211,2,1:06.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by J. Brunson),,61,58
212,2,0:41.0,,S. Curry misses 3-pt jump shot from 29 ft,61,58
