,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
118,1,0:01.0,Technical foul by R. Carlisle,,44,37
119,1,0:01.0,D. Rose makes technical free throw,,45,37
120,1,0:01.0,D. Rose makes free throw 1 of 1,,46,37
121,1,0:00.0,,J. Barea misses 3-pt jump shot from 26 ft,46,37
122,1,0:00.0,,Offensive rebound by Team,46,37
123,2,11:48.0,G. Dieng makes 2-pt dunk from 1 ft (assist by D. Rose),,48,37
124,2,11:27.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),48,39
125,2,11:08.0,T. Jones misses 2-pt jump shot from 16 ft,,48,39
126,2,11:06.0,,Defensive rebound by D. Powell,48,39
127,2,10:58.0,,J. Barea misses 2-pt layup from 3 ft,48,39
128,2,10:56.0,Defensive rebound by D. Rose,,48,39
129,2,10:52.0,A. Tolliver misses 3-pt jump shot from 26 ft,,48,39
130,2,10:49.0,,Defensive rebound by R. Broekhoff,48,39
131,2,10:37.0,,R. Broekhoff misses 3-pt jump shot from 23 ft,48,39
132,2,10:34.0,,Offensive rebound by J. Barea,48,39
133,2,10:32.0,,J. Brunson misses 3-pt jump shot from 26 ft,48,39
134,2,10:28.0,Defensive rebound by G. Dieng,,48,39
135,2,10:23.0,Shooting foul by J. Barea (drawn by D. Rose),,48,39
136,2,10:23.0,D. Rose misses free throw 1 of 2,,48,39
137,2,10:23.0,Offensive rebound by Team,,48,39
138,2,10:23.0,,L. Dončić enters the game for J. Barea,48,39
139,2,10:23.0,,D. Smith enters the game for R. Broekhoff,48,39
140,2,10:23.0,D. Rose misses free throw 2 of 2,,48,39
141,2,10:21.0,,Defensive rebound by L. Dončić,48,39
142,2,10:08.0,,Turnover by D. Powell (bad pass; steal by G. Dieng),48,39
143,2,9:59.0,D. Rose misses 3-pt jump shot from 24 ft,,48,39
144,2,9:56.0,,Defensive rebound by D. Powell,48,39
145,2,9:45.0,,Turnover by D. Powell (3 sec),48,39
146,2,9:32.0,Turnover by G. Dieng (bad pass; steal by J. Brunson),,48,39
147,2,9:25.0,,J. Brunson misses 3-pt jump shot from 27 ft,48,39
148,2,9:23.0,,Offensive rebound by D. Powell,48,39
149,2,9:20.0,,Shooting foul by G. Dieng (drawn by D. Powell),48,39
150,2,9:20.0,,D. Powell misses free throw 1 of 2,48,39
151,2,9:20.0,,Offensive rebound by Team,48,39
152,2,9:20.0,J. Teague enters the game for T. Jones,,48,39
153,2,9:20.0,A. Wiggins enters the game for D. Rose,,48,39
154,2,9:20.0,,D. Powell makes free throw 2 of 2,48,40
155,2,9:03.0,A. Wiggins makes 2-pt layup from 5 ft,,50,40
156,2,9:03.0,Shooting foul by M. Kleber (drawn by A. Wiggins),,50,40
157,2,9:03.0,,D. Finney-Smith enters the game for J. Brunson,50,40
158,2,9:03.0,,D. Jordan enters the game for M. Kleber,50,40
159,2,9:03.0,,W. Matthews enters the game for D. Powell,50,40
160,2,9:03.0,A. Wiggins makes free throw 1 of 1,,51,40
161,2,8:53.0,,Turnover by L. Dončić (bad pass),51,40
162,2,8:42.0,J. Teague misses 2-pt jump shot from 10 ft,,51,40
163,2,8:40.0,,Defensive rebound by D. Jordan,51,40
164,2,8:32.0,,D. Smith makes 2-pt layup from 2 ft,51,42
165,2,8:21.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by J. Teague),,54,42
166,2,8:07.0,,Shooting foul by A. Tolliver (drawn by D. Jordan),54,42
167,2,8:07.0,,D. Jordan makes free throw 1 of 2,54,43
168,2,8:07.0,,D. Jordan makes free throw 2 of 2,54,44
169,2,7:53.0,A. Wiggins misses 3-pt jump shot from 26 ft,,54,44
170,2,7:50.0,,Defensive rebound by W. Matthews,54,44
171,2,7:44.0,,D. Smith makes 2-pt jump shot from 19 ft,54,46
172,2,7:24.0,J. Teague misses 2-pt layup from 6 ft,,54,46
173,2,7:23.0,,Defensive rebound by D. Jordan,54,46
174,2,7:15.0,,Turnover by W. Matthews (step out of bounds),54,46
175,2,7:00.0,,Loose ball foul by D. Smith (drawn by J. Teague),54,46
176,2,7:00.0,T. Gibson enters the game for G. Dieng,,54,46
177,2,7:00.0,K. Towns enters the game for A. Tolliver,,54,46
178,2,6:49.0,J. Teague misses 2-pt layup from 1 ft,,54,46
179,2,6:47.0,,Defensive rebound by D. Finney-Smith,54,46
180,2,6:44.0,,Personal foul by J. Okogie (drawn by D. Smith),54,46
181,2,6:44.0,,Dallas full timeout,54,46
182,2,6:41.0,,L. Dončić makes 2-pt jump shot from 7 ft (assist by D. Jordan),54,48
183,2,6:41.0,,Shooting foul by K. Towns (drawn by L. Dončić),54,48
184,2,6:41.0,,L. Dončić misses free throw 1 of 1,54,48
185,2,6:41.0,Defensive rebound by T. Gibson,,54,48
186,2,6:29.0,J. Teague misses 3-pt jump shot from 22 ft,,54,48
187,2,6:16.0,,Defensive rebound by Team,54,48
188,2,6:10.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by W. Matthews),54,50
189,2,5:57.0,Offensive foul by A. Wiggins (drawn by D. Finney-Smith),,54,50
190,2,5:57.0,Turnover by A. Wiggins (offensive foul),,54,50
191,2,5:57.0,D. Rose enters the game for A. Wiggins,,54,50
192,2,5:42.0,,L. Dončić makes 3-pt jump shot from 25 ft,54,53
193,2,5:34.0,D. Rose makes 2-pt layup from 1 ft (assist by J. Teague),,56,53
194,2,5:12.0,,W. Matthews misses 2-pt jump shot from 6 ft (block by D. Rose),56,53
195,2,5:11.0,,Offensive rebound by Team,56,53
196,2,5:09.0,,L. Dončić makes 3-pt jump shot from 23 ft (assist by D. Smith),56,56
197,2,4:48.0,D. Rose misses 2-pt jump shot from 20 ft,,56,56
198,2,4:45.0,Offensive rebound by J. Okogie,,56,56
199,2,4:45.0,J. Okogie misses 2-pt layup at rim,,56,56
200,2,4:45.0,Offensive rebound by Team,,56,56
201,2,4:36.0,Shooting foul by D. Smith (drawn by K. Towns),,56,56
202,2,4:36.0,,Technical foul by W. Matthews,56,56
203,2,4:36.0,J. Teague makes technical free throw,,57,56
204,2,4:36.0,K. Towns makes free throw 1 of 2,,58,56
205,2,4:36.0,K. Towns makes free throw 2 of 2,,59,56
206,2,4:36.0,,J. Barea enters the game for D. Smith,59,56
207,2,4:24.0,,Personal foul by J. Okogie (drawn by L. Dončić),59,56
208,2,4:24.0,,L. Dončić makes free throw 1 of 2,59,57
209,2,4:24.0,,L. Dončić makes free throw 2 of 2,59,58
210,2,4:03.0,K. Towns makes 2-pt hook shot from 9 ft (assist by J. Teague),,61,58
211,2,3:40.0,,L. Dončić makes 2-pt jump shot from 13 ft,61,60
212,2,3:28.0,Turnover by J. Okogie (lost ball; steal by D. Finney-Smith),,61,60
213,2,3:22.0,,D. Jordan makes 2-pt layup from 2 ft (assist by J. Barea),61,62
214,2,3:13.0,Minnesota full timeout,,61,62
215,2,2:59.0,J. Teague makes 2-pt layup from 1 ft (assist by J. Okogie),,63,62
216,2,2:46.0,,Personal foul by J. Okogie (drawn by L. Dončić),63,62
217,2,2:46.0,,L. Dončić makes free throw 1 of 2,63,63
218,2,2:46.0,,L. Dončić misses free throw 2 of 2,63,63
219,2,2:44.0,Defensive rebound by K. Towns,,63,63
220,2,2:38.0,Offensive foul by J. Teague (drawn by J. Barea),,63,63
221,2,2:38.0,Turnover by J. Teague (offensive foul),,63,63
222,2,2:38.0,Technical foul by J. Teague,,63,63
223,2,2:38.0,,W. Matthews misses technical free throw,63,63
224,2,2:38.0,,Offensive rebound by Team,63,63
225,2,2:20.0,,W. Matthews misses 3-pt jump shot from 23 ft,63,63
226,2,2:17.0,Defensive rebound by J. Okogie,,63,63
227,2,2:17.0,Personal foul by D. Finney-Smith (drawn by J. Okogie),,63,63
228,2,2:17.0,J. Okogie misses free throw 1 of 2,,63,63
229,2,2:17.0,Offensive rebound by Team,,63,63
230,2,2:17.0,J. Okogie makes free throw 2 of 2,,64,63
231,2,2:10.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,64,63
232,2,2:06.0,,Offensive rebound by D. Jordan,64,63
233,2,2:02.0,,W. Matthews misses 2-pt layup from 3 ft (block by T. Gibson),64,63
234,2,1:58.0,Defensive rebound by T. Gibson,,64,63
235,2,1:54.0,J. Okogie makes 3-pt jump shot from 23 ft (assist by K. Towns),,67,63
236,2,1:42.0,,J. Barea misses 3-pt jump shot from 25 ft,67,63
237,2,1:38.0,Defensive rebound by T. Gibson,,67,63
238,2,1:27.0,D. Rose misses 2-pt jump shot from 14 ft,,67,63
239,2,1:25.0,,Defensive rebound by L. Dončić,67,63
240,2,1:25.0,,Personal foul by J. Okogie (drawn by L. Dončić),67,63
241,2,1:25.0,,L. Dončić makes free throw 1 of 2,67,64
242,2,1:25.0,C. Williams enters the game for J. Okogie,,67,64
243,2,1:25.0,,L. Dončić makes free throw 2 of 2,67,65
244,2,1:11.0,K. Towns misses 2-pt hook shot from 6 ft,,67,65
245,2,1:08.0,,Defensive rebound by D. Finney-Smith,67,65
246,2,0:57.0,,W. Matthews makes 2-pt layup from 3 ft,67,67
247,2,0:51.0,C. Williams misses 3-pt jump shot from 23 ft,,67,67
248,2,0:48.0,,Defensive rebound by D. Jordan,67,67
249,2,0:44.0,,J. Barea misses 3-pt jump shot from 25 ft,67,67
250,2,0:41.0,,Offensive rebound by L. Dončić,67,67
251,2,0:39.0,,W. Matthews misses 3-pt jump shot from 25 ft,67,67
252,2,0:37.0,Defensive rebound by Team,,67,67
253,2,0:37.0,,Loose ball foul by L. Dončić (drawn by J. Teague),67,67
254,2,0:37.0,J. Teague makes free throw 1 of 2,,68,67
255,2,0:37.0,J. Teague makes free throw 2 of 2,,69,67
256,2,0:19.0,,W. Matthews misses 2-pt jump shot from 8 ft,69,67
257,2,0:16.0,,Offensive rebound by D. Jordan,69,67
258,2,0:16.0,,D. Jordan misses 2-pt layup from 1 ft,69,67
259,2,0:16.0,,Offensive rebound by D. Jordan,69,67
260,2,0:16.0,,D. Jordan misses 2-pt layup from 1 ft (block by K. Towns),69,67
261,2,0:16.0,,Offensive rebound by D. Jordan,69,67
262,2,0:15.0,,D. Jordan makes 2-pt dunk from 1 ft,69,69
263,2,0:01.0,J. Teague misses 2-pt layup from 6 ft,,69,69
264,2,0:01.0,Offensive rebound by Team,,69,69
265,3,11:42.0,T. Gibson misses 2-pt jump shot from 10 ft (block by D. Jordan),,69,69
266,3,11:37.0,,Defensive rebound by D. Smith,69,69
267,3,11:28.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),69,72
268,3,11:14.0,A. Wiggins makes 2-pt jump shot from 10 ft,,71,72
269,3,10:58.0,,D. Smith misses 3-pt jump shot from 25 ft,71,72
270,3,10:56.0,,Offensive rebound by D. Finney-Smith,71,72
271,3,10:54.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),71,75
272,3,10:41.0,Shooting foul by L. Dončić (drawn by J. Teague),,71,75
273,3,10:41.0,J. Teague makes free throw 1 of 2,,72,75
274,3,10:41.0,J. Teague makes free throw 2 of 2,,73,75
275,3,10:28.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Dončić),73,77
276,3,10:10.0,J. Teague makes 2-pt layup from 2 ft,,75,77
277,3,9:55.0,,L. Dončić misses 3-pt jump shot from 25 ft,75,77
278,3,9:51.0,,Offensive rebound by W. Matthews,75,77
279,3,9:45.0,,D. Smith makes 3-pt jump shot from 26 ft,75,80
280,3,9:35.0,Turnover by J. Okogie (bad pass; steal by L. Dončić),,75,80
281,3,9:25.0,,Shooting foul by J. Teague (drawn by D. Jordan),75,80
282,3,9:25.0,,D. Jordan makes free throw 1 of 2,75,81
283,3,9:25.0,,D. Jordan makes free throw 2 of 2,75,82
284,3,9:15.0,A. Wiggins makes 3-pt jump shot from 25 ft,,78,82
285,3,9:05.0,,W. Matthews misses 3-pt jump shot from 26 ft,78,82
286,3,9:01.0,Defensive rebound by K. Towns,,78,82
287,3,8:55.0,Shooting foul by D. Jordan (drawn by A. Wiggins),,78,82
288,3,8:55.0,A. Wiggins makes free throw 1 of 2,,79,82
289,3,8:55.0,A. Wiggins makes free throw 2 of 2,,80,82
290,3,8:43.0,,Turnover by D. Smith (bad pass; steal by A. Wiggins),80,82
291,3,8:40.0,J. Okogie misses 3-pt jump shot from 23 ft,,80,82
292,3,8:37.0,,Defensive rebound by Team,80,82
293,3,8:10.0,,D. Finney-Smith misses 2-pt jump shot from 11 ft,80,82
294,3,8:08.0,Defensive rebound by A. Wiggins,,80,82
295,3,8:01.0,Offensive foul by A. Wiggins (drawn by D. Smith),,80,82
296,3,8:01.0,Turnover by A. Wiggins (offensive foul),,80,82
297,3,7:51.0,,W. Matthews misses 3-pt jump shot from 25 ft,80,82
298,3,7:48.0,Defensive rebound by A. Wiggins,,80,82
299,3,7:39.0,Shooting foul by W. Matthews (drawn by A. Wiggins),,80,82
300,3,7:39.0,A. Wiggins makes free throw 1 of 2,,81,82
301,3,7:39.0,A. Wiggins makes free throw 2 of 2,,82,82
302,3,7:39.0,D. Rose enters the game for A. Wiggins,,82,82
303,3,7:25.0,,L. Dončić misses 3-pt jump shot from 23 ft,82,82
304,3,7:22.0,Defensive rebound by K. Towns,,82,82
305,3,7:11.0,J. Teague misses 2-pt jump shot from 5 ft (block by D. Jordan),,82,82
306,3,7:08.0,Offensive rebound by D. Rose,,82,82
307,3,7:07.0,D. Rose misses 2-pt layup from 2 ft,,82,82
308,3,7:05.0,,Defensive rebound by D. Jordan,82,82
309,3,7:01.0,,D. Smith misses 3-pt jump shot from 25 ft,82,82
310,3,7:01.0,,Offensive rebound by D. Finney-Smith,82,82
311,3,6:56.0,,D. Finney-Smith makes 2-pt layup at rim,82,84
312,3,6:52.0,Personal foul by D. Smith (drawn by J. Teague),,82,84
313,3,6:52.0,,Dallas full timeout,82,84
314,3,6:52.0,,J. Barea enters the game for D. Smith,82,84
315,3,6:41.0,K. Towns misses 3-pt jump shot from 24 ft,,82,84
316,3,6:39.0,,Defensive rebound by Team,82,84
317,3,6:22.0,,L. Dončić misses 2-pt jump shot from 7 ft,82,84
318,3,6:19.0,Defensive rebound by J. Teague,,82,84
319,3,6:16.0,Shooting foul by J. Barea (drawn by J. Teague),,82,84
320,3,6:16.0,J. Teague makes free throw 1 of 2,,83,84
321,3,6:16.0,J. Teague makes free throw 2 of 2,,84,84
322,3,6:02.0,,J. Barea misses 2-pt jump shot from 14 ft,84,84
323,3,6:01.0,,Offensive rebound by Team,84,84
324,3,5:48.0,,Turnover by L. Dončić (bad pass; steal by D. Rose),84,84
325,3,5:45.0,D. Rose misses 2-pt layup from 2 ft (block by L. Dončić),,84,84
326,3,5:45.0,Offensive rebound by Team,,84,84
327,3,5:38.0,D. Rose makes 2-pt jump shot from 14 ft,,86,84
328,3,5:22.0,,Personal foul by D. Rose (drawn by D. Finney-Smith),86,84
329,3,5:11.0,,W. Matthews misses 3-pt jump shot from 27 ft,86,84
330,3,5:09.0,Defensive rebound by Team,,86,84
331,3,4:54.0,Turnover by J. Teague (bad pass; steal by J. Barea),,86,84
332,3,4:45.0,,J. Barea makes 3-pt jump shot from 26 ft (assist by W. Matthews),86,87
333,3,4:32.0,J. Okogie makes 2-pt layup from 1 ft (assist by D. Rose),,88,87
334,3,4:18.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Barea),88,89
335,3,4:03.0,T. Gibson misses 2-pt layup from 3 ft (block by D. Jordan),,88,89
336,3,4:01.0,,Defensive rebound by D. Jordan,88,89
337,3,3:57.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by J. Barea),88,92
338,3,3:57.0,Minnesota full timeout,,88,92
339,3,3:57.0,,J. Brunson enters the game for W. Matthews,88,92
340,3,3:45.0,K. Towns misses 2-pt hook shot from 8 ft (block by D. Jordan),,88,92
341,3,3:45.0,Offensive rebound by Team,,88,92
342,3,3:40.0,Turnover by D. Rose (out of bounds lost ball),,88,92
343,3,3:27.0,,Offensive foul by D. Finney-Smith (drawn by J. Okogie),88,92
344,3,3:27.0,,Turnover by D. Finney-Smith (offensive foul),88,92
345,3,3:27.0,,M. Kleber enters the game for D. Finney-Smith,88,92
346,3,3:15.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,91,92
347,3,3:00.0,,D. Jordan makes 2-pt hook shot from 8 ft (assist by J. Barea),91,94
348,3,2:50.0,Turnover by J. Teague (bad pass; steal by L. Dončić),,91,94
349,3,2:45.0,,L. Dončić misses 2-pt layup from 3 ft,91,94
350,3,2:45.0,,Offensive rebound by Team,91,94
351,3,2:45.0,Loose ball foul by J. Okogie (drawn by M. Kleber),,91,94
352,3,2:45.0,T. Jones enters the game for J. Okogie,,91,94
353,3,2:45.0,A. Wiggins enters the game for J. Teague,,91,94
354,3,2:45.0,,D. Powell enters the game for D. Jordan,91,94
355,3,2:34.0,,L. Dončić makes 3-pt jump shot from 26 ft (assist by J. Barea),91,97
356,3,2:25.0,Shooting foul by M. Kleber (drawn by D. Rose),,91,97
357,3,2:25.0,D. Rose makes free throw 1 of 2,,92,97
358,3,2:25.0,G. Dieng enters the game for T. Gibson,,92,97
359,3,2:25.0,A. Tolliver enters the game for K. Towns,,92,97
360,3,2:25.0,D. Rose makes free throw 2 of 2,,93,97
361,3,2:16.0,,J. Brunson misses 3-pt jump shot from 25 ft,93,97
362,3,2:15.0,Defensive rebound by Team,,93,97
363,3,2:15.0,,Loose ball foul by L. Dončić (drawn by G. Dieng),93,97
364,3,2:15.0,G. Dieng makes free throw 1 of 2,,94,97
365,3,2:15.0,G. Dieng makes free throw 2 of 2,,95,97
366,3,2:05.0,,Offensive foul by D. Powell (drawn by A. Wiggins),95,97
367,3,2:05.0,,Turnover by D. Powell (offensive foul),95,97
368,3,1:52.0,A. Wiggins misses 2-pt jump shot from 5 ft,,95,97
369,3,1:50.0,,Defensive rebound by M. Kleber,95,97
370,3,1:39.0,,Turnover by L. Dončić (bad pass; steal by T. Jones),95,97
371,3,1:36.0,T. Jones misses 2-pt layup from 1 ft (block by M. Kleber),,95,97
372,3,1:33.0,,Defensive rebound by L. Dončić,95,97
373,3,1:28.0,,J. Brunson misses 2-pt jump shot from 7 ft,95,97
374,3,1:28.0,Defensive rebound by Team,,95,97
375,3,1:28.0,,Loose ball foul by D. Powell (drawn by G. Dieng),95,97
376,3,1:28.0,G. Dieng makes free throw 1 of 2,,96,97
377,3,1:28.0,,W. Matthews enters the game for L. Dončić,96,97
378,3,1:28.0,G. Dieng makes free throw 2 of 2,,97,97
379,3,1:12.0,,J. Barea misses 3-pt jump shot from 25 ft,97,97
380,3,1:09.0,Defensive rebound by G. Dieng,,97,97
381,3,1:00.0,D. Rose makes 2-pt jump shot from 3 ft,,99,97
382,3,0:49.0,,M. Kleber misses 3-pt jump shot from 23 ft,99,97
383,3,0:45.0,Defensive rebound by G. Dieng,,99,97
