,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MEMPHIS_ACTION,CHARLOTTE_SCORE,MEMPHIS_SCORE
381,4,4:20.0,,J. Jackson enters the game for J. Green,108,98
382,4,4:07.0,K. Walker makes 3-pt jump shot from 25 ft,,111,98
383,4,3:51.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Gasol),111,101
384,4,3:29.0,B. Biyombo makes 2-pt layup from 2 ft,,113,101
385,4,3:29.0,Shooting foul by M. Gasol (drawn by B. Biyombo),,113,101
386,4,3:29.0,B. Biyombo misses free throw 1 of 1,,113,101
387,4,3:27.0,,Defensive rebound by M. Gasol,113,101
388,4,3:17.0,,Turnover by M. Conley (bad pass; steal by K. Walker),113,101
389,4,3:13.0,Shooting foul by G. Temple (drawn by J. Lamb),,113,101
390,4,3:13.0,J. Lamb makes free throw 1 of 2,,114,101
391,4,3:13.0,J. Lamb misses free throw 2 of 2,,114,101
392,4,3:11.0,,Defensive rebound by J. Holiday,114,101
393,4,3:02.0,,Turnover by M. Conley (bad pass),114,101
394,4,2:47.0,J. Lamb misses 3-pt jump shot from 25 ft,,114,101
395,4,2:43.0,Offensive rebound by K. Walker,,114,101
396,4,2:32.0,Shooting foul by J. Jackson (drawn by J. Lamb),,114,101
397,4,2:32.0,Charlotte full timeout,,114,101
398,4,2:32.0,J. Lamb makes free throw 1 of 2,,115,101
399,4,2:32.0,J. Lamb makes free throw 2 of 2,,116,101
400,4,2:19.0,,Personal foul by B. Biyombo (drawn by M. Gasol),116,101
401,4,2:19.0,,M. Gasol makes free throw 1 of 2,116,102
402,4,2:19.0,,M. Gasol misses free throw 2 of 2,116,102
403,4,2:16.0,Defensive rebound by B. Biyombo,,116,102
404,4,1:57.0,Turnover by K. Walker (bad pass; steal by M. Gasol),,116,102
405,4,1:51.0,,M. Conley misses 2-pt layup at rim,116,102
406,4,1:47.0,Defensive rebound by B. Biyombo,,116,102
407,4,1:30.0,M. Williams misses 3-pt jump shot from 23 ft,,116,102
408,4,1:25.0,,Defensive rebound by M. Gasol,116,102
409,4,1:12.0,,J. Holiday misses 3-pt jump shot from 22 ft,116,102
410,4,1:10.0,Defensive rebound by M. Williams,,116,102
411,4,0:48.0,K. Walker misses 2-pt jump shot from 11 ft,,116,102
412,4,0:48.0,Offensive rebound by Team,,116,102
413,4,0:48.0,,Loose ball foul by J. Holiday (drawn by B. Biyombo),116,102
414,4,0:48.0,B. Biyombo makes free throw 1 of 2,,117,102
415,4,0:48.0,B. Biyombo makes free throw 2 of 2,,118,102
416,4,0:39.0,,M. Conley makes 2-pt jump shot from 10 ft (assist by M. Gasol),118,104
417,4,0:39.0,,Shooting foul by B. Biyombo (drawn by M. Conley),118,104
418,4,0:39.0,M. Kidd-Gilchrist enters the game for B. Biyombo,,118,104
419,4,0:39.0,,M. Conley makes free throw 1 of 1,118,105
420,4,0:18.0,Turnover by M. Kidd-Gilchrist (bad pass; steal by J. Jackson),,118,105
421,4,0:15.0,,J. Jackson makes 2-pt dunk from 1 ft,118,107
