,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW YORK_ACTION,CHARLOTTE_SCORE,NEW YORK_SCORE
375,4,7:38.0,Shooting foul by T. Hardaway (drawn by M. Kidd-Gilchrist),,107,85
376,4,7:38.0,M. Kidd-Gilchrist makes free throw 1 of 2,,108,85
377,4,7:38.0,M. Kidd-Gilchrist makes free throw 2 of 2,,109,85
378,4,7:16.0,,Turnover by N. Vonleh (bad pass; steal by M. Williams),109,85
379,4,7:09.0,T. Parker makes 2-pt layup from 1 ft,,111,85
380,4,7:00.0,,T. Hardaway misses 3-pt jump shot from 25 ft,111,85
381,4,6:58.0,Defensive rebound by M. Monk,,111,85
382,4,6:50.0,M. Monk misses 2-pt jump shot from 18 ft,,111,85
383,4,6:48.0,,Defensive rebound by K. Knox,111,85
384,4,6:42.0,,K. Knox makes 2-pt layup from 1 ft,111,87
385,4,6:32.0,Shooting foul by R. Baker (drawn by T. Parker),,111,87
386,4,6:32.0,T. Parker makes free throw 1 of 2,,112,87
387,4,6:32.0,,M. Robinson enters the game for N. Vonleh,112,87
388,4,6:32.0,T. Parker misses free throw 2 of 2,,112,87
389,4,6:30.0,,Defensive rebound by K. Knox,112,87
390,4,6:20.0,,R. Baker makes 2-pt jump shot from 17 ft,112,89
391,4,5:54.0,T. Parker misses 2-pt jump shot from 21 ft,,112,89
392,4,5:52.0,,Defensive rebound by K. Knox,112,89
393,4,5:42.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by R. Baker),112,91
394,4,5:42.0,Charlotte full timeout,,112,91
395,4,5:42.0,N. Batum enters the game for M. Bridges,,112,91
396,4,5:42.0,D. Graham enters the game for T. Parker,,112,91
397,4,5:20.0,M. Monk misses 2-pt jump shot from 21 ft,,112,91
398,4,5:18.0,,Defensive rebound by K. Knox,112,91
399,4,5:12.0,,Personal foul by M. Williams (drawn by T. Hardaway),112,91
400,4,4:56.0,,D. Dotson makes 2-pt layup from 2 ft,112,93
401,4,4:31.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,114,93
402,4,4:23.0,,R. Baker misses 2-pt layup from 1 ft,114,93
403,4,4:21.0,Defensive rebound by M. Kidd-Gilchrist,,114,93
404,4,4:17.0,Offensive foul by M. Kidd-Gilchrist (drawn by T. Hardaway),,114,93
405,4,4:17.0,Turnover by M. Kidd-Gilchrist (offensive foul),,114,93
406,4,4:17.0,W. Hernangómez enters the game for M. Williams,,114,93
407,4,4:03.0,,T. Hardaway misses 3-pt jump shot from 29 ft,114,93
408,4,4:01.0,Defensive rebound by N. Batum,,114,93
409,4,3:54.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Monk),,116,93
410,4,3:41.0,,R. Baker makes 3-pt jump shot from 25 ft (assist by D. Dotson),116,96
411,4,3:17.0,Turnover by W. Hernangómez (3 sec),,116,96
412,4,3:17.0,M. Bridges enters the game for M. Kidd-Gilchrist,,116,96
413,4,3:17.0,,C. Lee enters the game for T. Hardaway,116,96
414,4,3:09.0,,C. Lee misses 2-pt jump shot from 12 ft,116,96
415,4,3:07.0,Defensive rebound by M. Monk,,116,96
416,4,2:59.0,W. Hernangómez misses 3-pt jump shot from 25 ft,,116,96
417,4,2:57.0,,Defensive rebound by C. Lee,116,96
