,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
52,1,6:28.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,6,12
53,1,6:06.0,A. Burks misses 2-pt layup from 1 ft (block by B. Lopez),,6,12
54,1,6:02.0,,Defensive rebound by S. Brown,6,12
55,1,5:57.0,,K. Middleton makes 3-pt jump shot from 27 ft,6,15
56,1,5:30.0,A. Burks makes 3-pt jump shot from 23 ft (assist by C. Osman),,9,15
57,1,5:17.0,,K. Middleton misses 2-pt layup from 1 ft,9,15
58,1,5:15.0,Defensive rebound by R. Hood,,9,15
59,1,5:11.0,R. Hood misses 2-pt layup from 3 ft,,9,15
60,1,5:11.0,Offensive rebound by Team,,9,15
61,1,5:11.0,,Loose ball foul by K. Middleton (drawn by T. Thompson),9,15
62,1,5:11.0,J. Clarkson enters the game for R. Hood,,9,15
63,1,5:05.0,C. Sexton misses 2-pt jump shot from 6 ft,,9,15
64,1,5:02.0,,Defensive rebound by B. Lopez,9,15
65,1,4:56.0,,E. Bledsoe misses 2-pt layup from 2 ft,9,15
66,1,4:53.0,Defensive rebound by T. Thompson,,9,15
67,1,4:50.0,Personal foul by E. Bledsoe (drawn by T. Thompson),,9,15
68,1,4:50.0,,T. Maker enters the game for B. Lopez,9,15
69,1,4:42.0,C. Sexton misses 2-pt jump shot from 20 ft,,9,15
70,1,4:40.0,,Defensive rebound by S. Brown,9,15
71,1,4:36.0,,Personal foul by A. Burks (drawn by E. Bledsoe),9,15
72,1,4:36.0,J. Jones enters the game for A. Burks,,9,15
73,1,4:36.0,L. Nance enters the game for T. Thompson,,9,15
74,1,4:26.0,,E. Bledsoe makes 2-pt jump shot from 5 ft,9,17
75,1,4:02.0,L. Nance makes 2-pt layup from 1 ft (assist by C. Osman),,11,17
76,1,3:57.0,,Personal foul by C. Osman (drawn by K. Middleton),11,17
77,1,3:57.0,M. Dellavedova enters the game for C. Sexton,,11,17
78,1,3:57.0,,M. Brogdon enters the game for E. Bledsoe,11,17
79,1,3:43.0,,Turnover by K. Middleton (out of bounds lost ball),11,17
80,1,3:25.0,Turnover by J. Jones (traveling),,11,17
81,1,3:25.0,,G. Hill enters the game for K. Middleton,11,17
82,1,3:16.0,,S. Brown makes 3-pt jump shot from 26 ft (assist by G. Hill),11,20
83,1,3:01.0,Turnover by J. Clarkson (lost ball; steal by G. Hill),,11,20
84,1,2:57.0,,Turnover by T. Maker (bad pass),11,20
85,1,2:57.0,Cleveland full timeout,,11,20
86,1,2:44.0,J. Clarkson misses 2-pt jump shot from 20 ft,,11,20
87,1,2:40.0,,Defensive rebound by S. Brown,11,20
88,1,2:30.0,,M. Brogdon misses 3-pt jump shot from 26 ft,11,20
89,1,2:27.0,Defensive rebound by J. Clarkson,,11,20
90,1,2:22.0,J. Clarkson misses 2-pt jump shot from 10 ft,,11,20
91,1,2:17.0,,Defensive rebound by G. Hill,11,20
92,1,2:15.0,,Shooting foul by L. Nance (drawn by T. Maker),11,20
93,1,2:15.0,,T. Maker makes free throw 1 of 2,11,21
94,1,2:15.0,J. Blossomgame enters the game for C. Osman,,11,21
95,1,2:15.0,,T. Maker makes free throw 2 of 2,11,22
96,1,2:00.0,L. Nance misses 2-pt jump shot from 20 ft,,11,22
97,1,1:56.0,,Defensive rebound by S. Brown,11,22
98,1,1:51.0,,Personal foul by L. Nance (drawn by S. Brown),11,22
99,1,1:40.0,,S. Brown makes 2-pt layup at rim (assist by M. Brogdon),11,24
100,1,1:30.0,M. Dellavedova makes 3-pt jump shot from 27 ft,,14,24
101,1,1:18.0,,T. Maker makes 2-pt dunk from 2 ft (assist by M. Brogdon),14,26
102,1,0:59.0,J. Clarkson makes 2-pt jump shot from 8 ft,,16,26
103,1,0:50.0,,S. Brown makes 3-pt jump shot from 27 ft (assist by T. Maker),16,29
104,1,0:40.0,L. Nance misses 2-pt dunk from 3 ft,,16,29
105,1,0:36.0,,Defensive rebound by T. Snell,16,29
106,1,0:27.0,,T. Maker misses 3-pt jump shot from 27 ft,16,29
107,1,0:25.0,Defensive rebound by J. Clarkson,,16,29
108,1,0:09.0,Personal foul by G. Hill (drawn by J. Clarkson),,16,29
109,1,0:09.0,,E. İlyasova enters the game for S. Brown,16,29
110,1,0:04.0,Shooting foul by E. İlyasova (drawn by J. Blossomgame),,16,29
111,1,0:04.0,J. Blossomgame makes free throw 1 of 2,,17,29
112,1,0:04.0,T. Thompson enters the game for L. Nance,,17,29
113,1,0:04.0,J. Blossomgame makes free throw 2 of 2,,18,29
114,1,0:00.0,,M. Brogdon makes 2-pt layup from 2 ft,18,31
115,1,0:00.0,Violation by Team (def goaltending),,18,31
116,2,11:48.0,Personal foul by E. İlyasova (drawn by L. Nance),,18,31
117,2,11:38.0,Turnover by C. Sexton (bad pass; steal by E. İlyasova),,18,31
118,2,11:32.0,,M. Brogdon misses 2-pt layup from 2 ft,18,31
119,2,11:29.0,Defensive rebound by J. Blossomgame,,18,31
120,2,11:24.0,J. Clarkson makes 2-pt jump shot from 11 ft,,20,31
121,2,11:15.0,,M. Brogdon misses 2-pt layup from 1 ft (block by J. Blossomgame),20,31
122,2,11:15.0,Defensive rebound by J. Clarkson,,20,31
123,2,11:10.0,J. Clarkson makes 2-pt layup from 2 ft,,22,31
124,2,10:55.0,,T. Snell misses 3-pt jump shot from 26 ft,22,31
125,2,10:55.0,Defensive rebound by J. Blossomgame,,22,31
126,2,10:42.0,J. Blossomgame makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,25,31
127,2,10:42.0,,Milwaukee full timeout,25,31
128,2,10:42.0,,D. DiVincenzo enters the game for E. İlyasova,25,31
129,2,10:42.0,,B. Lopez enters the game for T. Snell,25,31
130,2,10:30.0,,G. Hill makes 2-pt layup from 1 ft,25,33
131,2,10:30.0,,Shooting foul by L. Nance (drawn by G. Hill),25,33
132,2,10:30.0,C. Frye enters the game for L. Nance,,25,33
133,2,10:30.0,,G. Hill misses free throw 1 of 1,25,33
134,2,10:30.0,Defensive rebound by J. Clarkson,,25,33
135,2,10:14.0,J. Clarkson misses 3-pt jump shot from 27 ft,,25,33
136,2,10:11.0,,Defensive rebound by M. Brogdon,25,33
137,2,9:52.0,,D. Wilson makes 3-pt jump shot from 27 ft (assist by B. Lopez),25,36
138,2,9:33.0,J. Clarkson misses 2-pt jump shot from 19 ft,,25,36
139,2,9:31.0,,Defensive rebound by D. DiVincenzo,25,36
140,2,9:20.0,,Personal foul by J. Jones (drawn by D. DiVincenzo),25,36
141,2,9:20.0,R. Hood enters the game for J. Jones,,25,36
142,2,9:20.0,,E. Bledsoe enters the game for M. Brogdon,25,36
143,2,9:20.0,,S. Brown enters the game for G. Hill,25,36
144,2,9:08.0,,B. Lopez misses 3-pt jump shot from 24 ft,25,36
145,2,9:04.0,Defensive rebound by J. Blossomgame,,25,36
146,2,8:58.0,C. Sexton misses 2-pt jump shot from 10 ft,,25,36
147,2,8:55.0,,Defensive rebound by E. Bledsoe,25,36
148,2,8:49.0,,S. Brown misses 2-pt layup from 2 ft,25,36
149,2,8:45.0,Defensive rebound by J. Blossomgame,,25,36
150,2,8:40.0,J. Clarkson makes 2-pt jump shot from 12 ft,,27,36
151,2,8:27.0,,Offensive foul by D. DiVincenzo (drawn by J. Blossomgame),27,36
152,2,8:27.0,,Turnover by D. DiVincenzo (offensive foul),27,36
153,2,8:27.0,A. Burks enters the game for J. Clarkson,,27,36
154,2,8:16.0,C. Sexton misses 2-pt jump shot from 16 ft,,27,36
155,2,8:13.0,,Defensive rebound by S. Brown,27,36
156,2,8:11.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by S. Brown),27,39
157,2,7:52.0,C. Frye misses 2-pt jump shot from 22 ft,,27,39
158,2,7:49.0,,Defensive rebound by E. Bledsoe,27,39
159,2,7:40.0,,B. Lopez misses 2-pt jump shot from 6 ft,27,39
160,2,7:38.0,,Offensive rebound by B. Lopez,27,39
161,2,7:38.0,,B. Lopez makes 2-pt layup at rim,27,41
162,2,7:38.0,Cleveland full timeout,,27,41
163,2,7:38.0,C. Osman enters the game for J. Blossomgame,,27,41
164,2,7:24.0,C. Frye makes 3-pt jump shot from 27 ft (assist by R. Hood),,30,41
165,2,7:15.0,,Turnover by B. Lopez (offensive foul),30,41
166,2,7:15.0,,Offensive foul by B. Lopez (drawn by C. Frye),30,41
167,2,7:15.0,,K. Middleton enters the game for D. Wilson,30,41
168,2,6:58.0,C. Osman misses 3-pt jump shot from 27 ft,,30,41
169,2,6:56.0,,Defensive rebound by Team,30,41
170,2,6:34.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,30,44
171,2,6:15.0,A. Burks misses 2-pt jump shot from 10 ft,,30,44
172,2,6:12.0,,Defensive rebound by D. DiVincenzo,30,44
173,2,6:08.0,,D. DiVincenzo misses 2-pt layup from 2 ft,30,44
174,2,6:05.0,Defensive rebound by A. Burks,,30,44
175,2,5:58.0,C. Osman misses 3-pt jump shot from 23 ft,,30,44
176,2,5:54.0,,Defensive rebound by S. Brown,30,44
177,2,5:47.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),30,47
178,2,5:35.0,C. Osman misses 3-pt jump shot from 23 ft,,30,47
179,2,5:30.0,,Defensive rebound by K. Middleton,30,47
180,2,5:26.0,,S. Brown misses 3-pt jump shot from 26 ft,30,47
181,2,5:23.0,,Offensive rebound by E. Bledsoe,30,47
182,2,5:20.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,30,50
183,2,5:20.0,Cleveland full timeout,,30,50
184,2,5:20.0,T. Thompson enters the game for C. Frye,,30,50
185,2,5:20.0,,T. Snell enters the game for D. DiVincenzo,30,50
186,2,5:06.0,C. Osman makes 2-pt layup from 1 ft,,32,50
187,2,4:47.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),32,53
188,2,4:34.0,C. Sexton misses 2-pt jump shot from 17 ft,,32,53
189,2,4:31.0,Offensive rebound by T. Thompson,,32,53
190,2,4:24.0,T. Thompson makes 2-pt layup from 3 ft (assist by A. Burks),,34,53
191,2,4:17.0,,T. Snell misses 3-pt jump shot from 26 ft,34,53
192,2,4:15.0,Defensive rebound by R. Hood,,34,53
193,2,4:15.0,M. Dellavedova enters the game for C. Sexton,,34,53
194,2,3:58.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,34,53
195,2,3:55.0,,Defensive rebound by S. Brown,34,53
196,2,3:48.0,,K. Middleton makes 2-pt layup from 3 ft,34,55
197,2,3:30.0,R. Hood misses 2-pt jump shot from 4 ft,,34,55
198,2,3:27.0,,Defensive rebound by S. Brown,34,55
199,2,3:22.0,,S. Brown misses 2-pt hook shot from 4 ft,34,55
200,2,3:19.0,Defensive rebound by T. Thompson,,34,55
201,2,3:08.0,M. Dellavedova misses 2-pt jump shot from 12 ft,,34,55
202,2,3:08.0,Offensive rebound by Team,,34,55
203,2,3:08.0,,Loose ball foul by T. Snell (drawn by T. Thompson),34,55
204,2,3:08.0,,M. Brogdon enters the game for E. Bledsoe,34,55
205,2,3:08.0,,T. Maker enters the game for B. Lopez,34,55
206,2,2:53.0,T. Thompson makes 2-pt hook shot from 4 ft (assist by M. Dellavedova),,36,55
207,2,2:47.0,,T. Snell misses 2-pt jump shot from 10 ft,36,55
208,2,2:47.0,,Offensive rebound by Team,36,55
209,2,2:47.0,,Turnover by T. Snell (traveling),36,55
210,2,2:30.0,A. Burks misses 3-pt jump shot from 28 ft,,36,55
211,2,2:28.0,,Defensive rebound by T. Maker,36,55
212,2,2:21.0,,K. Middleton misses 3-pt jump shot from 26 ft,36,55
213,2,2:19.0,Defensive rebound by T. Thompson,,36,55
214,2,2:12.0,Turnover by M. Dellavedova (bad pass; steal by T. Maker),,36,55
215,2,2:08.0,,S. Brown makes 2-pt dunk from 1 ft,36,57
216,2,1:49.0,Personal foul by S. Brown (drawn by A. Burks),,36,57
217,2,1:40.0,C. Osman misses 3-pt jump shot from 27 ft,,36,57
218,2,1:35.0,,Defensive rebound by T. Maker,36,57
219,2,1:28.0,,M. Brogdon misses 3-pt jump shot from 27 ft,36,57
220,2,1:28.0,Defensive rebound by Team,,36,57
221,2,1:17.0,R. Hood makes 3-pt jump shot from 25 ft (assist by C. Osman),,39,57
222,2,1:02.0,,T. Maker makes 2-pt layup from 1 ft (assist by M. Brogdon),39,59
223,2,0:51.0,M. Dellavedova makes 2-pt jump shot from 12 ft,,41,59
224,2,0:28.0,,T. Snell misses 2-pt layup from 3 ft,41,59
225,2,0:25.0,Defensive rebound by C. Osman,,41,59
226,2,0:23.0,C. Osman misses 2-pt layup from 2 ft,,41,59
227,2,0:20.0,,Defensive rebound by K. Middleton,41,59
228,2,0:05.0,,Personal take foul by C. Osman (drawn by K. Middleton),41,59
229,2,0:00.0,,K. Middleton misses 2-pt jump shot from 15 ft,41,59
230,2,0:00.0,,Offensive rebound by Team,41,59
231,3,11:44.0,T. Thompson misses 2-pt jump shot from 7 ft,,41,59
232,3,11:40.0,,Defensive rebound by E. Bledsoe,41,59
233,3,11:31.0,,M. Brogdon makes 2-pt layup at rim (assist by E. İlyasova),41,61
234,3,11:13.0,Personal foul by B. Lopez (drawn by A. Burks),,41,61
235,3,11:00.0,R. Hood misses 2-pt jump shot from 19 ft,,41,61
236,3,10:57.0,,Defensive rebound by E. Bledsoe,41,61
237,3,10:49.0,,B. Lopez misses 3-pt jump shot from 27 ft,41,61
238,3,10:45.0,Defensive rebound by R. Hood,,41,61
239,3,10:42.0,Turnover by R. Hood (bad pass),,41,61
240,3,10:25.0,,Turnover by E. Bledsoe (bad pass; steal by A. Burks),41,61
241,3,10:20.0,C. Sexton misses 2-pt jump shot from 19 ft,,41,61
242,3,10:17.0,,Defensive rebound by K. Middleton,41,61
243,3,10:05.0,,Turnover by K. Middleton (lost ball; steal by T. Thompson),41,61
244,3,9:45.0,T. Thompson makes 2-pt hook shot from 2 ft,,43,61
245,3,9:33.0,,M. Brogdon makes 2-pt layup from 1 ft,43,63
246,3,9:16.0,Personal foul by K. Middleton (drawn by T. Thompson),,43,63
247,3,9:08.0,C. Osman misses 2-pt jump shot from 13 ft,,43,63
248,3,9:02.0,Offensive rebound by T. Thompson,,43,63
249,3,9:02.0,T. Thompson makes 2-pt dunk at rim,,45,63
250,3,8:57.0,,K. Middleton misses 3-pt jump shot from 27 ft,45,63
251,3,8:56.0,,Offensive rebound by Team,45,63
252,3,8:56.0,Loose ball foul by R. Hood (drawn by E. İlyasova),,45,63
253,3,8:41.0,,M. Brogdon makes 2-pt layup from 1 ft,45,65
254,3,8:23.0,C. Sexton makes 3-pt jump shot from 27 ft (assist by R. Hood),,48,65
255,3,8:03.0,,M. Brogdon makes 2-pt layup from 1 ft,48,67
256,3,7:46.0,A. Burks misses 2-pt layup from 2 ft (block by B. Lopez),,48,67
257,3,7:46.0,Offensive rebound by Team,,48,67
258,3,7:46.0,,Loose ball foul by M. Brogdon (drawn by T. Thompson),48,67
259,3,7:46.0,J. Clarkson enters the game for R. Hood,,48,67
260,3,7:35.0,C. Osman misses 2-pt jump shot from 6 ft,,48,67
261,3,7:32.0,,Defensive rebound by B. Lopez,48,67
262,3,7:28.0,,M. Brogdon makes 2-pt layup from 2 ft,48,69
263,3,7:28.0,,Shooting foul by C. Sexton (drawn by M. Brogdon),48,69
264,3,7:28.0,,S. Brown enters the game for E. Bledsoe,48,69
265,3,7:28.0,,M. Brogdon makes free throw 1 of 1,48,70
266,3,7:07.0,J. Clarkson misses 3-pt jump shot from 26 ft,,48,70
267,3,7:04.0,,Defensive rebound by M. Brogdon,48,70
268,3,7:01.0,,Personal foul by C. Sexton (drawn by M. Brogdon),48,70
269,3,7:01.0,J. Blossomgame enters the game for A. Burks,,48,70
270,3,7:01.0,J. Jones enters the game for C. Osman,,48,70
271,3,7:01.0,L. Nance enters the game for T. Thompson,,48,70
272,3,7:01.0,,E. Bledsoe enters the game for M. Brogdon,48,70
273,3,6:48.0,,B. Lopez makes 2-pt jump shot from 9 ft,48,72
274,3,6:48.0,,Shooting foul by C. Sexton (drawn by B. Lopez),48,72
275,3,6:48.0,,Milwaukee full timeout,48,72
276,3,6:48.0,,B. Lopez misses free throw 1 of 1,48,72
277,3,6:44.0,Defensive rebound by J. Jones,,48,72
278,3,6:26.0,J. Blossomgame misses 3-pt jump shot from 26 ft,,48,72
279,3,6:21.0,,Defensive rebound by E. İlyasova,48,72
280,3,6:18.0,,Shooting foul by J. Jones (drawn by K. Middleton),48,72
281,3,6:18.0,,K. Middleton makes free throw 1 of 2,48,73
282,3,6:18.0,,T. Maker enters the game for B. Lopez,48,73
283,3,6:18.0,,K. Middleton makes free throw 2 of 2,48,74
284,3,6:06.0,L. Nance misses 2-pt hook shot from 9 ft,,48,74
285,3,6:05.0,Offensive rebound by Team,,48,74
286,3,6:05.0,,Loose ball foul by E. İlyasova (drawn by J. Blossomgame),48,74
287,3,5:57.0,C. Sexton misses 2-pt hook shot from 7 ft,,48,74
288,3,5:54.0,Offensive rebound by C. Sexton,,48,74
289,3,5:54.0,C. Sexton misses 2-pt layup at rim,,48,74
290,3,5:53.0,Offensive rebound by L. Nance,,48,74
291,3,5:45.0,J. Jones misses 2-pt hook shot from 9 ft,,48,74
292,3,5:45.0,Offensive rebound by Team,,48,74
293,3,5:45.0,,Loose ball foul by E. Bledsoe (drawn by C. Sexton),48,74
294,3,5:45.0,C. Sexton makes free throw 1 of 2,,49,74
295,3,5:45.0,C. Sexton makes free throw 2 of 2,,50,74
296,3,5:30.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),50,76
297,3,5:17.0,J. Clarkson misses 2-pt layup from 5 ft,,50,76
298,3,5:17.0,,Defensive rebound by K. Middleton,50,76
299,3,5:05.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),50,79
300,3,4:50.0,J. Blossomgame makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,53,79
301,3,4:39.0,,S. Brown misses 3-pt jump shot from 25 ft,53,79
302,3,4:38.0,,Offensive rebound by E. Bledsoe,53,79
303,3,4:33.0,,K. Middleton misses 3-pt jump shot from 27 ft,53,79
304,3,4:33.0,Defensive rebound by Team,,53,79
305,3,4:33.0,,Loose ball foul by S. Brown (drawn by J. Clarkson),53,79
306,3,4:33.0,J. Clarkson makes free throw 1 of 2,,54,79
307,3,4:33.0,M. Dellavedova enters the game for C. Sexton,,54,79
308,3,4:33.0,,T. Snell enters the game for E. İlyasova,54,79
309,3,4:33.0,J. Clarkson misses free throw 2 of 2,,54,79
310,3,4:29.0,,Defensive rebound by K. Middleton,54,79
311,3,4:17.0,,T. Maker misses 2-pt layup from 3 ft,54,79
312,3,4:15.0,Defensive rebound by J. Blossomgame,,54,79
313,3,4:10.0,J. Jones misses 3-pt jump shot from 26 ft,,54,79
314,3,4:08.0,,Defensive rebound by E. Bledsoe,54,79
315,3,3:59.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,54,79
316,3,3:52.0,Defensive rebound by J. Blossomgame,,54,79
317,3,3:47.0,M. Dellavedova makes 2-pt jump shot from 8 ft (assist by J. Clarkson),,56,79
318,3,3:33.0,,K. Middleton misses 2-pt jump shot from 18 ft,56,79
319,3,3:30.0,Defensive rebound by J. Jones,,56,79
320,3,3:26.0,Shooting foul by T. Snell (drawn by J. Jones),,56,79
321,3,3:26.0,J. Jones makes free throw 1 of 2,,57,79
322,3,3:26.0,,M. Brogdon enters the game for E. Bledsoe,57,79
323,3,3:26.0,,G. Hill enters the game for K. Middleton,57,79
324,3,3:26.0,J. Jones misses free throw 2 of 2,,57,79
325,3,3:22.0,,Defensive rebound by T. Maker,57,79
326,3,3:04.0,,T. Snell misses 2-pt jump shot from 11 ft,57,79
327,3,3:02.0,Defensive rebound by J. Clarkson,,57,79
328,3,2:56.0,J. Clarkson misses 2-pt jump shot from 9 ft,,57,79
329,3,2:52.0,Offensive rebound by L. Nance,,57,79
330,3,2:49.0,J. Jones misses 3-pt jump shot from 26 ft,,57,79
331,3,2:46.0,,Defensive rebound by G. Hill,57,79
332,3,2:37.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by M. Brogdon),57,82
333,3,2:22.0,Turnover by J. Clarkson (bad pass),,57,82
334,3,2:22.0,Cleveland full timeout,,57,82
335,3,2:06.0,,M. Brogdon makes 2-pt layup from 1 ft,57,84
336,3,1:45.0,L. Nance makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,59,84
337,3,1:24.0,,G. Hill misses 3-pt jump shot from 27 ft,59,84
338,3,1:21.0,Defensive rebound by M. Dellavedova,,59,84
339,3,1:19.0,L. Nance makes 2-pt dunk from 2 ft (assist by M. Dellavedova),,61,84
340,3,1:05.0,,T. Maker misses 2-pt dunk from 2 ft,61,84
341,3,0:59.0,Defensive rebound by L. Nance,,61,84
342,3,0:53.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,61,84
343,3,0:50.0,Offensive rebound by L. Nance,,61,84
344,3,0:41.0,J. Blossomgame makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,64,84
345,3,0:28.0,,S. Brown misses 2-pt layup from 2 ft,64,84
346,3,0:27.0,Defensive rebound by M. Dellavedova,,64,84
347,3,0:27.0,Personal foul by S. Brown (drawn by M. Dellavedova),,64,84
348,3,0:27.0,M. Dellavedova makes free throw 1 of 2,,65,84
349,3,0:27.0,,D. Wilson enters the game for S. Brown,65,84
350,3,0:27.0,M. Dellavedova makes free throw 2 of 2,,66,84
351,3,0:03.0,,G. Hill misses 2-pt layup from 3 ft,66,84
352,3,0:00.0,Defensive rebound by J. Jones,,66,84
353,3,0:00.0,J. Clarkson misses 2-pt layup from 2 ft,,66,84
354,3,0:00.0,Offensive rebound by Team,,66,84
355,4,11:41.0,,D. DiVincenzo makes 3-pt jump shot from 23 ft (assist by E. İlyasova),66,87
356,4,11:26.0,Turnover by M. Dellavedova (bad pass; steal by D. Wilson),,66,87
357,4,11:19.0,,Turnover by M. Brogdon (bad pass),66,87
358,4,10:58.0,M. Dellavedova makes 2-pt jump shot from 20 ft (assist by L. Nance),,68,87
359,4,10:30.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Hill),68,90
360,4,10:07.0,J. Clarkson misses 3-pt jump shot from 27 ft,,68,90
361,4,10:04.0,,Defensive rebound by M. Brogdon,68,90
362,4,10:01.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,68,90
363,4,9:58.0,Defensive rebound by J. Blossomgame,,68,90
364,4,9:48.0,J. Jones misses 3-pt jump shot from 27 ft,,68,90
365,4,9:45.0,,Defensive rebound by E. İlyasova,68,90
366,4,9:34.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by D. DiVincenzo),68,92
367,4,9:15.0,L. Nance misses 3-pt jump shot from 28 ft,,68,92
368,4,9:12.0,,Defensive rebound by M. Brogdon,68,92
369,4,9:00.0,,Turnover by M. Brogdon (bad pass; steal by L. Nance),68,92
370,4,8:55.0,L. Nance makes 2-pt layup from 2 ft,,70,92
371,4,8:55.0,Shooting foul by M. Brogdon (drawn by L. Nance),,70,92
372,4,8:55.0,C. Osman enters the game for M. Dellavedova,,70,92
373,4,8:55.0,C. Sexton enters the game for J. Jones,,70,92
374,4,8:55.0,,S. Brown enters the game for G. Hill,70,92
375,4,8:55.0,,J. Smith enters the game for E. İlyasova,70,92
376,4,8:55.0,L. Nance misses free throw 1 of 1,,70,92
377,4,8:51.0,,Defensive rebound by D. Wilson,70,92
378,4,8:31.0,,J. Smith misses 3-pt jump shot from 27 ft,70,92
379,4,8:28.0,Defensive rebound by L. Nance,,70,92
380,4,8:14.0,C. Osman misses 2-pt layup from 7 ft,,70,92
381,4,8:14.0,,Defensive rebound by Team,70,92
