,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
0,1,11:49.0,J. Murray makes 2-pt layup from 2 ft (assist by P. Millsap),,2,0
1,1,11:31.0,,L. Ball misses 3-pt jump shot from 26 ft,2,0
2,1,11:28.0,Defensive rebound by T. Craig,,2,0
3,1,11:21.0,Shooting foul by L. Ball (drawn by J. Murray),,2,0
4,1,11:21.0,J. Murray makes free throw 1 of 2,,3,0
5,1,11:21.0,J. Murray misses free throw 2 of 2,,3,0
6,1,11:19.0,,Defensive rebound by J. McGee,3,0
7,1,11:11.0,,K. Kuzma misses 2-pt jump shot from 9 ft,3,0
8,1,11:07.0,Defensive rebound by P. Millsap,,3,0
9,1,11:02.0,T. Craig misses 3-pt jump shot from 22 ft,,3,0
10,1,10:58.0,,Defensive rebound by L. James,3,0
11,1,10:53.0,,L. James makes 2-pt layup from 2 ft,3,2
12,1,10:38.0,J. Murray misses 2-pt dunk from 1 ft,,3,2
13,1,10:34.0,,Defensive rebound by J. McGee,3,2
14,1,10:31.0,,Turnover by L. James (bad pass; steal by N. Jokić),3,2
15,1,10:27.0,J. Murray misses 3-pt jump shot from 23 ft,,3,2
16,1,10:24.0,Offensive rebound by Team,,3,2
17,1,10:18.0,P. Millsap misses 3-pt jump shot from 25 ft,,3,2
18,1,10:15.0,,Defensive rebound by L. James,3,2
19,1,10:05.0,,J. Hart misses 3-pt jump shot from 26 ft,3,2
20,1,9:59.0,Defensive rebound by J. Murray,,3,2
21,1,9:52.0,G. Harris misses 2-pt layup from 2 ft (block by K. Kuzma),,3,2
22,1,9:50.0,,Defensive rebound by L. Ball,3,2
23,1,9:45.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by L. James),3,5
24,1,9:39.0,Turnover by T. Craig (bad pass; steal by L. Ball),,3,5
25,1,9:37.0,,Shooting foul by T. Craig (drawn by L. James),3,5
26,1,9:37.0,,L. James misses free throw 1 of 2,3,5
27,1,9:37.0,,Offensive rebound by Team,3,5
28,1,9:37.0,,L. James misses free throw 2 of 2,3,5
29,1,9:35.0,Defensive rebound by N. Jokić,,3,5
30,1,9:25.0,J. Murray makes 2-pt layup from 1 ft (assist by G. Harris),,5,5
31,1,9:12.0,,L. Ball misses 3-pt jump shot from 23 ft,5,5
32,1,9:08.0,Defensive rebound by P. Millsap,,5,5
33,1,8:56.0,J. Murray misses 2-pt jump shot from 16 ft,,5,5
34,1,8:52.0,,Defensive rebound by L. Ball,5,5
35,1,8:50.0,,K. Kuzma misses 2-pt layup from 10 ft (block by J. Murray),5,5
36,1,8:50.0,Defensive rebound by Team,,5,5
37,1,8:29.0,P. Millsap makes 2-pt jump shot from 11 ft,,7,5
38,1,8:11.0,,L. Ball misses 2-pt layup from 2 ft,7,5
39,1,8:10.0,Defensive rebound by N. Jokić,,7,5
40,1,8:07.0,T. Craig misses 2-pt layup from 1 ft,,7,5
41,1,8:04.0,,Defensive rebound by J. Hart,7,5
42,1,8:00.0,,L. James misses 3-pt jump shot from 30 ft,7,5
43,1,7:56.0,Defensive rebound by J. Murray,,7,5
44,1,7:48.0,J. Murray misses 2-pt jump shot from 9 ft,,7,5
45,1,7:42.0,Offensive rebound by N. Jokić,,7,5
46,1,7:42.0,N. Jokić makes 2-pt layup at rim,,9,5
47,1,7:37.0,,LA Lakers full timeout,9,5
48,1,7:32.0,,L. James makes 2-pt layup from 1 ft (assist by L. Ball),9,7
49,1,7:14.0,P. Millsap misses 2-pt jump shot from 4 ft,,9,7
50,1,7:14.0,,Defensive rebound by Team,9,7
51,1,7:01.0,,K. Kuzma misses 2-pt jump shot from 12 ft,9,7
52,1,6:58.0,Defensive rebound by N. Jokić,,9,7
53,1,6:49.0,N. Jokić misses 3-pt jump shot from 25 ft,,9,7
54,1,6:46.0,,Defensive rebound by J. Hart,9,7
55,1,6:31.0,,J. McGee makes 2-pt layup from 3 ft (assist by L. James),9,9
56,1,6:10.0,T. Craig misses 3-pt jump shot from 27 ft,,9,9
57,1,6:07.0,Offensive rebound by P. Millsap,,9,9
58,1,6:05.0,P. Millsap makes 2-pt layup from 4 ft,,11,9
59,1,5:51.0,,L. James misses 3-pt jump shot from 23 ft,11,9
60,1,5:48.0,Defensive rebound by J. Murray,,11,9
61,1,5:44.0,Turnover by J. Murray (bad pass; steal by J. Hart),,11,9
62,1,5:41.0,,L. James makes 2-pt dunk from 2 ft (assist by J. Hart),11,11
63,1,5:23.0,G. Harris makes 2-pt dunk from 2 ft (assist by J. Murray),,13,11
64,1,4:57.0,,K. Kuzma misses 3-pt jump shot from 25 ft,13,11
65,1,4:55.0,,Offensive rebound by Team,13,11
66,1,4:55.0,Loose ball foul by J. Murray (drawn by J. McGee),,13,11
67,1,4:55.0,,J. Williams enters the game for J. McGee,13,11
68,1,4:43.0,,K. Kuzma misses 2-pt layup from 3 ft (block by T. Craig),13,11
69,1,4:43.0,,Offensive rebound by Team,13,11
70,1,4:40.0,,J. Hart misses 3-pt jump shot from 24 ft,13,11
71,1,4:36.0,Defensive rebound by J. Murray,,13,11
72,1,4:32.0,Personal foul by L. James (drawn by N. Jokić),,13,11
73,1,4:32.0,,L. Stephenson enters the game for L. James,13,11
74,1,4:28.0,Personal foul by K. Kuzma (drawn by N. Jokić),,13,11
75,1,4:22.0,N. Jokić misses 3-pt jump shot from 26 ft,,13,11
76,1,4:18.0,Offensive rebound by T. Craig,,13,11
77,1,4:12.0,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),,15,11
78,1,4:00.0,,J. Hart misses 2-pt layup from 2 ft (block by N. Jokić),15,11
79,1,4:00.0,,Offensive rebound by Team,15,11
80,1,4:00.0,J. Hernangómez enters the game for T. Craig,,15,11
81,1,4:00.0,M. Morris enters the game for J. Murray,,15,11
82,1,4:00.0,,K. Caldwell-Pope enters the game for J. Hart,15,11
83,1,4:00.0,,Offensive foul by K. Kuzma (drawn by P. Millsap),15,11
84,1,4:00.0,,Turnover by K. Kuzma (offensive foul),15,11
85,1,3:42.0,P. Millsap misses 3-pt jump shot from 25 ft,,15,11
86,1,3:36.0,,Defensive rebound by L. Stephenson,15,11
87,1,3:32.0,,Personal foul by J. Hernangómez (drawn by J. Williams),15,11
88,1,3:32.0,T. Lyles enters the game for P. Millsap,,15,11
89,1,3:27.0,,Personal foul by T. Lyles (drawn by K. Kuzma),15,11
90,1,3:19.0,,Turnover by K. Caldwell-Pope (lost ball; steal by M. Morris),15,11
91,1,3:09.0,J. Hernangómez makes 2-pt dunk from 1 ft (assist by T. Lyles),,17,11
92,1,2:52.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by L. Stephenson),17,14
93,1,2:34.0,G. Harris misses 2-pt layup from 1 ft,,17,14
94,1,2:32.0,,Defensive rebound by L. Ball,17,14
95,1,2:32.0,Denver full timeout,,17,14
96,1,2:32.0,M. Plumlee enters the game for N. Jokić,,17,14
97,1,2:32.0,,M. Beasley enters the game for L. Ball,17,14
98,1,2:32.0,,S. Mykhailiuk enters the game for K. Kuzma,17,14
99,1,2:21.0,,L. Stephenson makes 2-pt jump shot from 20 ft,17,16
100,1,2:04.0,G. Harris makes 3-pt jump shot from 27 ft (assist by M. Morris),,20,16
101,1,1:46.0,,S. Mykhailiuk makes 2-pt jump shot from 2 ft,20,18
102,1,1:32.0,Turnover by T. Lyles (bad pass; steal by L. Stephenson),,20,18
103,1,1:32.0,,Personal foul by G. Harris (drawn by K. Caldwell-Pope),20,18
104,1,1:32.0,,K. Caldwell-Pope makes free throw 1 of 2,20,19
105,1,1:32.0,J. Murray enters the game for G. Harris,,20,19
106,1,1:32.0,,J. McGee enters the game for J. Williams,20,19
107,1,1:32.0,,K. Caldwell-Pope makes free throw 2 of 2,20,20
108,1,1:21.0,T. Lyles misses 2-pt layup from 1 ft,,20,20
109,1,1:16.0,,Defensive rebound by L. Stephenson,20,20
110,1,1:13.0,,Turnover by L. Stephenson (bad pass; steal by M. Plumlee),20,20
111,1,1:00.0,T. Lyles makes 2-pt layup from 3 ft,,22,20
112,1,1:00.0,,Violation by Team (def goaltending),22,20
113,1,0:49.0,,J. McGee makes 2-pt dunk from 2 ft (assist by L. Stephenson),22,22
114,1,0:32.0,M. Plumlee makes 2-pt layup from 2 ft (assist by T. Lyles),,24,22
115,1,0:20.0,,Offensive foul by M. Beasley (drawn by M. Plumlee),24,22
116,1,0:20.0,,Turnover by M. Beasley (offensive foul),24,22
117,1,0:00.0,T. Lyles makes 2-pt layup from 3 ft (assist by M. Morris),,26,22
118,1,0:00.0,,Violation by Team (def goaltending),26,22
119,2,11:48.0,,L. James makes 2-pt layup from 1 ft (assist by L. Stephenson),26,24
120,2,11:34.0,T. Lyles makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,29,24
121,2,11:21.0,,J. McGee makes 2-pt dunk from 1 ft (assist by S. Mykhailiuk),29,26
122,2,11:21.0,,Personal foul by M. Plumlee (drawn by J. McGee),29,26
123,2,11:21.0,,J. McGee makes free throw 1 of 1,29,27
124,2,11:11.0,M. Morris misses 2-pt layup from 2 ft,,29,27
125,2,11:07.0,,Defensive rebound by L. James,29,27
126,2,11:06.0,,Shooting foul by J. Hernangómez (drawn by L. James),29,27
127,2,11:06.0,,L. James makes free throw 1 of 2,29,28
128,2,11:06.0,,L. James makes free throw 2 of 2,29,29
129,2,10:52.0,J. Murray makes 2-pt jump shot from 13 ft,,31,29
130,2,10:33.0,,J. McGee misses 2-pt jump shot from 9 ft,31,29
131,2,10:30.0,,Offensive rebound by J. McGee,31,29
132,2,10:27.0,,J. McGee misses 2-pt jump shot from 6 ft,31,29
133,2,10:25.0,Defensive rebound by T. Lyles,,31,29
134,2,10:16.0,T. Lyles misses 3-pt jump shot from 24 ft,,31,29
135,2,10:10.0,,Defensive rebound by S. Mykhailiuk,31,29
136,2,10:04.0,,L. Stephenson makes 2-pt jump shot from 21 ft (assist by L. James),31,31
137,2,9:48.0,M. Plumlee makes 2-pt dunk from 1 ft,,33,31
138,2,9:48.0,Shooting foul by J. McGee (drawn by M. Plumlee),,33,31
139,2,9:48.0,M. Plumlee misses free throw 1 of 1,,33,31
140,2,9:48.0,,Defensive rebound by L. James,33,31
141,2,9:39.0,,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,33,31
142,2,9:32.0,Defensive rebound by T. Lyles,,33,31
143,2,9:23.0,J. Murray misses 2-pt jump shot from 20 ft,,33,31
144,2,9:18.0,,Defensive rebound by K. Caldwell-Pope,33,31
145,2,9:15.0,,Turnover by K. Caldwell-Pope (bad pass; steal by M. Morris),33,31
146,2,9:09.0,J. Hernangómez misses 3-pt jump shot from 24 ft,,33,31
147,2,9:04.0,Offensive rebound by M. Plumlee,,33,31
148,2,9:04.0,M. Plumlee makes 2-pt layup at rim,,35,31
149,2,9:04.0,,LA Lakers full timeout,35,31
150,2,8:48.0,,L. Stephenson misses 2-pt layup from 2 ft,35,31
151,2,8:46.0,,Offensive rebound by J. McGee,35,31
152,2,8:46.0,,J. McGee makes 2-pt layup from 1 ft,35,33
153,2,8:32.0,J. Murray makes 2-pt jump shot from 10 ft (assist by M. Morris),,37,33
154,2,8:17.0,,S. Mykhailiuk makes 2-pt layup from 1 ft (assist by L. James),37,35
155,2,7:54.0,M. Morris misses 2-pt layup from 2 ft,,37,35
156,2,7:52.0,,Defensive rebound by L. James,37,35
157,2,7:48.0,,S. Mykhailiuk misses 2-pt jump shot from 21 ft,37,35
158,2,7:48.0,,Offensive rebound by S. Mykhailiuk,37,35
159,2,7:37.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. James),37,38
160,2,7:34.0,Denver full timeout,,37,38
161,2,7:34.0,T. Craig enters the game for J. Hernangómez,,37,38
162,2,7:34.0,G. Harris enters the game for J. Murray,,37,38
163,2,7:34.0,N. Jokić enters the game for M. Plumlee,,37,38
164,2,7:34.0,,J. Hart enters the game for L. Stephenson,37,38
165,2,7:21.0,T. Lyles misses 2-pt jump shot from 14 ft,,37,38
166,2,7:18.0,,Defensive rebound by L. James,37,38
167,2,7:09.0,,Turnover by J. Hart (lost ball; steal by T. Lyles),37,38
168,2,7:07.0,Turnover by T. Lyles (bad pass; steal by J. McGee),,37,38
169,2,6:57.0,,J. Hart misses 3-pt jump shot from 25 ft,37,38
170,2,6:54.0,Defensive rebound by M. Morris,,37,38
171,2,6:51.0,T. Lyles makes 2-pt dunk from 1 ft (assist by M. Morris),,39,38
172,2,6:31.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by L. James),39,41
173,2,6:18.0,Shooting foul by S. Mykhailiuk (drawn by M. Morris),,39,41
174,2,6:18.0,M. Morris makes free throw 1 of 2,,40,41
175,2,6:18.0,P. Millsap enters the game for T. Lyles,,40,41
176,2,6:18.0,,K. Kuzma enters the game for J. McGee,40,41
177,2,6:18.0,,J. Williams enters the game for S. Mykhailiuk,40,41
178,2,6:18.0,M. Morris makes free throw 2 of 2,,41,41
179,2,6:10.0,,Personal foul by P. Millsap (drawn by J. Williams),41,41
180,2,6:03.0,,K. Kuzma makes 2-pt jump shot from 4 ft (assist by L. James),41,43
181,2,5:47.0,G. Harris misses 2-pt layup from 2 ft,,41,43
182,2,5:45.0,,Defensive rebound by K. Caldwell-Pope,41,43
183,2,5:40.0,,L. James makes 2-pt jump shot from 9 ft,41,45
184,2,5:26.0,N. Jokić makes 2-pt jump shot from 9 ft (assist by M. Morris),,43,45
185,2,5:26.0,Shooting foul by J. Williams (drawn by N. Jokić),,43,45
186,2,5:26.0,,L. Ball enters the game for L. James,43,45
187,2,5:26.0,N. Jokić makes free throw 1 of 1,,44,45
188,2,5:10.0,,L. Ball misses 2-pt layup from 2 ft (block by P. Millsap),44,45
189,2,5:07.0,,Offensive rebound by J. Williams,44,45
190,2,5:03.0,,J. Hart misses 2-pt layup from 2 ft,44,45
191,2,5:01.0,Defensive rebound by N. Jokić,,44,45
192,2,4:58.0,T. Craig makes 2-pt layup from 2 ft (assist by M. Morris),,46,45
193,2,4:42.0,,J. Hart makes 2-pt layup from 1 ft (assist by L. Ball),46,47
194,2,4:25.0,Offensive foul by N. Jokić (drawn by J. Williams),,46,47
195,2,4:25.0,Turnover by N. Jokić (offensive foul),,46,47
196,2,4:12.0,,K. Kuzma misses 3-pt jump shot from 25 ft,46,47
197,2,4:07.0,Defensive rebound by M. Morris,,46,47
198,2,4:04.0,G. Harris misses 3-pt jump shot from 25 ft,,46,47
199,2,3:59.0,,Defensive rebound by K. Kuzma,46,47
200,2,3:57.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,46,47
201,2,3:53.0,Defensive rebound by G. Harris,,46,47
202,2,3:47.0,M. Morris makes 3-pt jump shot from 26 ft (assist by G. Harris),,49,47
203,2,3:34.0,,Turnover by L. Ball (lost ball; steal by T. Craig),49,47
204,2,3:31.0,M. Morris makes 2-pt layup from 1 ft,,51,47
205,2,3:31.0,,LA Lakers full timeout,51,47
206,2,3:31.0,J. Murray enters the game for M. Morris,,51,47
207,2,3:31.0,,L. James enters the game for K. Caldwell-Pope,51,47
208,2,3:31.0,,J. McGee enters the game for J. Williams,51,47
209,2,3:15.0,,Turnover by L. Ball (bad pass; steal by J. Murray),51,47
210,2,3:02.0,N. Jokić makes 2-pt layup from 1 ft,,53,47
211,2,2:51.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),53,49
212,2,2:35.0,Personal foul by J. McGee (drawn by N. Jokić),,53,49
213,2,2:31.0,N. Jokić misses 2-pt layup from 5 ft (block by J. McGee),,53,49
214,2,2:31.0,Offensive rebound by Team,,53,49
215,2,2:29.0,N. Jokić misses 3-pt jump shot from 26 ft,,53,49
216,2,2:24.0,,Defensive rebound by L. Ball,53,49
217,2,2:18.0,,J. McGee misses 2-pt layup from 2 ft (block by P. Millsap),53,49
218,2,2:15.0,,Offensive rebound by J. McGee,53,49
219,2,2:13.0,,L. James makes 2-pt layup from 1 ft (assist by L. Ball),53,51
220,2,2:05.0,Turnover by J. Murray (lost ball; steal by L. Ball),,53,51
221,2,2:02.0,,L. Ball makes 2-pt layup from 1 ft,53,53
222,2,1:44.0,P. Millsap misses 2-pt dunk from 2 ft,,53,53
223,2,1:42.0,Offensive rebound by P. Millsap,,53,53
224,2,1:36.0,Turnover by P. Millsap (lost ball; steal by L. James),,53,53
225,2,1:32.0,,Shooting foul by T. Craig (drawn by K. Kuzma),53,53
226,2,1:32.0,,K. Kuzma makes free throw 1 of 2,53,54
227,2,1:32.0,M. Morris enters the game for J. Murray,,53,54
228,2,1:32.0,,K. Kuzma makes free throw 2 of 2,53,55
229,2,1:20.0,G. Harris misses 2-pt jump shot from 8 ft,,53,55
230,2,1:15.0,Offensive rebound by M. Morris,,53,55
231,2,1:14.0,M. Morris makes 2-pt jump shot from 15 ft,,55,55
232,2,0:56.0,,L. James misses 2-pt jump shot from 16 ft,55,55
233,2,0:54.0,Defensive rebound by N. Jokić,,55,55
234,2,0:44.0,N. Jokić makes 2-pt layup from 4 ft,,57,55
235,2,0:33.0,,Turnover by L. James (out of bounds lost ball),57,55
236,2,0:23.0,Offensive foul by N. Jokić (drawn by J. McGee),,57,55
237,2,0:23.0,Turnover by N. Jokić (offensive foul),,57,55
238,2,0:23.0,M. Plumlee enters the game for N. Jokić,,57,55
239,2,0:00.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. Ball),57,58
240,3,11:49.0,,L. Ball makes 3-pt jump shot from 25 ft,57,61
241,3,11:31.0,Turnover by G. Harris (lost ball; steal by L. James),,57,61
242,3,11:25.0,,Shooting foul by T. Craig (drawn by L. James),57,61
243,3,11:25.0,,L. James makes free throw 1 of 2,57,62
244,3,11:25.0,,L. James makes free throw 2 of 2,57,63
245,3,11:14.0,J. Murray makes 2-pt jump shot from 3 ft,,59,63
246,3,10:53.0,,J. McGee misses 2-pt jump shot from 14 ft,59,63
247,3,10:49.0,Defensive rebound by N. Jokić,,59,63
248,3,10:45.0,Turnover by T. Craig (lost ball; steal by L. James),,59,63
249,3,10:40.0,,Turnover by J. Hart (bad pass),59,63
250,3,10:29.0,J. Murray makes 2-pt jump shot from 5 ft,,61,63
251,3,10:14.0,,L. James misses 3-pt jump shot from 26 ft,61,63
252,3,10:11.0,Defensive rebound by P. Millsap,,61,63
253,3,9:57.0,J. Murray makes 3-pt jump shot from 26 ft,,64,63
254,3,9:44.0,,J. McGee makes 2-pt layup from 1 ft (assist by L. Ball),64,65
255,3,9:31.0,G. Harris makes 2-pt jump shot from 5 ft (assist by N. Jokić),,66,65
