,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
127,2,7:52.0,R. Gay misses 2-pt hook shot from 4 ft (block by G. Dieng),,27,40
128,2,7:52.0,,Defensive rebound by Team,27,40
129,2,7:52.0,Loose ball foul by R. Gay (drawn by R. Covington),,27,40
130,2,7:52.0,D. DeRozan enters the game for M. Belinelli,,27,40
131,2,7:43.0,,Offensive foul by G. Dieng (drawn by B. Forbes),27,40
132,2,7:43.0,,Turnover by G. Dieng (offensive foul),27,40
133,2,7:29.0,J. Poeltl misses 2-pt layup from 4 ft (block by R. Covington),,27,40
134,2,7:27.0,Offensive rebound by Team,,27,40
135,2,7:24.0,Offensive foul by J. Poeltl (drawn by G. Dieng),,27,40
136,2,7:24.0,Turnover by J. Poeltl (offensive foul),,27,40
137,2,7:14.0,,D. Rose makes 2-pt jump shot from 20 ft,27,42
138,2,7:02.0,D. DeRozan misses 2-pt jump shot from 13 ft,,27,42
139,2,7:00.0,,Defensive rebound by D. Šarić,27,42
140,2,6:49.0,,D. Rose misses 2-pt jump shot from 21 ft,27,42
141,2,6:45.0,Defensive rebound by J. Poeltl,,27,42
142,2,6:26.0,D. Bertāns misses 3-pt jump shot from 28 ft,,27,42
143,2,6:23.0,,Defensive rebound by R. Covington,27,42
144,2,6:14.0,,R. Covington makes 3-pt jump shot from 25 ft,27,45
145,2,5:58.0,D. DeRozan makes 2-pt jump shot from 16 ft,,29,45
146,2,5:40.0,,G. Dieng misses 2-pt layup from 2 ft,29,45
147,2,5:40.0,,Offensive rebound by D. Šarić,29,45
148,2,5:40.0,,D. Šarić makes 2-pt layup from 1 ft,29,47
149,2,5:40.0,,Shooting foul by B. Forbes (drawn by D. Šarić),29,47
150,2,5:40.0,L. Aldridge enters the game for J. Poeltl,,29,47
151,2,5:40.0,,A. Wiggins enters the game for D. Rose,29,47
152,2,5:40.0,,D. Šarić misses free throw 1 of 1,29,47
153,2,5:40.0,Defensive rebound by L. Aldridge,,29,47
154,2,5:17.0,R. Gay misses 3-pt jump shot from 25 ft,,29,47
155,2,5:14.0,,Defensive rebound by T. Jones,29,47
156,2,4:51.0,,A. Wiggins misses 3-pt jump shot from 25 ft,29,47
157,2,4:48.0,Defensive rebound by D. Bertāns,,29,47
158,2,4:33.0,B. Forbes misses 2-pt jump shot from 8 ft,,29,47
159,2,4:31.0,,Defensive rebound by D. Šarić,29,47
160,2,4:19.0,,T. Jones misses 2-pt jump shot from 10 ft,29,47
161,2,4:18.0,Defensive rebound by L. Aldridge,,29,47
162,2,4:08.0,B. Forbes misses 3-pt jump shot from 25 ft,,29,47
163,2,4:05.0,,Defensive rebound by R. Covington,29,47
164,2,4:02.0,,Shooting foul by D. Bertāns (drawn by R. Covington),29,47
165,2,4:02.0,,R. Covington misses free throw 1 of 2,29,47
166,2,4:02.0,,Offensive rebound by Team,29,47
167,2,4:02.0,M. Belinelli enters the game for D. Bertāns,,29,47
168,2,4:02.0,D. Cunningham enters the game for B. Forbes,,29,47
169,2,4:02.0,P. Mills enters the game for R. Gay,,29,47
170,2,4:02.0,,T. Gibson enters the game for G. Dieng,29,47
171,2,4:02.0,,J. Teague enters the game for T. Jones,29,47
172,2,4:02.0,,K. Towns enters the game for D. Šarić,29,47
173,2,4:02.0,,R. Covington makes free throw 2 of 2,29,48
174,2,3:40.0,L. Aldridge misses 2-pt jump shot from 20 ft,,29,48
175,2,3:37.0,,Defensive rebound by T. Gibson,29,48
176,2,3:29.0,,K. Towns misses 2-pt layup from 9 ft,29,48
177,2,3:27.0,,Offensive rebound by K. Towns,29,48
178,2,3:24.0,,K. Towns makes 2-pt layup from 1 ft,29,50
179,2,3:18.0,Personal foul by K. Towns (drawn by L. Aldridge),,29,50
180,2,3:12.0,P. Mills misses 2-pt jump shot from 20 ft,,29,50
181,2,3:09.0,,Defensive rebound by R. Covington,29,50
182,2,2:56.0,,T. Gibson misses 2-pt layup from 2 ft (block by D. DeRozan),29,50
183,2,2:54.0,Defensive rebound by D. DeRozan,,29,50
184,2,2:36.0,D. DeRozan misses 3-pt jump shot from 25 ft,,29,50
185,2,2:34.0,,Defensive rebound by Team,29,50
186,2,2:34.0,,Minnesota full timeout,29,50
187,2,2:22.0,,A. Wiggins misses 2-pt dunk from 1 ft (block by D. DeRozan),29,50
188,2,2:19.0,Defensive rebound by M. Belinelli,,29,50
189,2,2:07.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,32,50
190,2,1:52.0,,K. Towns makes 2-pt jump shot from 4 ft (assist by J. Teague),32,52
191,2,1:34.0,M. Belinelli misses 3-pt jump shot from 24 ft,,32,52
192,2,1:34.0,,Defensive rebound by T. Gibson,32,52
193,2,1:24.0,,Personal foul by M. Belinelli (drawn by T. Gibson),32,52
194,2,1:09.0,,A. Wiggins misses 3-pt jump shot from 26 ft,32,52
195,2,1:05.0,,Offensive rebound by K. Towns,32,52
196,2,1:02.0,,R. Covington misses 3-pt jump shot from 28 ft,32,52
197,2,1:02.0,,Offensive rebound by R. Covington,32,52
198,2,0:59.0,,R. Covington makes 2-pt layup at rim,32,54
199,2,0:44.0,M. Belinelli misses 2-pt layup from 6 ft,,32,54
200,2,0:43.0,Offensive rebound by L. Aldridge,,32,54
201,2,0:43.0,L. Aldridge makes 2-pt layup from 2 ft,,34,54
202,2,0:30.0,,R. Covington misses 3-pt jump shot from 25 ft,34,54
203,2,0:28.0,Defensive rebound by L. Aldridge,,34,54
204,2,0:19.0,M. Belinelli misses 3-pt jump shot from 24 ft,,34,54
205,2,0:19.0,Offensive rebound by D. Cunningham,,34,54
206,2,0:19.0,Turnover by D. Cunningham (bad pass; steal by A. Wiggins),,34,54
207,2,0:02.0,,A. Wiggins makes 3-pt jump shot from 26 ft,34,57
208,3,11:47.0,R. Gay misses 3-pt jump shot from 25 ft,,34,57
209,3,11:43.0,,Defensive rebound by K. Towns,34,57
210,3,11:31.0,,J. Teague makes 2-pt layup from 3 ft (assist by K. Towns),34,59
211,3,11:31.0,,Shooting foul by B. Forbes (drawn by J. Teague),34,59
212,3,11:31.0,,J. Teague makes free throw 1 of 1,34,60
213,3,11:15.0,L. Aldridge misses 2-pt hook shot from 4 ft,,34,60
214,3,11:13.0,,Defensive rebound by K. Towns,34,60
215,3,11:10.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Teague),34,63
216,3,10:57.0,Shooting foul by A. Wiggins (drawn by D. DeRozan),,34,63
217,3,10:57.0,D. DeRozan makes free throw 1 of 2,,35,63
218,3,10:57.0,D. DeRozan makes free throw 2 of 2,,36,63
219,3,10:47.0,,R. Covington misses 3-pt jump shot from 26 ft,36,63
220,3,10:45.0,Defensive rebound by R. Gay,,36,63
221,3,10:41.0,Turnover by B. Forbes (lost ball; steal by J. Teague),,36,63
222,3,10:38.0,,T. Gibson makes 2-pt dunk from 2 ft (assist by J. Teague),36,65
223,3,10:23.0,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. White),,39,65
224,3,10:05.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),39,67
225,3,9:59.0,Offensive foul by D. White (drawn by J. Teague),,39,67
226,3,9:59.0,Turnover by D. White (offensive foul),,39,67
227,3,9:46.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),39,70
228,3,9:26.0,B. Forbes misses 3-pt jump shot from 25 ft,,39,70
229,3,9:24.0,,Defensive rebound by Team,39,70
230,3,9:13.0,,A. Wiggins misses 2-pt layup from 2 ft (block by R. Gay),39,70
231,3,9:11.0,,Offensive rebound by T. Gibson,39,70
232,3,9:09.0,,T. Gibson makes 2-pt layup from 2 ft,39,72
233,3,8:58.0,D. DeRozan misses 2-pt jump shot from 6 ft (block by K. Towns),,39,72
234,3,8:55.0,,Defensive rebound by K. Towns,39,72
235,3,8:53.0,,Turnover by K. Towns (bad pass),39,72
236,3,8:37.0,D. White makes 2-pt jump shot from 7 ft (assist by R. Gay),,41,72
237,3,8:19.0,,J. Teague misses 2-pt layup from 4 ft (block by R. Gay),41,72
238,3,8:18.0,,Offensive rebound by Team,41,72
239,3,8:16.0,,R. Covington makes 2-pt layup from 2 ft (assist by J. Teague),41,74
240,3,7:58.0,Turnover by L. Aldridge (lost ball; steal by A. Wiggins),,41,74
241,3,7:46.0,,Personal foul by R. Gay (drawn by T. Gibson),41,74
242,3,7:39.0,,Turnover by A. Wiggins (bad pass),41,74
243,3,7:31.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by R. Gay),,43,74
244,3,7:02.0,,J. Teague makes 2-pt jump shot from 22 ft,43,76
245,3,6:34.0,B. Forbes misses 3-pt jump shot from 25 ft,,43,76
246,3,6:30.0,,Defensive rebound by R. Covington,43,76
247,3,6:28.0,,Personal foul by D. DeRozan (drawn by K. Towns),43,76
248,3,6:28.0,,Minnesota full timeout,43,76
249,3,6:28.0,M. Belinelli enters the game for R. Gay,,43,76
250,3,6:28.0,D. Cunningham enters the game for D. White,,43,76
251,3,6:13.0,,K. Towns misses 2-pt layup from 2 ft,43,76
252,3,6:09.0,,Offensive rebound by K. Towns,43,76
253,3,6:09.0,,K. Towns makes 2-pt layup at rim,43,78
254,3,6:00.0,Turnover by L. Aldridge (lost ball; steal by J. Teague),,43,78
255,3,5:48.0,,T. Gibson misses 2-pt layup from 2 ft,43,78
256,3,5:46.0,Defensive rebound by L. Aldridge,,43,78
257,3,5:40.0,D. DeRozan misses 2-pt layup from 2 ft,,43,78
258,3,5:36.0,Offensive rebound by L. Aldridge,,43,78
259,3,5:36.0,L. Aldridge makes 2-pt layup from 1 ft,,45,78
260,3,5:20.0,,R. Covington misses 3-pt jump shot from 26 ft,45,78
261,3,5:18.0,Defensive rebound by L. Aldridge,,45,78
262,3,5:08.0,Personal foul by K. Towns (drawn by L. Aldridge),,45,78
263,3,5:08.0,P. Mills enters the game for L. Aldridge,,45,78
264,3,5:08.0,J. Poeltl enters the game for B. Forbes,,45,78
265,3,5:08.0,,D. Rose enters the game for R. Covington,45,78
266,3,4:57.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),,47,78
267,3,4:42.0,,Shooting foul by D. DeRozan (drawn by T. Gibson),47,78
268,3,4:42.0,,T. Gibson makes free throw 1 of 2,47,79
269,3,4:42.0,,T. Gibson misses free throw 2 of 2,47,79
270,3,4:40.0,,Offensive rebound by T. Gibson,47,79
271,3,4:25.0,,T. Gibson misses 2-pt layup from 12 ft (block by D. DeRozan),47,79
272,3,4:25.0,,Offensive rebound by Team,47,79
273,3,4:25.0,,Turnover by Team (shot clock),47,79
274,3,4:17.0,Turnover by D. DeRozan (lost ball; steal by J. Teague),,47,79
275,3,4:09.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),47,81
276,3,3:54.0,D. DeRozan makes 2-pt jump shot from 8 ft,,49,81
277,3,3:40.0,,D. Rose misses 3-pt jump shot from 25 ft,49,81
278,3,3:38.0,,Offensive rebound by Team,49,81
279,3,3:38.0,D. Bertāns enters the game for D. DeRozan,,49,81
280,3,3:29.0,,A. Wiggins misses 3-pt jump shot from 25 ft,49,81
281,3,3:26.0,,Offensive rebound by K. Towns,49,81
282,3,3:24.0,,K. Towns makes 3-pt jump shot from 23 ft,49,84
283,3,3:08.0,M. Belinelli misses 2-pt layup from 4 ft (block by J. Teague),,49,84
284,3,3:06.0,,Defensive rebound by D. Rose,49,84
285,3,3:00.0,,A. Wiggins misses 2-pt layup from 3 ft (block by J. Poeltl),49,84
286,3,2:58.0,Defensive rebound by D. Cunningham,,49,84
287,3,2:48.0,M. Belinelli misses 2-pt jump shot from 12 ft,,49,84
288,3,2:47.0,Offensive rebound by J. Poeltl,,49,84
289,3,2:46.0,J. Poeltl misses 2-pt layup from 1 ft,,49,84
290,3,2:46.0,Offensive rebound by J. Poeltl,,49,84
291,3,2:45.0,J. Poeltl makes 2-pt layup from 1 ft,,51,84
292,3,2:22.0,,A. Wiggins misses 2-pt jump shot from 20 ft,51,84
293,3,2:19.0,Defensive rebound by J. Poeltl,,51,84
294,3,2:13.0,P. Mills misses 3-pt jump shot from 25 ft,,51,84
295,3,2:10.0,,Defensive rebound by T. Gibson,51,84
296,3,1:55.0,San Antonio full timeout,,51,84
297,3,1:50.0,,D. Rose makes 3-pt jump shot from 24 ft (assist by T. Gibson),51,87
298,3,1:36.0,D. Bertāns misses 2-pt layup from 1 ft,,51,87
299,3,1:31.0,Offensive rebound by J. Poeltl,,51,87
300,3,1:31.0,J. Poeltl misses 2-pt layup from 1 ft,,51,87
301,3,1:27.0,Offensive rebound by J. Poeltl,,51,87
302,3,1:27.0,J. Poeltl makes 2-pt layup from 1 ft,,53,87
303,3,1:16.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by J. Teague),53,90
304,3,1:08.0,Shooting foul by A. Wiggins (drawn by M. Belinelli),,53,90
305,3,1:08.0,M. Belinelli makes free throw 1 of 2,,54,90
306,3,1:08.0,,T. Jones enters the game for T. Gibson,54,90
307,3,1:08.0,,D. Šarić enters the game for J. Teague,54,90
308,3,1:08.0,M. Belinelli makes free throw 2 of 2,,55,90
309,3,0:57.0,,Offensive foul by K. Towns (drawn by M. Belinelli),55,90
310,3,0:57.0,,Turnover by K. Towns (offensive foul),55,90
311,3,0:48.0,D. Cunningham misses 2-pt layup from 3 ft,,55,90
312,3,0:46.0,Offensive rebound by D. Bertāns,,55,90
313,3,0:41.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,58,90
314,3,0:26.0,,Shooting foul by J. Poeltl (drawn by K. Towns),58,90
315,3,0:26.0,,K. Towns makes free throw 1 of 2,58,91
316,3,0:26.0,,K. Towns makes free throw 2 of 2,58,92
317,3,0:02.0,Turnover by Team (shot clock),,58,92
318,3,0:01.0,,Turnover by K. Towns (bad pass),58,92
319,3,0:00.0,D. Bertāns misses 3-pt jump shot from 40 ft,,58,92
320,3,0:00.0,Offensive rebound by Team,,58,92
321,4,11:44.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),58,95
322,4,11:25.0,J. Poeltl misses 2-pt jump shot from 9 ft,,58,95
323,4,11:24.0,Offensive rebound by C. Metu,,58,95
324,4,11:20.0,C. Metu misses 2-pt jump shot from 18 ft,,58,95
325,4,11:18.0,,Defensive rebound by G. Dieng,58,95
326,4,11:07.0,,D. Šarić misses 3-pt jump shot from 25 ft,58,95
327,4,11:04.0,Defensive rebound by Q. Pondexter,,58,95
328,4,10:56.0,Q. Pondexter makes 3-pt jump shot from 25 ft (assist by D. White),,61,95
329,4,10:35.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by R. Covington),61,98
330,4,10:22.0,Personal foul by R. Covington (drawn by Q. Pondexter),,61,98
331,4,10:22.0,,J. Okogie enters the game for D. Rose,61,98
332,4,10:13.0,Q. Pondexter misses 2-pt dunk at rim,,61,98
333,4,10:11.0,,Defensive rebound by R. Covington,61,98
334,4,10:04.0,,R. Covington misses 2-pt jump shot from 9 ft,61,98
335,4,10:02.0,Defensive rebound by J. Poeltl,,61,98
336,4,9:48.0,D. White makes 2-pt layup at rim,,63,98
337,4,9:32.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by T. Jones),63,100
338,4,9:22.0,,Violation by Team (kicked ball),63,100
339,4,9:16.0,J. Poeltl makes 2-pt layup at rim (assist by M. Belinelli),,65,100
340,4,8:53.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Jones),65,103
341,4,8:39.0,Turnover by M. Belinelli (lost ball; steal by J. Okogie),,65,103
342,4,8:35.0,,J. Okogie misses 2-pt layup from 2 ft,65,103
343,4,8:30.0,,R. Covington misses 2-pt layup at rim,65,103
344,4,8:30.0,,Offensive rebound by R. Covington,65,103
345,4,8:29.0,Defensive rebound by D. White,,65,103
346,4,8:23.0,M. Belinelli misses 3-pt jump shot from 23 ft,,65,103
347,4,8:22.0,,Defensive rebound by T. Jones,65,103
348,4,8:11.0,,J. Okogie misses 2-pt jump shot from 21 ft,65,103
349,4,8:09.0,Defensive rebound by D. White,,65,103
350,4,8:07.0,Turnover by D. White (bad pass),,65,103
351,4,8:07.0,D. Bertāns enters the game for M. Belinelli,,65,103
352,4,7:45.0,,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Okogie),65,106
353,4,7:28.0,Offensive foul by Q. Pondexter (drawn by J. Okogie),,65,106
354,4,7:28.0,Turnover by Q. Pondexter (offensive foul),,65,106
355,4,7:28.0,D. Cunningham enters the game for J. Poeltl,,65,106
356,4,7:17.0,,D. Šarić misses 2-pt layup from 1 ft (block by D. Bertāns),65,106
357,4,7:15.0,Defensive rebound by C. Metu,,65,106
358,4,7:11.0,D. Bertāns makes 2-pt dunk at rim (assist by Q. Pondexter),,67,106
359,4,7:04.0,,Minnesota full timeout,67,106
360,4,7:04.0,,L. Deng enters the game for R. Covington,67,106
361,4,7:04.0,,A. Tolliver enters the game for D. Šarić,67,106
362,4,6:52.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by G. Dieng),67,108
363,4,6:42.0,Turnover by D. Cunningham (bad pass; steal by L. Deng),,67,108
364,4,6:39.0,,L. Deng makes 2-pt layup from 2 ft (assist by J. Okogie),67,110
365,4,6:39.0,,Shooting foul by Q. Pondexter (drawn by L. Deng),67,110
366,4,6:39.0,,L. Deng makes free throw 1 of 1,67,111
367,4,6:31.0,C. Metu misses 2-pt jump shot from 3 ft,,67,111
368,4,6:28.0,,Defensive rebound by A. Tolliver,67,111
369,4,6:12.0,,T. Jones misses 3-pt jump shot from 25 ft,67,111
370,4,6:10.0,Defensive rebound by Q. Pondexter,,67,111
371,4,6:06.0,Personal foul by J. Okogie (drawn by Q. Pondexter),,67,111
372,4,5:59.0,Shooting foul by L. Deng (drawn by Q. Pondexter),,67,111
373,4,5:59.0,Q. Pondexter makes free throw 1 of 2,,68,111
374,4,5:59.0,Q. Pondexter makes free throw 2 of 2,,69,111
375,4,5:47.0,,G. Dieng makes 2-pt jump shot from 12 ft (assist by T. Jones),69,113
376,4,5:35.0,D. Cunningham misses 3-pt jump shot from 24 ft,,69,113
377,4,5:33.0,,Defensive rebound by J. Okogie,69,113
378,4,5:27.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by L. Deng),69,116
