,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
0,1,11:37.0,,D. Green misses 3-pt jump shot from 26 ft,0,0
1,1,11:35.0,Defensive rebound by P. Beverley,,0,0
2,1,11:17.0,J. Green misses 3-pt jump shot from 26 ft,,0,0
3,1,11:15.0,,Defensive rebound by K. Thompson,0,0
4,1,11:05.0,,K. Thompson makes 3-pt jump shot from 30 ft (assist by D. Green),0,3
5,1,10:40.0,Shooting foul by K. Durant (drawn by D. Gallinari),,0,3
6,1,10:40.0,D. Gallinari makes free throw 1 of 2,,1,3
7,1,10:40.0,D. Gallinari makes free throw 2 of 2,,2,3
8,1,10:28.0,,K. Thompson misses 2-pt jump shot from 17 ft,2,3
9,1,10:26.0,Defensive rebound by J. Green,,2,3
10,1,10:23.0,D. Gallinari misses 3-pt jump shot from 28 ft,,2,3
11,1,10:21.0,,Defensive rebound by A. Bogut,2,3
12,1,10:12.0,,K. Durant makes 2-pt jump shot from 14 ft,2,5
13,1,10:12.0,,Shooting foul by L. Shamet (drawn by K. Durant),2,5
14,1,10:12.0,,K. Durant makes free throw 1 of 1,2,6
15,1,9:47.0,Shooting foul by S. Curry (drawn by L. Shamet),,2,6
16,1,9:47.0,L. Shamet makes free throw 1 of 3,,3,6
17,1,9:47.0,L. Shamet makes free throw 2 of 3,,4,6
18,1,9:47.0,L. Shamet makes free throw 3 of 3,,5,6
19,1,9:33.0,,K. Durant misses 2-pt jump shot from 17 ft,5,6
20,1,9:29.0,Defensive rebound by Team,,5,6
21,1,9:18.0,L. Shamet misses 2-pt layup from 6 ft (block by K. Durant),,5,6
22,1,9:17.0,,Defensive rebound by A. Bogut,5,6
23,1,9:13.0,,Personal foul by P. Beverley (drawn by K. Durant),5,6
24,1,9:12.0,,S. Curry misses 2-pt jump shot from 20 ft,5,6
25,1,9:10.0,Defensive rebound by P. Beverley,,5,6
26,1,9:00.0,J. Green makes 2-pt jump shot from 23 ft (assist by P. Beverley),,7,6
27,1,8:49.0,,A. Bogut misses 2-pt layup from 2 ft,7,6
28,1,8:48.0,Defensive rebound by S. Gilgeous-Alexander,,7,6
29,1,8:42.0,D. Gallinari misses 3-pt jump shot from 27 ft,,7,6
30,1,8:39.0,Offensive rebound by Team,,7,6
31,1,8:26.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,10,6
32,1,8:20.0,,Turnover by S. Curry (back court),10,6
33,1,8:08.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by J. Green),,13,6
34,1,7:47.0,,A. Bogut makes 2-pt layup from 1 ft (assist by D. Green),13,8
35,1,7:27.0,J. Green misses 3-pt jump shot from 23 ft,,13,8
36,1,7:25.0,Offensive rebound by D. Gallinari,,13,8
37,1,7:23.0,D. Gallinari misses 3-pt jump shot from 30 ft,,13,8
38,1,7:23.0,Offensive rebound by Team,,13,8
39,1,7:23.0,,Loose ball foul by A. Bogut (drawn by J. Green),13,8
40,1,7:23.0,,K. Looney enters the game for A. Bogut,13,8
41,1,7:13.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,,15,8
42,1,7:02.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),15,10
43,1,6:50.0,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,15,10
44,1,6:48.0,,Defensive rebound by K. Looney,15,10
