,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MINNESOTA_ACTION,ORLANDO_SCORE,MINNESOTA_SCORE
382,4,6:38.0,N. Vučević enters the game for A. Gordon,,89,110
383,4,6:26.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Ross),,91,110
384,4,5:59.0,,T. Jones makes 2-pt jump shot from 9 ft (assist by A. Tolliver),91,112
385,4,5:48.0,N. Vučević misses 3-pt jump shot from 25 ft,,91,112
386,4,5:44.0,,Defensive rebound by J. Okogie,91,112
387,4,5:35.0,,K. Towns misses 2-pt jump shot from 20 ft,91,112
388,4,5:32.0,Defensive rebound by D. Augustin,,91,112
389,4,5:32.0,,T. Gibson enters the game for T. Jones,91,112
390,4,5:32.0,,J. Teague enters the game for D. Šarić,91,112
391,4,5:23.0,N. Vučević makes 2-pt jump shot from 12 ft (assist by E. Fournier),,93,112
392,4,5:07.0,,Shooting foul by D. Augustin (drawn by J. Okogie),93,112
393,4,5:07.0,,J. Okogie makes free throw 1 of 2,93,113
394,4,5:07.0,,J. Okogie makes free throw 2 of 2,93,114
395,4,4:49.0,E. Fournier makes 2-pt jump shot from 7 ft,,95,114
396,4,4:28.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by J. Teague),95,116
397,4,4:15.0,T. Ross makes 2-pt layup from 1 ft (assist by D. Augustin),,97,116
398,4,4:00.0,,J. Teague misses 2-pt layup from 2 ft,97,116
399,4,3:58.0,Defensive rebound by N. Vučević,,97,116
400,4,3:50.0,Turnover by E. Fournier (bad pass; steal by K. Towns),,97,116
401,4,3:45.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),97,118
402,4,3:45.0,Orlando full timeout,,97,118
403,4,3:45.0,K. Birch enters the game for D. Augustin,,97,118
404,4,3:45.0,I. Briscoe enters the game for E. Fournier,,97,118
405,4,3:45.0,J. Grant enters the game for J. Isaac,,97,118
406,4,3:45.0,W. Iwundu enters the game for T. Ross,,97,118
407,4,3:45.0,J. Martin enters the game for N. Vučević,,97,118
408,4,3:28.0,W. Iwundu misses 2-pt jump shot from 21 ft,,97,118
409,4,3:22.0,,Defensive rebound by J. Okogie,97,118
410,4,3:10.0,,T. Gibson misses 2-pt jump shot from 17 ft,97,118
411,4,3:06.0,Defensive rebound by J. Grant,,97,118
412,4,2:57.0,Shooting foul by K. Towns (drawn by K. Birch),,97,118
413,4,2:57.0,,G. Dieng enters the game for J. Teague,97,118
414,4,2:57.0,,T. Jones enters the game for K. Towns,97,118
415,4,2:57.0,K. Birch makes free throw 1 of 2,,98,118
416,4,2:57.0,K. Birch misses free throw 2 of 2,,98,118
417,4,2:55.0,,Defensive rebound by T. Gibson,98,118
418,4,2:33.0,,Turnover by A. Tolliver (bad pass; steal by W. Iwundu),98,118
419,4,2:31.0,Personal foul by T. Gibson (drawn by W. Iwundu),,98,118
420,4,2:31.0,W. Iwundu makes free throw 1 of 2,,99,118
421,4,2:31.0,,J. Nunnally enters the game for T. Gibson,99,118
422,4,2:31.0,W. Iwundu makes free throw 2 of 2,,100,118
423,4,2:09.0,,J. Okogie misses 3-pt jump shot from 25 ft,100,118
424,4,2:07.0,Defensive rebound by K. Birch,,100,118
425,4,2:01.0,W. Iwundu makes 2-pt dunk from 2 ft,,102,118
426,4,2:01.0,,Minnesota full timeout,102,118
427,4,1:48.0,,J. Okogie misses 3-pt jump shot from 25 ft,102,118
428,4,1:45.0,Defensive rebound by K. Birch,,102,118
429,4,1:39.0,K. Birch misses 2-pt jump shot from 6 ft,,102,118
430,4,1:38.0,,Defensive rebound by J. Okogie,102,118
431,4,1:31.0,,J. Okogie makes 2-pt layup from 1 ft,102,120
432,4,1:19.0,I. Briscoe misses 3-pt jump shot from 24 ft,,102,120
433,4,1:15.0,,Defensive rebound by G. Dieng,102,120
434,4,1:02.0,,A. Tolliver misses 3-pt jump shot from 26 ft,102,120
435,4,1:01.0,Defensive rebound by Team,,102,120
436,4,0:53.0,I. Briscoe misses 2-pt jump shot from 9 ft,,102,120
437,4,0:51.0,,Defensive rebound by G. Dieng,102,120
438,4,0:37.0,,J. Okogie misses 2-pt jump shot from 13 ft (block by J. Martin),102,120
439,4,0:37.0,,Offensive rebound by Team,102,120
440,4,0:37.0,Violation by Team (delay of game),,102,120
441,4,0:30.0,,J. Okogie misses 2-pt jump shot from 15 ft,102,120
442,4,0:26.0,Defensive rebound by W. Iwundu,,102,120
443,4,0:08.0,Shooting foul by J. Okogie (drawn by K. Birch),,102,120
444,4,0:08.0,K. Birch makes free throw 1 of 2,,103,120
445,4,0:08.0,K. Birch misses free throw 2 of 2,,103,120
446,4,0:05.0,,Defensive rebound by G. Dieng,103,120
