,QUARTER,TIME_REMAINING,BOSTON_ACTION,DETROIT_ACTION,BOSTON_SCORE,DETROIT_SCORE
0,1,11:35.0,,A. Drummond makes 2-pt jump shot from 14 ft (assist by S. Johnson),0,2
1,1,11:17.0,G. Hayward makes 2-pt jump shot from 18 ft,,2,2
2,1,11:00.0,,S. Johnson misses 3-pt jump shot from 25 ft,2,2
3,1,10:57.0,Defensive rebound by J. Brown,,2,2
4,1,10:50.0,G. Hayward misses 3-pt jump shot from 23 ft,,2,2
5,1,10:48.0,,Defensive rebound by A. Drummond,2,2
6,1,10:39.0,,Personal foul by J. Brown (drawn by B. Griffin),2,2
7,1,10:27.0,,R. Bullock misses 2-pt layup from 3 ft (block by J. Brown),2,2
8,1,10:21.0,Defensive rebound by G. Hayward,,2,2
9,1,10:16.0,J. Brown misses 2-pt layup from 2 ft,,2,2
10,1,10:13.0,,Defensive rebound by A. Drummond,2,2
11,1,10:05.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by B. Griffin),2,4
12,1,9:56.0,K. Irving makes 3-pt jump shot from 31 ft,,5,4
13,1,9:39.0,,Personal foul by J. Tatum (drawn by B. Griffin),5,4
14,1,9:23.0,,B. Griffin misses 2-pt jump shot from 19 ft,5,4
15,1,9:18.0,Defensive rebound by K. Irving,,5,4
16,1,9:14.0,Personal foul by A. Drummond (drawn by K. Irving),,5,4
17,1,9:07.0,G. Hayward misses 3-pt jump shot from 29 ft,,5,4
18,1,9:03.0,,Defensive rebound by R. Bullock,5,4
19,1,8:58.0,,R. Bullock misses 3-pt jump shot from 29 ft,5,4
20,1,8:54.0,Defensive rebound by J. Tatum,,5,4
21,1,8:44.0,J. Tatum misses 2-pt jump shot from 20 ft,,5,4
22,1,8:39.0,,Defensive rebound by R. Jackson,5,4
23,1,8:34.0,,R. Bullock makes 2-pt layup from 3 ft (assist by B. Griffin),5,6
24,1,8:13.0,A. Horford misses 3-pt jump shot from 28 ft,,5,6
25,1,8:10.0,,Defensive rebound by A. Drummond,5,6
26,1,8:03.0,,R. Jackson misses 2-pt layup from 7 ft (block by A. Horford),5,6
27,1,8:00.0,Defensive rebound by J. Brown,,5,6
28,1,8:00.0,Shooting foul by A. Drummond (drawn by J. Brown),,5,6
29,1,8:00.0,,Z. Pachulia enters the game for A. Drummond,5,6
30,1,8:00.0,J. Brown makes free throw 1 of 2,,6,6
31,1,8:00.0,J. Brown makes free throw 2 of 2,,7,6
32,1,7:45.0,,Turnover by S. Johnson (lost ball; steal by G. Hayward),7,6
33,1,7:32.0,J. Brown makes 3-pt jump shot from 28 ft (assist by K. Irving),,10,6
34,1,7:16.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by R. Bullock),10,9
35,1,7:01.0,A. Horford makes 2-pt hook shot from 6 ft,,12,9
36,1,7:01.0,,Offensive foul by Z. Pachulia (drawn by J. Tatum),12,9
37,1,7:01.0,,Turnover by Z. Pachulia (offensive foul),12,9
38,1,6:53.0,,Detroit full timeout,12,9
39,1,6:53.0,,L. Galloway enters the game for S. Johnson,12,9
40,1,6:36.0,A. Horford misses 2-pt jump shot from 17 ft,,12,9
41,1,6:34.0,,Defensive rebound by R. Bullock,12,9
42,1,6:22.0,,B. Griffin misses 3-pt jump shot from 28 ft,12,9
43,1,6:18.0,Defensive rebound by K. Irving,,12,9
44,1,6:07.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by A. Horford),,15,9
45,1,5:49.0,,R. Jackson makes 2-pt jump shot from 14 ft,15,11
46,1,5:40.0,A. Horford misses 3-pt jump shot from 27 ft,,15,11
47,1,5:37.0,,Defensive rebound by Z. Pachulia,15,11
48,1,5:32.0,,Turnover by B. Griffin (bad pass),15,11
49,1,5:32.0,M. Morris enters the game for J. Tatum,,15,11
50,1,5:16.0,Personal foul by R. Bullock (drawn by G. Hayward),,15,11
51,1,5:09.0,A. Horford misses 3-pt jump shot from 29 ft,,15,11
52,1,5:05.0,,Defensive rebound by L. Galloway,15,11
53,1,4:58.0,,B. Griffin misses 3-pt jump shot from 27 ft,15,11
54,1,4:55.0,Defensive rebound by K. Irving,,15,11
55,1,4:48.0,Turnover by K. Irving (lost ball; steal by L. Galloway),,15,11
56,1,4:42.0,,B. Griffin misses 2-pt layup from 4 ft (block by K. Irving),15,11
57,1,4:40.0,Defensive rebound by G. Hayward,,15,11
58,1,4:40.0,Offensive foul by G. Hayward (drawn by L. Galloway),,15,11
59,1,4:40.0,Turnover by G. Hayward (offensive foul),,15,11
60,1,4:40.0,M. Smart enters the game for G. Hayward,,15,11
61,1,4:29.0,,R. Bullock misses 3-pt jump shot from 26 ft,15,11
62,1,4:26.0,Defensive rebound by K. Irving,,15,11
63,1,4:17.0,K. Irving misses 2-pt jump shot from 18 ft,,15,11
64,1,4:15.0,,Defensive rebound by B. Griffin,15,11
65,1,4:10.0,,L. Galloway misses 3-pt jump shot from 25 ft,15,11
66,1,4:06.0,Defensive rebound by M. Smart,,15,11
67,1,4:02.0,J. Brown makes 2-pt layup from 5 ft (assist by M. Smart),,17,11
68,1,3:34.0,,R. Jackson misses 3-pt jump shot from 26 ft,17,11
69,1,3:31.0,Defensive rebound by M. Smart,,17,11
70,1,3:29.0,A. Horford makes 2-pt layup from 5 ft (assist by M. Smart),,19,11
71,1,3:13.0,,Personal foul by M. Morris (drawn by L. Galloway),19,11
72,1,3:13.0,,I. Smith enters the game for R. Jackson,19,11
73,1,3:03.0,,Turnover by B. Griffin (traveling),19,11
74,1,3:03.0,D. Theis enters the game for A. Horford,,19,11
75,1,2:52.0,M. Morris makes 3-pt jump shot from 28 ft (assist by M. Smart),,22,11
76,1,2:38.0,,B. Griffin misses 2-pt layup from 5 ft (block by M. Smart),22,11
77,1,2:38.0,,Offensive rebound by Team,22,11
78,1,2:38.0,Boston full timeout,,22,11
79,1,2:38.0,Technical foul by D. Casey,,22,11
80,1,2:38.0,T. Rozier enters the game for J. Brown,,22,11
81,1,2:38.0,J. Tatum enters the game for K. Irving,,22,11
82,1,2:38.0,,S. Johnson enters the game for B. Griffin,22,11
83,1,2:38.0,M. Morris makes technical free throw,,23,11
84,1,2:36.0,,L. Galloway makes 2-pt jump shot from 19 ft (assist by I. Smith),23,13
85,1,2:17.0,M. Morris misses 2-pt jump shot from 12 ft,,23,13
86,1,2:13.0,,Defensive rebound by I. Smith,23,13
87,1,2:11.0,,L. Galloway misses 3-pt jump shot from 28 ft,23,13
88,1,2:11.0,Defensive rebound by D. Theis,,23,13
89,1,2:05.0,Personal foul by L. Galloway (drawn by M. Morris),,23,13
90,1,1:58.0,T. Rozier misses 2-pt jump shot from 14 ft,,23,13
91,1,1:52.0,Offensive rebound by D. Theis,,23,13
92,1,1:50.0,D. Theis makes 2-pt layup from 2 ft,,25,13
93,1,1:44.0,,R. Bullock misses 2-pt layup from 3 ft (block by J. Tatum),25,13
94,1,1:44.0,Defensive rebound by D. Theis,,25,13
95,1,1:32.0,J. Tatum misses 2-pt layup from 3 ft,,25,13
96,1,1:27.0,,Defensive rebound by I. Smith,25,13
97,1,1:26.0,,S. Johnson makes 2-pt jump shot from 10 ft,25,15
98,1,1:26.0,,Shooting foul by M. Smart (drawn by S. Johnson),25,15
99,1,1:26.0,,S. Johnson makes free throw 1 of 1,25,16
100,1,1:10.0,M. Smart misses 2-pt jump shot from 20 ft,,25,16
101,1,1:06.0,,Defensive rebound by S. Johnson,25,16
102,1,1:03.0,,S. Johnson makes 2-pt layup from 5 ft,25,18
103,1,0:51.0,D. Theis makes 2-pt layup from 1 ft (assist by J. Tatum),,27,18
104,1,0:41.0,,R. Bullock misses 2-pt jump shot from 12 ft,27,18
105,1,0:40.0,Defensive rebound by Team,,27,18
106,1,0:40.0,Personal foul by R. Bullock (drawn by J. Tatum),,27,18
107,1,0:40.0,J. Tatum misses free throw 1 of 2,,27,18
108,1,0:40.0,Offensive rebound by Team,,27,18
109,1,0:40.0,J. Tatum makes free throw 2 of 2,,28,18
110,1,0:26.0,,I. Smith misses 2-pt jump shot from 10 ft,28,18
111,1,0:23.0,Defensive rebound by M. Morris,,28,18
112,1,0:06.0,D. Theis makes 2-pt layup from 2 ft (assist by M. Morris),,30,18
113,1,0:03.0,,S. Johnson makes 3-pt jump shot from 27 ft,30,21
114,1,0:00.0,M. Morris misses 3-pt jump shot from 60 ft,,30,21
115,1,0:00.0,Offensive rebound by Team,,30,21
116,2,11:39.0,T. Rozier makes 2-pt jump shot from 15 ft,,32,21
117,2,11:18.0,,S. Johnson makes 2-pt layup from 6 ft (assist by R. Jackson),32,23
118,2,11:02.0,J. Tatum misses 2-pt layup from 8 ft (block by A. Drummond),,32,23
119,2,11:01.0,Offensive rebound by D. Theis,,32,23
120,2,11:01.0,Shooting foul by L. Galloway (drawn by D. Theis),,32,23
121,2,11:01.0,D. Theis misses free throw 1 of 2,,32,23
122,2,11:01.0,Offensive rebound by Team,,32,23
123,2,11:01.0,D. Theis makes free throw 2 of 2,,33,23
124,2,10:44.0,,R. Jackson misses 3-pt jump shot from 26 ft,33,23
125,2,10:41.0,Defensive rebound by M. Smart,,33,23
126,2,10:35.0,D. Theis misses 2-pt jump shot from 11 ft,,33,23
127,2,10:30.0,Offensive rebound by D. Theis,,33,23
128,2,10:25.0,M. Morris makes 2-pt dunk from 2 ft (assist by D. Theis),,35,23
129,2,10:13.0,,S. Johnson misses 3-pt jump shot from 26 ft,35,23
130,2,10:10.0,Defensive rebound by M. Morris,,35,23
131,2,9:54.0,D. Theis makes 2-pt layup from 3 ft (assist by T. Rozier),,37,23
132,2,9:54.0,,Detroit full timeout,37,23
