,QUARTER,TIME_REMAINING,MIAMI_ACTION,SAN ANTONIO_ACTION,MIAMI_SCORE,SAN ANTONIO_SCORE
63,1,3:58.0,Defensive rebound by D. Waiters,,16,8
64,1,3:56.0,Miami full timeout,,16,8
65,1,3:56.0,G. Dragić enters the game for B. Adebayo,,16,8
66,1,3:56.0,D. Wade enters the game for J. Richardson,,16,8
67,1,3:56.0,H. Whiteside enters the game for D. Waiters,,16,8
68,1,3:56.0,,M. Belinelli enters the game for D. DeRozan,16,8
69,1,3:56.0,,D. Bertāns enters the game for B. Forbes,16,8
70,1,3:56.0,,P. Mills enters the game for D. White,16,8
71,1,3:49.0,Personal foul by D. Bertāns (drawn by H. Whiteside),,16,8
72,1,3:36.0,Shooting foul by L. Aldridge (drawn by K. Olynyk),,16,8
73,1,3:36.0,K. Olynyk misses free throw 1 of 2,,16,8
74,1,3:36.0,Offensive rebound by Team,,16,8
75,1,3:36.0,K. Olynyk makes free throw 2 of 2,,17,8
76,1,3:22.0,,P. Mills makes 2-pt layup from 2 ft,17,10
77,1,3:06.0,D. Wade makes 2-pt layup from 3 ft,,19,10
78,1,2:59.0,,R. Gay makes 2-pt dunk from 2 ft (assist by P. Mills),19,12
79,1,2:44.0,H. Whiteside misses 2-pt jump shot from 10 ft,,19,12
80,1,2:44.0,Offensive rebound by K. Olynyk,,19,12
81,1,2:32.0,G. Dragić makes 2-pt jump shot from 11 ft,,21,12
82,1,2:16.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by P. Mills),21,15
83,1,1:53.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,24,15
84,1,1:39.0,,P. Mills misses 2-pt layup from 3 ft,24,15
85,1,1:39.0,,Offensive rebound by L. Aldridge,24,15
86,1,1:32.0,,L. Aldridge makes 2-pt layup from 1 ft,24,17
87,1,1:29.0,D. Jones misses 2-pt layup from 3 ft,,24,17
88,1,1:27.0,,Defensive rebound by L. Aldridge,24,17
89,1,1:27.0,,Personal take foul by K. Olynyk (drawn by R. Gay),24,17
90,1,1:27.0,J. Johnson enters the game for D. Jones,,24,17
91,1,1:27.0,J. Richardson enters the game for K. Olynyk,,24,17
92,1,1:27.0,,J. Poeltl enters the game for L. Aldridge,24,17
93,1,1:09.0,,P. Mills misses 3-pt jump shot from 24 ft,24,17
94,1,1:07.0,,Offensive rebound by J. Poeltl,24,17
95,1,1:07.0,,Shooting foul by H. Whiteside (drawn by J. Poeltl),24,17
96,1,1:07.0,,J. Poeltl misses free throw 1 of 2,24,17
97,1,1:07.0,,Offensive rebound by Team,24,17
98,1,1:07.0,,J. Poeltl misses free throw 2 of 2,24,17
99,1,1:04.0,Defensive rebound by H. Whiteside,,24,17
100,1,0:53.0,G. Dragić misses 3-pt jump shot from 25 ft,,24,17
101,1,0:50.0,,Defensive rebound by J. Poeltl,24,17
102,1,0:45.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by P. Mills),24,19
103,1,0:39.0,D. Wade misses 2-pt jump shot from 18 ft,,24,19
104,1,0:39.0,,Defensive rebound by R. Gay,24,19
105,1,0:34.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by R. Gay),24,22
106,1,0:19.0,Turnover by G. Dragić (bad pass),,24,22
107,1,0:03.0,,M. Belinelli misses 3-pt jump shot from 25 ft,24,22
108,1,0:03.0,Defensive rebound by H. Whiteside,,24,22
109,1,0:00.0,J. Richardson misses 3-pt jump shot from 41 ft,,24,22
110,1,0:00.0,Offensive rebound by Team,,24,22
111,2,11:45.0,,Turnover by D. Bertāns (out of bounds lost ball),24,22
112,2,11:30.0,Shooting foul by M. Belinelli (drawn by H. Whiteside),,24,22
113,2,11:30.0,H. Whiteside makes free throw 1 of 2,,25,22
114,2,11:30.0,H. Whiteside makes free throw 2 of 2,,26,22
115,2,11:13.0,,R. Gay makes 2-pt jump shot from 18 ft (assist by J. Poeltl),26,24
116,2,10:58.0,Turnover by D. Wade (bad pass),,26,24
117,2,10:53.0,,P. Mills misses 2-pt jump shot from 11 ft,26,24
118,2,10:50.0,,Offensive rebound by P. Mills,26,24
119,2,10:50.0,,Personal foul by J. Johnson (drawn by P. Mills),26,24
120,2,10:46.0,,M. Belinelli misses 2-pt jump shot from 17 ft,26,24
121,2,10:43.0,Defensive rebound by H. Whiteside,,26,24
122,2,10:35.0,D. Wade misses 2-pt jump shot from 15 ft,,26,24
123,2,10:31.0,,Defensive rebound by D. Bertāns,26,24
124,2,10:29.0,,Personal foul by H. Whiteside (drawn by P. Mills),26,24
125,2,10:21.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by R. Gay),26,27
126,2,10:07.0,G. Dragić makes 2-pt jump shot from 14 ft,,28,27
127,2,9:54.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by M. Belinelli),28,30
128,2,9:43.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by J. Johnson),,31,30
129,2,9:26.0,,P. Mills misses 2-pt layup from 3 ft,31,30
130,2,9:26.0,Defensive rebound by H. Whiteside,,31,30
131,2,9:11.0,J. Richardson makes 2-pt jump shot from 7 ft (assist by H. Whiteside),,33,30
132,2,9:08.0,,San Antonio full timeout,33,30
133,2,9:08.0,,D. DeRozan enters the game for R. Gay,33,30
134,2,9:08.0,,D. White enters the game for P. Mills,33,30
135,2,8:48.0,,D. DeRozan misses 2-pt layup from 5 ft (block by H. Whiteside),33,30
136,2,8:44.0,Defensive rebound by D. Wade,,33,30
137,2,8:44.0,Shooting foul by D. Bertāns (drawn by H. Whiteside),,33,30
138,2,8:44.0,H. Whiteside makes free throw 1 of 2,,34,30
139,2,8:44.0,,L. Aldridge enters the game for D. DeRozan,34,30
140,2,8:44.0,,R. Gay enters the game for J. Poeltl,34,30
141,2,8:44.0,H. Whiteside makes free throw 2 of 2,,35,30
142,2,8:34.0,,Shooting foul by D. Wade (drawn by D. Bertāns),35,30
143,2,8:34.0,,D. Bertāns makes free throw 1 of 2,35,31
144,2,8:34.0,,D. Bertāns misses free throw 2 of 2,35,31
145,2,8:32.0,Defensive rebound by H. Whiteside,,35,31
146,2,8:23.0,Offensive foul by J. Johnson (drawn by D. White),,35,31
147,2,8:23.0,Turnover by J. Johnson (offensive foul),,35,31
148,2,8:23.0,,B. Forbes enters the game for M. Belinelli,35,31
149,2,8:08.0,,L. Aldridge misses 2-pt jump shot from 15 ft,35,31
150,2,8:05.0,Defensive rebound by J. Johnson,,35,31
151,2,7:57.0,D. Wade makes 2-pt layup from 2 ft,,37,31
152,2,7:48.0,,D. Bertāns misses 3-pt jump shot from 27 ft,37,31
153,2,7:42.0,Defensive rebound by J. Richardson,,37,31
154,2,7:34.0,Shooting foul by L. Aldridge (drawn by H. Whiteside),,37,31
155,2,7:34.0,H. Whiteside makes free throw 1 of 2,,38,31
156,2,7:34.0,D. Jones enters the game for J. Richardson,,38,31
157,2,7:34.0,D. Waiters enters the game for D. Wade,,38,31
158,2,7:34.0,,D. DeRozan enters the game for D. Bertāns,38,31
159,2,7:34.0,H. Whiteside makes free throw 2 of 2,,39,31
160,2,7:28.0,,Shooting foul by D. Jones (drawn by R. Gay),39,31
161,2,7:28.0,,R. Gay misses free throw 1 of 2,39,31
162,2,7:28.0,,Offensive rebound by Team,39,31
163,2,7:28.0,,R. Gay makes free throw 2 of 2,39,32
164,2,7:21.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. Johnson),,42,32
165,2,7:04.0,,D. White misses 3-pt jump shot from 23 ft,42,32
166,2,7:04.0,Defensive rebound by J. Johnson,,42,32
167,2,6:56.0,D. Waiters misses 2-pt layup from 3 ft,,42,32
168,2,6:54.0,,Defensive rebound by D. DeRozan,42,32
169,2,6:50.0,,R. Gay misses 3-pt jump shot from 27 ft,42,32
170,2,6:46.0,,Offensive rebound by D. White,42,32
171,2,6:39.0,,D. White makes 2-pt layup from 3 ft (assist by D. DeRozan),42,34
172,2,6:39.0,,Shooting foul by G. Dragić (drawn by D. White),42,34
173,2,6:39.0,,D. White makes free throw 1 of 1,42,35
174,2,6:30.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by J. Johnson),,45,35
175,2,6:26.0,,San Antonio full timeout,45,35
176,2,6:07.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. White),45,37
177,2,5:47.0,D. Jones misses 3-pt jump shot from 23 ft,,45,37
178,2,5:42.0,Offensive rebound by Team,,45,37
179,2,5:32.0,H. Whiteside misses 2-pt jump shot from 18 ft,,45,37
180,2,5:28.0,,Defensive rebound by L. Aldridge,45,37
181,2,5:17.0,,B. Forbes makes 2-pt jump shot from 2 ft (assist by R. Gay),45,39
182,2,5:09.0,Shooting foul by D. White (drawn by G. Dragić),,45,39
183,2,5:09.0,G. Dragić misses free throw 1 of 3,,45,39
184,2,5:09.0,Offensive rebound by Team,,45,39
185,2,5:09.0,G. Dragić makes free throw 2 of 3,,46,39
186,2,5:09.0,B. Adebayo enters the game for H. Whiteside,,46,39
187,2,5:09.0,,P. Mills enters the game for D. White,46,39
188,2,5:09.0,G. Dragić makes free throw 3 of 3,,47,39
189,2,4:56.0,,P. Mills misses 3-pt jump shot from 26 ft,47,39
190,2,4:53.0,Defensive rebound by B. Adebayo,,47,39
191,2,4:45.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Waiters),,50,39
192,2,4:23.0,,R. Gay misses 2-pt jump shot from 10 ft,50,39
193,2,4:21.0,Defensive rebound by J. Johnson,,50,39
194,2,4:11.0,G. Dragić makes 2-pt layup from 2 ft (assist by D. Waiters),,52,39
195,2,3:50.0,,L. Aldridge misses 2-pt jump shot from 13 ft,52,39
196,2,3:47.0,Defensive rebound by J. Johnson,,52,39
197,2,3:45.0,Violation by Team (kicked ball),,52,39
198,2,3:45.0,J. Richardson enters the game for G. Dragić,,52,39
199,2,3:34.0,,Personal foul by B. Adebayo (drawn by L. Aldridge),52,39
200,2,3:34.0,,L. Aldridge makes free throw 1 of 2,52,40
201,2,3:34.0,,L. Aldridge makes free throw 2 of 2,52,41
202,2,3:24.0,D. Waiters misses 3-pt jump shot from 28 ft,,52,41
203,2,3:21.0,,Defensive rebound by D. DeRozan,52,41
204,2,3:13.0,,Shooting foul by D. Jones (drawn by D. DeRozan),52,41
205,2,3:13.0,,D. DeRozan makes free throw 1 of 2,52,42
206,2,3:13.0,,D. DeRozan misses free throw 2 of 2,52,42
207,2,3:12.0,Defensive rebound by B. Adebayo,,52,42
208,2,3:10.0,Miami full timeout,,52,42
209,2,3:10.0,,D. Bertāns enters the game for B. Forbes,52,42
210,2,2:57.0,J. Johnson misses 2-pt layup from 4 ft,,52,42
211,2,2:53.0,,Defensive rebound by L. Aldridge,52,42
212,2,2:46.0,,R. Gay misses 2-pt layup from 4 ft,52,42
213,2,2:44.0,Defensive rebound by J. Richardson,,52,42
214,2,2:41.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by J. Richardson),,55,42
215,2,2:23.0,,D. Bertāns misses 3-pt jump shot from 28 ft,55,42
216,2,2:23.0,Defensive rebound by B. Adebayo,,55,42
217,2,2:08.0,Personal foul by R. Gay (drawn by D. Waiters),,55,42
218,2,2:08.0,D. Waiters misses free throw 1 of 2,,55,42
219,2,2:08.0,Offensive rebound by Team,,55,42
220,2,2:08.0,D. Waiters misses free throw 2 of 2,,55,42
221,2,2:05.0,,Defensive rebound by R. Gay,55,42
222,2,1:49.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. DeRozan),55,45
223,2,1:26.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Waiters),,58,45
224,2,1:05.0,,Turnover by L. Aldridge (lost ball; steal by J. Johnson),58,45
225,2,1:01.0,J. Johnson makes 2-pt dunk from 1 ft,,60,45
226,2,0:35.0,,D. DeRozan misses 3-pt jump shot from 28 ft,60,45
227,2,0:31.0,Defensive rebound by D. Waiters,,60,45
228,2,0:14.0,D. Waiters makes 2-pt jump shot from 22 ft,,62,45
229,2,0:04.0,,D. DeRozan makes 2-pt jump shot from 13 ft,62,47
230,2,0:00.0,D. Waiters misses 3-pt jump shot from 35 ft,,62,47
231,2,0:00.0,Offensive rebound by Team,,62,47
232,3,11:36.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. White),62,50
233,3,11:23.0,Personal foul by B. Forbes (drawn by D. Jones),,62,50
234,3,11:11.0,Shooting foul by L. Aldridge (drawn by D. Jones),,62,50
235,3,11:11.0,D. Jones makes free throw 1 of 2,,63,50
236,3,11:11.0,D. Jones makes free throw 2 of 2,,64,50
237,3,10:56.0,,D. DeRozan makes 2-pt jump shot from 16 ft (assist by D. White),64,52
238,3,10:35.0,D. Waiters misses 3-pt jump shot from 28 ft,,64,52
239,3,10:31.0,Offensive rebound by K. Olynyk,,64,52
240,3,10:18.0,D. Waiters makes 3-pt jump shot from 26 ft,,67,52
241,3,10:08.0,,Shooting foul by J. Richardson (drawn by D. DeRozan),67,52
242,3,10:08.0,,D. DeRozan misses free throw 1 of 2,67,52
243,3,10:08.0,,Offensive rebound by Team,67,52
244,3,10:08.0,,D. DeRozan makes free throw 2 of 2,67,53
245,3,9:49.0,B. Adebayo makes 2-pt hook shot from 5 ft,,69,53
246,3,9:33.0,,B. Forbes misses 3-pt jump shot from 25 ft,69,53
247,3,9:29.0,Defensive rebound by B. Adebayo,,69,53
248,3,9:21.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Richardson),,71,53
249,3,9:20.0,,San Antonio full timeout,71,53
250,3,9:02.0,,D. White misses 2-pt layup from 3 ft,71,53
251,3,8:59.0,Defensive rebound by B. Adebayo,,71,53
252,3,8:45.0,J. Richardson misses 3-pt jump shot from 27 ft,,71,53
253,3,8:42.0,,Defensive rebound by R. Gay,71,53
254,3,8:32.0,,Turnover by L. Aldridge (lost ball; steal by B. Adebayo),71,53
255,3,8:24.0,Turnover by B. Adebayo (out of bounds lost ball),,71,53
256,3,8:24.0,,M. Belinelli enters the game for L. Aldridge,71,53
257,3,8:24.0,,D. Bertāns enters the game for B. Forbes,71,53
258,3,8:24.0,,P. Mills enters the game for R. Gay,71,53
259,3,8:24.0,,J. Poeltl enters the game for D. White,71,53
260,3,8:03.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),71,56
261,3,7:42.0,J. Richardson makes 2-pt dunk from 1 ft (assist by B. Adebayo),,73,56
262,3,7:30.0,,P. Mills misses 3-pt jump shot from 25 ft (block by D. Jones),73,56
263,3,7:30.0,Defensive rebound by D. Waiters,,73,56
264,3,7:09.0,D. Waiters misses 2-pt jump shot from 18 ft,,73,56
265,3,7:05.0,,Defensive rebound by D. DeRozan,73,56
266,3,6:49.0,,P. Mills misses 3-pt jump shot from 26 ft,73,56
267,3,6:45.0,Defensive rebound by B. Adebayo,,73,56
268,3,6:41.0,Turnover by D. Waiters (bad pass),,73,56
269,3,6:24.0,,M. Belinelli misses 3-pt jump shot from 27 ft (block by D. Jones),73,56
270,3,6:19.0,,Offensive rebound by J. Poeltl,73,56
271,3,6:15.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by J. Poeltl),73,59
272,3,6:03.0,J. Richardson makes 2-pt jump shot from 14 ft,,75,59
273,3,5:53.0,,Turnover by M. Belinelli (bad pass; steal by J. Richardson),75,59
274,3,5:52.0,J. Richardson makes 2-pt layup from 2 ft,,77,59
275,3,5:52.0,,San Antonio full timeout,77,59
276,3,5:40.0,,Personal foul by K. Olynyk (drawn by J. Poeltl),77,59
277,3,5:36.0,,D. Bertāns misses 2-pt jump shot from 12 ft,77,59
278,3,5:30.0,,Offensive rebound by J. Poeltl,77,59
279,3,5:30.0,,J. Poeltl makes 2-pt layup at rim,77,61
280,3,5:18.0,J. Richardson misses 3-pt jump shot from 25 ft,,77,61
281,3,5:12.0,,Defensive rebound by J. Poeltl,77,61
282,3,5:12.0,,Turnover by J. Poeltl (bad pass; steal by B. Adebayo),77,61
283,3,5:02.0,D. Waiters makes 2-pt layup from 2 ft,,79,61
284,3,4:51.0,,M. Belinelli misses 2-pt jump shot from 12 ft,79,61
285,3,4:51.0,Defensive rebound by B. Adebayo,,79,61
286,3,4:32.0,D. Jones misses 3-pt jump shot from 23 ft,,79,61
287,3,4:28.0,,Defensive rebound by D. DeRozan,79,61
288,3,4:26.0,,Shooting foul by K. Olynyk (drawn by M. Belinelli),79,61
289,3,4:26.0,,M. Belinelli makes free throw 1 of 3,79,62
290,3,4:26.0,,M. Belinelli makes free throw 2 of 3,79,63
291,3,4:26.0,D. Wade enters the game for J. Richardson,,79,63
292,3,4:26.0,,L. Aldridge enters the game for J. Poeltl,79,63
293,3,4:26.0,,M. Belinelli makes free throw 3 of 3,79,64
294,3,4:11.0,D. Wade misses 2-pt jump shot from 16 ft,,79,64
295,3,4:07.0,,Defensive rebound by D. DeRozan,79,64
296,3,3:56.0,,D. Bertāns misses 3-pt jump shot from 27 ft,79,64
297,3,3:54.0,Defensive rebound by K. Olynyk,,79,64
298,3,3:40.0,K. Olynyk makes 2-pt hook shot from 3 ft (assist by B. Adebayo),,81,64
299,3,3:31.0,,D. DeRozan makes 2-pt jump shot from 8 ft,81,66
300,3,3:31.0,Miami full timeout,,81,66
301,3,3:31.0,G. Dragić enters the game for D. Jones,,81,66
302,3,3:31.0,J. Johnson enters the game for K. Olynyk,,81,66
303,3,3:18.0,D. Wade misses 2-pt layup from 3 ft,,81,66
304,3,3:18.0,Offensive rebound by Team,,81,66
305,3,3:18.0,,Loose ball foul by D. Bertāns (drawn by B. Adebayo),81,66
306,3,3:18.0,H. Whiteside enters the game for B. Adebayo,,81,66
307,3,3:07.0,D. Wade misses 3-pt jump shot from 24 ft,,81,66
308,3,3:04.0,,Defensive rebound by D. DeRozan,81,66
309,3,2:53.0,,D. DeRozan makes 2-pt jump shot from 3 ft,81,68
310,3,2:33.0,D. Waiters makes 3-pt jump shot from 25 ft,,84,68
311,3,2:10.0,,Personal foul by J. Johnson (drawn by M. Belinelli),84,68
312,3,2:10.0,J. Richardson enters the game for D. Waiters,,84,68
313,3,2:10.0,,B. Forbes enters the game for D. DeRozan,84,68
314,3,1:59.0,,M. Belinelli makes 2-pt layup from 3 ft (assist by D. Bertāns),84,70
315,3,1:42.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by G. Dragić),,87,70
316,3,1:31.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by B. Forbes),87,73
317,3,1:05.0,J. Richardson misses 2-pt jump shot from 18 ft,,87,73
318,3,1:02.0,,Defensive rebound by P. Mills,87,73
319,3,0:57.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by P. Mills),87,75
320,3,0:43.0,G. Dragić misses 3-pt jump shot from 27 ft,,87,75
321,3,0:40.0,,Defensive rebound by Team,87,75
322,3,0:38.0,,D. Bertāns misses 3-pt jump shot from 27 ft,87,75
323,3,0:34.0,Defensive rebound by G. Dragić,,87,75
324,3,0:24.0,Offensive foul by D. Wade (drawn by P. Mills),,87,75
325,3,0:24.0,Turnover by D. Wade (offensive foul),,87,75
326,3,0:24.0,,D. DeRozan enters the game for L. Aldridge,87,75
327,3,0:04.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Mills),87,78
328,3,0:00.0,D. Wade makes 3-pt jump shot from 50 ft (assist by H. Whiteside),,90,78
329,4,11:36.0,J. Johnson misses 3-pt jump shot from 26 ft,,90,78
330,4,11:31.0,,Defensive rebound by L. Aldridge,90,78
331,4,11:24.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by L. Aldridge),90,81
332,4,11:08.0,J. Johnson makes 2-pt layup from 3 ft (assist by J. Richardson),,92,81
333,4,11:02.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by P. Mills),92,83
334,4,10:39.0,H. Whiteside misses 2-pt hook shot from 8 ft,,92,83
335,4,10:35.0,,Defensive rebound by M. Belinelli,92,83
336,4,10:31.0,,M. Belinelli misses 3-pt jump shot from 26 ft,92,83
337,4,10:28.0,Defensive rebound by D. Wade,,92,83
338,4,10:19.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,94,83
339,4,10:03.0,,M. Belinelli misses 2-pt jump shot from 17 ft,94,83
340,4,9:59.0,Defensive rebound by H. Whiteside,,94,83
341,4,9:53.0,D. Wade misses 2-pt jump shot from 12 ft,,94,83
342,4,9:50.0,Offensive rebound by H. Whiteside,,94,83
343,4,9:50.0,H. Whiteside makes 2-pt layup from 1 ft,,96,83
344,4,9:50.0,,San Antonio full timeout,96,83
345,4,9:50.0,,R. Gay enters the game for D. Bertāns,96,83
346,4,9:37.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by R. Gay),96,86
347,4,9:19.0,D. Wade makes 2-pt jump shot from 11 ft,,98,86
348,4,9:10.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by R. Gay),98,89
349,4,8:52.0,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Johnson),,100,89
350,4,8:35.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),100,91
351,4,8:12.0,D. Wade misses 2-pt jump shot from 15 ft,,100,91
352,4,8:09.0,,Defensive rebound by R. Gay,100,91
353,4,8:02.0,,Personal foul by G. Dragić (drawn by M. Belinelli),100,91
354,4,7:53.0,,Shooting foul by H. Whiteside (drawn by L. Aldridge),100,91
355,4,7:53.0,,L. Aldridge makes free throw 1 of 2,100,92
356,4,7:53.0,,D. DeRozan enters the game for M. Belinelli,100,92
357,4,7:53.0,,D. White enters the game for P. Mills,100,92
358,4,7:53.0,,L. Aldridge makes free throw 2 of 2,100,93
359,4,7:32.0,G. Dragić misses 3-pt jump shot from 27 ft,,100,93
360,4,7:28.0,,Defensive rebound by D. DeRozan,100,93
361,4,7:20.0,,Personal foul by D. Wade (drawn by R. Gay),100,93
362,4,7:07.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by R. Gay),100,95
363,4,7:06.0,Miami full timeout,,100,95
364,4,7:06.0,B. Adebayo enters the game for G. Dragić,,100,95
365,4,7:06.0,D. Jones enters the game for D. Wade,,100,95
366,4,7:06.0,D. Waiters enters the game for H. Whiteside,,100,95
367,4,6:41.0,D. Jones misses 2-pt layup from 4 ft,,100,95
368,4,6:37.0,,Defensive rebound by D. DeRozan,100,95
369,4,6:31.0,,D. DeRozan misses 2-pt jump shot from 10 ft,100,95
370,4,6:28.0,,Offensive rebound by R. Gay,100,95
371,4,6:22.0,,L. Aldridge misses 2-pt jump shot from 11 ft,100,95
372,4,6:19.0,Defensive rebound by D. Jones,,100,95
373,4,6:04.0,D. Waiters misses 3-pt jump shot from 25 ft,,100,95
374,4,6:04.0,,Defensive rebound by D. White,100,95
375,4,5:50.0,,B. Forbes misses 2-pt layup from 2 ft,100,95
376,4,5:46.0,Defensive rebound by D. Waiters,,100,95
377,4,5:31.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,103,95
378,4,5:13.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. DeRozan),103,98
