,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
30,1,8:27.0,,Personal foul by D. Green (drawn by N. Bjelica),16,10
31,1,8:20.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by D. Fox),16,13
32,1,8:03.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,19,13
33,1,8:03.0,,B. Bogdanović enters the game for B. Hield,19,13
34,1,7:54.0,,Shooting foul by S. Curry (drawn by N. Bjelica),19,13
35,1,7:54.0,,N. Bjelica makes free throw 1 of 2,19,14
36,1,7:54.0,,N. Bjelica makes free throw 2 of 2,19,15
37,1,7:43.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,21,15
38,1,7:39.0,,Offensive foul by I. Shumpert (drawn by S. Curry),21,15
39,1,7:39.0,,Turnover by I. Shumpert (offensive foul),21,15
40,1,7:28.0,D. Green misses 2-pt layup from 2 ft,,21,15
41,1,7:27.0,Offensive rebound by K. Looney,,21,15
42,1,7:27.0,K. Looney makes 2-pt layup from 1 ft,,23,15
43,1,7:27.0,,Sacramento full timeout,23,15
44,1,7:15.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),23,17
45,1,6:55.0,K. Thompson makes 2-pt jump shot from 21 ft,,25,17
46,1,6:36.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by D. Fox),25,20
47,1,6:24.0,S. Curry misses 2-pt layup from 1 ft,,25,20
48,1,6:20.0,,Defensive rebound by D. Fox,25,20
49,1,6:17.0,,N. Bjelica misses 3-pt jump shot from 25 ft,25,20
50,1,6:17.0,Defensive rebound by K. Thompson,,25,20
51,1,6:12.0,Turnover by K. Durant (lost ball; steal by D. Fox),,25,20
52,1,6:09.0,,D. Fox makes 2-pt layup from 1 ft (assist by I. Shumpert),25,22
53,1,5:59.0,K. Thompson misses 2-pt jump shot from 16 ft,,25,22
54,1,5:59.0,Offensive rebound by K. Looney,,25,22
55,1,5:56.0,K. Durant makes 2-pt layup from 4 ft (assist by K. Looney),,27,22
56,1,5:56.0,Shooting foul by W. Cauley-Stein (drawn by K. Durant),,27,22
57,1,5:56.0,,K. Koufos enters the game for W. Cauley-Stein,27,22
58,1,5:56.0,K. Durant makes free throw 1 of 1,,28,22
59,1,5:36.0,,B. Bogdanović makes 2-pt jump shot from 14 ft (assist by K. Koufos),28,24
60,1,5:23.0,K. Looney makes 2-pt layup from 2 ft (assist by D. Green),,30,24
61,1,5:11.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by K. Koufos),30,27
62,1,5:02.0,Turnover by D. Green (bad pass),,30,27
63,1,5:02.0,J. Jerebko enters the game for K. Looney,,30,27
64,1,4:49.0,,Turnover by I. Shumpert (lost ball; steal by S. Curry),30,27
65,1,4:41.0,Shooting foul by I. Shumpert (drawn by K. Thompson),,30,27
66,1,4:41.0,K. Thompson makes free throw 1 of 2,,31,27
67,1,4:41.0,J. Bell enters the game for S. Curry,,31,27
68,1,4:41.0,Q. Cook enters the game for D. Green,,31,27
69,1,4:41.0,,M. Bagley enters the game for N. Bjelica,31,27
70,1,4:41.0,,Y. Ferrell enters the game for I. Shumpert,31,27
71,1,4:41.0,K. Thompson makes free throw 2 of 2,,32,27
72,1,4:33.0,,D. Fox makes 2-pt jump shot from 6 ft,32,29
73,1,4:21.0,K. Durant misses 2-pt jump shot from 9 ft,,32,29
74,1,4:18.0,,Defensive rebound by K. Koufos,32,29
75,1,4:14.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,32,29
76,1,4:09.0,Defensive rebound by K. Thompson,,32,29
77,1,4:05.0,K. Thompson makes 3-pt jump shot from 27 ft,,35,29
78,1,3:47.0,,Personal foul by K. Thompson (drawn by B. Bogdanović),35,29
79,1,3:47.0,,B. Bogdanović misses free throw 1 of 2,35,29
80,1,3:47.0,,Offensive rebound by Team,35,29
81,1,3:47.0,,J. Jackson enters the game for D. Fox,35,29
82,1,3:47.0,,B. Bogdanović makes free throw 2 of 2,35,30
83,1,3:31.0,K. Thompson misses 3-pt jump shot from 27 ft,,35,30
84,1,3:27.0,,Defensive rebound by Y. Ferrell,35,30
85,1,3:24.0,,Shooting foul by J. Jerebko (drawn by J. Jackson),35,30
86,1,3:24.0,,J. Jackson misses free throw 1 of 2,35,30
87,1,3:24.0,,Offensive rebound by Team,35,30
88,1,3:24.0,,J. Jackson makes free throw 2 of 2,35,31
89,1,3:11.0,J. Bell makes 2-pt layup from 2 ft (assist by K. Durant),,37,31
90,1,2:58.0,,Turnover by B. Bogdanović (traveling),37,31
91,1,2:58.0,Golden State full timeout,,37,31
92,1,2:43.0,K. Thompson misses 3-pt jump shot from 24 ft,,37,31
93,1,2:39.0,,Defensive rebound by J. Jackson,37,31
94,1,2:32.0,,M. Bagley makes 2-pt hook shot from 7 ft (assist by Y. Ferrell),37,33
95,1,2:15.0,J. Jerebko misses 3-pt jump shot from 24 ft,,37,33
96,1,2:12.0,,Defensive rebound by Y. Ferrell,37,33
97,1,2:03.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,37,33
98,1,2:00.0,Defensive rebound by K. Thompson,,37,33
99,1,1:47.0,K. Thompson misses 2-pt jump shot from 11 ft,,37,33
100,1,1:45.0,,Defensive rebound by M. Bagley,37,33
101,1,1:39.0,,Y. Ferrell misses 2-pt jump shot from 13 ft,37,33
102,1,1:36.0,Defensive rebound by Q. Cook,,37,33
103,1,1:34.0,Shooting foul by B. Bogdanović (drawn by Q. Cook),,37,33
104,1,1:34.0,Q. Cook makes free throw 1 of 2,,38,33
105,1,1:34.0,A. McKinnie enters the game for K. Thompson,,38,33
106,1,1:34.0,Q. Cook makes free throw 2 of 2,,39,33
107,1,1:24.0,,Turnover by Y. Ferrell (bad pass),39,33
108,1,1:06.0,Q. Cook makes 3-pt jump shot from 24 ft (assist by K. Durant),,42,33
109,1,0:59.0,,Personal foul by A. McKinnie (drawn by B. Bogdanović),42,33
110,1,0:59.0,,B. Bogdanović makes free throw 1 of 2,42,34
111,1,0:59.0,,B. Bogdanović makes free throw 2 of 2,42,35
112,1,0:45.0,Q. Cook misses 2-pt jump shot from 20 ft,,42,35
113,1,0:42.0,,Defensive rebound by K. Koufos,42,35
114,1,0:38.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by K. Koufos),42,38
115,1,0:30.0,K. Durant misses 3-pt jump shot from 26 ft,,42,38
116,1,0:28.0,,Defensive rebound by K. Koufos,42,38
117,1,0:09.0,,J. Jackson misses 3-pt jump shot from 23 ft,42,38
118,1,0:05.0,Defensive rebound by K. Durant,,42,38
119,1,0:01.0,K. Durant misses 3-pt jump shot from 26 ft,,42,38
120,1,0:01.0,Offensive rebound by Team,,42,38
121,2,11:41.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,42,38
122,2,11:36.0,Defensive rebound by D. Lee,,42,38
123,2,11:33.0,Turnover by D. Green (bad pass; steal by K. Koufos),,42,38
124,2,11:28.0,,M. Bagley makes 2-pt layup from 2 ft (assist by Y. Ferrell),42,40
125,2,11:21.0,Personal take foul by Y. Ferrell (drawn by S. Curry),,42,40
126,2,11:21.0,,N. Bjelica enters the game for M. Bagley,42,40
127,2,11:14.0,J. Jerebko misses 2-pt jump shot from 20 ft,,42,40
128,2,11:08.0,,Defensive rebound by N. Bjelica,42,40
129,2,11:04.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,42,40
130,2,10:59.0,Defensive rebound by D. Green,,42,40
131,2,10:47.0,J. Jerebko makes 2-pt jump shot from 11 ft (assist by S. Curry),,44,40
132,2,10:47.0,Shooting foul by N. Bjelica (drawn by J. Jerebko),,44,40
133,2,10:47.0,,B. Hield enters the game for J. Jackson,44,40
134,2,10:47.0,J. Jerebko makes free throw 1 of 1,,45,40
135,2,10:32.0,,B. Hield misses 3-pt jump shot from 25 ft,45,40
136,2,10:29.0,Defensive rebound by D. Green,,45,40
137,2,10:27.0,A. McKinnie misses 2-pt layup from 2 ft,,45,40
138,2,10:25.0,,Defensive rebound by K. Koufos,45,40
139,2,10:18.0,,Y. Ferrell misses 2-pt layup from 6 ft,45,40
140,2,10:15.0,Defensive rebound by A. McKinnie,,45,40
141,2,10:12.0,D. Lee makes 3-pt jump shot from 23 ft (assist by S. Curry),,48,40
142,2,10:03.0,,Sacramento full timeout,48,40
143,2,9:51.0,,B. Hield makes 2-pt jump shot from 13 ft (assist by K. Koufos),48,42
144,2,9:31.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,51,42
145,2,9:03.0,,N. Bjelica misses 2-pt hook shot from 7 ft,51,42
146,2,8:59.0,,Offensive rebound by B. Hield,51,42
147,2,8:59.0,,B. Hield makes 2-pt layup at rim,51,44
148,2,8:50.0,Shooting foul by N. Bjelica (drawn by A. McKinnie),,51,44
149,2,8:50.0,A. McKinnie misses free throw 1 of 2,,51,44
150,2,8:50.0,Offensive rebound by Team,,51,44
151,2,8:50.0,,W. Cauley-Stein enters the game for Y. Ferrell,51,44
152,2,8:50.0,,D. Fox enters the game for K. Koufos,51,44
153,2,8:50.0,A. McKinnie misses free throw 2 of 2,,51,44
154,2,8:46.0,,Defensive rebound by B. Hield,51,44
155,2,8:39.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,51,44
156,2,8:36.0,Defensive rebound by D. Green,,51,44
157,2,8:32.0,J. Jerebko makes 2-pt layup from 2 ft (assist by D. Green),,53,44
158,2,8:19.0,,W. Cauley-Stein makes 2-pt jump shot from 7 ft (assist by N. Bjelica),53,46
159,2,8:04.0,S. Curry makes 2-pt jump shot from 9 ft,,55,46
160,2,7:59.0,,B. Hield misses 3-pt jump shot from 25 ft,55,46
161,2,7:55.0,Defensive rebound by S. Curry,,55,46
162,2,7:51.0,Turnover by S. Curry (lost ball; steal by N. Bjelica),,55,46
163,2,7:44.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),55,49
164,2,7:44.0,Golden State full timeout,,55,49
165,2,7:44.0,K. Looney enters the game for D. Green,,55,49
166,2,7:44.0,K. Thompson enters the game for D. Lee,,55,49
167,2,7:28.0,A. McKinnie misses 3-pt jump shot from 23 ft,,55,49
168,2,7:24.0,,Defensive rebound by W. Cauley-Stein,55,49
169,2,7:20.0,,B. Hield misses 2-pt jump shot from 6 ft,55,49
170,2,7:18.0,Defensive rebound by A. McKinnie,,55,49
171,2,7:17.0,Personal foul by B. Hield (drawn by A. McKinnie),,55,49
172,2,7:05.0,J. Jerebko misses 3-pt jump shot from 25 ft,,55,49
173,2,7:00.0,,Defensive rebound by W. Cauley-Stein,55,49
174,2,6:40.0,,B. Bogdanović makes 2-pt jump shot from 21 ft (assist by W. Cauley-Stein),55,51
175,2,6:30.0,Offensive foul by J. Jerebko (drawn by B. Bogdanović),,55,51
176,2,6:30.0,Turnover by J. Jerebko (offensive foul),,55,51
177,2,6:30.0,Q. Cook enters the game for S. Curry,,55,51
178,2,6:30.0,K. Durant enters the game for A. McKinnie,,55,51
179,2,6:20.0,,Turnover by B. Bogdanović (traveling),55,51
180,2,6:08.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by Q. Cook),,57,51
181,2,5:55.0,,Shooting foul by Q. Cook (drawn by W. Cauley-Stein),57,51
182,2,5:55.0,,W. Cauley-Stein misses free throw 1 of 2,57,51
183,2,5:55.0,,Offensive rebound by Team,57,51
184,2,5:55.0,,I. Shumpert enters the game for B. Bogdanović,57,51
185,2,5:55.0,,W. Cauley-Stein makes free throw 2 of 2,57,52
186,2,5:35.0,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),,59,52
187,2,5:30.0,,Shooting foul by Q. Cook (drawn by D. Fox),59,52
188,2,5:30.0,,D. Fox makes free throw 1 of 2,59,53
189,2,5:30.0,,J. Jackson enters the game for N. Bjelica,59,53
190,2,5:30.0,,D. Fox makes free throw 2 of 2,59,54
191,2,5:21.0,Shooting foul by J. Jackson (drawn by K. Durant),,59,54
192,2,5:21.0,K. Durant makes free throw 1 of 2,,60,54
193,2,5:21.0,K. Durant makes free throw 2 of 2,,61,54
194,2,5:10.0,,D. Fox misses 2-pt layup from 2 ft,61,54
195,2,5:07.0,Defensive rebound by J. Jerebko,,61,54
196,2,5:01.0,Personal foul by D. Fox (drawn by K. Durant),,61,54
197,2,5:01.0,K. Durant makes free throw 1 of 2,,62,54
198,2,5:01.0,K. Durant makes free throw 2 of 2,,63,54
199,2,4:46.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),63,56
200,2,4:36.0,K. Thompson misses 3-pt jump shot from 25 ft,,63,56
201,2,4:30.0,,Defensive rebound by W. Cauley-Stein,63,56
202,2,4:28.0,,I. Shumpert misses 3-pt jump shot from 26 ft,63,56
203,2,4:25.0,,Offensive rebound by D. Fox,63,56
204,2,4:21.0,,I. Shumpert makes 2-pt jump shot from 19 ft (assist by D. Fox),63,58
205,2,4:00.0,K. Durant makes 3-pt jump shot from 25 ft,,66,58
206,2,3:51.0,,D. Fox misses 2-pt layup from 3 ft,66,58
207,2,3:50.0,Defensive rebound by K. Thompson,,66,58
208,2,3:43.0,K. Thompson misses 3-pt jump shot from 25 ft,,66,58
209,2,3:38.0,,Defensive rebound by W. Cauley-Stein,66,58
210,2,3:34.0,,J. Jackson misses 3-pt jump shot from 25 ft,66,58
211,2,3:33.0,Defensive rebound by Team,,66,58
212,2,3:33.0,S. Curry enters the game for Q. Cook,,66,58
213,2,3:33.0,D. Green enters the game for J. Jerebko,,66,58
214,2,3:24.0,S. Curry misses 3-pt jump shot from 25 ft,,66,58
215,2,3:21.0,,Defensive rebound by I. Shumpert,66,58
216,2,3:13.0,,B. Hield misses 3-pt jump shot from 24 ft,66,58
217,2,3:13.0,Defensive rebound by S. Curry,,66,58
218,2,3:03.0,Shooting foul by D. Fox (drawn by S. Curry),,66,58
219,2,3:03.0,S. Curry makes free throw 1 of 2,,67,58
220,2,3:03.0,S. Curry makes free throw 2 of 2,,68,58
221,2,2:48.0,,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),68,60
222,2,2:37.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by D. Green),,71,60
223,2,2:22.0,,W. Cauley-Stein misses 2-pt jump shot from 12 ft,71,60
224,2,2:18.0,Defensive rebound by K. Looney,,71,60
225,2,2:10.0,S. Curry misses 3-pt jump shot from 28 ft,,71,60
226,2,2:08.0,,Defensive rebound by W. Cauley-Stein,71,60
227,2,2:01.0,,D. Fox misses 3-pt jump shot from 25 ft,71,60
228,2,1:57.0,Defensive rebound by S. Curry,,71,60
229,2,1:52.0,K. Thompson misses 2-pt layup from 2 ft,,71,60
230,2,1:50.0,Offensive rebound by K. Looney,,71,60
231,2,1:45.0,K. Thompson misses 3-pt jump shot from 24 ft,,71,60
232,2,1:39.0,,Defensive rebound by D. Fox,71,60
233,2,1:32.0,,B. Hield misses 2-pt jump shot from 16 ft,71,60
234,2,1:30.0,Defensive rebound by K. Thompson,,71,60
235,2,1:27.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),,74,60
236,2,1:25.0,,Sacramento full timeout,74,60
237,2,1:25.0,,B. Bogdanović enters the game for B. Hield,74,60
238,2,1:09.0,,Personal foul by K. Thompson (drawn by D. Fox),74,60
239,2,1:09.0,Violation by Team (delay of game),,74,60
240,2,1:03.0,,J. Jackson misses 3-pt jump shot from 25 ft,74,60
241,2,0:59.0,Defensive rebound by D. Green,,74,60
242,2,0:44.0,K. Looney makes 2-pt layup from 2 ft (assist by K. Durant),,76,60
243,2,0:37.0,,D. Fox makes 2-pt jump shot from 2 ft,76,62
244,2,0:27.0,S. Curry misses 3-pt jump shot from 26 ft,,76,62
245,2,0:23.0,,Defensive rebound by I. Shumpert,76,62
246,2,0:01.0,,D. Fox makes 2-pt layup from 1 ft,76,64
247,2,0:00.0,S. Curry misses 3-pt jump shot from 61 ft,,76,64
248,2,0:00.0,Offensive rebound by Team,,76,64
249,3,11:47.0,,Turnover by D. Fox (out of bounds lost ball),76,64
250,3,11:33.0,K. Durant misses 2-pt jump shot from 19 ft,,76,64
251,3,11:31.0,,Defensive rebound by D. Fox,76,64
252,3,11:17.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),76,67
253,3,11:06.0,Turnover by D. Green (bad pass; steal by I. Shumpert),,76,67
254,3,11:01.0,,I. Shumpert misses 2-pt layup from 2 ft,76,67
255,3,10:59.0,,Offensive rebound by W. Cauley-Stein,76,67
256,3,10:56.0,,I. Shumpert misses 3-pt jump shot from 24 ft,76,67
257,3,10:53.0,,Offensive rebound by N. Bjelica,76,67
258,3,10:52.0,,N. Bjelica makes 2-pt layup from 2 ft,76,69
259,3,10:52.0,Golden State full timeout,,76,69
260,3,10:39.0,Shooting foul by N. Bjelica (drawn by K. Thompson),,76,69
261,3,10:39.0,K. Thompson misses free throw 1 of 2,,76,69
262,3,10:39.0,Offensive rebound by Team,,76,69
263,3,10:39.0,K. Thompson makes free throw 2 of 2,,77,69
264,3,10:21.0,,D. Fox misses 2-pt jump shot from 12 ft,77,69
265,3,10:19.0,Defensive rebound by D. Green,,77,69
266,3,10:16.0,K. Thompson makes 2-pt dunk from 1 ft (assist by D. Green),,79,69
267,3,10:08.0,,N. Bjelica makes 3-pt jump shot from 28 ft (assist by D. Fox),79,72
268,3,9:56.0,Personal foul by D. Fox (drawn by D. Green),,79,72
269,3,9:49.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Looney),,82,72
270,3,9:41.0,,I. Shumpert misses 3-pt jump shot from 25 ft,82,72
271,3,9:37.0,Defensive rebound by K. Looney,,82,72
272,3,9:20.0,K. Durant misses 2-pt jump shot from 19 ft,,82,72
273,3,9:16.0,Offensive rebound by K. Looney,,82,72
274,3,9:14.0,K. Thompson misses 3-pt jump shot from 22 ft,,82,72
275,3,9:14.0,Offensive rebound by K. Thompson,,82,72
276,3,9:09.0,K. Thompson makes 2-pt layup from 1 ft,,84,72
277,3,8:58.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,84,72
278,3,8:55.0,Defensive rebound by S. Curry,,84,72
279,3,8:51.0,K. Thompson misses 2-pt jump shot from 16 ft,,84,72
280,3,8:48.0,Offensive rebound by S. Curry,,84,72
281,3,8:46.0,K. Thompson misses 2-pt jump shot from 22 ft (block by W. Cauley-Stein),,84,72
282,3,8:43.0,,Defensive rebound by W. Cauley-Stein,84,72
283,3,8:34.0,,W. Cauley-Stein misses 2-pt jump shot from 12 ft,84,72
284,3,8:32.0,,Offensive rebound by N. Bjelica,84,72
285,3,8:26.0,,N. Bjelica makes 3-pt jump shot from 22 ft (assist by D. Fox),84,75
286,3,8:11.0,Turnover by D. Green (bad pass; steal by I. Shumpert),,84,75
287,3,8:06.0,,B. Hield misses 3-pt jump shot from 23 ft,84,75
288,3,8:03.0,Defensive rebound by D. Green,,84,75
289,3,7:54.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),,86,75
290,3,7:54.0,,Sacramento full timeout,86,75
291,3,7:32.0,,B. Hield makes 2-pt layup from 2 ft,86,77
292,3,7:15.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,89,77
293,3,6:56.0,,B. Hield misses 3-pt jump shot from 25 ft,89,77
294,3,6:54.0,Defensive rebound by S. Curry,,89,77
295,3,6:51.0,K. Looney makes 2-pt dunk from 1 ft (assist by S. Curry),,91,77
296,3,6:43.0,,Shooting foul by K. Looney (drawn by W. Cauley-Stein),91,77
297,3,6:43.0,,W. Cauley-Stein makes free throw 1 of 2,91,78
298,3,6:43.0,,B. Bogdanović enters the game for B. Hield,91,78
299,3,6:43.0,,W. Cauley-Stein misses free throw 2 of 2,91,78
300,3,6:43.0,Defensive rebound by D. Green,,91,78
301,3,6:32.0,Shooting foul by W. Cauley-Stein (drawn by S. Curry),,91,78
302,3,6:32.0,S. Curry makes free throw 1 of 2,,92,78
303,3,6:32.0,S. Curry makes free throw 2 of 2,,93,78
304,3,6:17.0,,Shooting foul by K. Looney (drawn by D. Fox),93,78
305,3,6:17.0,,D. Fox makes free throw 1 of 2,93,79
306,3,6:17.0,J. Jerebko enters the game for K. Looney,,93,79
307,3,6:17.0,,D. Fox makes free throw 2 of 2,93,80
308,3,5:59.0,Offensive foul by D. Green (drawn by I. Shumpert),,93,80
309,3,5:59.0,Turnover by D. Green (offensive foul),,93,80
310,3,5:50.0,,D. Fox makes 2-pt jump shot from 15 ft,93,82
311,3,5:35.0,K. Thompson misses 2-pt dunk from 2 ft,,93,82
312,3,5:34.0,Offensive rebound by K. Durant,,93,82
313,3,5:29.0,S. Curry makes 3-pt jump shot from 22 ft (assist by D. Green),,96,82
314,3,5:21.0,,I. Shumpert misses 3-pt jump shot from 25 ft,96,82
315,3,5:19.0,Defensive rebound by D. Green,,96,82
316,3,5:12.0,Personal foul by N. Bjelica (drawn by S. Curry),,96,82
317,3,5:12.0,J. Bell enters the game for D. Green,,96,82
318,3,5:12.0,,J. Jackson enters the game for N. Bjelica,96,82
319,3,4:55.0,J. Bell misses 2-pt jump shot from 15 ft,,96,82
320,3,4:49.0,,Defensive rebound by W. Cauley-Stein,96,82
321,3,4:47.0,,D. Fox makes 2-pt jump shot from 17 ft,96,84
322,3,4:32.0,Turnover by K. Durant (lost ball; steal by D. Fox),,96,84
323,3,4:26.0,,D. Fox makes 3-pt jump shot from 26 ft (assist by I. Shumpert),96,87
324,3,4:26.0,Golden State full timeout,,96,87
325,3,4:26.0,D. Lee enters the game for K. Thompson,,96,87
326,3,4:14.0,Offensive foul by J. Bell (drawn by I. Shumpert),,96,87
327,3,4:14.0,Turnover by J. Bell (offensive foul),,96,87
328,3,4:02.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,96,87
329,3,3:59.0,Defensive rebound by K. Durant,,96,87
330,3,3:54.0,Shooting foul by I. Shumpert (drawn by K. Durant),,96,87
331,3,3:54.0,K. Durant makes free throw 1 of 2,,97,87
332,3,3:54.0,K. Durant makes free throw 2 of 2,,98,87
333,3,3:36.0,,I. Shumpert misses 2-pt hook shot from 9 ft,98,87
334,3,3:33.0,Defensive rebound by K. Durant,,98,87
335,3,3:30.0,S. Curry misses 2-pt jump shot from 20 ft,,98,87
336,3,3:28.0,,Defensive rebound by Team,98,87
337,3,3:19.0,,Offensive foul by D. Fox (drawn by J. Bell),98,87
338,3,3:19.0,,Turnover by D. Fox (offensive foul),98,87
339,3,3:02.0,K. Durant misses 2-pt jump shot from 13 ft (block by I. Shumpert),,98,87
340,3,2:59.0,,Defensive rebound by I. Shumpert,98,87
341,3,2:59.0,,Turnover by I. Shumpert (out of bounds lost ball),98,87
342,3,2:50.0,Offensive foul by J. Bell (drawn by I. Shumpert),,98,87
343,3,2:50.0,Turnover by J. Bell (offensive foul),,98,87
344,3,2:41.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,98,87
345,3,2:39.0,,Offensive rebound by W. Cauley-Stein,98,87
346,3,2:33.0,,B. Bogdanović misses 2-pt jump shot from 22 ft,98,87
347,3,2:30.0,Defensive rebound by J. Bell,,98,87
348,3,2:21.0,S. Curry makes 2-pt jump shot from 18 ft,,100,87
349,3,2:10.0,,D. Fox makes 2-pt layup from 2 ft,100,89
350,3,1:59.0,K. Durant misses 2-pt layup from 6 ft,,100,89
351,3,1:58.0,,Defensive rebound by Team,100,89
352,3,1:58.0,A. McKinnie enters the game for K. Durant,,100,89
353,3,1:58.0,,B. Hield enters the game for I. Shumpert,100,89
354,3,1:42.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by J. Jackson),100,91
355,3,1:31.0,S. Curry misses 2-pt jump shot from 19 ft,,100,91
356,3,1:27.0,,Defensive rebound by Team,100,91
357,3,1:20.0,,D. Fox misses 2-pt layup from 6 ft,100,91
358,3,1:18.0,Defensive rebound by A. McKinnie,,100,91
359,3,1:15.0,Offensive foul by D. Lee (drawn by D. Fox),,100,91
360,3,1:15.0,Turnover by D. Lee (offensive foul),,100,91
361,3,1:15.0,,Y. Ferrell enters the game for W. Cauley-Stein,100,91
362,3,1:15.0,,K. Koufos enters the game for D. Fox,100,91
363,3,1:03.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,100,91
364,3,0:59.0,,Offensive rebound by B. Hield,100,91
365,3,0:58.0,,B. Hield misses 3-pt jump shot from 22 ft,100,91
366,3,0:55.0,Defensive rebound by J. Bell,,100,91
367,3,0:45.0,A. McKinnie misses 3-pt jump shot from 25 ft,,100,91
368,3,0:40.0,Offensive rebound by D. Lee,,100,91
369,3,0:34.0,D. Lee makes 2-pt layup from 1 ft,,102,91
370,3,0:32.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),102,94
371,3,0:25.0,S. Curry misses 3-pt jump shot from 25 ft,,102,94
372,3,0:25.0,Offensive rebound by A. McKinnie,,102,94
373,3,0:25.0,Shooting foul by B. Hield (drawn by A. McKinnie),,102,94
374,3,0:25.0,A. McKinnie misses free throw 1 of 2,,102,94
375,3,0:25.0,Offensive rebound by Team,,102,94
376,3,0:25.0,Q. Cook enters the game for S. Curry,,102,94
377,3,0:25.0,,D. Fox enters the game for J. Jackson,102,94
378,3,0:25.0,A. McKinnie makes free throw 2 of 2,,103,94
