,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
384,4,6:30.0,Defensive rebound by J. Clarkson,,89,80
385,4,6:22.0,J. Clarkson misses 2-pt jump shot from 6 ft,,89,80
386,4,6:22.0,Offensive rebound by Team,,89,80
387,4,6:22.0,Loose ball foul by T. Thompson (drawn by S. Dinwiddie),,89,80
388,4,6:22.0,C. Osman enters the game for J. Clarkson,,89,80
389,4,6:20.0,,Offensive foul by J. Allen (drawn by G. Hill),89,80
390,4,6:20.0,,Turnover by J. Allen (offensive foul),89,80
391,4,6:03.0,R. Hood makes 2-pt jump shot from 18 ft,,91,80
392,4,5:49.0,,Personal foul by G. Hill (drawn by D. Russell),91,80
393,4,5:49.0,C. Sexton enters the game for A. Burks,,91,80
394,4,5:37.0,,R. Kurucs makes 2-pt layup from 2 ft (assist by A. Crabbe),91,82
395,4,5:08.0,C. Sexton misses 2-pt jump shot from 5 ft,,91,82
396,4,5:08.0,Offensive rebound by Team,,91,82
397,4,5:08.0,Turnover by Team (shot clock),,91,82
398,4,5:08.0,,Brooklyn full timeout,91,82
399,4,4:43.0,,Turnover by Team (shot clock),91,82
400,4,4:25.0,Shooting foul by R. Kurucs (drawn by C. Osman),,91,82
401,4,4:25.0,C. Osman makes free throw 1 of 2,,92,82
402,4,4:25.0,C. Osman makes free throw 2 of 2,,93,82
403,4,4:12.0,,D. Russell misses 2-pt jump shot from 9 ft,93,82
404,4,4:12.0,,Offensive rebound by D. Russell,93,82
405,4,4:07.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by D. Russell),93,85
406,4,3:49.0,Turnover by G. Hill (lost ball; steal by D. Russell),,93,85
407,4,3:44.0,,D. Russell misses 2-pt jump shot from 1 ft,93,85
408,4,3:42.0,,Offensive rebound by A. Crabbe,93,85
409,4,3:41.0,,D. Russell misses 3-pt jump shot from 23 ft,93,85
410,4,3:38.0,,Offensive rebound by R. Kurucs,93,85
411,4,3:36.0,,R. Kurucs makes 2-pt layup from 5 ft,93,87
412,4,3:27.0,Cleveland full timeout,,93,87
413,4,3:27.0,A. Burks enters the game for C. Osman,,93,87
414,4,3:20.0,C. Sexton misses 2-pt jump shot from 22 ft,,93,87
415,4,3:15.0,,Defensive rebound by D. Russell,93,87
416,4,3:08.0,,R. Kurucs makes 2-pt layup from 2 ft (assist by D. Russell),93,89
417,4,2:47.0,A. Burks misses 2-pt layup from 2 ft,,93,89
418,4,2:45.0,,Defensive rebound by A. Crabbe,93,89
419,4,2:45.0,J. Clarkson enters the game for C. Sexton,,93,89
420,4,2:35.0,,D. Russell misses 3-pt jump shot from 25 ft,93,89
421,4,2:34.0,Defensive rebound by Team,,93,89
422,4,2:34.0,,Loose ball foul by R. Kurucs (drawn by T. Thompson),93,89
423,4,2:16.0,J. Clarkson makes 2-pt jump shot from 9 ft,,95,89
424,4,2:03.0,,Shooting foul by T. Thompson (drawn by S. Dinwiddie),95,89
425,4,2:03.0,,S. Dinwiddie misses free throw 1 of 2,95,89
426,4,2:03.0,,Offensive rebound by Team,95,89
427,4,2:03.0,,S. Dinwiddie makes free throw 2 of 2,95,90
428,4,1:42.0,Turnover by J. Clarkson (bad pass),,95,90
429,4,1:34.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,95,93
430,4,1:33.0,Cleveland full timeout,,95,93
431,4,1:14.0,A. Burks misses 2-pt layup from 3 ft (block by J. Allen),,95,93
432,4,1:14.0,Offensive rebound by T. Thompson,,95,93
433,4,1:14.0,T. Thompson makes 2-pt dunk from 1 ft,,97,93
434,4,1:14.0,,Brooklyn full timeout,97,93
435,4,1:09.0,,D. Russell misses 2-pt layup from 1 ft,97,93
436,4,1:07.0,Defensive rebound by J. Clarkson,,97,93
437,4,0:55.0,Turnover by G. Hill (bad pass; steal by R. Kurucs),,97,93
438,4,0:52.0,,R. Kurucs misses 2-pt layup from 1 ft,97,93
439,4,0:52.0,,Offensive rebound by D. Russell,97,93
440,4,0:52.0,,D. Russell makes 2-pt layup from 1 ft,97,95
441,4,0:31.0,J. Clarkson misses 2-pt jump shot from 23 ft,,97,95
442,4,0:27.0,,Defensive rebound by S. Dinwiddie,97,95
443,4,0:20.0,,D. Russell misses 3-pt jump shot from 27 ft,97,95
444,4,0:18.0,,Offensive rebound by R. Kurucs,97,95
445,4,0:18.0,,R. Kurucs makes 2-pt layup from 2 ft,97,97
446,4,0:18.0,Cleveland full timeout,,97,97
447,4,0:18.0,C. Osman enters the game for T. Thompson,,97,97
448,4,0:03.0,A. Burks makes 2-pt dunk from 1 ft,,99,97
449,4,0:03.0,,Brooklyn full timeout,99,97
450,4,0:03.0,T. Thompson enters the game for J. Clarkson,,99,97
451,4,0:01.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,99,97
452,4,0:01.0,Defensive rebound by C. Osman,,99,97
