,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CLEVELAND_ACTION,PHOENIX_SCORE,CLEVELAND_SCORE
384,4,7:31.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by J. Clarkson),81,91
385,4,7:10.0,D. Ayton misses 2-pt jump shot from 19 ft,,81,91
386,4,7:08.0,,Defensive rebound by M. Dellavedova,81,91
387,4,6:59.0,,L. Nance makes 2-pt dunk from 2 ft (assist by M. Dellavedova),81,93
388,4,6:38.0,J. Jackson misses 2-pt jump shot from 10 ft,,81,93
389,4,6:38.0,Offensive rebound by D. Ayton,,81,93
390,4,6:32.0,D. Booker makes 3-pt jump shot from 26 ft (assist by D. Ayton),,84,93
391,4,6:06.0,,D. Nwaba makes 3-pt jump shot from 23 ft (assist by J. Clarkson),84,96
392,4,5:57.0,D. Booker makes 2-pt jump shot from 11 ft,,86,96
393,4,5:41.0,,C. Osman makes 2-pt layup at rim (assist by M. Dellavedova),86,98
394,4,5:35.0,Turnover by D. Booker (lost ball; steal by D. Nwaba),,86,98
395,4,5:33.0,,Shooting foul by J. Jackson (drawn by J. Clarkson),86,98
396,4,5:33.0,Phoenix full timeout,,86,98
397,4,5:33.0,,C. Sexton enters the game for M. Dellavedova,86,98
398,4,5:33.0,,A. Žižić enters the game for D. Nwaba,86,98
399,4,5:33.0,,J. Clarkson makes free throw 1 of 2,86,99
400,4,5:33.0,,J. Clarkson makes free throw 2 of 2,86,100
401,4,5:15.0,Turnover by K. Oubre (bad pass; steal by A. Žižić),,86,100
402,4,4:58.0,,C. Osman misses 2-pt jump shot from 9 ft,86,100
403,4,4:55.0,Defensive rebound by T. Johnson,,86,100
404,4,4:54.0,J. Jackson makes 2-pt dunk at rim (assist by T. Johnson),,88,100
405,4,4:26.0,,J. Clarkson misses 3-pt jump shot from 26 ft (block by K. Oubre),88,100
406,4,4:26.0,,Offensive rebound by Team,88,100
407,4,4:26.0,,Turnover by Team (shot clock),88,100
408,4,4:26.0,M. Bridges enters the game for J. Jackson,,88,100
409,4,4:13.0,Shooting foul by A. Žižić (drawn by T. Johnson),,88,100
410,4,4:13.0,T. Johnson makes free throw 1 of 2,,89,100
411,4,4:13.0,,M. Dellavedova enters the game for J. Clarkson,89,100
412,4,4:13.0,T. Johnson misses free throw 2 of 2,,89,100
413,4,4:09.0,,Defensive rebound by A. Žižić,89,100
414,4,3:55.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),89,103
415,4,3:50.0,Shooting foul by C. Osman (drawn by D. Booker),,89,103
416,4,3:50.0,D. Booker makes free throw 1 of 2,,90,103
417,4,3:50.0,D. Booker misses free throw 2 of 2,,90,103
418,4,3:47.0,,Defensive rebound by C. Osman,90,103
419,4,3:32.0,,A. Žižić makes 2-pt layup from 1 ft (assist by M. Dellavedova),90,105
420,4,3:22.0,D. Booker misses 3-pt jump shot from 25 ft,,90,105
421,4,3:20.0,Offensive rebound by D. Ayton,,90,105
422,4,3:16.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,93,105
423,4,2:51.0,,Turnover by M. Dellavedova (lost ball; steal by K. Oubre),93,105
424,4,2:48.0,Turnover by D. Booker (bad pass; steal by L. Nance),,93,105
425,4,2:48.0,,Personal foul by K. Oubre (drawn by L. Nance),93,105
426,4,2:32.0,,L. Nance makes 2-pt dunk from 1 ft (assist by A. Žižić),93,107
427,4,2:13.0,K. Oubre misses 3-pt jump shot from 25 ft,,93,107
428,4,2:10.0,,Defensive rebound by M. Dellavedova,93,107
429,4,2:00.0,,A. Žižić makes 2-pt layup from 1 ft (assist by M. Dellavedova),93,109
430,4,1:54.0,Shooting foul by L. Nance (drawn by D. Booker),,93,109
431,4,1:54.0,D. Booker makes free throw 1 of 2,,94,109
432,4,1:54.0,D. Booker misses free throw 2 of 2,,94,109
433,4,1:50.0,,Defensive rebound by C. Osman,94,109
434,4,1:35.0,,A. Žižić makes 2-pt jump shot from 13 ft (assist by M. Dellavedova),94,111
435,4,1:31.0,Turnover by D. Booker (step out of bounds),,94,111
436,4,1:16.0,,Personal foul by T. Johnson (drawn by L. Nance),94,111
437,4,1:09.0,,Turnover by L. Nance (bad pass; steal by D. Booker),94,111
438,4,1:07.0,D. Booker makes 2-pt dunk from 1 ft,,96,111
439,4,0:43.0,,Turnover by Team (shot clock),96,111
440,4,0:34.0,T. Johnson makes 2-pt layup from 1 ft,,98,111
441,4,0:09.0,,A. Žižić misses 2-pt layup from 1 ft (block by K. Oubre),98,111
442,4,0:04.0,,Offensive rebound by A. Žižić,98,111
443,4,0:03.0,,Turnover by A. Žižić (lost ball; steal by K. Oubre),98,111
444,4,0:00.0,K. Oubre misses 3-pt jump shot from 31 ft,,98,111
445,4,0:00.0,Offensive rebound by Team,,98,111
