,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
74,1,2:35.0,,Turnover by J. Jackson (offensive foul),23,16
75,1,2:35.0,Chicago full timeout,,23,16
76,1,2:35.0,,R. Spalding enters the game for D. Ayton,23,16
77,1,2:22.0,C. Felício makes 2-pt dunk from 1 ft (assist by Z. LaVine),,25,16
78,1,2:22.0,Shooting foul by D. Booker (drawn by C. Felício),,25,16
79,1,2:22.0,C. Felício makes free throw 1 of 1,,26,16
80,1,2:08.0,,R. Spalding makes 2-pt dunk from 1 ft (assist by J. Crawford),26,18
81,1,1:43.0,W. Selden misses 2-pt jump shot from 21 ft,,26,18
82,1,1:42.0,Offensive rebound by C. Felício,,26,18
83,1,1:41.0,C. Felício misses 2-pt layup from 1 ft (block by R. Spalding),,26,18
84,1,1:40.0,Offensive rebound by Team,,26,18
85,1,1:31.0,C. Felício makes 2-pt layup from 1 ft (assist by Z. LaVine),,28,18
86,1,1:22.0,,Personal foul by W. Selden (drawn by D. Booker),28,18
87,1,1:22.0,A. Blakeney enters the game for Z. LaVine,,28,18
88,1,1:18.0,,Personal foul by C. Felício (drawn by D. Booker),28,18
89,1,1:18.0,,D. Booker makes free throw 1 of 2,28,19
90,1,1:18.0,,D. Booker makes free throw 2 of 2,28,20
91,1,0:58.0,A. Blakeney makes 2-pt jump shot from 12 ft,,30,20
92,1,0:43.0,,Turnover by J. Crawford (bad pass; steal by S. Harrison),30,20
93,1,0:36.0,S. Harrison makes 2-pt dunk from 1 ft,,32,20
94,1,0:32.0,,Offensive foul by D. Booker (drawn by W. Selden),32,20
95,1,0:32.0,,Turnover by D. Booker (offensive foul),32,20
96,1,0:11.0,R. Arcidiacono makes 2-pt jump shot from 9 ft,,34,20
97,1,0:01.0,,M. Bridges misses 3-pt jump shot from 23 ft,34,20
98,1,0:01.0,,Offensive rebound by Team,34,20
99,2,11:47.0,,J. Jackson misses 3-pt jump shot from 25 ft,34,20
100,2,11:45.0,Defensive rebound by R. Arcidiacono,,34,20
101,2,11:30.0,W. Selden makes 2-pt jump shot from 4 ft,,36,20
102,2,11:13.0,,D. Ayton misses 2-pt jump shot from 13 ft,36,20
103,2,11:10.0,Defensive rebound by W. Selden,,36,20
104,2,10:57.0,A. Blakeney misses 2-pt jump shot from 7 ft,,36,20
105,2,10:53.0,Offensive rebound by C. Felício,,36,20
106,2,10:44.0,A. Blakeney misses 2-pt jump shot from 12 ft,,36,20
107,2,10:43.0,Offensive rebound by C. Felício,,36,20
108,2,10:42.0,C. Felício makes 2-pt dunk at rim,,38,20
109,2,10:27.0,,J. Crawford misses 2-pt jump shot from 21 ft,38,20
110,2,10:24.0,Defensive rebound by R. Arcidiacono,,38,20
111,2,10:22.0,Shooting foul by T. Daniels (drawn by C. Felício),,38,20
112,2,10:22.0,C. Felício misses free throw 1 of 2,,38,20
113,2,10:22.0,Offensive rebound by Team,,38,20
114,2,10:22.0,C. Felício makes free throw 2 of 2,,39,20
115,2,10:06.0,,J. Jackson makes 2-pt dunk at rim (assist by D. Melton),39,22
116,2,9:47.0,W. Selden misses 2-pt jump shot from 9 ft,,39,22
117,2,9:45.0,,Defensive rebound by D. Ayton,39,22
118,2,9:40.0,,J. Crawford makes 2-pt jump shot from 14 ft,39,24
119,2,9:18.0,R. Arcidiacono misses 2-pt jump shot from 8 ft,,39,24
120,2,9:17.0,Offensive rebound by Team,,39,24
121,2,9:17.0,,Loose ball foul by J. Jackson (drawn by C. Felício),39,24
122,2,9:08.0,R. Arcidiacono makes 2-pt jump shot from 9 ft,,41,24
123,2,8:52.0,,D. Melton misses 2-pt jump shot from 5 ft,41,24
124,2,8:50.0,Defensive rebound by C. Felício,,41,24
125,2,8:40.0,R. Arcidiacono misses 2-pt jump shot from 9 ft,,41,24
126,2,8:39.0,,Defensive rebound by T. Daniels,41,24
127,2,8:31.0,,D. Ayton makes 2-pt hook shot from 5 ft (assist by J. Crawford),41,26
128,2,8:17.0,A. Blakeney misses 2-pt jump shot from 16 ft,,41,26
129,2,8:14.0,,Defensive rebound by T. Daniels,41,26
130,2,8:08.0,Violation by Team (kicked ball),,41,26
131,2,8:00.0,,Turnover by J. Jackson (traveling),41,26
132,2,8:00.0,L. Markkanen enters the game for C. Felício,,41,26
133,2,7:35.0,L. Markkanen misses 2-pt jump shot from 1 ft,,41,26
134,2,7:32.0,,Defensive rebound by D. Ayton,41,26
135,2,7:23.0,,J. Jackson misses 2-pt layup from 1 ft (block by L. Markkanen),41,26
136,2,7:22.0,,Offensive rebound by D. Ayton,41,26
137,2,7:21.0,,D. Ayton makes 2-pt layup from 1 ft,41,28
138,2,7:10.0,Turnover by L. Markkanen (lost ball; steal by D. Ayton),,41,28
139,2,7:04.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by J. Crawford),41,31
140,2,7:03.0,Chicago full timeout,,41,31
141,2,7:03.0,K. Dunn enters the game for R. Arcidiacono,,41,31
142,2,6:54.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),,44,31
143,2,6:40.0,,Phoenix full timeout,44,31
144,2,6:28.0,,J. Crawford misses 3-pt jump shot from 28 ft,44,31
145,2,6:25.0,Defensive rebound by A. Blakeney,,44,31
146,2,6:09.0,K. Dunn misses 3-pt jump shot from 27 ft,,44,31
147,2,6:07.0,Offensive rebound by L. Markkanen,,44,31
148,2,5:57.0,W. Selden makes 2-pt jump shot from 6 ft (assist by A. Blakeney),,46,31
149,2,5:45.0,,Shooting foul by W. Selden (drawn by J. Jackson),46,31
150,2,5:45.0,,J. Jackson makes free throw 1 of 2,46,32
151,2,5:45.0,Z. LaVine enters the game for T. Luwawu-Cabarrot,,46,32
152,2,5:45.0,R. Lopez enters the game for W. Selden,,46,32
153,2,5:45.0,,D. Booker enters the game for D. Melton,46,32
154,2,5:45.0,,J. Jackson makes free throw 2 of 2,46,33
155,2,5:31.0,Def 3 sec tech foul by Team,,46,33
156,2,5:31.0,L. Markkanen makes technical free throw,,47,33
157,2,5:31.0,,D. Bender enters the game for J. Crawford,47,33
158,2,5:31.0,,M. Bridges enters the game for J. Jackson,47,33
159,2,5:22.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by Z. LaVine),,49,33
160,2,5:02.0,,T. Daniels misses 2-pt hook shot from 2 ft,49,33
161,2,5:01.0,,Offensive rebound by D. Ayton,49,33
162,2,5:00.0,,D. Ayton makes 2-pt dunk at rim,49,35
163,2,4:48.0,Personal foul by T. Daniels (drawn by K. Dunn),,49,35
164,2,4:48.0,S. Harrison enters the game for A. Blakeney,,49,35
165,2,4:41.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by Z. LaVine),,51,35
166,2,4:19.0,,D. Booker misses 2-pt jump shot from 12 ft,51,35
167,2,4:15.0,Defensive rebound by L. Markkanen,,51,35
168,2,4:12.0,Z. LaVine makes 2-pt layup from 1 ft,,53,35
169,2,4:12.0,Shooting foul by M. Bridges (drawn by Z. LaVine),,53,35
170,2,4:12.0,Z. LaVine makes free throw 1 of 1,,54,35
171,2,3:56.0,,Personal foul by S. Harrison (drawn by T. Daniels),54,35
172,2,3:50.0,,T. Daniels misses 2-pt jump shot from 18 ft,54,35
173,2,3:48.0,Defensive rebound by R. Lopez,,54,35
174,2,3:40.0,L. Markkanen misses 2-pt jump shot from 11 ft (block by D. Ayton),,54,35
175,2,3:38.0,,Defensive rebound by D. Booker,54,35
176,2,3:35.0,,D. Bender makes 2-pt layup from 1 ft,54,37
177,2,3:35.0,,Shooting foul by Z. LaVine (drawn by D. Bender),54,37
178,2,3:35.0,,J. Jackson enters the game for D. Ayton,54,37
179,2,3:35.0,,D. Bender misses free throw 1 of 1,54,37
180,2,3:32.0,Defensive rebound by Z. LaVine,,54,37
181,2,3:28.0,Offensive foul by Z. LaVine (drawn by J. Jackson),,54,37
182,2,3:28.0,Turnover by Z. LaVine (offensive foul),,54,37
183,2,3:12.0,,J. Jackson makes 2-pt layup from 1 ft,54,39
184,2,2:46.0,R. Lopez makes 2-pt layup at rim,,56,39
185,2,2:33.0,,D. Bender misses 3-pt jump shot from 26 ft,56,39
186,2,2:30.0,Defensive rebound by L. Markkanen,,56,39
187,2,2:13.0,R. Lopez misses 2-pt hook shot from 7 ft,,56,39
188,2,2:11.0,,Defensive rebound by D. Booker,56,39
189,2,1:56.0,,T. Daniels misses 3-pt jump shot from 25 ft,56,39
190,2,1:54.0,,Offensive rebound by D. Bender,56,39
191,2,1:50.0,,J. Jackson misses 2-pt layup from 3 ft (block by K. Dunn),56,39
192,2,1:49.0,Defensive rebound by Team,,56,39
193,2,1:49.0,,J. Crawford enters the game for T. Daniels,56,39
194,2,1:40.0,Offensive foul by L. Markkanen (drawn by J. Crawford),,56,39
195,2,1:40.0,Turnover by L. Markkanen (offensive foul),,56,39
196,2,1:29.0,,Shooting foul by L. Markkanen (drawn by M. Bridges),56,39
197,2,1:29.0,,M. Bridges makes free throw 1 of 2,56,40
198,2,1:29.0,,M. Bridges makes free throw 2 of 2,56,41
199,2,1:08.0,L. Markkanen misses 3-pt jump shot from 23 ft,,56,41
200,2,1:05.0,,Defensive rebound by D. Booker,56,41
201,2,0:56.0,,D. Bender misses 2-pt layup from 2 ft,56,41
202,2,0:55.0,Defensive rebound by K. Dunn,,56,41
203,2,0:49.0,S. Harrison misses 2-pt layup from 2 ft,,56,41
204,2,0:47.0,,Defensive rebound by J. Jackson,56,41
205,2,0:37.0,,M. Bridges makes 2-pt dunk at rim (assist by J. Crawford),56,43
206,2,0:27.0,K. Dunn misses 2-pt jump shot from 12 ft,,56,43
207,2,0:25.0,,Defensive rebound by Team,56,43
208,2,0:25.0,W. Selden enters the game for R. Lopez,,56,43
209,2,0:01.0,,D. Booker misses 2-pt jump shot from 5 ft,56,43
210,2,0:00.0,Defensive rebound by S. Harrison,,56,43
211,3,11:52.0,,Shooting foul by K. Dunn (drawn by M. Bridges),56,43
212,3,11:52.0,,M. Bridges misses free throw 1 of 2,56,43
213,3,11:52.0,,Offensive rebound by Team,56,43
214,3,11:52.0,,M. Bridges makes free throw 2 of 2,56,44
215,3,11:31.0,K. Dunn misses 2-pt jump shot from 20 ft,,56,44
216,3,11:29.0,,Defensive rebound by D. Booker,56,44
217,3,11:12.0,,D. Ayton misses 2-pt layup from 1 ft,56,44
218,3,11:11.0,Defensive rebound by Team,,56,44
219,3,10:57.0,Turnover by Z. LaVine (lost ball; steal by D. Ayton),,56,44
220,3,10:53.0,,D. Booker makes 2-pt dunk from 1 ft (assist by D. Ayton),56,46
221,3,10:34.0,K. Dunn misses 2-pt layup from 1 ft,,56,46
222,3,10:32.0,,Defensive rebound by D. Ayton,56,46
223,3,10:16.0,,D. Bender misses 3-pt jump shot from 23 ft,56,46
224,3,10:14.0,Defensive rebound by K. Dunn,,56,46
225,3,10:06.0,Z. LaVine misses 3-pt jump shot from 26 ft,,56,46
226,3,10:03.0,,Defensive rebound by D. Ayton,56,46
227,3,9:52.0,,D. Booker makes 2-pt jump shot from 16 ft (assist by D. Ayton),56,48
228,3,9:26.0,L. Markkanen makes 2-pt jump shot from 10 ft,,58,48
229,3,9:15.0,,Turnover by D. Booker (bad pass; steal by K. Dunn),58,48
230,3,9:11.0,S. Harrison makes 2-pt dunk from 1 ft (assist by Z. LaVine),,60,48
231,3,8:58.0,,Personal foul by K. Dunn (drawn by D. Booker),60,48
232,3,8:49.0,,D. Booker misses 3-pt jump shot from 26 ft,60,48
233,3,8:47.0,Defensive rebound by Z. LaVine,,60,48
234,3,8:40.0,Personal foul by D. Ayton (drawn by R. Lopez),,60,48
235,3,8:31.0,Turnover by R. Lopez (traveling),,60,48
236,3,8:21.0,,D. Melton misses 3-pt jump shot from 26 ft,60,48
237,3,8:20.0,,Offensive rebound by M. Bridges,60,48
238,3,8:19.0,,M. Bridges makes 2-pt layup from 1 ft,60,50
239,3,8:19.0,,Shooting foul by L. Markkanen (drawn by M. Bridges),60,50
240,3,8:19.0,,J. Jackson enters the game for D. Ayton,60,50
241,3,8:19.0,,M. Bridges misses free throw 1 of 1,60,50
242,3,8:17.0,Defensive rebound by Z. LaVine,,60,50
243,3,8:04.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by L. Markkanen),,62,50
244,3,7:50.0,,J. Jackson misses 2-pt layup at rim,62,50
245,3,7:48.0,Defensive rebound by L. Markkanen,,62,50
246,3,7:38.0,S. Harrison misses 2-pt layup from 1 ft,,62,50
247,3,7:37.0,Offensive rebound by R. Lopez,,62,50
248,3,7:36.0,R. Lopez makes 2-pt layup at rim,,64,50
249,3,7:25.0,,Turnover by D. Melton (lost ball; steal by K. Dunn),64,50
250,3,7:21.0,S. Harrison misses 2-pt layup from 1 ft,,64,50
251,3,7:19.0,,Defensive rebound by J. Jackson,64,50
252,3,7:14.0,,J. Jackson makes 2-pt jump shot from 23 ft,64,52
253,3,6:59.0,S. Harrison misses 2-pt jump shot from 6 ft,,64,52
254,3,6:58.0,Offensive rebound by R. Lopez,,64,52
255,3,6:57.0,R. Lopez makes 2-pt dunk at rim,,66,52
256,3,6:43.0,,J. Jackson misses 3-pt jump shot from 25 ft,66,52
257,3,6:42.0,Defensive rebound by Z. LaVine,,66,52
258,3,6:34.0,Z. LaVine misses 2-pt layup from 1 ft (block by D. Bender),,66,52
259,3,6:33.0,Offensive rebound by Team,,66,52
260,3,6:33.0,,Phoenix full timeout,66,52
261,3,6:31.0,L. Markkanen makes 2-pt jump shot from 18 ft (assist by K. Dunn),,68,52
262,3,6:09.0,,M. Bridges misses 2-pt jump shot from 10 ft,68,52
263,3,6:07.0,Defensive rebound by Z. LaVine,,68,52
264,3,6:01.0,Personal foul by J. Jackson (drawn by L. Markkanen),,68,52
265,3,6:01.0,,D. Ayton enters the game for D. Bender,68,52
266,3,5:54.0,K. Dunn makes 2-pt jump shot from 21 ft,,70,52
267,3,5:40.0,,D. Ayton makes 2-pt layup from 1 ft (assist by D. Melton),70,54
268,3,5:19.0,Turnover by Z. LaVine (bad pass),,70,54
269,3,5:19.0,C. Felício enters the game for R. Lopez,,70,54
270,3,5:19.0,,J. Crawford enters the game for D. Melton,70,54
271,3,5:09.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by J. Crawford),70,56
272,3,4:54.0,Personal foul by M. Bridges (drawn by Z. LaVine),,70,56
273,3,4:54.0,R. Arcidiacono enters the game for K. Dunn,,70,56
274,3,4:41.0,Turnover by S. Harrison (bad pass; steal by D. Ayton),,70,56
275,3,4:30.0,,J. Jackson misses 2-pt jump shot from 10 ft (block by L. Markkanen),70,56
276,3,4:29.0,Defensive rebound by R. Arcidiacono,,70,56
277,3,4:26.0,,Technical foul by J. Jackson,70,56
278,3,4:26.0,L. Markkanen makes technical free throw,,71,56
279,3,4:26.0,Chicago full timeout,,71,56
280,3,4:12.0,Shooting foul by D. Ayton (drawn by C. Felício),,71,56
281,3,4:12.0,C. Felício makes free throw 1 of 2,,72,56
282,3,4:12.0,C. Felício makes free throw 2 of 2,,73,56
283,3,3:57.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Booker),73,59
284,3,3:35.0,Z. LaVine makes 3-pt jump shot from 25 ft,,76,59
285,3,3:24.0,,D. Ayton makes 2-pt layup from 1 ft (assist by D. Booker),76,61
286,3,3:24.0,,Shooting foul by Z. LaVine (drawn by D. Ayton),76,61
287,3,3:24.0,W. Selden enters the game for L. Markkanen,,76,61
288,3,3:24.0,,D. Ayton makes free throw 1 of 1,76,62
289,3,3:05.0,Turnover by Z. LaVine (bad pass; steal by J. Jackson),,76,62
290,3,3:00.0,,D. Booker misses 2-pt layup from 1 ft,76,62
291,3,2:59.0,,Offensive rebound by D. Ayton,76,62
292,3,2:58.0,,D. Ayton makes 2-pt layup from 1 ft,76,64
293,3,2:34.0,Z. LaVine makes 3-pt jump shot from 27 ft,,79,64
294,3,2:19.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by J. Jackson),79,66
295,3,2:00.0,Z. LaVine misses 3-pt jump shot from 25 ft,,79,66
296,3,1:58.0,,Defensive rebound by J. Jackson,79,66
297,3,1:51.0,,Turnover by J. Jackson (bad pass; steal by S. Harrison),79,66
298,3,1:50.0,Personal take foul by J. Crawford (drawn by Z. LaVine),,79,66
299,3,1:50.0,Z. LaVine makes free throw 1 of 2,,80,66
300,3,1:50.0,A. Blakeney enters the game for S. Harrison,,80,66
301,3,1:50.0,Z. LaVine makes free throw 2 of 2,,81,66
302,3,1:33.0,,D. Booker makes 2-pt layup at rim,81,68
303,3,1:20.0,Turnover by Z. LaVine (dbl dribble),,81,68
304,3,1:20.0,T. Luwawu-Cabarrot enters the game for Z. LaVine,,81,68
305,3,1:13.0,,Personal foul by A. Blakeney (drawn by D. Booker),81,68
306,3,1:13.0,,D. Booker makes free throw 1 of 2,81,69
307,3,1:13.0,,D. Booker makes free throw 2 of 2,81,70
308,3,0:51.0,A. Blakeney makes 2-pt jump shot from 8 ft,,83,70
309,3,0:44.0,,J. Crawford misses 2-pt jump shot from 6 ft,83,70
310,3,0:42.0,Defensive rebound by C. Felício,,83,70
311,3,0:37.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by W. Selden),,85,70
312,3,0:37.0,Shooting foul by D. Booker (drawn by T. Luwawu-Cabarrot),,85,70
313,3,0:37.0,T. Luwawu-Cabarrot makes free throw 1 of 1,,86,70
314,3,0:33.0,,D. Booker makes 3-pt jump shot from 26 ft,86,73
315,3,0:08.0,A. Blakeney misses 3-pt jump shot from 25 ft,,86,73
316,3,0:06.0,,Defensive rebound by D. Ayton,86,73
317,3,0:01.0,,D. Booker misses 3-pt jump shot from 32 ft,86,73
318,3,0:01.0,,Offensive rebound by Team,86,73
319,4,11:40.0,A. Blakeney misses 2-pt layup from 2 ft (block by D. Ayton),,86,73
320,4,11:37.0,,Defensive rebound by M. Bridges,86,73
321,4,11:34.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by D. Booker),86,76
322,4,11:08.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,86,76
323,4,11:06.0,,Defensive rebound by J. Jackson,86,76
324,4,11:00.0,,Shooting foul by W. Selden (drawn by J. Jackson),86,76
325,4,11:00.0,,J. Jackson makes free throw 1 of 2,86,77
326,4,11:00.0,,J. Jackson misses free throw 2 of 2,86,77
327,4,10:55.0,Defensive rebound by W. Selden,,86,77
328,4,10:49.0,T. Luwawu-Cabarrot makes 2-pt dunk from 1 ft (assist by A. Blakeney),,88,77
329,4,10:29.0,,Turnover by M. Bridges (bad pass; steal by R. Arcidiacono),88,77
330,4,10:15.0,W. Selden misses 3-pt jump shot from 25 ft (block by D. Ayton),,88,77
331,4,10:13.0,,Defensive rebound by D. Booker,88,77
332,4,10:02.0,,J. Crawford misses 2-pt jump shot from 13 ft,88,77
333,4,10:00.0,Defensive rebound by A. Blakeney,,88,77
334,4,9:49.0,Shooting foul by M. Bridges (drawn by R. Arcidiacono),,88,77
335,4,9:49.0,R. Arcidiacono makes free throw 1 of 2,,89,77
336,4,9:49.0,,D. Bender enters the game for D. Ayton,89,77
337,4,9:49.0,R. Arcidiacono misses free throw 2 of 2,,89,77
338,4,9:47.0,,Defensive rebound by D. Bender,89,77
339,4,9:37.0,,Personal foul by C. Felício (drawn by D. Booker),89,77
340,4,9:30.0,,Turnover by D. Booker (bad pass; steal by W. Selden),89,77
341,4,9:25.0,A. Blakeney makes 2-pt dunk from 1 ft (assist by W. Selden),,91,77
342,4,9:23.0,,Phoenix full timeout,91,77
343,4,9:03.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Booker),91,80
344,4,8:48.0,W. Selden makes 2-pt jump shot from 17 ft (assist by R. Arcidiacono),,93,80
345,4,8:39.0,,Shooting foul by R. Arcidiacono (drawn by D. Booker),93,80
346,4,8:39.0,,D. Booker misses free throw 1 of 2,93,80
347,4,8:39.0,,Offensive rebound by Team,93,80
348,4,8:39.0,,D. Booker misses free throw 2 of 2,93,80
349,4,8:37.0,Defensive rebound by C. Felício,,93,80
350,4,8:19.0,C. Felício misses 2-pt jump shot from 10 ft,,93,80
351,4,8:17.0,,Defensive rebound by D. Bender,93,80
352,4,8:11.0,,Shooting foul by W. Selden (drawn by J. Jackson),93,80
353,4,8:11.0,,J. Jackson makes free throw 1 of 2,93,81
354,4,8:11.0,,J. Jackson misses free throw 2 of 2,93,81
355,4,8:09.0,Defensive rebound by A. Blakeney,,93,81
356,4,7:51.0,A. Blakeney misses 3-pt jump shot from 23 ft,,93,81
357,4,7:50.0,Offensive rebound by T. Luwawu-Cabarrot,,93,81
358,4,7:48.0,T. Luwawu-Cabarrot makes 2-pt layup at rim,,95,81
359,4,7:38.0,,D. Booker makes 2-pt jump shot from 6 ft,95,83
360,4,7:14.0,Flagrant foul type 1 by J. Jackson (drawn by W. Selden),,95,83
361,4,7:14.0,W. Selden misses flagrant free throw 1 of 2,,95,83
362,4,7:14.0,Offensive rebound by Team,,95,83
363,4,7:14.0,W. Selden makes flagrant free throw 2 of 2,,96,83
364,4,7:04.0,R. Arcidiacono makes 2-pt jump shot from 11 ft,,98,83
365,4,6:48.0,,D. Booker misses 3-pt jump shot from 26 ft,98,83
366,4,6:46.0,Defensive rebound by T. Luwawu-Cabarrot,,98,83
367,4,6:31.0,A. Blakeney misses 3-pt jump shot from 24 ft,,98,83
368,4,6:28.0,,Defensive rebound by J. Jackson,98,83
369,4,6:19.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),98,86
370,4,6:08.0,Chicago full timeout,,98,86
371,4,6:08.0,K. Dunn enters the game for R. Arcidiacono,,98,86
372,4,6:08.0,S. Harrison enters the game for A. Blakeney,,98,86
373,4,6:08.0,Z. LaVine enters the game for C. Felício,,98,86
374,4,6:08.0,R. Lopez enters the game for T. Luwawu-Cabarrot,,98,86
375,4,6:08.0,L. Markkanen enters the game for W. Selden,,98,86
376,4,6:08.0,,D. Ayton enters the game for D. Bender,98,86
377,4,6:08.0,,T. Daniels enters the game for J. Jackson,98,86
378,4,5:50.0,L. Markkanen makes 2-pt jump shot from 12 ft,,100,86
