,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,TORONTO_ACTION,CHARLOTTE_SCORE,TORONTO_SCORE
33,1,7:08.0,,K. Leonard makes 2-pt layup from 2 ft (assist by P. Siakam),9,16
34,1,7:06.0,Charlotte full timeout,,9,16
35,1,7:06.0,J. Lamb enters the game for M. Williams,,9,16
36,1,6:47.0,M. Bridges misses 2-pt jump shot from 6 ft (block by M. Gasol),,9,16
37,1,6:47.0,Offensive rebound by Team,,9,16
38,1,6:42.0,Turnover by Team (shot clock),,9,16
39,1,6:25.0,,P. Siakam makes 2-pt jump shot from 9 ft (assist by M. Gasol),9,18
40,1,6:04.0,K. Walker misses 2-pt jump shot from 11 ft,,9,18
41,1,6:02.0,Offensive rebound by K. Walker,,9,18
42,1,6:00.0,M. Bridges misses 3-pt jump shot from 24 ft,,9,18
43,1,6:00.0,,Defensive rebound by P. Siakam,9,18
44,1,5:50.0,,Shooting foul by J. Lamb (drawn by K. Leonard),9,18
45,1,5:50.0,,K. Leonard makes free throw 1 of 2,9,19
46,1,5:50.0,W. Hernangómez enters the game for B. Biyombo,,9,19
47,1,5:50.0,,K. Leonard makes free throw 2 of 2,9,20
48,1,5:35.0,Personal foul by M. Gasol (drawn by W. Hernangómez),,9,20
49,1,5:22.0,K. Walker misses 2-pt jump shot from 15 ft,,9,20
50,1,5:19.0,Offensive rebound by W. Hernangómez,,9,20
51,1,5:06.0,M. Bridges makes 2-pt dunk from 1 ft (assist by K. Walker),,11,20
52,1,4:55.0,,D. Green makes 2-pt jump shot from 15 ft (assist by M. Gasol),11,22
53,1,4:33.0,W. Hernangómez misses 2-pt hook shot from 9 ft,,11,22
54,1,4:32.0,Offensive rebound by W. Hernangómez,,11,22
55,1,4:28.0,D. Bacon makes 2-pt layup at rim,,13,22
56,1,4:22.0,,Turnover by K. Lowry (bad pass; steal by K. Walker),13,22
57,1,4:15.0,J. Lamb makes 2-pt jump shot from 6 ft (assist by K. Walker),,15,22
58,1,4:00.0,,K. Leonard misses 2-pt hook shot from 2 ft (block by J. Lamb),15,22
59,1,3:58.0,Defensive rebound by M. Bridges,,15,22
60,1,3:51.0,Turnover by M. Bridges (lost ball; steal by D. Green),,15,22
61,1,3:47.0,,Personal foul by K. Walker (drawn by D. Green),15,22
62,1,3:47.0,,O. Anunoby enters the game for K. Lowry,15,22
63,1,3:47.0,,F. VanVleet enters the game for P. Siakam,15,22
64,1,3:47.0,,Toronto full timeout,15,22
65,1,3:47.0,F. Kaminsky enters the game for M. Bridges,,15,22
66,1,3:38.0,,K. Leonard misses 3-pt jump shot from 23 ft,15,22
67,1,3:35.0,Defensive rebound by W. Hernangómez,,15,22
68,1,3:27.0,J. Lamb misses 2-pt jump shot from 19 ft,,15,22
69,1,3:25.0,,Defensive rebound by K. Leonard,15,22
70,1,3:18.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by K. Leonard),15,25
71,1,2:53.0,J. Lamb misses 2-pt jump shot from 14 ft,,15,25
72,1,2:51.0,,Defensive rebound by M. Gasol,15,25
73,1,2:36.0,,M. Gasol makes 2-pt hook shot from 4 ft (assist by O. Anunoby),15,27
74,1,2:22.0,K. Walker makes 3-pt jump shot from 25 ft,,18,27
75,1,2:11.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by M. Gasol),18,30
76,1,2:01.0,Shooting foul by F. VanVleet (drawn by K. Walker),,18,30
77,1,2:01.0,K. Walker makes free throw 1 of 3,,19,30
78,1,2:01.0,K. Walker makes free throw 2 of 3,,20,30
79,1,2:01.0,,S. Ibaka enters the game for M. Gasol,20,30
80,1,2:01.0,,J. Lin enters the game for D. Green,20,30
81,1,2:01.0,,P. McCaw enters the game for K. Leonard,20,30
82,1,2:01.0,K. Walker makes free throw 3 of 3,,21,30
83,1,1:40.0,,F. VanVleet makes 2-pt hook shot from 6 ft,21,32
84,1,1:21.0,W. Hernangómez makes 2-pt jump shot from 5 ft (assist by K. Walker),,23,32
85,1,1:09.0,,F. VanVleet misses 2-pt jump shot from 19 ft,23,32
86,1,1:07.0,Defensive rebound by K. Walker,,23,32
87,1,1:01.0,Personal foul by O. Anunoby (drawn by K. Walker),,23,32
88,1,1:01.0,K. Walker makes free throw 1 of 2,,24,32
89,1,1:01.0,M. Monk enters the game for D. Bacon,,24,32
90,1,1:01.0,K. Walker makes free throw 2 of 2,,25,32
91,1,0:38.0,,Turnover by O. Anunoby (bad pass; steal by K. Walker),25,32
92,1,0:33.0,W. Hernangómez misses 2-pt layup from 1 ft,,25,32
93,1,0:32.0,Offensive rebound by K. Walker,,25,32
94,1,0:30.0,K. Walker misses 2-pt layup from 1 ft,,25,32
95,1,0:29.0,Offensive rebound by W. Hernangómez,,25,32
96,1,0:29.0,Shooting foul by P. McCaw (drawn by W. Hernangómez),,25,32
97,1,0:29.0,W. Hernangómez makes free throw 1 of 2,,26,32
98,1,0:29.0,D. Graham enters the game for K. Walker,,26,32
99,1,0:29.0,W. Hernangómez makes free throw 2 of 2,,27,32
100,1,0:09.0,,J. Lin misses 2-pt jump shot from 18 ft,27,32
101,1,0:07.0,Defensive rebound by Team,,27,32
102,1,0:02.0,W. Hernangómez misses 2-pt layup from 1 ft (block by J. Lin),,27,32
103,1,0:02.0,,Defensive rebound by Team,27,32
104,2,11:49.0,,P. McCaw makes 2-pt layup from 1 ft (assist by K. Lowry),27,34
105,2,11:33.0,F. Kaminsky makes 2-pt hook shot from 3 ft (assist by W. Hernangómez),,29,34
106,2,11:18.0,,F. VanVleet makes 2-pt layup from 1 ft,29,36
107,2,11:09.0,D. Graham makes 2-pt layup from 1 ft,,31,36
108,2,10:51.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by F. VanVleet),31,39
109,2,10:29.0,F. Kaminsky makes 2-pt hook shot from 6 ft (assist by D. Graham),,33,39
110,2,10:05.0,,F. VanVleet makes 2-pt hook shot from 1 ft,33,41
111,2,10:04.0,Charlotte full timeout,,33,41
112,2,10:04.0,M. Bridges enters the game for W. Hernangómez,,33,41
113,2,10:04.0,M. Williams enters the game for J. Lamb,,33,41
114,2,9:54.0,M. Bridges makes 2-pt dunk at rim (assist by D. Graham),,35,41
115,2,9:37.0,,K. Lowry misses 3-pt jump shot from 26 ft,35,41
116,2,9:33.0,Defensive rebound by F. Kaminsky,,35,41
117,2,9:26.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,35,41
118,2,9:24.0,Offensive rebound by D. Graham,,35,41
119,2,9:24.0,Shooting foul by S. Ibaka (drawn by D. Graham),,35,41
120,2,9:24.0,D. Graham makes free throw 1 of 2,,36,41
121,2,9:24.0,D. Graham makes free throw 2 of 2,,37,41
122,2,9:04.0,,Personal foul by D. Graham (drawn by F. VanVleet),37,41
123,2,8:58.0,,P. McCaw misses 3-pt jump shot from 24 ft,37,41
124,2,8:54.0,Defensive rebound by M. Monk,,37,41
125,2,8:37.0,D. Graham makes 2-pt jump shot from 10 ft,,39,41
126,2,8:19.0,,O. Anunoby misses 3-pt jump shot from 26 ft,39,41
127,2,8:15.0,Defensive rebound by M. Bridges,,39,41
128,2,8:12.0,D. Graham misses 3-pt jump shot from 26 ft,,39,41
129,2,8:10.0,Offensive rebound by D. Graham,,39,41
130,2,8:08.0,M. Monk misses 3-pt jump shot from 24 ft,,39,41
131,2,8:08.0,Offensive rebound by Team,,39,41
132,2,8:05.0,,Loose ball foul by O. Anunoby (drawn by F. Kaminsky),39,41
133,2,8:05.0,,J. Lin enters the game for O. Anunoby,39,41
134,2,8:05.0,,P. Siakam enters the game for F. VanVleet,39,41
135,2,7:53.0,M. Williams makes 2-pt hook shot from 5 ft (assist by D. Graham),,41,41
136,2,7:33.0,,Turnover by P. Siakam (bad pass; steal by F. Kaminsky),41,41
137,2,7:28.0,M. Bridges makes 2-pt layup from 1 ft (assist by D. Graham),,43,41
138,2,7:28.0,,Toronto full timeout,43,41
139,2,7:28.0,,K. Leonard enters the game for P. McCaw,43,41
140,2,7:11.0,,Turnover by K. Lowry (bad pass; steal by F. Kaminsky),43,41
141,2,7:03.0,Turnover by M. Monk (bad pass; steal by K. Lowry),,43,41
142,2,6:58.0,,Turnover by P. Siakam (bad pass; steal by M. Williams),43,41
143,2,6:51.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by D. Graham),,46,41
144,2,6:41.0,,Shooting foul by M. Monk (drawn by S. Ibaka),46,41
145,2,6:41.0,,S. Ibaka makes free throw 1 of 2,46,42
146,2,6:41.0,K. Walker enters the game for M. Monk,,46,42
147,2,6:41.0,,S. Ibaka makes free throw 2 of 2,46,43
148,2,6:23.0,D. Graham misses 3-pt jump shot from 23 ft (block by K. Leonard),,46,43
149,2,6:23.0,Offensive rebound by Team,,46,43
150,2,6:17.0,K. Walker makes 2-pt jump shot from 21 ft (assist by D. Graham),,48,43
151,2,6:10.0,,Turnover by P. Siakam (bad pass; steal by D. Graham),48,43
152,2,6:05.0,M. Williams makes 3-pt jump shot from 23 ft (assist by D. Graham),,51,43
153,2,5:49.0,,Turnover by K. Lowry (bad pass; steal by K. Walker),51,43
154,2,5:42.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,51,43
155,2,5:39.0,,Defensive rebound by P. Siakam,51,43
156,2,5:25.0,,P. Siakam misses 2-pt jump shot from 5 ft,51,43
157,2,5:23.0,,Offensive rebound by K. Leonard,51,43
158,2,5:22.0,,K. Leonard makes 2-pt hook shot from 2 ft,51,45
159,2,5:03.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,51,45
160,2,5:00.0,,Defensive rebound by P. Siakam,51,45
161,2,4:49.0,,K. Lowry misses 3-pt jump shot from 27 ft,51,45
162,2,4:47.0,Defensive rebound by M. Bridges,,51,45
163,2,4:30.0,M. Bridges misses 2-pt layup from 2 ft,,51,45
164,2,4:28.0,,Defensive rebound by K. Leonard,51,45
165,2,4:25.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by P. Siakam),51,47
166,2,4:08.0,K. Walker misses 2-pt jump shot from 4 ft (block by K. Lowry),,51,47
167,2,4:08.0,,Defensive rebound by J. Lin,51,47
168,2,4:04.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by J. Lin),51,49
169,2,4:04.0,Charlotte full timeout,,51,49
170,2,4:04.0,D. Bacon enters the game for F. Kaminsky,,51,49
171,2,4:04.0,,M. Gasol enters the game for S. Ibaka,51,49
172,2,4:04.0,,D. Green enters the game for J. Lin,51,49
173,2,4:04.0,,F. VanVleet enters the game for K. Lowry,51,49
174,2,3:47.0,K. Walker misses 2-pt jump shot from 4 ft,,51,49
175,2,3:42.0,M. Bridges makes 2-pt dunk at rim,,53,49
176,2,3:42.0,Offensive rebound by M. Bridges,,53,49
177,2,3:20.0,,K. Leonard misses 3-pt jump shot from 26 ft,53,49
178,2,3:18.0,Defensive rebound by K. Walker,,53,49
179,2,2:57.0,D. Graham misses 3-pt jump shot from 29 ft,,53,49
180,2,2:54.0,,Defensive rebound by D. Green,53,49
181,2,2:44.0,,Personal foul by K. Walker (drawn by P. Siakam),53,49
182,2,2:44.0,M. Monk enters the game for D. Graham,,53,49
183,2,2:38.0,,M. Gasol makes 2-pt jump shot from 3 ft,53,51
184,2,2:38.0,,Shooting foul by M. Williams (drawn by M. Gasol),53,51
185,2,2:38.0,W. Hernangómez enters the game for M. Williams,,53,51
186,2,2:38.0,,M. Gasol makes free throw 1 of 1,53,52
187,2,2:19.0,M. Monk misses 2-pt jump shot from 14 ft,,53,52
188,2,2:16.0,,Defensive rebound by P. Siakam,53,52
189,2,2:05.0,,P. Siakam makes 2-pt layup from 2 ft (assist by M. Gasol),53,54
190,2,1:53.0,K. Walker misses 3-pt jump shot from 25 ft,,53,54
191,2,1:53.0,,Defensive rebound by F. VanVleet,53,54
192,2,1:40.0,,Turnover by K. Leonard (lost ball; steal by M. Bridges),53,54
193,2,1:34.0,M. Monk misses 2-pt layup from 2 ft,,53,54
194,2,1:32.0,,Defensive rebound by F. VanVleet,53,54
195,2,1:26.0,,D. Green misses 3-pt jump shot from 24 ft,53,54
196,2,1:25.0,Defensive rebound by W. Hernangómez,,53,54
197,2,1:11.0,W. Hernangómez makes 3-pt jump shot from 25 ft (assist by K. Walker),,56,54
198,2,0:54.0,,M. Gasol misses 3-pt jump shot from 26 ft,56,54
199,2,0:53.0,Defensive rebound by W. Hernangómez,,56,54
200,2,0:43.0,M. Monk misses 3-pt jump shot from 23 ft,,56,54
201,2,0:41.0,,Defensive rebound by K. Leonard,56,54
202,2,0:35.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by F. VanVleet),56,57
203,2,0:15.0,K. Walker misses 3-pt jump shot from 26 ft,,56,57
204,2,0:13.0,,Defensive rebound by P. Siakam,56,57
205,2,0:06.0,,Turnover by P. Siakam (out of bounds lost ball),56,57
206,2,0:06.0,F. Kaminsky enters the game for M. Bridges,,56,57
207,2,0:06.0,M. Williams enters the game for W. Hernangómez,,56,57
208,2,0:06.0,,P. McCaw enters the game for M. Gasol,56,57
209,2,0:00.0,Shooting foul by P. Siakam (drawn by K. Walker),,56,57
210,2,0:00.0,K. Walker makes free throw 1 of 2,,57,57
211,2,0:00.0,K. Walker makes free throw 2 of 2,,58,57
212,3,11:50.0,,D. Green misses 3-pt jump shot from 23 ft,58,57
213,3,11:46.0,Defensive rebound by M. Bridges,,58,57
214,3,11:35.0,M. Bridges misses 3-pt jump shot from 27 ft,,58,57
215,3,11:33.0,,Defensive rebound by M. Gasol,58,57
216,3,11:24.0,,Personal foul by M. Bridges (drawn by K. Leonard),58,57
217,3,11:12.0,,D. Green misses 2-pt jump shot from 8 ft,58,57
218,3,11:09.0,Defensive rebound by B. Biyombo,,58,57
219,3,11:03.0,D. Bacon makes 3-pt jump shot from 26 ft,,61,57
220,3,10:49.0,,M. Gasol makes 2-pt jump shot from 10 ft (assist by K. Lowry),61,59
221,3,10:31.0,M. Williams misses 3-pt jump shot from 25 ft,,61,59
222,3,10:28.0,,Defensive rebound by D. Green,61,59
223,3,10:16.0,,K. Leonard makes 2-pt jump shot from 17 ft,61,61
224,3,10:05.0,Personal foul by M. Gasol (drawn by B. Biyombo),,61,61
225,3,9:52.0,D. Bacon misses 2-pt jump shot from 16 ft,,61,61
226,3,9:51.0,Offensive rebound by B. Biyombo,,61,61
227,3,9:46.0,Turnover by B. Biyombo (lost ball; steal by M. Gasol),,61,61
228,3,9:33.0,,Shooting foul by M. Bridges (drawn by K. Leonard),61,61
229,3,9:33.0,,K. Leonard makes free throw 1 of 2,61,62
230,3,9:33.0,,K. Leonard makes free throw 2 of 2,61,63
231,3,9:20.0,K. Walker makes 3-pt jump shot from 26 ft (assist by B. Biyombo),,64,63
232,3,8:55.0,,P. Siakam misses 2-pt jump shot from 6 ft,64,63
233,3,8:52.0,Defensive rebound by B. Biyombo,,64,63
234,3,8:47.0,D. Bacon makes 3-pt jump shot from 26 ft,,67,63
235,3,8:28.0,,Personal foul by B. Biyombo (drawn by M. Gasol),67,63
236,3,8:19.0,,M. Gasol makes 2-pt layup from 1 ft (assist by K. Lowry),67,65
237,3,8:07.0,B. Biyombo makes 2-pt layup from 2 ft (assist by K. Walker),,69,65
238,3,7:48.0,,Turnover by K. Leonard (bad pass; steal by M. Williams),69,65
239,3,7:24.0,B. Biyombo makes 2-pt layup from 2 ft (assist by K. Walker),,71,65
240,3,7:24.0,,Toronto full timeout,71,65
241,3,7:24.0,,P. McCaw enters the game for D. Green,71,65
242,3,7:24.0,,F. VanVleet enters the game for P. Siakam,71,65
243,3,7:12.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by K. Lowry),71,67
244,3,6:52.0,,Violation by Team (kicked ball),71,67
245,3,6:52.0,J. Lamb enters the game for M. Williams,,71,67
246,3,6:43.0,D. Bacon misses 3-pt jump shot from 25 ft,,71,67
247,3,6:40.0,,Defensive rebound by F. VanVleet,71,67
248,3,6:31.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by M. Gasol),71,69
249,3,6:14.0,D. Bacon makes 3-pt jump shot from 24 ft (assist by K. Walker),,74,69
250,3,6:03.0,,Personal foul by M. Bridges (drawn by K. Leonard),74,69
251,3,6:03.0,W. Hernangómez enters the game for B. Biyombo,,74,69
252,3,5:54.0,,K. Leonard misses 3-pt jump shot from 26 ft,74,69
253,3,5:51.0,Defensive rebound by K. Walker,,74,69
254,3,5:43.0,J. Lamb makes 3-pt jump shot from 24 ft (assist by W. Hernangómez),,77,69
255,3,5:22.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by F. VanVleet),77,72
256,3,5:07.0,D. Bacon makes 3-pt jump shot from 24 ft (assist by W. Hernangómez),,80,72
257,3,4:54.0,,K. Lowry makes 2-pt layup from 1 ft,80,74
258,3,4:41.0,K. Walker misses 3-pt jump shot from 26 ft,,80,74
259,3,4:38.0,Offensive rebound by M. Bridges,,80,74
260,3,4:32.0,D. Bacon makes 3-pt jump shot from 24 ft (assist by K. Walker),,83,74
261,3,4:06.0,,M. Gasol misses 2-pt jump shot from 11 ft,83,74
262,3,4:03.0,Defensive rebound by W. Hernangómez,,83,74
263,3,3:53.0,D. Bacon misses 3-pt jump shot from 26 ft,,83,74
264,3,3:49.0,,Defensive rebound by F. VanVleet,83,74
265,3,3:35.0,,K. Lowry makes 2-pt layup from 1 ft,83,76
266,3,3:11.0,W. Hernangómez misses 2-pt layup from 3 ft (block by M. Gasol),,83,76
267,3,3:09.0,Offensive rebound by W. Hernangómez,,83,76
268,3,3:08.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by W. Hernangómez),,86,76
269,3,3:08.0,,Toronto full timeout,86,76
270,3,3:08.0,D. Graham enters the game for M. Bridges,,86,76
271,3,3:08.0,F. Kaminsky enters the game for K. Walker,,86,76
272,3,3:08.0,,O. Anunoby enters the game for M. Gasol,86,76
273,3,3:08.0,,S. Ibaka enters the game for K. Leonard,86,76
274,3,3:08.0,,N. Powell enters the game for K. Lowry,86,76
275,3,3:08.0,,P. Siakam enters the game for P. McCaw,86,76
276,3,2:50.0,,P. Siakam misses 2-pt hook shot from 6 ft,86,76
277,3,2:47.0,,Offensive rebound by O. Anunoby,86,76
278,3,2:45.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by O. Anunoby),86,78
279,3,2:32.0,Shooting foul by P. Siakam (drawn by W. Hernangómez),,86,78
280,3,2:32.0,W. Hernangómez misses free throw 1 of 2,,86,78
281,3,2:32.0,Offensive rebound by Team,,86,78
282,3,2:32.0,W. Hernangómez makes free throw 2 of 2,,87,78
283,3,2:24.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by P. Siakam),87,81
284,3,1:58.0,D. Graham misses 3-pt jump shot from 29 ft,,87,81
285,3,1:57.0,,Defensive rebound by Team,87,81
286,3,1:57.0,M. Monk enters the game for D. Bacon,,87,81
287,3,1:35.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by N. Powell),87,83
288,3,1:21.0,Personal foul by N. Powell (drawn by D. Graham),,87,83
289,3,1:13.0,J. Lamb makes 3-pt jump shot from 24 ft (assist by D. Graham),,90,83
290,3,0:53.0,,S. Ibaka misses 2-pt hook shot from 4 ft,90,83
291,3,0:51.0,Defensive rebound by F. Kaminsky,,90,83
292,3,0:37.0,W. Hernangómez makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,93,83
293,3,0:26.0,,O. Anunoby misses 3-pt jump shot from 25 ft (block by J. Lamb),93,83
294,3,0:22.0,Defensive rebound by W. Hernangómez,,93,83
295,3,0:02.0,Shooting foul by S. Ibaka (drawn by D. Graham),,93,83
296,3,0:02.0,D. Graham makes free throw 1 of 2,,94,83
297,3,0:02.0,D. Bacon enters the game for W. Hernangómez,,94,83
298,3,0:02.0,D. Graham makes free throw 2 of 2,,95,83
299,3,0:00.0,,F. VanVleet misses 3-pt jump shot from 41 ft,95,83
300,3,0:00.0,,Offensive rebound by Team,95,83
301,4,11:43.0,J. Lamb misses 2-pt jump shot from 12 ft,,95,83
302,4,11:40.0,,Defensive rebound by F. VanVleet,95,83
303,4,11:36.0,,N. Powell misses 2-pt layup at rim,95,83
304,4,11:34.0,Defensive rebound by W. Hernangómez,,95,83
305,4,11:20.0,F. Kaminsky makes 2-pt jump shot from 3 ft (assist by D. Graham),,97,83
306,4,11:00.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by P. Siakam),97,86
307,4,10:45.0,Turnover by M. Monk (bad pass; steal by N. Powell),,97,86
308,4,10:41.0,,N. Powell makes 2-pt layup from 2 ft,97,88
309,4,10:40.0,Charlotte full timeout,,97,88
310,4,10:32.0,Turnover by D. Graham (lost ball; steal by P. Siakam),,97,88
311,4,10:28.0,,N. Powell makes 2-pt layup from 4 ft,97,90
312,4,10:22.0,W. Hernangómez makes 2-pt dunk from 1 ft (assist by M. Monk),,99,90
313,4,10:05.0,,Turnover by O. Anunoby (lost ball; steal by J. Lamb),99,90
314,4,10:02.0,J. Lamb makes 2-pt dunk from 2 ft,,101,90
315,4,9:40.0,,P. Siakam makes 2-pt layup from 2 ft,101,92
316,4,9:23.0,M. Monk makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),,104,92
317,4,9:01.0,,P. Siakam makes 2-pt hook shot from 4 ft,104,94
318,4,8:51.0,D. Graham misses 2-pt jump shot from 17 ft,,104,94
319,4,8:49.0,,Defensive rebound by O. Anunoby,104,94
320,4,8:42.0,,F. VanVleet misses 2-pt layup from 3 ft,104,94
321,4,8:38.0,,Offensive rebound by S. Ibaka,104,94
322,4,8:38.0,,S. Ibaka misses 2-pt dunk at rim,104,94
323,4,8:37.0,Defensive rebound by M. Monk,,104,94
324,4,8:33.0,D. Graham makes 2-pt jump shot from 12 ft (assist by M. Monk),,106,94
325,4,8:18.0,Personal foul by N. Powell (drawn by D. Graham),,106,94
326,4,8:18.0,,Personal foul by D. Graham (drawn by N. Powell),106,94
327,4,8:18.0,K. Walker enters the game for D. Graham,,106,94
328,4,8:18.0,M. Williams enters the game for W. Hernangómez,,106,94
329,4,8:18.0,,D. Green enters the game for O. Anunoby,106,94
330,4,8:08.0,,Shooting foul by M. Williams (drawn by P. Siakam),106,94
331,4,8:08.0,,P. Siakam makes free throw 1 of 2,106,95
332,4,8:08.0,D. Bacon enters the game for M. Monk,,106,95
333,4,8:08.0,,P. Siakam makes free throw 2 of 2,106,96
334,4,7:50.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,109,96
335,4,7:40.0,,F. VanVleet makes 3-pt jump shot from 26 ft,109,99
336,4,7:20.0,Personal foul by D. Green (drawn by M. Williams),,109,99
337,4,7:20.0,,K. Leonard enters the game for S. Ibaka,109,99
338,4,7:12.0,K. Walker misses 2-pt layup from 2 ft (block by N. Powell),,109,99
339,4,7:09.0,,Defensive rebound by K. Leonard,109,99
340,4,7:06.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Leonard),109,102
341,4,7:05.0,Charlotte full timeout,,109,102
342,4,7:05.0,M. Bridges enters the game for F. Kaminsky,,109,102
343,4,6:43.0,J. Lamb misses 3-pt jump shot from 29 ft,,109,102
344,4,6:41.0,,Defensive rebound by K. Leonard,109,102
345,4,6:31.0,,K. Leonard misses 3-pt jump shot from 26 ft,109,102
346,4,6:27.0,Defensive rebound by D. Bacon,,109,102
347,4,6:07.0,K. Walker misses 3-pt jump shot from 25 ft,,109,102
348,4,6:05.0,,Defensive rebound by D. Green,109,102
349,4,6:03.0,,P. Siakam makes 2-pt dunk at rim (assist by D. Green),109,104
350,4,5:40.0,J. Lamb misses 2-pt jump shot from 21 ft,,109,104
351,4,5:38.0,,Defensive rebound by K. Leonard,109,104
352,4,5:25.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by D. Green),109,106
353,4,5:12.0,Charlotte full timeout,,109,106
354,4,5:12.0,D. Graham enters the game for M. Bridges,,109,106
355,4,5:12.0,F. Kaminsky enters the game for M. Williams,,109,106
356,4,4:55.0,K. Walker misses 2-pt jump shot from 17 ft,,109,106
357,4,4:53.0,,Defensive rebound by P. Siakam,109,106
358,4,4:34.0,,F. VanVleet misses 3-pt jump shot from 25 ft,109,106
359,4,4:30.0,Defensive rebound by K. Walker,,109,106
360,4,4:23.0,D. Bacon misses 2-pt jump shot from 8 ft (block by D. Green),,109,106
361,4,4:19.0,Offensive rebound by D. Bacon,,109,106
362,4,4:17.0,D. Bacon misses 2-pt layup from 1 ft (block by P. Siakam),,109,106
363,4,4:17.0,,Defensive rebound by K. Leonard,109,106
364,4,4:17.0,,Personal foul by F. Kaminsky (drawn by K. Leonard),109,106
365,4,4:17.0,M. Bridges enters the game for J. Lamb,,109,106
366,4,4:11.0,,K. Leonard makes 2-pt jump shot from 5 ft,109,108
367,4,3:53.0,Shooting foul by P. Siakam (drawn by D. Bacon),,109,108
368,4,3:53.0,D. Bacon misses free throw 1 of 2,,109,108
369,4,3:53.0,Offensive rebound by Team,,109,108
370,4,3:53.0,D. Bacon makes free throw 2 of 2,,110,108
371,4,3:31.0,,P. Siakam misses 2-pt jump shot from 11 ft,110,108
372,4,3:28.0,Defensive rebound by K. Walker,,110,108
