,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
387,4,11:30.0,Defensive rebound by D. Smith,,87,80
388,4,11:27.0,L. Dončić misses 3-pt jump shot from 22 ft,,87,80
389,4,11:23.0,,Defensive rebound by D. Dedmon,87,80
390,4,11:17.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by K. Bazemore),87,83
391,4,10:58.0,Personal foul by D. Dedmon (drawn by D. Powell),,87,83
392,4,10:49.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,89,83
393,4,10:40.0,,K. Bazemore misses 3-pt jump shot from 24 ft,89,83
394,4,10:38.0,Defensive rebound by D. Smith,,89,83
395,4,10:31.0,D. Smith makes 2-pt dunk from 1 ft,,91,83
396,4,10:31.0,,Atlanta full timeout,91,83
397,4,10:19.0,,Personal foul by D. Smith (drawn by T. Young),91,83
398,4,10:17.0,,Personal foul by J. Barea (drawn by T. Young),91,83
399,4,10:11.0,,D. Dedmon misses 2-pt jump shot from 15 ft,91,83
400,4,10:08.0,Defensive rebound by L. Dončić,,91,83
401,4,9:58.0,D. Smith makes 2-pt layup from 1 ft (assist by D. Powell),,93,83
402,4,9:37.0,,T. Prince makes 2-pt jump shot from 23 ft,93,85
403,4,9:19.0,J. Barea misses 2-pt layup from 3 ft,,93,85
404,4,9:17.0,,Defensive rebound by D. Bembry,93,85
405,4,9:13.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by D. Bembry),93,88
406,4,8:58.0,Offensive foul by D. Smith (drawn by T. Young),,93,88
407,4,8:58.0,Turnover by D. Smith (offensive foul),,93,88
408,4,8:58.0,D. Finney-Smith enters the game for J. Barea,,93,88
409,4,8:58.0,D. Jordan enters the game for L. Dončić,,93,88
410,4,8:58.0,W. Matthews enters the game for D. Powell,,93,88
411,4,8:58.0,,K. Huerter enters the game for D. Dedmon,93,88
412,4,8:58.0,,O. Spellman enters the game for T. Young,93,88
413,4,8:45.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Bembry),93,90
414,4,8:21.0,W. Matthews makes 2-pt jump shot from 9 ft,,95,90
415,4,8:16.0,,Shooting foul by D. Finney-Smith (drawn by T. Prince),95,90
416,4,8:16.0,,T. Prince misses free throw 1 of 2,95,90
417,4,8:16.0,,Offensive rebound by Team,95,90
418,4,8:16.0,,T. Prince makes free throw 2 of 2,95,91
419,4,7:57.0,W. Matthews misses 2-pt jump shot from 14 ft,,95,91
420,4,7:53.0,,Defensive rebound by D. Bembry,95,91
421,4,7:48.0,,D. Bembry misses 2-pt jump shot from 10 ft,95,91
422,4,7:46.0,,Offensive rebound by D. Bembry,95,91
423,4,7:44.0,,K. Bazemore misses 3-pt jump shot from 23 ft,95,91
424,4,7:44.0,,Offensive rebound by O. Spellman,95,91
425,4,7:37.0,,O. Spellman misses 2-pt layup at rim,95,91
426,4,7:36.0,Defensive rebound by D. Jordan,,95,91
427,4,7:30.0,Turnover by D. Smith (discontinued dribble),,95,91
428,4,7:18.0,,K. Bazemore misses 2-pt layup from 2 ft,95,91
429,4,7:13.0,,Offensive rebound by O. Spellman,95,91
430,4,7:13.0,,O. Spellman misses 2-pt layup at rim,95,91
431,4,7:12.0,Defensive rebound by D. Jordan,,95,91
432,4,7:07.0,D. Smith misses 2-pt layup from 1 ft,,95,91
433,4,7:05.0,,Defensive rebound by D. Bembry,95,91
434,4,7:00.0,,Turnover by D. Bembry (traveling),95,91
435,4,6:49.0,W. Matthews misses 3-pt jump shot from 26 ft,,95,91
436,4,6:46.0,,Defensive rebound by T. Prince,95,91
437,4,6:41.0,,T. Prince misses 3-pt jump shot from 25 ft,95,91
438,4,6:37.0,Defensive rebound by D. Jordan,,95,91
439,4,6:29.0,D. Smith misses 2-pt jump shot from 14 ft,,95,91
440,4,6:26.0,,Defensive rebound by T. Prince,95,91
441,4,6:06.0,,K. Bazemore misses 3-pt jump shot from 25 ft,95,91
442,4,6:03.0,Defensive rebound by W. Matthews,,95,91
443,4,5:55.0,Offensive foul by D. Jordan (drawn by K. Bazemore),,95,91
444,4,5:55.0,Turnover by D. Jordan (offensive foul),,95,91
445,4,5:55.0,J. Barea enters the game for M. Kleber,,95,91
446,4,5:55.0,L. Dončić enters the game for D. Smith,,95,91
447,4,5:55.0,,A. Len enters the game for D. Bembry,95,91
448,4,5:55.0,,T. Young enters the game for T. Prince,95,91
449,4,5:44.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by A. Len),95,93
450,4,5:44.0,Dallas full timeout,,95,93
451,4,5:44.0,,V. Carter enters the game for O. Spellman,95,93
452,4,5:23.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,95,93
453,4,5:21.0,,Defensive rebound by Team,95,93
454,4,5:21.0,,T. Prince enters the game for K. Bazemore,95,93
455,4,5:13.0,,Shooting foul by D. Finney-Smith (drawn by T. Young),95,93
456,4,5:13.0,,T. Young makes free throw 1 of 3,95,94
457,4,5:13.0,,T. Young makes free throw 2 of 3,95,95
458,4,5:13.0,M. Kleber enters the game for J. Barea,,95,95
459,4,5:13.0,D. Smith enters the game for D. Finney-Smith,,95,95
460,4,5:13.0,,T. Young makes free throw 3 of 3,95,96
461,4,4:50.0,L. Dončić makes 2-pt jump shot from 14 ft (assist by W. Matthews),,97,96
462,4,4:34.0,,Shooting foul by M. Kleber (drawn by K. Huerter),97,96
463,4,4:34.0,,K. Huerter makes free throw 1 of 2,97,97
464,4,4:34.0,,K. Huerter misses free throw 2 of 2,97,97
465,4,4:31.0,Defensive rebound by M. Kleber,,97,97
466,4,4:17.0,W. Matthews makes 3-pt jump shot from 26 ft,,100,97
467,4,4:07.0,,T. Young makes 2-pt jump shot from 4 ft,100,99
468,4,3:51.0,Personal foul by T. Prince (drawn by W. Matthews),,100,99
469,4,3:51.0,,K. Bazemore enters the game for K. Huerter,100,99
470,4,3:46.0,W. Matthews misses 3-pt jump shot from 26 ft,,100,99
471,4,3:43.0,,Defensive rebound by V. Carter,100,99
472,4,3:34.0,,T. Young makes 2-pt layup from 3 ft,100,101
473,4,3:20.0,D. Smith misses 2-pt layup from 1 ft (block by A. Len),,100,101
474,4,3:14.0,,Defensive rebound by V. Carter,100,101
475,4,3:01.0,,T. Young misses 2-pt layup from 3 ft (block by M. Kleber),100,101
476,4,2:58.0,Defensive rebound by D. Jordan,,100,101
477,4,2:49.0,Turnover by D. Smith (bad pass; steal by K. Bazemore),,100,101
478,4,2:31.0,,T. Prince misses 2-pt jump shot from 21 ft,100,101
479,4,2:27.0,Defensive rebound by M. Kleber,,100,101
480,4,2:17.0,Personal foul by T. Prince (drawn by L. Dončić),,100,101
481,4,2:17.0,J. Barea enters the game for D. Smith,,100,101
482,4,2:17.0,,D. Bembry enters the game for T. Prince,100,101
483,4,2:10.0,Shooting foul by A. Len (drawn by M. Kleber),,100,101
484,4,2:10.0,M. Kleber misses free throw 1 of 2,,100,101
485,4,2:10.0,Offensive rebound by Team,,100,101
486,4,2:10.0,M. Kleber makes free throw 2 of 2,,101,101
487,4,2:00.0,,K. Bazemore makes 2-pt jump shot from 18 ft (assist by A. Len),101,103
488,4,1:47.0,W. Matthews misses 3-pt jump shot from 26 ft,,101,103
489,4,1:44.0,,Defensive rebound by D. Bembry,101,103
490,4,1:34.0,,A. Len misses 2-pt layup from 1 ft (block by D. Jordan),101,103
491,4,1:29.0,Defensive rebound by L. Dončić,,101,103
492,4,1:18.0,D. Jordan misses 2-pt dunk from 2 ft,,101,103
493,4,1:18.0,,Defensive rebound by Team,101,103
494,4,1:18.0,,Atlanta full timeout,101,103
495,4,1:06.0,,K. Bazemore makes 2-pt dunk from 1 ft (assist by T. Young),101,105
496,4,0:54.0,Shooting foul by D. Bembry (drawn by D. Jordan),,101,105
497,4,0:54.0,D. Jordan misses free throw 1 of 2,,101,105
498,4,0:54.0,Offensive rebound by Team,,101,105
499,4,0:54.0,D. Jordan makes free throw 2 of 2,,102,105
500,4,0:44.0,,Personal foul by W. Matthews (drawn by T. Young),102,105
501,4,0:44.0,,T. Young makes free throw 1 of 2,102,106
502,4,0:44.0,,T. Young makes free throw 2 of 2,102,107
503,4,0:35.0,W. Matthews misses 3-pt jump shot from 26 ft,,102,107
504,4,0:32.0,,Defensive rebound by D. Bembry,102,107
505,4,0:26.0,,Personal foul by W. Matthews (drawn by T. Young),102,107
506,4,0:26.0,,T. Young misses free throw 1 of 2,102,107
507,4,0:26.0,,Offensive rebound by Team,102,107
508,4,0:26.0,J. Brunson enters the game for M. Kleber,,102,107
509,4,0:26.0,,K. Huerter enters the game for A. Len,102,107
510,4,0:26.0,,T. Young makes free throw 2 of 2,102,108
511,4,0:26.0,Dallas full timeout,,102,108
512,4,0:26.0,R. Broekhoff enters the game for J. Barea,,102,108
513,4,0:26.0,D. Powell enters the game for D. Jordan,,102,108
514,4,0:24.0,L. Dončić misses 3-pt jump shot from 27 ft,,102,108
515,4,0:21.0,,Defensive rebound by Team,102,108
516,4,0:20.0,,Personal take foul by J. Brunson (drawn by K. Bazemore),102,108
517,4,0:20.0,,K. Bazemore misses free throw 1 of 2,102,108
518,4,0:20.0,,Offensive rebound by Team,102,108
519,4,0:20.0,,K. Bazemore makes free throw 2 of 2,102,109
520,4,0:12.0,L. Dončić makes 2-pt layup from 1 ft,,104,109
521,4,0:10.0,,Atlanta full timeout,104,109
522,4,0:10.0,D. Finney-Smith enters the game for R. Broekhoff,,104,109
523,4,0:10.0,,A. Len enters the game for D. Bembry,104,109
524,4,0:07.0,,Personal take foul by D. Finney-Smith (drawn by T. Young),104,109
525,4,0:07.0,J. Barea enters the game for D. Finney-Smith,,104,109
526,4,0:07.0,,T. Young makes free throw 1 of 2,104,110
527,4,0:07.0,,T. Young makes free throw 2 of 2,104,111
