,QUARTER,TIME_REMAINING,DALLAS_ACTION,UTAH_ACTION,DALLAS_SCORE,UTAH_SCORE
0,1,11:47.0,T. Hardaway makes 2-pt jump shot from 11 ft (assist by J. Brunson),,2,0
1,1,11:29.0,,J. Ingles misses 3-pt jump shot from 27 ft,2,0
2,1,11:27.0,Defensive rebound by J. Brunson,,2,0
3,1,11:20.0,T. Hardaway misses 2-pt jump shot from 18 ft,,2,0
4,1,11:17.0,,Defensive rebound by R. Gobert,2,0
5,1,11:13.0,,D. Mitchell makes 2-pt layup from 3 ft,2,2
6,1,11:13.0,,Shooting foul by D. Finney-Smith (drawn by D. Mitchell),2,2
7,1,11:13.0,,D. Mitchell makes free throw 1 of 1,2,3
8,1,10:56.0,Turnover by J. Brunson (bad pass; steal by R. Rubio),,2,3
9,1,10:44.0,,D. Favors misses 3-pt jump shot from 24 ft,2,3
10,1,10:41.0,Defensive rebound by D. Finney-Smith,,2,3
11,1,10:35.0,J. Brunson misses 2-pt jump shot from 6 ft,,2,3
12,1,10:35.0,,Defensive rebound by Team,2,3
13,1,10:16.0,,R. Rubio misses 3-pt jump shot from 26 ft,2,3
14,1,10:13.0,,Offensive rebound by J. Ingles,2,3
15,1,10:01.0,,D. Favors misses 2-pt jump shot from 15 ft,2,3
16,1,9:58.0,Defensive rebound by S. Mejri,,2,3
17,1,9:53.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,2,3
18,1,9:49.0,Offensive rebound by T. Hardaway,,2,3
19,1,9:42.0,S. Mejri misses 2-pt jump shot from 12 ft,,2,3
20,1,9:39.0,,Defensive rebound by R. Gobert,2,3
21,1,9:30.0,,Turnover by D. Mitchell (bad pass; steal by S. Mejri),2,3
22,1,9:26.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by T. Hardaway),,4,3
23,1,9:10.0,,J. Ingles misses 3-pt jump shot from 24 ft,4,3
24,1,9:08.0,Defensive rebound by D. Nowitzki,,4,3
25,1,8:49.0,J. Brunson misses 2-pt jump shot from 15 ft,,4,3
26,1,8:45.0,,Defensive rebound by D. Mitchell,4,3
27,1,8:42.0,,Shooting foul by D. Nowitzki (drawn by D. Mitchell),4,3
28,1,8:42.0,,D. Mitchell makes free throw 1 of 2,4,4
29,1,8:42.0,,D. Mitchell makes free throw 2 of 2,4,5
30,1,8:21.0,D. Finney-Smith makes 2-pt jump shot from 14 ft,,6,5
31,1,8:03.0,,R. Rubio makes 2-pt layup from 1 ft (assist by J. Ingles),6,7
32,1,7:51.0,J. Brunson misses 2-pt jump shot from 15 ft,,6,7
33,1,7:48.0,,Defensive rebound by D. Mitchell,6,7
34,1,7:44.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by J. Ingles),6,9
35,1,7:43.0,Dallas full timeout,,6,9
36,1,7:25.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Brunson),,9,9
37,1,7:09.0,,J. Ingles makes 2-pt layup from 2 ft (assist by D. Mitchell),9,11
38,1,6:59.0,D. Finney-Smith makes 3-pt jump shot from 25 ft,,12,11
39,1,6:45.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),12,13
40,1,6:26.0,Turnover by S. Mejri (out of bounds lost ball),,12,13
41,1,6:26.0,C. Lee enters the game for S. Mejri,,12,13
42,1,6:26.0,D. Powell enters the game for D. Nowitzki,,12,13
43,1,6:26.0,,J. Crowder enters the game for D. Favors,12,13
44,1,6:26.0,,K. Korver enters the game for J. Ingles,12,13
45,1,6:15.0,,Personal foul by J. Brunson (drawn by R. Gobert),12,13
46,1,6:05.0,,K. Korver misses 3-pt jump shot from 28 ft,12,13
47,1,6:02.0,Defensive rebound by J. Brunson,,12,13
48,1,5:55.0,J. Brunson misses 2-pt jump shot from 9 ft,,12,13
49,1,5:53.0,,Defensive rebound by J. Crowder,12,13
50,1,5:48.0,,R. Rubio makes 2-pt layup from 3 ft (assist by J. Crowder),12,15
51,1,5:38.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Powell),,15,15
52,1,5:20.0,,D. Mitchell misses 2-pt layup from 5 ft,15,15
53,1,5:19.0,,Offensive rebound by Team,15,15
54,1,5:19.0,T. Burke enters the game for J. Brunson,,15,15
55,1,5:10.0,,Turnover by D. Mitchell (bad pass),15,15
56,1,5:04.0,Personal foul by D. Mitchell (drawn by D. Powell),,15,15
57,1,4:56.0,Shooting foul by R. Gobert (drawn by D. Powell),,15,15
58,1,4:56.0,D. Powell makes free throw 1 of 2,,16,15
59,1,4:56.0,D. Powell makes free throw 2 of 2,,17,15
60,1,4:40.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),17,18
61,1,4:24.0,C. Lee misses 2-pt layup from 2 ft (block by R. Gobert),,17,18
62,1,4:21.0,,Defensive rebound by K. Korver,17,18
