,QUARTER,TIME_REMAINING,DALLAS_ACTION,TORONTO_ACTION,DALLAS_SCORE,TORONTO_SCORE
68,1,4:19.0,Shooting foul by D. Green (drawn by L. Dončić),,11,22
69,1,4:19.0,L. Dončić makes free throw 1 of 2,,12,22
70,1,4:19.0,M. Kleber enters the game for W. Matthews,,12,22
71,1,4:19.0,,M. Richardson enters the game for K. Leonard,12,22
72,1,4:19.0,L. Dončić makes free throw 2 of 2,,13,22
73,1,4:06.0,,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),13,24
74,1,3:57.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,15,24
75,1,3:44.0,,Shooting foul by D. Powell (drawn by D. Green),15,24
76,1,3:44.0,,D. Green makes free throw 1 of 3,15,25
77,1,3:44.0,,D. Green makes free throw 2 of 3,15,26
78,1,3:44.0,H. Barnes enters the game for L. Dončić,,15,26
79,1,3:44.0,,D. Green makes free throw 3 of 3,15,27
80,1,3:35.0,J. Barea misses 2-pt jump shot from 3 ft,,15,27
81,1,3:33.0,,Defensive rebound by K. Lowry,15,27
82,1,3:28.0,,Turnover by S. Ibaka (lost ball; steal by M. Kleber),15,27
83,1,3:19.0,D. Powell makes 2-pt layup from 2 ft,,17,27
84,1,3:10.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),17,29
85,1,2:53.0,J. Barea makes 2-pt jump shot from 10 ft,,19,29
86,1,2:36.0,,M. Richardson misses 3-pt jump shot from 27 ft,19,29
87,1,2:32.0,,Offensive rebound by D. Green,19,29
88,1,2:26.0,,D. Green makes 3-pt jump shot from 23 ft (assist by P. Siakam),19,32
89,1,2:11.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by J. Barea),,22,32
90,1,2:04.0,,Personal foul by D. Finney-Smith (drawn by K. Lowry),22,32
91,1,2:04.0,,Toronto full timeout,22,32
92,1,2:04.0,,C. Miles enters the game for D. Green,22,32
93,1,2:04.0,,N. Powell enters the game for P. Siakam,22,32
94,1,2:04.0,,K. Lowry makes free throw 1 of 2,22,33
95,1,2:04.0,,K. Lowry misses free throw 2 of 2,22,33
96,1,2:02.0,Defensive rebound by D. Powell,,22,33
97,1,1:52.0,J. Barea misses 2-pt layup from 3 ft (block by S. Ibaka),,22,33
98,1,1:50.0,,Defensive rebound by C. Miles,22,33
99,1,1:46.0,,S. Ibaka makes 2-pt jump shot from 3 ft (assist by K. Lowry),22,35
100,1,1:46.0,,Shooting foul by D. Powell (drawn by S. Ibaka),22,35
101,1,1:46.0,,L. Brown enters the game for K. Lowry,22,35
102,1,1:46.0,,S. Ibaka makes free throw 1 of 1,22,36
103,1,1:24.0,H. Barnes misses 2-pt hook shot from 4 ft,,22,36
104,1,1:23.0,,Defensive rebound by L. Brown,22,36
105,1,1:10.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by S. Ibaka),22,39
106,1,1:07.0,Dallas full timeout,,22,39
107,1,0:55.0,H. Barnes makes 2-pt jump shot from 6 ft,,24,39
108,1,0:55.0,Shooting foul by N. Powell (drawn by H. Barnes),,24,39
109,1,0:55.0,H. Barnes makes free throw 1 of 1,,25,39
110,1,0:34.0,,S. Ibaka misses 2-pt jump shot from 12 ft,25,39
111,1,0:32.0,Defensive rebound by M. Kleber,,25,39
112,1,0:24.0,H. Barnes misses 2-pt layup from 2 ft (block by S. Ibaka),,25,39
113,1,0:23.0,Offensive rebound by Team,,25,39
114,1,0:11.0,H. Barnes misses 3-pt jump shot from 25 ft,,25,39
115,1,0:08.0,Offensive rebound by Team,,25,39
116,1,0:08.0,,Loose ball foul by L. Brown (drawn by M. Kleber),25,39
117,1,0:08.0,M. Kleber misses free throw 1 of 2,,25,39
118,1,0:08.0,Offensive rebound by Team,,25,39
119,1,0:08.0,J. Brunson enters the game for J. Barea,,25,39
120,1,0:08.0,M. Kleber makes free throw 2 of 2,,26,39
121,1,0:03.0,,L. Brown misses 3-pt jump shot from 26 ft,26,39
122,1,0:03.0,,Offensive rebound by S. Ibaka,26,39
123,2,11:43.0,H. Barnes misses 2-pt layup from 2 ft,,26,39
124,2,11:40.0,,Defensive rebound by N. Powell,26,39
125,2,11:18.0,,S. Ibaka misses 2-pt hook shot from 11 ft,26,39
126,2,11:16.0,Defensive rebound by M. Kleber,,26,39
127,2,11:10.0,H. Barnes makes 2-pt layup from 2 ft (assist by J. Barea),,28,39
128,2,11:01.0,,Turnover by L. Brown (bad pass; steal by D. Powell),28,39
129,2,10:55.0,Turnover by D. Powell (bad pass; steal by K. Leonard),,28,39
130,2,10:51.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by K. Leonard),28,42
131,2,10:49.0,Dallas full timeout,,28,42
132,2,10:49.0,J. Brunson enters the game for D. Finney-Smith,,28,42
133,2,10:39.0,Personal foul by C. Miles (drawn by M. Kleber),,28,42
134,2,10:35.0,J. Barea misses 2-pt jump shot from 10 ft,,28,42
135,2,10:33.0,Offensive rebound by J. Barea,,28,42
136,2,10:31.0,J. Barea makes 2-pt jump shot from 1 ft,,30,42
137,2,10:15.0,,K. Leonard makes 2-pt jump shot from 18 ft,30,44
138,2,10:03.0,J. Barea misses 2-pt layup from 4 ft,,30,44
139,2,10:01.0,,Defensive rebound by S. Ibaka,30,44
140,2,9:53.0,,L. Brown misses 2-pt jump shot from 6 ft,30,44
141,2,9:51.0,Defensive rebound by M. Kleber,,30,44
142,2,9:43.0,J. Brunson misses 2-pt jump shot from 9 ft,,30,44
143,2,9:41.0,,Defensive rebound by K. Leonard,30,44
144,2,9:37.0,,C. Miles misses 2-pt layup from 2 ft (block by M. Kleber),30,44
145,2,9:37.0,,Offensive rebound by Team,30,44
146,2,9:37.0,L. Dončić enters the game for J. Barea,,30,44
147,2,9:37.0,W. Matthews enters the game for H. Barnes,,30,44
148,2,9:37.0,Violation by Team (delay of game),,30,44
149,2,9:31.0,,S. Ibaka misses 3-pt jump shot from 25 ft,30,44
150,2,9:27.0,Defensive rebound by M. Kleber,,30,44
151,2,9:07.0,W. Matthews misses 3-pt jump shot from 27 ft,,30,44
152,2,9:04.0,,Defensive rebound by C. Miles,30,44
153,2,9:01.0,,S. Ibaka misses 2-pt layup from 4 ft,30,44
154,2,8:58.0,,Offensive rebound by S. Ibaka,30,44
155,2,8:55.0,,Turnover by S. Ibaka (bad pass; steal by J. Brunson),30,44
156,2,8:49.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by M. Kleber),,33,44
157,2,8:25.0,,Turnover by S. Ibaka (3 sec),33,44
158,2,8:18.0,Turnover by L. Dončić (bad pass; steal by C. Miles),,33,44
159,2,8:15.0,,C. Miles makes 2-pt dunk from 2 ft,33,46
160,2,7:55.0,W. Matthews makes 2-pt jump shot from 11 ft,,35,46
161,2,7:37.0,,K. Leonard makes 2-pt jump shot from 11 ft,35,48
162,2,7:18.0,Shooting foul by C. Miles (drawn by L. Dončić),,35,48
163,2,7:18.0,L. Dončić makes free throw 1 of 2,,36,48
164,2,7:18.0,D. Jordan enters the game for D. Powell,,36,48
165,2,7:18.0,,K. Lowry enters the game for L. Brown,36,48
166,2,7:18.0,,P. Siakam enters the game for N. Powell,36,48
167,2,7:18.0,L. Dončić makes free throw 2 of 2,,37,48
168,2,7:02.0,,Personal foul by W. Matthews (drawn by K. Leonard),37,48
169,2,6:57.0,,K. Leonard misses 2-pt jump shot from 7 ft,37,48
170,2,6:54.0,Defensive rebound by M. Kleber,,37,48
171,2,6:54.0,,J. Valančiūnas enters the game for S. Ibaka,37,48
172,2,6:45.0,M. Kleber makes 2-pt dunk from 1 ft (assist by W. Matthews),,39,48
173,2,6:33.0,,C. Miles makes 2-pt layup from 1 ft (assist by K. Lowry),39,50
174,2,6:22.0,W. Matthews makes 2-pt layup from 1 ft (assist by D. Jordan),,41,50
175,2,6:02.0,,J. Valančiūnas misses 2-pt hook shot from 3 ft,41,50
176,2,6:00.0,Defensive rebound by D. Jordan,,41,50
177,2,5:55.0,J. Brunson misses 2-pt layup from 2 ft (block by K. Lowry),,41,50
178,2,5:55.0,Offensive rebound by Team,,41,50
179,2,5:55.0,,D. Green enters the game for C. Miles,41,50
180,2,5:51.0,W. Matthews makes 2-pt jump shot from 10 ft (assist by L. Dončić),,43,50
181,2,5:37.0,,J. Valančiūnas misses 2-pt layup from 2 ft (block by M. Kleber),43,50
182,2,5:34.0,Defensive rebound by J. Brunson,,43,50
183,2,5:25.0,W. Matthews misses 2-pt layup from 1 ft,,43,50
184,2,5:21.0,Offensive rebound by D. Jordan,,43,50
185,2,5:21.0,D. Jordan makes 2-pt dunk at rim,,45,50
186,2,5:20.0,,Toronto full timeout,45,50
187,2,5:07.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by J. Valančiūnas),45,53
188,2,4:45.0,D. Jordan makes 2-pt hook shot from 7 ft,,47,53
189,2,4:32.0,,Personal foul by J. Brunson (drawn by K. Leonard),47,53
190,2,4:32.0,D. Finney-Smith enters the game for W. Matthews,,47,53
191,2,4:17.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),47,55
192,2,3:54.0,M. Kleber misses 3-pt jump shot from 30 ft,,47,55
193,2,3:52.0,,Defensive rebound by K. Leonard,47,55
194,2,3:39.0,,K. Leonard misses 2-pt layup from 3 ft,47,55
195,2,3:37.0,Defensive rebound by D. Jordan,,47,55
196,2,3:33.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by L. Dončić),,50,55
197,2,3:24.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by K. Lowry),50,58
198,2,3:09.0,Turnover by L. Dončić (out of bounds lost ball),,50,58
199,2,3:09.0,H. Barnes enters the game for D. Finney-Smith,,50,58
200,2,3:09.0,W. Matthews enters the game for M. Kleber,,50,58
201,2,3:09.0,,N. Powell enters the game for K. Leonard,50,58
202,2,2:56.0,,J. Valančiūnas makes 2-pt hook shot from 7 ft,50,60
203,2,2:35.0,L. Dončić makes 3-pt jump shot from 23 ft (assist by J. Brunson),,53,60
204,2,2:27.0,,K. Lowry makes 3-pt jump shot from 29 ft,53,63
205,2,2:03.0,L. Dončić misses 2-pt jump shot from 14 ft,,53,63
206,2,1:59.0,,Defensive rebound by K. Lowry,53,63
207,2,1:55.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,53,63
208,2,1:52.0,Defensive rebound by J. Brunson,,53,63
209,2,1:34.0,H. Barnes makes 2-pt layup from 1 ft (assist by D. Jordan),,55,63
210,2,1:17.0,,J. Valančiūnas misses 2-pt dunk from 2 ft (block by H. Barnes),55,63
211,2,1:13.0,,Offensive rebound by J. Valančiūnas,55,63
212,2,1:12.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,55,65
213,2,0:57.0,Shooting foul by J. Valančiūnas (drawn by D. Jordan),,55,65
214,2,0:57.0,D. Jordan makes free throw 1 of 2,,56,65
215,2,0:57.0,D. Finney-Smith enters the game for L. Dončić,,56,65
216,2,0:57.0,,S. Ibaka enters the game for P. Siakam,56,65
217,2,0:57.0,,K. Leonard enters the game for J. Valančiūnas,56,65
218,2,0:57.0,D. Jordan makes free throw 2 of 2,,57,65
219,2,0:49.0,,Shooting foul by D. Finney-Smith (drawn by K. Leonard),57,65
220,2,0:49.0,,K. Leonard makes free throw 1 of 2,57,66
221,2,0:49.0,,K. Leonard makes free throw 2 of 2,57,67
222,2,0:32.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,57,67
223,2,0:29.0,,Defensive rebound by K. Leonard,57,67
224,2,0:05.0,,K. Lowry makes 2-pt jump shot from 2 ft (assist by K. Leonard),57,69
225,2,0:00.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by J. Brunson),,60,69
226,3,11:44.0,J. Brunson misses 3-pt jump shot from 27 ft,,60,69
227,3,11:40.0,,Defensive rebound by K. Leonard,60,69
228,3,11:24.0,,K. Leonard misses 3-pt jump shot from 25 ft,60,69
229,3,11:22.0,Defensive rebound by D. Jordan,,60,69
230,3,11:08.0,H. Barnes misses 2-pt jump shot from 8 ft,,60,69
231,3,11:06.0,,Defensive rebound by J. Valančiūnas,60,69
232,3,11:01.0,,D. Green makes 3-pt jump shot from 26 ft,60,72
233,3,10:42.0,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Jordan),,62,72
234,3,10:23.0,,J. Valančiūnas misses 2-pt hook shot from 3 ft,62,72
235,3,10:21.0,Defensive rebound by J. Brunson,,62,72
236,3,10:15.0,J. Brunson misses 2-pt jump shot from 6 ft,,62,72
237,3,10:09.0,Offensive rebound by D. Jordan,,62,72
238,3,10:09.0,D. Jordan misses 2-pt layup from 1 ft,,62,72
239,3,10:08.0,,Defensive rebound by K. Lowry,62,72
240,3,10:05.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by K. Lowry),62,74
241,3,9:38.0,Personal foul by D. Green (drawn by H. Barnes),,62,74
242,3,9:26.0,H. Barnes misses 2-pt jump shot from 17 ft,,62,74
243,3,9:24.0,,Defensive rebound by P. Siakam,62,74
244,3,9:10.0,,K. Lowry makes 2-pt jump shot from 21 ft,62,76
245,3,8:59.0,L. Dončić makes 2-pt hook shot from 3 ft,,64,76
246,3,8:51.0,,K. Lowry makes 2-pt layup from 1 ft,64,78
247,3,8:37.0,W. Matthews misses 3-pt jump shot from 26 ft,,64,78
248,3,8:34.0,,Defensive rebound by D. Green,64,78
249,3,8:29.0,,P. Siakam misses 2-pt jump shot from 5 ft,64,78
250,3,8:28.0,Defensive rebound by H. Barnes,,64,78
251,3,8:19.0,Turnover by W. Matthews (out of bounds lost ball),,64,78
252,3,8:08.0,,K. Lowry makes 3-pt jump shot from 28 ft,64,81
253,3,8:07.0,Dallas full timeout,,64,81
254,3,7:54.0,J. Brunson makes 2-pt layup from 1 ft (assist by H. Barnes),,66,81
255,3,7:38.0,Violation by Team (kicked ball),,66,81
256,3,7:33.0,,Shooting foul by W. Matthews (drawn by K. Leonard),66,81
257,3,7:33.0,,K. Leonard makes free throw 1 of 2,66,82
258,3,7:33.0,,K. Leonard makes free throw 2 of 2,66,83
259,3,7:17.0,J. Brunson makes 3-pt jump shot from 27 ft (assist by L. Dončić),,69,83
260,3,7:04.0,,K. Leonard makes 2-pt jump shot from 12 ft,69,85
261,3,6:52.0,Shooting foul by J. Valančiūnas (drawn by D. Jordan),,69,85
262,3,6:52.0,D. Jordan makes free throw 1 of 2,,70,85
263,3,6:52.0,,S. Ibaka enters the game for J. Valančiūnas,70,85
264,3,6:52.0,D. Jordan makes free throw 2 of 2,,71,85
265,3,6:37.0,,K. Leonard misses 2-pt jump shot from 11 ft,71,85
266,3,6:33.0,Defensive rebound by D. Jordan,,71,85
267,3,6:26.0,L. Dončić makes 3-pt jump shot from 27 ft (assist by H. Barnes),,74,85
268,3,6:01.0,,Personal foul by W. Matthews (drawn by K. Leonard),74,85
269,3,5:46.0,,K. Lowry makes 2-pt jump shot from 19 ft,74,87
270,3,5:33.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by D. Jordan),,77,87
271,3,5:22.0,,K. Lowry misses 2-pt jump shot from 15 ft,77,87
272,3,5:19.0,Defensive rebound by D. Jordan,,77,87
273,3,5:15.0,J. Brunson makes 3-pt jump shot from 27 ft,,80,87
274,3,5:13.0,,Toronto full timeout,80,87
275,3,5:13.0,D. Finney-Smith enters the game for H. Barnes,,80,87
276,3,5:13.0,M. Kleber enters the game for W. Matthews,,80,87
277,3,5:13.0,,C. Miles enters the game for P. Siakam,80,87
278,3,5:01.0,,Offensive foul by S. Ibaka (drawn by L. Dončić),80,87
279,3,5:01.0,,Turnover by S. Ibaka (offensive foul),80,87
280,3,4:46.0,Shooting foul by C. Miles (drawn by M. Kleber),,80,87
281,3,4:46.0,M. Kleber makes free throw 1 of 2,,81,87
282,3,4:46.0,M. Kleber makes free throw 2 of 2,,82,87
283,3,4:34.0,,C. Miles misses 2-pt layup from 2 ft (block by M. Kleber),82,87
284,3,4:31.0,Defensive rebound by L. Dončić,,82,87
285,3,4:29.0,D. Finney-Smith misses 2-pt layup from 1 ft (block by D. Green),,82,87
286,3,4:29.0,Offensive rebound by Team,,82,87
287,3,4:20.0,J. Brunson misses 2-pt layup from 2 ft,,82,87
288,3,4:17.0,Offensive rebound by D. Jordan,,82,87
289,3,4:17.0,D. Jordan makes 2-pt layup from 1 ft,,84,87
290,3,4:02.0,,K. Leonard makes 2-pt jump shot from 12 ft (assist by K. Lowry),84,89
291,3,3:49.0,Turnover by D. Jordan (bad pass),,84,89
292,3,3:42.0,,Offensive foul by C. Miles (drawn by J. Brunson),84,89
293,3,3:42.0,,Turnover by C. Miles (offensive foul),84,89
294,3,3:42.0,,M. Richardson enters the game for K. Leonard,84,89
295,3,3:18.0,L. Dončić misses 3-pt jump shot from 27 ft,,84,89
296,3,3:18.0,Offensive rebound by Team,,84,89
297,3,3:18.0,Turnover by Team (shot clock),,84,89
298,3,3:03.0,,S. Ibaka misses 2-pt jump shot from 16 ft,84,89
299,3,3:03.0,,Offensive rebound by M. Richardson,84,89
300,3,3:03.0,J. Barea enters the game for J. Brunson,,84,89
301,3,3:03.0,,N. Powell enters the game for D. Green,84,89
302,3,2:46.0,,K. Lowry misses 2-pt layup from 1 ft,84,89
303,3,2:44.0,Defensive rebound by D. Finney-Smith,,84,89
304,3,2:33.0,Shooting foul by S. Ibaka (drawn by D. Jordan),,84,89
305,3,2:33.0,D. Jordan makes free throw 1 of 2,,85,89
306,3,2:33.0,D. Jordan makes free throw 2 of 2,,86,89
307,3,2:21.0,,Shooting foul by D. Finney-Smith (drawn by M. Richardson),86,89
308,3,2:21.0,,M. Richardson misses free throw 1 of 2,86,89
309,3,2:21.0,,Offensive rebound by Team,86,89
310,3,2:21.0,,L. Brown enters the game for K. Lowry,86,89
311,3,2:21.0,,P. Siakam enters the game for C. Miles,86,89
312,3,2:21.0,,M. Richardson makes free throw 2 of 2,86,90
313,3,2:06.0,J. Barea misses 3-pt jump shot from 25 ft,,86,90
314,3,2:02.0,,Defensive rebound by S. Ibaka,86,90
315,3,1:55.0,,Turnover by N. Powell (bad pass; steal by D. Finney-Smith),86,90
316,3,1:51.0,D. Finney-Smith makes 2-pt dunk from 2 ft,,88,90
317,3,1:37.0,,Turnover by S. Ibaka (traveling),88,90
318,3,1:31.0,Personal foul by L. Brown (drawn by J. Barea),,88,90
319,3,1:31.0,J. Barea makes free throw 1 of 2,,89,90
320,3,1:31.0,H. Barnes enters the game for L. Dončić,,89,90
321,3,1:31.0,D. Powell enters the game for D. Jordan,,89,90
322,3,1:31.0,J. Barea misses free throw 2 of 2,,89,90
323,3,1:29.0,,Defensive rebound by P. Siakam,89,90
324,3,1:10.0,,L. Brown misses 2-pt layup from 3 ft (block by M. Kleber),89,90
325,3,1:08.0,Defensive rebound by H. Barnes,,89,90
326,3,0:58.0,Personal foul by M. Richardson (drawn by H. Barnes),,89,90
327,3,0:58.0,H. Barnes misses free throw 1 of 2,,89,90
328,3,0:58.0,Offensive rebound by Team,,89,90
329,3,0:58.0,H. Barnes misses free throw 2 of 2,,89,90
330,3,0:57.0,,Defensive rebound by Team,89,90
331,3,0:45.0,,L. Brown misses 2-pt jump shot from 15 ft,89,90
332,3,0:43.0,Defensive rebound by D. Powell,,89,90
333,3,0:31.0,H. Barnes misses 2-pt jump shot from 10 ft,,89,90
334,3,0:28.0,Offensive rebound by D. Finney-Smith,,89,90
335,3,0:28.0,D. Finney-Smith misses 2-pt layup from 1 ft,,89,90
336,3,0:27.0,,Defensive rebound by N. Powell,89,90
337,3,0:18.0,,N. Powell makes 2-pt layup from 2 ft,89,92
338,3,0:18.0,Violation by Team (def goaltending),,89,92
339,3,0:00.0,J. Barea misses 2-pt jump shot from 8 ft,,89,92
340,3,0:00.0,Offensive rebound by Team,,89,92
341,4,11:37.0,,P. Siakam makes 2-pt jump shot from 2 ft,89,94
342,4,11:22.0,D. Finney-Smith misses 2-pt layup from 1 ft,,89,94
343,4,11:19.0,,Defensive rebound by S. Ibaka,89,94
344,4,11:09.0,,K. Leonard misses 2-pt jump shot from 15 ft,89,94
345,4,11:05.0,Defensive rebound by M. Kleber,,89,94
346,4,11:00.0,M. Kleber misses 3-pt jump shot from 25 ft,,89,94
347,4,10:58.0,,Defensive rebound by Team,89,94
348,4,10:58.0,W. Matthews enters the game for D. Finney-Smith,,89,94
349,4,10:46.0,,Turnover by P. Siakam (lost ball; steal by D. Powell),89,94
350,4,10:37.0,J. Barea misses 2-pt layup from 4 ft,,89,94
351,4,10:34.0,,Defensive rebound by K. Leonard,89,94
352,4,10:27.0,,L. Brown makes 3-pt jump shot from 25 ft (assist by P. Siakam),89,97
353,4,10:26.0,Dallas full timeout,,89,97
354,4,10:18.0,Turnover by J. Barea (bad pass; steal by L. Brown),,89,97
355,4,10:15.0,,L. Brown makes 2-pt dunk at rim,89,99
356,4,10:01.0,W. Matthews misses 3-pt jump shot from 27 ft (block by K. Leonard),,89,99
357,4,9:58.0,,Defensive rebound by P. Siakam,89,99
358,4,9:52.0,,S. Ibaka misses 3-pt jump shot from 26 ft,89,99
359,4,9:49.0,Defensive rebound by J. Barea,,89,99
360,4,9:35.0,H. Barnes misses 2-pt layup from 2 ft,,89,99
361,4,9:35.0,Offensive rebound by H. Barnes,,89,99
362,4,9:35.0,Shooting foul by P. Siakam (drawn by H. Barnes),,89,99
363,4,9:35.0,H. Barnes makes free throw 1 of 2,,90,99
364,4,9:35.0,H. Barnes makes free throw 2 of 2,,91,99
365,4,9:21.0,,K. Leonard misses 2-pt jump shot from 15 ft,91,99
366,4,9:18.0,Defensive rebound by H. Barnes,,91,99
367,4,9:13.0,Offensive foul by D. Powell (drawn by K. Leonard),,91,99
368,4,9:13.0,Turnover by D. Powell (offensive foul),,91,99
369,4,9:02.0,,Offensive foul by P. Siakam (drawn by W. Matthews),91,99
370,4,9:02.0,,Turnover by P. Siakam (offensive foul),91,99
371,4,8:45.0,J. Barea misses 2-pt jump shot from 19 ft,,91,99
372,4,8:43.0,,Defensive rebound by K. Leonard,91,99
373,4,8:37.0,,S. Ibaka makes 2-pt dunk at rim (assist by K. Leonard),91,101
374,4,8:36.0,Dallas full timeout,,91,101
375,4,8:36.0,J. Brunson enters the game for J. Barea,,91,101
376,4,8:36.0,L. Dončić enters the game for H. Barnes,,91,101
377,4,8:36.0,D. Jordan enters the game for D. Powell,,91,101
378,4,8:36.0,,K. Lowry enters the game for K. Leonard,91,101
379,4,8:17.0,Turnover by J. Brunson (bad pass; steal by N. Powell),,91,101
380,4,8:09.0,,S. Ibaka misses 2-pt jump shot from 12 ft,91,101
381,4,8:06.0,Defensive rebound by D. Jordan,,91,101
382,4,7:46.0,D. Jordan misses 2-pt jump shot from 21 ft,,91,101
