,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DALLAS_ACTION,PORTLAND_SCORE,DALLAS_SCORE
0,1,11:40.0,J. Nurkić misses 2-pt hook shot from 7 ft,,0,0
1,1,11:37.0,,Defensive rebound by L. Dončić,0,0
2,1,11:18.0,,L. Dončić misses 3-pt jump shot from 28 ft,0,0
3,1,11:14.0,Defensive rebound by A. Aminu,,0,0
4,1,11:02.0,A. Aminu makes 2-pt jump shot from 10 ft,,2,0
5,1,10:53.0,,L. Dončić makes 2-pt dunk from 1 ft,2,2
6,1,10:53.0,,Shooting foul by J. Nurkić (drawn by L. Dončić),2,2
7,1,10:53.0,,L. Dončić makes free throw 1 of 1,2,3
8,1,10:45.0,D. Lillard misses 2-pt jump shot from 18 ft,,2,3
9,1,10:42.0,,Defensive rebound by L. Dončić,2,3
10,1,10:37.0,,T. Hardaway makes 2-pt layup from 2 ft,2,5
11,1,10:24.0,C. McCollum makes 2-pt jump shot from 13 ft,,4,5
12,1,10:04.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,4,5
13,1,10:00.0,Defensive rebound by M. Harkless,,4,5
14,1,9:51.0,J. Nurkić makes 2-pt jump shot from 3 ft (assist by C. McCollum),,6,5
15,1,9:39.0,,M. Kleber misses 2-pt jump shot from 3 ft,6,5
16,1,9:36.0,,Offensive rebound by J. Brunson,6,5
17,1,9:35.0,,J. Brunson makes 2-pt layup at rim,6,7
18,1,9:22.0,A. Aminu misses 3-pt jump shot from 26 ft,,6,7
19,1,9:22.0,,Defensive rebound by L. Dončić,6,7
20,1,9:16.0,,M. Kleber misses 3-pt jump shot from 26 ft,6,7
21,1,9:14.0,,Offensive rebound by Team,6,7
22,1,9:14.0,Loose ball foul by J. Nurkić (drawn by L. Dončić),,6,7
23,1,9:10.0,,Personal foul by C. McCollum (drawn by T. Hardaway),6,7
24,1,8:56.0,,M. Kleber misses 2-pt jump shot from 13 ft,6,7
25,1,8:55.0,Defensive rebound by D. Lillard,,6,7
26,1,8:44.0,M. Harkless misses 2-pt jump shot from 5 ft,,6,7
27,1,8:40.0,,Defensive rebound by D. Finney-Smith,6,7
28,1,8:28.0,,Turnover by L. Dončić (lost ball; steal by M. Harkless),6,7
29,1,8:24.0,D. Lillard makes 2-pt jump shot from 5 ft (assist by C. McCollum),,8,7
30,1,8:09.0,,T. Hardaway misses 2-pt jump shot from 18 ft,8,7
31,1,8:06.0,Defensive rebound by J. Nurkić,,8,7
32,1,7:57.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,10,7
33,1,7:45.0,,L. Dončić makes 2-pt layup from 2 ft,10,9
34,1,7:33.0,C. McCollum misses 3-pt jump shot from 27 ft,,10,9
35,1,7:30.0,,Defensive rebound by L. Dončić,10,9
36,1,7:19.0,,Turnover by J. Brunson (lost ball; steal by D. Lillard),10,9
37,1,7:13.0,D. Lillard misses 2-pt jump shot from 10 ft,,10,9
38,1,7:10.0,,Defensive rebound by Team,10,9
39,1,6:54.0,,Turnover by J. Brunson (lost ball; steal by D. Lillard),10,9
40,1,6:41.0,C. McCollum misses 2-pt jump shot from 17 ft,,10,9
41,1,6:38.0,,Defensive rebound by J. Brunson,10,9
42,1,6:34.0,,T. Hardaway misses 3-pt jump shot from 28 ft,10,9
43,1,6:31.0,Defensive rebound by J. Nurkić,,10,9
44,1,6:24.0,Turnover by D. Lillard (traveling),,10,9
45,1,6:24.0,,Dallas full timeout,10,9
46,1,6:24.0,,T. Burke enters the game for L. Dončić,10,9
47,1,6:24.0,,D. Powell enters the game for M. Kleber,10,9
48,1,6:07.0,,T. Hardaway makes 2-pt jump shot from 12 ft,10,11
49,1,5:42.0,Offensive foul by M. Harkless (drawn by J. Brunson),,10,11
50,1,5:42.0,Turnover by M. Harkless (offensive foul),,10,11
51,1,5:42.0,Z. Collins enters the game for M. Harkless,,10,11
52,1,5:42.0,R. Hood enters the game for J. Nurkić,,10,11
53,1,5:33.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Brunson),10,14
54,1,5:21.0,Shooting foul by D. Powell (drawn by C. McCollum),,10,14
55,1,5:21.0,C. McCollum makes free throw 1 of 2,,11,14
56,1,5:21.0,,D. Nowitzki enters the game for D. Finney-Smith,11,14
57,1,5:21.0,C. McCollum makes free throw 2 of 2,,12,14
58,1,5:10.0,,Turnover by D. Nowitzki (traveling),12,14
59,1,4:59.0,D. Lillard misses 3-pt jump shot from 25 ft,,12,14
60,1,4:55.0,,Defensive rebound by D. Powell,12,14
61,1,4:46.0,,Shooting foul by Z. Collins (drawn by D. Powell),12,14
62,1,4:46.0,,D. Powell makes free throw 1 of 2,12,15
63,1,4:46.0,,D. Powell misses free throw 2 of 2,12,15
64,1,4:44.0,Defensive rebound by Z. Collins,,12,15
65,1,4:32.0,Turnover by A. Aminu (bad pass),,12,15
66,1,4:19.0,,T. Hardaway misses 3-pt jump shot from 27 ft,12,15
67,1,4:17.0,Defensive rebound by A. Aminu,,12,15
68,1,4:09.0,R. Hood misses 2-pt jump shot from 6 ft (block by J. Brunson),,12,15
69,1,4:07.0,Offensive rebound by C. McCollum,,12,15
70,1,4:05.0,C. McCollum misses 2-pt jump shot from 16 ft,,12,15
71,1,4:02.0,Offensive rebound by Z. Collins,,12,15
72,1,3:59.0,C. McCollum misses 3-pt jump shot from 26 ft,,12,15
73,1,3:57.0,,Defensive rebound by D. Powell,12,15
74,1,3:44.0,,Turnover by J. Brunson (bad pass; steal by Z. Collins),12,15
75,1,3:37.0,R. Hood makes 3-pt jump shot from 24 ft (assist by C. McCollum),,15,15
76,1,3:19.0,,T. Burke makes 2-pt layup from 2 ft,15,17
77,1,3:18.0,Portland full timeout,,15,17
78,1,3:18.0,J. Layman enters the game for A. Aminu,,15,17
79,1,3:18.0,E. Turner enters the game for C. McCollum,,15,17
80,1,3:18.0,,L. Dončić enters the game for J. Brunson,15,17
81,1,3:18.0,,D. Harris enters the game for T. Hardaway,15,17
82,1,3:00.0,E. Turner misses 3-pt jump shot from 25 ft,,15,17
83,1,2:56.0,,Defensive rebound by L. Dončić,15,17
84,1,2:46.0,,L. Dončić misses 3-pt jump shot from 27 ft,15,17
85,1,2:42.0,Defensive rebound by E. Turner,,15,17
86,1,2:31.0,D. Lillard misses 3-pt jump shot from 26 ft,,15,17
87,1,2:29.0,,Defensive rebound by D. Nowitzki,15,17
88,1,2:24.0,,Personal foul by R. Hood (drawn by L. Dončić),15,17
89,1,2:24.0,,L. Dončić makes free throw 1 of 2,15,18
90,1,2:24.0,,L. Dončić makes free throw 2 of 2,15,19
91,1,2:15.0,Personal foul by T. Burke (drawn by D. Lillard),,15,19
92,1,2:06.0,D. Lillard misses 2-pt jump shot from 17 ft,,15,19
93,1,2:04.0,,Defensive rebound by D. Nowitzki,15,19
94,1,1:58.0,,T. Burke misses 2-pt jump shot from 11 ft,15,19
95,1,1:55.0,Defensive rebound by Z. Collins,,15,19
96,1,1:48.0,D. Lillard misses 2-pt layup from 2 ft,,15,19
97,1,1:46.0,Offensive rebound by Z. Collins,,15,19
98,1,1:45.0,Z. Collins makes 2-pt layup from 1 ft,,17,19
99,1,1:27.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by L. Dončić),17,22
100,1,1:06.0,Z. Collins makes 2-pt layup from 1 ft (assist by E. Turner),,19,22
101,1,0:59.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by L. Dončić),19,25
102,1,0:42.0,D. Lillard makes 3-pt jump shot from 25 ft,,22,25
103,1,0:26.0,,Turnover by D. Harris (bad pass; steal by R. Hood),22,25
104,1,0:08.0,Personal take foul by D. Powell (drawn by D. Lillard),,22,25
105,1,0:08.0,C. McCollum enters the game for E. Turner,,22,25
106,1,0:08.0,,D. Finney-Smith enters the game for D. Nowitzki,22,25
107,1,0:08.0,,M. Kleber enters the game for D. Powell,22,25
108,1,0:02.0,Shooting foul by D. Finney-Smith (drawn by D. Lillard),,22,25
109,1,0:02.0,D. Lillard makes free throw 1 of 2,,23,25
110,1,0:02.0,D. Lillard makes free throw 2 of 2,,24,25
111,2,11:46.0,,L. Dončić misses 2-pt jump shot from 5 ft,24,25
112,2,11:43.0,,Offensive rebound by R. Broekhoff,24,25
113,2,11:43.0,,R. Broekhoff misses 2-pt layup at rim,24,25
114,2,11:42.0,Defensive rebound by Z. Collins,,24,25
115,2,11:40.0,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),,26,25
116,2,11:18.0,,L. Dončić misses 2-pt jump shot from 15 ft,26,25
117,2,11:15.0,Defensive rebound by Z. Collins,,26,25
118,2,11:15.0,,J. Brunson enters the game for L. Dončić,26,25
119,2,11:05.0,Turnover by J. Layman (bad pass; steal by R. Broekhoff),,26,25
120,2,10:43.0,,J. Brunson misses 3-pt jump shot from 31 ft,26,25
121,2,10:41.0,,Offensive rebound by Team,26,25
122,2,10:41.0,,Turnover by Team (shot clock),26,25
123,2,10:26.0,S. Curry makes 2-pt jump shot from 3 ft (assist by E. Turner),,28,25
124,2,10:24.0,,Dallas full timeout,28,25
125,2,10:24.0,,L. Dončić enters the game for J. Brunson,28,25
126,2,10:03.0,,M. Kleber misses 2-pt jump shot from 4 ft (block by Z. Collins),28,25
127,2,9:59.0,,Offensive rebound by D. Harris,28,25
128,2,9:58.0,,D. Harris misses 3-pt jump shot from 25 ft,28,25
129,2,9:58.0,Defensive rebound by E. Turner,,28,25
130,2,9:52.0,J. Layman makes 2-pt layup from 3 ft (assist by E. Turner),,30,25
131,2,9:44.0,,Shooting foul by Z. Collins (drawn by D. Harris),30,25
132,2,9:44.0,,D. Harris misses free throw 1 of 2,30,25
133,2,9:44.0,,Offensive rebound by Team,30,25
134,2,9:44.0,,D. Finney-Smith enters the game for D. Nowitzki,30,25
135,2,9:44.0,,D. Harris makes free throw 2 of 2,30,26
136,2,9:30.0,J. Layman makes 3-pt jump shot from 27 ft (assist by Z. Collins),,33,26
137,2,9:14.0,,Turnover by D. Finney-Smith (traveling),33,26
138,2,8:58.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Layman),,36,26
139,2,8:40.0,,D. Harris misses 2-pt hook shot from 3 ft,36,26
140,2,8:39.0,Defensive rebound by E. Turner,,36,26
141,2,8:35.0,E. Turner makes 2-pt jump shot from 6 ft,,38,26
142,2,8:33.0,,Dallas full timeout,38,26
143,2,8:33.0,,T. Hardaway enters the game for D. Harris,38,26
144,2,8:33.0,,D. Powell enters the game for M. Kleber,38,26
145,2,8:19.0,,L. Dončić misses 2-pt layup from 3 ft,38,26
146,2,8:18.0,,Offensive rebound by D. Powell,38,26
147,2,8:07.0,,Turnover by L. Dončić (bad pass; steal by Z. Collins),38,26
148,2,7:59.0,S. Curry misses 3-pt jump shot from 25 ft,,38,26
149,2,7:56.0,,Defensive rebound by D. Finney-Smith,38,26
150,2,7:50.0,,T. Hardaway misses 2-pt jump shot from 18 ft,38,26
151,2,7:47.0,,Offensive rebound by D. Powell,38,26
152,2,7:44.0,,R. Broekhoff misses 3-pt jump shot from 24 ft,38,26
153,2,7:41.0,Defensive rebound by E. Turner,,38,26
154,2,7:33.0,Shooting foul by D. Finney-Smith (drawn by Z. Collins),,38,26
155,2,7:33.0,Z. Collins misses free throw 1 of 2,,38,26
156,2,7:33.0,Offensive rebound by Team,,38,26
157,2,7:33.0,,J. Brunson enters the game for L. Dončić,38,26
158,2,7:33.0,Z. Collins makes free throw 2 of 2,,39,26
159,2,7:10.0,,D. Powell makes 2-pt hook shot from 2 ft,39,28
160,2,7:10.0,,Shooting foul by Z. Collins (drawn by D. Powell),39,28
161,2,7:10.0,M. Harkless enters the game for Z. Collins,,39,28
162,2,7:10.0,C. McCollum enters the game for R. Hood,,39,28
163,2,7:10.0,J. Nurkić enters the game for E. Turner,,39,28
164,2,7:10.0,,D. Powell makes free throw 1 of 1,39,29
165,2,6:56.0,J. Layman misses 2-pt layup from 7 ft (block by R. Broekhoff),,39,29
166,2,6:52.0,,Defensive rebound by T. Hardaway,39,29
167,2,6:49.0,,Personal foul by J. Layman (drawn by D. Powell),39,29
168,2,6:41.0,,Offensive foul by J. Brunson (drawn by C. McCollum),39,29
169,2,6:41.0,,Turnover by J. Brunson (offensive foul),39,29
170,2,6:26.0,S. Curry makes 2-pt jump shot from 14 ft (assist by C. McCollum),,41,29
171,2,6:14.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,41,29
172,2,6:11.0,,Offensive rebound by D. Powell,41,29
173,2,6:10.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Powell),41,32
174,2,6:00.0,Personal foul by D. Powell (drawn by J. Nurkić),,41,32
175,2,6:00.0,,M. Kleber enters the game for D. Powell,41,32
176,2,5:53.0,Offensive foul by S. Curry (drawn by J. Brunson),,41,32
177,2,5:53.0,Turnover by S. Curry (offensive foul),,41,32
178,2,5:42.0,,Turnover by T. Hardaway (bad pass; steal by S. Curry),41,32
179,2,5:39.0,S. Curry misses 3-pt jump shot from 27 ft,,41,32
180,2,5:36.0,Offensive rebound by J. Nurkić,,41,32
181,2,5:28.0,M. Harkless makes 2-pt dunk from 1 ft (assist by C. McCollum),,43,32
182,2,5:16.0,,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Brunson),43,35
183,2,5:04.0,Turnover by J. Nurkić (out of bounds lost ball),,43,35
184,2,5:04.0,A. Aminu enters the game for J. Layman,,43,35
185,2,4:55.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Brunson),43,37
186,2,4:38.0,A. Aminu misses 2-pt jump shot from 23 ft,,43,37
187,2,4:36.0,,Defensive rebound by T. Hardaway,43,37
188,2,4:32.0,,T. Hardaway misses 2-pt layup from 2 ft (block by M. Harkless),43,37
189,2,4:32.0,,Offensive rebound by Team,43,37
190,2,4:32.0,D. Lillard enters the game for S. Curry,,43,37
191,2,4:26.0,,J. Brunson makes 3-pt jump shot from 25 ft (assist by T. Hardaway),43,40
192,2,4:09.0,M. Harkless misses 3-pt jump shot from 25 ft,,43,40
193,2,4:07.0,Offensive rebound by J. Nurkić,,43,40
194,2,4:05.0,J. Nurkić makes 2-pt layup from 1 ft,,45,40
195,2,3:54.0,,M. Kleber misses 3-pt jump shot from 26 ft,45,40
196,2,3:54.0,Defensive rebound by Team,,45,40
197,2,3:36.0,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),,47,40
198,2,3:24.0,,M. Kleber misses 3-pt jump shot from 25 ft,47,40
199,2,3:21.0,Defensive rebound by A. Aminu,,47,40
200,2,3:15.0,J. Nurkić makes 2-pt hook shot from 6 ft (assist by A. Aminu),,49,40
201,2,3:13.0,,Dallas full timeout,49,40
202,2,3:13.0,,L. Dončić enters the game for R. Broekhoff,49,40
203,2,2:59.0,,J. Brunson misses 2-pt jump shot from 7 ft,49,40
204,2,2:57.0,Defensive rebound by C. McCollum,,49,40
205,2,2:51.0,C. McCollum makes 2-pt jump shot from 5 ft,,51,40
206,2,2:39.0,,M. Kleber makes 2-pt dunk from 2 ft (assist by T. Hardaway),51,42
207,2,2:16.0,C. McCollum misses 3-pt jump shot from 26 ft,,51,42
208,2,2:14.0,,Defensive rebound by D. Finney-Smith,51,42
209,2,2:07.0,,M. Kleber misses 3-pt jump shot from 25 ft,51,42
210,2,2:04.0,Defensive rebound by J. Nurkić,,51,42
211,2,1:49.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),,53,42
212,2,1:43.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by J. Brunson),53,44
213,2,1:43.0,Portland full timeout,,53,44
214,2,1:43.0,,T. Burke enters the game for J. Brunson,53,44
215,2,1:43.0,,D. Nowitzki enters the game for M. Kleber,53,44
216,2,1:31.0,C. McCollum makes 2-pt jump shot from 15 ft (assist by J. Nurkić),,55,44
217,2,1:09.0,,Turnover by D. Nowitzki (bad pass),55,44
218,2,1:00.0,D. Lillard misses 2-pt jump shot from 16 ft,,55,44
219,2,0:56.0,,Defensive rebound by D. Nowitzki,55,44
220,2,0:48.0,,T. Hardaway misses 2-pt layup from 2 ft (block by J. Nurkić),55,44
221,2,0:47.0,,Offensive rebound by Team,55,44
222,2,0:39.0,,T. Burke misses 2-pt layup from 4 ft,55,44
223,2,0:37.0,Defensive rebound by A. Aminu,,55,44
224,2,0:35.0,Turnover by A. Aminu (bad pass),,55,44
225,2,0:27.0,,Personal foul by M. Harkless (drawn by L. Dončić),55,44
226,2,0:23.0,,L. Dončić makes 3-pt jump shot from 27 ft,55,47
227,2,0:04.0,C. McCollum misses 2-pt jump shot from 13 ft,,55,47
228,2,0:01.0,Offensive rebound by J. Nurkić,,55,47
229,2,0:01.0,J. Nurkić makes 2-pt layup from 1 ft,,57,47
230,2,0:00.0,,Turnover by L. Dončić (bad pass),57,47
231,2,0:00.0,S. Curry enters the game for A. Aminu,,57,47
232,2,0:00.0,R. Hood enters the game for J. Nurkić,,57,47
233,2,0:00.0,,M. Kleber enters the game for D. Nowitzki,57,47
234,2,0:00.0,R. Hood misses 3-pt jump shot from 34 ft,,57,47
235,2,0:00.0,Offensive rebound by Team,,57,47
236,3,11:47.0,,T. Hardaway misses 3-pt jump shot from 25 ft,57,47
237,3,11:43.0,Defensive rebound by J. Nurkić,,57,47
238,3,11:35.0,Turnover by D. Lillard (bad pass; steal by M. Kleber),,57,47
239,3,11:30.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Brunson),57,49
240,3,11:15.0,C. McCollum misses 2-pt jump shot from 16 ft,,57,49
241,3,11:11.0,,Defensive rebound by T. Hardaway,57,49
242,3,11:07.0,,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by T. Hardaway),57,52
243,3,10:47.0,M. Harkless misses 2-pt jump shot from 7 ft,,57,52
244,3,10:45.0,Offensive rebound by M. Harkless,,57,52
245,3,10:44.0,M. Harkless misses 2-pt layup from 1 ft,,57,52
246,3,10:40.0,Offensive rebound by J. Nurkić,,57,52
247,3,10:40.0,J. Nurkić makes 2-pt layup at rim,,59,52
248,3,10:31.0,,D. Finney-Smith misses 2-pt layup from 1 ft,59,52
