,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
0,1,11:45.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,2,0
1,1,11:15.0,,J. Okogie makes 2-pt layup from 3 ft,2,2
2,1,11:06.0,A. Davis makes 3-pt jump shot from 26 ft (assist by E. Moore),,5,2
3,1,10:52.0,,K. Towns misses 3-pt jump shot from 25 ft,5,2
4,1,10:49.0,Defensive rebound by E. Moore,,5,2
5,1,10:46.0,Turnover by A. Davis (traveling),,5,2
6,1,10:35.0,,A. Wiggins misses 3-pt jump shot from 25 ft (block by J. Holiday),5,2
7,1,10:32.0,Defensive rebound by A. Davis,,5,2
8,1,10:30.0,J. Holiday makes 2-pt layup from 1 ft (assist by A. Davis),,7,2
9,1,10:21.0,,A. Wiggins misses 2-pt layup from 11 ft,7,2
10,1,10:16.0,,Offensive rebound by K. Towns,7,2
11,1,10:16.0,,K. Towns makes 2-pt layup at rim,7,4
12,1,10:08.0,E. Payton makes 3-pt jump shot from 26 ft (assist by J. Randle),,10,4
13,1,9:50.0,,K. Towns misses 2-pt hook shot from 8 ft,10,4
14,1,9:48.0,,Offensive rebound by K. Towns,10,4
15,1,9:46.0,,K. Towns misses 2-pt hook shot from 4 ft,10,4
16,1,9:44.0,,Offensive rebound by K. Towns,10,4
17,1,9:38.0,,J. Teague misses 3-pt jump shot from 22 ft,10,4
18,1,9:36.0,Defensive rebound by J. Randle,,10,4
19,1,9:25.0,E. Moore misses 3-pt jump shot from 27 ft,,10,4
20,1,9:21.0,,Defensive rebound by K. Towns,10,4
21,1,9:20.0,,Turnover by K. Towns (bad pass),10,4
22,1,9:05.0,A. Davis misses 2-pt jump shot from 13 ft,,10,4
23,1,9:02.0,,Defensive rebound by J. Teague,10,4
24,1,9:00.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),10,6
25,1,8:52.0,A. Davis misses 2-pt layup from 1 ft,,10,6
26,1,8:50.0,Offensive rebound by A. Davis,,10,6
27,1,8:50.0,A. Davis misses 2-pt layup from 1 ft,,10,6
28,1,8:50.0,Offensive rebound by Team,,10,6
29,1,8:50.0,,Loose ball foul by T. Gibson (drawn by A. Davis),10,6
30,1,8:48.0,J. Holiday misses 2-pt jump shot from 9 ft,,10,6
31,1,8:44.0,Offensive rebound by J. Holiday,,10,6
32,1,8:44.0,J. Holiday makes 2-pt layup from 1 ft,,12,6
33,1,8:36.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),12,8
34,1,8:23.0,A. Davis makes 2-pt jump shot from 21 ft (assist by E. Payton),,14,8
35,1,8:07.0,,A. Wiggins misses 3-pt jump shot from 28 ft,14,8
36,1,8:05.0,Defensive rebound by J. Randle,,14,8
37,1,7:58.0,Turnover by J. Randle (bad pass; steal by A. Wiggins),,14,8
38,1,7:53.0,,J. Teague misses 3-pt jump shot from 24 ft,14,8
39,1,7:50.0,Defensive rebound by E. Moore,,14,8
40,1,7:48.0,Turnover by J. Randle (bad pass),,14,8
41,1,7:40.0,,J. Okogie misses 3-pt jump shot from 25 ft,14,8
42,1,7:38.0,Defensive rebound by A. Davis,,14,8
43,1,7:30.0,Turnover by E. Payton (bad pass),,14,8
44,1,7:19.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by J. Teague),14,10
45,1,6:59.0,Turnover by E. Moore (bad pass),,14,10
46,1,6:59.0,,Minnesota full timeout,14,10
47,1,6:46.0,,Turnover by A. Wiggins (bad pass; steal by E. Moore),14,10
48,1,6:42.0,E. Payton misses 2-pt layup at rim,,14,10
49,1,6:39.0,,Defensive rebound by K. Towns,14,10
50,1,6:35.0,,T. Gibson makes 2-pt layup from 1 ft (assist by A. Wiggins),14,12
51,1,6:16.0,J. Randle makes 2-pt jump shot from 8 ft,,16,12
52,1,6:01.0,,A. Wiggins misses 2-pt hook shot from 5 ft,16,12
53,1,5:59.0,,Offensive rebound by A. Wiggins,16,12
54,1,5:58.0,,A. Wiggins misses 2-pt layup from 4 ft,16,12
55,1,5:56.0,,Offensive rebound by A. Wiggins,16,12
56,1,5:55.0,,A. Wiggins misses 2-pt layup from 3 ft (block by A. Davis),16,12
57,1,5:52.0,Defensive rebound by J. Randle,,16,12
58,1,5:52.0,Personal foul by J. Teague (drawn by J. Randle),,16,12
59,1,5:52.0,,D. Šarić enters the game for T. Gibson,16,12
60,1,5:42.0,Personal foul by D. Šarić (drawn by A. Davis),,16,12
61,1,5:33.0,A. Davis misses 2-pt jump shot from 16 ft,,16,12
62,1,5:30.0,,Defensive rebound by J. Okogie,16,12
63,1,5:19.0,,J. Okogie misses 3-pt jump shot from 26 ft (block by J. Holiday),16,12
64,1,5:15.0,Defensive rebound by J. Randle,,16,12
65,1,5:04.0,J. Randle misses 2-pt jump shot from 7 ft (block by K. Towns),,16,12
66,1,5:02.0,,Defensive rebound by K. Towns,16,12
67,1,4:56.0,,Shooting foul by A. Davis (drawn by K. Towns),16,12
68,1,4:56.0,,K. Towns makes free throw 1 of 2,16,13
69,1,4:56.0,D. Miller enters the game for E. Moore,,16,13
70,1,4:56.0,N. Mirotić enters the game for J. Randle,,16,13
71,1,4:56.0,,T. Jones enters the game for J. Okogie,16,13
72,1,4:56.0,,A. Tolliver enters the game for J. Teague,16,13
73,1,4:56.0,,K. Towns makes free throw 2 of 2,16,14
74,1,4:48.0,A. Davis makes 2-pt dunk from 2 ft (assist by J. Holiday),,18,14
75,1,4:32.0,,K. Towns misses 2-pt hook shot from 8 ft,18,14
76,1,4:29.0,,Offensive rebound by K. Towns,18,14
77,1,4:28.0,,K. Towns misses 2-pt layup from 4 ft (block by N. Mirotić),18,14
78,1,4:28.0,Defensive rebound by A. Davis,,18,14
79,1,4:18.0,J. Holiday misses 2-pt hook shot from 3 ft,,18,14
80,1,4:14.0,Offensive rebound by A. Davis,,18,14
81,1,4:12.0,N. Mirotić misses 3-pt jump shot from 25 ft,,18,14
82,1,4:09.0,,Defensive rebound by K. Towns,18,14
83,1,4:00.0,,K. Towns misses 2-pt layup from 8 ft,18,14
84,1,3:54.0,,Offensive rebound by D. Šarić,18,14
85,1,3:54.0,,D. Šarić misses 2-pt layup at rim,18,14
86,1,3:54.0,Defensive rebound by A. Davis,,18,14
87,1,3:53.0,E. Payton misses 2-pt layup from 4 ft (block by T. Jones),,18,14
88,1,3:53.0,,Defensive rebound by Team,18,14
89,1,3:42.0,,K. Towns misses 3-pt jump shot from 23 ft,18,14
90,1,3:39.0,Defensive rebound by E. Payton,,18,14
91,1,3:33.0,Shooting foul by D. Šarić (drawn by A. Davis),,18,14
92,1,3:33.0,A. Davis makes free throw 1 of 2,,19,14
93,1,3:33.0,F. Jackson enters the game for J. Holiday,,19,14
94,1,3:33.0,,G. Dieng enters the game for K. Towns,19,14
95,1,3:33.0,A. Davis makes free throw 2 of 2,,20,14
96,1,3:16.0,,G. Dieng makes 2-pt jump shot from 12 ft,20,16
97,1,2:53.0,Turnover by A. Davis (lost ball; steal by G. Dieng),,20,16
98,1,2:42.0,,A. Tolliver misses 3-pt jump shot from 24 ft,20,16
99,1,2:39.0,Defensive rebound by A. Davis,,20,16
100,1,2:30.0,Shooting foul by D. Šarić (drawn by N. Mirotić),,20,16
101,1,2:30.0,New Orleans full timeout,,20,16
102,1,2:30.0,,T. Gibson enters the game for D. Šarić,20,16
103,1,2:30.0,N. Mirotić makes free throw 1 of 2,,21,16
104,1,2:30.0,N. Mirotić makes free throw 2 of 2,,22,16
105,1,2:06.0,,A. Wiggins makes 2-pt jump shot from 21 ft,22,18
106,1,1:47.0,Turnover by D. Miller (bad pass; steal by G. Dieng),,22,18
107,1,1:35.0,,T. Gibson makes 2-pt jump shot from 11 ft (assist by T. Jones),22,20
108,1,1:22.0,F. Jackson makes 2-pt layup from 6 ft (assist by A. Davis),,24,20
109,1,1:09.0,,A. Wiggins makes 2-pt layup from 5 ft,24,22
110,1,1:01.0,Shooting foul by G. Dieng (drawn by A. Davis),,24,22
111,1,1:01.0,A. Davis makes free throw 1 of 2,,25,22
112,1,1:01.0,A. Davis makes free throw 2 of 2,,26,22
113,1,0:47.0,,T. Gibson makes 2-pt layup from 1 ft,26,24
114,1,0:34.0,Shooting foul by A. Tolliver (drawn by A. Davis),,26,24
115,1,0:34.0,A. Davis makes free throw 1 of 2,,27,24
116,1,0:34.0,A. Davis misses free throw 2 of 2,,27,24
117,1,0:30.0,,Defensive rebound by G. Dieng,27,24
118,1,0:24.0,,Personal foul by D. Miller (drawn by T. Gibson),27,24
119,1,0:13.0,,T. Jones makes 3-pt jump shot from 28 ft,27,27
120,1,0:01.0,A. Davis misses 3-pt jump shot from 28 ft,,27,27
121,1,0:01.0,Offensive rebound by E. Payton,,27,27
122,1,0:00.0,E. Payton makes 2-pt layup from 1 ft,,29,27
123,2,11:43.0,,J. Okogie misses 3-pt jump shot from 25 ft,29,27
124,2,11:39.0,Defensive rebound by J. Randle,,29,27
125,2,11:34.0,J. Holiday makes 2-pt layup from 1 ft (assist by J. Randle),,31,27
126,2,11:12.0,,Shooting foul by J. Randle (drawn by K. Towns),31,27
127,2,11:12.0,,K. Towns makes free throw 1 of 2,31,28
128,2,11:12.0,,K. Towns makes free throw 2 of 2,31,29
129,2,10:58.0,N. Mirotić misses 3-pt jump shot from 23 ft,,31,29
130,2,10:56.0,,Defensive rebound by K. Towns,31,29
131,2,10:55.0,,Personal foul by N. Mirotić (drawn by T. Gibson),31,29
132,2,10:49.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),31,32
133,2,10:33.0,J. Holiday misses 2-pt jump shot from 18 ft,,31,32
134,2,10:27.0,,Defensive rebound by K. Towns,31,32
135,2,10:18.0,,Turnover by K. Towns (bad pass; steal by F. Jackson),31,32
136,2,10:14.0,Personal foul by J. Okogie (drawn by F. Jackson),,31,32
137,2,10:12.0,Offensive foul by J. Holiday (drawn by J. Okogie),,31,32
138,2,10:12.0,Turnover by J. Holiday (offensive foul),,31,32
139,2,9:53.0,,A. Tolliver misses 3-pt jump shot from 28 ft,31,32
140,2,9:49.0,Defensive rebound by J. Holiday,,31,32
141,2,9:44.0,J. Randle misses 2-pt jump shot from 4 ft,,31,32
142,2,9:40.0,Offensive rebound by J. Holiday,,31,32
143,2,9:40.0,J. Holiday makes 2-pt jump shot from 4 ft,,33,32
144,2,9:28.0,,A. Tolliver misses 3-pt jump shot from 23 ft,33,32
145,2,9:28.0,,Offensive rebound by K. Towns,33,32
146,2,9:24.0,,Shooting foul by D. Miller (drawn by A. Tolliver),33,32
147,2,9:24.0,,A. Tolliver makes free throw 1 of 2,33,33
148,2,9:24.0,,A. Tolliver misses free throw 2 of 2,33,33
149,2,9:22.0,Defensive rebound by N. Mirotić,,33,33
150,2,9:07.0,F. Jackson misses 2-pt layup from 4 ft,,33,33
151,2,9:03.0,Offensive rebound by J. Randle,,33,33
152,2,9:03.0,J. Randle makes 2-pt layup from 1 ft,,35,33
153,2,8:45.0,,T. Gibson misses 2-pt jump shot from 6 ft (block by N. Mirotić),35,33
154,2,8:44.0,Defensive rebound by F. Jackson,,35,33
155,2,8:33.0,J. Holiday misses 2-pt layup from 12 ft,,35,33
156,2,8:31.0,,Defensive rebound by K. Towns,35,33
157,2,8:26.0,,T. Jones makes 2-pt layup from 1 ft,35,35
158,2,8:06.0,Shooting foul by A. Tolliver (drawn by J. Randle),,35,35
159,2,8:06.0,J. Randle makes free throw 1 of 2,,36,35
160,2,8:06.0,A. Davis enters the game for F. Jackson,,36,35
161,2,8:06.0,T. Frazier enters the game for D. Miller,,36,35
162,2,8:06.0,E. Moore enters the game for N. Mirotić,,36,35
163,2,8:06.0,,L. Deng enters the game for T. Gibson,36,35
164,2,8:06.0,,J. Teague enters the game for A. Tolliver,36,35
165,2,8:06.0,J. Randle makes free throw 2 of 2,,37,35
166,2,7:53.0,,T. Jones misses 2-pt jump shot from 19 ft,37,35
167,2,7:50.0,Defensive rebound by J. Randle,,37,35
168,2,7:44.0,Turnover by E. Moore (bad pass; steal by T. Jones),,37,35
169,2,7:44.0,,Personal foul by A. Davis (drawn by T. Jones),37,35
170,2,7:34.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),37,38
171,2,7:15.0,J. Randle misses 2-pt jump shot from 7 ft,,37,38
172,2,7:12.0,,Defensive rebound by K. Towns,37,38
173,2,7:01.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by J. Teague),37,41
174,2,6:41.0,J. Holiday misses 2-pt jump shot from 11 ft,,37,41
175,2,6:38.0,Offensive rebound by A. Davis,,37,41
176,2,6:35.0,E. Moore misses 3-pt jump shot from 23 ft,,37,41
177,2,6:31.0,,Defensive rebound by K. Towns,37,41
178,2,6:23.0,,Turnover by J. Okogie (bad pass; steal by E. Moore),37,41
179,2,6:15.0,E. Moore misses 2-pt layup from 1 ft,,37,41
180,2,6:12.0,Offensive rebound by T. Frazier,,37,41
181,2,6:02.0,Turnover by Team (shot clock),,37,41
182,2,6:02.0,,Minnesota full timeout,37,41
183,2,6:02.0,,A. Wiggins enters the game for T. Jones,37,41
184,2,5:38.0,,J. Teague makes 2-pt jump shot from 16 ft,37,43
185,2,5:20.0,T. Frazier misses 3-pt jump shot from 26 ft,,37,43
186,2,5:18.0,,Defensive rebound by J. Okogie,37,43
187,2,5:00.0,,L. Deng makes 2-pt layup from 1 ft (assist by J. Teague),37,45
188,2,4:51.0,Turnover by T. Frazier (bad pass; steal by J. Okogie),,37,45
189,2,4:46.0,,J. Okogie misses 3-pt jump shot from 23 ft,37,45
190,2,4:44.0,Defensive rebound by T. Frazier,,37,45
191,2,4:34.0,Turnover by J. Holiday (bad pass; steal by K. Towns),,37,45
192,2,4:24.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by J. Okogie),37,48
193,2,4:17.0,New Orleans full timeout,,37,48
194,2,4:17.0,D. Miller enters the game for J. Holiday,,37,48
195,2,4:17.0,,G. Dieng enters the game for K. Towns,37,48
196,2,4:03.0,Shooting foul by L. Deng (drawn by J. Randle),,37,48
197,2,4:03.0,J. Randle makes free throw 1 of 2,,38,48
198,2,4:03.0,E. Payton enters the game for T. Frazier,,38,48
199,2,4:03.0,J. Randle makes free throw 2 of 2,,39,48
200,2,3:59.0,,Offensive foul by A. Wiggins (drawn by D. Miller),39,48
201,2,3:59.0,,Turnover by A. Wiggins (offensive foul),39,48
202,2,3:43.0,A. Davis misses 2-pt jump shot from 7 ft,,39,48
203,2,3:38.0,,Defensive rebound by J. Okogie,39,48
204,2,3:36.0,,Shooting foul by D. Miller (drawn by J. Okogie),39,48
205,2,3:36.0,,J. Okogie makes free throw 1 of 2,39,49
206,2,3:36.0,J. Holiday enters the game for D. Miller,,39,49
207,2,3:36.0,,T. Gibson enters the game for L. Deng,39,49
208,2,3:36.0,,J. Okogie misses free throw 2 of 2,39,49
209,2,3:34.0,Defensive rebound by J. Randle,,39,49
210,2,3:24.0,J. Holiday misses 3-pt jump shot from 25 ft,,39,49
211,2,3:21.0,,Defensive rebound by J. Okogie,39,49
212,2,3:10.0,,J. Okogie makes 2-pt jump shot from 10 ft (assist by J. Teague),39,51
213,2,2:55.0,Shooting foul by G. Dieng (drawn by J. Randle),,39,51
214,2,2:55.0,J. Randle makes free throw 1 of 2,,40,51
215,2,2:55.0,,K. Towns enters the game for G. Dieng,40,51
216,2,2:55.0,J. Randle makes free throw 2 of 2,,41,51
217,2,2:43.0,,Personal foul by J. Randle (drawn by K. Towns),41,51
218,2,2:43.0,,K. Towns misses free throw 1 of 2,41,51
219,2,2:43.0,,Offensive rebound by Team,41,51
220,2,2:43.0,N. Mirotić enters the game for J. Randle,,41,51
221,2,2:43.0,,K. Towns misses free throw 2 of 2,41,51
222,2,2:41.0,Defensive rebound by N. Mirotić,,41,51
223,2,2:31.0,A. Davis makes 3-pt jump shot from 25 ft (assist by E. Payton),,44,51
224,2,2:02.0,,Turnover by K. Towns (bad pass; steal by E. Payton),44,51
225,2,1:58.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,46,51
226,2,1:57.0,,Minnesota full timeout,46,51
227,2,1:49.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),46,54
228,2,1:36.0,Turnover by A. Davis (bad pass),,46,54
229,2,1:24.0,,J. Okogie misses 3-pt jump shot from 25 ft,46,54
230,2,1:22.0,Defensive rebound by N. Mirotić,,46,54
231,2,1:14.0,J. Holiday makes 2-pt layup from 1 ft,,48,54
232,2,1:00.0,,Turnover by A. Wiggins (lost ball; steal by E. Payton),48,54
233,2,0:58.0,Personal foul by J. Okogie (drawn by E. Payton),,48,54
234,2,0:58.0,E. Payton makes free throw 1 of 2,,49,54
235,2,0:58.0,J. Okafor enters the game for A. Davis,,49,54
236,2,0:58.0,E. Payton makes free throw 2 of 2,,50,54
237,2,0:47.0,,A. Wiggins misses 3-pt jump shot from 25 ft,50,54
238,2,0:45.0,Defensive rebound by E. Payton,,50,54
239,2,0:37.0,J. Holiday misses 3-pt jump shot from 26 ft,,50,54
240,2,0:35.0,,Defensive rebound by K. Towns,50,54
241,2,0:20.0,,Turnover by J. Teague (traveling),50,54
242,2,0:20.0,,Violation by Team (delay of game),50,54
243,2,0:20.0,A. Davis enters the game for J. Okafor,,50,54
244,2,0:20.0,D. Miller enters the game for E. Payton,,50,54
245,2,0:04.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,52,54
246,2,0:01.0,,J. Teague misses 2-pt layup from 8 ft,52,54
247,2,0:01.0,,Offensive rebound by Team,52,54
248,3,11:46.0,,T. Gibson misses 3-pt jump shot from 23 ft,52,54
249,3,11:42.0,Defensive rebound by A. Davis,,52,54
250,3,11:27.0,E. Payton makes 3-pt jump shot from 25 ft (assist by J. Holiday),,55,54
251,3,11:17.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by J. Teague),55,57
252,3,11:12.0,New Orleans full timeout,,55,57
253,3,11:12.0,N. Mirotić enters the game for A. Davis,,55,57
254,3,10:52.0,J. Holiday makes 2-pt layup from 1 ft,,57,57
