,QUARTER,TIME_REMAINING,INDIANA_ACTION,WASHINGTON_ACTION,INDIANA_SCORE,WASHINGTON_SCORE
25,1,8:36.0,,Turnover by B. Beal (lost ball; steal by W. Matthews),8,7
26,1,8:35.0,Personal foul by B. Beal (drawn by B. Bogdanović),,8,7
27,1,8:25.0,Turnover by D. Collison (lost ball; steal by T. Satoranský),,8,7
28,1,8:21.0,,T. Ariza misses 3-pt jump shot from 26 ft,8,7
29,1,8:17.0,Defensive rebound by K. O'Quinn,,8,7
30,1,8:01.0,Turnover by K. O'Quinn (lost ball; steal by T. Satoranský),,8,7
31,1,7:55.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by B. Portis),8,9
32,1,7:32.0,T. Young makes 2-pt jump shot from 7 ft,,10,9
33,1,7:12.0,,J. Green misses 3-pt jump shot from 26 ft,10,9
34,1,7:11.0,Defensive rebound by Team,,10,9
35,1,6:58.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by K. O'Quinn),,13,9
36,1,6:42.0,,B. Beal makes 2-pt jump shot from 10 ft,13,11
37,1,6:28.0,W. Matthews misses 3-pt jump shot from 26 ft,,13,11
38,1,6:26.0,,Defensive rebound by B. Portis,13,11
39,1,6:20.0,,T. Ariza makes 2-pt jump shot from 12 ft,13,13
40,1,6:20.0,,Shooting foul by K. O'Quinn (drawn by T. Ariza),13,13
41,1,6:20.0,,Washington full timeout,13,13
42,1,6:20.0,,T. Ariza misses free throw 1 of 1,13,13
43,1,6:17.0,Defensive rebound by D. Collison,,13,13
44,1,6:07.0,T. Young makes 2-pt dunk from 1 ft (assist by D. Collison),,15,13
45,1,5:52.0,,B. Beal misses 3-pt jump shot from 26 ft,15,13
46,1,5:50.0,Defensive rebound by T. Young,,15,13
47,1,5:40.0,W. Matthews makes 2-pt jump shot from 16 ft (assist by T. Young),,17,13
48,1,5:20.0,,B. Portis misses 2-pt jump shot from 15 ft,17,13
49,1,5:18.0,Defensive rebound by B. Bogdanović,,17,13
50,1,5:03.0,K. O'Quinn misses 2-pt jump shot from 14 ft,,17,13
51,1,5:00.0,,Defensive rebound by T. Ariza,17,13
52,1,4:56.0,,Turnover by T. Ariza (bad pass; steal by K. O'Quinn),17,13
53,1,4:42.0,B. Bogdanović makes 2-pt layup from 2 ft,,19,13
54,1,4:42.0,Shooting foul by B. Portis (drawn by B. Bogdanović),,19,13
55,1,4:42.0,D. Sabonis enters the game for K. O'Quinn,,19,13
56,1,4:42.0,,T. Bryant enters the game for J. Green,19,13
57,1,4:42.0,,J. Parker enters the game for B. Portis,19,13
58,1,4:42.0,,C. Randle enters the game for T. Satoranský,19,13
59,1,4:42.0,B. Bogdanović misses free throw 1 of 1,,19,13
60,1,4:40.0,,Defensive rebound by T. Ariza,19,13
61,1,4:28.0,,Personal foul by W. Matthews (drawn by T. Bryant),19,13
62,1,4:16.0,,Turnover by T. Bryant (traveling),19,13
63,1,3:51.0,D. Sabonis misses 2-pt hook shot from 12 ft,,19,13
64,1,3:48.0,,Defensive rebound by T. Bryant,19,13
65,1,3:40.0,,T. Bryant misses 2-pt jump shot from 16 ft,19,13
66,1,3:36.0,Defensive rebound by T. Young,,19,13
67,1,3:29.0,T. Young makes 2-pt layup from 2 ft (assist by B. Bogdanović),,21,13
68,1,3:23.0,,Turnover by J. Parker (turnover),21,13
69,1,3:23.0,,Loose ball foul by J. Parker (drawn by T. Young),21,13
70,1,3:23.0,T. Young makes free throw 1 of 2,,22,13
71,1,3:23.0,C. Joseph enters the game for B. Bogdanović,,22,13
72,1,3:23.0,T. Young makes free throw 2 of 2,,23,13
73,1,3:07.0,,T. Bryant makes 2-pt dunk at rim (assist by C. Randle),23,15
74,1,2:54.0,D. Collison makes 2-pt layup from 2 ft,,25,15
75,1,2:42.0,,Turnover by J. Parker (out of bounds lost ball),25,15
76,1,2:42.0,Indiana full timeout,,25,15
77,1,2:42.0,T. Leaf enters the game for T. Young,,25,15
78,1,2:42.0,,W. Johnson enters the game for T. Ariza,25,15
79,1,2:24.0,D. Sabonis misses 2-pt hook shot from 7 ft,,25,15
80,1,2:21.0,,Defensive rebound by T. Bryant,25,15
81,1,2:02.0,,Turnover by T. Bryant (bad pass; steal by D. Sabonis),25,15
82,1,1:53.0,T. Leaf misses 2-pt jump shot from 18 ft,,25,15
83,1,1:50.0,,Defensive rebound by J. Parker,25,15
84,1,1:46.0,,W. Johnson misses 3-pt jump shot from 24 ft,25,15
85,1,1:40.0,Defensive rebound by D. Sabonis,,25,15
86,1,1:37.0,D. Collison makes 2-pt layup from 2 ft,,27,15
87,1,1:16.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by T. Bryant),27,17
88,1,0:58.0,C. Joseph misses 3-pt jump shot from 25 ft,,27,17
89,1,0:54.0,,Defensive rebound by B. Beal,27,17
90,1,0:51.0,,T. Bryant makes 2-pt layup from 2 ft (assist by B. Beal),27,19
91,1,0:39.0,D. Collison misses 2-pt jump shot from 17 ft,,27,19
92,1,0:36.0,,Defensive rebound by B. Beal,27,19
93,1,0:29.0,,B. Beal misses 2-pt jump shot from 3 ft,27,19
94,1,0:28.0,,Offensive rebound by T. Bryant,27,19
95,1,0:28.0,,T. Bryant makes 2-pt layup from 2 ft,27,21
96,1,0:05.0,D. Sabonis makes 2-pt hook shot from 8 ft (assist by W. Matthews),,29,21
97,1,0:01.0,,B. Beal misses 3-pt jump shot from 27 ft,29,21
98,1,0:01.0,,Offensive rebound by Team,29,21
99,2,11:52.0,,Offensive foul by C. Randle (drawn by C. Joseph),29,21
100,2,11:52.0,,Turnover by C. Randle (offensive foul),29,21
101,2,11:39.0,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Evans),,31,21
102,2,11:19.0,,C. Randle makes 2-pt jump shot from 6 ft,31,23
103,2,11:08.0,Turnover by T. Evans (bad pass; steal by C. Randle),,31,23
104,2,11:03.0,,C. Randle makes 2-pt layup from 2 ft,31,25
105,2,10:45.0,D. Sabonis misses 2-pt layup from 3 ft (block by J. Parker),,31,25
106,2,10:43.0,Offensive rebound by D. Sabonis,,31,25
107,2,10:42.0,D. Sabonis makes 2-pt layup from 2 ft,,33,25
108,2,10:33.0,,Turnover by J. Parker (bad pass; steal by D. Sabonis),33,25
109,2,10:29.0,C. Joseph makes 2-pt layup from 2 ft,,35,25
110,2,10:17.0,,T. Bryant makes 3-pt jump shot from 26 ft (assist by T. Brown),35,28
111,2,10:09.0,Personal foul by T. Brown (drawn by T. Evans),,35,28
112,2,9:57.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,38,28
113,2,9:39.0,,Shooting foul by D. McDermott (drawn by W. Johnson),38,28
114,2,9:39.0,,W. Johnson misses free throw 1 of 2,38,28
115,2,9:39.0,,Offensive rebound by Team,38,28
116,2,9:39.0,,W. Johnson makes free throw 2 of 2,38,29
117,2,9:21.0,D. McDermott misses 2-pt jump shot from 18 ft,,38,29
118,2,9:18.0,,Defensive rebound by C. Randle,38,29
119,2,9:09.0,,J. Parker makes 3-pt jump shot from 27 ft (assist by W. Johnson),38,32
120,2,8:59.0,Offensive foul by D. Sabonis (drawn by W. Johnson),,38,32
121,2,8:59.0,Turnover by D. Sabonis (offensive foul),,38,32
122,2,8:59.0,,T. Satoranský enters the game for C. Randle,38,32
123,2,8:44.0,,J. Parker makes 2-pt layup from 2 ft (assist by T. Brown),38,34
124,2,8:35.0,T. Evans misses 3-pt jump shot from 26 ft,,38,34
125,2,8:35.0,,Defensive rebound by J. Parker,38,34
126,2,8:20.0,,T. Brown misses 3-pt jump shot from 26 ft,38,34
127,2,8:16.0,Defensive rebound by D. Sabonis,,38,34
128,2,8:09.0,T. Leaf makes 2-pt hook shot from 9 ft (assist by C. Joseph),,40,34
129,2,7:56.0,,Turnover by J. Parker (lost ball; steal by D. Sabonis),40,34
130,2,7:51.0,D. McDermott misses 2-pt layup from 2 ft (block by T. Bryant),,40,34
131,2,7:51.0,Offensive rebound by Team,,40,34
132,2,7:44.0,C. Joseph makes 2-pt layup from 3 ft,,42,34
133,2,7:44.0,,Violation by Team (def goaltending),42,34
134,2,7:33.0,,Turnover by T. Bryant (bad pass; steal by T. Evans),42,34
135,2,7:29.0,T. Evans makes 2-pt layup from 2 ft,,44,34
136,2,7:29.0,,Washington full timeout,44,34
137,2,7:29.0,,T. Ariza enters the game for T. Brown,44,34
138,2,7:07.0,,Turnover by T. Ariza (bad pass; steal by T. Evans),44,34
139,2,7:02.0,Turnover by T. Evans (lost ball; steal by T. Ariza),,44,34
140,2,6:59.0,,J. Parker makes 2-pt layup from 3 ft (assist by T. Ariza),44,36
141,2,6:59.0,,Shooting foul by D. McDermott (drawn by J. Parker),44,36
142,2,6:59.0,T. Young enters the game for T. Leaf,,44,36
143,2,6:59.0,,J. Parker misses free throw 1 of 1,44,36
144,2,6:55.0,Defensive rebound by C. Joseph,,44,36
145,2,6:33.0,T. Young makes 2-pt hook shot from 7 ft,,46,36
146,2,6:16.0,,T. Ariza misses 2-pt jump shot from 4 ft,46,36
147,2,6:14.0,,Offensive rebound by T. Ariza,46,36
148,2,6:07.0,,T. Bryant makes 2-pt layup from 1 ft (assist by T. Satoranský),46,38
149,2,5:48.0,Turnover by C. Joseph (bad pass; steal by T. Satoranský),,46,38
150,2,5:42.0,,J. Parker misses 2-pt dunk from 1 ft,46,38
151,2,5:39.0,Defensive rebound by D. Sabonis,,46,38
152,2,5:34.0,T. Evans misses 2-pt layup from 2 ft,,46,38
153,2,5:32.0,Offensive rebound by D. Sabonis,,46,38
154,2,5:23.0,C. Joseph makes 3-pt jump shot from 28 ft,,49,38
155,2,5:07.0,,Turnover by J. Parker (lost ball; steal by D. McDermott),49,38
156,2,5:02.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by C. Joseph),,52,38
157,2,5:01.0,,Washington full timeout,52,38
158,2,5:01.0,B. Bogdanović enters the game for T. Evans,,52,38
159,2,5:01.0,W. Matthews enters the game for D. McDermott,,52,38
160,2,5:01.0,,B. Beal enters the game for T. Bryant,52,38
161,2,5:01.0,,J. Green enters the game for W. Johnson,52,38
162,2,5:01.0,,B. Portis enters the game for J. Parker,52,38
163,2,4:53.0,,T. Satoranský makes 2-pt layup from 1 ft,52,40
164,2,4:39.0,C. Joseph misses 2-pt jump shot from 16 ft,,52,40
165,2,4:37.0,Offensive rebound by C. Joseph,,52,40
166,2,4:35.0,C. Joseph misses 3-pt jump shot from 26 ft,,52,40
167,2,4:32.0,Offensive rebound by C. Joseph,,52,40
168,2,4:31.0,C. Joseph makes 2-pt layup from 2 ft,,54,40
169,2,4:07.0,,J. Green misses 3-pt jump shot from 24 ft,54,40
170,2,4:03.0,Defensive rebound by B. Bogdanović,,54,40
171,2,3:47.0,T. Young makes 2-pt layup from 4 ft (assist by B. Bogdanović),,56,40
172,2,3:47.0,Shooting foul by J. Green (drawn by T. Young),,56,40
173,2,3:47.0,D. Collison enters the game for C. Joseph,,56,40
174,2,3:47.0,T. Young makes free throw 1 of 1,,57,40
175,2,3:33.0,,J. Green makes 2-pt layup from 2 ft (assist by B. Beal),57,42
176,2,3:33.0,,Shooting foul by D. Sabonis (drawn by J. Green),57,42
177,2,3:33.0,K. O'Quinn enters the game for D. Sabonis,,57,42
178,2,3:33.0,,J. Green makes free throw 1 of 1,57,43
179,2,3:20.0,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by W. Matthews),,59,43
180,2,3:09.0,,B. Beal makes 2-pt jump shot from 14 ft,59,45
181,2,2:50.0,Turnover by K. O'Quinn (bad pass; steal by B. Beal),,59,45
182,2,2:44.0,,Turnover by T. Satoranský (lost ball; steal by T. Young),59,45
183,2,2:33.0,W. Matthews makes 2-pt layup from 2 ft (assist by K. O'Quinn),,61,45
184,2,2:12.0,,T. Ariza makes 2-pt layup from 1 ft (assist by B. Portis),61,47
185,2,1:59.0,W. Matthews misses 3-pt jump shot from 27 ft,,61,47
186,2,1:56.0,,Defensive rebound by T. Ariza,61,47
187,2,1:45.0,,B. Beal makes 2-pt jump shot from 18 ft,61,49
188,2,1:27.0,T. Young makes 2-pt jump shot from 3 ft (assist by D. Collison),,63,49
189,2,1:10.0,,J. Green misses 2-pt jump shot from 5 ft,63,49
190,2,1:08.0,Defensive rebound by K. O'Quinn,,63,49
191,2,0:49.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,63,49
192,2,0:47.0,,Defensive rebound by J. Green,63,49
193,2,0:34.0,,Shooting foul by T. Young (drawn by J. Green),63,49
194,2,0:34.0,,J. Green misses free throw 1 of 2,63,49
195,2,0:34.0,,Offensive rebound by Team,63,49
196,2,0:34.0,,J. Green makes free throw 2 of 2,63,50
197,2,0:12.0,B. Bogdanović makes 2-pt layup from 3 ft,,65,50
198,2,0:02.0,,B. Beal misses 2-pt jump shot from 11 ft,65,50
199,2,0:00.0,Defensive rebound by T. Young,,65,50
200,3,11:42.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Ariza),65,53
201,3,11:20.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,65,53
202,3,11:19.0,,Defensive rebound by Team,65,53
203,3,11:19.0,Loose ball foul by K. O'Quinn (drawn by B. Portis),,65,53
204,3,11:08.0,,J. Green misses 3-pt jump shot from 25 ft,65,53
205,3,11:03.0,Defensive rebound by D. Collison,,65,53
206,3,10:56.0,T. Young makes 2-pt layup from 3 ft (assist by D. Collison),,67,53
207,3,10:45.0,Violation by Team (kicked ball),,67,53
208,3,10:42.0,,Turnover by T. Satoranský (bad pass; steal by B. Bogdanović),67,53
209,3,10:38.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,67,53
210,3,10:35.0,,Defensive rebound by Team,67,53
211,3,10:25.0,,Personal foul by T. Young (drawn by B. Beal),67,53
212,3,10:13.0,,T. Satoranský misses 2-pt jump shot from 18 ft,67,53
213,3,10:10.0,Defensive rebound by K. O'Quinn,,67,53
214,3,9:56.0,T. Young makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),,70,53
215,3,9:42.0,,B. Portis makes 2-pt jump shot from 18 ft,70,55
216,3,9:21.0,Turnover by B. Bogdanović (bad pass),,70,55
217,3,9:09.0,,Turnover by B. Beal (lost ball; steal by W. Matthews),70,55
218,3,9:07.0,Shooting foul by B. Portis (drawn by B. Bogdanović),,70,55
219,3,9:07.0,B. Bogdanović misses free throw 1 of 2,,70,55
220,3,9:07.0,Offensive rebound by Team,,70,55
221,3,9:07.0,B. Bogdanović misses free throw 2 of 2,,70,55
222,3,9:05.0,,Defensive rebound by T. Ariza,70,55
223,3,8:42.0,,Turnover by J. Green (step out of bounds),70,55
224,3,8:29.0,Turnover by W. Matthews (lost ball; steal by B. Beal),,70,55
225,3,8:26.0,,Personal foul by W. Matthews (drawn by B. Beal),70,55
226,3,8:19.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by T. Ariza),70,58
227,3,8:07.0,Turnover by D. Collison (bad pass; steal by T. Satoranský),,70,58
228,3,8:05.0,,T. Satoranský makes 2-pt dunk from 2 ft (assist by B. Beal),70,60
229,3,8:04.0,Indiana full timeout,,70,60
230,3,7:44.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by B. Bogdanović),,72,60
231,3,7:25.0,,Offensive foul by B. Portis (drawn by W. Matthews),72,60
232,3,7:25.0,,Turnover by B. Portis (offensive foul),72,60
233,3,7:25.0,,T. Bryant enters the game for B. Portis,72,60
234,3,7:11.0,T. Young misses 2-pt jump shot from 18 ft,,72,60
235,3,7:06.0,Offensive rebound by K. O'Quinn,,72,60
236,3,7:06.0,K. O'Quinn misses 2-pt layup from 2 ft,,72,60
237,3,7:03.0,Offensive rebound by D. Collison,,72,60
238,3,7:03.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,72,60
239,3,7:00.0,,Defensive rebound by Team,72,60
240,3,6:48.0,,Personal foul by T. Young (drawn by J. Green),72,60
241,3,6:32.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Ariza),72,62
242,3,6:12.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by K. O'Quinn),,75,62
243,3,5:52.0,,Turnover by J. Green (traveling),75,62
244,3,5:33.0,T. Young makes 2-pt hook shot from 5 ft,,77,62
245,3,5:14.0,,B. Beal misses 2-pt layup from 3 ft,77,62
246,3,5:13.0,,Offensive rebound by T. Bryant,77,62
247,3,5:13.0,,T. Bryant makes 2-pt layup from 2 ft,77,64
248,3,5:13.0,Violation by Team (def goaltending),,77,64
249,3,5:01.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by W. Matthews),,79,64
250,3,4:41.0,,T. Satoranský makes 2-pt jump shot from 8 ft,79,66
251,3,4:25.0,Personal foul by T. Bryant (drawn by W. Matthews),,79,66
252,3,4:25.0,,C. Randle enters the game for T. Satoranský,79,66
253,3,4:12.0,W. Matthews misses 3-pt jump shot from 29 ft,,79,66
254,3,4:07.0,Offensive rebound by K. O'Quinn,,79,66
255,3,4:06.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by K. O'Quinn),,82,66
256,3,4:06.0,,Washington full timeout,82,66
257,3,4:06.0,,J. Parker enters the game for J. Green,82,66
258,3,3:55.0,,B. Beal makes 2-pt jump shot from 22 ft,82,68
259,3,3:36.0,Turnover by T. Young (bad pass; steal by T. Ariza),,82,68
260,3,3:31.0,,T. Ariza makes 2-pt layup from 2 ft (assist by B. Beal),82,70
261,3,3:11.0,T. Young misses 2-pt hook shot from 10 ft (block by T. Bryant),,82,70
262,3,3:07.0,,Defensive rebound by C. Randle,82,70
263,3,3:05.0,,T. Ariza misses 3-pt jump shot from 24 ft,82,70
264,3,3:01.0,,Offensive rebound by T. Bryant,82,70
265,3,3:00.0,,C. Randle makes 3-pt jump shot from 25 ft (assist by T. Bryant),82,73
266,3,2:58.0,Indiana full timeout,,82,73
267,3,2:58.0,T. Leaf enters the game for K. O'Quinn,,82,73
268,3,2:58.0,D. Sabonis enters the game for T. Young,,82,73
269,3,2:42.0,B. Bogdanović misses 2-pt layup from 4 ft,,82,73
270,3,2:41.0,Offensive rebound by D. Sabonis,,82,73
271,3,2:40.0,D. Sabonis misses 2-pt layup from 2 ft,,82,73
272,3,2:38.0,,Defensive rebound by C. Randle,82,73
273,3,2:31.0,,T. Ariza misses 3-pt jump shot from 27 ft,82,73
274,3,2:31.0,Defensive rebound by D. Sabonis,,82,73
275,3,2:26.0,D. Collison misses 3-pt jump shot from 29 ft,,82,73
276,3,2:23.0,,Defensive rebound by T. Bryant,82,73
277,3,2:12.0,,T. Ariza misses 2-pt layup from 6 ft,82,73
278,3,2:12.0,Defensive rebound by D. Collison,,82,73
279,3,2:09.0,B. Bogdanović makes 2-pt dunk from 2 ft (assist by D. Collison),,84,73
280,3,1:58.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by C. Randle),84,76
281,3,1:58.0,T. Evans enters the game for B. Bogdanović,,84,76
282,3,1:58.0,C. Joseph enters the game for D. Collison,,84,76
283,3,1:58.0,D. McDermott enters the game for W. Matthews,,84,76
284,3,1:32.0,C. Joseph makes 2-pt layup from 3 ft,,86,76
285,3,1:21.0,,Shooting foul by T. Leaf (drawn by T. Bryant),86,76
286,3,1:21.0,,T. Bryant makes free throw 1 of 2,86,77
287,3,1:21.0,,W. Johnson enters the game for T. Ariza,86,77
288,3,1:21.0,,T. Bryant misses free throw 2 of 2,86,77
289,3,1:17.0,Defensive rebound by D. McDermott,,86,77
290,3,1:00.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by C. Joseph),,89,77
291,3,0:46.0,,B. Beal misses 2-pt jump shot from 16 ft,89,77
292,3,0:42.0,Defensive rebound by C. Joseph,,89,77
293,3,0:34.0,Offensive foul by T. Evans (drawn by B. Beal),,89,77
294,3,0:34.0,Turnover by T. Evans (offensive foul),,89,77
295,3,0:27.0,,C. Randle makes 3-pt jump shot from 26 ft (assist by T. Bryant),89,80
296,3,0:05.0,T. Evans misses 3-pt jump shot from 25 ft,,89,80
297,3,0:02.0,Offensive rebound by D. Sabonis,,89,80
298,3,0:00.0,D. McDermott misses 3-pt jump shot from 26 ft,,89,80
299,3,0:00.0,Offensive rebound by Team,,89,80
300,4,11:40.0,D. Sabonis makes 2-pt layup from 2 ft (assist by D. McDermott),,91,80
301,4,11:21.0,,B. Beal misses 2-pt jump shot from 5 ft,91,80
302,4,11:20.0,,Offensive rebound by T. Bryant,91,80
303,4,11:19.0,,T. Bryant makes 2-pt layup from 2 ft,91,82
304,4,10:59.0,Personal foul by C. Randle (drawn by C. Joseph),,91,82
305,4,10:53.0,Turnover by C. Joseph (bad pass; steal by T. Bryant),,91,82
306,4,10:51.0,,Personal foul by D. McDermott (drawn by J. Parker),91,82
307,4,10:41.0,,W. Johnson misses 3-pt jump shot from 23 ft,91,82
308,4,10:37.0,Defensive rebound by C. Joseph,,91,82
309,4,10:25.0,Shooting foul by B. Beal (drawn by D. Sabonis),,91,82
310,4,10:25.0,D. Sabonis makes free throw 1 of 2,,92,82
311,4,10:25.0,D. Sabonis misses free throw 2 of 2,,92,82
312,4,10:21.0,,Defensive rebound by T. Bryant,92,82
313,4,10:05.0,,Shooting foul by C. Joseph (drawn by B. Beal),92,82
314,4,10:05.0,,B. Beal makes free throw 1 of 2,92,83
315,4,10:05.0,,B. Beal makes free throw 2 of 2,92,84
316,4,9:48.0,C. Joseph misses 2-pt layup from 4 ft (block by T. Bryant),,92,84
317,4,9:47.0,Offensive rebound by Team,,92,84
318,4,9:41.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by T. Leaf),,95,84
319,4,9:15.0,,W. Johnson misses 3-pt jump shot from 23 ft,95,84
320,4,9:13.0,Defensive rebound by D. Sabonis,,95,84
321,4,9:06.0,T. Evans misses 2-pt layup from 4 ft,,95,84
322,4,9:02.0,Offensive rebound by D. Sabonis,,95,84
323,4,8:51.0,C. Joseph misses 2-pt jump shot from 21 ft,,95,84
324,4,8:51.0,Offensive rebound by T. Leaf,,95,84
325,4,8:48.0,T. Leaf makes 2-pt layup at rim,,97,84
326,4,8:48.0,Violation by Team (delay of game),,97,84
327,4,8:34.0,,J. Parker misses 3-pt jump shot from 26 ft,97,84
328,4,8:31.0,Defensive rebound by T. Evans,,97,84
329,4,8:28.0,Turnover by C. Joseph (traveling),,97,84
330,4,8:28.0,,T. Satoranský enters the game for C. Randle,97,84
331,4,8:10.0,,T. Bryant makes 3-pt jump shot from 28 ft (assist by B. Beal),97,87
332,4,7:49.0,T. Evans misses 3-pt jump shot from 26 ft,,97,87
333,4,7:47.0,,Defensive rebound by T. Bryant,97,87
334,4,7:42.0,,B. Beal misses 3-pt jump shot from 26 ft,97,87
335,4,7:39.0,Defensive rebound by Team,,97,87
336,4,7:30.0,Turnover by D. Sabonis (out of bounds lost ball),,97,87
337,4,7:30.0,T. Young enters the game for T. Leaf,,97,87
338,4,7:30.0,,T. Ariza enters the game for W. Johnson,97,87
339,4,7:12.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Bryant),97,89
340,4,7:12.0,,Shooting foul by T. Young (drawn by B. Beal),97,89
341,4,7:12.0,B. Bogdanović enters the game for D. McDermott,,97,89
342,4,7:12.0,,B. Beal makes free throw 1 of 1,97,90
343,4,6:57.0,,Violation by Team (kicked ball),97,90
344,4,6:57.0,,Washington full timeout,97,90
345,4,6:57.0,W. Matthews enters the game for T. Evans,,97,90
346,4,6:57.0,K. O'Quinn enters the game for D. Sabonis,,97,90
347,4,6:47.0,B. Bogdanović makes 2-pt jump shot from 19 ft,,99,90
348,4,6:30.0,,T. Satoranský makes 3-pt jump shot from 26 ft,99,93
349,4,6:20.0,Personal foul by T. Ariza (drawn by B. Bogdanović),,99,93
350,4,6:10.0,Turnover by B. Bogdanović (bad pass; steal by J. Parker),,99,93
351,4,5:55.0,,B. Beal makes 3-pt jump shot from 26 ft,99,96
352,4,5:55.0,,Shooting foul by W. Matthews (drawn by B. Beal),99,96
353,4,5:55.0,,B. Beal makes free throw 1 of 1,99,97
354,4,5:31.0,Turnover by T. Young (lost ball; steal by J. Parker),,99,97
355,4,5:23.0,,Turnover by J. Parker (step out of bounds),99,97
356,4,5:23.0,D. Collison enters the game for C. Joseph,,99,97
357,4,5:23.0,D. Sabonis enters the game for K. O'Quinn,,99,97
358,4,5:09.0,D. Collison makes 3-pt jump shot from 24 ft (assist by D. Sabonis),,102,97
359,4,4:50.0,,Personal foul by D. Collison (drawn by J. Parker),102,97
360,4,4:50.0,,J. Parker makes free throw 1 of 2,102,98
361,4,4:50.0,,J. Parker makes free throw 2 of 2,102,99
362,4,4:34.0,B. Bogdanović misses 2-pt layup from 4 ft,,102,99
363,4,4:32.0,,Defensive rebound by J. Parker,102,99
364,4,4:31.0,,Turnover by T. Bryant (offensive foul),102,99
365,4,4:31.0,,Offensive foul by T. Bryant (drawn by W. Matthews),102,99
366,4,4:10.0,D. Collison makes 2-pt jump shot from 10 ft,,104,99
367,4,3:58.0,,Personal foul by T. Young (drawn by T. Bryant),104,99
368,4,3:58.0,,T. Bryant misses free throw 1 of 2,104,99
369,4,3:58.0,,Offensive rebound by Team,104,99
370,4,3:58.0,,T. Bryant makes free throw 2 of 2,104,100
371,4,3:41.0,Turnover by D. Collison (bad pass; steal by T. Satoranský),,104,100
372,4,3:38.0,,Turnover by J. Parker (bad pass; steal by D. Collison),104,100
373,4,3:17.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,107,100
374,4,3:00.0,,J. Parker misses 2-pt jump shot from 14 ft,107,100
375,4,2:58.0,Defensive rebound by D. Collison,,107,100
376,4,2:51.0,Personal foul by T. Satoranský (drawn by T. Young),,107,100
377,4,2:50.0,Personal foul by T. Satoranský (drawn by D. Collison),,107,100
378,4,2:50.0,D. Collison makes free throw 1 of 2,,108,100
